ERR1913222.220__1.220	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913222.1111600__1.1111600	39485__R6A1W2__ERS852490_01584
ERR1913222.1111728__1.1111728	1262886__R6QIV0__BN563_00982
ERR1913222.1111933__1.1111933	45851__D4RYD1__ytvI
ERR1913222.1111997__1.1111997	165179__R6CJG8__DXC61_09290
ERR1913222.1112283__1.1112283	2173__A0A1D2WRQ8__METSMIALI_00487
ERR1913222.1112390__1.1112390	45851__D4S1E0__BUTYVIB_01910
ERR1913222.1112521__1.1112521	165179__A0A3E5EBM5__DXC61_02170
ERR1913222.1112475__1.1112475	1262959__R5YE35__BN680_00548
ERR1913222.1112564__1.1112564	39485__C4Z5L2__ERS852490_00659
ERR1913222.1112574__1.1112574	1262992__R5D9U9__BN795_01022
ERR1913222.1112638__1.1112638	165179__D1P9T6__PREVCOP_04016
ERR1913222.1112673__1.1112673	1262992__R5D9U9__BN795_01022
ERR1913222.1113025__1.1113025	39485__C4Z0I4__ERS852492_00258
ERR1913222.1113103__1.1113103	45851__D4RYD1__ytvI
ERR1913222.1113193__1.1113193	45851__D4S141__BHV86_05760
ERR1913222.1113543__1.1113543	39488__A0A173RH64__EUBHAL_01712
ERR1913222.1113708__1.1113708	39486__A0A3E4M8R7__mobB
ERR1913222.1114017__1.1114017	1378168__V2YA11__N510_02528
ERR1913222.1114592__1.1114592	28117__B0MY40__BHV66_05170
ERR1913222.1114674__1.1114674	821__D4VC51__M099_1508
ERR1913222.1114906__1.1114906	45851__D4RXA4__BUTYVIB_00455
ERR1913222.1115022__1.1115022	45851__D4RWR5__BHV86_06295
ERR1913222.1115067__1.1115067	1263107__GCA_000436995.1_00106
ERR1913222.1115169__1.1115169	88431__A0A3D0EYA4__atpH
ERR1913222.1115342__1.1115342	1262825__R5EAF0__BN724_01054
ERR1913222.1115343__1.1115343	39491__A0A173VYV1__DXC13_02710
ERR1913222.1115470__1.1115470	214856__A0A174ZLX0__ERS852559_00738
ERR1913222.1115471__1.1115471	1262761__R6RTQ9__BN606_01087
ERR1913222.1115474__1.1115474	88431__A0A3D0F0I7__DORLON_00967
ERR1913222.1115545__1.1115545	39485__C4Z1Y9__EUBELI_00143
ERR1913222.1115639__1.1115639	166486__D4KVZ2__cbiT
ERR1913222.1115813__1.1115813	39491__A0A396FPV7__ERS852580_01177
ERR1913222.1115861__1.1115861	39485__A0A174ZLH6__EUBELI_01564
ERR1913222.1116219__1.1116219	165179__A0A3E5ED28__PREVCOP_06655
ERR1913222.1116273__1.1116273	45851__R5LRK0__BUTYVIB_00520
ERR1913222.1116461__1.1116461	45851__D4S283__BUTYVIB_02205
ERR1913222.1116465__1.1116465	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913222.1116592__1.1116592	100886__R7GMD0__dinG_2
ERR1913222.1116596__1.1116596	45851__D4RWS3__BUTYVIB_00110
ERR1913222.1116569__1.1116569	1628085__A0A374VUI1__C7386_11920
ERR1913222.1116578__1.1116578	45851__D4S069__spoIVA
ERR1913222.1116674__1.1116674	39491__A0A395V1Y4__DXB99_08035
ERR1913222.1116900__1.1116900	165179__A0A3E4SB80__DXC61_12880
ERR1913222.1116902__1.1116902	39485__C4Z6K2__ERS852490_00407
ERR1913222.1116968__1.1116968	1262825__R5ELY8__BN724_02320
ERR1913222.1117000__1.1117000	1262886__R6QPP8__BN563_00924
ERR1913222.1117050__1.1117050	1262760__R5LCK1__BN758_01101
ERR1913222.1117068__1.1117068	39485__C4Z2S3__EUBELI_00292
ERR1913222.1117077__1.1117077	39485__C4Z028__ERS852492_00100
ERR1913222.1117293__1.1117293	1262882__R5MM10__BN519_01679
ERR1913222.1117604__1.1117604	1262825__R5E8W5__BN724_02207
ERR1913222.1117704__1.1117704	45851__D4S366__BUTYVIB_02552
ERR1913222.1117726__1.1117726	45851__R5LHE7__BUTYVIB_00061
ERR1913222.1117842__1.1117842	45851__D4RWC5__BHV86_07005
ERR1913222.1117863__1.1117863	39486__R6S7Q3__DXD84_03220
ERR1913222.1118174__1.1118174	1262930__R5ZZX8__BN693_02128
ERR1913222.1118215__1.1118215	1262825__R5EL39__BN724_00543
ERR1913222.1118250__1.1118250	45851__D4S366__BUTYVIB_02552
ERR1913222.1118255__1.1118255	1262988__R7N2N0__BN816_00043
ERR1913222.1118384__1.1118384	1262911__R6H1B2__BN557_00840
ERR1913222.1118503__1.1118503	74426__rpsS
ERR1913222.1118530__1.1118530	45851__D4RX09__BUTYVIB_00360
ERR1913222.1118561__1.1118561	1262961__R6DSD0__BN710_01188
ERR1913222.1118667__1.1118667	1262825__R5EBY3__BN724_02066
ERR1913222.1118642__1.1118642	1297617__A0A0S2W5R7__IB211_02260c
ERR1913222.1118906__1.1118906	28052__R5HJU0__ERS852451_00148
ERR1913222.1119017__1.1119017	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913222.1119089__1.1119089	1150298__A0A174HD82__yusO_2
ERR1913222.1119160__1.1119160	39491__A0A395V1R3__T1815_08181
ERR1913222.1119429__1.1119429	45851__D4S141__BHV86_05760
ERR1913222.1119484__1.1119484	1263027__R6ZR17__BN699_01392
ERR1913222.1119688__1.1119688	1262760__R5L6U4__BN758_00921
ERR1913222.1119703__1.1119703	2173__A0A1D2WXC5__METSMIALI_01265
ERR1913222.1119798__1.1119798	165179__A0A3E5E5H1__DXC61_07220
ERR1913222.1119940__1.1119940	1262760__R5LA92__BN758_01569
ERR1913222.1119942__1.1119942	45851__D4S0D7__BUTYVIB_01556
ERR1913222.1120020__1.1120020	131111__A0A0E9E2R2__HMPREF9241_01162
ERR1913222.1120206__1.1120206	45851__D4S1P9__BUTYVIB_02021
ERR1913222.1120427__1.1120427	45851__D4RYS4__BHV86_05460
ERR1913222.1120597__1.1120597	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913222.1120676__1.1120676	45851__D4RWG7__BUTYVIB_00298
ERR1913222.1120681__1.1120681	45851__D4RYD2__BUTYVIB_00837
ERR1913222.1121099__1.1121099	853__A0A2A7B9I6__DW855_13690
ERR1913222.1121225__1.1121225	45851__D4RYQ1__BHV86_00310
ERR1913222.1121328__1.1121328	1263000__R5ESM1__BN466_01440
ERR1913222.1121864__1.1121864	1262816__R6CQJ3__BN687_00199
ERR1913222.1122047__1.1122047	28116__A7LXU0__HMPREF1070_00358
ERR1913222.1122107__1.1122107	821__A6L0C7__ERS852556_03520
ERR1913222.1122250__1.1122250	45851__D4RWC5__BHV86_07005
ERR1913222.1122786__1.1122786	1263107__GCA_000436995.1_00058
ERR1913222.1122820__1.1122820	853__A0A174C5M1__CGS58_04460
ERR1913222.1122881__1.1122881	1262959__R5Y3R1__BN680_00507
ERR1913222.1122998__1.1122998	45851__D4RYA4__BHV86_02030
ERR1913222.1123313__1.1123313	357276__A0A076ISJ4__B5F95_19420
ERR1913222.1123258__1.1123258	384638__B7APN3__BACPEC_00639
ERR1913222.1123445__1.1123445	165179__A0A3E5AF88__DXC61_14960
ERR1913222.1123415__1.1123415	1262882__R5N5J6__BN519_01504
ERR1913222.1123534__1.1123534	39485__A0A174ZUV1__tig_3
ERR1913222.1124130__1.1124130	39490__A0A173U8I1__LG34_05080
ERR1913222.1124515__1.1124515	33039__R6P270__sleB_2
ERR1913222.1124444__1.1124444	745368__A0A1T4XCE1__SAMN02745178_01686
ERR1913222.1124463__1.1124463	1262961__R6EFP3__BN710_01985
ERR1913222.1124743__1.1124743	884684__GCA_002892425.1_01416
ERR1913222.1125063__1.1125063	165179__A0A174WGF6__PREVCOP_04095
ERR1913222.1125256__1.1125256	39485__C4Z0F4__ERS852490_00945
ERR1913222.1125293__1.1125293	1262930__R5ZVQ3__BN693_01357
ERR1913222.1125305__1.1125305	572010__pnp
ERR1913222.1125375__1.1125375	328814__GCA_004558275.1_00076
ERR1913222.1125461__1.1125461	2108523__A0A2P2F7Y8__LAWASA_2127
ERR1913222.1125510__1.1125510	2173__A0A1D2WTT4__BK798_05110
ERR1913222.1125546__1.1125546	45851__D4RYZ4__BHV86_03155
ERR1913222.1125682__1.1125682	1735__B7CDP2__carA
ERR1913222.1125838__1.1125838	39485__C4Z538__EUBELI_00734
ERR1913222.1126038__1.1126038	165179__D1PE06__DXC61_05975
ERR1913222.1126094__1.1126094	33025__A0A395JFJ2__C8D73_101276
ERR1913222.1126184__1.1126184	45851__D4S0B1__BHV86_10120
ERR1913222.1126238__1.1126238	45851__D4S1P8__BUTYVIB_02020
ERR1913222.1126698__1.1126698	147206__GCF_000156215.1_01773
ERR1913222.1127449__1.1127449	1262886__R6Q765__BN563_00634
ERR1913222.1127544__1.1127544	1263006__R6LIE4__BN515_01447
ERR1913222.1127820__1.1127820	1262886__R6Q7C7__BN563_00709
ERR1913222.1127887__1.1127887	39485__A0A174ZPH7__ERS852490_01992
ERR1913222.1127892__1.1127892	45851__D4RYQ9__BUTYVIB_00967
ERR1913222.1127906__1.1127906	39485__R5ZSI4__ERS852492_00875
ERR1913222.1127980__1.1127980	45851__D4S1R7__BUTYVIB_02039
ERR1913222.1128021__1.1128021	39485__A0A1Q6PH92__cbbX
ERR1913222.1128242__1.1128242	39485__C4Z028__ERS852492_00100
ERR1913222.1128518__1.1128518	88431__A0A173VJL7__ERS852526_01348
ERR1913222.1128574__1.1128574	28118__F9Z7B3__SAMEA44545918_00670
ERR1913222.1128638__1.1128638	384638__B7APR1__BACPEC_00667
ERR1913222.1128744__1.1128744	74426__group_4851
ERR1913222.1128817__1.1128817	45851__D4RYR7__BHV86_05495
ERR1913222.1128871__1.1128871	45851__R5LRY3__BUTYVIB_01906
ERR1913222.1128908__1.1128908	33043__A0A174GAW5__ydcV_2
ERR1913222.1129080__1.1129080	100886__E2NSF9__rpoB
ERR1913222.1129255__1.1129255	1262886__R6Q6Q1__BN563_00546
ERR1913222.1129301__1.1129301	88431__A0A174A952__ugpA_1
ERR1913222.1129480__1.1129480	357276__I8WBQ9__HMPREF1065_03212
ERR1913222.1129489__1.1129489	39485__C4Z1J7__ERS852490_01574
ERR1913222.1129522__1.1129522	1304__A0A074IZ18__rr13_5
ERR1913222.1129823__1.1129823	2173__A0A1D2WXC5__METSMIALI_01265
ERR1913222.1129924__1.1129924	1262825__R5EBR2__BN724_01996
ERR1913222.1130068__1.1130068	33043__D5HIL8__ERS852386_02009
ERR1913222.1130181__1.1130181	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913222.1130278__1.1130278	39485__R5ZVC3__ERS852490_00250
ERR1913222.1130327__1.1130327	88431__A0A3D0EXT6__ERS852423_01007
ERR1913222.1130390__1.1130390	39492__R6RT40__prkC_3
ERR1913222.1130406__1.1130406	1299998__GCA_001494635.1_00554
ERR1913222.1130610__1.1130610	45851__D4RWC6__BHV86_07010
ERR1913222.1130626__1.1130626	1262886__R6QJR0__BN563_01268
ERR1913222.1130748__1.1130748	45851__D4RXN5__BUTYVIB_00586
ERR1913222.1130817__1.1130817	1262761__R6RY17__BN606_01538
ERR1913222.1131147__1.1131147	418240__R7CMK4__ERS852478_03653
ERR1913222.1131231__1.1131231	39491__A0A396FNP1__DXD95_06025
ERR1913222.1131256__1.1131256	28118__F9ZAK9__DF785_10030
ERR1913222.1131442__1.1131442	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913222.1131664__1.1131664	1262825__R5E7H3__BN724_01638
ERR1913222.1131816__1.1131816	39485__A0A174ZBK4__ERS852490_01585
ERR1913222.1131980__1.1131980	1262882__R5N1L4__BN519_00757
ERR1913222.1131967__1.1131967	610243__A0A060QJF7__ASAP_2763
ERR1913222.1132169__1.1132169	1262911__R6GKX4__BN557_01388
ERR1913222.1132255__1.1132255	39485__A0A174YR79__EUBELI_20418
ERR1913222.1132385__1.1132385	1262825__R5E704__BN724_01845
ERR1913222.1132414__1.1132414	301301__A0A395V8V6__RHOM_04915
ERR1913222.1132444__1.1132444	1262911__R6HN87__BN557_00926
ERR1913222.1132635__1.1132635	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913222.1132695__1.1132695	45851__D4RW69__BUTYVIB_00200
ERR1913222.1132765__1.1132765	33039__D4M379__selB
ERR1913222.1133033__1.1133033	1262961__R6DVK7__BN710_01288
ERR1913222.1133054__1.1133054	357276__A0A076IS46__BACDOR_03265
ERR1913222.1133063__1.1133063	1262882__R5MZZ3__BN519_00482
ERR1913222.1133085__1.1133085	1263006__R6LXG0__BN515_01067
ERR1913222.1133196__1.1133196	1262882__R5MRS7__BN519_01490
ERR1913222.1133394__1.1133394	39485__R5ZPP8__EUBELI_20334
ERR1913222.1133734__1.1133734	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913222.1133783__1.1133783	39485__A0A174ZA72__glgB_1
ERR1913222.1133917__1.1133917	165179__A0A3E5DZA5__DXB80_12550
ERR1913222.1134071__1.1134071	165179__A0A3E5EBY9__CFT61_01220
ERR1913222.1134271__1.1134271	2022527__A0A264Y8G4__CHL74_05770
ERR1913222.1134277__1.1134277	165179__A0A3E5EB26__CFT61_02800
ERR1913222.1134288__1.1134288	1262961__R6E1W4__BN710_00924
ERR1913222.1134672__1.1134672	1263006__R6LK25__BN515_01963
ERR1913222.1134856__1.1134856	853__A0A2A7B9I6__DW855_13690
ERR1913222.1134961__1.1134961	39488__A0A173SMQ7__EUBHAL_00819
ERR1913222.1134987__1.1134987	2173__A0A1D2WVF8__Msm_1030
ERR1913222.1135122__1.1135122	189722__E0NQU7__HMPREF0658_0548
ERR1913222.1135279__1.1135279	28130__E1KP12__HMPREF0654_10855
ERR1913222.1135336__1.1135336	165179__A0A3E5EDV6__DXC61_03365
ERR1913222.1135506__1.1135506	39485__A0A174ZPH7__ERS852490_01992
ERR1913222.1135804__1.1135804	33043__A0A174B7D6__ERS852400_01331
ERR1913222.1135807__1.1135807	165179__R6CNX7__DXB80_02200
ERR1913222.1135869__1.1135869	165179__A0A3E5AGH1__DXB80_05820
ERR1913222.1135940__1.1135940	1262959__R5Y731__BN680_01639
ERR1913222.1135978__1.1135978	45851__R5LYV2__BHV86_00590
ERR1913222.1136094__1.1136094	100886__A0A174HSH4__CATMIT_02717
ERR1913222.1136125__1.1136125	39485__A0A174Z7G5__EUBELI_01168
ERR1913222.1136140__1.1136140	45851__D4S069__spoIVA
ERR1913222.1136313__1.1136313	1262882__R5N1T9__BN519_00804
ERR1913222.1136274__1.1136274	39485__A0A174Z851__cdaR_1
ERR1913222.1136374__1.1136374	165179__R6CNX7__DXB80_02200
ERR1913222.1136610__1.1136610	418240__A0A174AUI7__ERS852478_00883
ERR1913222.1136654__1.1136654	45851__D4S1I1__BHV86_08605
ERR1913222.1136809__1.1136809	45851__D4RYC5__BHV86_01930
ERR1913222.1137230__1.1137230	45851__D4RYA4__BHV86_02030
ERR1913222.1137290__1.1137290	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913222.1137359__1.1137359	821__A0A3E4WAR6__DXD64_10735
ERR1913222.1137598__1.1137598	1263000__R5EKG2__BN466_02040
ERR1913222.1137580__1.1137580	1262700__R5XKJ0__BN695_01190
ERR1913222.1137661__1.1137661	28117__B0MWH8__BHV66_01330
ERR1913222.1137894__1.1137894	165179__D1PDG7__DXB80_11180
ERR1913222.1137960__1.1137960	100886__A0A174IZK3__CATMIT_02888
ERR1913222.1138086__1.1138086	1796652__ltrA_3
ERR1913222.1138172__1.1138172	1262743__R5C054__BN727_01980
ERR1913222.1138246__1.1138246	1680__A0A173XYA2__B0703_0121
ERR1913222.1138274__1.1138274	88431__A0A3D0EXT6__ERS852423_01007
ERR1913222.1138462__1.1138462	45851__D4RZ84__BUTYVIB_01149
ERR1913222.1138929__1.1138929	28118__R6F633__speG
ERR1913222.1139129__1.1139129	45851__D4S317__BUTYVIB_02469
ERR1913222.1139256__1.1139256	1262911__R6H1B2__BN557_00840
ERR1913222.1139940__1.1139940	1262924__R7HMZ0__BN585_01986
ERR1913222.1140056__1.1140056	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913222.1140333__1.1140333	45851__R5LRP4__BUTYVIB_00447
ERR1913222.1140592__1.1140592	1262761__R6RB22__BN606_01933
ERR1913222.1140717__1.1140717	33043__D5HFA0__glfT2
ERR1913222.1140966__1.1140966	39491__A0A395ZEN3__DXD95_12655
ERR1913222.1141712__1.1141712	28111__E5WTP3__BACEGG_01876
ERR1913222.1141730__1.1141730	2173__A0A1D2WUQ6__METSMIF1_02304
ERR1913222.1141761__1.1141761	39485__A0A174YNW2__cph2_3
ERR1913222.1141985__1.1141985	1262911__R6GPB5__BN557_00842
ERR1913222.1142109__1.1142109	2173__A5ULL1__Msm_0884
ERR1913222.1142172__1.1142172	45851__D4RYI3__BHV86_01630
ERR1913222.1142196__1.1142196	1262882__R5MND9__BN519_00831
ERR1913222.1142243__1.1142243	45851__D4RZD5__BUTYVIB_01201
ERR1913222.1142271__1.1142271	28116__E5C3L0__B5F02_21065
ERR1913222.1142368__1.1142368	821__R9HFW2__DXD01_00365
ERR1913222.1142398__1.1142398	33043__D5HI09__ERS852575_02656
ERR1913222.1142571__1.1142571	39485__A0A174YWE7__EUBELI_00979
ERR1913222.1142934__1.1142934	45851__D4RWZ9__murF
ERR1913222.1143122__1.1143122	100886__R7GM72__ERS852383_04709
ERR1913222.1143168__1.1143168	39485__A0A174ZKZ4__spoIIQ_1
ERR1913222.1143248__1.1143248	45851__D4S140__BUTYVIB_01810
ERR1913222.1143345__1.1143345	165179__D1PGU8__PREVCOP_06463
ERR1913222.1143439__1.1143439	1262760__R5LAS3__BN758_00722
ERR1913222.1143388__1.1143388	165179__R6CJG8__DXC61_09290
ERR1913222.1143788__1.1143788	1262948__R7EDH6__BN671_00137
ERR1913222.1144105__1.1144105	1378168__V2YA11__N510_02528
ERR1913222.1144144__1.1144144	45851__D4S141__BHV86_05760
ERR1913222.1144420__1.1144420	45851__D4RWC1__BHV86_06985
ERR1913222.1144623__1.1144623	1262761__R6QUS0__BN606_00152
ERR1913222.1144626__1.1144626	165179__R6C3A5__DXC61_11820
ERR1913222.1145166__1.1145166	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913222.1145308__1.1145308	39485__C4Z6J7__ERS852492_02047
ERR1913222.1145434__1.1145434	45851__D4RZA1__rimI
ERR1913222.1145804__1.1145804	28117__B0MYW7__ALIPUT_02336
ERR1913222.1145992__1.1145992	39485__A0A174ZJ84__EUBELI_00107
ERR1913222.1146833__1.1146833	165179__A0A3E5AER8__DXB80_07075
ERR1913222.1146839__1.1146839	165179__A0A3E5A554__DXB80_13805
ERR1913222.1146893__1.1146893	28116__A0A395W0G7__NCTC11153_02716
ERR1913222.1147134__1.1147134	1150298__R7JVR8__ERS852498_01126
ERR1913222.1147207__1.1147207	301302__A0A0M6WMV7__M72_28281
ERR1913222.1147461__1.1147461	1262961__R6EFP3__BN710_01985
ERR1913222.1148030__1.1148030	357276__I8WAB8__B5F00_08100
ERR1913222.1148341__1.1148341	1262760__R5LC36__BN758_01814
ERR1913222.1148647__1.1148647	39485__C4Z355__ERS852490_01971
ERR1913222.1148818__1.1148818	1262761__R6RY17__BN606_01538
ERR1913222.1148974__1.1148974	100886__A0A174HQ52__sacA_2
ERR1913222.1149200__1.1149200	45851__D4RZD5__BUTYVIB_01201
ERR1913222.1149246__1.1149246	45851__D4RW33__ylbJ
ERR1913222.1149299__1.1149299	1262882__R5MJM8__BN519_01064
ERR1913222.1149604__1.1149604	45851__D4S1J6__BHV86_08535
ERR1913222.1149726__1.1149726	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913222.1149737__1.1149737	2173__A0A1D2WRC1__Msm_0093
ERR1913222.1149746__1.1149746	1262886__R6Q7C7__BN563_00709
ERR1913222.1149988__1.1149988	1897011__A0A1Q6RIA0__BHW41_01275
ERR1913222.1150244__1.1150244	1262760__R5LM93__BN758_00019
ERR1913222.1150491__1.1150491	1262761__R6QYZ5__BN606_00402
ERR1913222.1150757__1.1150757	45851__D4RZ27__BHV86_03325
ERR1913222.1150829__1.1150829	33039__D4M6E9__ERS852390_02866
ERR1913222.1150997__1.1150997	39485__A0A174Z7G5__EUBELI_01168
ERR1913222.1151077__1.1151077	1262959__R5XWR3__BN680_00570
ERR1913222.1151020__1.1151020	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913222.1151111__1.1151111	39485__R5ZVC3__ERS852490_00250
ERR1913222.1151113__1.1151113	1262911__R6GPB5__BN557_00842
ERR1913222.1151225__1.1151225	33043__D5HFX2__ERS852445_02161
ERR1913222.1151236__1.1151236	165179__A0A3E5E2B6__DXB80_02820
ERR1913222.1151214__1.1151214	45851__D4S1R7__BUTYVIB_02039
ERR1913222.1151222__1.1151222	1150298__A0A174HEB6__ypdC_2
ERR1913222.1151268__1.1151268	1262882__R5MY46__BN519_00355
ERR1913222.1151316__1.1151316	100886__E2NQ86__ERS852383_05208
ERR1913222.1151536__1.1151536	165179__A0A3E5E3D6__DXC61_05750
ERR1913222.1151559__1.1151559	1262911__R6H2J2__BN557_01228
ERR1913222.1151742__1.1151742	39485__A0A174Z501__EUBELI_00678
ERR1913222.1152113__1.1152113	39485__A0A174YTX0__mro
ERR1913222.1152270__1.1152270	1735__B7C9Q5__EUBIFOR_00915
ERR1913222.1152605__1.1152605	1262825__R5E3J9__BN724_01601
ERR1913222.1152744__1.1152744	1262825__R5EAZ2__BN724_01131
ERR1913222.1152840__1.1152840	100886__E2NQ04__CATMIT_00655
ERR1913222.1152887__1.1152887	2022527__A0A264Y542__CHL74_12005
ERR1913222.1153005__1.1153005	39485__C4Z6J9__ERS852492_02049
ERR1913222.1153157__1.1153157	165179__D1PCT4__DXB80_09470
ERR1913222.1153130__1.1153130	1262825__R5EHM5__BN724_01843
ERR1913222.1153288__1.1153288	39485__A0A174Z9M2__yhbU_1
ERR1913222.1153291__1.1153291	45851__R5LYR7__BHV86_03710
ERR1913222.1153335__1.1153335	45851__R5LTE7__BHV86_04805
ERR1913222.1153425__1.1153425	45851__D4RYR7__BHV86_05495
ERR1913222.1153519__1.1153519	45851__R5LTE7__BHV86_04805
ERR1913222.1153488__1.1153488	45851__R5LAF0__BHV86_08225
ERR1913222.1153499__1.1153499	165179__A0A3E5AF88__DXC61_14960
ERR1913222.1153538__1.1153538	2173__A0A1D2WT83__METSMIF1_03309
ERR1913222.1153794__1.1153794	165179__A0A3E5EDV6__DXC61_03365
ERR1913222.1153876__1.1153876	45851__D4RYD2__BUTYVIB_00837
ERR1913222.1153899__1.1153899	1262816__R6C8T0__BN687_02244
ERR1913222.1154048__1.1154048	572010__lepA
ERR1913222.1154346__1.1154346	45851__D4RZF4__BUTYVIB_01220
ERR1913222.1154584__1.1154584	45851__D4RYQ0__BUTYVIB_00958
ERR1913222.1154646__1.1154646	2293125__A0A374BNR6__DW917_15660
ERR1913222.1154762__1.1154762	328814__GCA_004558275.1_00992
ERR1913222.1154892__1.1154892	29361__B6FKH5__CLONEX_00621
ERR1913222.1155058__1.1155058	45851__D4RYU3__BUTYVIB_01007
ERR1913222.1155102__1.1155102	45851__D4RY55__BHV86_05010
ERR1913222.1155253__1.1155253	39485__A0A1Q6PGI7__pehX_3
ERR1913222.1155741__1.1155741	1262886__R6RCG0__BN563_00376
ERR1913222.1155748__1.1155748	1262886__R6QCG3__BN563_00145
ERR1913222.1156035__1.1156035	45851__D4S0D7__BUTYVIB_01556
ERR1913222.1156118__1.1156118	1263006__R6MLU5__BN515_01014
ERR1913222.1156258__1.1156258	45851__D4RZ17__BUTYVIB_01081
ERR1913222.1156393__1.1156393	45851__D4RX09__BUTYVIB_00360
ERR1913222.1156597__1.1156597	1262930__R5ZVQ3__BN693_01357
ERR1913222.1156650__1.1156650	1262959__R5XXM4__BN680_00922
ERR1913222.1156682__1.1156682	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913222.1156815__1.1156815	39491__A0A174EQV2__DXB69_10230
ERR1913222.1156921__1.1156921	33043__A0A174EI47__inlJ
ERR1913222.1156900__1.1156900	165179__A0A174WRI9__DXB80_04870
ERR1913222.1157085__1.1157085	45851__D4RZ27__BHV86_03325
ERR1913222.1157357__1.1157357	165179__A0A174SR12__DXB80_04410
ERR1913222.1157443__1.1157443	165179__A0A3E5DX15__DXC61_00345
ERR1913222.1157530__1.1157530	39485__C4Z6V7__walK
ERR1913222.1157513__1.1157513	328814__GCA_004558275.1_00987
ERR1913222.1157682__1.1157682	1297617__A0A0S2W146__IB211_00701
ERR1913222.1157767__1.1157767	39485__A0A174Z1T6__sfp
ERR1913222.1157907__1.1157907	45851__D4RYC4__BHV86_01935
ERR1913222.1158085__1.1158085	45851__D4S184__BUTYVIB_01854
ERR1913222.1158190__1.1158190	328814__GCA_004558275.1_01002
ERR1913222.1158208__1.1158208	45851__D4S247__BUTYVIB_02169
ERR1913222.1158677__1.1158677	328814__GCA_004558275.1_00998
ERR1913222.1158855__1.1158855	39485__A0A174ZA72__glgB_1
ERR1913222.1159066__1.1159066	45851__D4S2F3__BUTYVIB_02275
ERR1913222.1159111__1.1159111	1381__group_1564
ERR1913222.1159158__1.1159158	1262825__R5E6F3__BN724_01497
ERR1913222.1159529__1.1159529	45851__D4RYC4__BHV86_01935
ERR1913222.1159558__1.1159558	1262961__R6DYT0__BN710_00050
ERR1913222.1159657__1.1159657	45851__D4RWC3__BUTYVIB_00254
ERR1913222.1159769__1.1159769	45851__D4RZD5__BUTYVIB_01201
ERR1913222.1159909__1.1159909	45851__D4RZ27__BHV86_03325
ERR1913222.1159947__1.1159947	45851__D4RZ17__BUTYVIB_01081
ERR1913222.1159996__1.1159996	39486__G1WX25__DXD84_13390
ERR1913222.1160050__1.1160050	100886__E2NUH9__CATMIT_02260
ERR1913222.1160195__1.1160195	1263027__R6ZR35__BN699_01038
ERR1913222.1160252__1.1160252	1547597__A0A318N2U3__IE90_04590
ERR1913222.1160254__1.1160254	45851__D4S2J5__BUTYVIB_02317
ERR1913222.1160322__1.1160322	1262825__R5ECD5__BN724_02213
ERR1913222.1160371__1.1160371	1262816__R6CBN0__BN687_00868
ERR1913222.1160384__1.1160384	39485__C4Z355__ERS852490_01971
ERR1913222.1160432__1.1160432	1262911__R6H2J2__BN557_01228
ERR1913222.1160547__1.1160547	1262886__R6QKQ6__BN563_01547
ERR1913222.1160667__1.1160667	2022527__A0A264YA09__CHL74_03035
ERR1913222.1160686__1.1160686	1262886__R6Q824__BN563_00941
ERR1913222.1160952__1.1160952	165179__A0A3E5DZ45__DXC61_02820
ERR1913222.1160975__1.1160975	45851__D4S141__BHV86_05760
ERR1913222.1161189__1.1161189	165179__A0A3E5AF88__DXC61_14960
ERR1913222.1161256__1.1161256	2173__A5UK74__pyrP
ERR1913222.1161337__1.1161337	45851__D4S0D7__BUTYVIB_01556
ERR1913222.1161376__1.1161376	88431__A0A174A952__ugpA_1
ERR1913222.1161529__1.1161529	33043__A0A173WWJ5__ERS852386_00339
ERR1913222.1161872__1.1161872	165179__D1P8K1__DXB80_06045
