ERR1913162.17__1.17	239935__R6JD78__CXU05_09250
ERR1913162.609884__1.609884	1262882__R5MFM2__BN519_00460
ERR1913162.610386__1.610386	239935__R6J9Y2__CXT85_07000
ERR1913162.610521__1.610521	28118__R6FC01__fepE
ERR1913162.610565__1.610565	1262882__R5N1T9__BN519_00804
ERR1913162.610730__1.610730	1262882__R5MJ49__BN519_01124
ERR1913162.610897__1.610897	343516__GeneID:3952996
ERR1913162.611113__1.611113	1262882__R5MLP0__BN519_01597
ERR1913162.611119__1.611119	239935__A0A139TPU7__CXT91_06575
ERR1913162.611292__1.611292	28118__F9Z9Z7__B5F99_12650
ERR1913162.611830__1.611830	357276__A6L053__ABI39_04450
ERR1913162.611856__1.611856	1262882__R5MGX3__BN519_00046
ERR1913162.612133__1.612133	387090__S0F7Y3__BACCOPRO_02028
ERR1913162.612335__1.612335	1550024__G9RWC0__ASJ35_03560
ERR1913162.612708__1.612708	820__R9I2U8__DXC68_09590
ERR1913162.612714__1.612714	47678__R5U6B9__BACCAC_01372
ERR1913162.613153__1.613153	1297617__A0A0S2W146__IB211_00701
ERR1913162.613159__1.613159	239935__A0A139TPD4__CXT86_06450
ERR1913162.613269__1.613269	823__A6LB62__B5F32_04550
ERR1913162.613304__1.613304	820__A0A139KH21__DXC80_01780
ERR1913162.613399__1.613399	239935__A0A2N8HTZ8__CXU09_01270
ERR1913162.613573__1.613573	823__A0A355XLS2__ERS852380_02644
ERR1913162.613994__1.613994	216816__C5E9N8__DD678_02795
ERR1913162.614055__1.614055	1262869__R7CV70__BN625_00699
ERR1913162.614201__1.614201	1262869__R7CS12__BN625_00205
ERR1913162.614421__1.614421	1262743__R5C054__BN727_01980
ERR1913162.614522__1.614522	1263000__R5EXT3__BN466_02213
ERR1913162.614675__1.614675	1550024__G9RVU1__TQ39_06560
ERR1913162.615177__1.615177	47678__R5U7T0__CGC64_00755
ERR1913162.615705__1.615705	239935__B2URG9__CXU00_11290
ERR1913162.615876__1.615876	29361__B6FKH5__CLONEX_00621
ERR1913162.616014__1.616014	239935__R6JD78__CXU05_09250
ERR1913162.616081__1.616081	357276__I9RAC4__BSEG_00561
ERR1913162.616082__1.616082	214856__I3YPI7__pepD_1
ERR1913162.616782__1.616782	1547597__A0A0C3RE45__DMB45_11190
ERR1913162.616816__1.616816	1262882__R5MND9__BN519_00831
ERR1913162.617141__1.617141	239935__B2UPZ6__CXU03_03800
ERR1913162.617149__1.617149	165179__A0A229I7F5__DXB80_02650
ERR1913162.617341__1.617341	1262869__R7CNU1__BN625_01324
ERR1913162.617569__1.617569	2173__R7PS55__BK798_05180
ERR1913162.617674__1.617674	281920__C2MEJ8__PORUE0001_1935
ERR1913162.617887__1.617887	1683__C4FGU5__BIANG_0917
ERR1913162.617962__1.617962	1262882__R5N3T7__BN519_01188
ERR1913162.618025__1.618025	47678__R5U558__ERS852558_02232
ERR1913162.618007__1.618007	1262869__R7CNH9__BN625_01092
ERR1913162.618105__1.618105	823__A0A395YQ63__B5F32_15335
ERR1913162.618286__1.618286	1262869__R7CUK0__BN625_00521
ERR1913162.618307__1.618307	1262986__R6A297__BN492_00796
ERR1913162.618574__1.618574	2173__A0A1D2WTT4__BK798_05110
ERR1913162.618873__1.618873	239935__A0A2N8IDX4__CXU20_07380
ERR1913162.618797__1.618797	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913162.619067__1.619067	239935__A0A2N8I8X8__B5G29_00185
ERR1913162.619201__1.619201	214856__I3YPQ4__Alfi_2712
ERR1913162.619183__1.619183	1262882__A0A356PSJ4__BN519_01180
ERR1913162.619486__1.619486	1683__C4FGI1__BBAG_1267
ERR1913162.619681__1.619681	47678__R5U9Z0__HMPREF1061_03210
ERR1913162.619803__1.619803	1262882__R5MEI8__BN519_00283
ERR1913162.619819__1.619819	371601__A0A1Y4V1T2__DXD80_18495
ERR1913162.619820__1.619820	1262882__R5N4D8__BN519_01497
ERR1913162.619930__1.619930	46503__R6Y8M7__ERS852463_01228
ERR1913162.620272__1.620272	823__A6LHK0__M090_1297
ERR1913162.620323__1.620323	1262882__R5MLP5__BN519_01602
ERR1913162.620747__1.620747	820__A0A139KJR5__M093_4469
ERR1913162.621135__1.621135	1262882__R5N2E1__BN519_01117
ERR1913162.621211__1.621211	216816__A0A083X5W4__HMPREF0177_01593
ERR1913162.621397__1.621397	1262882__R5MQ63__BN519_01173
ERR1913162.621604__1.621604	239935__A0A3F3K9J9__DEF40_00940
ERR1913162.621615__1.621615	1550024__G9RTA6__TQ39_10970
ERR1913162.621623__1.621623	1262882__R5MGK3__BN519_00655
ERR1913162.621677__1.621677	28118__F9ZCN9__DHW44_07820
ERR1913162.622260__1.622260	357276__A0A076ISD9__EL88_07480
ERR1913162.622399__1.622399	1262869__R7CUK0__BN625_00521
ERR1913162.622572__1.622572	2173__A5ULL1__Msm_0884
ERR1913162.622587__1.622587	671267__R9ICM6__C802_00589
ERR1913162.622616__1.622616	1262911__R6GPC5__BN557_00852
ERR1913162.623237__1.623237	39496__A5Z5I2__EUBVEN_00963
ERR1913162.623195__1.623195	239935__A0A2N8HPS5__Amuc_0950
ERR1913162.623542__1.623542	818__A0A3E5HWN5__BSIG_3066
ERR1913162.623662__1.623662	239935__A0A2N8I3G2__CXT89_00720
ERR1913162.624334__1.624334	214856__I3YPP1__Alfi_2699
ERR1913162.624645__1.624645	239935__A0A139TVJ4__CXT86_02020
ERR1913162.624684__1.624684	1262882__R5MYX5__BN519_00333
ERR1913162.624777__1.624777	818__A0A3E5HGB5__ERS852511_02145
ERR1913162.624724__1.624724	28116__C3QMW4__BACOVA_04147
ERR1913162.624873__1.624873	1550024__G9RNX0__ASJ35_11770
ERR1913162.624944__1.624944	239935__A0A2N8IRL2__CXU06_01170
ERR1913162.625261__1.625261	239935__A0A2N8IKW7__pstA
ERR1913162.625576__1.625576	239935__B2URG6__CXU02_00030
ERR1913162.625670__1.625670	820__A0A139KA34__B5G17_05520
ERR1913162.625680__1.625680	214856__I3YMC8__ERS852447_02666
ERR1913162.625727__1.625727	1550024__G9RPP6__ASJ35_08860
ERR1913162.625822__1.625822	338188__A0A174ETX3__ERS852397_01955
ERR1913162.625871__1.625871	239935__R6JWJ7__CXT94_02580
ERR1913162.625843__1.625843	61171__B9Y5T9__HOLDEFILI_01171
ERR1913162.626031__1.626031	1262882__R5N5D7__BN519_01676
ERR1913162.626226__1.626226	1262882__R5N1T9__BN519_00804
ERR1913162.626423__1.626423	2173__A5ULL1__Msm_0884
ERR1913162.626359__1.626359	1235835__R9LCU2__C814_02677
ERR1913162.626513__1.626513	2292352__A0A374UNZ9__DXC23_01520
ERR1913162.626533__1.626533	1262869__R7CNL6__BN625_01290
ERR1913162.626685__1.626685	1379702__U6EE28__MBMB1_1515
ERR1913162.626690__1.626690	301301__A0A395V573__RHOM_13925
ERR1913162.626804__1.626804	1262869__R7CRP7__BN625_01723
ERR1913162.626852__1.626852	1550024__G9RPK6__TQ39_05330
ERR1913162.626888__1.626888	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913162.627254__1.627254	357276__D1JY58__BACDOR_04277
ERR1913162.627670__1.627670	1262882__R5MJ49__BN519_01124
ERR1913162.627737__1.627737	214856__I3YPP0__ERS852447_01388
ERR1913162.627881__1.627881	1262882__R5MLA4__BN519_01536
ERR1913162.627925__1.627925	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913162.628043__1.628043	823__A0A078SYK6__DXB14_02485
ERR1913162.628284__1.628284	1262882__R5MEK3__BN519_00296
ERR1913162.628457__1.628457	1235835__R9LCU2__C814_02677
ERR1913162.628466__1.628466	1262882__R5MIY9__BN519_01097
ERR1913162.628523__1.628523	357276__I8VQA2__HMPREF1065_04183
ERR1913162.628587__1.628587	239935__A0A2N8IF99__lpdA
ERR1913162.628872__1.628872	820__A0A174F0C1__nreB
ERR1913162.628891__1.628891	1262869__R7CNN0__BN625_01419
ERR1913162.628901__1.628901	544645__A0A1Y3W1V1__DXC42_15515
ERR1913162.628984__1.628984	39488__C0EY05__EUBHAL_02306
ERR1913162.629105__1.629105	357276__A6L053__ABI39_04450
ERR1913162.629168__1.629168	1262882__R5MEW7__BN519_00010
ERR1913162.629264__1.629264	1550024__G9RTW4__TQ39_08265
ERR1913162.629328__1.629328	1262869__R7CV70__BN625_00699
ERR1913162.629345__1.629345	39492__D4JQP0__ypeB
ERR1913162.629386__1.629386	487175__R5DYV2__HMPREF9439_00040
ERR1913162.629394__1.629394	1262882__R5MYS9__BN519_00290
ERR1913162.629947__1.629947	1262882__R5MJM8__BN519_01064
ERR1913162.630014__1.630014	1099853__G9S7Q1__NSB1T_02290
ERR1913162.630133__1.630133	1235835__R9LCU2__C814_02677
ERR1913162.630137__1.630137	1683__C4FDG8__BIFANG_02352
ERR1913162.630223__1.630223	371601__D0TQQ4__BN891_30250
ERR1913162.630444__1.630444	823__A0A174VHT1__DHP27_04775
ERR1913162.631033__1.631033	1262882__R5MT08__BN519_01706
ERR1913162.631035__1.631035	239935__A0A139TTZ7__CXU14_07900
ERR1913162.631110__1.631110	1263006__R6LU28__BN515_01365
ERR1913162.631383__1.631383	1262882__R5MIC9__BN519_00834
ERR1913162.631384__1.631384	239935__A0A139TPD4__CXT86_06450
ERR1913162.631390__1.631390	239935__A0A2N8HT68__ADH72_00510
ERR1913162.631824__1.631824	1262882__R5N3H1__BN519_01121
ERR1913162.631908__1.631908	239935__A0A2N8IMD6__CXU03_05585
ERR1913162.631945__1.631945	239935__A0A2N8HT18__CXT93_06135
ERR1913162.632061__1.632061	239935__A0A139TPU7__CXT91_06575
ERR1913162.632113__1.632113	544644__GCA_001915615.1_01913
ERR1913162.632189__1.632189	1262869__R7CLS0__BN625_01160
ERR1913162.632273__1.632273	820__A0A3E4W980__M093_3873
ERR1913162.632528__1.632528	239935__A0A2N8I3G2__CXT89_00720
ERR1913162.632596__1.632596	2173__A0A1D2WRI4__BK798_01325
ERR1913162.632904__1.632904	239935__A0A139TVJ4__CXT86_02020
ERR1913162.633028__1.633028	821__A0A174T998__DXB82_10860
ERR1913162.633033__1.633033	239935__A0A2N8HUU6__CXT90_06150
ERR1913162.633292__1.633292	239935__A0A2N8IMD6__CXU03_05585
ERR1913162.633326__1.633326	379329__GeneID:4397434
ERR1913162.633527__1.633527	823__A0A355XLQ9__DXC05_02185
ERR1913162.633543__1.633543	1550024__G9RXA1__TQ39_18810
ERR1913162.633555__1.633555	1262882__R5MIC9__BN519_00834
ERR1913162.633640__1.633640	239935__R6JD78__CXU05_09250
ERR1913162.633651__1.633651	823__A0A395YQ63__B5F32_15335
ERR1913162.633798__1.633798	214856__I3YMB7__Alfi_1811
ERR1913162.633824__1.633824	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913162.634129__1.634129	1378168__V2YA11__N510_02528
ERR1913162.634148__1.634148	371601__D7J4G5__DXD80_07740
ERR1913162.634227__1.634227	371601__D7J857__B5E52_13185
ERR1913162.634497__1.634497	1262882__R5MFT7__BN519_00494
ERR1913162.634504__1.634504	239935__A0A2N8I8X8__B5G29_00185
ERR1913162.634658__1.634658	1262882__R5MHZ2__BN519_00742
ERR1913162.634783__1.634783	2173__A0A1D2WRC1__Msm_0093
ERR1913162.634931__1.634931	1262882__R5MRT2__BN519_01494
ERR1913162.635110__1.635110	47678__R5U7X5__ERS852558_01354
ERR1913162.635359__1.635359	1550024__A0A0D8J440__TQ39_00140
ERR1913162.635425__1.635425	1550024__A0A0D8IYB1__TQ39_12130
ERR1913162.635434__1.635434	239935__A0A2N8IMD6__CXU03_05585
ERR1913162.635595__1.635595	239935__A0A2N8I9P4__CXT85_05050
ERR1913162.635692__1.635692	47678__A5ZEA3__ERS852558_00257
ERR1913162.635746__1.635746	328814__GCA_004558275.1_02294
ERR1913162.635834__1.635834	1262882__R5N1R4__BN519_00788
ERR1913162.636118__1.636118	28117__B0MUB3__ALIPUT_00727
ERR1913162.636271__1.636271	165179__A0A3E5AER8__DXB80_07075
ERR1913162.636613__1.636613	1263006__R6LU28__BN515_01365
ERR1913162.636717__1.636717	487175__D9Y3S6__HMPREF9439_00920
ERR1913162.636884__1.636884	820__A0A3E4W9D9__B5G17_12400
ERR1913162.636911__1.636911	1124654__GeneID:3952984
ERR1913162.637038__1.637038	1262882__R5ML49__BN519_01361
ERR1913162.637312__1.637312	2173__A0A1D2WT86__METSMIF1_02584
ERR1913162.637397__1.637397	410072__A0A174DFS8__ERS852574_01251
ERR1913162.637650__1.637650	1262882__R5N4P6__BN519_01346
ERR1913162.637733__1.637733	1160721__W0U330__BHW50_08125
ERR1913162.638057__1.638057	1550024__A0A0D8J136__TQ39_12150
ERR1913162.638204__1.638204	821__A0A395UNT8__DXD64_15275
ERR1913162.638243__1.638243	97478__A0A0R1P0J4__SAMN05216461_10759
ERR1913162.638313__1.638313	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913162.638428__1.638428	1160721__W0U330__BHW50_08125
ERR1913162.638648__1.638648	239935__A0A2N8IRW0__A4V05_11620
ERR1913162.638720__1.638720	1262986__R5ZW93__BN492_01240
ERR1913162.638736__1.638736	1297617__A0A2U1BDS1__BIV19_11070
ERR1913162.638838__1.638838	239935__A0A2N8HX65__CXU17_02540
ERR1913162.639104__1.639104	1262945__R6YM76__BN600_01248
ERR1913162.639146__1.639146	239935__R6J5N6__CXT99_10770
ERR1913162.639204__1.639204	28117__B0MT38__BHV66_05995
ERR1913162.639322__1.639322	216816__U2TWA1__DD678_00805
ERR1913162.639334__1.639334	357276__A0A0K2HI42__ABI39_06975
ERR1913162.639367__1.639367	239935__A0A2N8IVK9__CXU08_03750
ERR1913162.639510__1.639510	823__D0TDY6__DHP27_09090
ERR1913162.639554__1.639554	1235835__R9LCU2__C814_02677
ERR1913162.639557__1.639557	239935__A0A2N8HHB6__B5G29_11500
ERR1913162.639602__1.639602	357276__C3R9Y0__HMPREF1064_01889
ERR1913162.639655__1.639655	357276__A0A076IS26__EL88_15950
ERR1913162.639678__1.639678	214856__A0A173XXB0__ERS852559_00248
ERR1913162.639824__1.639824	1262882__R5MYX5__BN519_00333
ERR1913162.639970__1.639970	328814__GCA_004558275.1_00296
ERR1913162.640008__1.640008	1160721__W0U3I6__RBI_I00579
ERR1913162.640016__1.640016	1262882__R5MFY4__BN519_00529
ERR1913162.640072__1.640072	820__A0A3E4G3J9__ERS852459_02265
ERR1913162.640167__1.640167	1262869__R7CU85__BN625_00422
ERR1913162.640527__1.640527	1262869__R7CTE2__BN625_00321
ERR1913162.640845__1.640845	1297617__A0A0S2W384__IB211_01413
ERR1913162.641115__1.641115	239935__A0A2N8I9P4__CXT85_05050
ERR1913162.641384__1.641384	1550024__A0A3B9WFY5__ASJ35_10340
ERR1913162.641573__1.641573	823__A0A073I5R7__cloSI
ERR1913162.641689__1.641689	1262869__R7CTY4__BN625_00327
ERR1913162.641764__1.641764	823__A0A173W404__DHP27_04905
ERR1913162.641868__1.641868	46503__A7AG59__ERS852463_00349
ERR1913162.642095__1.642095	1262882__R5MEK3__BN519_00296
ERR1913162.642109__1.642109	1034346__A0A318KS28__DBX92_01905
ERR1913162.642156__1.642156	487175__R5ZWS3__HMPREF9439_00648
ERR1913162.642294__1.642294	1262869__R7CRV8__BN625_00418
ERR1913162.642374__1.642374	1262882__R5N1T9__BN519_00804
ERR1913162.642493__1.642493	301302__A0A173T0N8__ERS852420_01792
ERR1913162.642586__1.642586	552398__F4XHU2__HMPREF0866_03196
ERR1913162.642851__1.642851	1262869__R7CNL6__BN625_01290
ERR1913162.642936__1.642936	1262869__R7CML0__BN625_01249
ERR1913162.643331__1.643331	820__A0A3E5BMG9__DXD40_05130
ERR1913162.643382__1.643382	39492__B0MNL5__phoR_1
ERR1913162.643563__1.643563	2293125__A0A374BMX7__DW917_15775
ERR1913162.643576__1.643576	33043__A0A173WPI1__ERS852400_02100
ERR1913162.643763__1.643763	820__A0A174CK74__DXB48_07060
ERR1913162.643781__1.643781	1262869__R7CQK4__BN625_01693
ERR1913162.643872__1.643872	1897011__A0A1Q6RBV8__BHW41_06760
ERR1913162.644071__1.644071	821__A0A174JYD3__ERS852457_02610
ERR1913162.644563__1.644563	28117__B0MXW9__ALIPUT_01981
ERR1913162.644572__1.644572	487175__D9Y312__HMPREF9439_01467
ERR1913162.645073__1.645073	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913162.645132__1.645132	1262882__R5MZ06__BN519_00492
ERR1913162.645511__1.645511	1263006__R6LU28__BN515_01365
ERR1913162.646048__1.646048	1262882__R5MYX5__BN519_00333
ERR1913162.646265__1.646265	239935__R6IYQ1__CXU15_06450
ERR1913162.646582__1.646582	817__A0A1C0WW19__macB_12
ERR1913162.646643__1.646643	291645__I9SGK8__HMPREF1068_00004
ERR1913162.646746__1.646746	562__P0AFH7__oppC
ERR1913162.646754__1.646754	28116__A7M617__SAMN05192582_105025
ERR1913162.646802__1.646802	28117__B0MU57__ALIPUT_00175
ERR1913162.647079__1.647079	820__A0A139JY23__B5G17_06330
ERR1913162.647196__1.647196	1235835__R9LCU2__C814_02677
ERR1913162.647248__1.647248	1262536__GeneID:16385454
ERR1913162.647334__1.647334	1262869__R7CPP0__BN625_01332
ERR1913162.647374__1.647374	239935__B2UPZ6__CXU03_03800
ERR1913162.647420__1.647420	1262882__R5MZZ3__BN519_00482
ERR1913162.647435__1.647435	39485__A0A174ZA72__glgB_1
ERR1913162.647588__1.647588	821__E5UY21__C800_02204
ERR1913162.647709__1.647709	821__A0A395UNT8__DXD64_15275
ERR1913162.647911__1.647911	239935__A0A2N8IVK9__CXU08_03750
ERR1913162.648281__1.648281	239935__A0A2N8IMC3__CXT96_03840
ERR1913162.648469__1.648469	239935__A0A139TPD4__CXT86_06450
ERR1913162.648790__1.648790	28116__I8YA52__M088_0798
ERR1913162.649161__1.649161	1263000__R5EXT3__BN466_02213
ERR1913162.649354__1.649354	823__E1YSG0__DHP27_00465
ERR1913162.649596__1.649596	46503__R6WTN6__PARMER_00136
ERR1913162.650015__1.650015	1262869__R7CM75__BN625_00831
ERR1913162.650075__1.650075	1262924__R7HSB4__BN585_00816
ERR1913162.650107__1.650107	1965604__A0A1Y4EZZ6__B5F54_12300
ERR1913162.650255__1.650255	1262869__R7CTK3__BN625_00198
ERR1913162.650348__1.650348	1550024__G9RWP9__TQ39_04320
ERR1913162.650406__1.650406	2108523__A0A2P2F3I9__LAWASA_555
ERR1913162.650444__1.650444	371601__C3QR34__DXD03_22980
ERR1913162.650634__1.650634	239935__A0A2N8HUU6__CXT90_06150
ERR1913162.650745__1.650745	1965555__A0A1Y4SCI3__B5E77_06315
ERR1913162.650800__1.650800	1262869__R7CSQ8__BN625_00058
ERR1913162.650898__1.650898	40518__A0A1C6H844__DXD93_02510
ERR1913162.650940__1.650940	239935__A0A139TPD4__CXT86_06450
ERR1913162.651030__1.651030	1262869__R7CUK0__BN625_00521
ERR1913162.651238__1.651238	2292352__A0A374UNZ9__DXC23_01520
ERR1913162.651651__1.651651	1262938__R5FDG9__BN812_01323
ERR1913162.651714__1.651714	239935__A0A2N8I3G2__CXT89_00720
ERR1913162.651755__1.651755	1262882__R5MGS8__BN519_00565
ERR1913162.651919__1.651919	1262882__R5MSI7__BN519_01601
ERR1913162.651976__1.651976	214856__I3YPN9__ERS852447_01389
ERR1913162.652001__1.652001	74426__thrZ
ERR1913162.652079__1.652079	1628085__A0A3E2XTK8__C7386_10217
ERR1913162.652159__1.652159	2292352__A0A374UNZ9__DXC23_01520
ERR1913162.652170__1.652170	1160721__R6U7U7__cheW1
ERR1913162.652274__1.652274	649756__A0A173RRC5__DO83_12885
ERR1913162.652818__1.652818	28117__B0MWC6__BHV66_00965
ERR1913162.653121__1.653121	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913162.653148__1.653148	239935__B2UL21__CXT98_03395
ERR1913162.653234__1.653234	214856__A0A173XVL4__ERS852559_00242
ERR1913162.653328__1.653328	47678__R5U8D1__CGC64_17595
ERR1913162.653275__1.653275	78345__C4FGD5__SAMN02745589_1130
ERR1913162.653340__1.653340	1262911__R6HJZ1__BN557_00331
ERR1913162.653472__1.653472	239935__A0A2N8I694__CXU04_06245
ERR1913162.653640__1.653640	1262882__R5N1L4__BN519_00757
ERR1913162.653835__1.653835	1262882__A0A356PSJ4__BN519_01180
ERR1913162.653930__1.653930	410072__A0A173T062__oxyR
ERR1913162.654011__1.654011	47678__R5V127__HMPREF1061_04334
ERR1913162.654146__1.654146	1262882__R5MHZ2__BN519_00742
ERR1913162.654171__1.654171	239935__A0A2N8IF99__lpdA
ERR1913162.654890__1.654890	106588__A6NWG1__BACCAP_02555
ERR1913162.654926__1.654926	1262882__R5MM69__BN519_00075
ERR1913162.654934__1.654934	1262882__R5MGX3__BN519_00046
ERR1913162.655097__1.655097	1262882__R5MGS8__BN519_00565
ERR1913162.655164__1.655164	1262882__R5MSS9__BN519_01662
ERR1913162.655414__1.655414	1550024__G9RPP6__ASJ35_08860
ERR1913162.655496__1.655496	563769__GeneID:6973158
ERR1913162.655648__1.655648	33043__A0A173W9Y8__ERS852575_00062
ERR1913162.655871__1.655871	239935__A0A2N8HAQ1__DEF40_05290
ERR1913162.655835__1.655835	544645__A0A1Y3VLY1__DXC42_17440
ERR1913162.656159__1.656159	239935__A0A2N8I9N0__CXT97_09915
ERR1913162.656201__1.656201	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913162.656244__1.656244	1262869__R7CU17__BN625_00773
ERR1913162.656354__1.656354	239935__A0A2N8IMD6__CXU03_05585
ERR1913162.656481__1.656481	1550024__A0A0D8J301__TQ39_02735
ERR1913162.656492__1.656492	239935__A0A2N8ITW6__CXT91_06265
ERR1913162.656495__1.656495	1262869__R7CPN9__BN625_01440
ERR1913162.656993__1.656993	357276__I9FGI3__EL88_12385
ERR1913162.657070__1.657070	165179__A0A174SA26__PREVCOP_05758
ERR1913162.657179__1.657179	1550024__A0A3B9WI73__ASJ35_03410
ERR1913162.657371__1.657371	1262882__R5MXW0__BN519_00317
ERR1913162.657415__1.657415	28117__B0MU57__ALIPUT_00175
ERR1913162.657491__1.657491	1235835__R9LCU2__C814_02677
ERR1913162.657499__1.657499	328814__GCA_004558275.1_02025
ERR1913162.657539__1.657539	357276__A0A0K2HKT7__B5F95_21090
ERR1913162.657559__1.657559	1262869__R7CU17__BN625_00773
ERR1913162.657654__1.657654	239935__A0A2N8IHY1__CXU06_00035
ERR1913162.657951__1.657951	1262924__R7HRJ9__BN585_00557
ERR1913162.657986__1.657986	2108523__A0A2P2F8A7__LAWASA_2275
ERR1913162.658564__1.658564	821__A0A395VMG0__DXC44_18080
ERR1913162.658665__1.658665	28116__C3QMW5__M089_4133
ERR1913162.658878__1.658878	823__A6LHJ7__ERS852380_00253
ERR1913162.659096__1.659096	239935__B2UNF6__CXU17_03450
ERR1913162.659172__1.659172	357276__I8WFU9__BACDOR_02006
ERR1913162.659132__1.659132	357276__I8WPR6__EL88_06675
ERR1913162.659505__1.659505	821__R7P1Q7__M099_2990
ERR1913162.659675__1.659675	301302__R5VGE0__ERS852420_00121
ERR1913162.659910__1.659910	1262882__R5MLP5__BN519_01602
ERR1913162.660040__1.660040	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913162.660119__1.660119	371601__F7LA63__HMPREF1074_04288
ERR1913162.660098__1.660098	821__A0A174K302__CUU_3129
ERR1913162.660099__1.660099	1897011__A0A1Q6RG37__BHW41_02405
ERR1913162.660298__1.660298	410072__A0A174E1G6__phoR_6
ERR1913162.660343__1.660343	1262882__R5ML49__BN519_01361
ERR1913162.660276__1.660276	84024__A0A174FAD8__yjjP
ERR1913162.660608__1.660608	1262929__R6EZA2__BN691_02113
ERR1913162.660761__1.660761	357276__I8WDF1__B5F00_02455
ERR1913162.660940__1.660940	1262869__R7CPP0__BN625_01332
ERR1913162.661261__1.661261	671267__R9ICM6__C802_00589
ERR1913162.661519__1.661519	1262986__A0A350CXI8__BN492_00074
ERR1913162.661744__1.661744	1550024__A0A0D8IWM4__TQ39_15635
ERR1913162.661774__1.661774	47678__R5UPZ8__ERS852494_01752
ERR1913162.661937__1.661937	39492__D4MMN2__EUBSIR_00964
ERR1913162.661910__1.661910	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913162.662069__1.662069	239935__A0A2N8IF99__lpdA
ERR1913162.662175__1.662175	1262882__R5MHQ8__BN519_00707
ERR1913162.662233__1.662233	47678__A5ZJ14__ERS852494_02225
ERR1913162.662531__1.662531	165179__A0A3E5DWZ6__DXC61_10880
ERR1913162.662559__1.662559	214856__A0A173XXB0__ERS852559_00248
ERR1913162.662957__1.662957	1550024__A0A0D8IWE6__ASJ35_08175
ERR1913162.663055__1.663055	357276__D1JYA3__BSEG_00395
ERR1913162.663341__1.663341	1550024__A0A0D8IVH7__TQ39_18980
ERR1913162.663478__1.663478	1262882__R5N3T7__BN519_01188
ERR1913162.663529__1.663529	1262869__R7CR03__BN625_01769
ERR1913162.663865__1.663865	239935__A0A2N8IKW7__pstA
ERR1913162.663924__1.663924	239935__A0A139TPD8__CXU12_11015
ERR1913162.663831__1.663831	214856__A0A174BE38__ERS852559_01399
ERR1913162.664070__1.664070	818__R9H3B0__SAMN02910322_04803
ERR1913162.664186__1.664186	487175__F3QN25__HMPREF9439_02355
