ERR1913014.505__1.505	487174__K0WU53__DDY40_07650
ERR1913014.2898496__1.2898496	820__A0A173YYG4__evgS_3
ERR1913014.2898681__1.2898681	1099853__G9S6S5__NSB1T_01700
ERR1913014.2898684__1.2898684	820__I9J701__ERS852510_01809
ERR1913014.2898690__1.2898690	820__A0A3E4W984__pssA
ERR1913014.2898697__1.2898697	246787__R6K7I2__BcellWH2_03256
ERR1913014.2898711__1.2898711	818__C6IEU8__BSIG_0269
ERR1913014.2898712__1.2898712	820__A0A078S569__gmhB
ERR1913014.2898716__1.2898716	1099853__G9S6S5__NSB1T_01700
ERR1913014.2898786__1.2898786	2049039__A0A316SG69__DBY32_08730
ERR1913014.2898974__1.2898974	214856__A0A174E212__ERS852559_01763
ERR1913014.2898944__1.2898944	239935__A0A2N8HB50__CXU17_02615
ERR1913014.2899050__1.2899050	487174__K0XL35__DDY40_11955
ERR1913014.2899056__1.2899056	47678__R5UG30__ERS852558_03525
ERR1913014.2899017__1.2899017	818__C6IEV5__ERS852430_00644
ERR1913014.2898998__1.2898998	821__D4VD59__BHV80_04260
ERR1913014.2899227__1.2899227	820__A7V859__ERS852462_00341
ERR1913014.2899392__1.2899392	333367__C0CV38__CLOSTASPAR_00839
ERR1913014.2899565__1.2899565	333367__C0DBH2__CLOSTASPAR_06627
ERR1913014.2899569__1.2899569	821__A0A173WG51__BVU_2549
ERR1913014.2899629__1.2899629	239935__A0A2N8I390__CXU16_10675
ERR1913014.2899727__1.2899727	821__A0A0P0LFP6__C5Z04_13890
ERR1913014.2899843__1.2899843	820__A0A174M9V5__M093_0237
ERR1913014.2900117__1.2900117	292800__G9YVI7__yrrB
ERR1913014.2900155__1.2900155	820__A0A173WZS4__DXD90_10250
ERR1913014.2900202__1.2900202	820__R9HXK9__DXB62_08265
ERR1913014.2900225__1.2900225	818__A0A396EBF0__ERS852430_00820
ERR1913014.2900258__1.2900258	28117__B0MT73__ALIPUT_00412
ERR1913014.2900368__1.2900368	357276__B6W1J2__BACDOR_03380
ERR1913014.2900485__1.2900485	820__A0A1Y3V743__M093_0235
ERR1913014.2900563__1.2900563	239935__B2UNC5__B5G29_07685
ERR1913014.2900713__1.2900713	239935__R7E4Y3__CXU15_13135
ERR1913014.2900962__1.2900962	823__A0A355XJ56__DDY96_07685
ERR1913014.2901028__1.2901028	47678__R5UGC2__ERS852494_02070
ERR1913014.2901038__1.2901038	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913014.2901118__1.2901118	818__A0A396E023__ERS852430_02808
ERR1913014.2901121__1.2901121	239935__A0A139TVG9__CXU13_01700
ERR1913014.2901344__1.2901344	820__A0A3E4VZY4__ERS852554_01211
ERR1913014.2901389__1.2901389	818__D7I7V5__BJP75_001030
ERR1913014.2901407__1.2901407	820__I9J701__ERS852510_01809
ERR1913014.2901658__1.2901658	333367__C0CW60__CLOSTASPAR_01214
ERR1913014.2901670__1.2901670	239935__A0A139TSG7__CXU17_09600
ERR1913014.2901671__1.2901671	47678__R5U558__ERS852558_02232
ERR1913014.2901722__1.2901722	1099853__R7DMJ2__NSB1T_12820
ERR1913014.2901732__1.2901732	818__A0A174RFL1__ERS852511_03380
ERR1913014.2901756__1.2901756	820__A0A139JRH8__HMPREF2141_04326
ERR1913014.2901826__1.2901826	818__A0A139L1D5__BT_2967
ERR1913014.2901829__1.2901829	487175__F3QND5__HMPREF9439_02467
ERR1913014.2901844__1.2901844	1262824__R6RRF1__BN719_00389
ERR1913014.2902198__1.2902198	818__A0A139L1D5__BT_2967
ERR1913014.2902266__1.2902266	246787__A0A3D6AXI0__AA416_04256
ERR1913014.2902329__1.2902329	820__I9TWZ7__DXC80_10550
ERR1913014.2902335__1.2902335	820__A0A374Q854__HMPREF1073_03281
ERR1913014.2902344__1.2902344	818__A0A139L1D5__BT_2967
ERR1913014.2902459__1.2902459	1796613__A0A1C7H042__ADH74_00865
ERR1913014.2902568__1.2902568	818__A0A0P0EV21__NCTC13706_01181
ERR1913014.2902587__1.2902587	820__A0A174DZ97__SAMN05444418_101240
ERR1913014.2902668__1.2902668	47678__R5UAG4__DW706_17045
ERR1913014.2902892__1.2902892	246787__A0A0P0FYF1__HMPREF1062_05374
ERR1913014.2902914__1.2902914	821__A0A0P0M405__DXC02_15075
ERR1913014.2902922__1.2902922	820__A0A139K0J1__HMPREF2141_03205
ERR1913014.2902952__1.2902952	487174__K0X4L2__pgl
ERR1913014.2903028__1.2903028	40519__U2KZ37__RUMCAL_00168
ERR1913014.2903051__1.2903051	820__A0A3E4PYB0__yejM
ERR1913014.2903169__1.2903169	1550024__A0A3B9WM87__TQ39_06420
ERR1913014.2903229__1.2903229	239935__A0A139TLF5__CXU18_06685
ERR1913014.2903467__1.2903467	544644__GCA_001915615.1_02227
ERR1913014.2903756__1.2903756	471189__GCA_003340385.1_00050
ERR1913014.2903835__1.2903835	1262989__R6ZJ29__BN815_01679
ERR1913014.2903811__1.2903811	357276__I9QBT7__BSEG_03340
ERR1913014.2903851__1.2903851	1262700__R5XUF1__BN695_00765
ERR1913014.2903939__1.2903939	821__A0A396F598__CUU_3259
ERR1913014.2903979__1.2903979	239935__A0A2N8IMD6__CXU03_05585
ERR1913014.2904006__1.2904006	189722__E0NQU7__HMPREF0658_0548
ERR1913014.2904083__1.2904083	1965661__A0A1Y3S0N0__B5G37_14460
ERR1913014.2904123__1.2904123	821__U6RDC2__DXD46_15675
ERR1913014.2904207__1.2904207	40518__A0A1C6H8C4__DXD93_02535
ERR1913014.2904188__1.2904188	239935__A0A2N8HL91__holA
ERR1913014.2904273__1.2904273	821__R9HFW2__DXD01_00365
ERR1913014.2904446__1.2904446	189722__E0NQU7__HMPREF0658_0548
ERR1913014.2904459__1.2904459	820__A0A174QT76__B5G17_18060
ERR1913014.2904484__1.2904484	820__A0A174F0C1__nreB
ERR1913014.2904485__1.2904485	818__R7KVH8__SAMN02910322_00597
ERR1913014.2904562__1.2904562	820__A0A3E4VZT7__DXB48_16145
ERR1913014.2904581__1.2904581	239935__A0A2N8HJX0__CXU19_08380
ERR1913014.2904775__1.2904775	820__A7V859__ERS852462_00341
ERR1913014.2904829__1.2904829	239935__B2UNF6__CXU17_03450
ERR1913014.2904916__1.2904916	1099853__G9S521__NSB1T_00320
ERR1913014.2904889__1.2904889	1099853__G9S8H2__NSB1T_13060
ERR1913014.2905036__1.2905036	821__U6RDC2__DXD46_15675
ERR1913014.2905110__1.2905110	820__A0A3E4VZY4__ERS852554_01211
ERR1913014.2905124__1.2905124	154046__A0A174LGE5__HMPREF1093_01274
ERR1913014.2905147__1.2905147	820__R9I2U8__DXC68_09590
ERR1913014.2905190__1.2905190	818__A0A3E5H5M0__SAMN05216253_12081
ERR1913014.2905331__1.2905331	671267__R9IB12__C802_00696
ERR1913014.2905385__1.2905385	246787__A0A3D6AZF8__BACCELL_02529
ERR1913014.2905468__1.2905468	487174__K0WZ94__HMPREF9448_00984
ERR1913014.2905552__1.2905552	820__A7V8C2__ERS852554_01338
ERR1913014.2905580__1.2905580	1262911__R6H074__BN557_00923
ERR1913014.2905603__1.2905603	239935__A0A139TVG9__CXU13_01700
ERR1913014.2905663__1.2905663	208479__R5FLQ9__HMPREF1089_05074
ERR1913014.2905735__1.2905735	239935__A0A2N8HPS5__Amuc_0950
ERR1913014.2905812__1.2905812	39492__D4JX50__EUBSIR_00410
ERR1913014.2905882__1.2905882	853__A0A174AML0__FPR_08640
ERR1913014.2905931__1.2905931	818__A0A139KY34__ERS852461_03898
ERR1913014.2905919__1.2905919	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913014.2905942__1.2905942	821__A0A3E4XY72__NCTC10583_01067
ERR1913014.2905951__1.2905951	239935__R6IYQ1__CXU15_06450
ERR1913014.2906013__1.2906013	820__A7VAS1__HMPREF2141_03259
ERR1913014.2906073__1.2906073	239935__A0A2N8IXN0__CXT95_01765
ERR1913014.2906078__1.2906078	818__A0A0N7I9M6__Btheta7330_00939
ERR1913014.2906106__1.2906106	821__A0A396F598__CUU_3259
ERR1913014.2906291__1.2906291	239935__R6J4Y4__CXU17_09810
ERR1913014.2906379__1.2906379	47678__R5U969__C5Z00_13130
ERR1913014.2906485__1.2906485	189722__E0NQU7__HMPREF0658_0548
ERR1913014.2906548__1.2906548	821__A0A0P0M5Z6__BVU_0429
ERR1913014.2906588__1.2906588	33025__A0A395JBU5__C8D73_10423
ERR1913014.2906597__1.2906597	47678__R5UAI1__BACCAC_01922
ERR1913014.2906600__1.2906600	821__A0A173XDD3__DXB82_17180
ERR1913014.2906674__1.2906674	1550024__A0A3B9WIA4__TQ39_14495
ERR1913014.2906707__1.2906707	1262700__R5XF05__BN695_01686
ERR1913014.2906830__1.2906830	820__A0A3E4G3J9__ERS852459_02265
ERR1913014.2906880__1.2906880	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.2906917__1.2906917	239935__A0A139TPD8__CXU12_11015
ERR1913014.2906935__1.2906935	47678__R5UA23__C5Z00_15610
ERR1913014.2907011__1.2907011	246787__A0A139LTD3__BACCELL_01107
ERR1913014.2907069__1.2907069	239935__B2UNF6__CXU17_03450
ERR1913014.2907090__1.2907090	310298__B3JII2__BACCOP_01694
ERR1913014.2907120__1.2907120	40518__R5DZM6__lytR_3
ERR1913014.2907130__1.2907130	821__A0A395UNT8__DXD64_15275
ERR1913014.2907166__1.2907166	39492__D4JVN3__spsA
ERR1913014.2907208__1.2907208	47678__A5ZF31__DXB67_11050
ERR1913014.2907318__1.2907318	39492__D4JU30__EUBSIR_00838
ERR1913014.2907308__1.2907308	310298__B3JII2__BACCOP_01694
ERR1913014.2907311__1.2907311	818__C6IIW4__dapH_1
ERR1913014.2907400__1.2907400	239935__A0A139TTZ7__CXU14_07900
ERR1913014.2907507__1.2907507	246787__A0A0P0GNB7__xyl4
ERR1913014.2907536__1.2907536	820__A0A173YYG4__evgS_3
ERR1913014.2907546__1.2907546	487174__K0X2W8__HMPREF9448_02611
ERR1913014.2907549__1.2907549	1099853__U5CFD2__NSB1T_03705
ERR1913014.2907585__1.2907585	818__A0A139K2A0__SAMN02910322_00898
ERR1913014.2907681__1.2907681	246787__R6KBH9__HMPREF1062_04676
ERR1913014.2907774__1.2907774	820__A0A374Q8T2__DXB64_16190
ERR1913014.2907821__1.2907821	818__C6IJ08__BJP75_000645
ERR1913014.2907865__1.2907865	239935__A0A139TSG7__CXU17_09600
ERR1913014.2907886__1.2907886	818__A0A174LEN9__BJP75_006595
ERR1913014.2907975__1.2907975	246787__A0A0P0GK12__BcellWH2_04154
ERR1913014.2908165__1.2908165	821__A0A3E4WAR6__DXD64_10735
ERR1913014.2908194__1.2908194	820__A0A139K426__B5G17_09115
ERR1913014.2908261__1.2908261	818__A0A1H7L4U6__BSIG_3287
ERR1913014.2908238__1.2908238	820__A7V092__hldE
ERR1913014.2908250__1.2908250	820__A0A3E4FWC8__DXC91_14635
ERR1913014.2908461__1.2908461	853__A8SB03__C4Q21_07960
ERR1913014.2908427__1.2908427	821__E5UPR6__SAMN04487923_101768
ERR1913014.2908537__1.2908537	820__I9A4U7__DHU98_12785
ERR1913014.2908497__1.2908497	78257__A0A087CUE0__BSAE_1156
ERR1913014.2908566__1.2908566	820__A7VAR9__ERS852421_00197
ERR1913014.2908611__1.2908611	820__A0A139KG04__ERS852459_01249
ERR1913014.2908581__1.2908581	310298__B3JII2__BACCOP_01694
ERR1913014.2908857__1.2908857	239935__A0A139TLF5__CXU18_06685
ERR1913014.2908919__1.2908919	246787__A0A0P0GET5__AA416_04410
ERR1913014.2908965__1.2908965	246787__A0A139LTD3__BACCELL_01107
ERR1913014.2909002__1.2909002	246787__I8V2S2__BACCELL_02524
ERR1913014.2909094__1.2909094	239935__B2UQP8__CXU15_01110
ERR1913014.2909118__1.2909118	1965604__A0A1Y4EP83__B5F54_11720
ERR1913014.2909225__1.2909225	1522__E4LWQ3__ERS852468_00352
ERR1913014.2909285__1.2909285	2049039__A0A316S5S8__DBY32_08720
ERR1913014.2909310__1.2909310	214856__A0A174FX52__yddM
ERR1913014.2909375__1.2909375	821__A0A0P0M6M0__M097_4734
ERR1913014.2909381__1.2909381	239935__A0A2N8IAY7__CXU13_02935
ERR1913014.2909421__1.2909421	1099853__G9S6H4__NSB1T_13585
ERR1913014.2909488__1.2909488	28117__B0MTY2__BHV66_06485
ERR1913014.2909525__1.2909525	818__A0A0P0FI06__BJP75_017205
ERR1913014.2909585__1.2909585	28117__B0MYM2__BHV66_04910
ERR1913014.2909715__1.2909715	239935__A0A2N8HPX2__CXT90_09930
ERR1913014.2909754__1.2909754	292800__A0A174V8M0__A4U99_15280
ERR1913014.2909850__1.2909850	33025__A0A395JBV3__C8D73_10433
ERR1913014.2909881__1.2909881	820__A7UYG6__M094_0070
ERR1913014.2909910__1.2909910	328814__GCA_004558275.1_00100
ERR1913014.2909943__1.2909943	820__A7VAR9__ERS852421_00197
ERR1913014.2909990__1.2909990	487174__K0X522__DDY40_12660
ERR1913014.2910020__1.2910020	338188__R6RT73__HMPREF1057_02828
ERR1913014.2910137__1.2910137	239935__A0A2N8HCF5__CXU15_05660
ERR1913014.2910281__1.2910281	818__C6IIW4__dapH_1
ERR1913014.2910511__1.2910511	818__E5C5U7__SAMN05216253_101163
ERR1913014.2910547__1.2910547	28117__B0MWP2__ALIPUT_01468
ERR1913014.2910602__1.2910602	246787__A0A3D6AV26__BcellWH2_02579
ERR1913014.2910693__1.2910693	47678__R5UUQ0__C5Z00_15605
ERR1913014.2910804__1.2910804	246787__A0A0P0FVC6__BACCELL_03671
ERR1913014.2910845__1.2910845	239935__R6J4Y4__CXU17_09810
ERR1913014.2910853__1.2910853	246787__A0A3D6AWM8__BACCELL_01963
ERR1913014.2910918__1.2910918	821__A0A396F9T7__M097_3427
ERR1913014.2910986__1.2910986	357276__I9QBT7__BSEG_03340
ERR1913014.2911112__1.2911112	47678__R5U7A9__C5Z00_03635
ERR1913014.2911461__1.2911461	329854__R5M7D4__DXD27_21610
ERR1913014.2911527__1.2911527	84112__C8WI51__Elen_1827
ERR1913014.2911632__1.2911632	239935__A0A2N8I390__CXU16_10675
ERR1913014.2911743__1.2911743	818__Q8A3I3__HMPREF2534_00068
ERR1913014.2911769__1.2911769	818__A0A0P0FT56__BSIG_1453
ERR1913014.2911839__1.2911839	818__A0A139K9H8__C5Z03_23905
ERR1913014.2911868__1.2911868	818__D7I8A4__C799_02600
ERR1913014.2911910__1.2911910	33025__A0A395JB30__C8D73_1034
ERR1913014.2911912__1.2911912	1262989__R6YE51__BN815_01189
ERR1913014.2911981__1.2911981	239935__R7DVL7__CXT93_01180
ERR1913014.2911985__1.2911985	239935__A0A2N8I390__CXU16_10675
ERR1913014.2912103__1.2912103	239935__A0A2N8HCF5__CXU15_05660
ERR1913014.2912155__1.2912155	1099853__G9S127__NSB1T_01845
ERR1913014.2912175__1.2912175	821__D4VD59__BHV80_04260
ERR1913014.2912196__1.2912196	820__A0A174A6K0__M093_0079
ERR1913014.2912248__1.2912248	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913014.2912331__1.2912331	820__A0A3E4RUC4__DHU98_02635
ERR1913014.2912481__1.2912481	820__A0A139KHX1__HMPREF2141_00289
ERR1913014.2912569__1.2912569	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.2912709__1.2912709	47678__R5UT79__ERS852558_03890
ERR1913014.2912717__1.2912717	189722__E0NQU7__HMPREF0658_0548
ERR1913014.2912743__1.2912743	239935__A0A2N8HX65__CXU17_02540
ERR1913014.2912758__1.2912758	821__A0A3E4WAR6__DXD64_10735
ERR1913014.2913144__1.2913144	820__R9HP61__DXC91_01090
ERR1913014.2913157__1.2913157	239935__R6IYQ1__CXU15_06450
ERR1913014.2913176__1.2913176	821__A0A396F9T7__M097_3427
ERR1913014.2913336__1.2913336	1262986__R6AM87__BN492_00903
ERR1913014.2913347__1.2913347	820__A0A174B4N2__M093_2531
ERR1913014.2913432__1.2913432	357276__A0A0P0M2G3__BACDOR_03913
ERR1913014.2913464__1.2913464	239935__A0A2N8I390__CXU16_10675
ERR1913014.2913483__1.2913483	47678__A5ZLX1__C5Z00_04825
ERR1913014.2913547__1.2913547	246787__A0A3D6AQP8__AA416_04153
ERR1913014.2913651__1.2913651	246787__A0A0P0GG22__BACCELL_01899
ERR1913014.2913748__1.2913748	821__A0A173XDD3__DXB82_17180
ERR1913014.2913752__1.2913752	821__E5UY21__C800_02204
ERR1913014.2913768__1.2913768	820__A0A3E4G3J9__ERS852459_02265
ERR1913014.2913853__1.2913853	239935__A0A2N8I390__CXU16_10675
ERR1913014.2913926__1.2913926	1262746__R5SS80__BN750_02125
ERR1913014.2914046__1.2914046	1262700__R5XD02__BN695_01659
ERR1913014.2914086__1.2914086	820__A0A3E4RUC4__DHU98_02635
ERR1913014.2914264__1.2914264	28117__B0MXX3__BHV66_07695
ERR1913014.2914315__1.2914315	239935__B2UNF6__CXU17_03450
ERR1913014.2914397__1.2914397	821__A0A0P0M3U7__DXB90_14325
ERR1913014.2914429__1.2914429	820__A0A3E4G493__ERS417307_00253
ERR1913014.2914502__1.2914502	47678__R5U3D5__DW706_05635
ERR1913014.2914523__1.2914523	239935__A0A139TSG7__CXU17_09600
ERR1913014.2914583__1.2914583	239935__A0A3F3KBB8__CXU16_06755
ERR1913014.2914590__1.2914590	357276__A0A076ISJ4__B5F95_19420
ERR1913014.2914613__1.2914613	28117__B0MXW9__ALIPUT_01981
ERR1913014.2914665__1.2914665	33025__A0A395J973__C8D73_11010
ERR1913014.2914681__1.2914681	246787__I9QX02__HMPREF1062_01641
ERR1913014.2914708__1.2914708	239935__A0A2N8HZZ2__CXU19_04895
ERR1913014.2914752__1.2914752	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.2914776__1.2914776	239935__A0A139TPD8__CXU12_11015
ERR1913014.2914828__1.2914828	821__A0A395UNT8__DXD64_15275
ERR1913014.2914855__1.2914855	246787__A0A0P0GET5__AA416_04410
ERR1913014.2914897__1.2914897	292800__A0A174U215__lytR
ERR1913014.2915080__1.2915080	823__A0A355XGQ3__prmC
ERR1913014.2915225__1.2915225	820__E5VA63__DXC80_01025
ERR1913014.2915472__1.2915472	28116__A0A078Q626__HMPREF1070_02735
ERR1913014.2915473__1.2915473	820__A0A3E4WA06__ERS852554_03404
ERR1913014.2915485__1.2915485	821__A0A174JYD3__ERS852457_02610
ERR1913014.2915493__1.2915493	1263005__R6ES59__BN497_00143
ERR1913014.2915515__1.2915515	47678__R5U2X1__ERS852494_00033
ERR1913014.2915628__1.2915628	820__A0A3E4XM43__DXC91_13960
ERR1913014.2915896__1.2915896	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913014.2915976__1.2915976	820__A0A3E4RUC4__DHU98_02635
ERR1913014.2916012__1.2916012	47678__R5U2W6__CGC64_03455
ERR1913014.2916129__1.2916129	1522__G1VW28__ERS852468_02451
ERR1913014.2916153__1.2916153	292800__A0A174WEZ4__HMPREF9460_03559
ERR1913014.2916339__1.2916339	1262700__R5XLG8__BN695_01525
ERR1913014.2916361__1.2916361	821__A0A0P0M405__DXC02_15075
ERR1913014.2916455__1.2916455	47678__R5UAY9__DW706_07200
ERR1913014.2916552__1.2916552	47678__R5UUB5__ERS852558_00247
ERR1913014.2916661__1.2916661	818__R7KVH8__SAMN02910322_00597
ERR1913014.2916861__1.2916861	818__A0A3E5HDU6__C799_04515
ERR1913014.2916932__1.2916932	820__A0A139KG04__ERS852459_01249
ERR1913014.2917069__1.2917069	39492__D4JSS4__ERS852540_02517
ERR1913014.2917222__1.2917222	818__A0A139KY34__ERS852461_03898
ERR1913014.2917276__1.2917276	1262746__R5SRY0__BN750_01341
ERR1913014.2917334__1.2917334	818__A0A139JW76__BJP75_002555
ERR1913014.2917502__1.2917502	818__A0A174RFL1__ERS852511_03380
ERR1913014.2917510__1.2917510	1129145__GeneID:11605045
ERR1913014.2917513__1.2917513	487174__K0X429__HMPREF9448_00932
ERR1913014.2917572__1.2917572	239935__A0A2N8HWS3__CXU19_10285
ERR1913014.2917707__1.2917707	239935__A0A2N8IZH1__CXU17_10040
ERR1913014.2917771__1.2917771	820__A0A3E4WCX3__C801_02709
ERR1913014.2917815__1.2917815	239935__A0A2N8HWS3__CXU19_10285
ERR1913014.2917877__1.2917877	246787__A0A108T429__BACCELL_00192
ERR1913014.2917902__1.2917902	853__A0A173RZ39__C4N22_01650
ERR1913014.2917953__1.2917953	821__E5UY21__C800_02204
ERR1913014.2917990__1.2917990	818__A0A3E5HDU6__C799_04515
ERR1913014.2918006__1.2918006	818__A0A139L1N9__ERS852430_00647
ERR1913014.2918153__1.2918153	1432052__A0A1E3AAY6__hypBA2
ERR1913014.2918315__1.2918315	338188__A0A174ETX3__ERS852397_01955
ERR1913014.2918406__1.2918406	820__A0A3E4G3J9__ERS852459_02265
ERR1913014.2918416__1.2918416	154046__D3ANE7__DWZ21_25610
ERR1913014.2918482__1.2918482	1262989__R6Y8S0__BN815_01559
ERR1913014.2918594__1.2918594	310298__B3JII2__BACCOP_01694
ERR1913014.2918653__1.2918653	357276__A0A0K2HJA6__DXD47_07320
ERR1913014.2918728__1.2918728	28117__R7JJM9__ALIPUT_00662
ERR1913014.2918934__1.2918934	818__A0A139JW76__BJP75_002555
ERR1913014.2919005__1.2919005	189722__E0NQU7__HMPREF0658_0548
ERR1913014.2919079__1.2919079	239935__R6IZT7__CXU18_11710
ERR1913014.2919204__1.2919204	821__A0A396F598__CUU_3259
ERR1913014.2919316__1.2919316	818__Q8AAE0__Btheta7330_02023
ERR1913014.2919322__1.2919322	239935__A0A2N8HB50__CXU17_02615
ERR1913014.2919418__1.2919418	246787__A0A0P0GCR8__xynD_3
ERR1913014.2919647__1.2919647	333367__C0D951__CLOSTASPAR_05800
ERR1913014.2919662__1.2919662	239935__A0A2N8IVT6__CXU13_08520
ERR1913014.2919724__1.2919724	239935__R6J4Y4__CXU17_09810
ERR1913014.2919800__1.2919800	821__A0A3E4WAR6__DXD64_10735
ERR1913014.2919866__1.2919866	821__D4VD59__BHV80_04260
ERR1913014.2920057__1.2920057	1547__H1AIT8__DXB93_11070
ERR1913014.2920167__1.2920167	818__A0A174VV39__BT_3492
ERR1913014.2920173__1.2920173	239935__A0A2N8IKW7__pstA
ERR1913014.2920269__1.2920269	1262700__R5XTV2__BN695_00575
ERR1913014.2920289__1.2920289	1653434__A0A150Y6U5__DW166_15290
ERR1913014.2920323__1.2920323	189722__E0NQU7__HMPREF0658_0548
ERR1913014.2920450__1.2920450	821__A0A174JYD3__ERS852457_02610
ERR1913014.2920626__1.2920626	239935__A0A2N8HT44__CXT84_11035
ERR1913014.2920652__1.2920652	28117__B0MTS2__ALIPUT_00159
ERR1913014.2920715__1.2920715	1263005__R6F1A1__BN497_00406
ERR1913014.2920684__1.2920684	487174__K0X3V7__DIT83_01400
ERR1913014.2920769__1.2920769	818__Q8AAE0__Btheta7330_02023
ERR1913014.2920818__1.2920818	239935__A0A2N8IQ67__CXU20_08505
ERR1913014.2920916__1.2920916	820__A0A3E4G826__C801_01612
ERR1913014.2920971__1.2920971	239935__A0A139TPG3__CXT86_08810
ERR1913014.2921014__1.2921014	239935__A0A139TMZ5__CXU00_03150
ERR1913014.2921064__1.2921064	239935__A0A2N8I9I3__CXU19_12035
ERR1913014.2921073__1.2921073	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913014.2921074__1.2921074	47678__A5ZHJ2__DXB67_12405
ERR1913014.2921060__1.2921060	1262989__R6Y8C1__BN815_01420
ERR1913014.2921140__1.2921140	820__I9J701__ERS852510_01809
ERR1913014.2921168__1.2921168	820__A0A174CG08__DXB62_13215
ERR1913014.2921251__1.2921251	626932__G5HA68__HMPREF9450_01533
ERR1913014.2921370__1.2921370	821__A0A395UNT8__DXD64_15275
ERR1913014.2921375__1.2921375	818__A0A3E5HN77__HMPREF2534_00072
ERR1913014.2921379__1.2921379	239935__A0A2N8IDR5__CXU13_04315
ERR1913014.2921400__1.2921400	1796613__A0A1C7GZC4__ADH74_16455
ERR1913014.2921477__1.2921477	820__A0A3E4QZJ7__C801_01798
ERR1913014.2921557__1.2921557	818__A0A139K2A0__SAMN02910322_00898
ERR1913014.2921699__1.2921699	40518__R5DYU1__DXD86_01160
ERR1913014.2921678__1.2921678	357276__B6VXX7__HMPREF1063_02683
ERR1913014.2921761__1.2921761	487174__K0X3E8__DIT83_11025
ERR1913014.2921734__1.2921734	189722__E0NQU7__HMPREF0658_0548
ERR1913014.2921729__1.2921729	853__C7H7F5__DWZ46_01780
ERR1913014.2921732__1.2921732	818__A0A139KKJ5__Btheta7330_00072
ERR1913014.2921827__1.2921827	820__A0A3E4G2R7__DXC07_00510
ERR1913014.2921842__1.2921842	1262700__R5XAT9__BN695_00085
ERR1913014.2922217__1.2922217	292800__A0A1C7FN51__B5F52_17075
ERR1913014.2922398__1.2922398	328814__GCA_004558275.1_00090
ERR1913014.2922454__1.2922454	820__A0A3E4W9D9__B5G17_12400
ERR1913014.2922503__1.2922503	239935__R6IZT7__CXU18_11710
ERR1913014.2922573__1.2922573	1262700__R5XCA0__BN695_00029
ERR1913014.2922626__1.2922626	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913014.2922714__1.2922714	47678__A5ZBL9__C5Z00_18710
ERR1913014.2922786__1.2922786	239935__A0A2N8HB50__CXU17_02615
ERR1913014.2922890__1.2922890	820__A0A3E4W4Y7__B5G17_02055
ERR1913014.2922916__1.2922916	47678__R5UUB1__DXB67_02860
ERR1913014.2922937__1.2922937	2049043__A0A316MHE0__DBY37_13465
ERR1913014.2922945__1.2922945	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913014.2922988__1.2922988	820__A0A3E4W084__BACUNI_04042
ERR1913014.2923051__1.2923051	821__A0A174WBC9__ERS852556_03145
ERR1913014.2923054__1.2923054	487174__K0X3L3__DDY40_11345
ERR1913014.2923172__1.2923172	821__A0A395UNT8__DXD64_15275
ERR1913014.2923194__1.2923194	1099853__U5CA60__NSB1T_01535
ERR1913014.2923310__1.2923310	47678__R5UET0__BACCAC_02656
ERR1913014.2923358__1.2923358	169435__A0A174RZ74__B5F10_10575
ERR1913014.2923365__1.2923365	853__C7H1R8__DW905_06675
ERR1913014.2923459__1.2923459	853__D4JY61__C4N21_10560
ERR1913014.2923478__1.2923478	821__A0A0P0M2J4__DXD46_10295
ERR1913014.2923540__1.2923540	818__A0A3E5HGB5__ERS852511_02145
ERR1913014.2923664__1.2923664	821__A6L0C7__ERS852556_03520
ERR1913014.2923645__1.2923645	818__A0A3E5H319__SAMN02910322_03382
ERR1913014.2923765__1.2923765	821__A0A174WBC9__ERS852556_03145
ERR1913014.2923967__1.2923967	28117__B0MZ22__BHV66_04430
