ERR1913190.25__1.25	39491__C4ZC33__DXC13_11585
ERR1913190.469019__1.469019	853__A0A173RZ39__C4N22_01650
ERR1913190.469067__1.469067	1263000__R5EMZ8__BN466_00707
ERR1913190.469078__1.469078	46228__V8CB83__RUMLAC_02479
ERR1913190.469147__1.469147	33025__A0A395JEP7__C8D73_10844
ERR1913190.469267__1.469267	39485__A0A174Z1T6__sfp
ERR1913190.469289__1.469289	165179__A0A3E5AG99__DXB80_04390
ERR1913190.469384__1.469384	165179__A0A174XZU8__DXB80_12180
ERR1913190.469534__1.469534	823__A0A078S9Y4__M096_1441
ERR1913190.469621__1.469621	165179__A0A3E5EDV6__DXC61_03365
ERR1913190.469659__1.469659	410072__A0A174EHQ6__ERS852481_02629
ERR1913190.469682__1.469682	39485__A0A174Z2K9__ERS852490_02052
ERR1913190.469743__1.469743	39491__A0A395ZHW3__ERS852417_01359
ERR1913190.469940__1.469940	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913190.469955__1.469955	2293125__A0A374CIC9__DW917_02045
ERR1913190.470111__1.470111	1263000__R5EHB0__BN466_01647
ERR1913190.470185__1.470185	165179__A0A3E5EDS1__DXC61_03115
ERR1913190.470284__1.470284	165179__D1PFV4__PREVCOP_06112
ERR1913190.470389__1.470389	1262736__R5YX38__BN496_01145
ERR1913190.470444__1.470444	853__A0A174C5M1__CGS58_04460
ERR1913190.470484__1.470484	1897011__A0A1Q6RH61__BHW41_01970
ERR1913190.470512__1.470512	165179__A0A174W369__PREVCOP_04548
ERR1913190.470578__1.470578	1897011__A0A1Q6RFA6__BHW41_03080
ERR1913190.470797__1.470797	33025__A0A395JE11__C8D73_101318
ERR1913190.470798__1.470798	33025__A0A395JE11__C8D73_101318
ERR1913190.470966__1.470966	853__A0A2A7B1Y7__C7K05_11930
ERR1913190.470984__1.470984	165179__R6CJG8__DXC61_09290
ERR1913190.471339__1.471339	1262948__R7ECV8__BN671_00727
ERR1913190.471551__1.471551	165179__A0A3E5EBQ2__DXC61_01930
ERR1913190.471609__1.471609	165179__A0A229I1J2__DXB80_03950
ERR1913190.471577__1.471577	165179__R6XIF8__DXC61_07265
ERR1913190.471662__1.471662	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.471701__1.471701	165179__D1PHV2__PREVCOP_06822
ERR1913190.471823__1.471823	33025__A0A395J973__C8D73_11010
ERR1913190.472162__1.472162	301301__A0A395VFD3__ERS852391_02492
ERR1913190.472166__1.472166	165179__A0A3E5AE59__DXC61_12885
ERR1913190.472369__1.472369	165179__A0A3E5E643__DXB80_06030
ERR1913190.472581__1.472581	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913190.472586__1.472586	1262882__R5N3T7__BN519_01188
ERR1913190.472650__1.472650	1897011__A0A1Q6RI93__BHW41_01175
ERR1913190.472741__1.472741	46228__V8CC14__HMPREF1202_00614
ERR1913190.472668__1.472668	165179__R6CNX7__DXB80_02200
ERR1913190.472793__1.472793	165179__D1PES9__DXB80_11585
ERR1913190.472836__1.472836	165179__A0A3E4SID1__DXB80_01945
ERR1913190.472905__1.472905	165179__D1P8K1__DXB80_06045
ERR1913190.472962__1.472962	40520__A0A174IJ62__DXC87_06795
ERR1913190.472981__1.472981	556259__E5CG85__BSGG_4458
ERR1913190.473190__1.473190	301302__R5UM41__M72_15921
ERR1913190.473572__1.473572	1262882__R5MK82__BN519_00260
ERR1913190.473581__1.473581	1262882__R5MQ68__BN519_01178
ERR1913190.473705__1.473705	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913190.473725__1.473725	165179__A0A3E5E5L1__DXB80_05980
ERR1913190.473730__1.473730	1262882__R5MRS7__BN519_01490
ERR1913190.473862__1.473862	301302__R5VCB8__M72_07901
ERR1913190.473840__1.473840	165179__D1PCY7__DXB80_02765
ERR1913190.473860__1.473860	165179__A0A3E5AE59__DXC61_12885
ERR1913190.473924__1.473924	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913190.474103__1.474103	165179__A0A229I7F5__DXB80_02650
ERR1913190.474462__1.474462	28117__R7JJM9__ALIPUT_00662
ERR1913190.474513__1.474513	820__A0A174Q0F0__DXB48_08080
ERR1913190.474609__1.474609	165179__R6C3K4__PREVCOP_05795
ERR1913190.474630__1.474630	214856__I3YMN6__Alfi_1938
ERR1913190.474713__1.474713	165179__A0A174SR12__DXB80_04410
ERR1913190.474740__1.474740	820__A0A174QT76__B5G17_18060
ERR1913190.474747__1.474747	301302__A0A173T3P5__ERS852420_01836
ERR1913190.474760__1.474760	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913190.475060__1.475060	165179__D1PGJ6__DXC61_07300
ERR1913190.475186__1.475186	106588__A6P303__BACCAP_04887
ERR1913190.475254__1.475254	165179__A0A3E5DZA5__DXB80_12550
ERR1913190.475314__1.475314	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913190.475496__1.475496	165179__A0A174W369__PREVCOP_04548
ERR1913190.475580__1.475580	301302__R5UNJ6__M72_26701
ERR1913190.475675__1.475675	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.475706__1.475706	165179__A0A174XZU8__DXB80_12180
ERR1913190.475943__1.475943	165179__A0A229I4J4__proA
ERR1913190.475974__1.475974	165179__R6CNX7__DXB80_02200
ERR1913190.475975__1.475975	165179__A0A3E5E4T9__DXB80_08030
ERR1913190.475997__1.475997	1262882__R5MT08__BN519_01706
ERR1913190.476132__1.476132	165179__A0A3E5E189__PREVCOP_06699
ERR1913190.476266__1.476266	214856__A0A174FWM7__ERS852559_00590
ERR1913190.476420__1.476420	165179__A0A174IYW3__DXC61_01235
ERR1913190.476486__1.476486	1680__A0A0C2YNK5__BADO_0780
ERR1913190.476551__1.476551	817__A0A139TF61__M103_2261
ERR1913190.476674__1.476674	39492__R6SPM9__pheT
ERR1913190.476684__1.476684	1263000__R5F0H8__BN466_00254
ERR1913190.476757__1.476757	214856__R6XUN2__rcsC_1
ERR1913190.476786__1.476786	165179__A0A229I2W6__PREVCOP_04332
ERR1913190.476909__1.476909	28117__B0MYI9__BHV66_05415
ERR1913190.477011__1.477011	165179__A0A3E4SEG4__DXC61_11235
ERR1913190.477085__1.477085	165179__D1P9T6__PREVCOP_04016
ERR1913190.477556__1.477556	1262882__R5MYX5__BN519_00333
ERR1913190.477646__1.477646	165179__D1PEQ5__PREVCOP_05711
ERR1913190.477695__1.477695	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.477752__1.477752	1897011__A0A1Q6RF44__BHW41_03065
ERR1913190.477902__1.477902	1262882__R5MH82__BN519_00752
ERR1913190.478127__1.478127	165179__A0A3E5EB26__CFT61_02800
ERR1913190.478360__1.478360	165179__A0A3E5DX33__PREVCOP_05190
ERR1913190.478410__1.478410	1263107__GCA_000436995.1_00080
ERR1913190.478421__1.478421	33025__A0A395JB55__C8D73_104122
ERR1913190.478589__1.478589	1263000__R5EKR4__BN466_01609
ERR1913190.478777__1.478777	853__A0A2A7B1Y7__C7K05_11930
ERR1913190.478883__1.478883	1263006__R6LU28__BN515_01365
ERR1913190.479035__1.479035	357276__A0A076IN30__DXD47_09350
ERR1913190.479065__1.479065	1262882__R5MHZ2__BN519_00742
ERR1913190.479095__1.479095	165179__A0A229I9X5__CFT61_01205
ERR1913190.479212__1.479212	46228__B5CSZ7__HMPREF1202_01559
ERR1913190.479319__1.479319	172901__A0A2U1AED4__C8D82_14814
ERR1913190.479367__1.479367	165179__A0A3E5E5H1__DXC61_07220
ERR1913190.479431__1.479431	1655__U1R8I6__BKH33_09970
ERR1913190.479646__1.479646	1263000__R5ESM1__BN466_01440
ERR1913190.479755__1.479755	1262992__R5CX23__BN795_00823
ERR1913190.480185__1.480185	165179__A0A3E4SB80__DXC61_12880
ERR1913190.480268__1.480268	1263000__R5EKR3__BN466_00099
ERR1913190.480416__1.480416	1263000__R5EFY3__BN466_01416
ERR1913190.480729__1.480729	1263006__R6LU28__BN515_01365
ERR1913190.480834__1.480834	165179__D1PHM6__DXC61_06700
ERR1913190.480792__1.480792	820__A0A3E4G826__C801_01612
ERR1913190.480979__1.480979	1263000__R5F0H4__BN466_00249
ERR1913190.480991__1.480991	165179__D1P8K1__DXB80_06045
ERR1913190.481532__1.481532	1263000__R5EGP9__BN466_01419
ERR1913190.481612__1.481612	165179__A0A3E5AER8__DXB80_07075
ERR1913190.481631__1.481631	165179__A0A174SA26__PREVCOP_05758
ERR1913190.481714__1.481714	487174__K0X694__DIT83_09060
ERR1913190.481683__1.481683	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913190.481651__1.481651	301301__G2SZK8__ERS852391_00581
ERR1913190.481755__1.481755	28117__B0MWX3__BHV66_03010
ERR1913190.481815__1.481815	487174__K0XK80__DIT83_00335
ERR1913190.481834__1.481834	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913190.481933__1.481933	1262882__R5MYI1__BN519_00416
ERR1913190.482029__1.482029	820__A0A3E4VZY4__ERS852554_01211
ERR1913190.482040__1.482040	28117__B0MT73__ALIPUT_00412
ERR1913190.482065__1.482065	1263000__R5EB82__BN466_00644
ERR1913190.482207__1.482207	165179__A0A174K816__DXB80_12000
ERR1913190.482254__1.482254	165179__D1P9T6__PREVCOP_04016
ERR1913190.482351__1.482351	301301__A0A395VAV8__ERS852391_02437
ERR1913190.482439__1.482439	214856__R6Z288__ERS852447_00734
ERR1913190.482579__1.482579	371601__R6DWQ9__SAMN04487924_11954
ERR1913190.482605__1.482605	165179__D1PEQ5__PREVCOP_05711
ERR1913190.482506__1.482506	301301__A0A395V928__RHOM_04950
ERR1913190.482519__1.482519	165179__R6CJG8__DXC61_09290
ERR1913190.482746__1.482746	165179__D1PES9__DXB80_11585
ERR1913190.482951__1.482951	165179__D1PGJ6__DXC61_07300
ERR1913190.483201__1.483201	1262948__R7E7S9__BN671_01345
ERR1913190.483411__1.483411	33025__A0A395JDV3__C8D73_101685
ERR1913190.483496__1.483496	1263000__R5EXF8__BN466_01942
ERR1913190.483749__1.483749	487174__K0X835__DIT83_09510
ERR1913190.483720__1.483720	1262882__R5MFY4__BN519_00529
ERR1913190.483739__1.483739	165179__D1PCT4__DXB80_09470
ERR1913190.483782__1.483782	1263000__R5EJ76__BN466_01936
ERR1913190.483961__1.483961	46228__B5CPX5__RUMLAC_01520
ERR1913190.484074__1.484074	214856__A0A173YDP1__ERS852559_00120
ERR1913190.484032__1.484032	1262882__R5N1T9__BN519_00804
ERR1913190.484405__1.484405	1262992__R5D1Y3__BN795_00199
ERR1913190.484501__1.484501	214856__R6Z288__ERS852447_00734
ERR1913190.484587__1.484587	301301__G2T0A9__RHOM_03910
ERR1913190.484680__1.484680	301301__A0A395V573__RHOM_13925
ERR1913190.484708__1.484708	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913190.484774__1.484774	394340__group_3174
ERR1913190.484913__1.484913	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.485236__1.485236	1262736__R5Y5F6__BN496_00551
ERR1913190.485458__1.485458	820__A0A374Q8T2__DXB64_16190
ERR1913190.485513__1.485513	165179__W1I4H6__DXB80_13655
ERR1913190.485572__1.485572	165179__A0A3E5EBM5__DXC61_02170
ERR1913190.485828__1.485828	165179__D1PEZ7__DXC61_06515
ERR1913190.485941__1.485941	410072__A0A174AMX4__dacB_1
ERR1913190.486009__1.486009	246787__R6KQ08__AA416_01934
ERR1913190.486092__1.486092	1262736__R5Y8K5__BN496_01060
ERR1913190.486305__1.486305	165179__A0A174PS14__DXC61_13945
ERR1913190.486473__1.486473	1262882__R5MM96__BN519_01545
ERR1913190.486670__1.486670	371601__D4VH76__rhaR_1
ERR1913190.486702__1.486702	301302__A0A0M6WF57__M72_22681
ERR1913190.486835__1.486835	165179__A0A3E5EBQ2__DXC61_01930
ERR1913190.487007__1.487007	46503__R6WU62__PARMER_00182
ERR1913190.486978__1.486978	33025__A0A395JEP7__C8D73_10844
ERR1913190.487143__1.487143	301301__A0A395V4X8__ERS852391_01546
ERR1913190.487555__1.487555	552398__F4XCQ4__HMPREF0866_01621
ERR1913190.487609__1.487609	165179__A0A174IYW3__DXC61_01235
ERR1913190.487685__1.487685	165179__D1PGU8__PREVCOP_06463
ERR1913190.487803__1.487803	1263000__R5EMW8__BN466_00256
ERR1913190.487835__1.487835	1262992__R5CXV1__BN795_01088
ERR1913190.487840__1.487840	820__A0A174QLF0__SAMN05444418_109151
ERR1913190.488111__1.488111	165179__A0A3E5DRF6__DXC61_00200
ERR1913190.488293__1.488293	1262882__R5N532__BN519_01420
ERR1913190.488269__1.488269	165179__D1PCY7__DXB80_02765
ERR1913190.488544__1.488544	165179__D1PES9__DXB80_11585
ERR1913190.488669__1.488669	165179__D1P9T6__PREVCOP_04016
ERR1913190.488671__1.488671	165179__A0A3E5A554__DXB80_13805
ERR1913190.488889__1.488889	28117__B0MYW7__ALIPUT_02336
ERR1913190.488906__1.488906	371601__A0A174AP70__SAMN05216250_110105
ERR1913190.488972__1.488972	1262882__R5MFY4__BN519_00529
ERR1913190.489092__1.489092	820__R9I3N4__M093_0061
ERR1913190.489210__1.489210	165179__A0A3E5AGH1__DXB80_05820
ERR1913190.489365__1.489365	165179__A0A3E5EDS1__DXC61_03115
ERR1913190.489568__1.489568	165179__A0A174W369__PREVCOP_04548
ERR1913190.489524__1.489524	1262924__R7HMZ4__BN585_01629
ERR1913190.489711__1.489711	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913190.489734__1.489734	487174__K0X2W8__HMPREF9448_02611
ERR1913190.489815__1.489815	1262882__R5MHZ2__BN519_00742
ERR1913190.489879__1.489879	46228__V8CBI3__RUMLAC_02492
ERR1913190.489900__1.489900	165179__A0A174MTF2__DXC61_13200
ERR1913190.489952__1.489952	165179__A0A3E5DN34__DXC61_07865
ERR1913190.489957__1.489957	33025__A0A395JBU5__C8D73_10423
ERR1913190.490082__1.490082	1897011__A0A1Q6RBR9__BHW41_06830
ERR1913190.490138__1.490138	1262992__R5DGC6__BN795_00540
ERR1913190.490295__1.490295	487174__K0WWT0__DIT83_10190
ERR1913190.490428__1.490428	33025__A0A395JBU5__C8D73_10423
ERR1913190.490521__1.490521	39486__G1WPD7__DORFOR_00931
ERR1913190.490684__1.490684	165179__A0A229I4J4__proA
ERR1913190.490788__1.490788	1262882__R5MGI7__BN519_00643
ERR1913190.491060__1.491060	165179__R6BPK1__DXB80_04445
ERR1913190.491355__1.491355	410072__A0A3E4GPS4__tagA
ERR1913190.491286__1.491286	165179__R6CJG8__DXC61_09290
ERR1913190.491292__1.491292	301301__A0A395V8I9__ERS852391_04231
ERR1913190.491393__1.491393	1262882__R5MXW0__BN519_00317
ERR1913190.491465__1.491465	165179__A0A3E5EBM5__DXC61_02170
ERR1913190.491651__1.491651	1897011__A0A1Q6RH58__BHW41_01950
ERR1913190.491657__1.491657	165179__A0A229I1J2__DXB80_03950
ERR1913190.491723__1.491723	165179__D1PEW8__DXB80_13775
ERR1913190.491790__1.491790	39492__D4JUN0__EUBSIR_02705
ERR1913190.491903__1.491903	165179__R6CNX7__DXB80_02200
ERR1913190.491909__1.491909	40520__A5ZSF0__DXC87_15965
ERR1913190.491974__1.491974	1263000__R5EGY6__BN466_00973
ERR1913190.492141__1.492141	214856__A0A173ZZ16__umuC_2
ERR1913190.492162__1.492162	410072__C0B5M9__hcp_1
ERR1913190.492311__1.492311	28117__B0MWP2__ALIPUT_01468
ERR1913190.492390__1.492390	47678__R5U558__ERS852558_02232
ERR1913190.492716__1.492716	165179__A0A174UTZ7__DXC61_06705
ERR1913190.492927__1.492927	1501391__GCA_000786575.1_00152
ERR1913190.492910__1.492910	1262882__R5MEI8__BN519_00283
ERR1913190.492939__1.492939	165179__A0A174UTZ7__DXC61_06705
ERR1913190.493106__1.493106	371601__F7M533__ERS852396_01023
ERR1913190.493154__1.493154	820__A0A374QGD2__ERS852421_02382
ERR1913190.493457__1.493457	214856__I3YPI7__pepD_1
ERR1913190.493504__1.493504	28117__B0MWP2__ALIPUT_01468
ERR1913190.493524__1.493524	1263000__R5EKT2__BN466_02168
ERR1913190.493670__1.493670	165179__A0A3E5E920__DXB80_11625
ERR1913190.493832__1.493832	33025__A0A395JB55__C8D73_104122
ERR1913190.493852__1.493852	301302__R5UL57__ERS852420_00622
ERR1913190.494000__1.494000	165179__A0A3E5E5L1__DXB80_05980
ERR1913190.494060__1.494060	1501391__GCA_000786575.1_00119
ERR1913190.494187__1.494187	1262882__R5MZZ3__BN519_00482
ERR1913190.494313__1.494313	1262992__R5CXM7__BN795_01016
ERR1913190.494534__1.494534	301302__R5UTG6__M72_25801
ERR1913190.494549__1.494549	1262882__R5MHZ2__BN519_00742
ERR1913190.494601__1.494601	1262882__R5MEW7__BN519_00010
ERR1913190.494642__1.494642	28117__B0MTI4__ALIPUT_00084
ERR1913190.495138__1.495138	1897011__A0A1Q6REW8__BHW41_04435
ERR1913190.495320__1.495320	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913190.495449__1.495449	1262882__R5MIC9__BN519_00834
ERR1913190.495462__1.495462	1263000__R5ES99__BN466_01121
ERR1913190.495543__1.495543	1263000__R5EGY6__BN466_00973
ERR1913190.495569__1.495569	165179__A0A3E5E189__PREVCOP_06699
ERR1913190.495698__1.495698	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913190.495893__1.495893	1160721__R6TGH1__BHW50_05060
ERR1913190.495985__1.495985	39485__A0A174YWE7__EUBELI_00979
ERR1913190.496020__1.496020	165179__A0A229I740__DXC61_10430
ERR1913190.496023__1.496023	165179__D1PGU8__PREVCOP_06463
ERR1913190.496041__1.496041	1262736__R5Y8Z5__BN496_01182
ERR1913190.496142__1.496142	301301__A0A395V4S5__RHOM_15770
ERR1913190.496657__1.496657	29361__B6FKH5__CLONEX_00621
ERR1913190.496775__1.496775	28117__B0MZ22__BHV66_04430
ERR1913190.496781__1.496781	39492__D4JSB6__ERS852540_00627
ERR1913190.497107__1.497107	33025__A0A395JBU5__C8D73_10423
ERR1913190.497300__1.497300	39485__C4Z6K2__ERS852490_00407
ERR1913190.497440__1.497440	301301__G2SZ87__RHOM_00995
ERR1913190.497458__1.497458	371601__D6D4P3__BN890_24980
ERR1913190.497523__1.497523	33043__A0A173WWJ5__ERS852386_00339
ERR1913190.497544__1.497544	165179__A0A3E5EA83__DXC61_07750
ERR1913190.497729__1.497729	1262882__R5MEW7__BN519_00010
ERR1913190.497883__1.497883	301301__A0A395V714__evgS
ERR1913190.497890__1.497890	165179__D1PGD2__DXC61_10875
ERR1913190.498124__1.498124	165179__D1P9T6__PREVCOP_04016
ERR1913190.498172__1.498172	1897011__A0A1Q6RI94__BHW41_01260
ERR1913190.498606__1.498606	165179__A0A174XZU8__DXB80_12180
ERR1913190.498684__1.498684	1550024__A0A0D8J084__TQ39_06930
ERR1913190.498819__1.498819	1628085__A0A2U1BGK0__C7386_10145
ERR1913190.498929__1.498929	1897011__A0A1Q6REW8__BHW41_04435
ERR1913190.498963__1.498963	165179__A0A3E5DZD8__DXB80_09150
ERR1913190.498988__1.498988	853__A0A174C5M1__CGS58_04460
ERR1913190.499024__1.499024	165179__A0A3E5AE59__DXC61_12885
ERR1913190.499119__1.499119	1262882__R5N3H1__BN519_01121
ERR1913190.499237__1.499237	1262882__R5MYX5__BN519_00333
ERR1913190.499820__1.499820	46228__V8CAH7__HMPREF1202_00795
ERR1913190.499836__1.499836	1262882__R5MEN9__BN519_00201
ERR1913190.500083__1.500083	165179__A0A3E5E2S3__DXB80_03455
ERR1913190.500071__1.500071	165179__A0A3E5A554__DXB80_13805
ERR1913190.500228__1.500228	165179__A0A174NK27__PREVCOP_06433
ERR1913190.500293__1.500293	165179__A0A229I4J4__proA
ERR1913190.500295__1.500295	1262882__R5MYP8__BN519_00439
ERR1913190.500300__1.500300	165179__A0A3E4SB80__DXC61_12880
ERR1913190.500340__1.500340	28117__B0MWP2__ALIPUT_01468
ERR1913190.500409__1.500409	165179__A0A3E5EB26__CFT61_02800
ERR1913190.500527__1.500527	823__A0A395YZ10__NCTC11152_02955
ERR1913190.500624__1.500624	820__A0A174GYA8__DXB64_07370
ERR1913190.500761__1.500761	1262963__R6C7W6__BN718_00713
ERR1913190.500803__1.500803	823__A6LGI3__DXB14_09215
ERR1913190.501033__1.501033	1263000__R5EFY3__BN466_01416
ERR1913190.501134__1.501134	1263011__R6E1P2__BN553_01898
ERR1913190.501244__1.501244	165179__R6CNX7__DXB80_02200
ERR1913190.501344__1.501344	165179__A0A3E5E920__DXB80_11625
ERR1913190.501464__1.501464	214856__R6XRA1__vatD_3
ERR1913190.501477__1.501477	394340__aspS
ERR1913190.501635__1.501635	165179__A0A3E5E4T9__DXB80_08030
ERR1913190.501984__1.501984	1897011__A0A1Q6RD70__BHW41_05845
ERR1913190.502043__1.502043	39492__D4JUD9__EUBSIR_01875
ERR1913190.502127__1.502127	387090__S0F8B2__BACCOPRO_02129
ERR1913190.502267__1.502267	214856__I3YMN6__Alfi_1938
ERR1913190.502347__1.502347	214856__A0A174FZ29__ERS852559_00600
ERR1913190.502386__1.502386	165179__A0A229I443__DXB80_10950
ERR1913190.502440__1.502440	28117__R7JMT0__BHV66_05875
ERR1913190.502518__1.502518	301301__A0A395V9P9__ERS852391_00747
ERR1913190.502616__1.502616	301302__R5UV35__M72_02721
ERR1913190.502588__1.502588	165179__D1PCT4__DXB80_09470
ERR1913190.502662__1.502662	1263000__R5EEL2__BN466_01100
ERR1913190.502748__1.502748	165179__A0A3E5E8M8__DXB80_11580
ERR1913190.502826__1.502826	1263000__R5EJ76__BN466_01936
ERR1913190.502850__1.502850	165179__A0A3E5AI09__DXC61_05815
ERR1913190.503192__1.503192	626932__G5H939__HMPREF9450_02125
ERR1913190.503205__1.503205	1262882__R5N1T9__BN519_00804
ERR1913190.503217__1.503217	1263000__R5EI35__BN466_01649
ERR1913190.503415__1.503415	1297617__A0A2U1CEZ3__BIV19_14435
ERR1913190.503468__1.503468	47678__R5U978__ERS852558_01076
ERR1913190.503445__1.503445	1735__B7C9Y8__EUBIFOR_00992
ERR1913190.503542__1.503542	165179__D1PEZ7__DXC61_06515
ERR1913190.503761__1.503761	823__A0A355XF06__B5F32_11480
ERR1913190.503853__1.503853	1263000__R5EC87__BN466_00713
ERR1913190.503827__1.503827	1262882__R5MJM8__BN519_01064
ERR1913190.503923__1.503923	165179__A0A3E5E6S6__DXB80_07575
ERR1913190.504054__1.504054	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.504336__1.504336	1262882__R5MLA4__BN519_01536
ERR1913190.504405__1.504405	28117__B0MXL6__ALIPUT_01851
ERR1913190.504368__1.504368	301301__A0A395VFK0__RHOM_05215
ERR1913190.504469__1.504469	165179__A0A174W369__PREVCOP_04548
ERR1913190.504518__1.504518	1263000__R5EQI3__BN466_00125
ERR1913190.504440__1.504440	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913190.504542__1.504542	1263000__R5F0H8__BN466_00254
ERR1913190.504554__1.504554	1262882__R5MEN2__BN519_00200
ERR1913190.504584__1.504584	165179__D1PE06__DXC61_05975
ERR1913190.504691__1.504691	1263000__R5EEQ7__BN466_00549
ERR1913190.504698__1.504698	1262882__R5MHQ8__BN519_00707
ERR1913190.504753__1.504753	165179__A0A3E5DX15__DXC61_00345
ERR1913190.504816__1.504816	1262882__R5N532__BN519_01420
ERR1913190.504824__1.504824	165179__D1PCT4__DXB80_09470
ERR1913190.504989__1.504989	1262882__R5N1R4__BN519_00788
ERR1913190.505242__1.505242	165179__A0A174SA26__PREVCOP_05758
ERR1913190.505393__1.505393	1262882__R5MRT2__BN519_01494
ERR1913190.505512__1.505512	46228__V8C7Q2__RUMLAC_01460
ERR1913190.505541__1.505541	1262882__R5MYG7__BN519_00405
ERR1913190.505563__1.505563	1262882__R5N3T7__BN519_01188
ERR1913190.505775__1.505775	853__A0A2A7B1Y7__C7K05_11930
ERR1913190.506402__1.506402	820__A0A174LJB2__HMPREF1072_04112
ERR1913190.506487__1.506487	487174__R5F2W8__HMPREF9448_01730
ERR1913190.506549__1.506549	1262986__R6AQW4__BN492_00061
ERR1913190.506568__1.506568	1263000__R5EHB0__BN466_01647
ERR1913190.506630__1.506630	1262882__R5N1N6__BN519_00968
ERR1913190.506749__1.506749	165179__A0A174W369__PREVCOP_04548
ERR1913190.506752__1.506752	165179__A0A3E5E920__DXB80_11625
ERR1913190.507351__1.507351	1262882__R5MGI7__BN519_00643
ERR1913190.507448__1.507448	165179__A0A229I2W6__PREVCOP_04332
ERR1913190.507461__1.507461	1262882__R5MSI5__BN519_01596
ERR1913190.507603__1.507603	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913190.508008__1.508008	1897011__A0A1Q6RD70__BHW41_05845
ERR1913190.508416__1.508416	1263000__R5EI35__BN466_01649
ERR1913190.508547__1.508547	301302__R5UNC5__M72_02681
ERR1913190.508906__1.508906	165179__D1PDG7__DXB80_11180
ERR1913190.508918__1.508918	1263000__R5EHB0__BN466_01647
ERR1913190.509036__1.509036	165179__W1I4H6__DXB80_13655
ERR1913190.509042__1.509042	1263000__R5EGY6__BN466_00973
ERR1913190.509251__1.509251	1897011__A0A1Q6RH12__BHW41_01505
ERR1913190.509715__1.509715	1680__A0A174BEE7__BSTER_1311
ERR1913190.509729__1.509729	165179__A0A229I7F5__DXB80_02650
