ERR1912978.144__1.144	1297617__A0A0S2W8P7__BIV19_11120
ERR1912978.3322411__1.3322411	821__A0A3E4HP25__SAMN04487923_102450
ERR1912978.3322569__1.3322569	39491__A0A396FJJ9__DXB76_11995
ERR1912978.3322688__1.3322688	487174__R5FJH0__DDY40_07055
ERR1912978.3322831__1.3322831	853__A0A2A7B1Y7__C7K05_11930
ERR1912978.3322866__1.3322866	820__R9I324__HMPREF2141_02414
ERR1912978.3322928__1.3322928	817__A0A0K6BVR3__M118_2443
ERR1912978.3322964__1.3322964	28052__A0A174KY39__ERS852451_01894
ERR1912978.3322997__1.3322997	329854__R5M4V3__DXK01_22225
ERR1912978.3323163__1.3323163	165179__A0A229I4J4__proA
ERR1912978.3323796__1.3323796	1150298__A0A174AP40__ERS852535_01165
ERR1912978.3324232__1.3324232	329854__A0A3E4KZ82__DXD27_06595
ERR1912978.3324235__1.3324235	39485__C4Z2I5__ERS852492_02214
ERR1912978.3324246__1.3324246	487174__K0WYG8__HMPREF9448_01522
ERR1912978.3324381__1.3324381	820__I9A4U7__DHU98_12785
ERR1912978.3324484__1.3324484	1263076__GCA_000437615.1_00164
ERR1912978.3324616__1.3324616	39485__C4Z0G6__spoIVB
ERR1912978.3324663__1.3324663	394340__group_3365
ERR1912978.3324751__1.3324751	33038__A7B3I2__DXD36_11565
ERR1912978.3324788__1.3324788	501571__R8W065__SAMN02745978_00581
ERR1912978.3324794__1.3324794	39492__D4JRR5__ERS852540_02089
ERR1912978.3324982__1.3324982	28052__A0A174H9I6__ERS852451_00172
ERR1912978.3325114__1.3325114	706562__GCA_900112995.1_01419
ERR1912978.3325233__1.3325233	487174__K0X3L3__DDY40_11345
ERR1912978.3325556__1.3325556	821__E5UY21__C800_02204
ERR1912978.3325634__1.3325634	33038__A0A2N5NQ00__HMPREF1201_01708
ERR1912978.3325684__1.3325684	823__A0A174U5E4__BDI_3390
ERR1912978.3325819__1.3325819	40519__U2MCQ8__RUMCAL_00556
ERR1912978.3325887__1.3325887	562__P0A9K7__AUQ29_19530
ERR1912978.3326016__1.3326016	33038__A0A2N5NVC1__CDL18_09740
ERR1912978.3326020__1.3326020	360807__A0A396AF38__RIL183_00781
ERR1912978.3326159__1.3326159	821__A6L0C7__ERS852556_03520
ERR1912978.3326294__1.3326294	501571__R8VTM0__B5F15_04835
ERR1912978.3326572__1.3326572	39488__C0F0P7__ERS852578_02651
ERR1912978.3326679__1.3326679	360807__A0A1Q6T5F3__ERS852392_00510
ERR1912978.3326699__1.3326699	1263000__R5EGY6__BN466_00973
ERR1912978.3326721__1.3326721	501571__R8VSG2__SAMN02745978_02440
ERR1912978.3326757__1.3326757	817__A0A149NCG3__M134_4715
ERR1912978.3326812__1.3326812	821__A0A395UNT8__DXD64_15275
ERR1912978.3326971__1.3326971	1235793__R9KSF0__C809_01679
ERR1912978.3327001__1.3327001	671267__R9I7B5__C802_04018
ERR1912978.3327122__1.3327122	33038__F7JT04__CDL21_01120
ERR1912978.3327407__1.3327407	821__A0A173XDD3__DXB82_17180
ERR1912978.3327500__1.3327500	204516__U6RAM4__HMPREF1534_03439
ERR1912978.3327631__1.3327631	1263000__R5EMZ8__BN466_00707
ERR1912978.3327633__1.3327633	39485__A0A174YNV0__cheW_1
ERR1912978.3327703__1.3327703	28116__C3QQN3__CUY_4207
ERR1912978.3327976__1.3327976	821__A0A396F598__CUU_3259
ERR1912978.3328019__1.3328019	33038__R5TPI2__CDL21_12595
ERR1912978.3328034__1.3328034	40519__U2MCQ8__RUMCAL_00556
ERR1912978.3328200__1.3328200	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.3328217__1.3328217	39485__C4Z1Y9__EUBELI_00143
ERR1912978.3328307__1.3328307	28052__R7NDD4__ywtF
ERR1912978.3328365__1.3328365	384638__B7AT14__BACPEC_01282
ERR1912978.3328580__1.3328580	823__A0A395YRW4__DD466_15895
ERR1912978.3328841__1.3328841	39492__D4JQS6__ykoD
ERR1912978.3328965__1.3328965	301301__A0A395V8G6__RHOM_11005
ERR1912978.3328979__1.3328979	28117__B0MU76__ALIPUT_00202
ERR1912978.3329058__1.3329058	821__I9R3W6__DXC16_12455
ERR1912978.3329061__1.3329061	2292352__A0A374UKZ5__DXC23_11285
ERR1912978.3329152__1.3329152	28117__B0MSS9__BHV66_06085
ERR1912978.3329274__1.3329274	39485__A0A174Z7G5__EUBELI_01168
ERR1912978.3329427__1.3329427	1262948__R7EDA7__BN671_00036
ERR1912978.3329506__1.3329506	384638__B7APN3__BACPEC_00639
ERR1912978.3329785__1.3329785	39485__C4Z5L8__ERS852490_00665
ERR1912978.3330235__1.3330235	1897011__A0A1Q6RI93__BHW41_01175
ERR1912978.3330583__1.3330583	821__A0A174WBC9__ERS852556_03145
ERR1912978.3330782__1.3330782	329854__R5M415__BACINT_04491
ERR1912978.3330902__1.3330902	239935__A0A2N8HH03__CXU09_08875
ERR1912978.3330971__1.3330971	821__A0A174AYT0__DXC02_03530
ERR1912978.3331108__1.3331108	1897011__A0A1Q6RIF5__BHW41_01365
ERR1912978.3331097__1.3331097	1297617__A0A0S2W3C9__IB211_01337
ERR1912978.3331211__1.3331211	1547__H1AGW8__DXB93_02510
ERR1912978.3331248__1.3331248	40519__U2MCQ8__RUMCAL_00556
ERR1912978.3331256__1.3331256	329854__R5M7D4__DXD27_21610
ERR1912978.3331423__1.3331423	33038__A0A2N5PFY8__CDL19_06745
ERR1912978.3331515__1.3331515	821__A0A0P0M4G3__M099_3092
ERR1912978.3331534__1.3331534	487174__K0X7X4__DIT83_09125
ERR1912978.3331698__1.3331698	246787__R6LGA6__tmoS_11
ERR1912978.3331892__1.3331892	40519__U2MCQ8__RUMCAL_00556
ERR1912978.3331894__1.3331894	33038__A0A396G4K0__CDL22_09365
ERR1912978.3331911__1.3331911	487174__K0WWY0__DIT83_10195
ERR1912978.3331873__1.3331873	328814__GCA_004558275.1_00076
ERR1912978.3332200__1.3332200	1263000__R5EYJ0__BN466_02095
ERR1912978.3332384__1.3332384	239935__A0A2N8I7W6__CXT90_04245
ERR1912978.3332438__1.3332438	649756__R5Z1V8__HMPREF0369_01554
ERR1912978.3332394__1.3332394	33038__A0A2N5NXH5__CDL27_14300
ERR1912978.3332625__1.3332625	649756__R5Z1V8__HMPREF0369_01554
ERR1912978.3332671__1.3332671	384638__B7APN3__BACPEC_00639
ERR1912978.3332838__1.3332838	2292352__A0A374UKA6__DXC23_10805
ERR1912978.3332947__1.3332947	39485__C4Z2I5__ERS852492_02214
ERR1912978.3332987__1.3332987	33038__A0A2N5NXH5__CDL27_14300
ERR1912978.3333457__1.3333457	2173__A5UNY6__BK798_04575
ERR1912978.3333530__1.3333530	301301__A0A395VBJ2__ERS852391_02160
ERR1912978.3333573__1.3333573	1965604__A0A1Y4EMH2__B5F54_14485
ERR1912978.3333666__1.3333666	33039__A0A173W0K9__ERS852502_02246
ERR1912978.3333703__1.3333703	487174__K0WV19__HMPREF9448_01820
ERR1912978.3333716__1.3333716	1160721__R6U983__RBI_I00047
ERR1912978.3333745__1.3333745	706562__GCA_900112995.1_00663
ERR1912978.3334087__1.3334087	556259__E5C690__BSGG_1431
ERR1912978.3334096__1.3334096	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.3334126__1.3334126	821__A0A3E4HP25__SAMN04487923_102450
ERR1912978.3334193__1.3334193	821__A0A3E4HP25__SAMN04487923_102450
ERR1912978.3334174__1.3334174	28117__B0MXG8__ALIPUT_01814
ERR1912978.3334228__1.3334228	39485__C4Z6R3__mcp2_1
ERR1912978.3334255__1.3334255	458033__GCA_001482755.1_02203
ERR1912978.3334333__1.3334333	706562__GCA_900112995.1_01625
ERR1912978.3334613__1.3334613	1262986__R5ZWR9__BN492_01296
ERR1912978.3334614__1.3334614	28116__C3R1N5__SAMN05444282_12443
ERR1912978.3334984__1.3334984	165179__A0A3E5EA43__DXC61_07775
ERR1912978.3335148__1.3335148	28116__A0A1Y4Q1S9__DHW41_02535
ERR1912978.3335157__1.3335157	40519__U2MCQ8__RUMCAL_00556
ERR1912978.3335378__1.3335378	357276__A0A076IS46__BACDOR_03265
ERR1912978.3335395__1.3335395	28052__A0A174H9I6__ERS852451_00172
ERR1912978.3335413__1.3335413	487174__K0X2Q8__DDY40_04590
ERR1912978.3335705__1.3335705	1262988__R7N598__BN816_01951
ERR1912978.3335895__1.3335895	487174__K0X694__DIT83_09060
ERR1912978.3335875__1.3335875	28052__A0A174KY36__mepA_13
ERR1912978.3336154__1.3336154	1378168__V2YA11__N510_02528
ERR1912978.3336259__1.3336259	487174__K0XF08__DDY40_09050
ERR1912978.3336283__1.3336283	821__A0A0P0LKG6__HMPREF1058_02188
ERR1912978.3336377__1.3336377	39485__C4Z0S8__hisK
ERR1912978.3336508__1.3336508	40519__U2MCQ8__RUMCAL_00556
ERR1912978.3336535__1.3336535	487174__K0XA48__DDY40_03955
ERR1912978.3336614__1.3336614	1150298__R7JTG8__smf
ERR1912978.3336577__1.3336577	820__A0A3E4VXP2__yesR
ERR1912978.3336725__1.3336725	821__A0A173WG51__BVU_2549
ERR1912978.3336902__1.3336902	626933__H1DGX0__HMPREF9449_01506
ERR1912978.3337015__1.3337015	853__D4JY61__C4N21_10560
ERR1912978.3337029__1.3337029	33038__A0A396G387__HMPREF1201_01180
ERR1912978.3337115__1.3337115	328814__GCA_004558275.1_00036
ERR1912978.3337398__1.3337398	1547__B0N7T0__DW242_05515
ERR1912978.3337475__1.3337475	28052__R5HJU0__ERS852451_00148
ERR1912978.3337624__1.3337624	28117__B0MSQ3__ALIPUT_00347
ERR1912978.3337631__1.3337631	292800__A0A174NR23__ADH75_11365
ERR1912978.3337636__1.3337636	329854__R5LT45__DXD57_14270
ERR1912978.3337683__1.3337683	165179__D1PGU8__PREVCOP_06463
ERR1912978.3337691__1.3337691	301302__R5VFQ6__ERS852420_00378
ERR1912978.3337843__1.3337843	562__P23837__phoQ
ERR1912978.3337920__1.3337920	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.3337994__1.3337994	2173__A0A1D2WRC1__Msm_0093
ERR1912978.3338009__1.3338009	360807__A0A1Q6T5F3__ERS852392_00510
ERR1912978.3338497__1.3338497	33038__A7B5W1__CDL22_11645
ERR1912978.3338510__1.3338510	487174__R5EV44__HMPREF9448_01630
ERR1912978.3338592__1.3338592	487174__K0XH97__HMPREF9448_01909
ERR1912978.3338842__1.3338842	418240__C6JFD7__ERS852523_02475
ERR1912978.3338978__1.3338978	33038__A0A2N5P0V0__CDL19_10970
ERR1912978.3338965__1.3338965	487174__R5F4K8__HMPREF9448_01532
ERR1912978.3339023__1.3339023	821__I9R3W6__DXC16_12455
ERR1912978.3339121__1.3339121	165179__A0A3E5A554__DXB80_13805
ERR1912978.3339413__1.3339413	329854__A0A3E4IPA9__BACINT_02342
ERR1912978.3339436__1.3339436	28117__B0MT86__BHV66_02450
ERR1912978.3339491__1.3339491	487174__K0XRP0__DDY40_09260
ERR1912978.3339644__1.3339644	552398__F4XCR9__HMPREF0866_01636
ERR1912978.3339836__1.3339836	1263109__GCA_000438135.1_01668
ERR1912978.3339944__1.3339944	301301__A0A395VG30__RHOM_05975
ERR1912978.3339933__1.3339933	329854__B3C9R7__DXD57_13140
ERR1912978.3340026__1.3340026	40519__U2MCQ8__RUMCAL_00556
ERR1912978.3340051__1.3340051	292800__A0A174N232__ADH75_10840
ERR1912978.3340081__1.3340081	33038__F7JV68__C5Y99_05575
ERR1912978.3340183__1.3340183	821__A0A174JYD3__ERS852457_02610
ERR1912978.3340297__1.3340297	33038__A0A2N5PSD8__CDL23_06920
ERR1912978.3340378__1.3340378	39485__C4Z6R3__mcp2_1
ERR1912978.3340552__1.3340552	552398__F4XCR9__HMPREF0866_01636
ERR1912978.3340555__1.3340555	165179__D1PDF6__DXB80_12430
ERR1912978.3340655__1.3340655	33038__A7B2B8__CDL19_04760
ERR1912978.3340677__1.3340677	28117__B0MXX2__ALIPUT_01984
ERR1912978.3340686__1.3340686	39485__A0A174ZQT9__EUBELI_20278
ERR1912978.3340780__1.3340780	28052__R7NBQ0__ERS852499_01073
ERR1912978.3340797__1.3340797	1150298__A0A174LLX0__dhaD
ERR1912978.3340861__1.3340861	562__P75859__AML60_03870
ERR1912978.3341323__1.3341323	39485__R5ZT06__EUBELI_20526
ERR1912978.3341558__1.3341558	1263000__R5EMZ8__BN466_00707
ERR1912978.3341611__1.3341611	165179__A0A174UTZ7__DXC61_06705
ERR1912978.3341625__1.3341625	239935__A0A2N8I9N0__CXT97_09915
ERR1912978.3341703__1.3341703	821__A0A395VIK7__BVU_1225
ERR1912978.3341711__1.3341711	39485__A0A174ZJ84__EUBELI_00107
ERR1912978.3341756__1.3341756	39485__R5ZVC3__ERS852490_00250
ERR1912978.3341944__1.3341944	1262911__R6GUQ4__BN557_01581
ERR1912978.3342097__1.3342097	292800__A0A1C7FM16__ERS852544_03863
ERR1912978.3342181__1.3342181	649756__A0A173ZZA2__ERS852571_01882
ERR1912978.3342225__1.3342225	33039__A0A174XW11__RTO_07780
ERR1912978.3342282__1.3342282	2292352__A0A374UKA6__DXC23_10805
ERR1912978.3342371__1.3342371	821__I9R3W6__DXC16_12455
ERR1912978.3342417__1.3342417	1262921__R5M3E4__BN473_00712
ERR1912978.3342420__1.3342420	28117__B0MTV0__BHV66_06395
ERR1912978.3342673__1.3342673	39485__A0A174YMM2__ERS852490_01019
ERR1912978.3342868__1.3342868	821__A0A174NSU0__BVU_3144
ERR1912978.3343048__1.3343048	150055__A0A2X3Y6N0__KE3_1187
ERR1912978.3343160__1.3343160	821__A0A395VIK7__BVU_1225
ERR1912978.3343210__1.3343210	706562__GCA_900112995.1_00664
ERR1912978.3343318__1.3343318	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.3343385__1.3343385	562__P0AEK1__CR916_15790
ERR1912978.3343400__1.3343400	29361__B6FQ81__CLONEX_02300
ERR1912978.3343463__1.3343463	102684__A0A380KRP8__NCTC13760_01721
ERR1912978.3343481__1.3343481	357276__I8VN48__ABI39_07855
ERR1912978.3343567__1.3343567	360807__A0A0M6WAX8__ROSEINA2194_01360
ERR1912978.3343730__1.3343730	33038__A0A2N5NRJ3__CDL20_13245
ERR1912978.3343746__1.3343746	39485__A0A174ZLN0__EUBELI_00120
ERR1912978.3343949__1.3343949	371601__D4WBK5__BN891_3970
ERR1912978.3344027__1.3344027	1262986__R6A124__BN492_00244
ERR1912978.3344146__1.3344146	239935__A0A2N8IMD6__CXU03_05585
ERR1912978.3344187__1.3344187	820__R9I2U8__DXC68_09590
ERR1912978.3344212__1.3344212	820__A0A139K8X8__DXC80_17665
ERR1912978.3344349__1.3344349	33038__A7AYC4__CDL21_13075
ERR1912978.3344747__1.3344747	28118__R6F5X8__DF785_07935
ERR1912978.3344845__1.3344845	1263000__R5EGY7__BN466_01478
ERR1912978.3344869__1.3344869	360807__C0FSM3__ROSEINA2194_01739
ERR1912978.3344935__1.3344935	1262988__R7N6C8__BN816_02368
ERR1912978.3344989__1.3344989	821__A0A396EVC9__DXB90_03525
ERR1912978.3345164__1.3345164	33038__A7B614__CDL24_02540
ERR1912978.3345194__1.3345194	29361__B6FRT6__CLONEX_02860
ERR1912978.3345275__1.3345275	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.3345342__1.3345342	329854__R5LT64__BACINT_03703
ERR1912978.3345354__1.3345354	821__A0A174NVL6__NCTC10583_01782
ERR1912978.3345426__1.3345426	28118__F9Z9X9__DF785_11470
ERR1912978.3345436__1.3345436	360807__A0A174EGV9__ROSEINA2194_01773
ERR1912978.3345498__1.3345498	1160721__W0U330__BHW50_08125
ERR1912978.3345538__1.3345538	33038__A7AZD2__CDL27_05250
ERR1912978.3345569__1.3345569	1262986__R6AS80__BN492_01702
ERR1912978.3345597__1.3345597	649756__A0A173SJN7__fgs_1
ERR1912978.3345581__1.3345581	371601__F7LA63__HMPREF1074_04288
ERR1912978.3345582__1.3345582	1965560__A0A1Y4R914__B5E82_17425
ERR1912978.3345648__1.3345648	301301__A0A395VAR4__yieL
ERR1912978.3345623__1.3345623	357276__I8VN48__ABI39_07855
ERR1912978.3345634__1.3345634	1547__G9QWY6__CLORAM_00329
ERR1912978.3345778__1.3345778	1297617__A0A0S2W117__C7373_1068
ERR1912978.3345795__1.3345795	33038__A0A396G4S6__CDL21_13680
ERR1912978.3345898__1.3345898	33038__F7JWW2__DXD36_06610
ERR1912978.3345906__1.3345906	1150298__A0A174L6T3__cobD
ERR1912978.3346131__1.3346131	33038__A7B256__CDL19_05130
ERR1912978.3346157__1.3346157	487174__K0X9T7__HMPREF9448_00996
ERR1912978.3346162__1.3346162	820__A0A174M9V5__M093_0237
ERR1912978.3346311__1.3346311	1160721__W0U560__RBI_I01229
ERR1912978.3346322__1.3346322	106588__A6NUL8__BACCAP_01900
ERR1912978.3346378__1.3346378	329854__R5MP07__DXD27_22930
ERR1912978.3346485__1.3346485	371601__D4WBK5__BN891_3970
ERR1912978.3346573__1.3346573	33038__A0A396G729__RUMGNA_01796
ERR1912978.3346582__1.3346582	242750__D1PVH0__HMPREF0645_0955
ERR1912978.3346706__1.3346706	853__A0A173YYY4__DWZ04_09420
ERR1912978.3346714__1.3346714	487174__R5G1E8__DIT83_00510
ERR1912978.3346727__1.3346727	39485__A0A174ZLH6__EUBELI_01564
ERR1912978.3346914__1.3346914	33038__F7JUE7__CDL26_12120
ERR1912978.3347014__1.3347014	33038__A0A2N5PSF6__CDL27_05770
ERR1912978.3347067__1.3347067	29361__B6FTH3__CLONEX_03450
ERR1912978.3347202__1.3347202	487174__K0XK80__DIT83_00335
ERR1912978.3347317__1.3347317	1160721__R6U304__BHW50_05725
ERR1912978.3347483__1.3347483	28116__F7LC60__AA414_00422
ERR1912978.3347606__1.3347606	329854__B3C787__BACINT_00778
ERR1912978.3347624__1.3347624	360807__C0FPN7__ERS852444_02993
ERR1912978.3347627__1.3347627	28052__A0A174LHM7__ERS852451_02351
ERR1912978.3347637__1.3347637	292800__A0A174UQD2__B5F52_18205
ERR1912978.3347902__1.3347902	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.3347911__1.3347911	28052__R7NBQ0__ERS852499_01073
ERR1912978.3347913__1.3347913	40519__U2MCQ8__RUMCAL_00556
ERR1912978.3347965__1.3347965	2292352__A0A374UKA6__DXC23_10805
ERR1912978.3347974__1.3347974	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912978.3348011__1.3348011	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912978.3348013__1.3348013	1547__H1AL39__DXB93_17405
ERR1912978.3348032__1.3348032	33038__A0A2N5NPD5__CCY17_06280
ERR1912978.3348219__1.3348219	358743__A0A0F0CG51__SAMN05216568_10278
ERR1912978.3348675__1.3348675	28052__A0A174GQI3__ERS852451_00394
ERR1912978.3348726__1.3348726	821__A0A3E4KIM1__M097_3660
ERR1912978.3348761__1.3348761	28052__A0A174MH21__ERS852499_01905
ERR1912978.3348828__1.3348828	39485__C4Z069__EUBELI_00981
ERR1912978.3348946__1.3348946	239935__A0A2N8I3G2__CXT89_00720
ERR1912978.3349042__1.3349042	33038__A0A2N5Q3U3__CDL22_04965
ERR1912978.3349087__1.3349087	28116__A7LXT4__DXF98_03755
ERR1912978.3349119__1.3349119	1160721__R6TAA3__BHW50_03385
ERR1912978.3349234__1.3349234	936548__J0SMY2__HMPREF1136_2024
ERR1912978.3349238__1.3349238	329854__R5M2W2__DXD57_07845
ERR1912978.3349269__1.3349269	39492__D4JRL2__ERS852540_01608
ERR1912978.3349322__1.3349322	214856__A0A174A0P3__ERS852447_00994
ERR1912978.3349355__1.3349355	28052__A0A174KNE1__ptsI_2
ERR1912978.3349512__1.3349512	552398__F4XCR9__HMPREF0866_01636
ERR1912978.3349636__1.3349636	821__A0A395UNT8__DXD64_15275
ERR1912978.3349669__1.3349669	360807__A0A396AF38__RIL183_00781
ERR1912978.3349803__1.3349803	360807__A0A1Q6T9R3__ERS852392_02666
ERR1912978.3349885__1.3349885	33038__A0A2N5PVP0__C5Y99_01390
ERR1912978.3349937__1.3349937	360807__A0A396AF38__RIL183_00781
ERR1912978.3350126__1.3350126	329854__R5LT45__DXD57_14270
ERR1912978.3350177__1.3350177	33038__A0A2N5PIX3__CDL26_14635
ERR1912978.3350369__1.3350369	329854__R5LW55__DXD57_21020
ERR1912978.3350410__1.3350410	28052__A0A174JQH3__ERS852499_01195
ERR1912978.3350522__1.3350522	33038__A0A2N5PIX3__CDL26_14635
ERR1912978.3350678__1.3350678	1160721__W0U3Q4__BHW50_08110
ERR1912978.3350825__1.3350825	39492__D4JRZ7__smc
ERR1912978.3350899__1.3350899	820__A0A139KJR5__M093_4469
ERR1912978.3350904__1.3350904	33038__A0A396G855__CDL23_11555
ERR1912978.3351027__1.3351027	28052__A0A174JFU5__yhbU_1
ERR1912978.3351064__1.3351064	150055__S5R2N5__KE3_2021
ERR1912978.3351199__1.3351199	33038__R5TMH1__CDL18_12065
ERR1912978.3351255__1.3351255	357276__B6W1J2__BACDOR_03380
ERR1912978.3351366__1.3351366	292800__H1CA44__A4U99_06280
ERR1912978.3351372__1.3351372	562__P23837__phoQ
ERR1912978.3351450__1.3351450	301302__A0A0M6W9H8__M72_19621
ERR1912978.3351427__1.3351427	165179__A0A3E5DN34__DXC61_07865
ERR1912978.3351611__1.3351611	487175__D9Y8B5__HMPREF9439_02353
ERR1912978.3351658__1.3351658	28118__F9Z750__Odosp_3044
ERR1912978.3351740__1.3351740	216816__B3DQ11__APC1466_1528
ERR1912978.3351741__1.3351741	214856__A0A174ZB00__ERS852559_00631
ERR1912978.3351784__1.3351784	33038__A0A2N5PPH4__DXD36_06695
ERR1912978.3351801__1.3351801	165179__D1PGU8__PREVCOP_06463
ERR1912978.3351851__1.3351851	39485__C4Z2I5__ERS852492_02214
ERR1912978.3351906__1.3351906	552398__F4XCR9__HMPREF0866_01636
ERR1912978.3351994__1.3351994	626932__G5H9Q9__HMPREF9450_01374
ERR1912978.3352081__1.3352081	821__A0A0P0LFP6__C5Z04_13890
ERR1912978.3352171__1.3352171	821__I9R3W6__DXC16_12455
ERR1912978.3352178__1.3352178	39492__D4JVC7__yfgF
ERR1912978.3352179__1.3352179	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1912978.3352251__1.3352251	28052__R7NDB6__ERS852499_00304
ERR1912978.3352260__1.3352260	1262911__R6H2J2__BN557_01228
ERR1912978.3352526__1.3352526	28117__B0MU76__ALIPUT_00202
ERR1912978.3352583__1.3352583	214856__A0A174A1J3__ERS852447_01000
ERR1912978.3352591__1.3352591	1262824__R6SS73__BN719_02091
ERR1912978.3352624__1.3352624	28117__B0MUT8__ALIPUT_00879
ERR1912978.3352630__1.3352630	329854__A0A3E4KRK8__DXK01_03500
ERR1912978.3352651__1.3352651	165179__A0A3E5EDV6__DXC61_03365
ERR1912978.3352653__1.3352653	821__E5UPR6__SAMN04487923_101768
ERR1912978.3352764__1.3352764	1262743__R5C054__BN727_01980
ERR1912978.3352818__1.3352818	821__I9R3W6__DXC16_12455
ERR1912978.3353005__1.3353005	242750__D1PVG9__HMPREF0645_0954
ERR1912978.3353117__1.3353117	39485__A0A174YMI9__cph2_5
ERR1912978.3353210__1.3353210	39491__A0A395V297__EUR_01010
ERR1912978.3353249__1.3353249	28116__A7LYG5__M089_5828
ERR1912978.3353287__1.3353287	214856__D4IMT6__Alfi_1830
ERR1912978.3353365__1.3353365	649756__A0A173S591__CL2_28060
ERR1912978.3353437__1.3353437	357276__I9QBT7__BSEG_03340
ERR1912978.3353482__1.3353482	28052__R7NCN8__ERS852499_00866
ERR1912978.3353532__1.3353532	239935__A0A2N8I8X8__B5G29_00185
ERR1912978.3353553__1.3353553	39485__C4Z028__ERS852492_00100
ERR1912978.3353584__1.3353584	360807__C0G083__ROSEINA2194_04432
ERR1912978.3353666__1.3353666	1263044__GCA_000433375.1_03283
ERR1912978.3353670__1.3353670	239935__A0A2N8ITX2__CXT86_11265
ERR1912978.3353706__1.3353706	33038__A0A396G4S6__CDL21_13680
ERR1912978.3353710__1.3353710	360807__A0A1Q6TCY9__ERS852444_01883
ERR1912978.3353853__1.3353853	29361__B6FTH3__CLONEX_03450
ERR1912978.3353866__1.3353866	329854__R5MN53__DXK01_22200
ERR1912978.3353906__1.3353906	1160721__W0U811__RBI_II00162
ERR1912978.3354050__1.3354050	28117__B0MWP2__ALIPUT_01468
ERR1912978.3354118__1.3354118	1263000__R5EFJ5__BN466_01372
ERR1912978.3354131__1.3354131	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912978.3354175__1.3354175	33038__A7AYC4__CDL21_13075
ERR1912978.3354328__1.3354328	28052__A0A174YZ18__ERS852499_01382
ERR1912978.3354427__1.3354427	821__A6KZK3__ERS852457_04265
ERR1912978.3354807__1.3354807	1297617__A0A0S2W429__BIV19_03925
ERR1912978.3354853__1.3354853	820__A0A3E4VXP2__yesR
ERR1912978.3354883__1.3354883	1160721__W0U3C6__BHW50_11080
ERR1912978.3354987__1.3354987	1262911__R6HLC0__BN557_00578
ERR1912978.3355064__1.3355064	28052__A0A174GWB0__amiC
ERR1912978.3355270__1.3355270	821__I9R3W6__DXC16_12455
ERR1912978.3355425__1.3355425	460384__A0A1I0GCZ4__C7256_00570
ERR1912978.3355463__1.3355463	29361__B6FTH3__CLONEX_03450
ERR1912978.3355717__1.3355717	821__A0A3E4KIM1__M097_3660
ERR1912978.3355863__1.3355863	28116__F7L4X5__M089_2857
ERR1912978.3355885__1.3355885	39485__A0A174ZG70__ERS852492_00929
ERR1912978.3356056__1.3356056	552398__F4XCR9__HMPREF0866_01636
ERR1912978.3356021__1.3356021	818__E5C5U7__SAMN05216253_101163
ERR1912978.3356177__1.3356177	33038__A0A2N5PXI0__C5Y99_10810
ERR1912978.3356365__1.3356365	501571__R8W930__SAMN02745978_01072
ERR1912978.3356495__1.3356495	301301__G2T1C2__RHOM_06165
ERR1912978.3356681__1.3356681	28052__A0A174IE05__ypdA_2
ERR1912978.3356902__1.3356902	33038__A0A2N5P0D0__CDL18_07990
ERR1912978.3356916__1.3356916	487174__K0WWY0__DIT83_10195
ERR1912978.3357283__1.3357283	487174__K0WTV8__DIT83_04385
ERR1912978.3357285__1.3357285	301302__A0A0M6WIX9__ERS852420_01972
ERR1912978.3357310__1.3357310	33038__A7AXY7__CDL27_09020
ERR1912978.3357429__1.3357429	239935__A0A2N8IHY1__CXU06_00035
ERR1912978.3357430__1.3357430	649756__L1Q1A0__ERS852425_01427
ERR1912978.3357450__1.3357450	820__A0A174R952__DXB48_02570
ERR1912978.3357843__1.3357843	329854__A0A3E4I667__DXD57_19220
ERR1912978.3357917__1.3357917	1263076__GCA_000437615.1_00018
