ERR1913157.902__1.902	239935__A0A2N8IRW0__A4V05_11620
ERR1913157.1026940__1.1026940	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913157.1026877__1.1026877	360807__A0A1Q6T8A0__mepA_13
ERR1913157.1027035__1.1027035	239935__A0A2N8IL82__CXU02_11740
ERR1913157.1027093__1.1027093	239935__A0A2N8IRL2__CXU06_01170
ERR1913157.1027139__1.1027139	1263027__R7A6G1__BN699_00047
ERR1913157.1027325__1.1027325	239935__A0A2N8I368__CXT95_04550
ERR1913157.1027368__1.1027368	1262761__R6QR72__BN606_01181
ERR1913157.1027449__1.1027449	239935__A0A2N8J1K0__CXT97_05765
ERR1913157.1027491__1.1027491	239935__A0A2N8IRW0__A4V05_11620
ERR1913157.1027634__1.1027634	216816__B7GN29__BL72_08765
ERR1913157.1027614__1.1027614	33043__A0A174FIJ8__ERS852445_02217
ERR1913157.1027744__1.1027744	901__B6WVJ8__DHV46_03535
ERR1913157.1027861__1.1027861	239935__A0A2N8IL82__CXU02_11740
ERR1913157.1027933__1.1027933	239935__A0A139TVJ4__CXT86_02020
ERR1913157.1028042__1.1028042	33043__D5HIE6__ERS852445_01796
ERR1913157.1028074__1.1028074	165179__A0A3E5AER8__DXB80_07075
ERR1913157.1028076__1.1028076	165179__D1PGU8__PREVCOP_06463
ERR1913157.1028209__1.1028209	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913157.1028250__1.1028250	1681__U2BXF8__DXC70_05435
ERR1913157.1028266__1.1028266	1262961__R6E0S3__BN710_00820
ERR1913157.1028267__1.1028267	138595__GCF_000468755.1_01534
ERR1913157.1028719__1.1028719	1262761__R6QWI4__BN606_00934
ERR1913157.1028903__1.1028903	310297__B5D214__DXD04_07920
ERR1913157.1029133__1.1029133	239935__A0A2N8HDT1__CXT94_05270
ERR1913157.1029162__1.1029162	239935__A0A2N8ITX2__CXT86_11265
ERR1913157.1029489__1.1029489	572010__pnp
ERR1913157.1029639__1.1029639	33043__D5HFA0__glfT2
ERR1913157.1029745__1.1029745	239935__A0A2N8HPX2__CXT90_09930
ERR1913157.1029800__1.1029800	239935__A0A2N8IXN0__CXT95_01765
ERR1913157.1029878__1.1029878	39492__D4JSA4__ERS852540_00596
ERR1913157.1029902__1.1029902	33043__A0A174A481__ERS852400_01067
ERR1913157.1029990__1.1029990	1262869__R7CLK4__BN625_01129
ERR1913157.1030141__1.1030141	1262915__R6HCJ7__BN574_00649
ERR1913157.1030172__1.1030172	216816__Q8G464__BFS25_05925
ERR1913157.1030498__1.1030498	1680__A0A0C2YNK5__BADO_0780
ERR1913157.1030572__1.1030572	74426__purL
ERR1913157.1030921__1.1030921	239935__A0A2N8I3G2__CXT89_00720
ERR1913157.1031556__1.1031556	901__B6WUY7__DHV46_11425
ERR1913157.1031775__1.1031775	292800__G9YV93__HMPREF0372_03458
ERR1913157.1032431__1.1032431	74426__nifJ
ERR1913157.1032613__1.1032613	239935__A0A2N8HT44__CXT84_11035
ERR1913157.1032728__1.1032728	239935__A0A2N8IRW0__A4V05_11620
ERR1913157.1032862__1.1032862	33043__D5HEF6__ERS852445_00180
ERR1913157.1033051__1.1033051	1262915__R6HKE8__BN574_00620
ERR1913157.1033442__1.1033442	239935__A0A2N8HL50__CXT98_09135
ERR1913157.1033513__1.1033513	33043__A0A174D8D4__ERS852386_02537
ERR1913157.1033536__1.1033536	216816__C2GUV2__APC1478_0430
ERR1913157.1033719__1.1033719	239935__A0A2N8HAQ1__DEF40_05290
ERR1913157.1033816__1.1033816	1897011__A0A1Q6RH35__BHW41_01705
ERR1913157.1034227__1.1034227	239935__A0A2N8HT44__CXT84_11035
ERR1913157.1034525__1.1034525	820__A0A3E4W6P0__gmhA
ERR1913157.1034667__1.1034667	1681__E4V807__BIFI_0882
ERR1913157.1034870__1.1034870	46503__A7ADV9__ERS852463_01504
ERR1913157.1035120__1.1035120	410072__A0A173U3R3__COPCOM_01404
ERR1913157.1035159__1.1035159	853__A0A2A7B9I6__DW855_13690
ERR1913157.1035416__1.1035416	901__B6WPS9__DHV46_04165
ERR1913157.1035466__1.1035466	820__A0A139KIL9__DXC68_05945
ERR1913157.1035656__1.1035656	1262915__R6HDZ3__BN574_00306
ERR1913157.1035779__1.1035779	165179__A0A3E5AE59__DXC61_12885
ERR1913157.1036146__1.1036146	1263000__R5EU91__BN466_01432
ERR1913157.1036238__1.1036238	853__A0A2A7B9I6__DW855_13690
ERR1913157.1036390__1.1036390	1263006__R6LL73__BN515_00292
ERR1913157.1036624__1.1036624	384638__B7APN3__BACPEC_00639
ERR1913157.1036838__1.1036838	28117__B0MWH8__BHV66_01330
ERR1913157.1037066__1.1037066	328814__GCA_004558275.1_00998
ERR1913157.1037088__1.1037088	853__A0A173RZ39__C4N22_01650
ERR1913157.1037250__1.1037250	239935__A0A3F3K9J9__DEF40_00940
ERR1913157.1037523__1.1037523	216816__A0A1V8RHV4__DXD44_06445
ERR1913157.1037502__1.1037502	239935__A0A2N8HEH9__CXU07_11710
ERR1913157.1037663__1.1037663	1262961__R6DJH7__BN710_01796
ERR1913157.1038099__1.1038099	901__B6WUW8__DESPIGER_1921
ERR1913157.1039539__1.1039539	1262986__R6AF33__BN492_00406
ERR1913157.1039815__1.1039815	1897011__A0A1Q6RG95__BHW41_02720
ERR1913157.1040205__1.1040205	28117__R7JJM9__ALIPUT_00662
ERR1913157.1040207__1.1040207	33043__A0A174EI47__inlJ
ERR1913157.1040605__1.1040605	165179__A0A174PS14__DXC61_13945
ERR1913157.1041147__1.1041147	853__A0A173T0Y8__CGS54_07215
ERR1913157.1041378__1.1041378	239935__A0A2N8HPS5__Amuc_0950
ERR1913157.1041587__1.1041587	1262986__R6A1E4__BN492_00289
ERR1913157.1042000__1.1042000	74426__infB
ERR1913157.1042051__1.1042051	1262986__R6APJ4__BN492_01259
ERR1913157.1042195__1.1042195	239935__A0A139TMG9__CXU07_10650
ERR1913157.1042242__1.1042242	820__A0A173WUD7__DXB48_08055
ERR1913157.1042445__1.1042445	853__D4JY61__C4N21_10560
ERR1913157.1042833__1.1042833	165179__A0A229I9X5__CFT61_01205
ERR1913157.1043031__1.1043031	1550024__G9RWQ7__ASJ35_03880
ERR1913157.1043095__1.1043095	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913157.1043127__1.1043127	39486__B0G982__DXC93_15460
ERR1913157.1043228__1.1043228	165179__A0A3E5EAM5__DXC61_07785
ERR1913157.1043286__1.1043286	239935__R6JFR5__CXT84_04850
ERR1913157.1043380__1.1043380	33043__A0A173YYE7__ERS852445_00670
ERR1913157.1043583__1.1043583	301302__R5VFU2__xynA1
ERR1913157.1043638__1.1043638	853__A8SB03__C4Q21_07960
ERR1913157.1043821__1.1043821	901__B6WVN9__DESPIG_02157
ERR1913157.1043867__1.1043867	39485__A0A174ZNZ2__ERS852492_02345
ERR1913157.1043897__1.1043897	239935__R6JAS2__CXU02_10725
ERR1913157.1044346__1.1044346	239935__A0A2N8HAQ1__DEF40_05290
ERR1913157.1044579__1.1044579	1263006__R6LRF6__BN515_00540
ERR1913157.1044648__1.1044648	165179__A0A3E4SEG4__DXC61_11235
ERR1913157.1044697__1.1044697	853__A0A174C5M1__CGS58_04460
ERR1913157.1045014__1.1045014	1262761__R6RU22__BN606_01110
ERR1913157.1045114__1.1045114	1262945__R6YNE4__BN600_01653
ERR1913157.1045175__1.1045175	1681__K2IQY4__RY70_39
ERR1913157.1045532__1.1045532	1680__A0A087DHN0__AL0462_1532
ERR1913157.1045797__1.1045797	823__C7XC05__ERS852429_02119
ERR1913157.1045798__1.1045798	28117__B0MUB3__ALIPUT_00727
ERR1913157.1045933__1.1045933	33043__A0A174AEP1__apr
ERR1913157.1046003__1.1046003	239935__A0A2N8HBM4__CXT85_06270
ERR1913157.1046078__1.1046078	1262761__R6R3L8__BN606_01039
ERR1913157.1046111__1.1046111	1262761__R6R2J2__BN606_00943
ERR1913157.1046325__1.1046325	33043__A8SWM2__ERS852575_01910
ERR1913157.1046326__1.1046326	33043__A8SWM2__ERS852575_01910
ERR1913157.1046640__1.1046640	1262915__R6HQV2__BN574_01665
ERR1913157.1047039__1.1047039	338188__K5CLC2__BACFIN_05485
ERR1913157.1047190__1.1047190	1680__A0A174BEE7__BSTER_1311
ERR1913157.1047259__1.1047259	239935__A0A3F3K9J9__DEF40_00940
ERR1913157.1047645__1.1047645	944036__A0A196S587__AV274_6063
ERR1913157.1047835__1.1047835	901__B6WUY7__DHV46_11425
ERR1913157.1047948__1.1047948	28116__A0A078Q626__HMPREF1070_02735
ERR1913157.1048091__1.1048091	33043__D5HEE1__ERS852386_01671
ERR1913157.1048314__1.1048314	165179__W1I4H6__DXB80_13655
ERR1913157.1048411__1.1048411	165179__D1PCT4__DXB80_09470
ERR1913157.1048439__1.1048439	216816__B7GPH6__DXC74_08225
ERR1913157.1049122__1.1049122	821__A0A173XDD3__DXB82_17180
ERR1913157.1049483__1.1049483	165179__A0A3E5A5E5__DXC61_13965
ERR1913157.1049518__1.1049518	1472761__GCA_002159295.1_00731
ERR1913157.1049523__1.1049523	78343__A0A086ZPH1__BBOU_0551
ERR1913157.1049639__1.1049639	1262761__R6R840__BN606_01433
ERR1913157.1049699__1.1049699	33043__A0A174CLG4__hemA
ERR1913157.1050064__1.1050064	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913157.1050163__1.1050163	1262869__R7CRV8__BN625_00418
ERR1913157.1050366__1.1050366	1262761__R6QR72__BN606_01181
ERR1913157.1050581__1.1050581	1263027__R7AUR2__BN699_00086
ERR1913157.1050590__1.1050590	239935__A0A2N8I368__CXT95_04550
ERR1913157.1050602__1.1050602	33043__D5HGZ8__nnr
ERR1913157.1050848__1.1050848	1262911__R6GSH0__BN557_00934
ERR1913157.1050898__1.1050898	239935__A0A2N8IHY1__CXU06_00035
ERR1913157.1050966__1.1050966	165179__A0A3E5DX33__PREVCOP_05190
ERR1913157.1051351__1.1051351	33043__A0A173X520__ERS852575_01617
ERR1913157.1051486__1.1051486	39485__A0A174ZPH7__ERS852490_01992
ERR1913157.1051474__1.1051474	944036__A0A196S587__AV274_6063
ERR1913157.1051475__1.1051475	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913157.1051714__1.1051714	410072__C0B8G3__DXD67_01535
ERR1913157.1051883__1.1051883	33043__A0A173WZE5__ERS852386_00374
ERR1913157.1052191__1.1052191	28117__R7JPX7__BHV66_00900
ERR1913157.1052636__1.1052636	74426__pdxS
ERR1913157.1052971__1.1052971	165179__D1PGU8__PREVCOP_06463
ERR1913157.1053531__1.1053531	853__A0A2A7B9I6__DW855_13690
ERR1913157.1053645__1.1053645	1262761__R6QU88__BN606_01983
ERR1913157.1053764__1.1053764	901__B6WW26__DESPIG_02294
ERR1913157.1053868__1.1053868	239935__A0A2N8HL50__CXT98_09135
ERR1913157.1054029__1.1054029	1263027__R7A011__BN699_02150
ERR1913157.1054154__1.1054154	1262761__R6QU78__BN606_01972
ERR1913157.1054146__1.1054146	33043__D5HIC8__vspIM
ERR1913157.1054361__1.1054361	901__B6WPV0__BHW59_02315
ERR1913157.1054408__1.1054408	33043__A0A173QXC2__hyaD_1
ERR1913157.1054388__1.1054388	239935__A0A2N8I3G2__CXT89_00720
ERR1913157.1054479__1.1054479	1263027__R6ZR17__BN699_01392
ERR1913157.1054563__1.1054563	216816__A0A133L1E2__ptsP
ERR1913157.1054629__1.1054629	1262761__R6RZF9__BN606_01803
ERR1913157.1054630__1.1054630	944036__A0A196SIU9__AV274_2183
ERR1913157.1054637__1.1054637	239935__A0A2N8I6R6__CXU04_04335
ERR1913157.1054772__1.1054772	165179__A0A3E5DRF6__DXC61_00200
ERR1913157.1055085__1.1055085	301301__A0A173Z460__sunS_1
ERR1913157.1055179__1.1055179	28117__B0MXX2__ALIPUT_01984
ERR1913157.1056052__1.1056052	239935__A0A2N8I3G2__CXT89_00720
ERR1913157.1056237__1.1056237	35833__S2KTC5__HMPREF0179_05237
ERR1913157.1056688__1.1056688	239935__A0A2N8I368__CXT95_04550
ERR1913157.1056697__1.1056697	1263000__R5EXT3__BN466_02213
ERR1913157.1056855__1.1056855	901__B6WX14__mviN
ERR1913157.1057133__1.1057133	853__A0A173XRA8__CGS56_09290
ERR1913157.1057179__1.1057179	1262761__R6QND7__BN606_00927
ERR1913157.1057335__1.1057335	1150298__R7JUX4__ERS852535_02669
ERR1913157.1057377__1.1057377	239935__A0A2N8IMC3__CXT96_03840
ERR1913157.1057605__1.1057605	239935__A0A2N8HW65__CXU09_08515
ERR1913157.1057823__1.1057823	1262761__R6QU78__BN606_01972
ERR1913157.1058142__1.1058142	853__A0A173RZ39__C4N22_01650
ERR1913157.1058377__1.1058377	1263027__R6ZSF6__BN699_01843
ERR1913157.1058451__1.1058451	33043__D5HGZ8__nnr
ERR1913157.1058478__1.1058478	239935__R6JCH3__CXT95_08205
ERR1913157.1058548__1.1058548	1262915__R6HCJ7__BN574_00649
ERR1913157.1058695__1.1058695	853__A0A2A7B1Y7__C7K05_11930
ERR1913157.1058780__1.1058780	1262869__R7CMD6__BN625_01130
ERR1913157.1058818__1.1058818	1262959__R5YSV6__BN680_00744
ERR1913157.1058900__1.1058900	1681__E3EQA8__LMG11582_0199
ERR1913157.1058952__1.1058952	239935__A0A2N8HT18__CXT93_06135
ERR1913157.1059034__1.1059034	1897011__A0A1Q6RH29__BHW41_01570
ERR1913157.1059218__1.1059218	1680__A0A173W5Z2__DXC53_01290
ERR1913157.1059420__1.1059420	1161942__argB
ERR1913157.1059445__1.1059445	239935__A0A2N8IU45__DEF40_02365
ERR1913157.1059522__1.1059522	1262869__R7CLS0__BN625_01160
ERR1913157.1059800__1.1059800	944036__A0A196S9L6__AV274_5258
ERR1913157.1061052__1.1061052	165179__A0A3E5A5E5__DXC61_13965
ERR1913157.1061091__1.1061091	853__A8SCP3__C4N26_07960
ERR1913157.1061335__1.1061335	165179__A0A3E5EB26__CFT61_02800
ERR1913157.1061549__1.1061549	28117__B0MYM2__BHV66_04910
ERR1913157.1061607__1.1061607	39485__C4Z6K2__ERS852490_00407
ERR1913157.1061639__1.1061639	239935__A0A139TT05__CXU09_03335
ERR1913157.1061659__1.1061659	853__A0A174C5M1__CGS58_04460
ERR1913157.1061667__1.1061667	33043__A0A174GPT0__plsC_2
ERR1913157.1061671__1.1061671	853__A0A174UDE9__C4N25_12775
ERR1913157.1061693__1.1061693	55565__G9PDG1__HMPREF0045_00044
ERR1913157.1061771__1.1061771	239935__A0A2N8IHY1__CXU06_00035
ERR1913157.1061915__1.1061915	239935__R6J9Y2__CXT85_07000
ERR1913157.1062044__1.1062044	33043__D5HFX2__ERS852445_02161
ERR1913157.1062157__1.1062157	239935__R7E524__CXT91_06180
ERR1913157.1062203__1.1062203	74426__thrZ
ERR1913157.1062326__1.1062326	1681__K2IQE2__uvrD
ERR1913157.1062513__1.1062513	239935__A0A2N8HL14__CXT98_09285
ERR1913157.1062704__1.1062704	239935__R6J5N6__CXT99_10770
ERR1913157.1062862__1.1062862	239935__A0A2N8ITX2__CXT86_11265
ERR1913157.1062902__1.1062902	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913157.1062936__1.1062936	239935__A0A139TMG9__CXU07_10650
ERR1913157.1063192__1.1063192	239935__A0A2N8HT18__CXT93_06135
ERR1913157.1063278__1.1063278	165179__D1P9T6__PREVCOP_04016
ERR1913157.1063420__1.1063420	165179__A0A3E5DWQ1__DXB80_06635
ERR1913157.1063532__1.1063532	1393034__GCA_001552785.1_00502
ERR1913157.1063721__1.1063721	853__E2ZGD9__C7J97_11715
ERR1913157.1063827__1.1063827	1681__E4VBY1__DD718_08225
ERR1913157.1063987__1.1063987	1262761__R6QJQ2__BN606_00751
ERR1913157.1064156__1.1064156	1263000__R5EKG2__BN466_02040
ERR1913157.1064395__1.1064395	1262761__R6QJJ2__BN606_00358
ERR1913157.1064780__1.1064780	630129__A0A087B7S4__BBKW_0321
ERR1913157.1064838__1.1064838	1262911__R6H1P0__BN557_00940
ERR1913157.1064889__1.1064889	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913157.1064927__1.1064927	33043__A0A174CC83__ERS852575_02077
ERR1913157.1065049__1.1065049	239935__R7DVL7__CXT93_01180
ERR1913157.1065023__1.1065023	33043__D5HI50__smf
ERR1913157.1065364__1.1065364	820__A0A3E4G3J9__ERS852459_02265
ERR1913157.1065355__1.1065355	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913157.1065662__1.1065662	74426__nifJ
ERR1913157.1065694__1.1065694	508460__GCF_000585335.1_00093
ERR1913157.1065751__1.1065751	246787__A0A3D6ARC7__BACCELL_03328
ERR1913157.1065797__1.1065797	239935__A0A2N8HT44__CXT84_11035
ERR1913157.1066184__1.1066184	165179__D1PCT4__DXB80_09470
ERR1913157.1066203__1.1066203	853__A0A174C5M1__CGS58_04460
ERR1913157.1066719__1.1066719	239935__A0A2N8J1K0__CXT97_05765
ERR1913157.1066815__1.1066815	33043__A0A173WXS1__ERS852445_00262
ERR1913157.1067052__1.1067052	74426__infB
ERR1913157.1067065__1.1067065	239935__A0A2N8I3G2__CXT89_00720
ERR1913157.1067251__1.1067251	239935__A0A2N8HH03__CXU09_08875
ERR1913157.1067260__1.1067260	216816__D6D9A3__BLNIAS_01911
ERR1913157.1067433__1.1067433	239935__R7DVL7__CXT93_01180
ERR1913157.1067518__1.1067518	46503__K5ZX50__dnaG_1
ERR1913157.1067751__1.1067751	39488__A0A374NU89__ERS852578_02475
ERR1913157.1067979__1.1067979	508460__GCF_000585335.1_00150
ERR1913157.1068004__1.1068004	239935__B2UPZ6__CXU03_03800
ERR1913157.1068050__1.1068050	1680__R5GRA4__ERS852382_01548
ERR1913157.1068144__1.1068144	1897011__A0A1Q6REW8__BHW41_04435
ERR1913157.1068291__1.1068291	853__E2ZGD9__C7J97_11715
ERR1913157.1068323__1.1068323	310297__B5D3X5__BHV76_01155
ERR1913157.1068437__1.1068437	292800__A0A174SJV9__dppA_6
ERR1913157.1068408__1.1068408	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913157.1068775__1.1068775	1897011__A0A1Q6RC54__BHW41_06555
ERR1913157.1069024__1.1069024	239935__A0A2N8INK7__Amuc_0521
ERR1913157.1069147__1.1069147	39492__D4JWG3__EUBSIR_00308
ERR1913157.1069196__1.1069196	1897011__A0A1Q6RC34__BHW41_06455
ERR1913157.1069348__1.1069348	33043__A0A173WTV6__ERS852400_02153
ERR1913157.1069308__1.1069308	1235835__R9LCU2__C814_02677
ERR1913157.1069484__1.1069484	1263000__R5EGY6__BN466_00973
ERR1913157.1069562__1.1069562	74426__pta
ERR1913157.1069784__1.1069784	1262761__R6QIT0__BN606_00225
ERR1913157.1070298__1.1070298	1161942__celK_1
ERR1913157.1070375__1.1070375	33043__D5HDF1__ERS852386_02231
ERR1913157.1070380__1.1070380	239935__R6JD78__CXU05_09250
ERR1913157.1070382__1.1070382	820__A0A174M9V5__M093_0237
ERR1913157.1070394__1.1070394	1262869__R7CV70__BN625_00699
ERR1913157.1070423__1.1070423	853__A0A173RZ39__C4N22_01650
ERR1913157.1070622__1.1070622	33043__A0A173ZZ54__ERS852400_00193
ERR1913157.1070692__1.1070692	944036__A0A196SPF6__AV274_0210
ERR1913157.1070875__1.1070875	46503__R6XCJ0__PARMER_01847
ERR1913157.1071168__1.1071168	165179__D1PE06__DXC61_05975
ERR1913157.1071303__1.1071303	853__E2ZGD9__C7J97_11715
ERR1913157.1071319__1.1071319	1680__A1A0V3__C8077_03025
ERR1913157.1071448__1.1071448	1263000__R5EEL2__BN466_01100
ERR1913157.1071395__1.1071395	239935__A0A2N8I390__CXU16_10675
ERR1913157.1071854__1.1071854	301301__A0A395VFD3__ERS852391_02492
ERR1913157.1071989__1.1071989	1680__A0A087DLC6__C8077_00815
ERR1913157.1072152__1.1072152	820__A0A139K8X8__DXC80_17665
ERR1913157.1072154__1.1072154	239935__A0A2N8IMC3__CXT96_03840
ERR1913157.1072159__1.1072159	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913157.1072227__1.1072227	239935__A0A2N8J1K0__CXT97_05765
ERR1913157.1072344__1.1072344	106588__A6NUL8__BACCAP_01900
ERR1913157.1072378__1.1072378	853__A8S882__C4N23_07600
ERR1913157.1072643__1.1072643	1262945__R6YNE9__BN600_00111
ERR1913157.1073394__1.1073394	239935__R7DVL7__CXT93_01180
ERR1913157.1073571__1.1073571	1262959__R5Y731__BN680_01639
ERR1913157.1073599__1.1073599	40518__R5DS23__DXD86_01715
ERR1913157.1073644__1.1073644	239935__A0A2N8I8X8__B5G29_00185
ERR1913157.1073656__1.1073656	944036__A0A196S8S8__AV274_5932
ERR1913157.1073687__1.1073687	853__E2ZGD9__C7J97_11715
ERR1913157.1073910__1.1073910	853__A0A3E2V168__FAEPRAM212_00929
ERR1913157.1073881__1.1073881	147206__GCF_000156215.1_01777
ERR1913157.1074255__1.1074255	214856__I3YMN6__Alfi_1938
ERR1913157.1074607__1.1074607	944036__A0A196SIU9__AV274_2183
ERR1913157.1074671__1.1074671	1262915__R6HQ76__BN574_01476
ERR1913157.1074644__1.1074644	1235835__R9LCU2__C814_02677
ERR1913157.1074980__1.1074980	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913157.1075033__1.1075033	239935__A0A2N8J1K0__CXT97_05765
ERR1913157.1075091__1.1075091	1262915__R6IC38__BN574_01651
ERR1913157.1075401__1.1075401	901__B6WXI1__DESPIGER_1636
ERR1913157.1075376__1.1075376	46506__S3YS03__DXC34_03445
ERR1913157.1075608__1.1075608	328814__GCA_004558275.1_00991
ERR1913157.1075708__1.1075708	552398__F4XCR9__HMPREF0866_01636
ERR1913157.1076399__1.1076399	1161942__addB
ERR1913157.1076748__1.1076748	1262992__R5DE42__BN795_00179
ERR1913157.1076948__1.1076948	820__A0A3E4W9D9__B5G17_12400
ERR1913157.1077077__1.1077077	1262915__R6HN70__BN574_00783
ERR1913157.1077300__1.1077300	246787__R6K756__HMPREF1062_01819
ERR1913157.1077859__1.1077859	239935__A0A2N8I1R3__CXU05_06075
ERR1913157.1078179__1.1078179	1262761__R6R3I7__BN606_01771
ERR1913157.1079195__1.1079195	33043__A8SQU6__ERS852386_01237
ERR1913157.1079284__1.1079284	1161942__celI_5
ERR1913157.1079339__1.1079339	165179__A0A3E5E3D6__DXC61_05750
ERR1913157.1079434__1.1079434	1897011__A0A1Q6REA0__BHW41_04660
ERR1913157.1079781__1.1079781	1262992__R5D6G0__BN795_00277
ERR1913157.1079860__1.1079860	28117__B0MTY2__BHV66_06485
ERR1913157.1080531__1.1080531	33043__A0A173QUA9__ERS852400_01795
ERR1913157.1080579__1.1080579	239935__A0A2N8I9I3__CXU19_12035
ERR1913157.1080638__1.1080638	33043__D5HGZ8__nnr
ERR1913157.1080729__1.1080729	901__B6WV59__feoB
ERR1913157.1080707__1.1080707	1965631__A0A1Y4AIV0__B5F90_04660
ERR1913157.1080904__1.1080904	1680__A0A374QDL4__LMG18897_0432
ERR1913157.1081008__1.1081008	1262911__R6H2J2__BN557_01228
ERR1913157.1081399__1.1081399	1262989__R6YEN7__BN815_00483
ERR1913157.1081460__1.1081460	1680__A0A3E4SB79__BAD_1517
ERR1913157.1081670__1.1081670	1150298__A0A174FT27__ERS852535_01803
ERR1913157.1081780__1.1081780	165179__A0A3E5A554__DXB80_13805
ERR1913157.1081896__1.1081896	74426__group_4823
ERR1913157.1081957__1.1081957	944036__A0A196SDL3__AV274_3886
ERR1913157.1082650__1.1082650	33043__A0A173ZXG0__ERS852400_00169
ERR1913157.1082704__1.1082704	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.1082719__1.1082719	821__A6L0C7__ERS852556_03520
ERR1913157.1082796__1.1082796	74426__sugC
ERR1913157.1082852__1.1082852	33043__D5HF53__ERS852386_02418
ERR1913157.1082877__1.1082877	239935__A0A2N8J2P6__ADH72_06730
ERR1913157.1083627__1.1083627	1235835__R9LCU2__C814_02677
ERR1913157.1083870__1.1083870	239935__R7DVL7__CXT93_01180
ERR1913157.1084031__1.1084031	239935__A0A2N8IRL2__CXU06_01170
ERR1913157.1084335__1.1084335	853__A0A3E2V168__FAEPRAM212_00929
ERR1913157.1084423__1.1084423	239935__A0A2N8IMC3__CXT96_03840
ERR1913157.1084491__1.1084491	239935__A0A139TPG3__CXT86_08810
ERR1913157.1084556__1.1084556	33043__D5HH72__ERS852445_02265
ERR1913157.1084563__1.1084563	1263000__R5EKG2__BN466_02040
ERR1913157.1084680__1.1084680	1680__A0A173W5Z2__DXC53_01290
ERR1913157.1084687__1.1084687	901__B6WVJ8__DHV46_03535
ERR1913157.1084653__1.1084653	33043__D5HIE6__ERS852445_01796
ERR1913157.1085102__1.1085102	239935__A0A2N8IRL2__CXU06_01170
ERR1913157.1085272__1.1085272	33043__D5HF43__ERS852445_00477
ERR1913157.1085285__1.1085285	853__A0A174UDE9__C4N25_12775
ERR1913157.1085352__1.1085352	39496__A5Z5I2__EUBVEN_00963
ERR1913157.1085524__1.1085524	239935__A0A139TPG3__CXT86_08810
ERR1913157.1086382__1.1086382	246618__M4RG38__BPORC_0326
ERR1913157.1086299__1.1086299	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913157.1086534__1.1086534	165179__A0A3E5E920__DXB80_11625
ERR1913157.1086705__1.1086705	1263000__R5EAZ0__BN466_00537
ERR1913157.1086754__1.1086754	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913157.1086837__1.1086837	1263027__R7A006__BN699_02145
ERR1913157.1086864__1.1086864	853__A0A174C5M1__CGS58_04460
ERR1913157.1087541__1.1087541	33043__D5HEL7__ERS852400_00347
ERR1913157.1087727__1.1087727	1161942__coaX
ERR1913157.1087812__1.1087812	853__A0A2A7B1Y7__C7K05_11930
ERR1913157.1087901__1.1087901	901__B6WUW8__DESPIGER_1921
ERR1913157.1088135__1.1088135	239935__R6J776__CXU07_02355
ERR1913157.1088336__1.1088336	901__B6WQV8__DESPIG_00437
ERR1913157.1088405__1.1088405	853__C7H7F5__DWZ46_01780
ERR1913157.1088924__1.1088924	1161942__acsA_1
ERR1913157.1089214__1.1089214	820__A0A139K5A6__DXB48_12175
