ERR1913140.348__1.348	1262882__R5N3T7__BN519_01188
ERR1913140.2186019__1.2186019	1318__I1ZKF4__HMPREF9962_0403
ERR1913140.2185983__1.2185983	626940__E8LCX3__HMPREF9443_00696
ERR1913140.2186198__1.2186198	165179__A0A3E5DZA5__DXB80_12550
ERR1913140.2186392__1.2186392	853__A0A173XRA8__CGS56_09290
ERR1913140.2186798__1.2186798	626940__E8LB62__BHW43_02905
ERR1913140.2186852__1.2186852	1739406__A0A1S1EMV2__HMPREF2902_07095
ERR1913140.2186926__1.2186926	165179__D1P8V8__DXC61_01940
ERR1913140.2187028__1.2187028	39491__A0A395V297__EUR_01010
ERR1913140.2187130__1.2187130	165179__A0A3E5E7J5__DXC61_10360
ERR1913140.2187108__1.2187108	155148__GeneID:921005
ERR1913140.2187211__1.2187211	905__D2RLU3__SAMN05216495_11025
ERR1913140.2187265__1.2187265	39491__R6TQ09__DXC13_03010
ERR1913140.2187463__1.2187463	165179__D1PE06__DXC61_05975
ERR1913140.2187908__1.2187908	563769__GeneID:6973157
ERR1913140.2188066__1.2188066	1262882__R5MIC9__BN519_00834
ERR1913140.2188107__1.2188107	204516__U6R9H3__HMPREF1534_03348
ERR1913140.2188226__1.2188226	820__A0A139K426__B5G17_09115
ERR1913140.2188201__1.2188201	165179__D1PDJ4__DXB80_08505
ERR1913140.2188331__1.2188331	39492__B0MPL6__EUBSIR_01779
ERR1913140.2188333__1.2188333	590739__GeneID:8250816
ERR1913140.2188455__1.2188455	1262959__R5XUW5__BN680_01864
ERR1913140.2188534__1.2188534	1357825__GeneID:17494397
ERR1913140.2188599__1.2188599	33039__R6PZ42__mprA_2
ERR1913140.2188655__1.2188655	626940__E8LEM1__BHW43_06255
ERR1913140.2188699__1.2188699	74426__rpoC
ERR1913140.2189005__1.2189005	1262911__R6GMA5__BN557_00481
ERR1913140.2189032__1.2189032	823__A6LHJ7__ERS852380_00253
ERR1913140.2189048__1.2189048	853__A0A174C5M1__CGS58_04460
ERR1913140.2189255__1.2189255	165179__D1P9T6__PREVCOP_04016
ERR1913140.2189174__1.2189174	1304__D0EMA3__CKU37_11015
ERR1913140.2189358__1.2189358	820__A0A1T4IY71__HMPREF2141_02402
ERR1913140.2189652__1.2189652	39491__C4ZF05__vpr
ERR1913140.2189804__1.2189804	564886__GeneID:6973115
ERR1913140.2189912__1.2189912	39492__D4JSB6__ERS852540_00627
ERR1913140.2190174__1.2190174	820__E5VEH7__ERS852459_01300
ERR1913140.2190258__1.2190258	165179__D1PE06__DXC61_05975
ERR1913140.2190331__1.2190331	301302__A0A0M6WV88__dhaS_2
ERR1913140.2190513__1.2190513	1262936__R7J2E3__BN799_00170
ERR1913140.2190527__1.2190527	1262988__R7N397__BN816_01278
ERR1913140.2190596__1.2190596	1262687__R7M145__BN701_01127
ERR1913140.2190724__1.2190724	33039__D4M4F8__ERS852502_02771
ERR1913140.2190701__1.2190701	410072__C0BBT6__DXD67_02315
ERR1913140.2190650__1.2190650	1262936__R7J0Z2__BN799_00650
ERR1913140.2190832__1.2190832	165179__A0A174W369__PREVCOP_04548
ERR1913140.2191049__1.2191049	357276__A0A0K2HJA6__DXD47_07320
ERR1913140.2191157__1.2191157	1262911__R6GZX7__BN557_00838
ERR1913140.2191191__1.2191191	853__A0A3E2U7E6__ERS852582_01640
ERR1913140.2191194__1.2191194	2292352__A0A374UMB7__DXC23_09370
ERR1913140.2191203__1.2191203	905__R7LYY0__Acfer_1449
ERR1913140.2191237__1.2191237	33043__D5HHT0__ERS852445_02798
ERR1913140.2191526__1.2191526	562__P0AFH7__oppC
ERR1913140.2191547__1.2191547	2292352__A0A374UMB7__DXC23_09370
ERR1913140.2191884__1.2191884	74426__pflB_2
ERR1913140.2192017__1.2192017	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913140.2192020__1.2192020	165179__D1PCT4__DXB80_09470
ERR1913140.2192120__1.2192120	1535__A7VQG9__CH238_12245
ERR1913140.2192325__1.2192325	1262959__R5YH34__BN680_01621
ERR1913140.2192437__1.2192437	165179__R6BQP4__DXC61_02015
ERR1913140.2192510__1.2192510	39492__R6RT40__prkC_3
ERR1913140.2192811__1.2192811	901__B6WVE1__DESPIGER_2036
ERR1913140.2192899__1.2192899	1262886__R6QAH7__BN563_01646
ERR1913140.2192979__1.2192979	351676__A0A2D0KSQ6__Xkoz_03831
ERR1913140.2193226__1.2193226	165179__R6C3K4__PREVCOP_05795
ERR1913140.2193482__1.2193482	360807__A0A1Q6T326__appA_1
ERR1913140.2193640__1.2193640	165179__D1P8K1__DXB80_06045
ERR1913140.2193809__1.2193809	33039__A0A175A099__cynR_1
ERR1913140.2193835__1.2193835	1262886__R6Q6Q1__BN563_00546
ERR1913140.2194331__1.2194331	165179__R6C3K4__PREVCOP_05795
ERR1913140.2194489__1.2194489	1262959__R5YDL9__BN680_00404
ERR1913140.2194529__1.2194529	328814__GCA_004558275.1_00075
ERR1913140.2194535__1.2194535	1535__A7VNP6__CH238_14995
ERR1913140.2194619__1.2194619	165179__D1P9T6__PREVCOP_04016
ERR1913140.2194671__1.2194671	39492__D4JR20__trmD
ERR1913140.2194732__1.2194732	166486__D4L3V9__ROSINTL182_07680
ERR1913140.2195286__1.2195286	165179__A0A3E5E4P9__DXB80_07930
ERR1913140.2195387__1.2195387	1262936__R7J169__BN799_00083
ERR1913140.2195464__1.2195464	1262886__R6QNJ6__BN563_00594
ERR1913140.2195675__1.2195675	1472761__GCA_002159295.1_00744
ERR1913140.2195773__1.2195773	1262886__R6QKQ6__BN563_01547
ERR1913140.2195799__1.2195799	1262882__R5ML49__BN519_01361
ERR1913140.2195824__1.2195824	1262936__R7J0S3__BN799_01459
ERR1913140.2195834__1.2195834	39486__G1WVT6__DXD50_09980
ERR1913140.2195913__1.2195913	626940__E8LFF6__BHW43_06155
ERR1913140.2196341__1.2196341	820__R9HXK9__DXB62_08265
ERR1913140.2196342__1.2196342	414970__GeneID:5204399
ERR1913140.2196373__1.2196373	905__D2RKL3__Acfer_1254
ERR1913140.2196547__1.2196547	853__A0A173XRA8__CGS56_09290
ERR1913140.2196640__1.2196640	905__D2RP32__SAMN02910455_01452
ERR1913140.2196785__1.2196785	40519__U2KQV0__RUMCAL_02004
ERR1913140.2196807__1.2196807	410072__C0BBR9__yqeC
ERR1913140.2196868__1.2196868	39491__A0A395ZKJ0__DXD13_11010
ERR1913140.2196943__1.2196943	1262936__R7IY78__BN799_00717
ERR1913140.2196963__1.2196963	820__A0A078STJ8__DXC68_04690
ERR1913140.2197152__1.2197152	33039__R6P284__spoIIIE
ERR1913140.2197224__1.2197224	165179__D1PES9__DXB80_11585
ERR1913140.2197414__1.2197414	28116__C3QVY2__SAMN05444282_12234
ERR1913140.2197416__1.2197416	39491__A0A396FJA4__DXB99_05435
ERR1913140.2197447__1.2197447	358743__G5HG21__HMPREF9470_02205
ERR1913140.2197695__1.2197695	214856__I3YPI7__pepD_1
ERR1913140.2197708__1.2197708	166486__D4L337__msbA_4
ERR1913140.2198101__1.2198101	626940__E8LBE7__BN587_01102
ERR1913140.2198356__1.2198356	901__B6WXH1__DESPIGER_1644
ERR1913140.2198443__1.2198443	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913140.2198462__1.2198462	626940__E8LCL8__DCQ00_09880
ERR1913140.2198640__1.2198640	1262936__R7J5X5__BN799_00356
ERR1913140.2198648__1.2198648	410072__A0A174AMX4__dacB_1
ERR1913140.2198691__1.2198691	901__B6WXX4__DESPIGER_1515
ERR1913140.2198692__1.2198692	901__B6WXX4__DESPIGER_1515
ERR1913140.2198875__1.2198875	165179__A0A174K816__DXB80_12000
ERR1913140.2198961__1.2198961	10680__GeneID:1261099
ERR1913140.2199009__1.2199009	39486__G1WQ05__DXD10_14820
ERR1913140.2199055__1.2199055	40519__U2K3X3__RUMCAL_03439
ERR1913140.2199101__1.2199101	901__B6WX92__DESPIG_02718
ERR1913140.2199111__1.2199111	1262936__R7J144__BN799_01386
ERR1913140.2199486__1.2199486	33043__A0A174EI47__inlJ
ERR1913140.2199693__1.2199693	10680__GeneID:1261100
ERR1913140.2199726__1.2199726	821__A0A3E4WAR6__DXD64_10735
ERR1913140.2199927__1.2199927	1262959__R5Y6L0__BN680_01484
ERR1913140.2200165__1.2200165	1262936__R7J0K9__BN799_01537
ERR1913140.2200247__1.2200247	2292352__A0A374UKE7__DXC23_09500
ERR1913140.2200383__1.2200383	28117__B0MY34__BHV66_05195
ERR1913140.2200446__1.2200446	1147152__GeneID:14182017
ERR1913140.2200477__1.2200477	853__A0A3E2U7E6__ERS852582_01640
ERR1913140.2200571__1.2200571	820__R9I3Q7__HMPREF1072_01668
ERR1913140.2200610__1.2200610	905__D2RKM4__SAMN05216495_1016
ERR1913140.2200679__1.2200679	165179__A0A3E5AGH1__DXB80_05820
ERR1913140.2200643__1.2200643	562__P69229__G746_02312
ERR1913140.2200645__1.2200645	301301__A0A395VAT7__dhaS_1
ERR1913140.2200783__1.2200783	165179__R6CJG8__DXC61_09290
ERR1913140.2200850__1.2200850	853__A0A2A7B9I6__DW855_13690
ERR1913140.2200898__1.2200898	165179__D1PGD2__DXC61_10875
ERR1913140.2201033__1.2201033	1262959__R5Y383__BN680_00338
ERR1913140.2201047__1.2201047	905__D2RND3__Acfer_0151
ERR1913140.2201134__1.2201134	165179__D1PGU8__PREVCOP_06463
ERR1913140.2201179__1.2201179	562__A0A376L0A6__CQA14_19985
ERR1913140.2201342__1.2201342	165179__D1PE06__DXC61_05975
ERR1913140.2201413__1.2201413	33039__D4M2F6__RTO_06900
ERR1913140.2201536__1.2201536	61171__B9Y6J6__HOLDEFILI_01437
ERR1913140.2201712__1.2201712	626940__E8LD43__DCQ00_06340
ERR1913140.2201723__1.2201723	10680__GeneID:1261100
ERR1913140.2201797__1.2201797	626940__E8LCL8__DCQ00_09880
ERR1913140.2201861__1.2201861	2292352__A0A374UKE7__DXC23_09500
ERR1913140.2202125__1.2202125	1262741__R6CKV8__BN697_00637
ERR1913140.2202143__1.2202143	1263000__R5EQY7__BN466_01150
ERR1913140.2202309__1.2202309	563769__GeneID:6973141
ERR1913140.2202542__1.2202542	853__A8S882__C4N23_07600
ERR1913140.2202646__1.2202646	853__A0A2A7A4A9__C4N21_14870
ERR1913140.2202751__1.2202751	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913140.2202754__1.2202754	1262936__R7J1R1__BN799_00897
ERR1913140.2202791__1.2202791	165179__A0A174W369__PREVCOP_04548
ERR1913140.2202795__1.2202795	165179__D1PCY7__DXB80_02765
ERR1913140.2202910__1.2202910	165179__D1P9T6__PREVCOP_04016
ERR1913140.2202913__1.2202913	39485__A0A174YRS0__ERS852492_00307
ERR1913140.2203046__1.2203046	33043__A0A173ZEP9__araC_1
ERR1913140.2203058__1.2203058	165179__D1P9T6__PREVCOP_04016
ERR1913140.2203007__1.2203007	39491__A0A395ZBW8__DXC13_08840
ERR1913140.2203012__1.2203012	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913140.2203106__1.2203106	39491__A0A0M6WPN4__DXB69_06325
ERR1913140.2203255__1.2203255	905__D2RL73__Acfer_1466
ERR1913140.2203372__1.2203372	563769__GeneID:6973158
ERR1913140.2203401__1.2203401	853__A0A174BA00__DW905_01145
ERR1913140.2203440__1.2203440	820__A0A174GK47__ERS852421_00200
ERR1913140.2203476__1.2203476	165179__A0A229I9X5__CFT61_01205
ERR1913140.2203547__1.2203547	204516__U6RFV1__HMPREF1534_02560
ERR1913140.2203628__1.2203628	357276__A0A076IS26__EL88_15950
ERR1913140.2203633__1.2203633	823__C7XA51__BDI_0499
ERR1913140.2203684__1.2203684	2292352__A0A374UML6__DXC23_09355
ERR1913140.2203742__1.2203742	39491__A0A395ZHW9__DXC13_02590
ERR1913140.2203922__1.2203922	227940__GeneID:1260616
ERR1913140.2204072__1.2204072	626940__E8LDT4__rarD
ERR1913140.2204077__1.2204077	1262741__R6D2Z4__BN697_01266
ERR1913140.2204161__1.2204161	204516__U6RDD8__HMPREF1534_02559
ERR1913140.2204407__1.2204407	901__B6WVX9__DESPIG_02247
ERR1913140.2204387__1.2204387	853__A0A3E2U7E6__ERS852582_01640
ERR1913140.2204459__1.2204459	820__A0A173W419__DXC68_17760
ERR1913140.2204617__1.2204617	626940__E8LEB0__BHW43_01865
ERR1913140.2204601__1.2204601	166486__D4KXA3__ROSINTL182_05894
ERR1913140.2204721__1.2204721	39492__D4JWD3__EUBSIR_00151
ERR1913140.2205076__1.2205076	2108523__A0A2P2F507__LAWASA_1081
ERR1913140.2205129__1.2205129	823__A0A073I9P2__CF162_18000
ERR1913140.2205148__1.2205148	1855371__A0A1U6I4E1__SAMN05216563_103130
ERR1913140.2205756__1.2205756	165179__A0A3E5E8M8__DXB80_11580
ERR1913140.2205781__1.2205781	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913140.2205895__1.2205895	820__A0A374Q854__HMPREF1073_03281
ERR1913140.2205962__1.2205962	905__D2RLG3__Acfer_1557
ERR1913140.2206050__1.2206050	564886__GeneID:6973115
ERR1913140.2206060__1.2206060	901__B6WQ99__BHW59_02695
ERR1913140.2206112__1.2206112	562__P0AFH7__oppC
ERR1913140.2206183__1.2206183	626940__E8LBE7__BN587_01102
ERR1913140.2206263__1.2206263	626940__E8LFN4__HMPREF9443_01675
ERR1913140.2206275__1.2206275	1263109__GCA_000438135.1_00053
ERR1913140.2206350__1.2206350	901__B6WQQ5__DHV46_03695
ERR1913140.2206512__1.2206512	1262741__R6CXB0__BN697_02420
ERR1913140.2206571__1.2206571	166486__A0A173T114__ROSINTL182_05085
ERR1913140.2206552__1.2206552	147206__GCF_000156215.1_01108
ERR1913140.2206629__1.2206629	165179__D1PCL6__DXB80_13435
ERR1913140.2206725__1.2206725	116085__D4J6A4__DW747_12795
ERR1913140.2207003__1.2207003	165179__D1PCT4__DXB80_09470
ERR1913140.2207195__1.2207195	10680__GeneID:1261099
ERR1913140.2207451__1.2207451	371601__D6CXF7__BN891_50120
ERR1913140.2207580__1.2207580	165179__A0A3E5DX15__DXC61_00345
ERR1913140.2207637__1.2207637	39485__A0A175A023__yhhT
ERR1913140.2208038__1.2208038	33043__D5HEE1__ERS852386_01671
ERR1913140.2208045__1.2208045	820__A0A139K4W5__HMPREF2141_02394
ERR1913140.2208034__1.2208034	905__D2RKU4__SAMN02910455_01054
ERR1913140.2208237__1.2208237	165179__A0A174XZU8__DXB80_12180
ERR1913140.2208259__1.2208259	165179__A0A229I1J2__DXB80_03950
ERR1913140.2208293__1.2208293	165179__A0A174W369__PREVCOP_04548
ERR1913140.2208458__1.2208458	187979__A0A173ZVI7__ptsG_2
ERR1913140.2208485__1.2208485	853__A0A3E2V168__FAEPRAM212_00929
ERR1913140.2208754__1.2208754	39491__A0A395ZDC6__addB
ERR1913140.2208806__1.2208806	39491__A0A395ZHW3__ERS852417_01359
ERR1913140.2208809__1.2208809	165179__A0A3E5DX15__DXC61_00345
ERR1913140.2208842__1.2208842	2292352__A0A374UML6__DXC23_09355
ERR1913140.2208908__1.2208908	1262959__R5YQL7__BN680_01863
ERR1913140.2208978__1.2208978	165179__D1P9T6__PREVCOP_04016
ERR1913140.2208983__1.2208983	165179__D1PEQ5__PREVCOP_05711
ERR1913140.2209016__1.2209016	1263000__R5EMZ8__BN466_00707
ERR1913140.2209041__1.2209041	39485__C4Z2X2__ERS852492_01808
ERR1913140.2209131__1.2209131	820__A0A174CK74__DXB48_07060
ERR1913140.2209145__1.2209145	165179__A0A3E5A5E5__DXC61_13965
ERR1913140.2209218__1.2209218	33039__D4M1B1__ERS852577_03971
ERR1913140.2209262__1.2209262	351676__A0A2D0KSQ6__Xkoz_03831
ERR1913140.2209313__1.2209313	1262911__R6GMS3__BN557_00579
ERR1913140.2209358__1.2209358	418240__C6JDJ1__ERS852478_02876
ERR1913140.2209411__1.2209411	39491__A0A395UXH0__EUBREC_0021
ERR1913140.2209464__1.2209464	39491__A0A396FNY7__LD38_16155
ERR1913140.2209605__1.2209605	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913140.2209613__1.2209613	74426__sugC
ERR1913140.2209833__1.2209833	360807__A0A0M6WIL3__ERS852444_01365
ERR1913140.2209927__1.2209927	1262961__R6E390__BN710_01338
ERR1913140.2210336__1.2210336	414970__GeneID:5204371
ERR1913140.2210376__1.2210376	1262913__R7JPE8__BN646_00316
ERR1913140.2210431__1.2210431	39491__D6E118__DXB69_05765
ERR1913140.2210599__1.2210599	1262741__R6CZW5__BN697_00568
ERR1913140.2210673__1.2210673	1262936__R7J0K9__BN799_01537
ERR1913140.2210857__1.2210857	165179__A0A229I9X5__CFT61_01205
ERR1913140.2210879__1.2210879	155148__GeneID:920998
ERR1913140.2211008__1.2211008	74426__group_4851
ERR1913140.2211312__1.2211312	227940__GeneID:1260616
ERR1913140.2211385__1.2211385	166486__D4KYM4__ERS852572_02981
ERR1913140.2211519__1.2211519	1262741__R6CDF7__BN697_01363
ERR1913140.2211565__1.2211565	626940__E8LG46__BHW43_08405
ERR1913140.2211567__1.2211567	165179__D1PEW8__DXB80_13775
ERR1913140.2211608__1.2211608	1897011__A0A1Q6REW8__BHW41_04435
ERR1913140.2211625__1.2211625	1262911__R6H054__BN557_00908
ERR1913140.2211666__1.2211666	165179__R6BPK1__DXB80_04445
ERR1913140.2211704__1.2211704	823__D7IT19__DHP27_03495
ERR1913140.2211743__1.2211743	820__A0A174CG08__DXB62_13215
ERR1913140.2212012__1.2212012	74426__infB
ERR1913140.2212016__1.2212016	165179__D1PDJ4__DXB80_08505
ERR1913140.2212082__1.2212082	1262911__R6GTZ4__BN557_01440
ERR1913140.2212157__1.2212157	348058__GeneID:7353029
ERR1913140.2212215__1.2212215	905__D2RL48__SAMN05216495_101190
ERR1913140.2212322__1.2212322	1357825__GeneID:17494398
ERR1913140.2212308__1.2212308	165179__R6B8D8__DXC61_09245
ERR1913140.2212334__1.2212334	39485__A0A174ZLH6__EUBELI_01564
ERR1913140.2212555__1.2212555	165179__A0A174IYW3__DXC61_01235
ERR1913140.2212522__1.2212522	823__A0A174WTX5__DD466_11965
ERR1913140.2212633__1.2212633	39491__A0A396FKG5__DXB76_07455
ERR1913140.2212768__1.2212768	165179__A0A3E5E6S6__DXB80_07575
ERR1913140.2212853__1.2212853	1262882__R5MEW7__BN519_00010
ERR1913140.2212957__1.2212957	901__B6WUY7__DHV46_11425
ERR1913140.2212986__1.2212986	165179__A0A174W369__PREVCOP_04548
ERR1913140.2213120__1.2213120	853__C7H7F8__yccM_1
ERR1913140.2213294__1.2213294	901__B6WTQ4__DESPIGER_1255
ERR1913140.2213448__1.2213448	360807__C0G083__ROSEINA2194_04432
ERR1913140.2213586__1.2213586	1263000__R5EI35__BN466_01649
ERR1913140.2213648__1.2213648	301301__A0A395VAL3__mcp2_2
ERR1913140.2213816__1.2213816	1262959__R5Y1I3__BN680_01750
ERR1913140.2213895__1.2213895	165179__D1PDJ4__DXB80_08505
ERR1913140.2214018__1.2214018	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913140.2213999__1.2213999	165179__A0A3E5A5E5__DXC61_13965
ERR1913140.2214207__1.2214207	901__B6WQE3__DHV46_07200
ERR1913140.2214217__1.2214217	1262911__R6H1K1__BN557_00910
ERR1913140.2214404__1.2214404	414970__GeneID:5204371
ERR1913140.2214455__1.2214455	214856__A0A174ZLY7__ERS852447_02456
ERR1913140.2214462__1.2214462	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913140.2214681__1.2214681	33043__D5HHF5__ERS852386_00025
ERR1913140.2214713__1.2214713	360807__C0FRZ9__RIL183_20711
ERR1913140.2214830__1.2214830	165179__A0A3E5E189__PREVCOP_06699
ERR1913140.2214841__1.2214841	2293125__A0A374C0K0__DW917_10610
ERR1913140.2215228__1.2215228	165179__D1PGD2__DXC61_10875
ERR1913140.2215273__1.2215273	1262936__R7J281__BN799_01079
ERR1913140.2215502__1.2215502	165179__A0A3E5EB26__CFT61_02800
ERR1913140.2215826__1.2215826	1680__A0A0C2YNK5__BADO_0780
ERR1913140.2215930__1.2215930	821__A0A174NSU0__BVU_3144
ERR1913140.2216054__1.2216054	165179__A0A3E5EB26__CFT61_02800
ERR1913140.2216066__1.2216066	2292352__A0A374UMB7__DXC23_09370
ERR1913140.2216133__1.2216133	33043__D5HI09__ERS852575_02656
ERR1913140.2216173__1.2216173	39491__A0A395ZGE4__ERS852497_01269
ERR1913140.2216253__1.2216253	626940__E8LDB8__BHW43_09995
ERR1913140.2216258__1.2216258	905__D2RKM4__SAMN05216495_1016
ERR1913140.2216410__1.2216410	1147152__GeneID:14181982
ERR1913140.2216426__1.2216426	165179__A0A3E5E3D6__DXC61_05750
ERR1913140.2216504__1.2216504	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913140.2216484__1.2216484	165179__A0A3E5AE59__DXC61_12885
ERR1913140.2216551__1.2216551	165179__D1PAJ7__PREVCOP_04222
ERR1913140.2216565__1.2216565	1780376__A0A143XQT4__BN3659_01658
ERR1913140.2216689__1.2216689	1613__A0A2M8LK88__FM122_06900
ERR1913140.2216694__1.2216694	1262911__R6GSH8__BN557_00939
ERR1913140.2216752__1.2216752	33043__A0A173XL07__nadD
ERR1913140.2216811__1.2216811	165179__A0A174W369__PREVCOP_04548
ERR1913140.2216847__1.2216847	165179__A0A229I1J2__DXB80_03950
ERR1913140.2216968__1.2216968	100886__R7GN92__CATMIT_00650
ERR1913140.2216954__1.2216954	166486__D4KYC3__ROSINTL182_05485
ERR1913140.2217028__1.2217028	2292352__A0A374UN97__DXC23_09390
ERR1913140.2217154__1.2217154	590739__GeneID:8250766
ERR1913140.2217208__1.2217208	165179__D1PGU8__PREVCOP_06463
ERR1913140.2217219__1.2217219	1262936__R7J048__BN799_01270
ERR1913140.2217261__1.2217261	1262959__R5Y7B4__BN680_01714
ERR1913140.2217296__1.2217296	360807__A0A174EGV9__ROSEINA2194_01773
ERR1913140.2217365__1.2217365	348058__GeneID:7353029
ERR1913140.2217368__1.2217368	821__U6RDC2__DXD46_15675
ERR1913140.2217739__1.2217739	165179__A0A3E5E643__DXB80_06030
ERR1913140.2217755__1.2217755	172901__A0A2U1A607__C8D82_1811
ERR1913140.2218163__1.2218163	1318__A0A3E4U9G0__HMPREF8577_1391
ERR1913140.2218238__1.2218238	853__A0A2A7A4A9__C4N21_14870
ERR1913140.2218255__1.2218255	61171__B9Y5T8__HOLDEFILI_01170
ERR1913140.2218333__1.2218333	1262936__R7IY33__BN799_00622
ERR1913140.2218342__1.2218342	626940__A0A1Q6R984__BHW43_02680
ERR1913140.2218516__1.2218516	1262936__R7J158__BN799_01406
ERR1913140.2218621__1.2218621	39492__D4JVG1__ERS852540_00951
ERR1913140.2218659__1.2218659	33043__A0A173X9G8__ERS852386_00532
ERR1913140.2218720__1.2218720	1262741__R6CXE4__BN697_02447
ERR1913140.2218862__1.2218862	853__A8S882__C4N23_07600
ERR1913140.2218871__1.2218871	820__R9I324__HMPREF2141_02414
ERR1913140.2219052__1.2219052	204516__U6RFV1__HMPREF1534_02560
ERR1913140.2219179__1.2219179	33043__A0A173XM20__ERS852445_01573
ERR1913140.2219303__1.2219303	360807__A0A1Q6T5F1__fliF
ERR1913140.2219814__1.2219814	46503__R6X5W5__HMPREF1078_03156
ERR1913140.2219797__1.2219797	165179__A0A174W369__PREVCOP_04548
ERR1913140.2219847__1.2219847	820__A0A396EUU8__luxQ_3
ERR1913140.2219934__1.2219934	33043__D5HGZ8__nnr
ERR1913140.2219949__1.2219949	28116__R6JI94__ERS852555_01222
ERR1913140.2219997__1.2219997	1262936__R7J144__BN799_01386
ERR1913140.2220369__1.2220369	1262911__R6H1B2__BN557_00840
ERR1913140.2220574__1.2220574	1262911__R6GPM2__BN557_00937
ERR1913140.2220655__1.2220655	1262882__R5MEK3__BN519_00296
ERR1913140.2220709__1.2220709	626940__A0A3C1IMH5__HMPREF9443_00013
ERR1913140.2220712__1.2220712	1262936__R7IZZ2__BN799_01307
ERR1913140.2220719__1.2220719	1675036__A0A344MKN1__ACT01_09605
ERR1913140.2220923__1.2220923	33043__D5HEU4__ftsW_3
ERR1913140.2220847__1.2220847	227940__GeneID:1260616
ERR1913140.2220995__1.2220995	165179__A0A3E4SB95__DXC61_13455
ERR1913140.2221001__1.2221001	39485__A0A174Z551__glnL
ERR1913140.2221030__1.2221030	907__G0VMQ1__MELS_2227
ERR1913140.2221032__1.2221032	626940__E8LFE6__DCQ00_00370
ERR1913140.2221285__1.2221285	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913140.2221452__1.2221452	33043__D5HDL8__ERS852575_02529
ERR1913140.2221458__1.2221458	46503__R6WQ01__PARMER_03826
ERR1913140.2221459__1.2221459	853__A0A173YYY4__DWZ04_09420
ERR1913140.2221469__1.2221469	363265__R7H776__HMPREF0673_01083
ERR1913140.2221615__1.2221615	165179__A0A174IPI3__CFT61_10940
ERR1913140.2221630__1.2221630	165179__D1P8V8__DXC61_01940
ERR1913140.2221757__1.2221757	155148__GeneID:921005
ERR1913140.2221819__1.2221819	165179__A0A3E5A5E5__DXC61_13965
ERR1913140.2222065__1.2222065	165179__A0A3E5AE59__DXC61_12885
ERR1913140.2222111__1.2222111	410072__A0A173ZGJ2__ERS852389_01316
ERR1913140.2222149__1.2222149	823__A6L9D3__ERS852560_03374
ERR1913140.2222249__1.2222249	1262911__R6GSH8__BN557_00939
ERR1913140.2222346__1.2222346	165179__A0A3E5E2C8__folA
ERR1913140.2222755__1.2222755	39491__A0A174K9A3__DXB69_07785
ERR1913140.2222782__1.2222782	820__A0A139KHX1__HMPREF2141_00289
ERR1913140.2222835__1.2222835	821__A0A0P0L952__M097_4235
ERR1913140.2222981__1.2222981	853__A0A173SUU8__CGS54_06840
ERR1913140.2223184__1.2223184	357276__A0A076IS73__GV66_00410
ERR1913140.2223221__1.2223221	1263006__R6LL73__BN515_00292
ERR1913140.2223226__1.2223226	1262936__R7J2E3__BN799_00170
ERR1913140.2223246__1.2223246	39491__A0A396FRE7__EUR_27520
ERR1913140.2223379__1.2223379	166486__D4L402__ROSINTL182_05182
ERR1913140.2223464__1.2223464	820__I9A4U7__DHU98_12785
