ERR1913314.38__1.38	28116__R6DIL2__DXD69_10970
ERR1913314.647126__1.647126	214856__R6XS02__ERS852447_01685
ERR1913314.647206__1.647206	301302__R5VCU3__cbiK_2
ERR1913314.647214__1.647214	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913314.647649__1.647649	216816__E5XYF2__APC1480_0509
ERR1913314.647659__1.647659	28116__A7LS02__DXF98_24100
ERR1913314.647743__1.647743	1776081__A0A1B8WX80__A0U42_05350
ERR1913314.647795__1.647795	1660__A7BAZ9__ahcY
ERR1913314.647916__1.647916	239935__A0A2N8IMC3__CXT96_03840
ERR1913314.647959__1.647959	820__A0A3E4G3J9__ERS852459_02265
ERR1913314.647922__1.647922	187327__U2VKS6__Acin_2226
ERR1913314.647966__1.647966	820__A0A374Q351__DXD40_05850
ERR1913314.647987__1.647987	40518__R5DZB3__RB5AMG_01719
ERR1913314.648006__1.648006	820__A0A3E4G826__C801_01612
ERR1913314.648039__1.648039	820__A0A3E4WA06__ERS852554_03404
ERR1913314.648076__1.648076	626929__F3PGY0__SAMN05444376_1243
ERR1913314.648086__1.648086	820__A0A396EUU8__luxQ_3
ERR1913314.648426__1.648426	39488__R5G6A7__DXD91_05835
ERR1913314.648536__1.648536	40518__R5DVL2__penA
ERR1913314.648624__1.648624	820__A0A1Q6IDS8__chtA
ERR1913314.648670__1.648670	28117__B0MU57__ALIPUT_00175
ERR1913314.648698__1.648698	39488__A0A374MV67__DXD91_15895
ERR1913314.648748__1.648748	47678__R5U7X5__ERS852558_01354
ERR1913314.648799__1.648799	40518__R5DZC6__mreC
ERR1913314.648801__1.648801	40518__R5DP61__DXD86_06345
ERR1913314.648835__1.648835	487174__K0X6A4__HMPREF9448_00105
ERR1913314.648923__1.648923	823__A0A395YZG9__M092_4358
ERR1913314.649119__1.649119	1111454__U7USY5__HMPREF1250_1281
ERR1913314.649145__1.649145	818__R7KLE6__BJP75_004275
ERR1913314.649179__1.649179	821__A0A174K302__CUU_3129
ERR1913314.649260__1.649260	40518__R5E500__RBL263_01193
ERR1913314.649269__1.649269	39486__R6SW59__DORFOR_03117
ERR1913314.649407__1.649407	28116__E5C3L0__B5F02_21065
ERR1913314.649451__1.649451	820__A0A174LJB2__HMPREF1072_04112
ERR1913314.649458__1.649458	394340__nrdD
ERR1913314.649541__1.649541	292800__A0A174XAG3__HMPREF0372_00094
ERR1913314.649766__1.649766	1550024__G9RT86__ASJ35_16935
ERR1913314.649840__1.649840	1262954__R7F8M1__BN611_00969
ERR1913314.649939__1.649939	216816__B3DNW2__BL171B_07980
ERR1913314.650050__1.650050	820__A0A3E5E0T0__ERS852554_00312
ERR1913314.650136__1.650136	820__A0A139KH21__DXC80_01780
ERR1913314.650310__1.650310	46506__R5JSP7__AA415_01143
ERR1913314.650520__1.650520	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.650610__1.650610	820__R7E9Z4__DXC68_06065
ERR1913314.650613__1.650613	821__A0A173WG51__BVU_2549
ERR1913314.650654__1.650654	292800__A0A174J2N2__ERS852518_00415
ERR1913314.650659__1.650659	47678__A5ZEX0__DW706_08045
ERR1913314.650692__1.650692	820__A0A139KA34__B5G17_05520
ERR1913314.650793__1.650793	820__A0A374Q854__HMPREF1073_03281
ERR1913314.650812__1.650812	820__A0A174FUF0__HMPREF1073_03308
ERR1913314.650872__1.650872	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913314.650931__1.650931	46506__R6A5T2__DXC41_10795
ERR1913314.650952__1.650952	1680__A7A4N3__ERS852382_00779
ERR1913314.650981__1.650981	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913314.650997__1.650997	821__A0A395UNT8__DXD64_15275
ERR1913314.651154__1.651154	187327__G4Q6V7__ACDG_01233
ERR1913314.651239__1.651239	818__A0A174SHK6__ERS852511_01161
ERR1913314.651174__1.651174	820__A0A3E4WA06__ERS852554_03404
ERR1913314.651346__1.651346	47678__R5U7U0__DW706_12005
ERR1913314.651469__1.651469	47678__R5U9M8__CGC64_07665
ERR1913314.651473__1.651473	1628085__A0A1C5ZB13__C7386_10421
ERR1913314.651566__1.651566	1550024__A0A3B9WEG3__ASJ35_04505
ERR1913314.651652__1.651652	1150298__R7JRJ7__ERS852406_01438
ERR1913314.651845__1.651845	187327__G4Q2M9__ACDG_01875
ERR1913314.651903__1.651903	216816__A0A061M1M5__HMPREF0177_01046
ERR1913314.652125__1.652125	820__A0A174QT76__B5G17_18060
ERR1913314.652171__1.652171	46506__A0A3E4UIV1__DXC34_17755
ERR1913314.652339__1.652339	820__A0A1Y3V743__M093_0235
ERR1913314.652375__1.652375	47678__R5U9X5__BACCAC_01339
ERR1913314.652455__1.652455	820__A0A3E4RU03__M093_0563
ERR1913314.652530__1.652530	39491__A0A396FIZ8__ERE_20410
ERR1913314.652600__1.652600	821__E5UY21__C800_02204
ERR1913314.652727__1.652727	39491__A0A395V1R3__T1815_08181
ERR1913314.652765__1.652765	39491__A0A396FRK0__ERS852417_00541
ERR1913314.652793__1.652793	556259__I0PYM3__BSGG_5385
ERR1913314.652887__1.652887	820__A0A396EUV1__B5G17_06465
ERR1913314.653112__1.653112	187327__G4Q440__pepD
ERR1913314.653155__1.653155	39491__A0A396FUZ3__phoR_1
ERR1913314.653158__1.653158	820__A7V8C2__ERS852554_01338
ERR1913314.653237__1.653237	169435__A0A174S5K6__DXC40_15865
ERR1913314.653290__1.653290	1263107__GCA_000436995.1_00069
ERR1913314.653516__1.653516	706562__GCA_900112995.1_00062
ERR1913314.653618__1.653618	28117__B0MWC6__BHV66_00965
ERR1913314.653659__1.653659	821__C6ZAA5__ERS852556_00403
ERR1913314.653689__1.653689	821__E5UPR6__SAMN04487923_101768
ERR1913314.653709__1.653709	823__A0A069S0G2__DXB14_03195
ERR1913314.653833__1.653833	649756__L1Q1A0__ERS852425_01427
ERR1913314.653797__1.653797	821__A0A0P0L8F8__ERS852509_03705
ERR1913314.653898__1.653898	1150298__R7JUS2__ERS852498_02193
ERR1913314.653906__1.653906	40518__R5DLJ7__lytR_4
ERR1913314.653983__1.653983	821__A0A395VIK7__BVU_1225
ERR1913314.654059__1.654059	40518__R5DVV1__RBATCC27255_00999
ERR1913314.654092__1.654092	371601__F7LA63__HMPREF1074_04288
ERR1913314.654143__1.654143	187327__G4Q440__pepD
ERR1913314.654281__1.654281	301302__A0A173TEJ2__M72_09031
ERR1913314.654304__1.654304	39488__A0A285PS86__EUBHAL_02647
ERR1913314.654409__1.654409	820__A0A374Q854__HMPREF1073_03281
ERR1913314.654528__1.654528	216816__A0A083XVP2__HMPREF1315_0108
ERR1913314.654563__1.654563	187327__G4Q3J1__ACDG_01977
ERR1913314.654675__1.654675	1680__A0A0C2YNK5__BADO_0780
ERR1913314.654686__1.654686	820__A0A3E4PYB0__yejM
ERR1913314.654741__1.654741	187327__G4Q2R6__Acin_2204
ERR1913314.654808__1.654808	1535__A7VNH0__CLOLEP_00095
ERR1913314.654834__1.654834	649756__E5VMQ9__prkC_2
ERR1913314.654855__1.654855	820__R9HP61__DXC91_01090
ERR1913314.654870__1.654870	187327__G4Q7A0__ACDG_00618
ERR1913314.654942__1.654942	820__A0A3E5E0T0__ERS852554_00312
ERR1913314.654944__1.654944	187327__G4Q6A3__ACDG_01732
ERR1913314.654916__1.654916	820__R9I2U8__DXC68_09590
ERR1913314.654967__1.654967	821__A0A395VIK7__BVU_1225
ERR1913314.654983__1.654983	1776081__A0A1B8WUM0__A0U42_09530
ERR1913314.655011__1.655011	820__A0A3E4G3J9__ERS852459_02265
ERR1913314.655075__1.655075	820__A0A139KH21__DXC80_01780
ERR1913314.655110__1.655110	328814__GCA_004558275.1_00059
ERR1913314.655132__1.655132	39488__A0A174BSK2__ERS852450_01031
ERR1913314.655133__1.655133	35833__E5Y1H2__HMPREF0179_00031
ERR1913314.655213__1.655213	28116__A0A139KS89__HMPREF2532_04387
ERR1913314.655170__1.655170	214856__I3YPN9__ERS852447_01389
ERR1913314.655242__1.655242	821__A0A395VIK7__BVU_1225
ERR1913314.655324__1.655324	556259__I0PYJ6__BSGG_5210
ERR1913314.655491__1.655491	821__C3RB94__DXC03_15585
ERR1913314.655610__1.655610	47678__R5UU25__DXB67_16190
ERR1913314.655698__1.655698	823__D7ILK2__ERS852380_00031
ERR1913314.655712__1.655712	357276__A0A076IS26__EL88_15950
ERR1913314.655689__1.655689	88431__A0A174G8Q6__ERS852526_02711
ERR1913314.655668__1.655668	187327__R6MDJ4__ACDG_00402
ERR1913314.655779__1.655779	35833__E5YAY4__HMPREF0179_03355
ERR1913314.655781__1.655781	820__A0A3E4G826__C801_01612
ERR1913314.655837__1.655837	39491__R6UMS6__DXD13_07035
ERR1913314.655892__1.655892	820__A0A139K8N1__ERS852554_00951
ERR1913314.656047__1.656047	187327__G4Q6P7__ACDG_01266
ERR1913314.655986__1.655986	357276__I9F3U2__B5F00_20845
ERR1913314.656064__1.656064	820__A0A374Q4X1__HMPREF2141_02370
ERR1913314.656080__1.656080	40518__R5DS23__DXD86_01715
ERR1913314.656164__1.656164	28116__A0A3E5ID75__SAMN05444282_10832
ERR1913314.656201__1.656201	818__Q8A335__HMPREF2534_01154
ERR1913314.656233__1.656233	1776081__A0A1B8WXS4__A0U42_04265
ERR1913314.656260__1.656260	187327__G4Q682__Acin_1672
ERR1913314.656267__1.656267	820__A0A396EUU8__luxQ_3
ERR1913314.656372__1.656372	820__A0A374Q351__DXD40_05850
ERR1913314.656389__1.656389	820__A0A078S569__gmhB
ERR1913314.656434__1.656434	820__A0A3E4W9D9__B5G17_12400
ERR1913314.656470__1.656470	28116__A0A078Q7C2__DHW41_14520
ERR1913314.656605__1.656605	47678__R5UAI1__BACCAC_01922
ERR1913314.656560__1.656560	821__A0A396F1N0__M099_1553
ERR1913314.656573__1.656573	216816__Q8G585__APC1473_0508
ERR1913314.656653__1.656653	1150298__A0A174PC05__ERS852498_00682
ERR1913314.656714__1.656714	28116__A0A395VRD0__HMPREF1017_03376
ERR1913314.656787__1.656787	821__A0A3E4KIM1__M097_3660
ERR1913314.656843__1.656843	487174__K0WZ94__HMPREF9448_00984
ERR1913314.656812__1.656812	820__A0A174F0C1__nreB
ERR1913314.656930__1.656930	820__A7V9F9__B5G17_14640
ERR1913314.657003__1.657003	823__A0A174U5E4__BDI_3390
ERR1913314.657119__1.657119	820__A0A3E5BMG9__DXD40_05130
ERR1913314.657319__1.657319	820__A7V859__ERS852462_00341
ERR1913314.657368__1.657368	292800__G9YSV5__HMPREF9460_03325
ERR1913314.657400__1.657400	187327__G4Q6E0__ACDG_00710
ERR1913314.657496__1.657496	1965604__A0A1Y4EJN3__B5F54_16620
ERR1913314.657602__1.657602	1680__A0A3E4SB79__BAD_1517
ERR1913314.657641__1.657641	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913314.657648__1.657648	821__A0A174NM17__lacZ_6
ERR1913314.657681__1.657681	821__A0A0P0LNX8__ERS852509_03015
ERR1913314.657843__1.657843	187327__G4Q441__ACDG_01975
ERR1913314.657891__1.657891	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913314.657949__1.657949	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913314.657998__1.657998	820__A0A3E4IGA7__DXD40_07110
ERR1913314.658084__1.658084	74426__rpoC
ERR1913314.658136__1.658136	88431__A0A174KCR9__DXB16_06030
ERR1913314.658182__1.658182	821__E5UMZ6__BVU_1450
ERR1913314.658250__1.658250	39491__A0A395UWZ1__DXC13_02175
ERR1913314.658386__1.658386	187327__G4Q682__Acin_1672
ERR1913314.658475__1.658475	820__A0A174G065__DXB62_08975
ERR1913314.658867__1.658867	821__A6L0C7__ERS852556_03520
ERR1913314.658906__1.658906	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913314.659014__1.659014	204516__U6RAM4__HMPREF1534_03439
ERR1913314.658984__1.658984	357276__A0A0K2HDP3__IY41_00705
ERR1913314.659103__1.659103	820__A0A3E4W6P0__gmhA
ERR1913314.659250__1.659250	187327__G4Q3B5__arcB
ERR1913314.659254__1.659254	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913314.659258__1.659258	626929__F3PKZ6__B5F24_10665
ERR1913314.659471__1.659471	820__A7VAS1__HMPREF2141_03259
ERR1913314.659542__1.659542	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913314.659616__1.659616	820__A0A374Q854__HMPREF1073_03281
ERR1913314.659630__1.659630	820__A0A139KA34__B5G17_05520
ERR1913314.659741__1.659741	88431__A0A174UTT9__clcA
ERR1913314.659705__1.659705	39486__R6TL37__DXD84_12405
ERR1913314.659780__1.659780	28116__A0A1Y4Q114__DXF98_00470
ERR1913314.659862__1.659862	214856__A0A173YE57__ERS852559_00126
ERR1913314.660156__1.660156	820__A0A174FUF0__HMPREF1073_03308
ERR1913314.660199__1.660199	357276__I8VLL2__HMPREF1065_03395
ERR1913314.660380__1.660380	820__A0A396EUU8__luxQ_3
ERR1913314.660593__1.660593	1680__A0A173Y6N7__yhaH
ERR1913314.660612__1.660612	47678__R5U8P0__DW706_15950
ERR1913314.660941__1.660941	821__A0A0P0M5Z6__BVU_0429
ERR1913314.660998__1.660998	1099853__G9S1R0__NSB1T_04390
ERR1913314.661148__1.661148	47678__R5UAF6__ERS852494_02966
ERR1913314.661167__1.661167	572010__fusA
ERR1913314.661194__1.661194	28117__B0MY34__BHV66_05195
ERR1913314.661205__1.661205	39490__U2NW65__phoR_2
ERR1913314.661468__1.661468	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913314.661524__1.661524	292800__A0A174RMP1__yhjX_3
ERR1913314.661653__1.661653	626929__F3PL44__SAMN05444376_0934
ERR1913314.661679__1.661679	187327__G4Q682__Acin_1672
ERR1913314.662038__1.662038	820__A0A3E4VZT7__DXB48_16145
ERR1913314.662141__1.662141	216816__A0A396FVC5__BL71B_00290
ERR1913314.662237__1.662237	28116__E5C3L8__DXF98_06270
ERR1913314.662318__1.662318	40518__A0A2N0UUY0__DXD83_02620
ERR1913314.662319__1.662319	40518__R5E5I9__yvhJ_2
ERR1913314.662330__1.662330	1776081__A0A1B8WVE2__A0U42_07925
ERR1913314.662590__1.662590	39491__C4Z9K7__EUBREC_0050
ERR1913314.662629__1.662629	820__A0A3E4FWC8__DXC91_14635
ERR1913314.662641__1.662641	239935__B2UPZ6__CXU03_03800
ERR1913314.662819__1.662819	28116__A0A1Y4Q112__evgS_13
ERR1913314.662964__1.662964	28116__A7M0W7__SAMN05444282_11172
ERR1913314.663028__1.663028	40518__R5E328__DXD86_08885
ERR1913314.663059__1.663059	39488__A0A374NJV6__EUBHAL_02710
ERR1913314.663340__1.663340	147206__GCF_000156215.1_00014
ERR1913314.663449__1.663449	821__A0A174NM17__lacZ_6
ERR1913314.663475__1.663475	1680__A0A3E4SB79__BAD_1517
ERR1913314.663514__1.663514	821__A0A396F598__CUU_3259
ERR1913314.663519__1.663519	820__A0A139K426__B5G17_09115
ERR1913314.663530__1.663530	187327__G4Q2J4__Acin_1428
ERR1913314.663547__1.663547	28117__B0MUY3__BHV66_00515
ERR1913314.663637__1.663637	820__A0A3E4RU03__M093_0563
ERR1913314.663782__1.663782	40518__R5E6N4__DXD93_01325
ERR1913314.663954__1.663954	818__D7I8A4__C799_02600
ERR1913314.664130__1.664130	28026__C0BTQ4__DXC75_02895
ERR1913314.664161__1.664161	820__A0A174G065__DXB62_08975
ERR1913314.664221__1.664221	39491__A0A3E4YFT8__DXB69_10940
ERR1913314.664345__1.664345	418240__A0A174DPU9__ERS852523_01652
ERR1913314.664378__1.664378	214856__I3YPR6__Alfi_2724
ERR1913314.664491__1.664491	821__A0A395UNT8__DXD64_15275
ERR1913314.664525__1.664525	40518__R5DYU1__DXD86_01160
ERR1913314.664586__1.664586	487174__K0X694__DIT83_09060
ERR1913314.664605__1.664605	821__A0A174NM17__lacZ_6
ERR1913314.664783__1.664783	292800__A0A174VL30__A4U99_16555
ERR1913314.664795__1.664795	821__I9R3W6__DXC16_12455
ERR1913314.664888__1.664888	1522__G1VQ13__SAMN05216507_1273
ERR1913314.664899__1.664899	47678__R5U8Y1__BACCAC_02615
ERR1913314.664938__1.664938	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913314.665086__1.665086	821__D4V4X2__DXC16_18525
ERR1913314.665090__1.665090	187327__G4Q6M6__ACDG_01245
ERR1913314.665188__1.665188	853__A0A2A7B1Y7__C7K05_11930
ERR1913314.665228__1.665228	28118__F9Z857__DER54_07670
ERR1913314.665267__1.665267	821__A0A0P0L8F8__ERS852509_03705
ERR1913314.665361__1.665361	820__R7E9Z4__DXC68_06065
ERR1913314.665404__1.665404	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.665411__1.665411	214856__A0A174FY07__ERS852447_02457
ERR1913314.665448__1.665448	239935__A0A2N8HX65__CXU17_02540
ERR1913314.665524__1.665524	187327__G4Q449__ACDG_01773
ERR1913314.665773__1.665773	820__A0A3E4GE89__DXB48_02565
ERR1913314.665839__1.665839	820__A0A139K8X8__DXC80_17665
ERR1913314.666222__1.666222	821__A0A396F598__CUU_3259
ERR1913314.666250__1.666250	471189__GCA_003340385.1_00107
ERR1913314.666301__1.666301	187327__G4Q5C7__Acin_2105
ERR1913314.666256__1.666256	820__A0A3E5E9Y8__DXD90_09110
ERR1913314.666266__1.666266	820__A0A374MXK3__HMPREF1072_00166
ERR1913314.666273__1.666273	357276__I8VN30__HMPREF1065_03051
ERR1913314.666377__1.666377	187327__G4Q8Y0__Acin_0436
ERR1913314.666451__1.666451	820__A0A174QT76__B5G17_18060
ERR1913314.666561__1.666561	821__A0A395UNT8__DXD64_15275
ERR1913314.666612__1.666612	821__E5UPR6__SAMN04487923_101768
ERR1913314.666667__1.666667	328813__A0A1Y3QRL5__B5G41_11625
ERR1913314.666774__1.666774	28052__R7NDF6__ERS852499_01807
ERR1913314.666846__1.666846	820__A0A139JRS5__HMPREF1073_04025
ERR1913314.666919__1.666919	187327__G4Q908__Acin_0464
ERR1913314.666924__1.666924	821__A0A0P0M3U7__DXB90_14325
ERR1913314.666994__1.666994	40518__R5DYP7__envC
ERR1913314.667093__1.667093	187327__G4Q682__Acin_1672
ERR1913314.667147__1.667147	820__A0A174TRB5__DXD40_11305
ERR1913314.667196__1.667196	820__R7E9Z4__DXC68_06065
ERR1913314.667227__1.667227	328814__GCA_004558275.1_00066
ERR1913314.667273__1.667273	821__A0A174ALF2__BvMPK_3016
ERR1913314.667387__1.667387	39486__G1WX25__DXD84_13390
ERR1913314.667427__1.667427	820__A0A374Q854__HMPREF1073_03281
ERR1913314.667872__1.667872	626929__F3PER7__B5F24_11615
ERR1913314.667956__1.667956	818__A0A0P0F2P7__BT_1771
ERR1913314.667995__1.667995	820__A0A139KH21__DXC80_01780
ERR1913314.668066__1.668066	820__A0A374Q8T2__DXB64_16190
ERR1913314.668289__1.668289	820__A0A174LJB2__HMPREF1072_04112
ERR1913314.668296__1.668296	46506__B0NPF6__BACSTE_01357
ERR1913314.668346__1.668346	328814__GCA_004558275.1_00079
ERR1913314.668363__1.668363	820__A0A174CG08__DXB62_13215
ERR1913314.668458__1.668458	214856__R6XS02__ERS852447_01685
ERR1913314.668911__1.668911	821__A0A0P0LH09__ERS852457_03390
ERR1913314.668926__1.668926	187327__G4Q5F1__Acin_2129
ERR1913314.668991__1.668991	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.669138__1.669138	818__Q8A0V7__BSIG_2755
ERR1913314.669186__1.669186	821__I9R3W6__DXC16_12455
ERR1913314.669220__1.669220	626929__F3PE27__SAMN05444376_0469
ERR1913314.669307__1.669307	821__E5UMZ6__BVU_1450
ERR1913314.669282__1.669282	820__A0A374Q1D8__SAMN05444418_112114
ERR1913314.669343__1.669343	1776081__A0A1B8WUQ9__A0U42_01755
ERR1913314.669431__1.669431	820__A7V470__HMPREF1072_02076
ERR1913314.669461__1.669461	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913314.669759__1.669759	820__A0A3E4W4Y7__B5G17_02055
ERR1913314.669800__1.669800	39491__A0A395ZDC6__addB
ERR1913314.669823__1.669823	28117__B0MXG7__BHV66_08620
ERR1913314.669886__1.669886	820__A0A174M9V5__M093_0237
ERR1913314.669896__1.669896	1776081__A0A1B8WU38__A0U42_10095
ERR1913314.670043__1.670043	246787__A0A108T429__BACCELL_00192
ERR1913314.670082__1.670082	28118__R6F7H1__DF785_12785
ERR1913314.670166__1.670166	40518__R5DVL2__penA
ERR1913314.670207__1.670207	1262743__R5C054__BN727_01980
ERR1913314.670255__1.670255	1160721__R6SZN5__BHW50_07705
ERR1913314.670284__1.670284	28116__A0A395W017__HMPREF1017_03721
ERR1913314.670359__1.670359	820__A0A3E4VZT7__DXB48_16145
ERR1913314.670368__1.670368	1628085__A0A2U1BC41__C7386_10839
ERR1913314.670372__1.670372	187327__G4Q3P2__ACDG_00349
ERR1913314.670483__1.670483	1262756__R5WY45__BN568_01475
ERR1913314.670570__1.670570	187327__G4Q7M4__ACDG_01826
ERR1913314.670559__1.670559	39491__C4ZCV7__ERE_23110
ERR1913314.670625__1.670625	820__A0A3E4WA06__ERS852554_03404
ERR1913314.670593__1.670593	40518__R5DYT8__mscS
ERR1913314.670598__1.670598	187327__G4Q6E0__ACDG_00710
ERR1913314.670652__1.670652	1150298__A0A174L2G3__ERS852498_01371
ERR1913314.670836__1.670836	820__A0A3E4WCX3__C801_02709
ERR1913314.670969__1.670969	187327__G4Q2R6__Acin_2204
ERR1913314.671115__1.671115	40518__R5DYU1__DXD86_01160
ERR1913314.671174__1.671174	823__A0A355XKR1__DHP27_04035
ERR1913314.671234__1.671234	28116__A0A1Y4Q112__evgS_13
ERR1913314.671243__1.671243	187327__G4Q6E9__ppx
ERR1913314.671223__1.671223	649756__A0A173T5Y7__HMPREF0369_02769
ERR1913314.671269__1.671269	28117__B0MU76__ALIPUT_00202
ERR1913314.671311__1.671311	821__A0A0P0M2J4__DXD46_10295
ERR1913314.671525__1.671525	214856__I3YPP9__Alfi_2707
ERR1913314.671466__1.671466	28116__A0A078Q626__HMPREF1070_02735
ERR1913314.671537__1.671537	1150298__R7JUW7__ERS852406_02089
ERR1913314.671590__1.671590	187327__G4Q682__Acin_1672
ERR1913314.671643__1.671643	1262746__R5SS80__BN750_02125
ERR1913314.671721__1.671721	40518__R5DUU0__DXD93_03985
ERR1913314.671777__1.671777	40518__R5E8B6__RB5AMG_00876
ERR1913314.671933__1.671933	1550024__A0A0D8IY45__ASJ35_05575
ERR1913314.671976__1.671976	28116__A0A1G8H1M8__DXF98_11065
ERR1913314.672029__1.672029	357276__A0A076ISJ4__B5F95_19420
ERR1913314.672034__1.672034	40518__R5DZ16__DXD86_01455
ERR1913314.672139__1.672139	28116__F7L4X5__M089_2857
ERR1913314.672181__1.672181	820__A0A374Q854__HMPREF1073_03281
ERR1913314.672183__1.672183	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913314.672316__1.672316	28116__A7LS06__HMPREF2532_04668
ERR1913314.672352__1.672352	820__A0A174TRB5__DXD40_11305
ERR1913314.672360__1.672360	1099853__R7DFM0__NSB1T_03310
ERR1913314.672365__1.672365	649756__B0P1J9__ERS852425_02604
ERR1913314.672395__1.672395	1680__A7A7Z9__AAX71_05385
ERR1913314.672406__1.672406	39491__A0A395ZGU6__ERS852417_01456
ERR1913314.672433__1.672433	39491__A0A395UUN5__EUBREC_0291
ERR1913314.672440__1.672440	147206__GCF_000156215.1_00014
ERR1913314.672651__1.672651	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.672864__1.672864	28116__R6K4N7__ERS852555_03750
ERR1913314.672873__1.672873	1680__A7A7Z9__AAX71_05385
ERR1913314.672950__1.672950	556259__I0PXW0__BSGG_5187
ERR1913314.673062__1.673062	820__A0A3E4PYB0__yejM
ERR1913314.673073__1.673073	39491__A0A173SH34__EUR_24920
ERR1913314.673317__1.673317	1299998__GCA_001494635.1_00422
ERR1913314.673380__1.673380	187327__G4Q682__Acin_1672
ERR1913314.673388__1.673388	762212__A0A087A2N3__BBIA_1009
ERR1913314.673403__1.673403	1150298__R7JL35__ERS852498_02809
ERR1913314.673412__1.673412	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.673433__1.673433	1262911__R6H054__BN557_00908
ERR1913314.673597__1.673597	28117__B0MTW8__ALIPUT_00502
ERR1913314.673646__1.673646	820__A7VAR9__ERS852421_00197
ERR1913314.673657__1.673657	165179__D1PFV4__PREVCOP_06112
ERR1913314.673791__1.673791	823__D0TGD9__hpt
ERR1913314.673795__1.673795	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913314.673827__1.673827	626929__F3PE25__B5F97_01770
ERR1913314.673955__1.673955	1896974__A0A1Q6H2H7__BHV77_11215
ERR1913314.673957__1.673957	821__A0A174NVL6__NCTC10583_01782
ERR1913314.674001__1.674001	820__R9HP61__DXC91_01090
ERR1913314.674037__1.674037	820__A0A3E4VZS7__DXC07_14435
ERR1913314.674089__1.674089	387090__S0FBZ8__BACCOPRO_01470
ERR1913314.674111__1.674111	820__A7UYX8__DXD40_11635
ERR1913314.674114__1.674114	820__A7V8C2__ERS852554_01338
ERR1913314.674151__1.674151	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913314.674180__1.674180	28117__B0MXW9__ALIPUT_01981
ERR1913314.674363__1.674363	360807__A0A1Q6TAH8__RIL183_11271
ERR1913314.674459__1.674459	28117__R7JJM9__ALIPUT_00662
ERR1913314.674588__1.674588	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913314.674617__1.674617	74426__asnS
ERR1913314.674669__1.674669	821__A0A174NM17__lacZ_6
ERR1913314.674707__1.674707	820__A0A3E4VZT7__DXB48_16145
ERR1913314.674708__1.674708	820__A0A174VD39__DXD90_12235
