ERR1913021.342__1.342	1262935__R5GDB4__BN773_01091
ERR1913021.4395000__1.4395000	821__A0A0P0LFP6__C5Z04_13890
ERR1913021.4395054__1.4395054	165179__A0A3E5EA43__DXC61_07775
ERR1913021.4395226__1.4395226	39492__D4JR04__phoU
ERR1913021.4395303__1.4395303	418240__C6J879__ERS852523_04053
ERR1913021.4395405__1.4395405	820__A0A174M9V5__M093_0237
ERR1913021.4395429__1.4395429	1261__D3MR67__SAMN05660467_01650
ERR1913021.4395729__1.4395729	1262935__R5GRH6__BN773_01325
ERR1913021.4395775__1.4395775	357276__A0A174L570__GV66_05720
ERR1913021.4395873__1.4395873	301301__A0A395V944__ERS852391_00514
ERR1913021.4396097__1.4396097	39492__D4JR08__ERS852540_02467
ERR1913021.4396143__1.4396143	853__A8S882__C4N23_07600
ERR1913021.4396189__1.4396189	46228__V8BLW9__DXD17_14090
ERR1913021.4396237__1.4396237	165179__A0A3E5DWZ6__DXC61_10880
ERR1913021.4396198__1.4396198	818__A0A0P0FPQ9__BT_4391
ERR1913021.4396360__1.4396360	823__A0A174VHT1__DHP27_04775
ERR1913021.4396490__1.4396490	39492__D4JU67__EUBSIR_00791
ERR1913021.4396644__1.4396644	246787__A0A0P0FSC0__cytR_2
ERR1913021.4396783__1.4396783	357276__C3R5A0__B5F00_02960
ERR1913021.4397173__1.4397173	821__A0A174WBC9__ERS852556_03145
ERR1913021.4397657__1.4397657	1262911__R6GPB5__BN557_00842
ERR1913021.4397738__1.4397738	39491__A0A396FVC0__ERE_15900
ERR1913021.4397772__1.4397772	821__A0A3E4WAR6__DXD64_10735
ERR1913021.4397787__1.4397787	1262935__R5GUZ2__BN773_00533
ERR1913021.4398125__1.4398125	357276__I9R201__B5F00_01910
ERR1913021.4398167__1.4398167	47678__R5U325__HMPREF1061_03209
ERR1913021.4398345__1.4398345	418240__A0A173XQZ4__yusO
ERR1913021.4398665__1.4398665	649756__L1Q987__ERS852520_02359
ERR1913021.4398789__1.4398789	454155__F3QU38__HMPREF9442_01709
ERR1913021.4398869__1.4398869	357276__I8WEZ6__BACDOR_02323
ERR1913021.4399004__1.4399004	1547597__A0A318N8J5__IE90_01440
ERR1913021.4399034__1.4399034	106588__A6NUL8__BACCAP_01900
ERR1913021.4399213__1.4399213	1262935__R5GLG4__BN773_00617
ERR1913021.4399241__1.4399241	2293125__A0A374BSW4__DW917_13420
ERR1913021.4399222__1.4399222	291644__I9I2F9__HMPREF1532_01625
ERR1913021.4399288__1.4399288	33039__A0A174Y8E4__suhB
ERR1913021.4399592__1.4399592	204516__U6R8I1__HMPREF1534_03341
ERR1913021.4399653__1.4399653	1262886__R6Q6F8__BN563_00477
ERR1913021.4399728__1.4399728	1262777__R5WDG0__BN512_01280
ERR1913021.4399750__1.4399750	1263107__GCA_000436995.1_00002
ERR1913021.4399807__1.4399807	1796613__A0A1C7GYD6__A4V03_03700
ERR1913021.4399870__1.4399870	1263000__R5ECL2__BN466_00920
ERR1913021.4399977__1.4399977	39492__D4JUN0__EUBSIR_02705
ERR1913021.4400178__1.4400178	820__A0A174LJB2__HMPREF1072_04112
ERR1913021.4400187__1.4400187	35833__E5Y720__HMPREF0179_01984
ERR1913021.4400388__1.4400388	291644__I9SIM2__evgS_11
ERR1913021.4400460__1.4400460	454154__G5STF9__HMPREF9441_02662
ERR1913021.4400662__1.4400662	487174__K0WXB5__DIT83_09520
ERR1913021.4400674__1.4400674	357276__I9QWD4__DXD47_15075
ERR1913021.4400819__1.4400819	820__A0A139KEW8__DXB64_06405
ERR1913021.4400854__1.4400854	649756__A0A174FNS3__trkA
ERR1913021.4400892__1.4400892	1262935__R5GDG4__BN773_01363
ERR1913021.4400949__1.4400949	410072__C0B511__DXD67_14355
ERR1913021.4401008__1.4401008	454155__F3QVD3__HMPREF9442_02159
ERR1913021.4401150__1.4401150	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.4401300__1.4401300	821__D4VD59__BHV80_04260
ERR1913021.4401464__1.4401464	823__A0A069SAX6__ERS852380_00710
ERR1913021.4401514__1.4401514	823__D7IRG1__NCTC11152_02276
ERR1913021.4401569__1.4401569	357276__D1K3K9__EL88_23995
ERR1913021.4401723__1.4401723	357276__A0A076J8M3__ABI39_13695
ERR1913021.4401833__1.4401833	46506__B0NUC3__SAMN05444283_1019
ERR1913021.4401809__1.4401809	165179__A0A3E5DWZ6__DXC61_10880
ERR1913021.4402420__1.4402420	821__A0A395UNT8__DXD64_15275
ERR1913021.4402437__1.4402437	46506__R6B8Z4__SAMN05444283_11711
ERR1913021.4402472__1.4402472	823__D0TCC2__HMPREF1075_01590
ERR1913021.4402498__1.4402498	853__A0A329UEG4__CHR60_00585
ERR1913021.4402553__1.4402553	1262929__R6FAA0__BN691_00664
ERR1913021.4402604__1.4402604	39492__R6SPM9__pheT
ERR1913021.4402755__1.4402755	1262873__R6W6D9__BN605_02180
ERR1913021.4402723__1.4402723	1262935__R5GGB1__BN773_00342
ERR1913021.4402833__1.4402833	28117__B0MT84__ALIPUT_00402
ERR1913021.4403102__1.4403102	820__A0A374Q351__DXD40_05850
ERR1913021.4403281__1.4403281	487174__K0WRZ5__HMPREF9448_02826
ERR1913021.4403291__1.4403291	1262935__R5GF37__BN773_01715
ERR1913021.4403783__1.4403783	39492__D4JTL0__EUBSIR_01428
ERR1913021.4403805__1.4403805	1262911__R6H2J2__BN557_01228
ERR1913021.4403913__1.4403913	1262945__R6YH83__BN600_01606
ERR1913021.4403970__1.4403970	487174__K0XIX0__DDY40_06625
ERR1913021.4404050__1.4404050	820__I9A4U7__DHU98_12785
ERR1913021.4404407__1.4404407	371601__A0A1H4AKU1__BXY_45200
ERR1913021.4404465__1.4404465	33043__A0A173X5R2__ERS852445_01329
ERR1913021.4404807__1.4404807	291644__I9I9V2__ERS852428_00583
ERR1913021.4404905__1.4404905	820__A7V8C2__ERS852554_01338
ERR1913021.4404920__1.4404920	291644__I8Y0K6__HMPREF1532_04085
ERR1913021.4404977__1.4404977	291644__I9SIM2__evgS_11
ERR1913021.4405015__1.4405015	853__A0A2A7B9I6__DW855_13690
ERR1913021.4405134__1.4405134	410072__A0A173YNZ0__ERS852481_00766
ERR1913021.4405226__1.4405226	28111__E5X121__BACEGG_03113
ERR1913021.4405280__1.4405280	40518__R5DVL2__penA
ERR1913021.4405463__1.4405463	28118__R6FBE6__DHW44_11635
ERR1913021.4405549__1.4405549	823__A6LEP0__M091_1976
ERR1913021.4405596__1.4405596	291644__R5JC88__HMPREF1532_00990
ERR1913021.4405804__1.4405804	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913021.4405819__1.4405819	487174__K0WU53__DDY40_07650
ERR1913021.4405852__1.4405852	357276__I8WBQ9__HMPREF1065_03212
ERR1913021.4405920__1.4405920	79604__group_1356
ERR1913021.4406397__1.4406397	821__A6L0C7__ERS852556_03520
ERR1913021.4406993__1.4406993	418240__A0A173ZAZ4__ERS852478_00637
ERR1913021.4407064__1.4407064	39492__D4JRZ7__smc
ERR1913021.4407136__1.4407136	239935__A0A2N8IMC9__CXU09_02095
ERR1913021.4407227__1.4407227	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.4407383__1.4407383	46506__R6AEP1__HMPREF1181_01415
ERR1913021.4407442__1.4407442	46228__V8CB83__RUMLAC_02479
ERR1913021.4407488__1.4407488	291644__I8YWL3__HMPREF1532_01571
ERR1913021.4407615__1.4407615	1262889__R7H889__BN634_02048
ERR1913021.4408114__1.4408114	556259__I0PYM3__BSGG_5385
ERR1913021.4408217__1.4408217	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.4408326__1.4408326	371601__A0A174GPX4__BN890_15170
ERR1913021.4408293__1.4408293	821__C3RB94__DXC03_15585
ERR1913021.4408387__1.4408387	47678__R5UAI1__BACCAC_01922
ERR1913021.4408676__1.4408676	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913021.4408710__1.4408710	46228__B5CLE1__HMPREF1202_01861
ERR1913021.4408823__1.4408823	357276__A0A076J0Y3__IY41_06810
ERR1913021.4408922__1.4408922	1262889__R7HAE2__BN634_00423
ERR1913021.4408991__1.4408991	39491__A0A395ZF49__DXB69_05290
ERR1913021.4408956__1.4408956	487173__H1CXZ3__HMPREF9453_00231
ERR1913021.4409041__1.4409041	371601__D4WBK5__BN891_3970
ERR1913021.4409130__1.4409130	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.4409172__1.4409172	820__A0A174CK74__DXB48_07060
ERR1913021.4409255__1.4409255	487174__K0X079__DIT83_00640
ERR1913021.4409277__1.4409277	820__A0A3E4VXP2__yesR
ERR1913021.4409403__1.4409403	1262935__R5GRD8__BN773_01285
ERR1913021.4409648__1.4409648	384639__GCA_003096855.1_00964
ERR1913021.4409635__1.4409635	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913021.4409830__1.4409830	1262889__R7H889__BN634_02048
ERR1913021.4410168__1.4410168	552398__F4XA71__HMPREF0866_00188
ERR1913021.4410175__1.4410175	823__A0A355XLS2__ERS852380_02644
ERR1913021.4410271__1.4410271	357276__I9QWD4__DXD47_15075
ERR1913021.4410251__1.4410251	357276__C3RDQ5__HMPREF1065_03827
ERR1913021.4410384__1.4410384	821__A6L0C7__ERS852556_03520
ERR1913021.4410391__1.4410391	458033__GCA_001482755.1_02203
ERR1913021.4410666__1.4410666	1262736__R5Y5M4__BN496_00634
ERR1913021.4410669__1.4410669	820__A0A139JRS5__HMPREF1073_04025
ERR1913021.4410710__1.4410710	1628085__A0A2U1BCH3__C7386_10746
ERR1913021.4410988__1.4410988	46228__V8CB03__HMPREF1202_00647
ERR1913021.4411073__1.4411073	823__A0A395YY84__DXC05_19515
ERR1913021.4411192__1.4411192	357276__A0A076ITU4__EL88_22160
ERR1913021.4411330__1.4411330	1262935__R5GDB4__BN773_01091
ERR1913021.4411454__1.4411454	384638__B7ASI3__BACPEC_02038
ERR1913021.4411524__1.4411524	33039__A0A173U4W1__ERS852502_00464
ERR1913021.4411475__1.4411475	1501391__GCA_000786575.1_00098
ERR1913021.4411858__1.4411858	28111__R5JUK8__NCTC11155_02515
ERR1913021.4411983__1.4411983	823__A0A395YRW4__DD466_15895
ERR1913021.4412099__1.4412099	39488__C0ESJ2__DXD91_14695
ERR1913021.4412111__1.4412111	28117__B0MZ50__ALIPUT_02424
ERR1913021.4412271__1.4412271	454155__F3QXY1__HMPREF9442_03071
ERR1913021.4412406__1.4412406	39492__D4JSU6__dacB_3
ERR1913021.4412686__1.4412686	1262886__R6RCF6__BN563_00371
ERR1913021.4412884__1.4412884	291644__I9HRU8__ERS852428_03635
ERR1913021.4413101__1.4413101	823__A6LB63__M095_1847
ERR1913021.4413202__1.4413202	39488__A0A374NVK2__DXD91_03585
ERR1913021.4413282__1.4413282	823__A0A355XF06__B5F32_11480
ERR1913021.4413330__1.4413330	246787__R6LGB3__BcellWH2_02361
ERR1913021.4413559__1.4413559	204516__U6RDD8__HMPREF1534_02559
ERR1913021.4413741__1.4413741	1501391__GCA_000786575.1_00074
ERR1913021.4414144__1.4414144	1262886__R6QJR0__BN563_01268
ERR1913021.4414345__1.4414345	35833__E5YBS9__HMPREF0179_03653
ERR1913021.4414566__1.4414566	106588__A6NVP7__BACCAP_02290
ERR1913021.4414660__1.4414660	820__A0A139K4T0__ERS852510_03146
ERR1913021.4414709__1.4414709	1262886__R6QSD9__BN563_01679
ERR1913021.4414718__1.4414718	39492__D4JR58__EUBSIR_02090
ERR1913021.4414819__1.4414819	1160721__R6SW95__BHW50_08895
ERR1913021.4414946__1.4414946	820__A0A3E4W9D9__B5G17_12400
ERR1913021.4414937__1.4414937	46228__V8CCW7__DXD17_07330
ERR1913021.4415029__1.4415029	454155__F3QR04__HMPREF9442_00598
ERR1913021.4415103__1.4415103	371601__A0A173ZG72__SAMN04487924_11442
ERR1913021.4415168__1.4415168	1262889__R7HFE6__BN634_01394
ERR1913021.4415209__1.4415209	1262935__R5GRH6__BN773_01325
ERR1913021.4415257__1.4415257	820__A0A173YYG4__evgS_3
ERR1913021.4415303__1.4415303	820__A0A174F0C1__nreB
ERR1913021.4415412__1.4415412	1262935__R5GHR6__BN773_01235
ERR1913021.4415647__1.4415647	1897011__A0A1Q6RE76__BHW41_04850
ERR1913021.4415694__1.4415694	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.4415786__1.4415786	39492__D4JR58__EUBSIR_02090
ERR1913021.4415948__1.4415948	820__A7UYX8__DXD40_11635
ERR1913021.4416076__1.4416076	871325__A0A1M4TSZ2__SAMN05444349_102236
ERR1913021.4416102__1.4416102	216816__B3DU85__APC1504_0160
ERR1913021.4416174__1.4416174	357276__A0A0K2HG61__BACDOR_02028
ERR1913021.4416198__1.4416198	204516__U6R9H3__HMPREF1534_03348
ERR1913021.4416243__1.4416243	1262889__R7HAZ4__BN634_01288
ERR1913021.4416291__1.4416291	246787__E2N7F5__AA416_04404
ERR1913021.4416345__1.4416345	291644__I9T9I5__HMPREF1071_01896
ERR1913021.4416318__1.4416318	46228__V8C989__HMPREF1202_01036
ERR1913021.4416417__1.4416417	1262825__R5EKZ9__BN724_00513
ERR1913021.4416455__1.4416455	28117__B0MU57__ALIPUT_00175
ERR1913021.4416432__1.4416432	39492__B0MPL6__EUBSIR_01779
ERR1913021.4416494__1.4416494	357276__A0A076J8D4__HMPREF1064_00553
ERR1913021.4416516__1.4416516	46228__V8C484__HMPREF1202_01707
ERR1913021.4416526__1.4416526	821__A0A396EVC9__DXB90_03525
ERR1913021.4416709__1.4416709	165179__A0A174SA26__PREVCOP_05758
ERR1913021.4416868__1.4416868	357276__I8WAB8__B5F00_08100
ERR1913021.4416885__1.4416885	357276__A0A076IXE0__HMPREF1064_04364
ERR1913021.4416926__1.4416926	410072__A0A173XU61__ykvU
ERR1913021.4416964__1.4416964	458033__GCA_001482755.1_02203
ERR1913021.4417015__1.4417015	46506__B0NT08__BACSTE_02624
ERR1913021.4417028__1.4417028	46228__V8CCB0__HMPREF1202_00792
ERR1913021.4417470__1.4417470	165179__A0A174SA26__PREVCOP_05758
ERR1913021.4417535__1.4417535	357276__B6VT86__IY41_22515
ERR1913021.4417585__1.4417585	39491__A0A395ZF49__DXB69_05290
ERR1913021.4417786__1.4417786	1262889__R7HDN9__BN634_01543
ERR1913021.4417804__1.4417804	39492__D4JR58__EUBSIR_02090
ERR1913021.4417935__1.4417935	46228__B5CQB8__RUMLAC_01663
ERR1913021.4418004__1.4418004	371601__F7MC81__BN890_8450
ERR1913021.4418120__1.4418120	454155__F3QTH4__HMPREF9442_01492
ERR1913021.4418247__1.4418247	39491__A0A173VYV1__DXC13_02710
ERR1913021.4418587__1.4418587	165179__A0A174IPI3__CFT61_10940
ERR1913021.4418712__1.4418712	820__A0A374Q8T2__DXB64_16190
ERR1913021.4419315__1.4419315	46228__V8CBW1__HMPREF1202_00636
ERR1913021.4419604__1.4419604	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.4419664__1.4419664	1263000__R5EXT3__BN466_02213
ERR1913021.4420056__1.4420056	1796613__A0A1C7GYD6__A4V03_03700
ERR1913021.4420099__1.4420099	1160721__W0U2T9__BHW50_11050
ERR1913021.4420170__1.4420170	1501391__GCA_000786575.1_00036
ERR1913021.4420412__1.4420412	28118__F9Z9X9__DF785_11470
ERR1913021.4420497__1.4420497	1262889__R7HCK4__BN634_01783
ERR1913021.4420806__1.4420806	46506__R6A5T2__DXC41_10795
ERR1913021.4420897__1.4420897	39488__A0A374NJ86__mltG
ERR1913021.4420951__1.4420951	291644__I9TDH8__HMPREF1071_01321
ERR1913021.4420962__1.4420962	357276__C3RDQ5__HMPREF1065_03827
ERR1913021.4421068__1.4421068	821__A0A0P0M2J4__DXD46_10295
ERR1913021.4421263__1.4421263	47678__R5UU25__DXB67_16190
ERR1913021.4421317__1.4421317	818__R6VB25__BSIG_5053
ERR1913021.4421387__1.4421387	357276__C3RA36__HMPREF1065_03270
ERR1913021.4421369__1.4421369	454155__F3QQI8__HMPREF9442_00430
ERR1913021.4421410__1.4421410	28118__R6FBG5__B5F93_07375
ERR1913021.4421589__1.4421589	357276__I9QWD4__DXD47_15075
ERR1913021.4421779__1.4421779	291644__R5JS80__HMPREF1532_00848
ERR1913021.4421752__1.4421752	384638__B7ASI3__BACPEC_02038
ERR1913021.4421813__1.4421813	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.4421942__1.4421942	821__A0A3E4XY72__NCTC10583_01067
ERR1913021.4422062__1.4422062	28116__F7LEX0__CUY_5042
ERR1913021.4422083__1.4422083	487174__K0X4L2__pgl
ERR1913021.4422091__1.4422091	1297617__A0A2U1BAW7__C7373_1223
ERR1913021.4422202__1.4422202	1263000__R5EFY3__BN466_01416
ERR1913021.4422431__1.4422431	46503__A7AHD3__DXB85_00810
ERR1913021.4422471__1.4422471	357276__B6VT86__IY41_22515
ERR1913021.4422516__1.4422516	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.4422810__1.4422810	357276__A0A1Y4PPG2__B5F95_02305
ERR1913021.4422883__1.4422883	487174__K0X2Y1__lepB
ERR1913021.4423036__1.4423036	820__A0A3E4WCX3__C801_02709
ERR1913021.4423071__1.4423071	28118__R6FFY9__DHW44_14630
ERR1913021.4423110__1.4423110	454155__F3QX32__HMPREF9442_02766
ERR1913021.4423250__1.4423250	487174__K0XRP0__DDY40_09260
ERR1913021.4423205__1.4423205	39492__B0MM84__lgt
ERR1913021.4423301__1.4423301	46228__V8CE19__DXD17_01950
ERR1913021.4423332__1.4423332	1262743__R5C054__BN727_01980
ERR1913021.4423334__1.4423334	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.4423393__1.4423393	821__I9R3W6__DXC16_12455
ERR1913021.4423670__1.4423670	818__A0A3E5GYI4__NCTC10582_00013
ERR1913021.4423674__1.4423674	291644__I8YWU4__HMPREF1532_01473
ERR1913021.4423724__1.4423724	821__A0A174TD86__C800_00949
ERR1913021.4423715__1.4423715	454155__F3QS52__HMPREF9442_01007
ERR1913021.4423685__1.4423685	821__A0A078R9Y9__M097_2119
ERR1913021.4423760__1.4423760	35833__S2KTV4__HMPREF0179_05216
ERR1913021.4423763__1.4423763	357276__A0A076IN30__DXD47_09350
ERR1913021.4423832__1.4423832	384639__GCA_003096855.1_00995
ERR1913021.4423894__1.4423894	821__A0A396F598__CUU_3259
ERR1913021.4423972__1.4423972	39492__D4JTG7__EUBSIR_00572
ERR1913021.4424099__1.4424099	1262935__R5GRK6__BN773_01192
ERR1913021.4424156__1.4424156	39492__D4JWA3__ERS852540_01332
ERR1913021.4424252__1.4424252	39491__C4Z9Y3__ERS852417_01808
ERR1913021.4424357__1.4424357	410072__A0A173YGR9__ERS852389_00952
ERR1913021.4424509__1.4424509	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.4424751__1.4424751	40518__R5DU52__RB5AMG_02245
ERR1913021.4424886__1.4424886	823__A0A395YZ10__NCTC11152_02955
ERR1913021.4424845__1.4424845	46228__V8CAH7__HMPREF1202_00795
ERR1913021.4424967__1.4424967	1262935__R5GS65__BN773_01399
ERR1913021.4425260__1.4425260	556259__E5CG16__BSGG_4389
ERR1913021.4425645__1.4425645	487175__D9Y4T2__HMPREF9439_02784
ERR1913021.4425867__1.4425867	39491__A0A173RA59__EUR_24800
ERR1913021.4426070__1.4426070	47678__R5UAI1__BACCAC_01922
ERR1913021.4426073__1.4426073	47678__R5UES3__CGC64_00760
ERR1913021.4426255__1.4426255	1897011__A0A1Q6RH12__BHW41_01505
ERR1913021.4426549__1.4426549	291644__I9TL83__HMPREF1532_00872
ERR1913021.4426553__1.4426553	357276__A0A0M1W4C0__DXD47_07095
ERR1913021.4426741__1.4426741	1262889__R7H8I0__BN634_00208
ERR1913021.4426998__1.4426998	823__A6LER2__ERS852513_00365
ERR1913021.4427318__1.4427318	39488__C0EZ53__DXD91_09390
ERR1913021.4427436__1.4427436	820__A0A374Q854__HMPREF1073_03281
ERR1913021.4427457__1.4427457	2293125__A0A374BMK9__DW917_16190
ERR1913021.4427524__1.4427524	166486__C7GCP5__ROSINTL182_07683
ERR1913021.4427541__1.4427541	291644__I8Z4N9__HMPREF1532_01310
ERR1913021.4427548__1.4427548	291644__I8Z2C6__HMPREF1071_00595
ERR1913021.4427614__1.4427614	1501392__A0A0B2JLH9__PU94_07670
ERR1913021.4427578__1.4427578	46503__K5ZV67__PARMER_03859
ERR1913021.4427809__1.4427809	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.4427749__1.4427749	1262743__R5C054__BN727_01980
ERR1913021.4427951__1.4427951	1501391__GCA_000786575.1_00084
ERR1913021.4428023__1.4428023	1262886__R6RDI4__BN563_00643
ERR1913021.4428053__1.4428053	357276__A0A076IXE0__HMPREF1064_04364
ERR1913021.4428125__1.4428125	40518__R5DVV1__RBATCC27255_00999
ERR1913021.4428139__1.4428139	1262777__R5W5T6__BN512_01843
ERR1913021.4428442__1.4428442	1547597__A0A0C3RGB5__BA92_05965
ERR1913021.4428484__1.4428484	1262935__R5GVS8__BN773_00775
ERR1913021.4428527__1.4428527	1262886__R6Q805__BN563_00926
ERR1913021.4428824__1.4428824	544644__GCA_001915615.1_01718
ERR1913021.4428877__1.4428877	28118__F9Z410__NCTC10826_01196
ERR1913021.4428961__1.4428961	39492__D4JR58__EUBSIR_02090
ERR1913021.4428928__1.4428928	165179__A0A229I3Z6__PREVCOP_03666
ERR1913021.4429027__1.4429027	46228__V8C9Y1__DXD17_09525
ERR1913021.4429107__1.4429107	2293125__A0A374CIX5__DW917_01125
ERR1913021.4429689__1.4429689	1262825__R5ELY8__BN724_02320
ERR1913021.4429892__1.4429892	821__A0A396F9T7__M097_3427
ERR1913021.4430215__1.4430215	818__A0A174RFL1__ERS852511_03380
ERR1913021.4430334__1.4430334	165179__A0A3E5DWZ6__DXC61_10880
ERR1913021.4430646__1.4430646	821__A0A174NM17__lacZ_6
ERR1913021.4430656__1.4430656	1262743__R5C054__BN727_01980
ERR1913021.4430709__1.4430709	823__A0A355XFH7__ERS852513_00769
ERR1913021.4430861__1.4430861	246787__A0A0P0GG22__BACCELL_01899
ERR1913021.4431147__1.4431147	357276__A0A0K2HDP3__IY41_00705
ERR1913021.4431212__1.4431212	820__A0A139K5A6__DXB48_12175
ERR1913021.4431247__1.4431247	46228__V8CAV6__addA
ERR1913021.4431323__1.4431323	454154__G5STF9__HMPREF9441_02662
ERR1913021.4431491__1.4431491	46228__B5CKX6__RUMLAC_00090
ERR1913021.4431629__1.4431629	28116__F7LEX0__CUY_5042
ERR1913021.4431820__1.4431820	291644__I8Y778__HMPREF1532_02537
ERR1913021.4431827__1.4431827	28116__A0A395VZB9__Bovatus_03205
ERR1913021.4432100__1.4432100	357276__B6W1J2__BACDOR_03380
ERR1913021.4432269__1.4432269	61171__B9Y5T9__HOLDEFILI_01171
ERR1913021.4432227__1.4432227	454155__F3QYC9__HMPREF9442_03223
ERR1913021.4432435__1.4432435	166486__D4L334__mcp3_1
ERR1913021.4432401__1.4432401	821__A0A3E4XY72__NCTC10583_01067
ERR1913021.4432521__1.4432521	1262935__R5GK32__BN773_00174
ERR1913021.4432862__1.4432862	28111__E5WVZ4__NCTC11155_02635
ERR1913021.4432905__1.4432905	46503__R6WYJ8__DXB85_13825
ERR1913021.4433290__1.4433290	291644__R5J6I1__HMPREF1532_01472
ERR1913021.4433402__1.4433402	853__A0A173YYY4__DWZ04_09420
ERR1913021.4433494__1.4433494	371601__I9AJK3__SAMN04487924_10989
ERR1913021.4433473__1.4433473	39490__A0A173S9C2__LG34_12210
ERR1913021.4433860__1.4433860	46228__V8CAH7__HMPREF1202_00795
ERR1913021.4433823__1.4433823	853__A0A173YYY4__DWZ04_09420
ERR1913021.4433962__1.4433962	357276__I9FGI3__EL88_12385
ERR1913021.4433967__1.4433967	357276__B6VW91__BACDOR_01584
ERR1913021.4434044__1.4434044	28118__F9Z5M1__NCTC10826_02946
ERR1913021.4434156__1.4434156	204516__U6RDD8__HMPREF1534_02559
ERR1913021.4434178__1.4434178	33043__A0A173X5R2__ERS852445_01329
ERR1913021.4434205__1.4434205	820__A7UYX8__DXD40_11635
ERR1913021.4434338__1.4434338	384638__B7APR0__BACPEC_00666
ERR1913021.4434547__1.4434547	454155__F3QU38__HMPREF9442_01709
ERR1913021.4434668__1.4434668	410072__C0BBS7__ERS852525_00851
ERR1913021.4434826__1.4434826	1262935__R5GFU9__BN773_00394
ERR1913021.4435224__1.4435224	1099853__U5CA60__NSB1T_01535
ERR1913021.4435383__1.4435383	649756__D4MWV5__coaE
ERR1913021.4435528__1.4435528	487174__K0X2Q8__DDY40_04590
ERR1913021.4435762__1.4435762	33039__D4M0U9__mucD
ERR1913021.4435833__1.4435833	357276__A0A076IXE0__HMPREF1064_04364
ERR1913021.4435866__1.4435866	357276__A0A0M1W4C0__DXD47_07095
ERR1913021.4435841__1.4435841	2094__A0A0C6G6L1__MARG_2280
ERR1913021.4435947__1.4435947	1262945__R6YU24__BN600_01204
ERR1913021.4435954__1.4435954	246787__R6K756__HMPREF1062_01819
ERR1913021.4436027__1.4436027	820__A0A174EV88__HMPREF1072_01427
ERR1913021.4436014__1.4436014	165179__A0A174UTZ7__DXC61_06705
ERR1913021.4436284__1.4436284	39488__C0EY66__prkC_1
ERR1913021.4436449__1.4436449	291644__R5JUW8__wecA_3
ERR1913021.4436795__1.4436795	246787__A0A0P0GCR8__xynD_3
ERR1913021.4436840__1.4436840	39492__D4JRL2__ERS852540_01608
ERR1913021.4436870__1.4436870	357276__I9FTR0__HMPREF1065_02861
ERR1913021.4437094__1.4437094	28118__F9Z3U6__B5F99_03365
ERR1913021.4437135__1.4437135	821__A0A0P0M3U7__DXB90_14325
ERR1913021.4437188__1.4437188	384638__B7APR1__BACPEC_00667
ERR1913021.4437268__1.4437268	1262889__R7HDN9__BN634_01543
ERR1913021.4437341__1.4437341	818__Q8A112__BT_3859
ERR1913021.4437735__1.4437735	357276__A0A076INK2__BSEG_04225
ERR1913021.4437811__1.4437811	28118__R6F0X5__NCTC10826_02952
ERR1913021.4438212__1.4438212	28118__R6FC74__DHW44_13330
ERR1913021.4438302__1.4438302	821__E5UPR6__SAMN04487923_101768
ERR1913021.4438559__1.4438559	1263006__R6LYR2__BN515_01475
ERR1913021.4438611__1.4438611	357276__A0A0K2HFA1__HMPREF1065_02962
