ERR1913021.161__1.161	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913021.4353958__1.4353958	46506__R6B8Z4__SAMN05444283_11711
ERR1913021.4354067__1.4354067	821__A0A174RA14__M099_1655
ERR1913021.4354102__1.4354102	1735__B7CC21__EUBIFOR_01746
ERR1913021.4354145__1.4354145	40518__R5DPA7__RBATCC27255_01319
ERR1913021.4354210__1.4354210	1150298__A0A174SLE6__mlc_1
ERR1913021.4354290__1.4354290	1262958__R7GQW9__BN645_00913
ERR1913021.4354551__1.4354551	246787__A0A3D6ARC7__BACCELL_03328
ERR1913021.4354573__1.4354573	39491__A0A395V1T9__DXD13_03310
ERR1913021.4354594__1.4354594	216816__B3DNW2__BL171B_07980
ERR1913021.4354731__1.4354731	28111__E5WUE9__NCTC11155_01729
ERR1913021.4354741__1.4354741	40518__R5DZI2__DXD93_06940
ERR1913021.4354899__1.4354899	1262935__R5GT45__BN773_01713
ERR1913021.4354959__1.4354959	1550024__A0A0D8IYY8__TQ39_09180
ERR1913021.4354961__1.4354961	1262935__R5GKU2__BN773_00436
ERR1913021.4354998__1.4354998	47678__R5UGX6__CGC64_16275
ERR1913021.4355007__1.4355007	357276__I9FU68__HMPREF1063_00557
ERR1913021.4355477__1.4355477	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913021.4355566__1.4355566	1501391__GCA_000786575.1_00105
ERR1913021.4355716__1.4355716	821__A0A395UNT8__DXD64_15275
ERR1913021.4355762__1.4355762	39492__D4JR58__EUBSIR_02090
ERR1913021.4355788__1.4355788	1262935__R5GEF5__BN773_00089
ERR1913021.4355895__1.4355895	357276__B6W1J2__BACDOR_03380
ERR1913021.4355939__1.4355939	291644__R5JUW8__wecA_3
ERR1913021.4355997__1.4355997	1262888__R6P855__BN582_00390
ERR1913021.4356137__1.4356137	239935__A0A2N8I9P4__CXT85_05050
ERR1913021.4356157__1.4356157	487175__D9Y8L9__HMPREF9439_01212
ERR1913021.4356161__1.4356161	1262886__R6QD45__BN563_01703
ERR1913021.4356238__1.4356238	28117__B0MSS9__BHV66_06085
ERR1913021.4356532__1.4356532	821__A0A174ALF2__BvMPK_3016
ERR1913021.4356912__1.4356912	46506__B0NT08__BACSTE_02624
ERR1913021.4356996__1.4356996	39488__A0A173U8N3__yhbU_1
ERR1913021.4357169__1.4357169	1262888__R6PJP2__BN582_01803
ERR1913021.4357221__1.4357221	46228__V8CE24__thiD
ERR1913021.4357202__1.4357202	39492__D4JR04__phoU
ERR1913021.4357400__1.4357400	39488__C0EY66__prkC_1
ERR1913021.4357443__1.4357443	418240__A0A174S3Z4__ypdA_6
ERR1913021.4357855__1.4357855	820__A0A139K426__B5G17_09115
ERR1913021.4357933__1.4357933	820__A0A139JY23__B5G17_06330
ERR1913021.4357936__1.4357936	46228__V8BPH7__RUMLAC_01273
ERR1913021.4358038__1.4358038	338188__A0A174ETX3__ERS852397_01955
ERR1913021.4358054__1.4358054	40518__R5DZC6__mreC
ERR1913021.4358102__1.4358102	35833__E5YAA4__HMPREF0179_03124
ERR1913021.4358475__1.4358475	1262920__R5KD76__BN467_01465
ERR1913021.4358478__1.4358478	46503__A7AII9__ERS852463_00984
ERR1913021.4358835__1.4358835	28111__R5JTT9__BACEGG_01644
ERR1913021.4358865__1.4358865	46228__V8BQN5__RUMLAC_01272
ERR1913021.4358879__1.4358879	204516__U6RDD8__HMPREF1534_02559
ERR1913021.4359077__1.4359077	46228__B5CQB7__DXD17_07960
ERR1913021.4359183__1.4359183	47678__R5U969__C5Z00_13130
ERR1913021.4359314__1.4359314	821__D4VD59__BHV80_04260
ERR1913021.4359430__1.4359430	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913021.4359437__1.4359437	821__C6ZAA5__ERS852556_00403
ERR1913021.4359658__1.4359658	357276__A0A076IXE0__HMPREF1064_04364
ERR1913021.4359850__1.4359850	357276__I9QBT7__BSEG_03340
ERR1913021.4359934__1.4359934	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.4360068__1.4360068	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.4360209__1.4360209	204516__U6R921__HMPREF1534_03932
ERR1913021.4360270__1.4360270	165179__A0A174SA26__PREVCOP_05758
ERR1913021.4360292__1.4360292	46503__R6WWC9__PARMER_03215
ERR1913021.4360341__1.4360341	821__I9R3W6__DXC16_12455
ERR1913021.4360401__1.4360401	454155__F3QS52__HMPREF9442_01007
ERR1913021.4360603__1.4360603	246787__A0A0P0GPP9__BACCELL_01902
ERR1913021.4360569__1.4360569	357276__I9QBT7__BSEG_03340
ERR1913021.4360672__1.4360672	357276__I8WEZ6__BACDOR_02323
ERR1913021.4360859__1.4360859	820__A0A174QT76__B5G17_18060
ERR1913021.4360960__1.4360960	39492__R6RYB8__ERS852540_00322
ERR1913021.4360973__1.4360973	544645__A0A1Y3VP90__DXC42_05845
ERR1913021.4361044__1.4361044	821__E5UY21__C800_02204
ERR1913021.4361216__1.4361216	1628085__A0A1C6G0Y6__C7386_103131
ERR1913021.4361526__1.4361526	291644__I9TL83__HMPREF1532_00872
ERR1913021.4361677__1.4361677	291644__I8YWL3__HMPREF1532_01571
ERR1913021.4361806__1.4361806	821__A0A0P0M3U7__DXB90_14325
ERR1913021.4361904__1.4361904	301301__A0A395V7C8__RHOM_02390
ERR1913021.4362014__1.4362014	1262935__R5GUD0__BN773_00454
ERR1913021.4362075__1.4362075	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.4362078__1.4362078	28117__B0MXX3__BHV66_07695
ERR1913021.4362118__1.4362118	357276__A0A076IP73__BACDOR_04237
ERR1913021.4362119__1.4362119	291644__R5J7N0__HMPREF1532_02343
ERR1913021.4362293__1.4362293	165179__A0A3E5AER8__DXB80_07075
ERR1913021.4362314__1.4362314	1263000__R5EHB0__BN466_01647
ERR1913021.4362367__1.4362367	820__A7V9F9__B5G17_14640
ERR1913021.4362544__1.4362544	2108523__A0A2P2F705__LAWASA_1811
ERR1913021.4362679__1.4362679	28116__A0A1Y4PWN5__M088_3731
ERR1913021.4362712__1.4362712	239935__A0A2N8HT44__CXT84_11035
ERR1913021.4362726__1.4362726	39492__R6SPM9__pheT
ERR1913021.4362757__1.4362757	487174__K0XG81__HMPREF9448_02274
ERR1913021.4362804__1.4362804	1262935__R5GF26__BN773_01700
ERR1913021.4362945__1.4362945	820__A0A174VD39__DXD90_12235
ERR1913021.4363072__1.4363072	40518__R5E1J2__DXD93_04070
ERR1913021.4363259__1.4363259	384639__GCA_003096855.1_02000
ERR1913021.4363261__1.4363261	28111__E5WUE9__NCTC11155_01729
ERR1913021.4363456__1.4363456	357276__A0A076J8M3__ABI39_13695
ERR1913021.4363654__1.4363654	291644__I9IAR0__HMPREF1071_00441
ERR1913021.4363655__1.4363655	291644__I9IAR0__HMPREF1071_00441
ERR1913021.4363689__1.4363689	40518__R5DTH7__DXD83_02405
ERR1913021.4363841__1.4363841	821__A0A174JYD3__ERS852457_02610
ERR1913021.4363842__1.4363842	821__A0A174JYD3__ERS852457_02610
ERR1913021.4363974__1.4363974	28118__F9Z856__macA_2
ERR1913021.4364175__1.4364175	39492__D4JU49__ERS852540_00175
ERR1913021.4364268__1.4364268	823__A0A174KUS4__araC_7
ERR1913021.4364439__1.4364439	46228__B5CSA1__HMPREF1202_00678
ERR1913021.4364476__1.4364476	1262825__R5EJL5__BN724_02201
ERR1913021.4364522__1.4364522	357276__A0A076IRV2__BACDOR_02822
ERR1913021.4364668__1.4364668	649756__D4MVD8__ERS852475_00940
ERR1913021.4364811__1.4364811	821__A0A0P0LQT3__DXC03_05050
ERR1913021.4365121__1.4365121	40520__A0A3E5EGR0__DXC87_08980
ERR1913021.4365220__1.4365220	28117__B0MSS1__ALIPUT_00273
ERR1913021.4365189__1.4365189	39486__B0G468__DXB12_12780
ERR1913021.4365201__1.4365201	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913021.4365427__1.4365427	454154__G5STG0__HMPREF9441_02663
ERR1913021.4365496__1.4365496	820__A0A139JY23__B5G17_06330
ERR1913021.4365500__1.4365500	47678__R5UES3__CGC64_00760
ERR1913021.4365619__1.4365619	47678__R5UST1__ERS852558_03505
ERR1913021.4365644__1.4365644	1262935__R5GT62__BN773_01738
ERR1913021.4365650__1.4365650	821__A0A0P0M2J4__DXD46_10295
ERR1913021.4365718__1.4365718	649756__B0P3X0__DCR88_11535
ERR1913021.4366100__1.4366100	818__A0A1H7S810__BJP75_003270
ERR1913021.4366134__1.4366134	818__A0A0P0F989__BJP75_019080
ERR1913021.4366258__1.4366258	328814__GCA_004558275.1_00063
ERR1913021.4366587__1.4366587	823__A0A395YZG9__M092_4358
ERR1913021.4366679__1.4366679	28117__B0MXR4__BHV66_08025
ERR1913021.4366688__1.4366688	357276__B6W1J2__BACDOR_03380
ERR1913021.4366780__1.4366780	357276__A0A076IR37__DXD47_07890
ERR1913021.4366809__1.4366809	39491__R6TNE2__LD38_07270
ERR1913021.4367071__1.4367071	820__A0A3E4VZT7__DXB48_16145
ERR1913021.4367154__1.4367154	291644__I8YXS6__HMPREF1071_01285
ERR1913021.4367231__1.4367231	371601__A0A1H4GP73__B5E50_17960
ERR1913021.4367302__1.4367302	1262743__R5C054__BN727_01980
ERR1913021.4367492__1.4367492	487174__K0X1D9__HMPREF9448_00919
ERR1913021.4367631__1.4367631	371601__D7J5N6__HMPREF1074_04460
ERR1913021.4367910__1.4367910	28111__R5JUK8__NCTC11155_02515
ERR1913021.4367958__1.4367958	821__A0A396EVC9__DXB90_03525
ERR1913021.4368323__1.4368323	1262889__R7H8U0__BN634_00239
ERR1913021.4368837__1.4368837	357276__I9R2M6__BSEG_03499
ERR1913021.4368842__1.4368842	46506__B0NQN6__AA415_00632
ERR1913021.4368820__1.4368820	357276__A0A0P0M2G3__BACDOR_03913
ERR1913021.4369075__1.4369075	29361__B6FKH5__CLONEX_00621
ERR1913021.4369218__1.4369218	1780376__A0A143XSC4__BN3659_01663
ERR1913021.4369228__1.4369228	291644__I8YIG3__ERS852428_02427
ERR1913021.4369340__1.4369340	1262886__R6RFE5__BN563_01256
ERR1913021.4369320__1.4369320	1262886__R6RDI4__BN563_00643
ERR1913021.4369307__1.4369307	357276__B6W5Q7__DXD47_13945
ERR1913021.4369683__1.4369683	357276__B6VW91__BACDOR_01584
ERR1913021.4369704__1.4369704	1308__G6EPF4__CW339_03440
ERR1913021.4369807__1.4369807	33039__A0A173VTT4__frdB_1
ERR1913021.4369960__1.4369960	1262740__R7CUV1__BN666_01093
ERR1913021.4370037__1.4370037	40518__R5DXH2__DXD83_10135
ERR1913021.4370153__1.4370153	821__A0A0P0M2J4__DXD46_10295
ERR1913021.4370214__1.4370214	371601__A0A174AWE7__BXY_28850
ERR1913021.4370285__1.4370285	28118__R6FAT1__DHW44_00720
ERR1913021.4370453__1.4370453	821__A0A174MBW9__SAMN04487923_10272
ERR1913021.4370560__1.4370560	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.4370803__1.4370803	1262886__R6QAI4__BN563_00898
ERR1913021.4370917__1.4370917	823__A0A395YZ10__NCTC11152_02955
ERR1913021.4370989__1.4370989	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913021.4371234__1.4371234	821__A0A0P0M3U7__DXB90_14325
ERR1913021.4371341__1.4371341	1263006__R6LRT3__BN515_00657
ERR1913021.4371800__1.4371800	28116__A0A3A9HTT7__BACOVA_05446
ERR1913021.4371836__1.4371836	46228__V8CC10__RUMLAC_01472
ERR1913021.4371958__1.4371958	1262889__R7HD81__BN634_00648
ERR1913021.4372086__1.4372086	2292352__A0A374UKS3__DXC23_09270
ERR1913021.4372163__1.4372163	820__A0A174KKV6__DXC07_02635
ERR1913021.4372350__1.4372350	410072__A0A3E4GT65__ERS852574_02325
ERR1913021.4372393__1.4372393	821__A0A174WBC9__ERS852556_03145
ERR1913021.4372484__1.4372484	166486__D4L457__ROSINTL182_07087
ERR1913021.4372522__1.4372522	88431__A0A173XSN2__ERS852526_00723
ERR1913021.4372605__1.4372605	204516__U6RAM4__HMPREF1534_03439
ERR1913021.4372717__1.4372717	40520__A0A174MK43__DXC87_03315
ERR1913021.4372907__1.4372907	820__A0A173WUD7__DXB48_08055
ERR1913021.4372979__1.4372979	28111__E5X237__NCTC11155_00628
ERR1913021.4373034__1.4373034	818__A0A0P0F004__SAMN02910322_02925
ERR1913021.4373060__1.4373060	357276__A0A076IXE0__HMPREF1064_04364
ERR1913021.4373080__1.4373080	1262935__R5GFU9__BN773_00394
ERR1913021.4373111__1.4373111	820__A0A174FUF0__HMPREF1073_03308
ERR1913021.4373212__1.4373212	2293125__A0A374BMK9__DW917_16190
ERR1913021.4373174__1.4373174	291644__R5JCI3__HMPREF1532_04074
ERR1913021.4373240__1.4373240	47678__R5UT83__DW706_09750
ERR1913021.4373286__1.4373286	291644__I9T2X5__ERS852428_03729
ERR1913021.4373289__1.4373289	39492__D4JWY0__EUBSIR_01648
ERR1913021.4373741__1.4373741	418240__A0A174S4S6__adaA_5
ERR1913021.4373838__1.4373838	28111__R5JUE8__HMPREF1016_02680
ERR1913021.4374445__1.4374445	1262935__R5GVF6__BN773_00033
ERR1913021.4374462__1.4374462	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.4374832__1.4374832	39492__D4JTG7__EUBSIR_00572
ERR1913021.4374905__1.4374905	371601__I9UPW7__BN890_25900
ERR1913021.4374943__1.4374943	357276__A0A0K2HDV9__DXD47_02600
ERR1913021.4374946__1.4374946	821__A0A173XDD3__DXB82_17180
ERR1913021.4375444__1.4375444	28116__E5C5U2__HMPREF2532_02418
ERR1913021.4375566__1.4375566	1262929__R6FAA0__BN691_00664
ERR1913021.4375774__1.4375774	556259__E5C690__BSGG_1431
ERR1913021.4376058__1.4376058	1897011__A0A1Q6RE78__BHW41_04770
ERR1913021.4376252__1.4376252	410072__A0A173SWT8__ERS852389_01443
ERR1913021.4376269__1.4376269	357276__A0A076IRZ5__BACDOR_00630
ERR1913021.4376375__1.4376375	39492__D4MIY5__EUBSIR_00233
ERR1913021.4376427__1.4376427	1262889__R7HBQ2__BN634_01539
ERR1913021.4376447__1.4376447	290054__A0A1T4N7L2__SAMN02745114_01501
ERR1913021.4376526__1.4376526	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.4376698__1.4376698	261299__W1UWC3__rsbP
ERR1913021.4376821__1.4376821	28118__R6F0X5__NCTC10826_02952
ERR1913021.4376873__1.4376873	820__A0A174LIN6__HMPREF1072_03144
ERR1913021.4377104__1.4377104	487174__K0X3H8__HMPREF9448_02822
ERR1913021.4377347__1.4377347	28118__F9Z9Z6__DHW44_15190
ERR1913021.4377401__1.4377401	39491__A0A174K9A3__DXB69_07785
ERR1913021.4377681__1.4377681	357276__A0A0M1W4C0__DXD47_07095
ERR1913021.4377709__1.4377709	28111__E5X0Y0__HMPREF1016_02598
ERR1913021.4377981__1.4377981	357276__A0A076J8D4__HMPREF1064_00553
ERR1913021.4378162__1.4378162	563038__E9FKL8__HMPREF0851_00827
ERR1913021.4378457__1.4378457	204516__U6RDD8__HMPREF1534_02559
ERR1913021.4378561__1.4378561	1262911__R6GTG0__BN557_01247
ERR1913021.4378620__1.4378620	821__D4VC51__M099_1508
ERR1913021.4378625__1.4378625	1262992__R5CXM7__BN795_01016
ERR1913021.4378873__1.4378873	88431__A0A174G8Q6__ERS852526_02711
ERR1913021.4378958__1.4378958	165179__A0A229I7F5__DXB80_02650
ERR1913021.4379102__1.4379102	291644__I9HP97__HMPREF1532_00061
ERR1913021.4379496__1.4379496	671267__R9HYS1__C802_04097
ERR1913021.4379689__1.4379689	544645__A0A1Y3W1B6__DXC42_01600
ERR1913021.4379711__1.4379711	39492__D4JVG7__ERS852540_00946
ERR1913021.4379714__1.4379714	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913021.4379731__1.4379731	821__E5UY21__C800_02204
ERR1913021.4379747__1.4379747	28116__R6JI94__ERS852555_01222
ERR1913021.4379768__1.4379768	1262958__R7GWQ9__BN645_00058
ERR1913021.4379832__1.4379832	291644__I8Y0K6__HMPREF1532_04085
ERR1913021.4379886__1.4379886	39491__A0A395UWA3__DXB69_11805
ERR1913021.4380165__1.4380165	291644__I8Z2C6__HMPREF1071_00595
ERR1913021.4380212__1.4380212	35833__E5Y2V2__HMPREF0179_00466
ERR1913021.4380221__1.4380221	357276__B6VYT9__HMPREF1063_05030
ERR1913021.4380346__1.4380346	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.4380408__1.4380408	745368__A0A1T4Y189__SAMN02745178_02637
ERR1913021.4380447__1.4380447	820__A0A139KH21__DXC80_01780
ERR1913021.4380537__1.4380537	371601__A0A174LAP7__BN891_21300
ERR1913021.4380658__1.4380658	28117__B0MTV0__BHV66_06395
ERR1913021.4380838__1.4380838	821__A6L0C7__ERS852556_03520
ERR1913021.4381091__1.4381091	1099853__R7DFK1__NSB1T_10035
ERR1913021.4381210__1.4381210	823__A0A173W8N5__ERS852513_00780
ERR1913021.4381240__1.4381240	33039__D4M6I2__ERS852424_02124
ERR1913021.4381251__1.4381251	1262889__R7HBR7__BN634_00170
ERR1913021.4381399__1.4381399	291644__I9TDH8__HMPREF1071_01321
ERR1913021.4381432__1.4381432	1262935__R5GG03__BN773_00437
ERR1913021.4381443__1.4381443	28118__R6F2P9__B5F99_13925
ERR1913021.4381457__1.4381457	821__A0A397WGD6__M098_0084
ERR1913021.4381549__1.4381549	39488__A0A285PP42__cobQ
ERR1913021.4381529__1.4381529	1262958__R7GZM7__BN645_01711
ERR1913021.4381568__1.4381568	291644__I9HRU8__ERS852428_03635
ERR1913021.4382029__1.4382029	1235835__R9LCU2__C814_02677
ERR1913021.4382108__1.4382108	28117__B0MXQ6__ALIPUT_01917
ERR1913021.4382124__1.4382124	47678__A5ZL09__BACCAC_03608
ERR1913021.4382134__1.4382134	28111__E5WZR2__HMPREF1016_02168
ERR1913021.4382203__1.4382203	821__A0A396F598__CUU_3259
ERR1913021.4382361__1.4382361	2293125__A0A374BSW4__DW917_13420
ERR1913021.4382366__1.4382366	291644__I9TD38__HMPREF1532_01636
ERR1913021.4382367__1.4382367	291644__I9TD38__HMPREF1532_01636
ERR1913021.4382463__1.4382463	556259__I0PXW0__BSGG_5187
ERR1913021.4382565__1.4382565	821__A0A395UNT8__DXD64_15275
ERR1913021.4382585__1.4382585	2293125__A0A374BSW4__DW917_13420
ERR1913021.4382634__1.4382634	88431__A0A174KCR9__DXB16_06030
ERR1913021.4382707__1.4382707	1501391__GCA_000786575.1_00036
ERR1913021.4382755__1.4382755	1262935__R5GRK6__BN773_01192
ERR1913021.4382844__1.4382844	28117__B0MUL5__ALIPUT_00722
ERR1913021.4382936__1.4382936	28117__B0MVL5__BHV66_01660
ERR1913021.4383027__1.4383027	46506__B0NU77__AA415_02810
ERR1913021.4383358__1.4383358	357276__I9RHT4__EL88_09235
ERR1913021.4383397__1.4383397	46228__V8BLW9__DXD17_14090
ERR1913021.4383713__1.4383713	40518__R5DTJ1__DXD86_03635
ERR1913021.4383760__1.4383760	28118__F9Z695__DER54_04745
ERR1913021.4383810__1.4383810	39492__D4JVT0__EUBSIR_00059
ERR1913021.4383898__1.4383898	291644__I8Z3U9__ERS852428_00841
ERR1913021.4383987__1.4383987	487174__K0X551__HMPREF9448_02151
ERR1913021.4384087__1.4384087	46228__V8C7P7__HMPREF1202_01523
ERR1913021.4384098__1.4384098	39496__A5Z890__EUBVEN_01930
ERR1913021.4384192__1.4384192	166486__D4KZC1__btr_1
ERR1913021.4384306__1.4384306	47678__R5U948__ERS852494_02962
ERR1913021.4384663__1.4384663	357276__A0A0K2HDP3__IY41_00705
ERR1913021.4384691__1.4384691	46228__B5CPX5__RUMLAC_01520
ERR1913021.4384867__1.4384867	487174__R5EUJ8__DDY40_00460
ERR1913021.4385081__1.4385081	165179__A0A3E5EA43__DXC61_07775
ERR1913021.4385301__1.4385301	165179__A0A3E5EA43__DXC61_07775
ERR1913021.4385363__1.4385363	884684__GCA_002892425.1_00913
ERR1913021.4385350__1.4385350	410072__C0BF75__ERS852389_02248
ERR1913021.4385609__1.4385609	1105031__J1H3W2__HMPREF1141_2783
ERR1913021.4385802__1.4385802	47678__R5UAY9__DW706_07200
ERR1913021.4385957__1.4385957	39488__A0A174CKH9__EUBHAL_00342
ERR1913021.4385943__1.4385943	357276__B6W1J2__BACDOR_03380
ERR1913021.4386122__1.4386122	820__A0A396EUU8__luxQ_3
ERR1913021.4386131__1.4386131	47678__A5ZJ80__BACCAC_02965
ERR1913021.4386097__1.4386097	1501391__GCA_000786575.1_00068
ERR1913021.4386462__1.4386462	39490__U2PBH7__HMPREF0373_03331
ERR1913021.4386380__1.4386380	291644__I9T2X5__ERS852428_03729
ERR1913021.4386735__1.4386735	745368__A0A1T4XCE1__SAMN02745178_01686
ERR1913021.4386790__1.4386790	46503__B7B776__DXB85_00355
ERR1913021.4386858__1.4386858	384638__B7APR1__BACPEC_00667
ERR1913021.4386932__1.4386932	1262889__R7HBH6__BN634_02400
ERR1913021.4386895__1.4386895	46228__B5CPT7__HMPREF1202_00616
ERR1913021.4387113__1.4387113	357276__I9RCD3__IY41_15070
ERR1913021.4387214__1.4387214	1262935__R5GUE2__BN773_00325
ERR1913021.4387194__1.4387194	418240__A0A173ZFY9__ERS852478_00591
ERR1913021.4387396__1.4387396	1262889__R7HBQ2__BN634_01539
ERR1913021.4387433__1.4387433	820__A0A3E4RU03__M093_0563
ERR1913021.4387517__1.4387517	820__A7V092__hldE
ERR1913021.4387522__1.4387522	204516__U6RFV1__HMPREF1534_02560
ERR1913021.4387604__1.4387604	47678__R5USZ3__DXB67_12245
ERR1913021.4387637__1.4387637	454155__F3QST7__HMPREF9442_01251
ERR1913021.4387779__1.4387779	2293125__A0A374BSW4__DW917_13420
ERR1913021.4387980__1.4387980	1263000__R5EQY7__BN466_01150
ERR1913021.4387960__1.4387960	1262935__R5GIL8__BN773_01483
ERR1913021.4388220__1.4388220	46228__V8C7Q2__RUMLAC_01460
ERR1913021.4388297__1.4388297	46228__V8C9H7__RUMLAC_01008
ERR1913021.4388529__1.4388529	39496__A5Z5I2__EUBVEN_00963
ERR1913021.4388710__1.4388710	1262935__R5GLG4__BN773_00617
ERR1913021.4388902__1.4388902	821__C6Z451__BHV80_04265
ERR1913021.4389158__1.4389158	357276__B6W1Y5__IY41_11405
ERR1913021.4389260__1.4389260	47678__R5U6J0__ERS852558_00310
ERR1913021.4389296__1.4389296	357276__A0A076INK2__BSEG_04225
ERR1913021.4389497__1.4389497	46503__A7AG59__ERS852463_00349
ERR1913021.4389775__1.4389775	214856__I3YPQ0__ERS852447_01379
ERR1913021.4389859__1.4389859	166486__D4KVX6__ROSINTL182_06735
ERR1913021.4389898__1.4389898	204516__U6RFV1__HMPREF1534_02560
ERR1913021.4389868__1.4389868	39492__D4JW10__pppA
ERR1913021.4389974__1.4389974	820__A0A139KH21__DXC80_01780
ERR1913021.4390001__1.4390001	46228__V8CH54__RUMLAC_00903
ERR1913021.4390131__1.4390131	137732__GCF_000162475.2_00222
ERR1913021.4390299__1.4390299	46228__V8CAH7__HMPREF1202_00795
ERR1913021.4390378__1.4390378	357276__I8VN30__HMPREF1065_03051
ERR1913021.4390633__1.4390633	821__A0A174JYD3__ERS852457_02610
ERR1913021.4390819__1.4390819	823__A0A395YRW4__DD466_15895
ERR1913021.4391661__1.4391661	1262889__R7HFE6__BN634_01394
ERR1913021.4391789__1.4391789	28111__R5K5Y0__NCTC11155_03071
ERR1913021.4391942__1.4391942	821__A0A174JYD3__ERS852457_02610
ERR1913021.4391991__1.4391991	357276__I8WPR6__EL88_06675
ERR1913021.4392003__1.4392003	310298__B3JFI7__BACCOP_00636
ERR1913021.4391965__1.4391965	328814__GCA_004558275.1_00066
ERR1913021.4392077__1.4392077	454155__F3QTU9__HMPREF9442_01618
ERR1913021.4392143__1.4392143	39491__A0A174K265__DXB76_05915
ERR1913021.4392296__1.4392296	46228__V8BLL4__HMPREF1202_02582
ERR1913021.4392304__1.4392304	291644__R5JS80__HMPREF1532_00848
ERR1913021.4392348__1.4392348	418240__C6JFJ7__ERS852523_01165
ERR1913021.4392401__1.4392401	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.4392508__1.4392508	46228__V8CE24__thiD
ERR1913021.4392570__1.4392570	1262889__R7HAY6__BN634_02225
ERR1913021.4392844__1.4392844	291644__R5JG91__HMPREF1532_01961
ERR1913021.4392960__1.4392960	357276__A6L053__ABI39_04450
ERR1913021.4392946__1.4392946	823__D7ILK2__ERS852380_00031
ERR1913021.4393095__1.4393095	239935__A0A2N8HT44__CXT84_11035
ERR1913021.4393178__1.4393178	1547597__A0A0C3MC51__IE90_01770
ERR1913021.4393460__1.4393460	357276__I9FRW5__B5F95_21685
ERR1913021.4393567__1.4393567	357276__A0A0K2HJA6__DXD47_07320
ERR1913021.4393645__1.4393645	1299998__GCA_001494635.1_01562
ERR1913021.4393612__1.4393612	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.4393779__1.4393779	821__A0A174NM17__lacZ_6
ERR1913021.4393911__1.4393911	821__A0A174NM17__lacZ_6
ERR1913021.4394226__1.4394226	1262889__R7HD84__BN634_01675
ERR1913021.4394365__1.4394365	1547597__A0A318N7C8__IE90_05435
ERR1913021.4394323__1.4394323	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913021.4394388__1.4394388	1262743__R5C054__BN727_01980
ERR1913021.4394587__1.4394587	357276__I9FRW5__B5F95_21685
ERR1913021.4394661__1.4394661	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913021.4394670__1.4394670	46228__B5CNQ2__HMPREF1202_00124
ERR1913021.4394748__1.4394748	487174__K0WZU9__HMPREF9448_01159
ERR1913021.4394839__1.4394839	821__A0A0P0M4G3__M099_3092
ERR1913021.4395000__1.4395000	821__A0A0P0LFP6__C5Z04_13890
ERR1913021.4395263__1.4395263	1897011__A0A1Q6RF88__BHW41_03295
ERR1913021.4395303__1.4395303	418240__C6J879__ERS852523_04053
ERR1913021.4395775__1.4395775	357276__A0A174L570__GV66_05720
ERR1913021.4395873__1.4395873	301301__A0A395V944__ERS852391_00514
ERR1913021.4396073__1.4396073	39488__A0A174JH77__EUBHAL_03278
ERR1913021.4396142__1.4396142	46228__V8C5T7__DXD17_10485
