ERR1913062.307__1.307	28118__F9Z6D0__DHW44_12795
ERR1913062.3705951__1.3705951	216816__B7GPH6__DXC74_08225
ERR1913062.3706061__1.3706061	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.3706036__1.3706036	1680__A0A0C2VBJ4__birA
ERR1913062.3706127__1.3706127	310298__B3JGJ2__BACCOP_00994
ERR1913062.3706246__1.3706246	821__A0A174V2F3__NCTC10583_01474
ERR1913062.3706210__1.3706210	371601__C3QEU5__ERS852396_01058
ERR1913062.3706315__1.3706315	820__R9I3Q7__HMPREF1072_01668
ERR1913062.3706348__1.3706348	360807__A0A1Q6T326__appA_1
ERR1913062.3706400__1.3706400	1680__A0A174BEE7__BSTER_1311
ERR1913062.3706378__1.3706378	820__A0A3E4VXP2__yesR
ERR1913062.3706382__1.3706382	2293125__A0A374BUM7__DW917_12980
ERR1913062.3706488__1.3706488	818__E5C5U7__SAMN05216253_101163
ERR1913062.3706450__1.3706450	820__A0A3E4IBC1__M094_0628
ERR1913062.3706543__1.3706543	418240__A0A174QSP2__kinA_1
ERR1913062.3706556__1.3706556	410072__C0BES0__ERS852389_01714
ERR1913062.3706563__1.3706563	301301__A0A395VBJ2__ERS852391_02160
ERR1913062.3706638__1.3706638	204516__U6R898__HMPREF1534_03335
ERR1913062.3706658__1.3706658	1262924__R7HQD9__BN585_00129
ERR1913062.3706689__1.3706689	820__A7VAR9__ERS852421_00197
ERR1913062.3706752__1.3706752	821__C6ZAA5__ERS852556_00403
ERR1913062.3706753__1.3706753	165179__A0A229I3Z6__PREVCOP_03666
ERR1913062.3707323__1.3707323	818__C6IIW4__dapH_1
ERR1913062.3707421__1.3707421	165179__D1PAV8__DXB80_13055
ERR1913062.3707435__1.3707435	106588__A6P303__BACCAP_04887
ERR1913062.3707438__1.3707438	166486__D4KZ45__ROSINTL182_05738
ERR1913062.3707493__1.3707493	33039__A0A174ZCB2__ERS852577_04014
ERR1913062.3707500__1.3707500	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.3707576__1.3707576	821__A0A3E4KIM1__M097_3660
ERR1913062.3707607__1.3707607	39496__A5Z8E2__EUBVEN_01983
ERR1913062.3707609__1.3707609	310298__B3JFK4__BACCOP_00654
ERR1913062.3707732__1.3707732	371601__A0A1C7H1Z9__BN890_35950
ERR1913062.3707917__1.3707917	166486__D4KW59__ERS852572_02363
ERR1913062.3707925__1.3707925	357276__A0A076INK2__BSEG_04225
ERR1913062.3707944__1.3707944	204516__U6RDD8__HMPREF1534_02559
ERR1913062.3707997__1.3707997	410072__C0B8G3__DXD67_01535
ERR1913062.3708061__1.3708061	165179__D1PGU8__PREVCOP_06463
ERR1913062.3708142__1.3708142	1262924__R7HU74__BN585_00690
ERR1913062.3708165__1.3708165	572010__group_1550
ERR1913062.3708387__1.3708387	1262746__R5S265__BN750_01952
ERR1913062.3708492__1.3708492	357276__B6W1Y1__BSEG_03960
ERR1913062.3708625__1.3708625	418240__A0A174U9H0__folP
ERR1913062.3708722__1.3708722	301301__G2SZZ9__RHOM_02605
ERR1913062.3708781__1.3708781	1262930__R6A8N0__BN693_02179
ERR1913062.3708838__1.3708838	821__A0A173WG51__BVU_2549
ERR1913062.3708958__1.3708958	1262930__R6A775__BN693_00822
ERR1913062.3708978__1.3708978	39496__A5Z5G7__EUBVEN_00947
ERR1913062.3709122__1.3709122	821__E5UY21__C800_02204
ERR1913062.3709088__1.3709088	820__A0A3E4RU03__M093_0563
ERR1913062.3709524__1.3709524	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.3709933__1.3709933	46506__S3YD95__AA415_02538
ERR1913062.3710127__1.3710127	1262930__R6AQM8__BN693_01323
ERR1913062.3710137__1.3710137	310298__B3JED9__BACCOP_00230
ERR1913062.3710138__1.3710138	853__A0A2A7B9I6__DW855_13690
ERR1913062.3710283__1.3710283	820__A0A3E4GA19__SAMN05444418_10562
ERR1913062.3710334__1.3710334	1262948__R7E9J4__BN671_00152
ERR1913062.3710572__1.3710572	310298__B3JMZ2__BACCOP_03297
ERR1913062.3710631__1.3710631	410072__A0A173XQG6__ERS852574_01620
ERR1913062.3710687__1.3710687	360807__C0G083__ROSEINA2194_04432
ERR1913062.3710712__1.3710712	410072__A0A174LZA3__ERS852389_01302
ERR1913062.3711041__1.3711041	1263107__GCA_000436995.1_00076
ERR1913062.3711090__1.3711090	487174__K0X789__DIT83_10440
ERR1913062.3711094__1.3711094	818__E5C5U7__SAMN05216253_101163
ERR1913062.3711109__1.3711109	1262930__R6AUX8__BN693_00160
ERR1913062.3711170__1.3711170	1262930__R6A6B2__BN693_00668
ERR1913062.3711368__1.3711368	1262746__R5S265__BN750_01952
ERR1913062.3711789__1.3711789	1262930__R6A468__BN693_01366
ERR1913062.3711873__1.3711873	1735__A0A395WAL9__EUBIFOR_01618
ERR1913062.3711909__1.3711909	818__A0A3E5HDU6__C799_04515
ERR1913062.3711975__1.3711975	165179__R6B8D8__DXC61_09245
ERR1913062.3712025__1.3712025	165179__A0A174SA26__PREVCOP_05758
ERR1913062.3711994__1.3711994	418240__T5LWD7__ERS852478_00191
ERR1913062.3712309__1.3712309	884684__GCA_002892425.1_01408
ERR1913062.3712364__1.3712364	28118__F9Z8Y7__DHW44_02235
ERR1913062.3712468__1.3712468	706562__GCA_900112995.1_01437
ERR1913062.3712531__1.3712531	823__K6APS3__DDY96_02400
ERR1913062.3712771__1.3712771	310298__B3JKM0__BACCOP_02451
ERR1913062.3712900__1.3712900	2293125__A0A374BUM7__DW917_12980
ERR1913062.3712961__1.3712961	853__A0A3E2U7E6__ERS852582_01640
ERR1913062.3712995__1.3712995	357276__A0A076J8D4__HMPREF1064_00553
ERR1913062.3713236__1.3713236	39485__A0A175A871__EUBELI_00414
ERR1913062.3713327__1.3713327	165179__D1PHC0__PREVCOP_06640
ERR1913062.3713329__1.3713329	165179__D1PHC0__PREVCOP_06640
ERR1913062.3713379__1.3713379	218538__C9LR31__GCWU000321_02013
ERR1913062.3713547__1.3713547	1263044__GCA_000433375.1_03395
ERR1913062.3713626__1.3713626	39496__A5Z774__EUBVEN_01557
ERR1913062.3713640__1.3713640	165179__A0A174SA26__PREVCOP_05758
ERR1913062.3713687__1.3713687	884684__GCA_002892425.1_01408
ERR1913062.3713780__1.3713780	88431__A0A173XSN2__ERS852526_00723
ERR1913062.3713788__1.3713788	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.3713819__1.3713819	818__Q8A3R2__C799_03293
ERR1913062.3713872__1.3713872	2293125__A0A374C9I8__DW917_06795
ERR1913062.3713997__1.3713997	823__A0A174XJM9__CEQ22_007230
ERR1913062.3714277__1.3714277	310298__B3JJ24__BACCOP_01886
ERR1913062.3714343__1.3714343	166486__D4L284__ERS852572_01651
ERR1913062.3714370__1.3714370	1262930__R6AAD1__BN693_01367
ERR1913062.3714498__1.3714498	1262930__R6AYA7__BN693_00428
ERR1913062.3714554__1.3714554	1680__A0A173W9E6__C8077_07070
ERR1913062.3714734__1.3714734	853__D4KAK8__C4N21_13380
ERR1913062.3714748__1.3714748	2293125__A0A374BSW4__DW917_13420
ERR1913062.3714750__1.3714750	823__A0A073I748__M096_3057
ERR1913062.3714804__1.3714804	310298__B3JGJ2__BACCOP_00994
ERR1913062.3714817__1.3714817	487174__K0X429__HMPREF9448_00932
ERR1913062.3714971__1.3714971	823__D0TJX4__M095_1560
ERR1913062.3715197__1.3715197	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.3715270__1.3715270	338188__A0A174ETX3__ERS852397_01955
ERR1913062.3715327__1.3715327	39488__A0A285PT25__EUBHAL_01908
ERR1913062.3715330__1.3715330	28116__A0A3D2LPA1__CUY_3388
ERR1913062.3715400__1.3715400	544644__GCA_001915615.1_01909
ERR1913062.3715490__1.3715490	1262930__R6A1N0__BN693_00917
ERR1913062.3715657__1.3715657	47678__R5UG22__ERS852558_01514
ERR1913062.3715917__1.3715917	39488__A0A374NJ86__mltG
ERR1913062.3716025__1.3716025	820__A0A174EV88__HMPREF1072_01427
ERR1913062.3716077__1.3716077	165179__R6XLJ7__CFT61_06250
ERR1913062.3716131__1.3716131	371601__A0A1H4GP73__B5E50_17960
ERR1913062.3716369__1.3716369	1262930__R6ADH9__BN693_01876
ERR1913062.3716458__1.3716458	818__A0A3E5HEV0__BT_3682
ERR1913062.3716571__1.3716571	418240__A0A174R660__rluD_1
ERR1913062.3716604__1.3716604	46503__R6Y901__HMPREF1060_01754
ERR1913062.3716621__1.3716621	821__A0A396F1N0__M099_1553
ERR1913062.3716686__1.3716686	165179__A0A174SA26__PREVCOP_05758
ERR1913062.3716757__1.3716757	1262873__R6W6D9__BN605_02180
ERR1913062.3716865__1.3716865	1262930__R5ZWP2__BN693_01542
ERR1913062.3716910__1.3716910	487174__R5EV44__HMPREF9448_01630
ERR1913062.3717069__1.3717069	28111__E5WYC3__NCTC11155_03517
ERR1913062.3717084__1.3717084	1262930__R6AYA7__BN693_00428
ERR1913062.3717197__1.3717197	204516__U6RFB2__HMPREF1534_01733
ERR1913062.3717250__1.3717250	2293125__A0A374CBD1__DW917_06995
ERR1913062.3717322__1.3717322	357276__A0A076J4B1__DXD47_03445
ERR1913062.3717401__1.3717401	28118__R6F5X8__DF785_07935
ERR1913062.3717533__1.3717533	818__A0A0P0FKC9__Btheta7330_01050
ERR1913062.3717613__1.3717613	818__A0A139K9H8__C5Z03_23905
ERR1913062.3717849__1.3717849	823__A0A3E4P9U5__ERS852380_02719
ERR1913062.3717858__1.3717858	853__A0A2A7A4A9__C4N21_14870
ERR1913062.3717944__1.3717944	821__A0A0P0LFP6__C5Z04_13890
ERR1913062.3717948__1.3717948	165179__D1PCL6__DXB80_13435
ERR1913062.3718030__1.3718030	487174__K0XES7__HMPREF9448_00566
ERR1913062.3718062__1.3718062	46503__R6Y2Y6__ERS852463_03103
ERR1913062.3718139__1.3718139	1262930__R6AXR1__BN693_00352
ERR1913062.3718286__1.3718286	821__A0A078R9Y9__M097_2119
ERR1913062.3718363__1.3718363	357276__B6W1J2__BACDOR_03380
ERR1913062.3718468__1.3718468	1262930__R6AES4__BN693_02093
ERR1913062.3718738__1.3718738	1262924__R7HSB4__BN585_00816
ERR1913062.3718758__1.3718758	165179__D1PGU8__PREVCOP_06463
ERR1913062.3718839__1.3718839	544644__GCA_001915615.1_02003
ERR1913062.3718886__1.3718886	821__A0A174V2F3__NCTC10583_01474
ERR1913062.3718971__1.3718971	1262816__R6C7G1__BN687_00956
ERR1913062.3718958__1.3718958	2293125__A0A374BSW4__DW917_13420
ERR1913062.3719256__1.3719256	1262873__R6W6D9__BN605_02180
ERR1913062.3719337__1.3719337	1262930__R6AUX8__BN693_00160
ERR1913062.3719459__1.3719459	1099853__G9S842__NSB1T_03200
ERR1913062.3719699__1.3719699	1262924__R7HTW2__BN585_00604
ERR1913062.3719773__1.3719773	310298__B3JQJ5__BACCOP_04231
ERR1913062.3719798__1.3719798	39488__C0F0P8__EUBHAL_03272
ERR1913062.3719904__1.3719904	2293125__A0A374BSW4__DW917_13420
ERR1913062.3719874__1.3719874	310298__B3JK49__BACCOP_02273
ERR1913062.3719885__1.3719885	357276__I9QWN0__ABI39_00335
ERR1913062.3719999__1.3719999	1680__A0A2R4G1K8__BBMN23_0315
ERR1913062.3720036__1.3720036	487174__R5G1E8__DIT83_00510
ERR1913062.3720043__1.3720043	418240__A0A174AQ30__ERS852478_00945
ERR1913062.3720450__1.3720450	357276__I9F327__DXD47_22495
ERR1913062.3720506__1.3720506	46503__K5ZAK9__NCTC13052_03308
ERR1913062.3720534__1.3720534	357276__D1K3K9__EL88_23995
ERR1913062.3720555__1.3720555	1150298__A0A174DPC6__ERS852535_01374
ERR1913062.3720588__1.3720588	821__A0A3E4WAR6__DXD64_10735
ERR1913062.3720684__1.3720684	410072__C0BF38__DXD67_15395
ERR1913062.3720715__1.3720715	165179__A0A3E5DN34__DXC61_07865
ERR1913062.3720717__1.3720717	2293125__A0A374CJ42__DW917_03305
ERR1913062.3720721__1.3720721	2293125__A0A374BUM7__DW917_12980
ERR1913062.3720838__1.3720838	821__A0A174V2F3__NCTC10583_01474
ERR1913062.3720880__1.3720880	301301__A0A395VB45__ERS852391_02575
ERR1913062.3720889__1.3720889	1262992__R5DBE5__BN795_01410
ERR1913062.3720912__1.3720912	820__A0A173W419__DXC68_17760
ERR1913062.3720943__1.3720943	39496__A5Z5I2__EUBVEN_00963
ERR1913062.3720960__1.3720960	410072__A0A174IE93__DXD67_12120
ERR1913062.3721107__1.3721107	671267__R9ICM6__C802_00589
ERR1913062.3721128__1.3721128	39496__A5Z937__EUBVEN_02230
ERR1913062.3721130__1.3721130	1150298__A0A174R918__ERS852535_01749
ERR1913062.3721161__1.3721161	165179__R6B8D8__DXC61_09245
ERR1913062.3721244__1.3721244	204516__U6RPN2__HMPREF1534_00368
ERR1913062.3721333__1.3721333	823__A0A174VHT1__DHP27_04775
ERR1913062.3721334__1.3721334	166486__D4L2C5__ERS852572_01688
ERR1913062.3721335__1.3721335	1262930__R6AQF3__BN693_01271
ERR1913062.3721397__1.3721397	823__A0A355XF06__B5F32_11480
ERR1913062.3721432__1.3721432	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.3721715__1.3721715	310298__B3JEE8__BACCOP_00239
ERR1913062.3721742__1.3721742	218538__C9LNQ3__GCWU000321_01176
ERR1913062.3721822__1.3721822	166486__D4KUC4__arcB_1
ERR1913062.3721858__1.3721858	39486__R6TK96__DXB12_05650
ERR1913062.3722018__1.3722018	357276__I8WEZ6__BACDOR_02323
ERR1913062.3722025__1.3722025	1262746__R5SLM9__BN750_01953
ERR1913062.3722119__1.3722119	823__E1YR62__HMPREF1059_02331
ERR1913062.3722270__1.3722270	820__A0A174DZ97__SAMN05444418_101240
ERR1913062.3722443__1.3722443	821__A0A0P0LJ37__DXB82_14270
ERR1913062.3722504__1.3722504	1262930__R6A1N0__BN693_00917
ERR1913062.3722511__1.3722511	310298__B3JNH3__BACCOP_03486
ERR1913062.3722518__1.3722518	1262930__R6AUX8__BN693_00160
ERR1913062.3722656__1.3722656	821__A0A174RA14__M099_1655
ERR1913062.3722826__1.3722826	2293125__A0A374BMK9__DW917_16190
ERR1913062.3723029__1.3723029	165179__A0A229I3Z6__PREVCOP_03666
ERR1913062.3723109__1.3723109	1262924__R7HSH9__BN585_00133
ERR1913062.3723123__1.3723123	626933__H1DGX0__HMPREF9449_01506
ERR1913062.3723275__1.3723275	165179__D1PGU8__PREVCOP_06463
ERR1913062.3723379__1.3723379	1735__B7CDA5__EUBIFOR_02186
ERR1913062.3723449__1.3723449	1735__B7CCQ4__EUBIFOR_01982
ERR1913062.3723541__1.3723541	166486__D4L3D1__ERS852572_03371
ERR1913062.3723571__1.3723571	1735__B7CD72__EUBIFOR_02151
ERR1913062.3723647__1.3723647	1262924__R7HRJ9__BN585_00557
ERR1913062.3723780__1.3723780	820__A0A139KG60__M094_2679
ERR1913062.3723795__1.3723795	745368__A0A1T4Y388__SAMN02745178_02684
ERR1913062.3723944__1.3723944	310298__B3JQJ5__BACCOP_04231
ERR1913062.3723948__1.3723948	2293125__A0A374BUM7__DW917_12980
ERR1913062.3723955__1.3723955	204516__U6RDD8__HMPREF1534_02559
ERR1913062.3723977__1.3723977	165179__D1PGU8__PREVCOP_06463
ERR1913062.3724056__1.3724056	310298__B3JNH3__BACCOP_03486
ERR1913062.3724080__1.3724080	1322__C9L414__CGC63_13635
ERR1913062.3724129__1.3724129	2293125__A0A374CKY3__DW917_01805
ERR1913062.3724295__1.3724295	357276__A0A076IS46__BACDOR_03265
ERR1913062.3724331__1.3724331	1262739__R6MRD4__BN659_02013
ERR1913062.3724715__1.3724715	310298__B3JQJ5__BACCOP_04231
ERR1913062.3724773__1.3724773	1262992__R5DDC9__BN795_00492
ERR1913062.3724793__1.3724793	28118__R6F9B8__Odosp_3480
ERR1913062.3724893__1.3724893	1680__A0A173XYA2__B0703_0121
ERR1913062.3725305__1.3725305	821__A0A397WGD6__M098_0084
ERR1913062.3725295__1.3725295	1262930__R5ZXU1__BN693_01352
ERR1913062.3725398__1.3725398	88431__A6BIP6__DXB16_05510
ERR1913062.3725484__1.3725484	410072__C0BAH4__COPCOM_02077
ERR1913062.3725682__1.3725682	2293125__A0A374BSW4__DW917_13420
ERR1913062.3725816__1.3725816	310298__B3JNH4__BACCOP_03487
ERR1913062.3726047__1.3726047	165179__A0A229I3Z6__PREVCOP_03666
ERR1913062.3726215__1.3726215	39488__A0A285PRH2__EUBHAL_01264
ERR1913062.3726218__1.3726218	821__R7P1Q7__M099_2990
ERR1913062.3726252__1.3726252	1262930__R6AUL9__BN693_02008
ERR1913062.3726297__1.3726297	820__A0A3E4GA19__SAMN05444418_10562
ERR1913062.3726414__1.3726414	1262924__R7HKZ9__BN585_01304
ERR1913062.3726440__1.3726440	1262930__R5ZWP2__BN693_01542
ERR1913062.3726842__1.3726842	1262739__R6M9P7__BN659_01903
ERR1913062.3726861__1.3726861	1262930__R6AQM8__BN693_01323
ERR1913062.3726873__1.3726873	2293125__A0A374BSW4__DW917_13420
ERR1913062.3727065__1.3727065	2293125__A0A374BUM7__DW917_12980
ERR1913062.3727235__1.3727235	166486__D4KWZ7__cph2_5
ERR1913062.3727307__1.3727307	165179__A0A229I4J4__proA
ERR1913062.3727464__1.3727464	357276__I9QBT7__BSEG_03340
ERR1913062.3727594__1.3727594	166486__D4KZ69__ERS852572_01502
ERR1913062.3727802__1.3727802	821__A0A174V2F3__NCTC10583_01474
ERR1913062.3727811__1.3727811	1150298__R7JRK4__ERS852406_01648
ERR1913062.3727824__1.3727824	410072__A0A174IE93__DXD67_12120
ERR1913062.3727936__1.3727936	1150298__A0A174DPC6__ERS852535_01374
ERR1913062.3728007__1.3728007	1796613__A0A1C7GYE7__ADH74_04570
ERR1913062.3728173__1.3728173	166486__D4KWP5__ROSINTL182_06014
ERR1913062.3728201__1.3728201	823__A0A3E4PAQ2__DDY96_18275
ERR1913062.3728202__1.3728202	649756__L1PU84__ERS852571_01295
ERR1913062.3728209__1.3728209	410072__C0BF75__ERS852389_02248
ERR1913062.3728257__1.3728257	823__A0A355XN36__DXB14_02385
ERR1913062.3728285__1.3728285	218538__C9LPF0__GCWU000321_01429
ERR1913062.3728289__1.3728289	165179__A0A3E5AAM8__DXB80_10240
ERR1913062.3728360__1.3728360	10678__GeneID:2777422
ERR1913062.3728857__1.3728857	2293125__A0A374BSW4__DW917_13420
ERR1913062.3728835__1.3728835	33025__A0A395JAA6__C8D73_10641
ERR1913062.3728896__1.3728896	1735__B7CBP5__EUBIFOR_01620
ERR1913062.3728915__1.3728915	649756__L1Q987__ERS852520_02359
ERR1913062.3729114__1.3729114	33025__A0A395JBA6__C8D73_1039
ERR1913062.3729160__1.3729160	818__Q89ZX6__ERS852511_03600
ERR1913062.3729231__1.3729231	166486__D4KZ24__ROSINTL182_05766
ERR1913062.3729358__1.3729358	165179__D1PGU8__PREVCOP_06463
ERR1913062.3729499__1.3729499	818__A0A3E5GYI4__NCTC10582_00013
ERR1913062.3729578__1.3729578	823__A0A069SAX6__ERS852380_00710
ERR1913062.3729704__1.3729704	821__A0A3E4HP25__SAMN04487923_102450
ERR1913062.3729915__1.3729915	40520__A5ZTQ5__ERS852533_02495
ERR1913062.3730063__1.3730063	1262930__R6AAD1__BN693_01367
ERR1913062.3730215__1.3730215	820__A0A139KH21__DXC80_01780
ERR1913062.3730347__1.3730347	39491__A0A395V2Y7__DXB72_13970
ERR1913062.3730348__1.3730348	39488__A0A174BS94__DXD91_16570
ERR1913062.3730708__1.3730708	39488__C0EZ53__DXD91_09390
ERR1913062.3730743__1.3730743	310298__B3JFQ2__BACCOP_00703
ERR1913062.3730982__1.3730982	357276__A0A076IN30__DXD47_09350
ERR1913062.3731089__1.3731089	818__A0A1H7L4U6__BSIG_3287
ERR1913062.3731179__1.3731179	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.3731205__1.3731205	821__A0A395VMG0__DXC44_18080
ERR1913062.3731230__1.3731230	823__K6APS3__DDY96_02400
ERR1913062.3731398__1.3731398	46503__R6WWC9__PARMER_03215
ERR1913062.3731423__1.3731423	310298__B3JFK5__BACCOP_00655
ERR1913062.3731697__1.3731697	357276__A0A076IXE0__HMPREF1064_04364
ERR1913062.3731880__1.3731880	357276__A0A076IS26__EL88_15950
ERR1913062.3731902__1.3731902	1735__B7CDA5__EUBIFOR_02186
ERR1913062.3731960__1.3731960	165179__R6PNJ9__PREVCOP_04730
ERR1913062.3732000__1.3732000	310298__B3JEE8__BACCOP_00239
ERR1913062.3732088__1.3732088	204516__U6RFV1__HMPREF1534_02560
ERR1913062.3732172__1.3732172	820__A0A174R952__DXB48_02570
ERR1913062.3732232__1.3732232	1262930__R6A254__BN693_01006
ERR1913062.3732315__1.3732315	33025__A0A395JDV3__C8D73_101685
ERR1913062.3732409__1.3732409	1262924__R7HML0__BN585_01508
ERR1913062.3732506__1.3732506	1735__B7C8J4__EUBIFOR_00498
ERR1913062.3732810__1.3732810	310298__B3JLC6__BACCOP_02712
ERR1913062.3732853__1.3732853	166486__D4KUK5__thiM
ERR1913062.3732891__1.3732891	310298__B3JQJ5__BACCOP_04231
ERR1913062.3732936__1.3732936	28111__B0NT39__NCTC11155_02876
ERR1913062.3732969__1.3732969	216816__D6DD25__APC1482_1109
ERR1913062.3733013__1.3733013	1150298__A0A174PHI0__ERS852498_00826
ERR1913062.3733130__1.3733130	39488__A0A374NPE4__EUBHAL_00845
ERR1913062.3733185__1.3733185	418240__A0A174QSP2__kinA_1
ERR1913062.3733278__1.3733278	853__A0A174C5M1__CGS58_04460
ERR1913062.3733394__1.3733394	165179__A0A174SA26__PREVCOP_05758
ERR1913062.3733399__1.3733399	28116__E5C3L0__B5F02_21065
ERR1913062.3733445__1.3733445	2293125__A0A374BSW4__DW917_13420
ERR1913062.3733518__1.3733518	818__A0A3E5HVG2__C5Z03_11060
ERR1913062.3733673__1.3733673	1262930__R6AF63__BN693_02166
ERR1913062.3733772__1.3733772	823__A0A174EFT7__luxQ_5
ERR1913062.3733775__1.3733775	165179__D1PGU8__PREVCOP_06463
ERR1913062.3733795__1.3733795	371601__A0A174ATP8__SAMN05216250_11646
ERR1913062.3733929__1.3733929	46503__R6Y8M7__ERS852463_01228
ERR1913062.3733949__1.3733949	46503__K5ZM81__DCY29_16460
ERR1913062.3734003__1.3734003	39488__A0A173U4P2__ERS852578_02139
ERR1913062.3733951__1.3733951	165179__A0A174SA26__PREVCOP_05758
ERR1913062.3733954__1.3733954	2293125__A0A374CCM7__DW917_05375
ERR1913062.3734208__1.3734208	853__A0A3E2U7E6__ERS852582_01640
ERR1913062.3734188__1.3734188	310298__B3JQ37__BACCOP_04069
ERR1913062.3734303__1.3734303	1550024__G9RXY7__TQ39_00100
ERR1913062.3734357__1.3734357	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.3734398__1.3734398	626933__H1DGX0__HMPREF9449_01506
ERR1913062.3734406__1.3734406	166486__D4KZH8__ERS852572_00419
ERR1913062.3734487__1.3734487	2293125__A0A374BUM7__DW917_12980
ERR1913062.3734589__1.3734589	1735__B7C934__EUBIFOR_00691
ERR1913062.3735147__1.3735147	39488__R5G6A7__DXD91_05835
ERR1913062.3735338__1.3735338	357276__I9QDB8__B5F95_08105
ERR1913062.3735350__1.3735350	487174__K0X591__DDY40_01805
ERR1913062.3735405__1.3735405	310298__B3JGJ2__BACCOP_00994
ERR1913062.3735440__1.3735440	410072__A0A173YNZ0__ERS852481_00766
ERR1913062.3735444__1.3735444	418240__A0A174QSP2__kinA_1
ERR1913062.3735614__1.3735614	46506__B0NM94__HMPREF1181_03250
ERR1913062.3735817__1.3735817	818__A0A3E5HN72__C799_03359
ERR1913062.3735825__1.3735825	487174__K0XLV6__DIT83_00940
ERR1913062.3735757__1.3735757	88431__A0A3D0EYA4__atpH
ERR1913062.3735759__1.3735759	1262930__R6AYA7__BN693_00428
ERR1913062.3735796__1.3735796	1262746__R5S265__BN750_01952
ERR1913062.3736188__1.3736188	214856__A0A174ZLY7__ERS852447_02456
ERR1913062.3736306__1.3736306	821__R7P1Q7__M099_2990
ERR1913062.3736510__1.3736510	39491__A0A0M6WPN4__DXB69_06325
ERR1913062.3736520__1.3736520	204516__U6R7Y8__HMPREF1534_03942
ERR1913062.3736538__1.3736538	820__A0A139K8X8__DXC80_17665
ERR1913062.3736931__1.3736931	1099853__G9S2I6__NSB1T_08700
ERR1913062.3736936__1.3736936	166486__C7GFD3__ERS852572_00983
ERR1913062.3737008__1.3737008	626932__G5H5L6__HMPREF9450_00226
ERR1913062.3736985__1.3736985	310298__B3JQ37__BACCOP_04069
ERR1913062.3737051__1.3737051	1735__B7CAJ7__EUBIFOR_01218
ERR1913062.3737106__1.3737106	384638__B7APR1__BACPEC_00667
ERR1913062.3737166__1.3737166	204516__U6RR05__HMPREF1534_00736
ERR1913062.3737281__1.3737281	165179__A0A174UTZ7__DXC61_06705
ERR1913062.3737316__1.3737316	820__A0A3E4QZJ7__C801_01798
ERR1913062.3737445__1.3737445	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913062.3737463__1.3737463	28111__R5K3D9__NCTC11155_02788
ERR1913062.3737519__1.3737519	165179__D1PHC0__PREVCOP_06640
ERR1913062.3737570__1.3737570	2293125__A0A374BUM7__DW917_12980
ERR1913062.3737642__1.3737642	39486__B0G7N0__DXC93_07990
ERR1913062.3737710__1.3737710	357276__A0A076IS46__BACDOR_03265
ERR1913062.3737745__1.3737745	39488__A0A285PQV2__ERS852450_01290
ERR1913062.3737811__1.3737811	165179__A0A174SA26__PREVCOP_05758
ERR1913062.3737907__1.3737907	310298__B3JFK5__BACCOP_00655
ERR1913062.3737938__1.3737938	28111__E5WZR2__HMPREF1016_02168
ERR1913062.3738070__1.3738070	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913062.3738081__1.3738081	39488__A0A174CKH9__EUBHAL_00342
ERR1913062.3738140__1.3738140	46503__R6WZC3__DCY29_09820
ERR1913062.3738181__1.3738181	820__A0A174F0C1__nreB
ERR1913062.3738221__1.3738221	74426__pta
ERR1913062.3738269__1.3738269	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913062.3738300__1.3738300	823__A0A173W1W2__M095_4076
