ERR1913257.130__1.130	1550024__A0A0D8IYY8__TQ39_09180
ERR1913257.441235__1.441235	1262848__R6U1W9__BN818_00751
ERR1913257.441493__1.441493	1680__A0A087DHN0__AL0462_1532
ERR1913257.441510__1.441510	745368__A0A1T4Y6M3__SAMN02745178_02754
ERR1913257.441648__1.441648	1680__R5GRA4__ERS852382_01548
ERR1913257.441740__1.441740	2173__A0A1D2WRC1__Msm_0093
ERR1913257.441831__1.441831	1680__R5GRA4__ERS852382_01548
ERR1913257.441832__1.441832	1680__R5GRA4__ERS852382_01548
ERR1913257.441887__1.441887	39491__A0A395V297__EUR_01010
ERR1913257.441945__1.441945	216816__B3DNW2__BL171B_07980
ERR1913257.442077__1.442077	28052__A0A174GK20__ERS852451_00454
ERR1913257.442373__1.442373	1550024__G9RTA6__TQ39_10970
ERR1913257.442401__1.442401	28052__R7N8X2__ERS852451_01586
ERR1913257.442739__1.442739	40518__R5E2F3__artQ
ERR1913257.442786__1.442786	1263107__GCA_000436995.1_00065
ERR1913257.442897__1.442897	471189__GCA_003340385.1_00697
ERR1913257.443045__1.443045	28117__B0MST6__BHV66_06090
ERR1913257.443200__1.443200	357276__B6VW91__BACDOR_01584
ERR1913257.443217__1.443217	216816__B7GTP7__BLIC_h02039
ERR1913257.443232__1.443232	39491__A0A396FKG5__DXB76_07455
ERR1913257.443309__1.443309	74426__nrdD
ERR1913257.443697__1.443697	239935__A0A2N8I694__CXU04_06245
ERR1913257.443725__1.443725	2173__A0A1D2WTZ3__frhB
ERR1913257.443918__1.443918	1263030__R5CVQ9__BN705_00099
ERR1913257.443869__1.443869	1150298__R7JRU1__degA_3
ERR1913257.444094__1.444094	651822__GCA_000210715.1_00753
ERR1913257.444361__1.444361	239935__A0A3F3K9J9__DEF40_00940
ERR1913257.444382__1.444382	384639__GCA_003096855.1_00881
ERR1913257.444387__1.444387	301302__R5UUM8__ganB_1
ERR1913257.444574__1.444574	39491__C4ZCV7__ERE_23110
ERR1913257.444581__1.444581	1263107__GCA_000436995.1_00180
ERR1913257.444770__1.444770	2173__A0A1D2WUC2__METSMIALI_01296
ERR1913257.444827__1.444827	853__A0A3E2U7E6__ERS852582_01640
ERR1913257.444909__1.444909	357276__A0A076IRZ5__BACDOR_00630
ERR1913257.445048__1.445048	1263030__R5CX12__BN705_00275
ERR1913257.445393__1.445393	301301__G2SZM0__ERS852391_00594
ERR1913257.445488__1.445488	357276__A0A076J8M3__ABI39_13695
ERR1913257.445810__1.445810	544645__A0A3E4TJQ9__DXC42_00310
ERR1913257.445841__1.445841	1965650__A0A1Y3VHB1__B5G16_11195
ERR1913257.445972__1.445972	239935__A0A2N8HBM4__CXT85_06270
ERR1913257.446024__1.446024	239935__A0A2N8IVR0__CXT87_07115
ERR1913257.446105__1.446105	853__A0A173YYY4__DWZ04_09420
ERR1913257.446563__1.446563	187327__G4Q7P5__ACDG_00844
ERR1913257.446828__1.446828	1550024__A0A3B9WG46__ASJ35_14590
ERR1913257.446988__1.446988	1681__A0A0H2P4K4__B0085_0638
ERR1913257.447134__1.447134	1897011__A0A1Q6RBT0__BHW41_06785
ERR1913257.447328__1.447328	1965542__A0A1Y4V077__B5E53_15785
ERR1913257.447419__1.447419	357276__A0A076IRZ5__BACDOR_00630
ERR1913257.447755__1.447755	39485__C4Z5M7__EUBELI_00883
ERR1913257.447761__1.447761	39492__D4JVG1__ERS852540_00951
ERR1913257.447763__1.447763	239935__A0A139TPU7__CXT91_06575
ERR1913257.447813__1.447813	116085__D4J6M3__DW747_08060
ERR1913257.447898__1.447898	1528099__A0A0M3TC32__AL705_05760
ERR1913257.448005__1.448005	40520__R7D5D8__DXD81_09550
ERR1913257.448204__1.448204	820__A0A139K1Y6__DXB48_02610
ERR1913257.448288__1.448288	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913257.448445__1.448445	28116__I9ST00__M088_5588
ERR1913257.448828__1.448828	384638__B7AT14__BACPEC_01282
ERR1913257.448853__1.448853	39491__A0A395UUN5__EUBREC_0291
ERR1913257.448894__1.448894	45851__D4S096__BUTYVIB_01513
ERR1913257.448977__1.448977	1262942__R7QX36__BN520_01383
ERR1913257.449034__1.449034	28111__R5K3D9__NCTC11155_02788
ERR1913257.449042__1.449042	301301__A0A395V683__RHOM_00495
ERR1913257.449200__1.449200	1680__A0A173YLK6__BAD_0868
ERR1913257.449308__1.449308	45851__D4RZ27__BHV86_03325
ERR1913257.449321__1.449321	357276__A0A076IS73__GV66_00410
ERR1913257.449574__1.449574	1262848__R6UME4__BN818_01337
ERR1913257.449595__1.449595	1681__U2DMQ1__LMG13200_0318
ERR1913257.449843__1.449843	487174__K0WUW8__DDY40_02615
ERR1913257.449804__1.449804	1263006__R6LYA7__BN515_01307
ERR1913257.450005__1.450005	823__K6A718__CEQ22_003390
ERR1913257.450104__1.450104	239935__A0A3F3KBB8__CXU16_06755
ERR1913257.450171__1.450171	239935__A0A2N8HHB6__B5G29_11500
ERR1913257.450292__1.450292	216816__C5EC66__tcrA
ERR1913257.450497__1.450497	88431__A0A173UIQ4__lip2
ERR1913257.450744__1.450744	46503__R6X8Q3__fepA_2
ERR1913257.450871__1.450871	267818__A0A0R1PBL5__FC93_GL002263
ERR1913257.450946__1.450946	39492__R6RT40__prkC_3
ERR1913257.451292__1.451292	1262924__R7HTA4__BN585_00391
ERR1913257.451425__1.451425	394340__gyrB
ERR1913257.451453__1.451453	88431__A0A174EDE9__yxeP_2
ERR1913257.451493__1.451493	239935__A0A2N8HL50__CXT98_09135
ERR1913257.451735__1.451735	116085__D4JAK5__DW747_10745
ERR1913257.451754__1.451754	239935__A0A2N8HAQ1__DEF40_05290
ERR1913257.451759__1.451759	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913257.451965__1.451965	45851__D4S031__BHV86_10500
ERR1913257.451966__1.451966	357276__A0A0K2HDP3__IY41_00705
ERR1913257.452011__1.452011	239935__R6JAS2__CXU02_10725
ERR1913257.452019__1.452019	1680__A0A2R4G1K8__BBMN23_0315
ERR1913257.452667__1.452667	626940__E8LDK5__DCQ00_02560
ERR1913257.452724__1.452724	28111__E5X120__NCTC11155_02427
ERR1913257.452997__1.452997	239935__R6JAS2__CXU02_10725
ERR1913257.453195__1.453195	204516__U6RAM4__HMPREF1534_03439
ERR1913257.453254__1.453254	74426__group_4823
ERR1913257.453360__1.453360	39485__R5ZNG4__yerB
ERR1913257.453595__1.453595	454155__F3QT57__HMPREF9442_01374
ERR1913257.453650__1.453650	357276__I9FRW5__B5F95_21685
ERR1913257.453790__1.453790	1262911__R6GR13__BN557_00618
ERR1913257.453958__1.453958	1897011__A0A1Q6REX8__BHW41_04475
ERR1913257.454007__1.454007	28111__R5JN40__HMPREF1016_01803
ERR1913257.454218__1.454218	39491__A0A174K1W6__DXB99_15020
ERR1913257.454249__1.454249	1262924__R7HRI6__BN585_00824
ERR1913257.454352__1.454352	1262942__R7R0H9__BN520_02111
ERR1913257.454388__1.454388	357276__A0A1Y4PPG2__B5F95_02305
ERR1913257.454461__1.454461	28117__B0MVL5__BHV66_01660
ERR1913257.454470__1.454470	239935__R6J4Y4__CXU17_09810
ERR1913257.454471__1.454471	39488__A0A173SMQ7__EUBHAL_00819
ERR1913257.454701__1.454701	384639__GCA_003096855.1_01617
ERR1913257.454859__1.454859	1262882__R5N349__BN519_01037
ERR1913257.454897__1.454897	820__A0A174QT76__B5G17_18060
ERR1913257.455221__1.455221	820__A0A3E4W984__pssA
ERR1913257.455317__1.455317	28117__B0MXD0__ALIPUT_01669
ERR1913257.455369__1.455369	39491__A0A395ZHW9__DXC13_02590
ERR1913257.455535__1.455535	820__A0A3E4W4Y7__B5G17_02055
ERR1913257.455563__1.455563	187327__G4Q440__pepD
ERR1913257.455646__1.455646	301301__G2T3Q2__ERS852391_00522
ERR1913257.455746__1.455746	46503__K5ZX50__dnaG_1
ERR1913257.455973__1.455973	562__P0AEK1__CR916_15790
ERR1913257.456068__1.456068	239935__A0A2N8J2P6__ADH72_06730
ERR1913257.456231__1.456231	1550024__G9RPK6__TQ39_05330
ERR1913257.456260__1.456260	40520__A0A396A356__DXB81_07630
ERR1913257.456398__1.456398	88431__A0A174LBC0__DORLON_00105
ERR1913257.456478__1.456478	626940__E8LCB1__BHW43_07535
ERR1913257.456549__1.456549	1262911__R6GT76__BN557_01150
ERR1913257.456525__1.456525	1150298__A0A173X9I5__ERS852498_01823
ERR1913257.456716__1.456716	40520__A0A3E5EGR0__DXC87_08980
ERR1913257.456800__1.456800	820__A0A174A6K0__M093_0079
ERR1913257.457017__1.457017	187327__G4Q7M4__ACDG_01826
ERR1913257.457215__1.457215	301301__G2T5V7__RHOM_15795
ERR1913257.457436__1.457436	116085__A0A3E2TF13__mobB
ERR1913257.458103__1.458103	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913257.458069__1.458069	40520__A0A174FE08__DXC87_08625
ERR1913257.458121__1.458121	239935__A0A2N8IEP3__CXT84_03735
ERR1913257.458344__1.458344	1262911__R6H174__BN557_01246
ERR1913257.458336__1.458336	1680__A0A174BEE7__BSTER_1311
ERR1913257.458486__1.458486	39491__A0A396FF17__EUR_31400
ERR1913257.458530__1.458530	39488__A0A174DBY3__DXD91_08835
ERR1913257.458535__1.458535	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913257.458796__1.458796	39491__A0A395ZGE4__ERS852497_01269
ERR1913257.458799__1.458799	626940__E8LDA6__BHW43_10055
ERR1913257.458988__1.458988	216816__B3DNW2__BL171B_07980
ERR1913257.459309__1.459309	1897011__A0A1Q6RF88__BHW41_03295
ERR1913257.459444__1.459444	1680__R5GSL8__DXD60_03315
ERR1913257.459445__1.459445	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913257.459385__1.459385	1263000__R5EV67__BN466_01611
ERR1913257.459457__1.459457	28117__R7JIJ8__BHV66_01635
ERR1913257.459510__1.459510	626940__E8LGD9__cdsA
ERR1913257.459656__1.459656	418240__C6JFB3__ERS852523_02503
ERR1913257.459659__1.459659	820__A0A3E4XDK3__ERS852554_03650
ERR1913257.459684__1.459684	2173__A0A1D2WST6__METSMIALI_00213
ERR1913257.459857__1.459857	1550024__G9RWE3__TQ39_04170
ERR1913257.459984__1.459984	1263000__R5EGP9__BN466_01419
ERR1913257.460152__1.460152	410072__C0B556__DXD67_15015
ERR1913257.460315__1.460315	28025__B8DTX8__BASA_0721
ERR1913257.460564__1.460564	1262848__R6U3I8__BN818_00546
ERR1913257.460608__1.460608	1262848__R6VEX2__BN818_01244
ERR1913257.460893__1.460893	246787__A0A0P0GG22__BACCELL_01899
ERR1913257.460918__1.460918	74426__rpoC
ERR1913257.461077__1.461077	820__A0A374Q1D8__SAMN05444418_112114
ERR1913257.461143__1.461143	40518__R5DYU1__DXD86_01160
ERR1913257.461128__1.461128	1550024__A0A3B9WI04__ASJ35_06105
ERR1913257.461248__1.461248	246787__R6KCH8__csbC
ERR1913257.461326__1.461326	239935__A0A2N8HUU6__CXT90_06150
ERR1913257.461495__1.461495	2173__A0A1D2WT64__METSMIALI_01143
ERR1913257.461785__1.461785	1680__A0A0C2VBJ4__birA
ERR1913257.461809__1.461809	552398__F4XHN7__HMPREF0866_03141
ERR1913257.462017__1.462017	820__A0A3E4VZY4__ERS852554_01211
ERR1913257.462195__1.462195	1262848__R6U2G7__BN818_00847
ERR1913257.462212__1.462212	1263011__R6DSV1__BN553_00294
ERR1913257.462478__1.462478	1897011__A0A1Q6REU3__BHW41_04025
ERR1913257.462506__1.462506	28117__B0MUX4__ALIPUT_00911
ERR1913257.462718__1.462718	1680__A0A3E4SB79__BAD_1517
ERR1913257.463282__1.463282	40518__R5DVX3__RBL263_01584
ERR1913257.463378__1.463378	1681__A0A0H2PGZ6__DXD34_05075
ERR1913257.463498__1.463498	246787__A0A0P0GIA4__AA416_04405
ERR1913257.463562__1.463562	239935__R6JCH3__CXT95_08205
ERR1913257.463657__1.463657	239935__A0A2N8IUW6__Amuc_1525
ERR1913257.463678__1.463678	1262924__R7HMW0__BN585_01951
ERR1913257.463783__1.463783	239935__A0A2N8HUU6__CXT90_06150
ERR1913257.463828__1.463828	39491__A0A173TAZ5__DXB99_09520
ERR1913257.463959__1.463959	1680__A0A174BEE7__BSTER_1311
ERR1913257.463963__1.463963	239935__A0A2N8IRH4__CXT92_05605
ERR1913257.464042__1.464042	239935__A0A2N8HL50__CXT98_09135
ERR1913257.464003__1.464003	1262848__R6U4C5__BN818_01040
ERR1913257.464142__1.464142	2173__A0A1D2WU72__BK798_05485
ERR1913257.464312__1.464312	1105031__J1H3W2__HMPREF1141_2783
ERR1913257.464488__1.464488	1262848__R6VHM5__BN818_01501
ERR1913257.464593__1.464593	1393034__GCA_001552785.1_00514
ERR1913257.464596__1.464596	116085__D4JBB0__DW747_02175
ERR1913257.464817__1.464817	1393034__GCA_001552785.1_00506
ERR1913257.464910__1.464910	1263000__R5EEF4__BN466_00444
ERR1913257.465040__1.465040	28117__B0MYW7__ALIPUT_02336
ERR1913257.465053__1.465053	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913257.465149__1.465149	28025__D3R3L5__FEM_09837
ERR1913257.465237__1.465237	1263006__R6LWP7__BN515_00823
ERR1913257.465508__1.465508	1550024__A0A0D8IYB1__TQ39_12130
ERR1913257.465573__1.465573	33043__D5HDY1__cdd
ERR1913257.465613__1.465613	239935__A0A2N8HQR1__Amuc_0287
ERR1913257.465648__1.465648	1263011__R6EID3__BN553_01066
ERR1913257.465649__1.465649	1681__A0A0H2PP44__BBTM_02041
ERR1913257.465981__1.465981	39491__A0A395UZ89__DXB72_12805
ERR1913257.466168__1.466168	1262848__R6UEX2__BN818_00035
ERR1913257.466225__1.466225	45851__D4RXN5__BUTYVIB_00586
ERR1913257.466262__1.466262	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913257.466716__1.466716	40520__A5ZY33__DXC87_11790
ERR1913257.466747__1.466747	74426__thrZ
ERR1913257.466911__1.466911	1681__A0A0H2PIV6__APS66_03240
ERR1913257.466938__1.466938	1262736__R5YCY9__BN496_00487
ERR1913257.466950__1.466950	820__A0A396EUV1__B5G17_06465
ERR1913257.466969__1.466969	1262848__R6UMA7__BN818_01315
ERR1913257.467099__1.467099	820__A0A3E4VZY4__ERS852554_01211
ERR1913257.467300__1.467300	2173__A5UNK1__METSMIF1_03217
ERR1913257.467327__1.467327	1262924__R7HQ03__BN585_01295
ERR1913257.467395__1.467395	1308__G6ERK6__X841_11600
ERR1913257.467569__1.467569	357276__A0A0M1W9N4__GV66_05135
ERR1913257.467614__1.467614	820__A0A3E4VZF8__C801_00319
ERR1913257.468256__1.468256	33043__A0A173X7L1__ERS852400_00423
ERR1913257.468441__1.468441	239935__B2UQB8__CXT86_01740
ERR1913257.468628__1.468628	39491__C4ZAT2__ERE_28440
ERR1913257.468680__1.468680	1262736__R5Y4W9__BN496_00368
ERR1913257.468827__1.468827	216816__A0A133LQN7__BL15B_00780
ERR1913257.469053__1.469053	1150298__A0A174BP05__murAA
ERR1913257.469119__1.469119	39488__C0EX25__DXD91_11965
ERR1913257.469175__1.469175	1262882__R5MEN9__BN519_00201
ERR1913257.469268__1.469268	216816__C5E884__DXC74_09410
ERR1913257.469295__1.469295	239935__A0A2N8ILG3__CXT93_10135
ERR1913257.469312__1.469312	28117__B0MTW8__ALIPUT_00502
ERR1913257.469396__1.469396	2173__A0A1D2WVF8__Msm_1030
ERR1913257.469586__1.469586	1680__R5GRA4__ERS852382_01548
ERR1913257.469677__1.469677	39491__A0A396FPV7__ERS852580_01177
ERR1913257.469774__1.469774	88431__A0A3D0EY52__ERS852573_01763
ERR1913257.469775__1.469775	1263107__GCA_000436995.1_00100
ERR1913257.469942__1.469942	2173__A5UK74__pyrP
ERR1913257.470124__1.470124	28025__D3R7N9__DD695_06270
ERR1913257.470412__1.470412	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913257.470403__1.470403	818__Q8AAE0__Btheta7330_02023
ERR1913257.470581__1.470581	39491__A0A395UZ89__DXB72_12805
ERR1913257.470648__1.470648	1680__A0A174BEE7__BSTER_1311
ERR1913257.470745__1.470745	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913257.470809__1.470809	1897011__A0A1Q6RC30__BHW41_06700
ERR1913257.470883__1.470883	28025__D3R7B4__CDD75_01389
ERR1913257.470901__1.470901	552398__T5S086__HMPREF0866_01580
ERR1913257.471029__1.471029	853__A0A173XRA8__CGS56_09290
ERR1913257.471042__1.471042	40520__A5ZSL9__DXC87_07025
ERR1913257.471092__1.471092	40518__R5E4V5__RBL263_01242
ERR1913257.471126__1.471126	39488__A0A174BS94__DXD91_16570
ERR1913257.471188__1.471188	1232426__hgdC_1
ERR1913257.471227__1.471227	40520__D4LXF6__RUMOBE_00717
ERR1913257.471394__1.471394	820__A7VAR9__ERS852421_00197
ERR1913257.471860__1.471860	626929__F3PLF4__HMPREF9445_03185
ERR1913257.472329__1.472329	1262848__R6U8Z6__BN818_01584
ERR1913257.472339__1.472339	1099853__U5CKR3__NSB1T_08705
ERR1913257.472374__1.472374	820__A0A3E4W6P0__gmhA
ERR1913257.472412__1.472412	218139__GCA_002259595.1_00826
ERR1913257.472551__1.472551	45851__D4RWG7__BUTYVIB_00298
ERR1913257.472617__1.472617	39491__A0A396FFW0__ERE_10580
ERR1913257.472652__1.472652	1150298__R7JUW7__ERS852406_02089
ERR1913257.472861__1.472861	45851__D4S247__BUTYVIB_02169
ERR1913257.472864__1.472864	239935__R6K0V8__CXT94_02055
ERR1913257.473077__1.473077	1262924__R7HPZ6__BN585_00681
ERR1913257.473096__1.473096	1680__A0A3E4SB79__BAD_1517
ERR1913257.473445__1.473445	239935__B2UNC5__B5G29_07685
ERR1913257.473689__1.473689	239935__A0A2N8HT44__CXT84_11035
ERR1913257.473726__1.473726	1318__E8K562__HMPREF1195_00664
ERR1913257.473751__1.473751	1550024__G9RXY7__TQ39_00100
ERR1913257.473886__1.473886	1680__A0A0B5BME4__DXD63_05015
ERR1913257.473991__1.473991	1263107__GCA_000436995.1_00249
ERR1913257.474078__1.474078	74426__nrdD
ERR1913257.474096__1.474096	552398__T5S086__HMPREF0866_01580
ERR1913257.474164__1.474164	1262848__R6U2B6__BN818_00428
ERR1913257.474250__1.474250	1680__A0A0B5BKZ3__DXD60_01450
ERR1913257.474275__1.474275	28025__D3R7Q6__Balac_0120
ERR1913257.474329__1.474329	39491__A0A396FPV7__ERS852580_01177
ERR1913257.474336__1.474336	357276__D1K3K9__EL88_23995
ERR1913257.474425__1.474425	216816__A0A395XZB7__DXD37_04075
ERR1913257.474691__1.474691	820__A0A139K8N1__ERS852554_00951
ERR1913257.474790__1.474790	552398__F4XCQ4__HMPREF0866_01621
ERR1913257.474798__1.474798	1262924__R7HQD9__BN585_00129
ERR1913257.474842__1.474842	1550024__G9RPH0__TQ39_05505
ERR1913257.475301__1.475301	239935__B2UQP8__CXU15_01110
ERR1913257.475401__1.475401	1680__A0A076JNH5__DXC60_03835
ERR1913257.475519__1.475519	239935__A0A2N8IHY1__CXU06_00035
ERR1913257.475584__1.475584	301301__G2SX00__RHOM_09015
ERR1913257.475836__1.475836	74426__rpoC
ERR1913257.475950__1.475950	1262924__R7HKX0__BN585_01279
ERR1913257.476006__1.476006	1150298__A0A174KW35__cbbX
ERR1913257.476026__1.476026	39491__A0A396FTE5__ERS852417_01346
ERR1913257.476377__1.476377	552398__F4XHU2__HMPREF0866_03196
ERR1913257.476876__1.476876	626929__F3PKG7__SAMN05444376_0720
ERR1913257.477413__1.477413	301301__R6NZ24__dapF_2
ERR1913257.477417__1.477417	1262924__R7HLJ9__BN585_01064
ERR1913257.477554__1.477554	74426__pta
ERR1913257.477547__1.477547	28111__R5K5Y0__NCTC11155_03071
ERR1913257.478007__1.478007	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913257.478280__1.478280	1262848__R6U3I8__BN818_00546
ERR1913257.478352__1.478352	1308__V8LQF4__ADU38_1886
ERR1913257.478752__1.478752	116085__D4J7A8__DW747_12000
ERR1913257.479230__1.479230	40520__R7DA92__DXC87_13515
ERR1913257.479238__1.479238	39485__A0A174YYW2__benM
ERR1913257.479198__1.479198	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913257.479294__1.479294	39491__R6TNE7__T1815_09811
ERR1913257.479575__1.479575	1262948__R7EDA7__BN671_00036
ERR1913257.479577__1.479577	820__I9TWZ7__DXC80_10550
ERR1913257.479587__1.479587	1262924__R7HQB3__BN585_00435
ERR1913257.479588__1.479588	1262942__R7QW45__BN520_01921
ERR1913257.479599__1.479599	46503__R6WY21__DXB85_01605
ERR1913257.479724__1.479724	1680__A0A174BEE7__BSTER_1311
ERR1913257.479904__1.479904	40518__R5DV58__htrA
ERR1913257.479950__1.479950	1680__A0A374QDL4__LMG18897_0432
ERR1913257.480012__1.480012	384638__B7APR0__BACPEC_00666
ERR1913257.480176__1.480176	246787__R6KBH9__HMPREF1062_04676
ERR1913257.480180__1.480180	78345__A0A087BJN2__BMERY_1596
ERR1913257.480237__1.480237	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913257.480276__1.480276	301302__R5VGE0__ERS852420_00121
ERR1913257.480573__1.480573	40518__R5DT16__ysdC_2
ERR1913257.480681__1.480681	46228__V8CCU2__RUMLAC_01143
ERR1913257.480789__1.480789	28117__R7JIJ8__BHV66_01635
ERR1913257.480999__1.480999	39491__A0A174K9A3__DXB69_07785
ERR1913257.481266__1.481266	39492__D4JVG1__ERS852540_00951
ERR1913257.481288__1.481288	410072__A0A174K1D5__hscC
ERR1913257.481327__1.481327	1550024__G9RNN5__TQ39_03430
ERR1913257.481338__1.481338	28052__A0A174K6D6__ERS852451_01708
ERR1913257.481683__1.481683	853__A0A173YYY4__DWZ04_09420
ERR1913257.481647__1.481647	1681__A0A0H3E8L0__DXD31_03505
ERR1913257.481787__1.481787	239935__A0A139TSG7__CXU17_09600
ERR1913257.481953__1.481953	418240__A0A173ZAZ4__ERS852478_00637
ERR1913257.482010__1.482010	204516__U6R9E7__HMPREF1534_03313
ERR1913257.482023__1.482023	184870__A0A2J6NW53__CYK25_00340
ERR1913257.482063__1.482063	239935__A0A139TPD8__CXU12_11015
ERR1913257.482146__1.482146	116085__D4J6X4__DW747_08530
ERR1913257.482147__1.482147	301301__A0A395V8G6__RHOM_11005
ERR1913257.482185__1.482185	1680__A0A0B5BME4__DXD63_05015
ERR1913257.482274__1.482274	39491__A0A396FRK0__ERS852417_00541
ERR1913257.482224__1.482224	823__A0A395YZG9__M092_4358
ERR1913257.482291__1.482291	1681__A0A0H2NPR5__BBBF_1287
ERR1913257.482311__1.482311	39491__A0A395UWZ1__DXC13_02175
ERR1913257.482371__1.482371	28052__A0A174I4I1__ERS852499_00646
ERR1913257.482396__1.482396	1680__A0A087CWH8__ERS852382_00646
ERR1913257.482404__1.482404	28117__B0MXJ1__BHV66_08445
ERR1913257.482881__1.482881	1263107__GCA_000436995.1_00242
ERR1913257.483004__1.483004	39491__A0A173QT73__alaS_2
ERR1913257.483129__1.483129	2024223__A0A255SY93__CIL02_15220
ERR1913257.483137__1.483137	187327__G4Q909__Acin_0465
ERR1913257.483141__1.483141	649756__D4MVD8__ERS852475_00940
ERR1913257.483184__1.483184	39491__A0A396FUZ3__phoR_1
ERR1913257.483265__1.483265	39491__A0A395ZL98__DXB99_00620
ERR1913257.483398__1.483398	39491__A0A173RA59__EUR_24800
ERR1913257.483483__1.483483	1681__D4QAP5__CJD48_05740
ERR1913257.483497__1.483497	28116__A0A3D2LPA1__CUY_3388
ERR1913257.483598__1.483598	184870__A0A134BP10__Q618_VCMC00001G0477
ERR1913257.483693__1.483693	1262848__R6TWE9__BN818_00149
ERR1913257.483908__1.483908	39491__A0A395ZDC6__addB
ERR1913257.484065__1.484065	40520__A0A395XAI7__DXB81_16005
ERR1913257.484187__1.484187	1680__A7A4N3__ERS852382_00779
ERR1913257.484281__1.484281	1262992__R5DDW9__BN795_00572
ERR1913257.484431__1.484431	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913257.484441__1.484441	2173__A0A1D2WUC2__METSMIALI_01296
ERR1913257.484419__1.484419	1680__A0A1X3A7D3__AD0028_1139
ERR1913257.484491__1.484491	1393034__GCA_001552785.1_00503
ERR1913257.484524__1.484524	626929__F3PKN8__HMPREF9445_02595
ERR1913257.484544__1.484544	28025__D3R7N9__DD695_06270
ERR1913257.484790__1.484790	572010__tgt
ERR1913257.484736__1.484736	39491__A0A395ZG74__licR
ERR1913257.484751__1.484751	1262848__R6V7V7__BN818_00495
ERR1913257.485069__1.485069	239935__A0A2N8ITX2__CXT86_11265
ERR1913257.485077__1.485077	357276__B6W5Q7__DXD47_13945
ERR1913257.485264__1.485264	239935__A0A139TPD8__CXU12_11015
ERR1913257.485366__1.485366	301301__A0A395V8W4__RHOM_04130
ERR1913257.485693__1.485693	40520__A0A174FX61__ERS852394_02400
ERR1913257.485695__1.485695	239935__A0A2N8HQR1__Amuc_0287
ERR1913257.485777__1.485777	39488__C0EYJ6__ERS852578_01971
ERR1913257.485798__1.485798	40518__R5DQD6__DXD83_09060
ERR1913257.485952__1.485952	357276__A0A076IN21__BSEG_03078
ERR1913257.486111__1.486111	116085__D4J7A8__DW747_12000
ERR1913257.486229__1.486229	39491__A0A395V1R3__T1815_08181
ERR1913257.486814__1.486814	360807__C0FUR6__RIL183_24171
ERR1913257.486801__1.486801	818__A0A3E5HDS4__BJP75_002620
ERR1913257.487008__1.487008	239935__A0A2N8IRH4__CXT92_05605
ERR1913257.487198__1.487198	1262736__R5YX38__BN496_01145
ERR1913257.487352__1.487352	301301__A0A395V700__RHOM_03405
ERR1913257.487547__1.487547	39491__C4ZHS4__EUR_24420
