ERR1913202.101__1.101	239935__A0A2N8HBP0__CXT94_04450
ERR1913202.672333__1.672333	328814__GCA_004558275.1_01002
ERR1913202.672529__1.672529	214856__R6XRA1__vatD_3
ERR1913202.672668__1.672668	487174__K0X068__DDY40_07105
ERR1913202.672682__1.672682	821__A0A0P0LNX8__ERS852509_03015
ERR1913202.672693__1.672693	39492__D4JWP8__EUBSIR_00699
ERR1913202.672715__1.672715	410072__A0A174JW21__ERS852574_02020
ERR1913202.672859__1.672859	214856__I3YPP0__ERS852447_01388
ERR1913202.673030__1.673030	214856__I3YMB7__Alfi_1811
ERR1913202.673075__1.673075	33025__A0A395JBU5__C8D73_10423
ERR1913202.673038__1.673038	28118__F9Z923__B5F93_10455
ERR1913202.673159__1.673159	1262882__R5MKV8__BN519_01281
ERR1913202.673172__1.673172	1262882__R5MLK3__BN519_00491
ERR1913202.673464__1.673464	214856__I3YPN3__ERS852447_01395
ERR1913202.673585__1.673585	239935__A0A2N8HM32__CXT85_08075
ERR1913202.673721__1.673721	1150298__A0A174I2L4__ERS852535_01377
ERR1913202.673803__1.673803	214856__I3YPP9__Alfi_2707
ERR1913202.673917__1.673917	214856__A0A174CRY5__ERS852559_01060
ERR1913202.674043__1.674043	418240__A0A174AX68__ERS852478_00844
ERR1913202.674151__1.674151	189722__E0NQU7__HMPREF0658_0548
ERR1913202.674368__1.674368	328814__GCA_004558275.1_01003
ERR1913202.674516__1.674516	1262889__R7HCE8__BN634_01718
ERR1913202.674687__1.674687	1160721__R6U304__BHW50_05725
ERR1913202.674829__1.674829	239935__R6JAS2__CXU02_10725
ERR1913202.674981__1.674981	214856__I3YPN0__ERS852447_01398
ERR1913202.674944__1.674944	39492__D4JWY0__EUBSIR_01648
ERR1913202.675082__1.675082	214856__I3YPP9__Alfi_2707
ERR1913202.675186__1.675186	214856__R6XNE7__ERS852447_02267
ERR1913202.675251__1.675251	214856__R6XP73__ERS852447_00886
ERR1913202.675339__1.675339	214856__R6Y0B9__ERS852559_00164
ERR1913202.675355__1.675355	1262882__R5MJJ9__BN519_01035
ERR1913202.675382__1.675382	47678__R5U9Z0__HMPREF1061_03210
ERR1913202.675400__1.675400	214856__A0A174AYS4__ERS852447_01192
ERR1913202.675566__1.675566	214856__I3YPQ4__Alfi_2712
ERR1913202.675605__1.675605	47678__R5UAF6__ERS852494_02966
ERR1913202.676019__1.676019	165179__R6C330__DXC61_04975
ERR1913202.676028__1.676028	214856__I3YPQ3__Alfi_2711
ERR1913202.676031__1.676031	214856__R6Z5D0__resA_4
ERR1913202.676207__1.676207	1150298__A0A174M5S6__ERS852498_01656
ERR1913202.676404__1.676404	214856__I3YPQ8__ERS852447_01371
ERR1913202.676631__1.676631	1262882__R5MDR8__BN519_00124
ERR1913202.676762__1.676762	214856__A0A173YDP1__ERS852559_00120
ERR1913202.676958__1.676958	1262882__R5N5W2__BN519_00074
ERR1913202.676988__1.676988	1262882__R5MFY4__BN519_00529
ERR1913202.677038__1.677038	1262882__R5MJ49__BN519_01124
ERR1913202.677354__1.677354	166486__D4KXJ6__ERS852572_00336
ERR1913202.677421__1.677421	39492__A0A3D4MN89__nadD
ERR1913202.677712__1.677712	39496__A5Z5I2__EUBVEN_00963
ERR1913202.677805__1.677805	1262882__A0A356PSJ4__BN519_01180
ERR1913202.677912__1.677912	487174__K0XG81__HMPREF9448_02274
ERR1913202.678007__1.678007	214856__R6Y7P0__ERS852447_00307
ERR1913202.678115__1.678115	1262882__R5N1T9__BN519_00804
ERR1913202.678254__1.678254	214856__I3YMC8__ERS852447_02666
ERR1913202.678280__1.678280	1501391__GCA_000786575.1_00113
ERR1913202.678371__1.678371	47678__R5U8Y1__BACCAC_02615
ERR1913202.678540__1.678540	487174__K0X1V7__DIT83_03020
ERR1913202.678710__1.678710	1262882__R5N708__BN519_00095
ERR1913202.678815__1.678815	301302__A0A173UN64__manA_2
ERR1913202.678998__1.678998	1262882__R5N4I8__BN519_01293
ERR1913202.679033__1.679033	214856__R6Z5D0__resA_4
ERR1913202.679129__1.679129	239935__A0A139TQT9__Amuc_1197
ERR1913202.679130__1.679130	214856__R6YD52__ERS852447_02171
ERR1913202.679113__1.679113	39492__D4JSS2__EUBSIR_00553
ERR1913202.679216__1.679216	214856__R6Z5D0__resA_4
ERR1913202.679162__1.679162	1965576__A0A1Y4L7P3__B5F19_14785
ERR1913202.679468__1.679468	214856__R6YC22__ERS852447_01215
ERR1913202.679533__1.679533	239935__A0A2N8I791__CXT99_09415
ERR1913202.679668__1.679668	214856__I3YPN0__ERS852447_01398
ERR1913202.679892__1.679892	410072__C0B9X3__ERS852481_01672
ERR1913202.679993__1.679993	301302__A0A173S436__M72_16191
ERR1913202.680179__1.680179	33025__A0A395JHB7__C8D73_101754
ERR1913202.680273__1.680273	214856__I3YPN5__Alfi_2693
ERR1913202.680581__1.680581	214856__I3YPR6__Alfi_2724
ERR1913202.680563__1.680563	214856__R6Y6H8__ERS852447_01719
ERR1913202.680523__1.680523	1262882__R5MEK3__BN519_00296
ERR1913202.680539__1.680539	214856__I3YPN0__ERS852447_01398
ERR1913202.680761__1.680761	214856__I3YPQ6__Alfi_2714
ERR1913202.680895__1.680895	214856__R6Z4Q8__ERS852447_00885
ERR1913202.680935__1.680935	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913202.681090__1.681090	47678__R5U7U0__DW706_12005
ERR1913202.681104__1.681104	487174__K0WTV8__DIT83_04385
ERR1913202.681122__1.681122	1501391__GCA_000786575.1_00146
ERR1913202.681222__1.681222	1262882__R5N211__BN519_01033
ERR1913202.681299__1.681299	214856__R6XP73__ERS852447_00886
ERR1913202.681422__1.681422	1262882__R5N3T7__BN519_01188
ERR1913202.681427__1.681427	1262882__R5N1R4__BN519_00788
ERR1913202.681581__1.681581	214856__I3YPN0__ERS852447_01398
ERR1913202.681697__1.681697	214856__I3YPP0__ERS852447_01388
ERR1913202.681756__1.681756	818__A0A174SMH7__C799_03313
ERR1913202.681702__1.681702	214856__A0A174ZLW6__ERS852559_01424
ERR1913202.681788__1.681788	214856__I3YPP0__ERS852447_01388
ERR1913202.681869__1.681869	214856__I3YPQ4__Alfi_2712
ERR1913202.682276__1.682276	487174__R5EUJ8__DDY40_00460
ERR1913202.682319__1.682319	214856__I3YPI7__pepD_1
ERR1913202.682321__1.682321	1262882__R5MND9__BN519_00831
ERR1913202.682407__1.682407	39492__D4JR08__ERS852540_02467
ERR1913202.682464__1.682464	487174__K0X694__DIT83_09060
ERR1913202.682588__1.682588	214856__A0A173YXX1__ERS852559_01651
ERR1913202.682589__1.682589	239935__A0A2N8I5A2__DEF40_08455
ERR1913202.682785__1.682785	649756__A0A173SUE5__HMPREF0369_00853
ERR1913202.682891__1.682891	487174__K0X455__HMPREF9448_00399
ERR1913202.683029__1.683029	214856__A0A175A6T5__ERS852447_02658
ERR1913202.683119__1.683119	214856__A0A175A6T5__ERS852447_02658
ERR1913202.683317__1.683317	357276__A0A076ISJ4__B5F95_19420
ERR1913202.683370__1.683370	239935__A0A2N8IEP3__CXT84_03735
ERR1913202.683394__1.683394	1262882__R5MSP5__BN519_01637
ERR1913202.683474__1.683474	214856__A0A174ZLW6__ERS852559_01424
ERR1913202.683458__1.683458	1965576__A0A1Y4LSQ8__B5F19_04655
ERR1913202.683522__1.683522	214856__R6YC22__ERS852447_01215
ERR1913202.683532__1.683532	214856__I3YPQ6__Alfi_2714
ERR1913202.683600__1.683600	47678__R5UAG4__DW706_17045
ERR1913202.683775__1.683775	214856__R6Y1K2__ERS852447_02306
ERR1913202.683879__1.683879	214856__A0A173YXX1__ERS852559_01651
ERR1913202.683904__1.683904	47678__A5ZL09__BACCAC_03608
ERR1913202.683927__1.683927	214856__R6XYY8__ERS852447_01722
ERR1913202.684060__1.684060	214856__R6Y2Y4__ERS852447_01086
ERR1913202.684195__1.684195	1262882__R5MKX3__BN519_00395
ERR1913202.684257__1.684257	1262882__R5MJZ4__BN519_01269
ERR1913202.684294__1.684294	239935__R7DVL7__CXT93_01180
ERR1913202.684265__1.684265	328814__GCA_004558275.1_00999
ERR1913202.684414__1.684414	47678__R5UU25__DXB67_16190
ERR1913202.684562__1.684562	1262882__R5MYS9__BN519_00290
ERR1913202.684580__1.684580	214856__R6Y9P5__ERS852559_01811
ERR1913202.684584__1.684584	214856__R6XRA1__vatD_3
ERR1913202.685014__1.685014	853__A0A2A7B9I6__DW855_13690
ERR1913202.685113__1.685113	214856__R6XNE7__ERS852447_02267
ERR1913202.685217__1.685217	239935__R6JAS2__CXU02_10725
ERR1913202.685300__1.685300	214856__R6Z5D0__resA_4
ERR1913202.685363__1.685363	1262882__R5MYI1__BN519_00416
ERR1913202.685336__1.685336	39492__A0A174ZL16__EUBSIR_01269
ERR1913202.685349__1.685349	214856__R6XP73__ERS852447_00886
ERR1913202.685353__1.685353	214856__I3YPI7__pepD_1
ERR1913202.685378__1.685378	1897011__A0A1Q6RI11__BHW41_00845
ERR1913202.685489__1.685489	1501391__GCA_000786575.1_00075
ERR1913202.685753__1.685753	1262882__R5N678__BN519_01604
ERR1913202.685879__1.685879	214856__A0A174C683__ERS852559_00523
ERR1913202.685881__1.685881	1965604__A0A1Y4F7K6__B5F54_02365
ERR1913202.685970__1.685970	818__A0A0P0F7K1__ERS852461_02719
ERR1913202.685947__1.685947	214856__I3YPP9__Alfi_2707
ERR1913202.686001__1.686001	239935__A0A2N8I694__CXU04_06245
ERR1913202.686067__1.686067	1897011__A0A1Q6RH12__BHW41_01505
ERR1913202.686112__1.686112	214856__A0A174AYS4__ERS852447_01192
ERR1913202.686280__1.686280	1262882__R5MYP8__BN519_00439
ERR1913202.686336__1.686336	239935__A0A2N8HZW2__A4V05_11120
ERR1913202.686392__1.686392	1262882__R5MT42__BN519_01729
ERR1913202.686401__1.686401	214856__I3YPR6__Alfi_2724
ERR1913202.686501__1.686501	1262992__R5D070__BN795_00072
ERR1913202.686826__1.686826	47678__R5UD76__BACCAC_01373
ERR1913202.686832__1.686832	818__A0A1H7TGM1__BJP75_010615
ERR1913202.686990__1.686990	214856__A0A174CRY5__ERS852559_01060
ERR1913202.687178__1.687178	818__A0A396E9L6__C799_02774
ERR1913202.687297__1.687297	214856__I3YPP9__Alfi_2707
ERR1913202.687333__1.687333	1262882__R5MRT2__BN519_01494
ERR1913202.687494__1.687494	239935__A0A2N8I3Z7__CXU05_10555
ERR1913202.687569__1.687569	1262882__R5MH55__BN519_00725
ERR1913202.687714__1.687714	1262882__R5MKU7__BN519_01276
ERR1913202.687791__1.687791	214856__R6XQX8__ERS852559_02550
ERR1913202.687863__1.687863	214856__I3YPP0__ERS852447_01388
ERR1913202.687868__1.687868	1780376__A0A143XEY2__BN3659_00222
ERR1913202.687938__1.687938	1262882__R5MEN2__BN519_00200
ERR1913202.688001__1.688001	214856__I3YPN0__ERS852447_01398
ERR1913202.688021__1.688021	214856__A0A174EJT5__mnmA
ERR1913202.688053__1.688053	214856__R6Z288__ERS852447_00734
ERR1913202.688056__1.688056	818__R9GZ02__C799_04453
ERR1913202.688100__1.688100	1501391__GCA_000786575.1_00005
ERR1913202.688148__1.688148	214856__R6XP73__ERS852447_00886
ERR1913202.688176__1.688176	214856__R5UN64__ERS852447_02669
ERR1913202.688180__1.688180	1262882__R5N3H1__BN519_01121
ERR1913202.688414__1.688414	1262882__R5MND9__BN519_00831
ERR1913202.689337__1.689337	301302__A0A0M6W9I4__M72_19871
ERR1913202.689371__1.689371	214856__I3YMC8__ERS852447_02666
ERR1913202.689414__1.689414	1501391__GCA_000786575.1_00055
ERR1913202.689445__1.689445	821__C6Z087__DXB90_00750
ERR1913202.689473__1.689473	487174__K0X2Y1__lepB
ERR1913202.689516__1.689516	214856__R6XQX8__ERS852559_02550
ERR1913202.689545__1.689545	47678__R5U8P0__DW706_15950
ERR1913202.689563__1.689563	239935__A0A2N8IKW7__pstA
ERR1913202.689592__1.689592	1262882__R5MF58__BN519_00393
ERR1913202.689633__1.689633	239935__A0A2N8IRL2__CXU06_01170
ERR1913202.689911__1.689911	47678__A5ZI88__BACCAC_02617
ERR1913202.689992__1.689992	214856__I3YPN3__ERS852447_01395
ERR1913202.690046__1.690046	214856__R6XQX8__ERS852559_02550
ERR1913202.690198__1.690198	301302__A0A173TWC1__phoR_7
ERR1913202.690363__1.690363	214856__I3YPP9__Alfi_2707
ERR1913202.690410__1.690410	239935__A0A3F3K9J9__DEF40_00940
ERR1913202.690503__1.690503	39492__R6RT40__prkC_3
ERR1913202.690513__1.690513	1501391__GCA_000786575.1_00149
ERR1913202.690521__1.690521	1262882__R5MT08__BN519_01706
ERR1913202.690553__1.690553	818__A0A0N7I9H8__ERS852461_00040
ERR1913202.690616__1.690616	106588__A6NWG1__BACCAP_02555
ERR1913202.690688__1.690688	820__A0A3E4W6P0__gmhA
ERR1913202.690761__1.690761	214856__I3YMN6__Alfi_1938
ERR1913202.690789__1.690789	239935__A0A2N8I693__CXU17_08410
ERR1913202.690831__1.690831	1262882__R5N5S3__BN519_00085
ERR1913202.690832__1.690832	1262882__R5MIY9__BN519_01097
ERR1913202.690835__1.690835	1262882__R5N5J6__BN519_01504
ERR1913202.690901__1.690901	214856__I3YPQ4__Alfi_2712
ERR1913202.690946__1.690946	214856__I3YPP9__Alfi_2707
ERR1913202.691063__1.691063	487174__K0X7X4__DIT83_09125
ERR1913202.691261__1.691261	1501391__GCA_000786575.1_00067
ERR1913202.691273__1.691273	214856__R6Y6H8__ERS852447_01719
ERR1913202.691294__1.691294	214856__R6Y9P5__ERS852559_01811
ERR1913202.691340__1.691340	487174__K0X5B1__DDY40_01695
ERR1913202.691358__1.691358	74426__rpoC
ERR1913202.691463__1.691463	47678__R5UG30__ERS852558_03525
ERR1913202.691528__1.691528	1262882__R5MIQ8__BN519_01036
ERR1913202.691538__1.691538	214856__R6XUN2__rcsC_1
ERR1913202.691571__1.691571	216816__A0A061M1M5__HMPREF0177_01046
ERR1913202.691613__1.691613	818__A0A0P0EVZ1__SAMN02910322_03499
ERR1913202.691631__1.691631	291645__I8WZT8__HMPREF1068_04327
ERR1913202.691752__1.691752	1262882__R5MYP8__BN519_00439
ERR1913202.691998__1.691998	214856__A0A173YXX1__ERS852559_01651
ERR1913202.692053__1.692053	214856__I3YPP9__Alfi_2707
ERR1913202.692082__1.692082	28118__R6F7E0__SAMEA44545918_02355
ERR1913202.692157__1.692157	487174__K0XF08__DDY40_09050
ERR1913202.692312__1.692312	1262882__R5N5S3__BN519_00085
ERR1913202.692331__1.692331	39492__D4JVG7__ERS852540_00946
ERR1913202.692779__1.692779	821__A0A173WG51__BVU_2549
ERR1913202.692794__1.692794	487174__K0XLC3__HMPREF9448_01065
ERR1913202.692940__1.692940	214856__A0A173YXX1__ERS852559_01651
ERR1913202.692947__1.692947	1965576__A0A1Y4LPN7__B5F19_02490
ERR1913202.692967__1.692967	1262882__R5MJZ7__BN519_01272
ERR1913202.693064__1.693064	239935__B2UNC5__B5G29_07685
ERR1913202.693120__1.693120	487174__K0XL35__DDY40_11955
ERR1913202.693129__1.693129	487174__K0WZN5__HMPREF9448_01108
ERR1913202.693218__1.693218	1262882__R5N4I8__BN519_01293
ERR1913202.693258__1.693258	214856__R5UN64__ERS852447_02669
ERR1913202.693288__1.693288	1262882__R5MFT7__BN519_00494
ERR1913202.693421__1.693421	1262882__R5N0J9__BN519_00773
ERR1913202.693533__1.693533	301302__A0A0M6WBZ5__spr
ERR1913202.693543__1.693543	239935__A0A2N8HH03__CXU09_08875
ERR1913202.693559__1.693559	239935__A0A2N8IKW7__pstA
ERR1913202.693593__1.693593	74426__rpoB
ERR1913202.693606__1.693606	487174__K0XES7__HMPREF9448_00566
ERR1913202.693685__1.693685	487174__K0X694__DIT83_09060
ERR1913202.693821__1.693821	28118__F9ZBW3__Odosp_3541
ERR1913202.694061__1.694061	214856__R6YD52__ERS852447_02171
ERR1913202.694222__1.694222	328814__GCA_004558275.1_01001
ERR1913202.694174__1.694174	189722__E0NQU7__HMPREF0658_0548
ERR1913202.694257__1.694257	1262882__R5MQ68__BN519_01178
ERR1913202.694276__1.694276	301302__A0A173TTX1__M72_22141
ERR1913202.694306__1.694306	28118__F9ZCN2__DF785_09230
ERR1913202.694324__1.694324	214856__A0A175A6T5__ERS852447_02658
ERR1913202.694467__1.694467	214856__I3YPQ8__ERS852447_01371
ERR1913202.694497__1.694497	214856__I3YPR6__Alfi_2724
ERR1913202.694661__1.694661	214856__R5UN64__ERS852447_02669
ERR1913202.694771__1.694771	214856__I3YMC8__ERS852447_02666
ERR1913202.694809__1.694809	1501391__GCA_000786575.1_00055
ERR1913202.694836__1.694836	214856__R6Z3P8__ERS852559_01737
ERR1913202.694869__1.694869	1501391__GCA_000786575.1_00071
ERR1913202.694875__1.694875	39492__B0MPL6__EUBSIR_01779
ERR1913202.694881__1.694881	214856__I3YPP0__ERS852447_01388
ERR1913202.695112__1.695112	1501391__GCA_000786575.1_00146
ERR1913202.695176__1.695176	214856__I3YPP2__Alfi_2700
ERR1913202.695351__1.695351	487174__K0XLC3__HMPREF9448_01065
ERR1913202.695439__1.695439	214856__I3YPR6__Alfi_2724
ERR1913202.695582__1.695582	214856__R6Y7P0__ERS852447_00307
ERR1913202.695628__1.695628	487174__K0XRL3__HMPREF9448_00669
ERR1913202.695879__1.695879	410072__C0BC88__DXD67_11180
ERR1913202.695896__1.695896	487174__K0WU53__DDY40_07650
ERR1913202.695946__1.695946	1150298__A0A174QS63__ERS852406_03087
ERR1913202.696016__1.696016	552398__F4XH38__HMPREF0866_02939
ERR1913202.696022__1.696022	1235835__R9LCU2__C814_02677
ERR1913202.696085__1.696085	818__D7I8A4__C799_02600
ERR1913202.696222__1.696222	301302__R5UU15__ERS852420_02998
ERR1913202.696420__1.696420	214856__R6YD52__ERS852447_02171
ERR1913202.696384__1.696384	165179__D1PDG7__DXB80_11180
ERR1913202.696435__1.696435	1262933__R7PF93__BN736_00841
ERR1913202.696600__1.696600	216816__A0A396FVC5__BL71B_00290
ERR1913202.696618__1.696618	214856__R6XUN2__rcsC_1
ERR1913202.696722__1.696722	487174__R5ER56__HMPREF9448_02812
ERR1913202.697005__1.697005	214856__A0A174EJT5__mnmA
ERR1913202.697138__1.697138	214856__R6XKT4__ERS852559_01719
ERR1913202.697185__1.697185	214856__R5UN64__ERS852447_02669
ERR1913202.697194__1.697194	214856__A0A174G0N0__ERS852447_02436
ERR1913202.697195__1.697195	1262882__R5MJZ4__BN519_01269
ERR1913202.697265__1.697265	214856__A0A174EJT5__mnmA
ERR1913202.697409__1.697409	214856__R6XTZ7__ERS852447_02314
ERR1913202.697605__1.697605	301302__R5VGE0__ERS852420_00121
ERR1913202.697711__1.697711	39496__A5Z5I2__EUBVEN_00963
ERR1913202.697647__1.697647	651822__GCA_000210715.1_01546
ERR1913202.697756__1.697756	214856__I3YPR5__ERS852447_01364
ERR1913202.698000__1.698000	239935__A0A2N8HB50__CXU17_02615
ERR1913202.698123__1.698123	487174__K0X3H8__HMPREF9448_02822
ERR1913202.698199__1.698199	1897011__A0A1Q6REX0__BHW41_04225
ERR1913202.698224__1.698224	1262882__R5MIP9__BN519_01028
ERR1913202.698380__1.698380	47678__A5ZLX1__C5Z00_04825
ERR1913202.698386__1.698386	214856__A0A175A6T5__ERS852447_02658
ERR1913202.698489__1.698489	216816__B3DPC3__CE169_06855
ERR1913202.698504__1.698504	1965576__A0A1Y4L0B7__B5F19_15065
ERR1913202.698656__1.698656	28118__F9Z3J9__B5F93_07500
ERR1913202.698778__1.698778	487174__K0XA68__DDY40_04135
ERR1913202.698916__1.698916	214856__R6Y9P5__ERS852559_01811
ERR1913202.698948__1.698948	328813__A0A1Y3QQ66__B5G41_14240
ERR1913202.699060__1.699060	487174__K0X429__HMPREF9448_00932
ERR1913202.699090__1.699090	1262911__R6GPX9__BN557_00406
ERR1913202.699230__1.699230	1262882__R5MEK3__BN519_00296
ERR1913202.699258__1.699258	214856__A0A174EQR4__rsmA
ERR1913202.699313__1.699313	214856__I3YPP9__Alfi_2707
ERR1913202.699406__1.699406	487174__K0XK83__HMPREF9448_01485
ERR1913202.699418__1.699418	1965604__A0A1Y4EPW2__B5F54_10640
ERR1913202.699453__1.699453	1262882__R5MND9__BN519_00831
ERR1913202.699723__1.699723	216816__B3DNW2__BL171B_07980
ERR1913202.699800__1.699800	214856__R6Z320__ERS852447_02148
ERR1913202.700030__1.700030	1262882__R5MJM8__BN519_01064
ERR1913202.700116__1.700116	214856__I3YMC8__ERS852447_02666
ERR1913202.700242__1.700242	214856__R6Z5D0__resA_4
ERR1913202.700252__1.700252	214856__A0A174CRY5__ERS852559_01060
ERR1913202.700379__1.700379	39492__D4JVC7__yfgF
ERR1913202.700487__1.700487	214856__R6XUN2__rcsC_1
ERR1913202.700516__1.700516	1965604__A0A1Y4EWE2__B5F54_04480
ERR1913202.700699__1.700699	214856__A0A174ZD89__ERS852559_00526
ERR1913202.700710__1.700710	328814__GCA_004558275.1_00995
ERR1913202.700726__1.700726	1897011__A0A1Q6RI90__BHW41_01230
ERR1913202.700774__1.700774	47678__R5UAI1__BACCAC_01922
ERR1913202.700865__1.700865	328814__GCA_004558275.1_01002
ERR1913202.700948__1.700948	239935__A0A2N8IIB9__CXU04_01970
ERR1913202.700914__1.700914	239935__A0A2N8HH03__CXU09_08875
ERR1913202.701043__1.701043	214856__A0A174ZZS1__ERS852559_01484
ERR1913202.701073__1.701073	1262882__R5MFY4__BN519_00529
ERR1913202.701224__1.701224	239935__R6JAS2__CXU02_10725
ERR1913202.701390__1.701390	214856__I3YPP2__Alfi_2700
ERR1913202.701594__1.701594	487174__R5EP60__DIT83_09045
ERR1913202.701599__1.701599	214856__I3YPP9__Alfi_2707
ERR1913202.701627__1.701627	649756__L1Q8U4__ERS852571_01677
ERR1913202.701692__1.701692	214856__R6XKW1__ERS852559_01141
ERR1913202.701740__1.701740	1262882__R5MHQ8__BN519_00707
ERR1913202.701816__1.701816	1262911__R6H212__BN557_01031
ERR1913202.701821__1.701821	214856__R6XQX8__ERS852559_02550
ERR1913202.701845__1.701845	1262924__R7HTA4__BN585_00391
ERR1913202.701874__1.701874	214856__A0A174G0N0__ERS852447_02436
ERR1913202.701933__1.701933	487174__K0X2Q8__DDY40_04590
ERR1913202.702085__1.702085	39492__B0MM84__lgt
ERR1913202.702162__1.702162	214856__R6XS02__ERS852447_01685
ERR1913202.702324__1.702324	47678__R5UT79__ERS852558_03890
ERR1913202.702356__1.702356	1262882__R5MPY4__BN519_01128
ERR1913202.702448__1.702448	1262743__R5C5J9__BN727_01192
ERR1913202.702495__1.702495	214856__R6YD52__ERS852447_02171
ERR1913202.702499__1.702499	487174__K0X429__HMPREF9448_00932
ERR1913202.702480__1.702480	1150298__A0A174N5I7__ERS852498_01953
ERR1913202.702560__1.702560	821__I9R3W6__DXC16_12455
ERR1913202.702573__1.702573	239935__A0A2N8IFA0__CXT92_02050
ERR1913202.702655__1.702655	239935__A0A3F3K9J9__DEF40_00940
ERR1913202.702999__1.702999	214856__I3YPP9__Alfi_2707
ERR1913202.703145__1.703145	47678__A0A174H7W9__ERS852494_00524
ERR1913202.703314__1.703314	1262882__R5MEN2__BN519_00200
ERR1913202.703346__1.703346	214856__I3YPI7__pepD_1
ERR1913202.703519__1.703519	214856__R6YD52__ERS852447_02171
ERR1913202.703465__1.703465	47678__R5U8P0__DW706_15950
ERR1913202.703558__1.703558	214856__I3YPN3__ERS852447_01395
ERR1913202.703657__1.703657	487174__K0WX28__HMPREF9448_02178
ERR1913202.703693__1.703693	47678__R5UT79__ERS852558_03890
ERR1913202.703712__1.703712	487174__K0WRR5__DDY40_06130
ERR1913202.703759__1.703759	47678__A5ZB44__C5Z00_17730
ERR1913202.703812__1.703812	1262882__R5N1R4__BN519_00788
ERR1913202.703876__1.703876	1262882__R5N3T7__BN519_01188
ERR1913202.703968__1.703968	214856__I3YPN0__ERS852447_01398
ERR1913202.704038__1.704038	301302__A0A0M6WBZ5__spr
ERR1913202.704081__1.704081	214856__R6XRA1__vatD_3
ERR1913202.704148__1.704148	1262882__R5MGX3__BN519_00046
ERR1913202.704227__1.704227	214856__I3YPR6__Alfi_2724
ERR1913202.704356__1.704356	214856__R6XQX8__ERS852559_02550
ERR1913202.704395__1.704395	214856__I3YMC8__ERS852447_02666
ERR1913202.704485__1.704485	487174__K0X2Y1__lepB
ERR1913202.704490__1.704490	214856__I3YPQ0__ERS852447_01379
ERR1913202.704654__1.704654	1501391__GCA_000786575.1_00087
ERR1913202.704715__1.704715	214856__R6XUN2__rcsC_1
ERR1913202.704731__1.704731	1501391__GCA_000786575.1_00018
