ERR1913073.257__1.257	1463165__A0A1D3KJ47__BME69_05190
ERR1913073.1861481__1.1861481	1150298__A0A174U8I6__ERS852535_02809
ERR1913073.1861514__1.1861514	216816__A0A2I1IYC5__BLNIAS_00571
ERR1913073.1861683__1.1861683	328813__A0A1Y3QQH7__B5G41_13925
ERR1913073.1861699__1.1861699	853__A0A2A7B1Y7__C7K05_11930
ERR1913073.1861706__1.1861706	39491__C4Z9Y3__ERS852417_01808
ERR1913073.1861725__1.1861725	1680__A0A0B5BIU5__BSTER_0145
ERR1913073.1861748__1.1861748	853__A0A174C5M1__CGS58_04460
ERR1913073.1861846__1.1861846	28117__B0MXR4__BHV66_08025
ERR1913073.1861934__1.1861934	39491__A0A0M6WLC7__ERS852497_00640
ERR1913073.1861985__1.1861985	1304__D0EMA3__CKU37_11015
ERR1913073.1862250__1.1862250	28117__B0MXG8__ALIPUT_01814
ERR1913073.1862232__1.1862232	28116__E5C458__BACOV975_02730
ERR1913073.1862394__1.1862394	1262911__R6H1M1__BN557_00925
ERR1913073.1862412__1.1862412	823__E1YV41__BDI_1376
ERR1913073.1862880__1.1862880	487174__K0X068__DDY40_07105
ERR1913073.1862913__1.1862913	853__A0A173SUU8__CGS54_06840
ERR1913073.1862929__1.1862929	216816__D6D9J4__DPC6320_0487
ERR1913073.1862978__1.1862978	1304__A0A1V0GIJ4__SALIVB_0248
ERR1913073.1863096__1.1863096	40518__R5DQN7__DXD93_03540
ERR1913073.1863101__1.1863101	1680__A0A3E4SB79__BAD_1517
ERR1913073.1863201__1.1863201	853__A0A173XRA8__CGS56_09290
ERR1913073.1863386__1.1863386	40520__R7D6X4__addA
ERR1913073.1863405__1.1863405	84112__F0HL58__Elen_0337
ERR1913073.1863432__1.1863432	214856__I3YPI7__pepD_1
ERR1913073.1863443__1.1863443	40518__R5DRX3__RBL236_02039
ERR1913073.1863496__1.1863496	246787__A0A0P0GPP9__BACCELL_01902
ERR1913073.1863516__1.1863516	40518__R5DXI4__DXD86_07420
ERR1913073.1863547__1.1863547	310298__B3JLT9__BACCOP_02886
ERR1913073.1863779__1.1863779	28117__B0MT38__BHV66_05995
ERR1913073.1863872__1.1863872	214856__A0A174H3U9__ERS852559_00612
ERR1913073.1863943__1.1863943	823__A0A355XH29__lolE_1
ERR1913073.1863993__1.1863993	39491__A0A396FSR4__ERS852580_02287
ERR1913073.1863962__1.1863962	487174__R5F2W8__HMPREF9448_01730
ERR1913073.1864066__1.1864066	446660__GCA_003428235.1_01100
ERR1913073.1864054__1.1864054	33043__D5HH62__ERS852575_00121
ERR1913073.1864087__1.1864087	39485__A0A174Z1T6__sfp
ERR1913073.1864152__1.1864152	214856__A0A174H3U9__ERS852559_00612
ERR1913073.1864225__1.1864225	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913073.1864226__1.1864226	1263109__GCA_000438135.1_00035
ERR1913073.1864274__1.1864274	328813__A0A1Y3QRL5__B5G41_11625
ERR1913073.1864285__1.1864285	820__A7VAR9__ERS852421_00197
ERR1913073.1864290__1.1864290	40518__R5E2R8__nnr_2
ERR1913073.1864323__1.1864323	630129__A0A087B5Z5__BKAS_1297
ERR1913073.1864335__1.1864335	853__A0A174CVG7__CGS58_09335
ERR1913073.1864586__1.1864586	310298__B3JM32__BACCOP_00571
ERR1913073.1864629__1.1864629	39486__B0G7S5__DXD50_04355
ERR1913073.1864655__1.1864655	310298__B3JFS5__BACCOP_00726
ERR1913073.1864679__1.1864679	1304__A0A110Z5J8__SSALIVM18_06191
ERR1913073.1864682__1.1864682	100886__A0A174KNJ2__ERS852383_05320
ERR1913073.1864877__1.1864877	40518__R5E6N4__DXD93_01325
ERR1913073.1864878__1.1864878	310298__B3JNH3__BACCOP_03486
ERR1913073.1864899__1.1864899	1262992__R5DCG2__BN795_00315
ERR1913073.1865021__1.1865021	39491__A0A396FUZ3__phoR_1
ERR1913073.1865040__1.1865040	40518__R5DVL2__penA
ERR1913073.1865299__1.1865299	1150298__A0A174DSD1__dacB_3
ERR1913073.1865404__1.1865404	1304__A0A0Y1UXU5__NX99_02180
ERR1913073.1865461__1.1865461	39491__A0A396FQV7__T1815_10751
ERR1913073.1865463__1.1865463	357276__I9QBT7__BSEG_03340
ERR1913073.1865548__1.1865548	310298__B3JJ24__BACCOP_01886
ERR1913073.1865716__1.1865716	853__A0A173XRA8__CGS56_09290
ERR1913073.1865736__1.1865736	40518__R5DVL2__penA
ERR1913073.1865739__1.1865739	40518__R5DLJ7__lytR_4
ERR1913073.1865969__1.1865969	1150298__A0A174HB98__ERS852406_02617
ERR1913073.1866013__1.1866013	1304__J7SIV6__pspA_3
ERR1913073.1866077__1.1866077	40518__R5DVH6__DXD86_08955
ERR1913073.1866083__1.1866083	28116__A0A078Q626__HMPREF1070_02735
ERR1913073.1866087__1.1866087	40518__R5DZC6__mreC
ERR1913073.1866104__1.1866104	563038__E9FKY3__HMPREF0851_00114
ERR1913073.1866279__1.1866279	40520__R7DEU2__ERS852394_00085
ERR1913073.1866326__1.1866326	1680__A0A1E7Y0K2__DXC59_05185
ERR1913073.1866378__1.1866378	853__A0A2A7B1Y7__C7K05_11930
ERR1913073.1866448__1.1866448	310298__B3JNG7__BACCOP_03480
ERR1913073.1866723__1.1866723	39488__R5GAY8__EUBHAL_01199
ERR1913073.1866865__1.1866865	47678__R5UER2__CGC64_00710
ERR1913073.1866902__1.1866902	487174__K0WXG8__DIT83_09300
ERR1913073.1866896__1.1866896	853__C7H1R8__DW905_06675
ERR1913073.1866985__1.1866985	28118__F9ZCN2__DF785_09230
ERR1913073.1867095__1.1867095	1150298__A0A174PHI0__ERS852498_00826
ERR1913073.1867096__1.1867096	33043__A0A174BZH8__ERS852575_02145
ERR1913073.1867118__1.1867118	310298__B3JJG1__BACCOP_02031
ERR1913073.1867311__1.1867311	40518__R5DR72__RBL236_02110
ERR1913073.1867488__1.1867488	1680__A0A0C2VBJ4__birA
ERR1913073.1867601__1.1867601	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913073.1867567__1.1867567	40518__R5E2F3__artQ
ERR1913073.1867670__1.1867670	1304__A0A0F3HE04__A6J87_01575
ERR1913073.1867869__1.1867869	1263109__GCA_000438135.1_01668
ERR1913073.1867881__1.1867881	435637__GeneID:5075941
ERR1913073.1867972__1.1867972	818__A0A0P0FT56__BSIG_1453
ERR1913073.1867997__1.1867997	1150298__A0A174MFX3__ERS852498_01752
ERR1913073.1868032__1.1868032	1304__A0A074J0C2__V471_05910
ERR1913073.1868178__1.1868178	1550024__G9RTN6__TQ39_08170
ERR1913073.1868242__1.1868242	1628085__A0A2U1BD76__C7386_10691
ERR1913073.1868391__1.1868391	1680__A0A076JNH5__DXC60_03835
ERR1913073.1868454__1.1868454	410072__A0A3E4GT65__ERS852574_02325
ERR1913073.1868533__1.1868533	1262992__R5D7H2__BN795_00443
ERR1913073.1868543__1.1868543	246787__R6KQ08__AA416_01934
ERR1913073.1868719__1.1868719	40518__R5E4V5__RBL263_01242
ERR1913073.1868696__1.1868696	1150298__R7JRC9__ERS852535_00719
ERR1913073.1868698__1.1868698	1680__A0A0B5BKZ3__DXD60_01450
ERR1913073.1868736__1.1868736	28026__A0A267WLS3__DXD35_07705
ERR1913073.1868760__1.1868760	1680__A0A0B5BIU5__BSTER_0145
ERR1913073.1868761__1.1868761	28118__R6F1T8__Odosp_0789
ERR1913073.1868783__1.1868783	487174__K0WZP2__DDY40_04000
ERR1913073.1868888__1.1868888	39491__A0A174K1W6__DXB99_15020
ERR1913073.1868999__1.1868999	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913073.1869327__1.1869327	39491__A0A395ZDC6__addB
ERR1913073.1869371__1.1869371	33043__A8SWI7__bcrC
ERR1913073.1869333__1.1869333	39488__C0EVP9__ERS852450_03163
ERR1913073.1869404__1.1869404	47678__A5ZL09__BACCAC_03608
ERR1913073.1869647__1.1869647	100884__E7G6R9__HMPREF9488_00457
ERR1913073.1869601__1.1869601	853__A0A173YYY4__DWZ04_09420
ERR1913073.1869702__1.1869702	40518__R5DZ16__DXD86_01455
ERR1913073.1869744__1.1869744	39491__A0A396FNY7__LD38_16155
ERR1913073.1869865__1.1869865	39491__C4ZHS4__EUR_24420
ERR1913073.1870043__1.1870043	818__Q89ZX6__ERS852511_03600
ERR1913073.1870075__1.1870075	1150298__A0A174KDX3__ERS852498_01212
ERR1913073.1870287__1.1870287	47678__R5U3L4__C5Z00_12600
ERR1913073.1870346__1.1870346	33043__A0A174AHE2__ERS852445_01187
ERR1913073.1870422__1.1870422	1318__W1VC28__HMPREF9962_1236
ERR1913073.1870499__1.1870499	821__A0A0P0M2J4__DXD46_10295
ERR1913073.1870605__1.1870605	39491__A0A395ZE48__DXB76_02395
ERR1913073.1870829__1.1870829	310298__B3JNH4__BACCOP_03487
ERR1913073.1870854__1.1870854	100884__E7G5T0__DXB30_05010
ERR1913073.1871047__1.1871047	39491__A0A396FBR6__DXC13_08575
ERR1913073.1871060__1.1871060	487174__R5FMM3__DDY40_00820
ERR1913073.1871291__1.1871291	39491__A0A395V0H6__ERS852580_02570
ERR1913073.1871297__1.1871297	28117__B0MXG8__ALIPUT_01814
ERR1913073.1871334__1.1871334	1304__F8LL13__SSALIVM18_08411
ERR1913073.1871335__1.1871335	40518__R5DWQ2__DXD93_03810
ERR1913073.1871584__1.1871584	1686__B6XVJ5__BBCT_1409
ERR1913073.1871670__1.1871670	871324__A0A1M6HHB2__SAMN05444350_11868
ERR1913073.1871718__1.1871718	39491__A0A396FUZ3__phoR_1
ERR1913073.1871828__1.1871828	820__A7V8C2__ERS852554_01338
ERR1913073.1871851__1.1871851	823__A0A173RD26__B5F32_03910
ERR1913073.1871899__1.1871899	1263000__R5EXT3__BN466_02213
ERR1913073.1871948__1.1871948	1263109__GCA_000438135.1_00481
ERR1913073.1871967__1.1871967	853__A0A173TAZ8__DWZ46_14590
ERR1913073.1871977__1.1871977	821__A0A396F9T7__M097_3427
ERR1913073.1872054__1.1872054	214856__A0A175A6T5__ERS852447_02658
ERR1913073.1872136__1.1872136	40518__R5E4V5__RBL263_01242
ERR1913073.1872165__1.1872165	823__A0A174EFT7__luxQ_5
ERR1913073.1872313__1.1872313	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913073.1872323__1.1872323	853__A0A2A7A4A9__C4N21_14870
ERR1913073.1872371__1.1872371	853__A0A2A7B9I6__DW855_13690
ERR1913073.1872375__1.1872375	216816__B7GPE8__I118_0062
ERR1913073.1872429__1.1872429	1263109__GCA_000438135.1_00035
ERR1913073.1872492__1.1872492	246787__R6KBH9__HMPREF1062_04676
ERR1913073.1872568__1.1872568	40518__R5DZE2__DXD86_07400
ERR1913073.1872668__1.1872668	410072__A0A174E1G6__phoR_6
ERR1913073.1872678__1.1872678	310298__B3JH75__BACCOP_01229
ERR1913073.1872689__1.1872689	820__A0A173XIP7__B5G17_16050
ERR1913073.1872710__1.1872710	853__A0A3E2U7E6__ERS852582_01640
ERR1913073.1872740__1.1872740	410072__A0A174DFS8__ERS852574_01251
ERR1913073.1872947__1.1872947	1680__A0A374QDL4__LMG18897_0432
ERR1913073.1872921__1.1872921	1150298__A0A173W9F4__ERS852498_02567
ERR1913073.1872964__1.1872964	216816__D6DBD5__DXC32_04335
ERR1913073.1872997__1.1872997	39491__R6TNE2__LD38_07270
ERR1913073.1873045__1.1873045	214856__R6Z288__ERS852447_00734
ERR1913073.1873055__1.1873055	28117__B0MTH2__ALIPUT_00061
ERR1913073.1873112__1.1873112	1263109__GCA_000438135.1_01104
ERR1913073.1873197__1.1873197	1304__A0A2I1TK21__TZ99_00611
ERR1913073.1873406__1.1873406	820__A0A3E4FZM1__adaA_2
ERR1913073.1873446__1.1873446	1150298__A0A174HHW8__yhbU_1
ERR1913073.1873438__1.1873438	40518__R5DVX3__RBL263_01584
ERR1913073.1873442__1.1873442	1150298__A0A173X9I5__ERS852498_01823
ERR1913073.1873618__1.1873618	310298__B3JLT9__BACCOP_02886
ERR1913073.1873626__1.1873626	820__A0A139KHX1__HMPREF2141_00289
ERR1913073.1873681__1.1873681	487175__D9Y8N2__HMPREF9439_01198
ERR1913073.1873717__1.1873717	1263006__R6LU28__BN515_01365
ERR1913073.1873733__1.1873733	40518__R5DU38__DXD83_06770
ERR1913073.1873815__1.1873815	39491__A0A395V1Y4__DXB99_08035
ERR1913073.1873868__1.1873868	853__A0A3E2U7E6__ERS852582_01640
ERR1913073.1873906__1.1873906	39491__C4ZEW3__T1815_18241
ERR1913073.1873954__1.1873954	28117__B0MU57__ALIPUT_00175
ERR1913073.1873970__1.1873970	487174__K0WTV8__DIT83_04385
ERR1913073.1873973__1.1873973	39488__R6GBC5__DXD91_06450
ERR1913073.1874119__1.1874119	821__A0A0P0M6M0__M097_4734
ERR1913073.1874121__1.1874121	40518__R5DYU1__DXD86_01160
ERR1913073.1874122__1.1874122	1150298__A0A174PHI0__ERS852498_00826
ERR1913073.1874104__1.1874104	1680__A1A0V3__C8077_03025
ERR1913073.1874139__1.1874139	39491__A0A395ZBQ4__cph2_2
ERR1913073.1874147__1.1874147	39491__A0A396FJJ9__DXB76_11995
ERR1913073.1874185__1.1874185	1680__A0A087DHN0__AL0462_1532
ERR1913073.1874194__1.1874194	821__A0A174JYD3__ERS852457_02610
ERR1913073.1874215__1.1874215	39491__C4Z9Y3__ERS852417_01808
ERR1913073.1874226__1.1874226	1304__T0SPD1__HSISS4_01717
ERR1913073.1874293__1.1874293	40518__R5E2F3__artQ
ERR1913073.1874280__1.1874280	39491__C4ZAT2__ERE_28440
ERR1913073.1874290__1.1874290	39492__D4JU30__EUBSIR_00838
ERR1913073.1874426__1.1874426	853__A0A174C5M1__CGS58_04460
ERR1913073.1874473__1.1874473	216816__B7GPE8__I118_0062
ERR1913073.1874551__1.1874551	853__A0A173T8T3__DW882_06555
ERR1913073.1874657__1.1874657	40518__R5DME2__DXD86_07315
ERR1913073.1874714__1.1874714	1304__T0SPD1__HSISS4_01717
ERR1913073.1874850__1.1874850	218538__C9LQW2__GCWU000321_01944
ERR1913073.1874891__1.1874891	1862668__GCA_001945525.1_00031
ERR1913073.1874901__1.1874901	487174__K0X2W8__HMPREF9448_02611
ERR1913073.1874913__1.1874913	246787__A0A0P0GUU5__BACCELL_02894
ERR1913073.1874984__1.1874984	820__A0A139KHX1__HMPREF2141_00289
ERR1913073.1874985__1.1874985	74426__rpoB
ERR1913073.1875000__1.1875000	820__A0A078S569__gmhB
ERR1913073.1875018__1.1875018	214856__R6XUN2__rcsC_1
ERR1913073.1875096__1.1875096	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913073.1875120__1.1875120	39491__A0A395UWA3__DXB69_11805
ERR1913073.1875123__1.1875123	28117__B0MWH8__BHV66_01330
ERR1913073.1875135__1.1875135	487174__K0XG34__HMPREF9448_02234
ERR1913073.1875188__1.1875188	1150298__A0A174LKY6__ERS852535_00447
ERR1913073.1875214__1.1875214	40518__R5DYP7__envC
ERR1913073.1875296__1.1875296	1262992__R5DCU3__BN795_00404
ERR1913073.1875342__1.1875342	1680__A0A076JNH5__DXC60_03835
ERR1913073.1875354__1.1875354	1318__I1ZPN1__NCTC12854_02060
ERR1913073.1875417__1.1875417	29361__B6FRT6__CLONEX_02860
ERR1913073.1875425__1.1875425	28117__B0MT84__ALIPUT_00402
ERR1913073.1875475__1.1875475	47678__R5U7L8__DXB67_16595
ERR1913073.1875476__1.1875476	853__A0A2A7B9I6__DW855_13690
ERR1913073.1875556__1.1875556	28117__B0MTH2__ALIPUT_00061
ERR1913073.1875585__1.1875585	905__D2RIT5__Acfer_0592
ERR1913073.1875800__1.1875800	1263109__GCA_000438135.1_01188
ERR1913073.1875791__1.1875791	487175__R5E1M2__HMPREF9439_00719
ERR1913073.1875910__1.1875910	821__A0A174WBC9__ERS852556_03145
ERR1913073.1876030__1.1876030	39491__A0A396FUZ3__phoR_1
ERR1913073.1876062__1.1876062	39491__A0A396FUZ3__phoR_1
ERR1913073.1876138__1.1876138	820__A0A374Q854__HMPREF1073_03281
ERR1913073.1876164__1.1876164	33043__A0A173YQY3__ERS852445_01438
ERR1913073.1876259__1.1876259	39491__A0A396FJJ9__DXB76_11995
ERR1913073.1876381__1.1876381	310298__B3JNG7__BACCOP_03480
ERR1913073.1876373__1.1876373	1263083__GCA_000433655.1_03086
ERR1913073.1876557__1.1876557	28117__B0MTH2__ALIPUT_00061
ERR1913073.1876675__1.1876675	310298__B3JED9__BACCOP_00230
ERR1913073.1876723__1.1876723	1686__B6XVK7__BIFCAT_01236
ERR1913073.1876737__1.1876737	40518__R5DRG6__ylbJ
ERR1913073.1877012__1.1877012	905__D2RNT3__SAMN02910455_01316
ERR1913073.1877070__1.1877070	853__A0A174BZY1__xerD_1
ERR1913073.1877122__1.1877122	821__U6RDC2__DXD46_15675
ERR1913073.1877124__1.1877124	310298__B3JH76__BACCOP_01230
ERR1913073.1877133__1.1877133	1262992__R5CY89__BN795_01227
ERR1913073.1877147__1.1877147	47678__A5ZF31__DXB67_11050
ERR1913073.1877154__1.1877154	1150298__R7JU97__ERS852498_02579
ERR1913073.1877173__1.1877173	410072__A0A173SHF2__COPCOM_03201
ERR1913073.1877229__1.1877229	1680__A0A076JNS9__BIFADO_02309
ERR1913073.1877413__1.1877413	88431__A0A173XSN2__ERS852526_00723
ERR1913073.1877438__1.1877438	39491__C4Z9K7__EUBREC_0050
ERR1913073.1877478__1.1877478	328813__A0A1Y3QZL2__B5G41_02100
ERR1913073.1877543__1.1877543	28117__B0MTV0__BHV66_06395
ERR1913073.1877743__1.1877743	40520__R7D7V1__DXC87_12020
ERR1913073.1877778__1.1877778	310298__B3JED9__BACCOP_00230
ERR1913073.1877857__1.1877857	1680__A1A0V3__C8077_03025
ERR1913073.1877923__1.1877923	39485__A0A174YZZ2__ERS852492_00215
ERR1913073.1878013__1.1878013	820__A0A396CMY7__HMPREF1072_03009
ERR1913073.1878019__1.1878019	88431__A0A174A952__ugpA_1
ERR1913073.1878020__1.1878020	33043__A0A173W4M0__dnaD
ERR1913073.1878024__1.1878024	40518__R5DLU0__fmt
ERR1913073.1878057__1.1878057	823__A0A355XH29__lolE_1
ERR1913073.1878223__1.1878223	100886__A0A174HWV3__CATMIT_01864
ERR1913073.1878270__1.1878270	905__D2RP32__SAMN02910455_01452
ERR1913073.1878274__1.1878274	39492__D4JSG7__EUBSIR_01006
ERR1913073.1878301__1.1878301	40518__R5E7S2__RBL263_00671
ERR1913073.1878458__1.1878458	1263109__GCA_000438135.1_00331
ERR1913073.1878645__1.1878645	853__C7H1R8__DW905_06675
ERR1913073.1878692__1.1878692	40518__R5E4V5__RBL263_01242
ERR1913073.1878778__1.1878778	1150298__A0A174KMK7__rluD_3
ERR1913073.1878786__1.1878786	39491__A0A173U130__ERE_16110
ERR1913073.1878788__1.1878788	88431__A0A174G8Q6__ERS852526_02711
ERR1913073.1878832__1.1878832	821__A0A396F598__CUU_3259
ERR1913073.1878869__1.1878869	40518__R5DP61__DXD86_06345
ERR1913073.1879136__1.1879136	1304__F8LIC4__SALIVA_1304
ERR1913073.1879202__1.1879202	371601__D6CXU6__CW3_4709
ERR1913073.1879175__1.1879175	33043__A8SPT5__yfiN_2
ERR1913073.1879248__1.1879248	39492__D4JUS6__accD5
ERR1913073.1879264__1.1879264	39492__D4JTW7__EUBSIR_00859
ERR1913073.1879314__1.1879314	394340__yghB
ERR1913073.1879610__1.1879610	310298__B3JFK6__BACCOP_00656
ERR1913073.1879685__1.1879685	853__A0A3E2U7E6__ERS852582_01640
ERR1913073.1879688__1.1879688	1304__A0A0A1DX26__SSAL8618_09600
ERR1913073.1879748__1.1879748	28117__B0MWZ9__ALIPUT_01735
ERR1913073.1879796__1.1879796	1262687__R7M0J8__BN701_01663
ERR1913073.1879851__1.1879851	39491__C4ZC33__DXC13_11585
ERR1913073.1879826__1.1879826	630129__A0A087AXF3__BBKW_0099
ERR1913073.1879835__1.1879835	853__A0A173XRA8__CGS56_09290
ERR1913073.1879910__1.1879910	1304__J7SI54__NCTC7366_00129
ERR1913073.1880083__1.1880083	39491__A0A395UZ82__EUR_31520
ERR1913073.1880099__1.1880099	853__A0A174CVG7__CGS58_09335
ERR1913073.1880224__1.1880224	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913073.1880297__1.1880297	1685__A0A2X0Z9D6__CYJ38_03705
ERR1913073.1880417__1.1880417	310298__B3JFS5__BACCOP_00726
ERR1913073.1880795__1.1880795	626929__R6LKK1__B5F24_07400
ERR1913073.1880804__1.1880804	487174__K0XKD7__HMPREF9448_01550
ERR1913073.1881023__1.1881023	1304__J7TGU8__Ssal_02017
ERR1913073.1881086__1.1881086	745368__A0A1T4X373__SAMN02745178_01365
ERR1913073.1881115__1.1881115	821__A0A0P0M2J4__DXD46_10295
ERR1913073.1881261__1.1881261	1304__J7SIV6__pspA_3
ERR1913073.1881220__1.1881220	630129__B6XVB7__AH68_08185
ERR1913073.1881417__1.1881417	39491__C4ZF05__vpr
ERR1913073.1881450__1.1881450	1680__A0A173W9E6__C8077_07070
ERR1913073.1881474__1.1881474	1304__A0A1V0GKP1__fatB_1
ERR1913073.1881571__1.1881571	39491__A0A395V5R3__EUBREC_1883
ERR1913073.1881578__1.1881578	40518__R5DSI5__fieF
ERR1913073.1881673__1.1881673	310298__B3JQL6__BACCOP_04252
ERR1913073.1881637__1.1881637	39491__D4JMW8__ERS852497_01971
ERR1913073.1881662__1.1881662	40518__A0A1C6H844__DXD93_02510
ERR1913073.1881760__1.1881760	1263083__GCA_000433655.1_01658
ERR1913073.1881898__1.1881898	1263109__GCA_000438135.1_00053
ERR1913073.1881900__1.1881900	204516__U6R7W5__HMPREF1534_03766
ERR1913073.1881938__1.1881938	310298__B3JNG7__BACCOP_03480
ERR1913073.1882099__1.1882099	1739491__J1DK07__HMPREF2987_07410
ERR1913073.1882175__1.1882175	573__A0A1D3KS54__cbiC
ERR1913073.1882334__1.1882334	40518__R5DY98__mepA_5
ERR1913073.1882338__1.1882338	116085__D4J6U4__DW747_08365
ERR1913073.1882367__1.1882367	1262736__R5YXP7__BN496_01309
ERR1913073.1882425__1.1882425	218538__C9LNL5__GCWU000321_01138
ERR1913073.1882457__1.1882457	216816__D6DC09__BLIC_a02334
ERR1913073.1882573__1.1882573	1150298__A0A174U8I6__ERS852535_02809
ERR1913073.1882827__1.1882827	821__A0A174V2F3__NCTC10583_01474
ERR1913073.1882830__1.1882830	40518__R5DVL2__penA
ERR1913073.1882849__1.1882849	28117__B0MYI9__BHV66_05415
ERR1913073.1883044__1.1883044	40518__R5DYP7__envC
ERR1913073.1883098__1.1883098	544645__A0A3E4T524__DXC42_10825
ERR1913073.1883382__1.1883382	310298__B3JH76__BACCOP_01230
ERR1913073.1883522__1.1883522	1680__A0A0B5BKZ3__DXD60_01450
ERR1913073.1883568__1.1883568	1150298__R7JND0__ERS852498_02814
ERR1913073.1883662__1.1883662	328813__A0A1Y3QUG7__B5G41_09450
ERR1913073.1883772__1.1883772	39491__C4Z8B6__ERE_17960
ERR1913073.1883781__1.1883781	1304__A0A2I1TLS3__DL07_03485
ERR1913073.1883883__1.1883883	39491__A0A396FBR6__DXC13_08575
ERR1913073.1884193__1.1884193	1550024__A0A3B9WGS9__ASJ35_05050
ERR1913073.1884238__1.1884238	1304__J7SI29__DL08_08910
ERR1913073.1884299__1.1884299	214856__A0A174EQR4__rsmA
ERR1913073.1884369__1.1884369	905__D2RNT0__Acfer_0300
ERR1913073.1884371__1.1884371	328813__A0A1Y3QUT4__B5G41_06975
ERR1913073.1884450__1.1884450	905__D2RNT3__SAMN02910455_01316
ERR1913073.1884468__1.1884468	487174__K0XER9__DDY40_08885
ERR1913073.1884513__1.1884513	39491__D6E4H2__DXB99_00485
ERR1913073.1884533__1.1884533	40518__R5DV58__htrA
ERR1913073.1884538__1.1884538	1681__A0A0H2NPR5__BBBF_1287
ERR1913073.1884550__1.1884550	33043__A0A173W4M0__dnaD
ERR1913073.1884559__1.1884559	28117__B0MTH2__ALIPUT_00061
ERR1913073.1884712__1.1884712	33043__A0A174B6N5__ERS852445_02414
ERR1913073.1884840__1.1884840	487174__K0WZU7__HMPREF9448_01154
ERR1913073.1885221__1.1885221	47678__R5UES3__CGC64_00760
ERR1913073.1885256__1.1885256	1304__F8LL79__CYK22_09535
ERR1913073.1885327__1.1885327	1304__F8LLA6__SALIVA_1812
ERR1913073.1885435__1.1885435	1304__F8LHY7__pspA_6
ERR1913073.1885641__1.1885641	40518__R5DSI5__fieF
ERR1913073.1885884__1.1885884	39492__D4JR08__ERS852540_02467
ERR1913073.1885910__1.1885910	1304__A0A074IXT4__DL08_00220
ERR1913073.1885998__1.1885998	39491__A0A395ZDC6__addB
ERR1913073.1886105__1.1886105	1680__A0A3E4SB79__BAD_1517
ERR1913073.1886221__1.1886221	418240__A0A174NZX7__tagF_1
ERR1913073.1886387__1.1886387	853__A0A2A7B9I6__DW855_13690
ERR1913073.1886354__1.1886354	1262736__R5YCL2__BN496_00379
ERR1913073.1886532__1.1886532	1150298__A0A174QNY9__ERS852498_01028
ERR1913073.1886553__1.1886553	853__A0A2A7B1Y7__C7K05_11930
ERR1913073.1886599__1.1886599	821__A0A396F598__CUU_3259
ERR1913073.1886656__1.1886656	457421__C5ERC0__CBFG_04276
ERR1913073.1886716__1.1886716	1317__A0A2N6PS84__HMPREF9176_0871
ERR1913073.1886733__1.1886733	216816__C5E9N8__DD678_02795
ERR1913073.1886983__1.1886983	820__A0A3E4WA06__ERS852554_03404
ERR1913073.1886927__1.1886927	853__A0A2A7A4A9__C4N21_14870
ERR1913073.1887050__1.1887050	853__A0A2A7A4A9__C4N21_14870
ERR1913073.1887165__1.1887165	33043__A8SWM2__ERS852575_01910
ERR1913073.1887187__1.1887187	1304__A0A0A1E2E1__A6J87_05400
ERR1913073.1887293__1.1887293	310298__B3JNF3__BACCOP_03465
ERR1913073.1887248__1.1887248	1550024__A0A0D8IYB1__TQ39_12130
ERR1913073.1887379__1.1887379	39491__A0A396FM36__DXB99_00820
ERR1913073.1887548__1.1887548	214856__A0A174ZLY7__ERS852447_02456
ERR1913073.1887643__1.1887643	310298__B3JNG7__BACCOP_03480
ERR1913073.1887672__1.1887672	28116__A0A1Y4PWN5__M088_3731
ERR1913073.1887933__1.1887933	820__A0A3E4RU03__M093_0563
ERR1913073.1888023__1.1888023	328813__A0A1Y3QUP2__B5G41_06690
ERR1913073.1888053__1.1888053	40518__R5DY98__mepA_5
ERR1913073.1888213__1.1888213	1150298__A0A174KMK7__rluD_3
ERR1913073.1888203__1.1888203	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913073.1888261__1.1888261	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913073.1888274__1.1888274	1263109__GCA_000438135.1_00605
ERR1913073.1888406__1.1888406	626933__H1DGX0__HMPREF9449_01506
ERR1913073.1888408__1.1888408	216816__B7GPE8__I118_0062
ERR1913073.1888522__1.1888522	544644__GCA_001915615.1_01797
