ERR1913153.510__1.510	454155__G5SS31__HMPREF9442_03407
ERR1913153.1517929__1.1517929	821__A0A395UNT8__DXD64_15275
ERR1913153.1518081__1.1518081	40518__R5E1J7__RBL236_02062
ERR1913153.1518171__1.1518171	1150298__A0A174PHI0__ERS852498_00826
ERR1913153.1518229__1.1518229	106588__A6NUL8__BACCAP_01900
ERR1913153.1518398__1.1518398	301302__R5VFU2__xynA1
ERR1913153.1518433__1.1518433	823__A6L930__DDY96_14995
ERR1913153.1518425__1.1518425	626933__H1DGX0__HMPREF9449_01506
ERR1913153.1518459__1.1518459	821__A0A174RA14__M099_1655
ERR1913153.1518577__1.1518577	216816__A0A133L1E2__ptsP
ERR1913153.1518591__1.1518591	40518__R5DU92__DXD93_03170
ERR1913153.1518802__1.1518802	216816__B7GTR6__BLD_0992
ERR1913153.1518972__1.1518972	218538__C9LNQ3__GCWU000321_01176
ERR1913153.1519256__1.1519256	39491__A0A395V0X2__EUBREC_3007
ERR1913153.1519342__1.1519342	40518__R5DQK2__DXD93_03730
ERR1913153.1519459__1.1519459	821__A0A0P0LJ37__DXB82_14270
ERR1913153.1519517__1.1519517	1150298__A0A174QS63__ERS852406_03087
ERR1913153.1519478__1.1519478	39485__A0A175A403__EUBELI_20577
ERR1913153.1519494__1.1519494	40518__R5E7G3__DXD86_03405
ERR1913153.1519574__1.1519574	820__R9HXK9__DXB62_08265
ERR1913153.1519611__1.1519611	1262743__R5C054__BN727_01980
ERR1913153.1519700__1.1519700	28116__A0A1Y4Q112__evgS_13
ERR1913153.1519733__1.1519733	216816__A0A396FVC5__BL71B_00290
ERR1913153.1519750__1.1519750	47678__R5UAF6__ERS852494_02966
ERR1913153.1519860__1.1519860	40518__R5DY73__DXD86_02865
ERR1913153.1519912__1.1519912	1150298__A0A174PHI0__ERS852498_00826
ERR1913153.1519953__1.1519953	239935__R6IZU4__CXT87_08085
ERR1913153.1519892__1.1519892	33043__D5HHY4__luxQ_1
ERR1913153.1520045__1.1520045	820__R9I3N4__M093_0061
ERR1913153.1520151__1.1520151	310298__B3JQJ5__BACCOP_04231
ERR1913153.1520387__1.1520387	301302__A0A0M6WF57__M72_22681
ERR1913153.1520292__1.1520292	40518__R5DUJ5__DXD83_01635
ERR1913153.1520442__1.1520442	1262911__R6GIB9__BN557_01439
ERR1913153.1520531__1.1520531	823__A6LBY1__ERS852380_00510
ERR1913153.1520589__1.1520589	820__A0A3E4W4Y7__B5G17_02055
ERR1913153.1520624__1.1520624	216816__B3DRU6__DPC6323_0992
ERR1913153.1520677__1.1520677	1628085__A0A2U1BAH2__C7386_11127
ERR1913153.1520710__1.1520710	39485__C4Z0F4__ERS852490_00945
ERR1913153.1520733__1.1520733	28118__F9Z410__NCTC10826_01196
ERR1913153.1520755__1.1520755	820__A0A3E4W9W8__C801_01069
ERR1913153.1521030__1.1521030	1150298__A0A174HD82__yusO_2
ERR1913153.1521058__1.1521058	33025__A0A395JF03__C8D73_101684
ERR1913153.1521062__1.1521062	40518__R5DVL2__penA
ERR1913153.1521068__1.1521068	820__A7V092__hldE
ERR1913153.1521080__1.1521080	39491__A0A0M6WLC7__ERS852497_00640
ERR1913153.1521193__1.1521193	853__A0A174C5M1__CGS58_04460
ERR1913153.1521500__1.1521500	1150298__A0A174S2H3__spoIIQ
ERR1913153.1521563__1.1521563	40518__R5E6K5__speA
ERR1913153.1521617__1.1521617	301302__A0A0M6WIU8__M72_26811
ERR1913153.1521736__1.1521736	823__A0A395YXR9__M091_4086
ERR1913153.1521791__1.1521791	853__A0A174BA00__DW905_01145
ERR1913153.1521919__1.1521919	1150298__A0A174N5I7__ERS852498_01953
ERR1913153.1521898__1.1521898	216816__A0A061M1M5__HMPREF0177_01046
ERR1913153.1521946__1.1521946	40518__R5E4E8__phoR_4
ERR1913153.1521947__1.1521947	165179__A0A229I4J4__proA
ERR1913153.1522030__1.1522030	301301__A0A395V747__ERS852391_01535
ERR1913153.1522064__1.1522064	239935__A0A2N8HPG4__CXU16_03730
ERR1913153.1522154__1.1522154	410072__A0A174K1D5__hscC
ERR1913153.1522286__1.1522286	40518__R5DZC6__mreC
ERR1913153.1522374__1.1522374	40518__R5DLU0__fmt
ERR1913153.1522395__1.1522395	649756__D4MUZ2__ERS852571_00392
ERR1913153.1522397__1.1522397	214856__R5UN64__ERS852447_02669
ERR1913153.1522429__1.1522429	1150298__A0A174DU21__toxA_3
ERR1913153.1522565__1.1522565	39491__A0A395UYM9__DXC13_07980
ERR1913153.1522574__1.1522574	216816__A0A133LQN7__BL15B_00780
ERR1913153.1522646__1.1522646	46228__B5CPX5__RUMLAC_01520
ERR1913153.1522711__1.1522711	46503__R6WVN9__HMPREF1078_01964
ERR1913153.1522720__1.1522720	40518__R5DY98__mepA_5
ERR1913153.1522769__1.1522769	1262886__R6Q625__BN563_00312
ERR1913153.1522867__1.1522867	821__A0A174T998__DXB82_10860
ERR1913153.1523283__1.1523283	33043__A0A173ZDC4__malL_1
ERR1913153.1523252__1.1523252	39491__A0A396FKG5__DXB76_07455
ERR1913153.1523439__1.1523439	39491__A0A396FJJ9__DXB76_11995
ERR1913153.1523482__1.1523482	1150298__A0A174IG30__ERS852535_01135
ERR1913153.1523527__1.1523527	46503__A7AH78__DD461_04085
ERR1913153.1523542__1.1523542	40518__R5DR39__mreB_2
ERR1913153.1523702__1.1523702	853__A0A173XRA8__CGS56_09290
ERR1913153.1523738__1.1523738	820__A0A139K4W5__HMPREF2141_02394
ERR1913153.1523869__1.1523869	40518__R5DXP6__DXD83_06110
ERR1913153.1523878__1.1523878	301302__A0A173T3P5__ERS852420_01836
ERR1913153.1524073__1.1524073	100884__E7GBE0__DXB26_09245
ERR1913153.1524207__1.1524207	1150298__A0A174DPC6__ERS852535_01374
ERR1913153.1524219__1.1524219	40518__R5E2Z2__DXD93_09295
ERR1913153.1524314__1.1524314	1263005__R6EQG2__BN497_01584
ERR1913153.1524330__1.1524330	40518__R5DWQ2__DXD93_03810
ERR1913153.1524589__1.1524589	40518__R5DY98__mepA_5
ERR1913153.1524825__1.1524825	39491__A0A396FF66__DXD95_01810
ERR1913153.1524855__1.1524855	1160721__R6TAA3__BHW50_03385
ERR1913153.1524934__1.1524934	357276__A0A0P0M2G3__BACDOR_03913
ERR1913153.1524946__1.1524946	40518__R5DLW4__thiN
ERR1913153.1524963__1.1524963	544645__A0A3E4SXS3__DXC42_15715
ERR1913153.1525046__1.1525046	1150298__A0A174HYM9__ERS852406_01664
ERR1913153.1525146__1.1525146	357276__B6VT86__IY41_22515
ERR1913153.1525295__1.1525295	40518__R5E4Y8__RBATCC27255_01448
ERR1913153.1525310__1.1525310	1262886__R6QHT9__BN563_00630
ERR1913153.1525477__1.1525477	820__A0A139K426__B5G17_09115
ERR1913153.1525488__1.1525488	853__A0A173T751__C4N24_10280
ERR1913153.1525780__1.1525780	40518__R5DP21__RBATCC27255_00348
ERR1913153.1525834__1.1525834	706562__GCA_900112995.1_02127
ERR1913153.1525936__1.1525936	100886__A0A174HN43__ERS852383_04112
ERR1913153.1526146__1.1526146	821__I9R3W6__DXC16_12455
ERR1913153.1526175__1.1526175	28117__B0N007__BHV66_10275
ERR1913153.1526240__1.1526240	239935__A0A2N8IVT6__CXU13_08520
ERR1913153.1526364__1.1526364	820__A0A173WUD7__DXB48_08055
ERR1913153.1526414__1.1526414	1304__F8LKN2__CYK22_02495
ERR1913153.1526381__1.1526381	418240__A0A174R2N4__ERS852523_02758
ERR1913153.1526403__1.1526403	40518__R5DRG6__ylbJ
ERR1913153.1526525__1.1526525	28111__E5X120__NCTC11155_02427
ERR1913153.1526552__1.1526552	39491__A0A396FKI0__DXC13_11560
ERR1913153.1526554__1.1526554	40518__R5E282__DXD86_08940
ERR1913153.1526565__1.1526565	360807__A0A173TV21__RIL183_14191
ERR1913153.1527013__1.1527013	820__R9I2U8__DXC68_09590
ERR1913153.1527073__1.1527073	301301__A0A395VAL3__mcp2_2
ERR1913153.1527332__1.1527332	40518__R5DW64__RBL236_01394
ERR1913153.1527409__1.1527409	360807__A0A173YXM7__RIL183_19241
ERR1913153.1527510__1.1527510	40518__R5E2F3__artQ
ERR1913153.1527535__1.1527535	28118__R6G1Z6__B5F93_09405
ERR1913153.1527563__1.1527563	28111__E5WYC8__BACEGG_00347
ERR1913153.1527696__1.1527696	301302__R5UV35__M72_02721
ERR1913153.1527647__1.1527647	853__A0A2A7B1Y7__C7K05_11930
ERR1913153.1527923__1.1527923	820__A0A174CK74__DXB48_07060
ERR1913153.1527929__1.1527929	820__A0A174Q0F0__DXB48_08080
ERR1913153.1528028__1.1528028	46503__R6Y4M7__HMPREF1078_03269
ERR1913153.1528064__1.1528064	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913153.1528115__1.1528115	301302__A0A173SF21__M72_12691
ERR1913153.1528203__1.1528203	820__A0A078S4C2__ERS417307_00828
ERR1913153.1528300__1.1528300	46228__V8C9Y1__DXD17_09525
ERR1913153.1528311__1.1528311	46503__K6A7H7__DCY29_03460
ERR1913153.1528346__1.1528346	338188__A0A173WNX1__ERS852397_00143
ERR1913153.1528384__1.1528384	61171__B9Y5T8__HOLDEFILI_01170
ERR1913153.1528497__1.1528497	823__A0A395YRW4__DD466_15895
ERR1913153.1528875__1.1528875	40518__R5E6Y7__DXD83_08230
ERR1913153.1528911__1.1528911	33043__A0A174B5C6__acm_3
ERR1913153.1528936__1.1528936	39491__A0A2U2EK03__ERE_28780
ERR1913153.1529019__1.1529019	40518__R5DU52__RB5AMG_02245
ERR1913153.1528993__1.1528993	28116__A0A1Y4Q112__evgS_13
ERR1913153.1529116__1.1529116	1262886__R6QPP8__BN563_00924
ERR1913153.1529376__1.1529376	1263000__R5EKG2__BN466_02040
ERR1913153.1529411__1.1529411	166486__D4L1L1__ROSINTL182_05277
ERR1913153.1529544__1.1529544	39491__A0A395V5L2__ERE_28270
ERR1913153.1529672__1.1529672	28117__R7JLL3__ALIPUT_02219
ERR1913153.1529717__1.1529717	1150298__A0A174R918__ERS852535_01749
ERR1913153.1529729__1.1529729	301302__A0A0M6WSS7__ERS852420_02367
ERR1913153.1529798__1.1529798	40518__R5DZE2__DXD86_07400
ERR1913153.1529846__1.1529846	310298__B3JQJ5__BACCOP_04231
ERR1913153.1529861__1.1529861	39491__D4JMW8__ERS852497_01971
ERR1913153.1529965__1.1529965	823__A0A173RD26__B5F32_03910
ERR1913153.1530018__1.1530018	40518__R5DVR2__RBL236_00303
ERR1913153.1530022__1.1530022	39491__D4JIB6__ERS852417_01685
ERR1913153.1530043__1.1530043	47678__R5U7X8__C5Z00_18270
ERR1913153.1530218__1.1530218	1262924__R7HP04__BN585_02027
ERR1913153.1530315__1.1530315	671267__R9I7B5__C802_04018
ERR1913153.1530348__1.1530348	40518__R5E5W1__RBL263_01034
ERR1913153.1530436__1.1530436	410072__C0BEV2__ERS852525_03010
ERR1913153.1530459__1.1530459	1262824__R6RN09__BN719_01315
ERR1913153.1530560__1.1530560	40518__R5DU52__RB5AMG_02245
ERR1913153.1530637__1.1530637	39491__A0A395V5R3__EUBREC_1883
ERR1913153.1530729__1.1530729	821__E5UY21__C800_02204
ERR1913153.1530779__1.1530779	46503__R6Y2Y6__ERS852463_03103
ERR1913153.1530783__1.1530783	328814__GCA_004558275.1_00079
ERR1913153.1530801__1.1530801	1680__A0A0B5BL52__ERS852382_00480
ERR1913153.1530880__1.1530880	40518__A0A1C6H8C4__DXD93_02535
ERR1913153.1531377__1.1531377	33025__A0A395JEP7__C8D73_10844
ERR1913153.1531592__1.1531592	40518__R5DQK2__DXD93_03730
ERR1913153.1531641__1.1531641	39491__C4ZCH3__EUR_17560
ERR1913153.1531804__1.1531804	1150298__A0A174APS6__kinA
ERR1913153.1531892__1.1531892	394340__argS
ERR1913153.1532000__1.1532000	46228__V8CE24__thiD
ERR1913153.1532233__1.1532233	418240__C6J8B6__ERS852523_03677
ERR1913153.1532286__1.1532286	28116__A0A1Y4Q112__evgS_13
ERR1913153.1532404__1.1532404	853__A0A2A7B1Y7__C7K05_11930
ERR1913153.1532464__1.1532464	301302__R5UNJ6__M72_26701
ERR1913153.1532417__1.1532417	88431__A0A3D0F1H3__ERS852573_02429
ERR1913153.1532524__1.1532524	28118__F9ZCN1__B5F99_10605
ERR1913153.1532503__1.1532503	1235793__R9KSF0__C809_01679
ERR1913153.1532636__1.1532636	239935__A0A2N8HPS5__Amuc_0950
ERR1913153.1532661__1.1532661	47678__R5U9Z0__HMPREF1061_03210
ERR1913153.1532926__1.1532926	820__A0A3E4VZT7__DXB48_16145
ERR1913153.1533050__1.1533050	821__A0A396F9T7__M097_3427
ERR1913153.1533063__1.1533063	823__A0A073I5R7__cloSI
ERR1913153.1533113__1.1533113	418240__C6J8Y5__ERS852478_01177
ERR1913153.1533247__1.1533247	301302__R5UMB3__M72_01421
ERR1913153.1533261__1.1533261	1628085__A0A374VPP0__C7386_11442
ERR1913153.1533301__1.1533301	1262911__R6HIJ8__BN557_01742
ERR1913153.1533636__1.1533636	28117__B0MXU0__BHV66_07550
ERR1913153.1533659__1.1533659	47678__R5UXJ2__DW706_08325
ERR1913153.1533868__1.1533868	28116__A0A1Y4PWN5__M088_3731
ERR1913153.1534003__1.1534003	823__A6LHK0__M090_1297
ERR1913153.1533967__1.1533967	46503__R6WTW1__NCTC13052_03440
ERR1913153.1534196__1.1534196	39491__A0A395ZF49__DXB69_05290
ERR1913153.1534155__1.1534155	28117__B0MU53__ALIPUT_00569
ERR1913153.1534351__1.1534351	40518__R5E2R8__nnr_2
ERR1913153.1534929__1.1534929	357276__B6VT86__IY41_22515
ERR1913153.1535218__1.1535218	40518__R5DVH6__DXD86_08955
ERR1913153.1535366__1.1535366	40518__R5DME2__DXD86_07315
ERR1913153.1535574__1.1535574	40518__R5DP21__RBATCC27255_00348
ERR1913153.1535702__1.1535702	1150298__A0A174F5Z9__cpsB
ERR1913153.1535711__1.1535711	301302__A0A173TNM6__luxQ
ERR1913153.1535805__1.1535805	88431__A6BJD4__DXB16_02900
ERR1913153.1535819__1.1535819	301302__A0A0M6WCT0__M72_03221
ERR1913153.1535832__1.1535832	1262886__R6QCW6__BN563_01608
ERR1913153.1536049__1.1536049	301302__A0A0M6WVU2__M72_13551
ERR1913153.1536120__1.1536120	338188__A0A174ETX3__ERS852397_01955
ERR1913153.1536250__1.1536250	823__A0A355XEX9__ERS852560_03521
ERR1913153.1536310__1.1536310	39491__A0A395V1R3__T1815_08181
ERR1913153.1536326__1.1536326	39491__A0A174LTW7__DXD13_08720
ERR1913153.1536414__1.1536414	40518__R5DTH7__DXD83_02405
ERR1913153.1536765__1.1536765	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913153.1536834__1.1536834	1262886__R6QP39__BN563_00737
ERR1913153.1536917__1.1536917	216816__A0A396FVC5__BL71B_00290
ERR1913153.1536958__1.1536958	40518__R5DZB1__DXD83_08840
ERR1913153.1536965__1.1536965	88431__A0A3D0F1X8__ERS852408_00673
ERR1913153.1536968__1.1536968	360807__A0A173R6E5__ERS852444_00251
ERR1913153.1537120__1.1537120	1262886__R6Q953__BN563_01252
ERR1913153.1537292__1.1537292	820__A0A139K2N9__DXB62_12420
ERR1913153.1537296__1.1537296	301302__R5VFU2__xynA1
ERR1913153.1537376__1.1537376	310298__B3JQJ5__BACCOP_04231
ERR1913153.1537413__1.1537413	28116__A0A1Y4PWX5__rpoE_4
ERR1913153.1537425__1.1537425	39491__C4Z9J5__DXB69_02495
ERR1913153.1537478__1.1537478	46503__R6WVI6__HMPREF1060_03610
ERR1913153.1537530__1.1537530	239935__A0A2N8IU14__ADH72_05655
ERR1913153.1537617__1.1537617	301302__A0A0M6W9I4__M72_19871
ERR1913153.1537733__1.1537733	821__A0A174WBC9__ERS852556_03145
ERR1913153.1537809__1.1537809	40518__R5E6G1__DXD83_06815
ERR1913153.1537918__1.1537918	46503__B7B776__DXB85_00355
ERR1913153.1538012__1.1538012	823__D0TDY6__DHP27_09090
ERR1913153.1538058__1.1538058	204516__U6RAM4__HMPREF1534_03439
ERR1913153.1538347__1.1538347	40518__R5E2F3__artQ
ERR1913153.1538400__1.1538400	1262743__R5C054__BN727_01980
ERR1913153.1538615__1.1538615	454155__F3QTV1__HMPREF9442_01620
ERR1913153.1538664__1.1538664	216816__A0A0S2MI06__pepV
ERR1913153.1538834__1.1538834	820__E5VA63__DXC80_01025
ERR1913153.1539018__1.1539018	820__A0A139K5A6__DXB48_12175
ERR1913153.1539113__1.1539113	1680__R5GPK0__B0487_0620
ERR1913153.1539201__1.1539201	410072__A0A173Y4Y6__ERS852389_02300
ERR1913153.1539234__1.1539234	2173__A0A1D2WSY6__Msm_1050
ERR1913153.1539211__1.1539211	39496__A5Z5I2__EUBVEN_00963
ERR1913153.1539260__1.1539260	1262924__R7HRJ9__BN585_00557
ERR1913153.1539814__1.1539814	40520__U2ENY9__C4886_17680
ERR1913153.1539869__1.1539869	1262924__R7HQD4__BN585_02072
ERR1913153.1539974__1.1539974	357276__B6W1J2__BACDOR_03380
ERR1913153.1540108__1.1540108	338188__A0A174FPA3__BACFIN_06857
ERR1913153.1540283__1.1540283	39491__A0A396FJJ9__DXB76_11995
ERR1913153.1540316__1.1540316	1150298__R7JRK4__ERS852406_01648
ERR1913153.1540370__1.1540370	40518__R5DZI2__DXD93_06940
ERR1913153.1540440__1.1540440	216816__A0A133LQN7__BL15B_00780
ERR1913153.1540422__1.1540422	1262924__R7HRW7__BN585_01894
ERR1913153.1540555__1.1540555	40518__R5DRG6__ylbJ
ERR1913153.1540765__1.1540765	33025__A0A395JA92__C8D73_108100
ERR1913153.1540767__1.1540767	823__E1YR62__HMPREF1059_02331
ERR1913153.1540930__1.1540930	28111__E5WWI8__HMPREF1016_01036
ERR1913153.1540957__1.1540957	28052__A0A174HF53__ERS852499_00436
ERR1913153.1541093__1.1541093	1262911__R6GUQ1__BN557_01356
ERR1913153.1541195__1.1541195	88431__A0A174LBC0__DORLON_00105
ERR1913153.1541410__1.1541410	166486__D4KWN0__ERS852572_00733
ERR1913153.1541764__1.1541764	820__A0A139K2N9__DXB62_12420
ERR1913153.1541775__1.1541775	239935__A0A2N8HPG4__CXU16_03730
ERR1913153.1541891__1.1541891	39491__A0A396FJJ9__DXB76_11995
ERR1913153.1541967__1.1541967	46228__B5CPX5__RUMLAC_01520
ERR1913153.1542015__1.1542015	169435__A0A174SI83__B5F10_10780
ERR1913153.1542043__1.1542043	821__A0A0P0L8F8__ERS852509_03705
ERR1913153.1542087__1.1542087	552398__F4XCQ4__HMPREF0866_01621
ERR1913153.1542158__1.1542158	40518__R5DZC6__mreC
ERR1913153.1542256__1.1542256	40518__R5DV58__htrA
ERR1913153.1542311__1.1542311	46228__B5CSI8__DXD17_05145
ERR1913153.1542332__1.1542332	817__A0A0K6BQ31__M066_0764
ERR1913153.1542457__1.1542457	39485__A0A174ZPJ9__tig_2
ERR1913153.1542540__1.1542540	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913153.1542577__1.1542577	1150298__A0A174BR70__ERS852535_01666
ERR1913153.1542590__1.1542590	1150298__A0A174SLE6__mlc_1
ERR1913153.1542594__1.1542594	1150298__A0A174HYM9__ERS852406_01664
ERR1913153.1542625__1.1542625	33025__A0A395JBA6__C8D73_1039
ERR1913153.1542946__1.1542946	33043__A0A173ZDC4__malL_1
ERR1913153.1543108__1.1543108	820__A0A173YYG4__evgS_3
ERR1913153.1543114__1.1543114	418240__A0A174SL99__ERS852478_00007
ERR1913153.1543323__1.1543323	40518__R5DS17__RBATCC27255_00416
ERR1913153.1543645__1.1543645	820__A0A174P0L5__glcK_3
ERR1913153.1543854__1.1543854	884684__GCA_002892425.1_01408
ERR1913153.1543883__1.1543883	40520__R7D6X9__DXB81_05355
ERR1913153.1544013__1.1544013	40518__R5DQK2__DXD93_03730
ERR1913153.1544110__1.1544110	28116__F7L8H9__BACOVA_00587
ERR1913153.1544497__1.1544497	1262911__R6GT76__BN557_01150
ERR1913153.1544614__1.1544614	820__A0A139KJ23__celCCA
ERR1913153.1544833__1.1544833	1262886__R6QH57__BN563_00493
ERR1913153.1544911__1.1544911	40518__R5DQL2__RBATCC27255_00937
ERR1913153.1544984__1.1544984	28117__B0MZ50__ALIPUT_02424
ERR1913153.1545071__1.1545071	1262886__R6QPP8__BN563_00924
ERR1913153.1545116__1.1545116	46503__R6WYJ8__DXB85_13825
ERR1913153.1545128__1.1545128	820__A0A174LIN6__HMPREF1072_03144
ERR1913153.1545095__1.1545095	371601__D7J5N6__HMPREF1074_04460
ERR1913153.1545180__1.1545180	820__A0A374Q8T2__DXB64_16190
ERR1913153.1545203__1.1545203	820__A0A139K0J1__HMPREF2141_03205
ERR1913153.1545402__1.1545402	1262886__R6Q9S2__BN563_00641
ERR1913153.1545598__1.1545598	706562__GCA_900112995.1_02127
ERR1913153.1545673__1.1545673	820__I9TWZ7__DXC80_10550
ERR1913153.1545718__1.1545718	39488__A0A285PP79__murD
ERR1913153.1545858__1.1545858	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913153.1546018__1.1546018	28111__R5JQ07__BACEGG_03203
ERR1913153.1546141__1.1546141	40518__R5DZB1__DXD83_08840
ERR1913153.1546163__1.1546163	821__A6KZK3__ERS852457_04265
ERR1913153.1546384__1.1546384	820__A0A3E4VXP2__yesR
ERR1913153.1546512__1.1546512	28117__B0MVL2__BHV66_01645
ERR1913153.1546525__1.1546525	28117__B0MXX3__BHV66_07695
ERR1913153.1546679__1.1546679	47678__R5UBT0__CGC64_12195
ERR1913153.1546708__1.1546708	820__A0A1Q6IDS8__chtA
ERR1913153.1546752__1.1546752	47678__R5U3U1__BACCAC_03593
ERR1913153.1546776__1.1546776	28117__R7JR95__ALIPUT_01367
ERR1913153.1546786__1.1546786	216816__A0A0A6VPB9__B624_1780
ERR1913153.1546827__1.1546827	821__A0A395UNT8__DXD64_15275
ERR1913153.1546804__1.1546804	301302__A0A0M6WU48__M72_10411
ERR1913153.1546856__1.1546856	1261__D3MR67__SAMN05660467_01650
ERR1913153.1546892__1.1546892	100886__E2NRN8__CATMIT_01243
ERR1913153.1546949__1.1546949	46506__S3YBS6__AA415_01011
ERR1913153.1546980__1.1546980	384638__B7AN60__BACPEC_00112
ERR1913153.1547046__1.1547046	28118__F9Z923__B5F93_10455
ERR1913153.1547212__1.1547212	28111__E5WWI4__HMPREF1016_01032
ERR1913153.1547342__1.1547342	820__A0A173YYG4__evgS_3
ERR1913153.1547448__1.1547448	1262886__R6QCM9__BN563_01508
ERR1913153.1547398__1.1547398	40518__R5DV58__htrA
ERR1913153.1547477__1.1547477	328814__GCA_004558275.1_00138
ERR1913153.1547534__1.1547534	40518__R5DTH7__DXD83_02405
ERR1913153.1547622__1.1547622	338188__R6RT73__HMPREF1057_02828
ERR1913153.1547711__1.1547711	28116__A0A1Y4PWN5__M088_3731
ERR1913153.1547763__1.1547763	1680__A0A3E4SB79__BAD_1517
ERR1913153.1547764__1.1547764	821__E5UPR6__SAMN04487923_101768
ERR1913153.1547767__1.1547767	853__A0A173XRA8__CGS56_09290
ERR1913153.1548058__1.1548058	1150298__A0A174K7D2__ERS852498_01147
ERR1913153.1548116__1.1548116	40518__R5DVH6__DXD86_08955
ERR1913153.1548551__1.1548551	39491__A0A395UWA3__DXB69_11805
ERR1913153.1548597__1.1548597	40518__R5DQJ0__DXD93_03790
ERR1913153.1548618__1.1548618	39491__A0A395UWA3__DXB69_11805
ERR1913153.1548631__1.1548631	572010__ydhV
ERR1913153.1548832__1.1548832	40518__R5DVL2__penA
ERR1913153.1548843__1.1548843	357276__B6VT86__IY41_22515
ERR1913153.1549127__1.1549127	301302__A0A0M6WF57__M72_22681
ERR1913153.1549160__1.1549160	823__D7ILK2__ERS852380_00031
ERR1913153.1549208__1.1549208	189722__E0NQU7__HMPREF0658_0548
ERR1913153.1549183__1.1549183	216816__B3DNW2__BL171B_07980
ERR1913153.1549266__1.1549266	216816__B7GQ29__APC1465_1199
ERR1913153.1549247__1.1549247	40518__R5E4V5__RBL263_01242
ERR1913153.1549305__1.1549305	216816__D6DAZ0__DXD28_02040
ERR1913153.1549421__1.1549421	39491__A0A395V0H3__ERS852417_01192
ERR1913153.1549412__1.1549412	39491__R6TNE7__T1815_09811
ERR1913153.1549445__1.1549445	821__A0A396F598__CUU_3259
ERR1913153.1549446__1.1549446	88431__A0A3D0EWY9__ERS852423_01238
ERR1913153.1549587__1.1549587	338188__C9L0Q9__HMPREF1057_02408
ERR1913153.1549773__1.1549773	46503__R6WVN9__HMPREF1078_01964
ERR1913153.1549951__1.1549951	39492__D4JUD7__EUBSIR_01877
ERR1913153.1550062__1.1550062	1150298__R7JXH6__mecR1
ERR1913153.1550188__1.1550188	28111__E5WVI9__BACEGG_03583
ERR1913153.1550247__1.1550247	39491__A0A174K265__DXB76_05915
ERR1913153.1550291__1.1550291	40518__R5E2U9__RBL263_01292
ERR1913153.1550355__1.1550355	384639__GCA_003096855.1_00980
ERR1913153.1550709__1.1550709	169435__A0A1Y4MV86__B5F11_16760
ERR1913153.1550727__1.1550727	214856__I3YMC8__ERS852447_02666
ERR1913153.1550753__1.1550753	1680__A0A1E7Y0K2__DXC59_05185
ERR1913153.1550849__1.1550849	40518__R5DUG7__sbcC
ERR1913153.1550855__1.1550855	1150298__A0A174QRU8__ERS852498_00962
ERR1913153.1550894__1.1550894	820__A0A374Q854__HMPREF1073_03281
ERR1913153.1550926__1.1550926	239935__R6IZT7__CXU18_11710
ERR1913153.1551019__1.1551019	106588__A6NUL8__BACCAP_01900
ERR1913153.1551050__1.1551050	28111__E5WUX3__HMPREF1016_00550
ERR1913153.1551129__1.1551129	487174__K0X3A6__HMPREF9448_02725
ERR1913153.1551131__1.1551131	357276__B6VT86__IY41_22515
ERR1913153.1551166__1.1551166	33043__A0A173WU55__ganB_2
ERR1913153.1551170__1.1551170	86332__A0A223AQR7__AXF17_01640
ERR1913153.1551251__1.1551251	216816__A0A395XZB7__DXD37_04075
ERR1913153.1551192__1.1551192	818__Q8A335__HMPREF2534_01154
ERR1913153.1551374__1.1551374	216816__V6XY04__APK78_02285
ERR1913153.1551445__1.1551445	216816__B7GPE8__I118_0062
ERR1913153.1551522__1.1551522	823__D7IUM6__M091_1082
ERR1913153.1551586__1.1551586	39492__A0A174ZHV5__msbA_2
ERR1913153.1551714__1.1551714	572010__ydhV
ERR1913153.1551860__1.1551860	40518__R5DS23__DXD86_01715
