ERR1913311.69__1.69	410072__A0A3E4GMB7__COPCOM_03357
ERR1913311.1080576__1.1080576	418240__C6JDJ1__ERS852478_02876
ERR1913311.1080612__1.1080612	1262913__R7J494__BN646_00505
ERR1913311.1080639__1.1080639	214856__A0A174AYS4__ERS852447_01192
ERR1913311.1080686__1.1080686	371601__D6CXF7__BN891_50120
ERR1913311.1080694__1.1080694	371601__I9AAD2__B5E50_12410
ERR1913311.1080734__1.1080734	626932__G5H897__HMPREF9450_01157
ERR1913311.1080992__1.1080992	214856__A0A174H3U9__ERS852559_00612
ERR1913311.1081123__1.1081123	47678__R5U2H9__DXB67_10685
ERR1913311.1081093__1.1081093	1262882__R5N678__BN519_01604
ERR1913311.1081315__1.1081315	47678__R5UFW6__ERS852558_01575
ERR1913311.1081467__1.1081467	46228__V8C989__HMPREF1202_01036
ERR1913311.1081498__1.1081498	384638__B7APN3__BACPEC_00639
ERR1913311.1081924__1.1081924	239935__A0A2N8ILG3__CXT93_10135
ERR1913311.1081935__1.1081935	1262882__R5MND9__BN519_00831
ERR1913311.1081966__1.1081966	39492__D4JUP6__ERS852540_01404
ERR1913311.1081970__1.1081970	40518__R5DUG7__sbcC
ERR1913311.1082024__1.1082024	487175__R5E441__HMPREF9439_02785
ERR1913311.1082050__1.1082050	1262882__R5MK82__BN519_00260
ERR1913311.1082113__1.1082113	487175__D9Y3I2__HMPREF9439_00938
ERR1913311.1082115__1.1082115	39492__D4JRM4__tap_5
ERR1913311.1082165__1.1082165	40518__R5E7S2__RBL263_00671
ERR1913311.1082234__1.1082234	371601__A0A174KGU6__CW3_4554
ERR1913311.1082283__1.1082283	166486__D4KYC3__ROSINTL182_05485
ERR1913311.1082388__1.1082388	39491__A0A396FQV7__T1815_10751
ERR1913311.1082372__1.1082372	1262913__R7JCI2__BN646_01688
ERR1913311.1082418__1.1082418	39492__D4JWY0__EUBSIR_01648
ERR1913311.1082481__1.1082481	1261__D3MR67__SAMN05660467_01650
ERR1913311.1082520__1.1082520	1262913__R7J6B7__BN646_00856
ERR1913311.1082613__1.1082613	821__A0A395UNT8__DXD64_15275
ERR1913311.1082618__1.1082618	301301__A0A395VAD5__RHOM_06975
ERR1913311.1082788__1.1082788	1150298__R7JV71__ERS852498_00755
ERR1913311.1082826__1.1082826	47678__A5ZG68__ERS852494_02968
ERR1913311.1082860__1.1082860	46228__V8C4T8__RUMLAC_02058
ERR1913311.1083187__1.1083187	1262882__R5MJJ9__BN519_01035
ERR1913311.1083271__1.1083271	1262882__R5MGS8__BN519_00565
ERR1913311.1083248__1.1083248	39492__D4JWD3__EUBSIR_00151
ERR1913311.1083372__1.1083372	1262882__R5MRT2__BN519_01494
ERR1913311.1083467__1.1083467	39492__D4JX50__EUBSIR_00410
ERR1913311.1083510__1.1083510	357276__A0A076IXE0__HMPREF1064_04364
ERR1913311.1083559__1.1083559	371601__A0A174FWT4__SAMN04487924_11134
ERR1913311.1083607__1.1083607	39491__A0A395V2Y7__DXB72_13970
ERR1913311.1083696__1.1083696	39492__D4JW28__spoVFA
ERR1913311.1083731__1.1083731	328814__GCA_004558275.1_00998
ERR1913311.1083824__1.1083824	328814__GCA_004558275.1_00998
ERR1913311.1083837__1.1083837	1150298__A0A174HHW8__yhbU_1
ERR1913311.1084067__1.1084067	39488__C0ES56__DXD91_10565
ERR1913311.1084186__1.1084186	821__R6F3Y1__SAMN04487923_104318
ERR1913311.1084225__1.1084225	301301__A0A395V7G5__RHOM_16755
ERR1913311.1084349__1.1084349	40518__R5E6K4__RB5AMG_02070
ERR1913311.1084378__1.1084378	1262882__R5MJ49__BN519_01124
ERR1913311.1084459__1.1084459	39492__D4JWD3__EUBSIR_00151
ERR1913311.1084505__1.1084505	1099853__U5CA60__NSB1T_01535
ERR1913311.1084515__1.1084515	239935__A0A2N8I390__CXU16_10675
ERR1913311.1084640__1.1084640	46506__A0A108TAK3__fepA_3
ERR1913311.1084740__1.1084740	214856__R6YC22__ERS852447_01215
ERR1913311.1084791__1.1084791	39492__B0MPL6__EUBSIR_01779
ERR1913311.1084892__1.1084892	1297617__A0A0S2W326__IB211_01371c
ERR1913311.1084944__1.1084944	39492__D4JWY5__rpe
ERR1913311.1084958__1.1084958	1262889__R7HAA8__BN634_00776
ERR1913311.1085044__1.1085044	39492__D4JWG6__EUBSIR_00253
ERR1913311.1085123__1.1085123	39491__A0A174LTW7__DXD13_08720
ERR1913311.1085169__1.1085169	357276__I8WEY2__ABI39_04185
ERR1913311.1085325__1.1085325	39491__A0A396FQV7__T1815_10751
ERR1913311.1085489__1.1085489	357276__A0A0M1W4C0__DXD47_07095
ERR1913311.1085568__1.1085568	39492__D4MIX3__ERS852540_01230
ERR1913311.1085573__1.1085573	39492__D4JWL2__ERS852540_01201
ERR1913311.1085651__1.1085651	1262882__R5N211__BN519_01033
ERR1913311.1085808__1.1085808	1262882__R5MLA4__BN519_01536
ERR1913311.1085874__1.1085874	39492__D4JRR5__ERS852540_02089
ERR1913311.1086001__1.1086001	1262882__R5N349__BN519_01037
ERR1913311.1086110__1.1086110	39492__D4JWJ4__EUBSIR_01090
ERR1913311.1086215__1.1086215	371601__F7M0X2__BN890_46510
ERR1913311.1086279__1.1086279	371601__I9UPT6__B5E50_12390
ERR1913311.1086536__1.1086536	239935__R6J4Y4__CXU17_09810
ERR1913311.1086762__1.1086762	39485__C4Z6B7__EUBELI_20364
ERR1913311.1086950__1.1086950	1262882__R5MFR3__BN519_00473
ERR1913311.1087180__1.1087180	46228__V8CG89__RUMLAC_00663
ERR1913311.1087327__1.1087327	1262882__R5MF51__BN519_00287
ERR1913311.1087446__1.1087446	39492__D4JS46__EUBSIR_02553
ERR1913311.1087465__1.1087465	39491__A0A395V0H3__ERS852417_01192
ERR1913311.1087539__1.1087539	301302__R5UUM8__ganB_1
ERR1913311.1087563__1.1087563	1099853__U5CGW4__NSB1T_07185
ERR1913311.1087571__1.1087571	487175__R5E9M5__HMPREF9439_01864
ERR1913311.1087740__1.1087740	1262882__R5N5H2__BN519_01493
ERR1913311.1087750__1.1087750	46228__V8C6J2__DXD17_03715
ERR1913311.1087964__1.1087964	1262924__R7HQD4__BN585_02072
ERR1913311.1088370__1.1088370	1262924__R7HP98__BN585_02065
ERR1913311.1088410__1.1088410	853__D4JY61__C4N21_10560
ERR1913311.1088507__1.1088507	39492__D4JU30__EUBSIR_00838
ERR1913311.1088683__1.1088683	446660__GCA_003428235.1_02156
ERR1913311.1088778__1.1088778	1262743__R5C054__BN727_01980
ERR1913311.1088793__1.1088793	39492__B0MNQ2__EUBSIR_01459
ERR1913311.1088873__1.1088873	1262924__R7HUJ5__BN585_00830
ERR1913311.1088894__1.1088894	28116__A0A1Y4PHM7__DXA80_25130
ERR1913311.1088938__1.1088938	357276__C3RA36__HMPREF1065_03270
ERR1913311.1088911__1.1088911	246787__A0A3D6AVT6__BACCELL_02130
ERR1913311.1088955__1.1088955	39492__D4JUJ6__ssuB_2
ERR1913311.1088987__1.1088987	820__R9I324__HMPREF2141_02414
ERR1913311.1089042__1.1089042	39492__D4JS88__ERS852540_00578
ERR1913311.1089254__1.1089254	626933__H1DGX0__HMPREF9449_01506
ERR1913311.1089395__1.1089395	214856__R6Z186__ERS852447_00718
ERR1913311.1089619__1.1089619	821__A0A3E4HP25__SAMN04487923_102450
ERR1913311.1089802__1.1089802	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913311.1089823__1.1089823	46228__V8CE24__thiD
ERR1913311.1089887__1.1089887	214856__R6Z186__ERS852447_00718
ERR1913311.1090002__1.1090002	39492__D4JRV7__EUBSIR_01513
ERR1913311.1090246__1.1090246	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913311.1090347__1.1090347	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913311.1090402__1.1090402	39491__D6E2U1__EUBREC_3278
ERR1913311.1090406__1.1090406	1262924__R7HQB7__BN585_02057
ERR1913311.1090581__1.1090581	1262924__R7HP98__BN585_02065
ERR1913311.1090619__1.1090619	1550024__G9RX78__TQ39_04855
ERR1913311.1090719__1.1090719	1262924__R7HQD9__BN585_00129
ERR1913311.1090730__1.1090730	40518__R5DLU0__fmt
ERR1913311.1090745__1.1090745	39492__D4JRR5__ERS852540_02089
ERR1913311.1090871__1.1090871	1262992__R5CZ75__BN795_01422
ERR1913311.1090964__1.1090964	39491__A0A396FRK0__ERS852417_00541
ERR1913311.1091120__1.1091120	1262911__R6GZW9__BN557_00833
ERR1913311.1091175__1.1091175	39492__D4JV38__EUBSIR_01205
ERR1913311.1091243__1.1091243	418240__A0A173XS00__ERS852523_04383
ERR1913311.1091217__1.1091217	1550024__G9RWE3__TQ39_04170
ERR1913311.1091292__1.1091292	626932__G5H4Z7__HMPREF9450_00007
ERR1913311.1091339__1.1091339	39492__D4MIK7__EUBSIR_00676
ERR1913311.1091406__1.1091406	820__A0A374MMF0__HMPREF1073_03811
ERR1913311.1091409__1.1091409	1262882__R5MJJ9__BN519_01035
ERR1913311.1091455__1.1091455	40518__R5E2R8__nnr_2
ERR1913311.1091477__1.1091477	39491__A0A396FKG5__DXB76_07455
ERR1913311.1091644__1.1091644	821__C6Z087__DXB90_00750
ERR1913311.1091768__1.1091768	371601__D0TRG1__HMPREF1074_04676
ERR1913311.1091741__1.1091741	1262882__R5N211__BN519_01033
ERR1913311.1091942__1.1091942	1262882__R5MEW7__BN519_00010
ERR1913311.1091975__1.1091975	1263005__R6FM26__BN497_00689
ERR1913311.1092011__1.1092011	1262992__R5DE38__BN795_00174
ERR1913311.1092093__1.1092093	1262882__A0A356PSJ4__BN519_01180
ERR1913311.1092187__1.1092187	40518__R5DQD6__DXD83_09060
ERR1913311.1092189__1.1092189	46228__V8CAX0__DXD17_07315
ERR1913311.1092155__1.1092155	39492__R6RT40__prkC_3
ERR1913311.1092382__1.1092382	1262882__R5MZQ5__BN519_00648
ERR1913311.1092373__1.1092373	371601__I9AGU6__CW1_2721
ERR1913311.1092581__1.1092581	47678__R5UT79__ERS852558_03890
ERR1913311.1092652__1.1092652	1262924__R7HQD9__BN585_00129
ERR1913311.1092709__1.1092709	39491__A0A396FRE7__EUR_27520
ERR1913311.1092822__1.1092822	371601__A0A174FWT4__SAMN04487924_11134
ERR1913311.1092827__1.1092827	78257__A0A087CUE0__BSAE_1156
ERR1913311.1092908__1.1092908	28116__A0A3D2LPA1__CUY_3388
ERR1913311.1092880__1.1092880	40518__R5E426__DXD93_04485
ERR1913311.1093025__1.1093025	214856__R6Y7P0__ERS852447_00307
ERR1913311.1093058__1.1093058	28116__A0A1Y4Q112__evgS_13
ERR1913311.1093086__1.1093086	1262882__R5MEM1__BN519_00313
ERR1913311.1093335__1.1093335	1262980__R5BZ40__BN814_00028
ERR1913311.1093345__1.1093345	1796613__A0A1V0QDJ8__A4V03_07020
ERR1913311.1093352__1.1093352	1262924__R7HRJ9__BN585_00557
ERR1913311.1093465__1.1093465	214856__A0A174EJT5__mnmA
ERR1913311.1093568__1.1093568	40518__R5DVL2__penA
ERR1913311.1093612__1.1093612	1263005__R6EN45__BN497_01437
ERR1913311.1093802__1.1093802	46503__K5ZBF7__DD461_15285
ERR1913311.1093850__1.1093850	487175__D9Y409__HMPREF9439_02197
ERR1913311.1093945__1.1093945	39492__D4JRV5__acrR_2
ERR1913311.1093963__1.1093963	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913311.1093938__1.1093938	1262924__R7HNN4__BN585_01505
ERR1913311.1093970__1.1093970	292800__G9YN05__B5F52_04875
ERR1913311.1094296__1.1094296	106588__A6NPX7__BACCAP_00246
ERR1913311.1094250__1.1094250	40518__R5E1X3__clcA
ERR1913311.1094380__1.1094380	29361__B6FLM7__CLONEX_01049
ERR1913311.1094397__1.1094397	301302__A0A173UN64__manA_2
ERR1913311.1094472__1.1094472	39491__D6DXZ8__DXB72_15035
ERR1913311.1094405__1.1094405	1262824__R6RQ68__BN719_02310
ERR1913311.1094629__1.1094629	39491__A0A395V0H6__ERS852580_02570
ERR1913311.1094632__1.1094632	39491__A0A2U2EK03__ERE_28780
ERR1913311.1094660__1.1094660	1262913__R7JGU2__BN646_02213
ERR1913311.1094730__1.1094730	39492__D4JT87__clpC
ERR1913311.1094840__1.1094840	39491__A0A2U2EED4__ERS852580_01584
ERR1913311.1094923__1.1094923	216816__Q8G585__APC1473_0508
ERR1913311.1094890__1.1094890	39492__D4JUD9__EUBSIR_01875
ERR1913311.1095055__1.1095055	40520__R7D341__RUMOBE_03081
ERR1913311.1095156__1.1095156	204516__U6RGV4__HMPREF1534_01764
ERR1913311.1095264__1.1095264	1262882__R5MEI8__BN519_00283
ERR1913311.1095331__1.1095331	40518__R5DP61__DXD86_06345
ERR1913311.1095347__1.1095347	853__A0A174C5M1__CGS58_04460
ERR1913311.1095357__1.1095357	46228__B5CQI6__RUMLAC_01732
ERR1913311.1095301__1.1095301	1150298__A0A174LLX0__dhaD
ERR1913311.1095380__1.1095380	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913311.1095468__1.1095468	218538__C9LQW2__GCWU000321_01944
ERR1913311.1095482__1.1095482	39492__D4JV86__spoIIE
ERR1913311.1095485__1.1095485	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913311.1095581__1.1095581	246787__I8V2S2__BACCELL_02524
ERR1913311.1095923__1.1095923	1262882__R5N0F4__BN519_00593
ERR1913311.1095885__1.1095885	61171__B9Y5T9__HOLDEFILI_01171
ERR1913311.1096002__1.1096002	1262913__R7JMR4__BN646_02591
ERR1913311.1096187__1.1096187	46228__B5CPY3__DXD17_03535
ERR1913311.1096230__1.1096230	371601__A0A174FWT4__SAMN04487924_11134
ERR1913311.1096270__1.1096270	246787__A0A0P0GNX3__BACCELL_00807
ERR1913311.1096297__1.1096297	360807__A0A1Q6SXK5__RIL183_06541
ERR1913311.1096450__1.1096450	1262924__R7HM72__BN585_01169
ERR1913311.1096539__1.1096539	39492__D4JRM4__tap_5
ERR1913311.1096775__1.1096775	1262882__R5MIC9__BN519_00834
ERR1913311.1096833__1.1096833	246787__R6LGA6__tmoS_11
ERR1913311.1096845__1.1096845	28116__I8YA52__M088_0798
ERR1913311.1096897__1.1096897	214856__A0A174ZLW6__ERS852559_01424
ERR1913311.1096954__1.1096954	1262992__R5DBP5__BN795_00200
ERR1913311.1097014__1.1097014	46228__B5CP96__RUMLAC_01287
ERR1913311.1097136__1.1097136	40518__R5DXH2__DXD83_10135
ERR1913311.1097200__1.1097200	239935__A0A2N8ITW6__CXT91_06265
ERR1913311.1097316__1.1097316	28116__C3QSX8__SAMN05444282_101331
ERR1913311.1097331__1.1097331	357276__A0A076II57__GV66_07710
ERR1913311.1097451__1.1097451	28116__A0A1G6G396__DXD69_22115
ERR1913311.1097469__1.1097469	88431__A0A173XSN2__ERS852526_00723
ERR1913311.1097622__1.1097622	39492__R6SPM9__pheT
ERR1913311.1097768__1.1097768	322505__group_105
ERR1913311.1097792__1.1097792	39492__D4JRL2__ERS852540_01608
ERR1913311.1097992__1.1097992	40518__R5DX17__DXD86_01230
ERR1913311.1097977__1.1097977	328814__GCA_004558275.1_00995
ERR1913311.1098083__1.1098083	1262913__R7JIT0__BN646_02465
ERR1913311.1098135__1.1098135	39492__D4JVT0__EUBSIR_00059
ERR1913311.1098153__1.1098153	1862668__GCA_001945525.1_00026
ERR1913311.1098175__1.1098175	357276__I8WBQ9__HMPREF1065_03212
ERR1913311.1098238__1.1098238	39492__D4MIK7__EUBSIR_00676
ERR1913311.1098250__1.1098250	166486__D4L456__rpfG_10
ERR1913311.1098263__1.1098263	1735__B7CD84__EUBIFOR_02163
ERR1913311.1098328__1.1098328	1262889__R7HCI3__BN634_01560
ERR1913311.1098332__1.1098332	40518__R5DR39__mreB_2
ERR1913311.1098296__1.1098296	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913311.1098311__1.1098311	39492__D4MMN2__EUBSIR_00964
ERR1913311.1098344__1.1098344	39488__A0A285PP79__murD
ERR1913311.1098345__1.1098345	214856__A0A174ZLX0__ERS852559_00738
ERR1913311.1098651__1.1098651	40518__R5DRX3__RBL236_02039
ERR1913311.1098711__1.1098711	360807__A0A0M6X184__ERS852392_03203
ERR1913311.1098766__1.1098766	239935__B2URG6__CXU02_00030
ERR1913311.1098931__1.1098931	28118__F9ZCN1__B5F99_10605
ERR1913311.1099048__1.1099048	1262882__R5N3H1__BN519_01121
ERR1913311.1099054__1.1099054	40520__A0A174IJ62__DXC87_06795
ERR1913311.1099151__1.1099151	1262919__R5P4V3__BN465_00499
ERR1913311.1099233__1.1099233	88431__A6BGH9__ERS852408_02691
ERR1913311.1099289__1.1099289	39492__D4JR20__trmD
ERR1913311.1099357__1.1099357	39492__D4JT67__EUBSIR_01784
ERR1913311.1099428__1.1099428	246787__E2NH87__BcellWH2_04496
ERR1913311.1099438__1.1099438	46228__V8BYC1__RUMLAC_00426
ERR1913311.1099672__1.1099672	1297617__A0A0S2W8Q3__BIV19_11155
ERR1913311.1099733__1.1099733	78257__A0A087CUE0__BSAE_1156
ERR1913311.1099748__1.1099748	239935__A0A139TMG9__CXU07_10650
ERR1913311.1099803__1.1099803	487174__K0WRI1__DIT83_06780
ERR1913311.1099820__1.1099820	1150298__A0A174LYE0__ERS852535_00529
ERR1913311.1099999__1.1099999	40518__R5E4E8__phoR_4
ERR1913311.1100003__1.1100003	446660__GCA_003428235.1_02156
ERR1913311.1100098__1.1100098	40518__R5DS23__DXD86_01715
ERR1913311.1100075__1.1100075	1262913__R7J952__BN646_00831
ERR1913311.1100131__1.1100131	649756__A0A174Q8Z0__mtlD_4
ERR1913311.1100342__1.1100342	39492__B0MN61__epsF_2
ERR1913311.1100414__1.1100414	1262913__R7J7E0__BN646_00943
ERR1913311.1100479__1.1100479	371601__D0TRG1__HMPREF1074_04676
ERR1913311.1100504__1.1100504	1150298__A0A174DQT6__ERS852498_00506
ERR1913311.1100522__1.1100522	166486__D4KWW1__ERS852572_01795
ERR1913311.1100583__1.1100583	649756__D4MXY4__CL2_04010
ERR1913311.1100639__1.1100639	39492__D4JUR4__ERS852540_01427
ERR1913311.1100885__1.1100885	39491__A0A395ZGE4__ERS852497_01269
ERR1913311.1100984__1.1100984	357276__B6W1Y5__IY41_11405
ERR1913311.1101064__1.1101064	853__A0A2A7B9I6__DW855_13690
ERR1913311.1101050__1.1101050	46228__V8CB83__RUMLAC_02479
ERR1913311.1101091__1.1101091	1262882__R5MLP5__BN519_01602
ERR1913311.1101157__1.1101157	649756__D4MUP2__atpH_2
ERR1913311.1101222__1.1101222	39492__D4MM10__EUBSIR_01460
ERR1913311.1101427__1.1101427	649756__D4MX84__ERS852520_02352
ERR1913311.1101567__1.1101567	246787__A0A0P0GR24__BcellWH2_03263
ERR1913311.1101600__1.1101600	301301__A0A395V407__ERS852391_02230
ERR1913311.1101869__1.1101869	46228__B5CP97__RUMLAC_01288
ERR1913311.1101895__1.1101895	39491__A0A395UZZ5__htpG_1
ERR1913311.1102037__1.1102037	1262924__R7HPL8__BN585_01826
ERR1913311.1102054__1.1102054	39492__D4JR31__EUBSIR_00106
ERR1913311.1102096__1.1102096	820__A0A173XIP7__B5G17_16050
ERR1913311.1102118__1.1102118	1150298__A0A174I056__ERS852535_01387
ERR1913311.1102258__1.1102258	1262992__R5CYF8__BN795_01273
ERR1913311.1102243__1.1102243	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913311.1102503__1.1102503	216816__E8MW20__DD674_07905
ERR1913311.1102593__1.1102593	1262913__R7JB85__BN646_01473
ERR1913311.1102812__1.1102812	40518__R5E6Y7__DXD83_08230
ERR1913311.1102855__1.1102855	39492__D4JU31__ERS852540_00198
ERR1913311.1103035__1.1103035	853__A8S882__C4N23_07600
ERR1913311.1103283__1.1103283	39492__D4JVG7__ERS852540_00946
ERR1913311.1103314__1.1103314	384639__GCA_003096855.1_00996
ERR1913311.1103319__1.1103319	1262924__R7HR75__BN585_00689
ERR1913311.1103385__1.1103385	1262882__R5MIC9__BN519_00834
ERR1913311.1103455__1.1103455	39492__D4JU81__xseA
ERR1913311.1103594__1.1103594	371601__I9UUB0__SAMN04487924_11836
ERR1913311.1103620__1.1103620	1262882__R5N5S3__BN519_00085
ERR1913311.1103729__1.1103729	1262882__R5MJ49__BN519_01124
ERR1913311.1103782__1.1103782	1262882__R5N1M9__BN519_00768
ERR1913311.1103767__1.1103767	39491__A0A173U130__ERE_16110
ERR1913311.1103805__1.1103805	1262913__R7JF81__BN646_01937
ERR1913311.1103866__1.1103866	39492__D4JWA3__ERS852540_01332
ERR1913311.1103904__1.1103904	1262882__R5MM25__BN519_00600
ERR1913311.1103917__1.1103917	39491__A0A395UUN5__EUBREC_0291
ERR1913311.1103954__1.1103954	418240__A0A174L567__ERS852478_01510
ERR1913311.1104021__1.1104021	1262924__R7HLK0__BN585_01496
ERR1913311.1104191__1.1104191	239935__R7E524__CXT91_06180
ERR1913311.1104438__1.1104438	39491__A0A396FF66__DXD95_01810
ERR1913311.1104598__1.1104598	418240__A0A174AX68__ERS852478_00844
ERR1913311.1104601__1.1104601	39492__D4MIK7__EUBSIR_00676
ERR1913311.1104655__1.1104655	214856__A0A174FWM7__ERS852559_00590
ERR1913311.1104727__1.1104727	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913311.1104796__1.1104796	1262882__R5MSX6__BN519_01697
ERR1913311.1104848__1.1104848	410072__A0A174K1D5__hscC
ERR1913311.1105100__1.1105100	1262882__R5MIW5__BN519_00945
ERR1913311.1105184__1.1105184	301301__A0A395VAR4__yieL
ERR1913311.1105403__1.1105403	35833__E5Y517__HMPREF0179_01280
ERR1913311.1105424__1.1105424	39492__D4JTW6__ERS852540_00220
ERR1913311.1105440__1.1105440	1262989__R6YBG9__BN815_02413
ERR1913311.1105527__1.1105527	301301__G2SZ82__RHOM_00970
ERR1913311.1105586__1.1105586	40518__R5DVV1__RBATCC27255_00999
ERR1913311.1105727__1.1105727	1262924__R7HMN2__BN585_01573
ERR1913311.1105865__1.1105865	39492__D4JWG3__EUBSIR_00308
ERR1913311.1105903__1.1105903	823__A6LBY1__ERS852380_00510
ERR1913311.1105936__1.1105936	820__A0A396CMY7__HMPREF1072_03009
ERR1913311.1106017__1.1106017	649756__A0A173SZT9__ptsG_1
ERR1913311.1106033__1.1106033	166486__D4KY48__gmr_5
ERR1913311.1106133__1.1106133	40518__R5DY98__mepA_5
ERR1913311.1106095__1.1106095	39492__D4JTW7__EUBSIR_00859
ERR1913311.1106096__1.1106096	1262911__R6GSH8__BN557_00939
ERR1913311.1106316__1.1106316	39492__A0A174ZP27__EUBSIR_00033
ERR1913311.1106319__1.1106319	166486__A0A173VSA0__ROSINTL182_06124
ERR1913311.1106519__1.1106519	39492__D4JUD7__EUBSIR_01877
ERR1913311.1106501__1.1106501	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913311.1106667__1.1106667	28116__F7L4X5__M089_2857
ERR1913311.1106743__1.1106743	649756__D4N1B6__HMPREF0369_02032
ERR1913311.1106777__1.1106777	410072__A0A174QHJ5__COPCOM_03116
ERR1913311.1106753__1.1106753	820__A0A3E4WA06__ERS852554_03404
ERR1913311.1106762__1.1106762	1262992__R5D4Q0__BN795_01630
ERR1913311.1106975__1.1106975	1262882__R5MLA4__BN519_01536
ERR1913311.1107008__1.1107008	1099853__G9S433__NSB1T_07535
ERR1913311.1107053__1.1107053	820__A0A174CK74__DXB48_07060
ERR1913311.1107118__1.1107118	29361__B6FRT6__CLONEX_02860
ERR1913311.1107196__1.1107196	246787__R6LGA6__tmoS_11
ERR1913311.1107349__1.1107349	1262889__R7HCR1__BN634_01576
ERR1913311.1107358__1.1107358	46228__V8C6B2__DXD17_09805
ERR1913311.1107415__1.1107415	39492__R6SA81__EUBSIR_00402
ERR1913311.1107425__1.1107425	487174__K0WV13__DIT83_10890
ERR1913311.1107472__1.1107472	39492__D4JWB3__EUBSIR_00040
ERR1913311.1107543__1.1107543	1150298__R7JTY5__ERS852406_02079
ERR1913311.1107583__1.1107583	1262924__R7HQB7__BN585_02057
ERR1913311.1107667__1.1107667	328814__GCA_004558275.1_00236
ERR1913311.1107767__1.1107767	357276__A0A076IN30__DXD47_09350
ERR1913311.1107842__1.1107842	166486__D4KXA3__ROSINTL182_05894
ERR1913311.1107958__1.1107958	46228__B5CPT8__RUMLAC_01482
ERR1913311.1108114__1.1108114	28116__E5C3L0__B5F02_21065
ERR1913311.1108187__1.1108187	239935__A0A2N8ILG3__CXT93_10135
ERR1913311.1108195__1.1108195	1262924__R7HNA9__BN585_00137
ERR1913311.1108499__1.1108499	166486__D4L456__rpfG_10
ERR1913311.1108609__1.1108609	39492__D4MMZ8__ERS852540_01407
ERR1913311.1108643__1.1108643	46503__R6Y0Q3__DCY29_15880
ERR1913311.1108647__1.1108647	39492__D4JU57__EUBSIR_00802
ERR1913311.1108750__1.1108750	39492__A0A174ZHV5__msbA_2
ERR1913311.1108918__1.1108918	39492__R6SA81__EUBSIR_00402
ERR1913311.1108951__1.1108951	1262913__R7JGU5__BN646_02158
ERR1913311.1108954__1.1108954	40518__R5DR72__RBL236_02110
ERR1913311.1109001__1.1109001	214856__A0A174A1J3__ERS852447_01000
ERR1913311.1109090__1.1109090	1262913__R7JGU2__BN646_02213
ERR1913311.1109095__1.1109095	1965631__A0A1Y4AC02__B5F90_09970
ERR1913311.1109128__1.1109128	39492__D4JWG3__EUBSIR_00308
ERR1913311.1109366__1.1109366	1262882__R5MGS8__BN519_00565
ERR1913311.1109491__1.1109491	40518__R5DMC7__blaR1
ERR1913311.1109473__1.1109473	487175__R5E1Y3__HMPREF9439_02586
ERR1913311.1109584__1.1109584	301301__A0A174EZ95__graS_1
ERR1913311.1109616__1.1109616	1262882__R5N1T9__BN519_00804
ERR1913311.1109671__1.1109671	1262882__R5MIQ8__BN519_01036
ERR1913311.1109893__1.1109893	1262913__R7JGD1__BN646_02188
ERR1913311.1109949__1.1109949	301301__A0A395V4S5__RHOM_15770
ERR1913311.1110005__1.1110005	246787__A0A0P0FTH5__HMPREF1062_06328
ERR1913311.1110015__1.1110015	39492__D4JTU4__ykfG
ERR1913311.1110116__1.1110116	371601__C3QME2__CW1_3650
ERR1913311.1110185__1.1110185	1263000__R5EXT3__BN466_02213
ERR1913311.1110232__1.1110232	1262882__R5MIQ8__BN519_01036
ERR1913311.1110276__1.1110276	40518__R5E2X9__RBATCC27255_01546
