ERR1913317.44__1.44	28116__A0A3E5HUC8__DHW41_21025
ERR1913317.697950__1.697950	40518__R5E1J2__DXD93_04070
ERR1913317.698085__1.698085	39488__C0EWC5__EHLA_2843
ERR1913317.698139__1.698139	1759399__U5PE66__ATM98_07550
ERR1913317.698192__1.698192	40518__R5DS17__RBATCC27255_00416
ERR1913317.698207__1.698207	310298__B3JII2__BACCOP_01694
ERR1913317.698244__1.698244	820__A7V8C2__ERS852554_01338
ERR1913317.698270__1.698270	556259__E5C6L5__BSGG_0298
ERR1913317.698290__1.698290	556259__I0PXW0__BSGG_5187
ERR1913317.698295__1.698295	1680__A0A1E7XZY9__DXC60_05815
ERR1913317.698424__1.698424	28117__B0MWC6__BHV66_00965
ERR1913317.698437__1.698437	28116__D6D0T8__DXA80_14760
ERR1913317.698572__1.698572	28118__F9Z856__macA_2
ERR1913317.698652__1.698652	821__A0A174NSU0__BVU_3144
ERR1913317.698675__1.698675	626929__F3PE25__B5F97_01770
ERR1913317.698895__1.698895	28116__E5C458__BACOV975_02730
ERR1913317.698969__1.698969	820__A0A174F0C1__nreB
ERR1913317.698931__1.698931	39496__A5Z8N9__EUBVEN_02081
ERR1913317.698979__1.698979	28117__R7JLL3__ALIPUT_02219
ERR1913317.698985__1.698985	1550024__A0A3B9WI04__ASJ35_06105
ERR1913317.699071__1.699071	40518__R5E1X3__clcA
ERR1913317.699100__1.699100	1776081__A0A1B8WT22__A0U42_02640
ERR1913317.699160__1.699160	28116__A0A1Y4PWN5__M088_3731
ERR1913317.699205__1.699205	28116__A7LSB9__DXF98_11950
ERR1913317.699231__1.699231	820__A0A174QLF0__SAMN05444418_109151
ERR1913317.699271__1.699271	820__A0A173YYG4__evgS_3
ERR1913317.699438__1.699438	823__A6LGI3__DXB14_09215
ERR1913317.699450__1.699450	246787__A0A3D6AWM8__BACCELL_01963
ERR1913317.699649__1.699649	1150298__A0A174EM68__ERS852406_01867
ERR1913317.699713__1.699713	1150298__R7JT48__gsiA_6
ERR1913317.699770__1.699770	40518__R5DW64__RBL236_01394
ERR1913317.699963__1.699963	187327__G4Q785__oadA
ERR1913317.700004__1.700004	556259__E5C6L5__BSGG_0298
ERR1913317.700068__1.700068	818__C6IJ09__SAMN05216253_102150
ERR1913317.700357__1.700357	239935__A0A2N8I3Z7__CXU05_10555
ERR1913317.700392__1.700392	39488__C0EVS1__ERS852450_02297
ERR1913317.700413__1.700413	820__A0A174CK74__DXB48_07060
ERR1913317.700478__1.700478	626929__F3PIN4__SAMN05444376_2010
ERR1913317.700488__1.700488	1262869__R7CQQ9__BN625_01590
ERR1913317.700532__1.700532	28116__R6JIR4__DXA80_14190
ERR1913317.700584__1.700584	187327__G4Q628__ACDG_01178
ERR1913317.700600__1.700600	40518__R5E4X1__DXD93_05270
ERR1913317.700616__1.700616	820__A7VAR9__ERS852421_00197
ERR1913317.700620__1.700620	46506__A0A3E4USX2__BACSTE_03107
ERR1913317.700631__1.700631	216816__D6DC91__DXC72_07710
ERR1913317.700765__1.700765	818__A0A174RX04__BJP75_008800
ERR1913317.700791__1.700791	820__A0A174P0L5__glcK_3
ERR1913317.700825__1.700825	821__A0A3E4XY72__NCTC10583_01067
ERR1913317.701107__1.701107	187327__G4Q2R6__Acin_2204
ERR1913317.701231__1.701231	28116__D4WLZ3__C5Z02_24105
ERR1913317.701280__1.701280	649756__D4MXW9__ERS852520_02286
ERR1913317.701352__1.701352	40518__R5E6Y7__DXD83_08230
ERR1913317.701479__1.701479	40518__R5E1X3__clcA
ERR1913317.701590__1.701590	821__E5UY21__C800_02204
ERR1913317.701651__1.701651	169435__B0PFS4__B5F55_05325
ERR1913317.701669__1.701669	47678__R5USS6__C5Z00_03300
ERR1913317.701670__1.701670	820__A0A174GYA8__DXB64_07370
ERR1913317.701681__1.701681	487174__K0WZ94__HMPREF9448_00984
ERR1913317.701791__1.701791	2173__A0A1D2WRC1__Msm_0093
ERR1913317.701940__1.701940	820__A0A3E4W6P0__gmhA
ERR1913317.701961__1.701961	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913317.701976__1.701976	216816__E8MH24__APS65_02760
ERR1913317.702192__1.702192	1150298__A0A174KMK7__rluD_3
ERR1913317.702204__1.702204	246787__R6KBH9__HMPREF1062_04676
ERR1913317.702272__1.702272	39491__A0A396FVC0__ERE_15900
ERR1913317.702316__1.702316	187327__G4Q3B5__arcB
ERR1913317.702389__1.702389	74426__purL
ERR1913317.702691__1.702691	40518__R5E7S2__RBL263_00671
ERR1913317.702648__1.702648	572010__aspS
ERR1913317.702791__1.702791	820__A0A396EWL3__ERS417307_03868
ERR1913317.702869__1.702869	239935__A0A2N8HHY4__DEF40_10850
ERR1913317.702937__1.702937	28052__R7NF63__ERS852499_01792
ERR1913317.702994__1.702994	187327__G4Q5I1__Acin_0855
ERR1913317.702988__1.702988	823__A6LEF3__ERS852560_01356
ERR1913317.703163__1.703163	820__A0A3E4W980__M093_3873
ERR1913317.703294__1.703294	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913317.703257__1.703257	1896974__A0A1Q6H2Z3__BHV77_11085
ERR1913317.703326__1.703326	821__A0A174WBC9__ERS852556_03145
ERR1913317.703491__1.703491	821__A0A174JYD3__ERS852457_02610
ERR1913317.703531__1.703531	187327__G4Q2R6__Acin_2204
ERR1913317.703591__1.703591	820__A0A174CG08__DXB62_13215
ERR1913317.703549__1.703549	40518__R5DZM6__lytR_3
ERR1913317.703558__1.703558	28116__A0A1Y4Q114__DXF98_00470
ERR1913317.703717__1.703717	40518__R5E4X1__DXD93_05270
ERR1913317.703805__1.703805	187327__G4Q5R8__Acin_2165
ERR1913317.703929__1.703929	40520__R7DCR4__DXB81_00490
ERR1913317.703995__1.703995	187327__G4Q2J8__Acin_1432
ERR1913317.703947__1.703947	820__A0A3E4RU03__M093_0563
ERR1913317.704011__1.704011	820__A0A174F696__macB_13
ERR1913317.704025__1.704025	820__A0A1Q6IDS8__chtA
ERR1913317.704027__1.704027	33038__A0A2N5NRJ3__CDL20_13245
ERR1913317.704153__1.704153	820__A0A174VD39__DXD90_12235
ERR1913317.704359__1.704359	40518__R5E6K5__speA
ERR1913317.704412__1.704412	187327__G4Q5A9__Acin_2086
ERR1913317.704385__1.704385	246787__A0A108T429__BACCELL_00192
ERR1913317.704522__1.704522	820__A0A139KG60__M094_2679
ERR1913317.704538__1.704538	328813__A0A1Y3QUP2__B5G41_06690
ERR1913317.704641__1.704641	28116__C3R0H4__DXD69_00155
ERR1913317.704689__1.704689	187327__G4Q4K5__ACDG_01054
ERR1913317.704671__1.704671	214856__I3YMB7__Alfi_1811
ERR1913317.704873__1.704873	47678__R5UU99__C5Z00_11925
ERR1913317.704901__1.704901	823__A0A395YSW8__CF162_05645
ERR1913317.704954__1.704954	820__A0A3E4RU03__M093_0563
ERR1913317.704991__1.704991	40518__R5DWP7__ansA
ERR1913317.705021__1.705021	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913317.705049__1.705049	39491__A0A396FP46__cobD_2
ERR1913317.705031__1.705031	820__R9HUV5__HMPREF2141_02582
ERR1913317.705069__1.705069	817__A0A149NCG3__M134_4715
ERR1913317.705079__1.705079	556259__I0PXY6__BSGG_5174
ERR1913317.705243__1.705243	1550024__G9RVD5__ASJ35_04350
ERR1913317.705365__1.705365	47678__R5UPZ8__ERS852494_01752
ERR1913317.705509__1.705509	39491__A0A173VH71__ERS852497_01827
ERR1913317.705676__1.705676	40520__R7DB69__lgt_1
ERR1913317.705687__1.705687	40518__R5DT16__ysdC_2
ERR1913317.705688__1.705688	820__A0A139K4W1__M093_0353
ERR1913317.705694__1.705694	40518__R5DT16__ysdC_2
ERR1913317.705816__1.705816	40518__R5DVU7__RBL236_00839
ERR1913317.706048__1.706048	820__A0A3E4FWC8__DXC91_14635
ERR1913317.706016__1.706016	820__A0A3E4G2R7__DXC07_00510
ERR1913317.706072__1.706072	820__A0A3E4W4W5__ERS852554_02179
ERR1913317.706148__1.706148	1896974__A0A1Q6H2Z3__BHV77_11085
ERR1913317.706205__1.706205	820__A7VAR9__ERS852421_00197
ERR1913317.706341__1.706341	820__A0A139K426__B5G17_09115
ERR1913317.706479__1.706479	820__A0A3E4RU03__M093_0563
ERR1913317.706642__1.706642	820__A7UYX8__DXD40_11635
ERR1913317.706657__1.706657	820__A7VAS1__HMPREF2141_03259
ERR1913317.706778__1.706778	394340__group_3414
ERR1913317.706856__1.706856	40518__R5DP61__DXD86_06345
ERR1913317.706862__1.706862	820__A0A174F696__macB_13
ERR1913317.706929__1.706929	88431__A0A174A952__ugpA_1
ERR1913317.706931__1.706931	823__A0A355XLS2__ERS852380_02644
ERR1913317.706950__1.706950	649756__D4MV03__ERS852425_01248
ERR1913317.706988__1.706988	39488__A0A374NX32__DXD91_00470
ERR1913317.707030__1.707030	357276__A0A0M1W657__HMPREF1064_04629
ERR1913317.707116__1.707116	823__A6LGI3__DXB14_09215
ERR1913317.707141__1.707141	1150298__A0A174M3Q0__kynB
ERR1913317.707195__1.707195	40518__R5DMZ0__DXD83_05610
ERR1913317.707152__1.707152	28117__B0MTW8__ALIPUT_00502
ERR1913317.707281__1.707281	823__A0A355XLS2__ERS852380_02644
ERR1913317.707359__1.707359	40518__R5DY98__mepA_5
ERR1913317.707515__1.707515	820__A0A173XIP7__B5G17_16050
ERR1913317.707549__1.707549	39491__A0A395ZE48__DXB76_02395
ERR1913317.707570__1.707570	39488__C0ERK9__cbiK
ERR1913317.707592__1.707592	823__A0A174EFT7__luxQ_5
ERR1913317.707662__1.707662	823__A0A355XKQ8__DHP27_04010
ERR1913317.707691__1.707691	820__A0A3E4G826__C801_01612
ERR1913317.707754__1.707754	626929__R6MB88__B5F97_05310
ERR1913317.707801__1.707801	820__A0A1T4IYF4__mprA_1
ERR1913317.707999__1.707999	821__A0A173WG51__BVU_2549
ERR1913317.708045__1.708045	40518__R5E6X5__sbcD
ERR1913317.708054__1.708054	820__A0A174CG08__DXB62_13215
ERR1913317.708018__1.708018	820__A0A139JUD3__DXC91_19380
ERR1913317.708165__1.708165	47678__R5UU25__DXB67_16190
ERR1913317.708170__1.708170	823__A6LB62__B5F32_04550
ERR1913317.708184__1.708184	39491__A0A396FBR6__DXC13_08575
ERR1913317.708219__1.708219	40518__R5DX93__DXD93_03055
ERR1913317.708203__1.708203	820__A0A174F0C1__nreB
ERR1913317.708319__1.708319	40518__R5E1J2__DXD93_04070
ERR1913317.708347__1.708347	821__I9R3W6__DXC16_12455
ERR1913317.708449__1.708449	301302__A0A173S3L8__vpr
ERR1913317.708473__1.708473	821__A0A3E4HP25__SAMN04487923_102450
ERR1913317.708725__1.708725	28116__C3R1N5__SAMN05444282_12443
ERR1913317.708905__1.708905	821__A0A0P0L952__M097_4235
ERR1913317.708987__1.708987	820__A0A174M9V5__M093_0237
ERR1913317.709063__1.709063	28116__C3QVY2__SAMN05444282_12234
ERR1913317.709211__1.709211	187327__G4Q2R6__Acin_2204
ERR1913317.709307__1.709307	556259__E5C8S0__BSGG_1769
ERR1913317.709293__1.709293	88431__A0A174MYZ5__ycjP_7
ERR1913317.709361__1.709361	821__A0A3E4WAR6__DXD64_10735
ERR1913317.709472__1.709472	28117__B0MXL6__ALIPUT_01851
ERR1913317.709492__1.709492	40518__R5E6Y7__DXD83_08230
ERR1913317.709514__1.709514	1365__A0A2A5RVB0__RU87_GL000611
ERR1913317.709631__1.709631	47678__R5USS6__C5Z00_03300
ERR1913317.709656__1.709656	1150298__R7JTW4__yvhJ
ERR1913317.709762__1.709762	246787__A0A0P0GET5__AA416_04410
ERR1913317.709792__1.709792	1776081__A0A133SJT1__A0U42_02880
ERR1913317.709815__1.709815	40518__R5DQL2__RBATCC27255_00937
ERR1913317.709848__1.709848	418240__A0A174VMW5__ERS852478_01082
ERR1913317.709944__1.709944	74426__rpoB
ERR1913317.710019__1.710019	310298__B3JFI7__BACCOP_00636
ERR1913317.710064__1.710064	820__A0A3E4W9D9__B5G17_12400
ERR1913317.710072__1.710072	821__U6RDC2__DXD46_15675
ERR1913317.710142__1.710142	1150298__A0A173W9F4__ERS852498_02567
ERR1913317.710151__1.710151	301302__A0A173S436__M72_16191
ERR1913317.710215__1.710215	28116__R6DIL2__DXD69_10970
ERR1913317.710335__1.710335	626929__F3PGY0__SAMN05444376_1243
ERR1913317.710388__1.710388	28116__F7L8I3__M089_1421
ERR1913317.710355__1.710355	47678__R5UES3__CGC64_00760
ERR1913317.710480__1.710480	821__E5UY21__C800_02204
ERR1913317.710548__1.710548	1263044__GCA_000433375.1_00023
ERR1913317.710577__1.710577	820__A0A139KHX1__HMPREF2141_00289
ERR1913317.710595__1.710595	40520__A0A396A0Q9__DXC87_14025
ERR1913317.710745__1.710745	821__A0A395UNT8__DXD64_15275
ERR1913317.710759__1.710759	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913317.710913__1.710913	820__A0A139KG04__ERS852459_01249
ERR1913317.711031__1.711031	820__A0A3E4G826__C801_01612
ERR1913317.711035__1.711035	292800__A0A174N232__ADH75_10840
ERR1913317.711014__1.711014	818__A0A0N7IB02__BT_3500
ERR1913317.711022__1.711022	1776081__A0A1B8WXB9__A0U42_00960
ERR1913317.711062__1.711062	28116__A7LXT4__DXF98_03755
ERR1913317.711071__1.711071	39491__A0A396FMF1__EUR_28700
ERR1913317.711103__1.711103	74426__nrdD
ERR1913317.711180__1.711180	820__A0A139KHX1__HMPREF2141_00289
ERR1913317.711453__1.711453	820__A0A139KG04__ERS852459_01249
ERR1913317.711459__1.711459	40518__R5E4X1__DXD93_05270
ERR1913317.711551__1.711551	820__A0A139K8X8__DXC80_17665
ERR1913317.711583__1.711583	820__A0A3E4W4W5__ERS852554_02179
ERR1913317.711569__1.711569	28117__R7JQW0__ALIPUT_01453
ERR1913317.711716__1.711716	1150298__A0A174RJ10__ERS852535_00223
ERR1913317.711720__1.711720	1550024__A0A0D8J3J4__TQ39_01275
ERR1913317.711731__1.711731	40518__R5DS23__DXD86_01715
ERR1913317.711794__1.711794	820__A0A396EWL3__ERS417307_03868
ERR1913317.711939__1.711939	820__A0A3E4QZJ7__C801_01798
ERR1913317.711972__1.711972	821__A0A3E4WAR6__DXD64_10735
ERR1913317.711993__1.711993	47678__R5U7L8__DXB67_16595
ERR1913317.712005__1.712005	820__A0A139K024__B5G17_02060
ERR1913317.712040__1.712040	28116__F7L4N5__BACOVA_00137
ERR1913317.712071__1.712071	820__A0A3E4RU03__M093_0563
ERR1913317.712075__1.712075	39486__B0G2J6__DXB12_13190
ERR1913317.712102__1.712102	821__A0A396F1N0__M099_1553
ERR1913317.712223__1.712223	39488__A0A285PUH7__ERS852450_00520
ERR1913317.712225__1.712225	39488__A0A174CKH9__EUBHAL_00342
ERR1913317.712251__1.712251	821__A0A3E4XY72__NCTC10583_01067
ERR1913317.712263__1.712263	853__A0A173XRA8__CGS56_09290
ERR1913317.712286__1.712286	1680__R5GR82__AD0028_0014
ERR1913317.712389__1.712389	1263107__GCA_000436995.1_00134
ERR1913317.712490__1.712490	39491__C4ZGN3__DXB99_14175
ERR1913317.712668__1.712668	820__A0A139KIL9__DXC68_05945
ERR1913317.712677__1.712677	1150298__R7JT48__gsiA_6
ERR1913317.712942__1.712942	216816__B7GTP7__BLIC_h02039
ERR1913317.712980__1.712980	820__A0A374MMF0__HMPREF1073_03811
ERR1913317.713056__1.713056	40518__R5E2Z2__DXD93_09295
ERR1913317.713070__1.713070	1680__A0A0B5BIU5__BSTER_0145
ERR1913317.713270__1.713270	820__A0A3E4PYB0__yejM
ERR1913317.713272__1.713272	214856__A0A175A6T5__ERS852447_02658
ERR1913317.713294__1.713294	820__A0A374MMF0__HMPREF1073_03811
ERR1913317.713362__1.713362	820__A0A3E4WA06__ERS852554_03404
ERR1913317.713384__1.713384	821__C6ZAA5__ERS852556_00403
ERR1913317.713417__1.713417	39491__A0A174M1X5__DXB99_18695
ERR1913317.713517__1.713517	47678__R5U7A9__C5Z00_03635
ERR1913317.713520__1.713520	821__A0A396F598__CUU_3259
ERR1913317.713736__1.713736	820__A0A174QLF0__SAMN05444418_109151
ERR1913317.713797__1.713797	820__A0A374Q854__HMPREF1073_03281
ERR1913317.713835__1.713835	820__A0A3E5E0T0__ERS852554_00312
ERR1913317.713940__1.713940	28116__A7LS06__HMPREF2532_04668
ERR1913317.713953__1.713953	28117__B0MXL6__ALIPUT_01851
ERR1913317.714008__1.714008	387090__S0F8B2__BACCOPRO_02129
ERR1913317.714057__1.714057	357276__B6VYT9__HMPREF1063_05030
ERR1913317.714322__1.714322	820__A0A174A6K0__M093_0079
ERR1913317.714327__1.714327	39491__C4Z872__LD38_07250
ERR1913317.714344__1.714344	1680__A0A173XYA2__B0703_0121
ERR1913317.714357__1.714357	820__A0A396EWL3__ERS417307_03868
ERR1913317.714383__1.714383	820__A0A396EUU8__luxQ_3
ERR1913317.714417__1.714417	187327__G4Q7Q6__ACDG_00853
ERR1913317.714420__1.714420	821__A0A173WG51__BVU_2549
ERR1913317.714458__1.714458	820__A0A174KKV6__DXC07_02635
ERR1913317.714542__1.714542	1150298__A0A174DX06__ERS852498_00491
ERR1913317.714706__1.714706	821__A0A0P0L952__M097_4235
ERR1913317.714794__1.714794	39488__C0EWC5__EHLA_2843
ERR1913317.714863__1.714863	820__A0A174G065__DXB62_08975
ERR1913317.714904__1.714904	1680__A0A174BEE7__BSTER_1311
ERR1913317.715053__1.715053	292800__A0A1C7FQ74__HMPREF9460_03995
ERR1913317.715104__1.715104	216816__C2GV16__APC1504_1666
ERR1913317.715169__1.715169	820__A0A3E4WA06__ERS852554_03404
ERR1913317.715209__1.715209	820__A0A1Q6IDS8__chtA
ERR1913317.715370__1.715370	821__E5UY21__C800_02204
ERR1913317.715437__1.715437	40518__R5DR39__mreB_2
ERR1913317.715488__1.715488	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913317.715627__1.715627	40518__R5DZB3__RB5AMG_01719
ERR1913317.715643__1.715643	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913317.715740__1.715740	39491__C4ZCV7__ERE_23110
ERR1913317.715863__1.715863	301301__A0A395V948__rsgA_2
ERR1913317.715896__1.715896	216816__A0A0A1GN66__APC1468_1044
ERR1913317.715901__1.715901	187327__R6N873__ACDG_01983
ERR1913317.716007__1.716007	823__A0A355XPA0__DXB14_05710
ERR1913317.716319__1.716319	39491__C4Z9K7__EUBREC_0050
ERR1913317.716408__1.716408	74426__purC
ERR1913317.716463__1.716463	292800__A0A096CPP2__yfkN_3
ERR1913317.716467__1.716467	40518__R5E6Y7__DXD83_08230
ERR1913317.716487__1.716487	187327__G4Q6V9__ACDG_01231
ERR1913317.716654__1.716654	820__A0A174A6K0__M093_0079
ERR1913317.716695__1.716695	1680__A0A174BEE7__BSTER_1311
ERR1913317.716676__1.716676	301301__A0A395V7G5__RHOM_16755
ERR1913317.716739__1.716739	1680__A0A0B5BME4__DXD63_05015
ERR1913317.716768__1.716768	820__A0A396EWL3__ERS417307_03868
ERR1913317.716825__1.716825	821__E5UPR6__SAMN04487923_101768
ERR1913317.716843__1.716843	820__A7V470__HMPREF1072_02076
ERR1913317.716865__1.716865	1660__A0A0V8RTG7__HMPREF0970_00925
ERR1913317.716916__1.716916	556259__I0PXY6__BSGG_5174
ERR1913317.716931__1.716931	28116__E5C3L0__B5F02_21065
ERR1913317.716949__1.716949	2108523__A0A2P2F8A7__LAWASA_2275
ERR1913317.716998__1.716998	820__A0A139K0J1__HMPREF2141_03205
ERR1913317.717086__1.717086	1535__A7VXU1__CLOLEP_03417
ERR1913317.717134__1.717134	28116__A0A1Y4Q374__ERS852555_04681
ERR1913317.717211__1.717211	46506__R6LDN0__HMPREF1181_03103
ERR1913317.717215__1.717215	40518__R5DVH6__DXD86_08955
ERR1913317.717277__1.717277	820__A0A139JUD3__DXC91_19380
ERR1913317.717344__1.717344	820__A0A174B4N2__M093_2531
ERR1913317.717448__1.717448	823__E1YT73__NCTC11152_02675
ERR1913317.717459__1.717459	820__A0A139JRS5__HMPREF1073_04025
ERR1913317.717470__1.717470	169435__A0A174S5K6__DXC40_15865
ERR1913317.717474__1.717474	820__A0A139JRS5__HMPREF1073_04025
ERR1913317.717653__1.717653	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913317.717777__1.717777	818__A0A174LFW3__C5Z03_04710
ERR1913317.717811__1.717811	820__A0A139KJR5__M093_4469
ERR1913317.718104__1.718104	820__A0A3E4W6P0__gmhA
ERR1913317.718066__1.718066	39488__A0A173U8N3__yhbU_1
ERR1913317.718128__1.718128	39488__C0EX25__DXD91_11965
ERR1913317.718154__1.718154	40518__R5DWP7__ansA
ERR1913317.718217__1.718217	821__A0A3E4KIM1__M097_3660
ERR1913317.718255__1.718255	820__A0A3E4RU03__M093_0563
ERR1913317.718281__1.718281	823__A0A173TMY6__M096_4753
ERR1913317.718302__1.718302	310298__B3JII2__BACCOP_01694
ERR1913317.718432__1.718432	28117__B0N007__BHV66_10275
ERR1913317.718447__1.718447	1262743__R5C054__BN727_01980
ERR1913317.718505__1.718505	820__A0A374Q854__HMPREF1073_03281
ERR1913317.718528__1.718528	28117__B0MTH2__ALIPUT_00061
ERR1913317.718623__1.718623	28117__R7JIJ8__BHV66_01635
ERR1913317.718655__1.718655	147206__GCF_000156215.1_01775
ERR1913317.718734__1.718734	28117__B0MXU0__BHV66_07550
ERR1913317.718809__1.718809	28117__R7JQW0__ALIPUT_01453
ERR1913317.718953__1.718953	74426__rpoC
ERR1913317.719009__1.719009	820__A0A3E4WA06__ERS852554_03404
ERR1913317.719063__1.719063	214856__A0A174EQR4__rsmA
ERR1913317.719254__1.719254	820__A0A174TRB5__DXD40_11305
ERR1913317.719311__1.719311	39491__A0A396FSK3__ERS852417_00383
ERR1913317.719377__1.719377	820__A0A173YYG4__evgS_3
ERR1913317.719384__1.719384	39488__C0EYJ6__ERS852578_01971
ERR1913317.719432__1.719432	1680__A0A0C2VBJ4__birA
ERR1913317.719437__1.719437	823__A0A355XFH7__ERS852513_00769
ERR1913317.719490__1.719490	821__A0A173XDD3__DXB82_17180
ERR1913317.719523__1.719523	1150298__R7JSS6__ERS852535_01362
ERR1913317.719751__1.719751	820__A0A139JV05__B5G17_18125
ERR1913317.719777__1.719777	301301__A0A395V683__RHOM_00495
ERR1913317.719802__1.719802	821__A0A3E4HP25__SAMN04487923_102450
ERR1913317.719804__1.719804	36343__GeneID:1261160
ERR1913317.719871__1.719871	39491__A0A395ZHV7__ykvU
ERR1913317.719882__1.719882	821__A0A174WBC9__ERS852556_03145
ERR1913317.719945__1.719945	40518__R5DXI4__DXD86_07420
ERR1913317.719969__1.719969	40520__A0A174HSN4__ltaS1_2
ERR1913317.719987__1.719987	357276__A0A076J9V8__BACDOR_01395
ERR1913317.720066__1.720066	1262869__R7CLK0__BN625_01124
ERR1913317.720104__1.720104	187327__G4Q682__Acin_1672
ERR1913317.720112__1.720112	246787__A0A108T429__BACCELL_00192
ERR1913317.720213__1.720213	40518__R5DR39__mreB_2
ERR1913317.720241__1.720241	28116__A7M018__M089_5540
ERR1913317.720304__1.720304	821__D4VD59__BHV80_04260
ERR1913317.720307__1.720307	1776081__A0A1B8WUB7__A0U42_09535
ERR1913317.720430__1.720430	820__A0A396EUU8__luxQ_3
ERR1913317.720451__1.720451	40518__R5E4X5__RB5AMG_01438
ERR1913317.720475__1.720475	39491__A0A396FSR4__ERS852580_02287
ERR1913317.720584__1.720584	187327__R6M966__Acin_0193
ERR1913317.720651__1.720651	1550024__A0A0D8J136__TQ39_12150
ERR1913317.720740__1.720740	28117__B0N028__BHV66_05935
ERR1913317.720762__1.720762	47678__R5U206__C5Z00_07065
ERR1913317.720774__1.720774	46506__B0NU77__AA415_02810
ERR1913317.720886__1.720886	572010__napA
ERR1913317.721012__1.721012	371601__A0A1H3XPY7__CW1_0993
ERR1913317.721014__1.721014	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913317.721030__1.721030	1776081__A0A1B8WXY4__A0U42_00820
ERR1913317.721037__1.721037	214856__R5UN64__ERS852447_02669
ERR1913317.721200__1.721200	28118__F9ZAK9__DF785_10030
ERR1913317.721320__1.721320	28116__A0A078Q626__HMPREF1070_02735
ERR1913317.721378__1.721378	820__A0A3E4WA06__ERS852554_03404
ERR1913317.721494__1.721494	1680__R5GRA4__ERS852382_01548
ERR1913317.721558__1.721558	28118__R6F9B8__Odosp_3480
ERR1913317.721602__1.721602	1776081__A0A1B8WUT1__A0U42_08955
ERR1913317.721606__1.721606	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913317.721732__1.721732	820__A0A3E4RU03__M093_0563
ERR1913317.721771__1.721771	40518__R5DPE0__DXD86_06515
ERR1913317.721849__1.721849	821__U6RDC2__DXD46_15675
ERR1913317.722146__1.722146	28116__A0A078Q9S5__DXD69_13430
ERR1913317.722193__1.722193	187327__G4Q720__ACDG_00890
ERR1913317.722259__1.722259	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913317.722272__1.722272	246787__A0A3D6AWM8__BACCELL_01963
ERR1913317.722429__1.722429	820__A0A3E4WCX3__C801_02709
ERR1913317.722610__1.722610	820__A0A396EWL3__ERS417307_03868
ERR1913317.722586__1.722586	39488__R6GBC5__DXD91_06450
ERR1913317.722710__1.722710	239935__A0A139TPD8__CXU12_11015
ERR1913317.722729__1.722729	246787__A0A3D6AV26__BcellWH2_02579
ERR1913317.722744__1.722744	820__A0A174DZ97__SAMN05444418_101240
