ERR1912976.284__1.284	329854__R5M2W6__DXD57_07830
ERR1912976.1931062__1.1931062	329854__B3CDQ4__BACINT_02322
ERR1912976.1930987__1.1930987	329854__R5MTF4__DXK01_12115
ERR1912976.1931261__1.1931261	853__A0A173YYY4__DWZ04_09420
ERR1912976.1931321__1.1931321	39485__A0A175A023__yhhT
ERR1912976.1931394__1.1931394	487174__R5FMM3__DDY40_00820
ERR1912976.1931403__1.1931403	1262986__R6AUH5__BN492_00246
ERR1912976.1931436__1.1931436	823__A0A395Z0N9__DHW69_05890
ERR1912976.1931472__1.1931472	239935__A0A2N8HSC0__CXU06_05505
ERR1912976.1931482__1.1931482	33038__A0A396G7U5__CDL21_03845
ERR1912976.1931497__1.1931497	33038__A0A396G7U5__CDL21_03845
ERR1912976.1931510__1.1931510	165179__A0A3E5EDV6__DXC61_03365
ERR1912976.1931559__1.1931559	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.1931878__1.1931878	1897011__A0A1Q6RFK0__BHW41_03420
ERR1912976.1931950__1.1931950	33038__A0A2N5PSF6__CDL27_05770
ERR1912976.1932054__1.1932054	649756__A0A174L4G4__cls_1
ERR1912976.1932058__1.1932058	1262911__R6GTG0__BN557_01247
ERR1912976.1932084__1.1932084	40519__U2MCQ8__RUMCAL_00556
ERR1912976.1932094__1.1932094	28052__R7N8Y9__macB_4
ERR1912976.1932220__1.1932220	357276__I9R2M6__BSEG_03499
ERR1912976.1932465__1.1932465	487174__K0XBH1__DIT83_01445
ERR1912976.1932564__1.1932564	821__A0A0P0L952__M097_4235
ERR1912976.1932934__1.1932934	329854__R5M2W2__DXD57_07845
ERR1912976.1932936__1.1932936	28052__A0A174MGP2__lyc_2
ERR1912976.1933158__1.1933158	246787__A0A0P0GCR8__xynD_3
ERR1912976.1933202__1.1933202	487174__K0WUW8__DDY40_02615
ERR1912976.1933225__1.1933225	40519__U2MCQ8__RUMCAL_00556
ERR1912976.1933252__1.1933252	360807__A0A0M6WW58__ERS852444_03162
ERR1912976.1933265__1.1933265	214856__A0A174A1J3__ERS852447_01000
ERR1912976.1933370__1.1933370	33038__F7K1I3__CDL19_03785
ERR1912976.1933432__1.1933432	29361__B6FQ81__CLONEX_02300
ERR1912976.1933451__1.1933451	2292352__A0A374UKZ5__DXC23_11285
ERR1912976.1933607__1.1933607	28116__A0A3A9HTT7__BACOVA_05446
ERR1912976.1933893__1.1933893	33038__F7K1I3__CDL19_03785
ERR1912976.1933936__1.1933936	33038__F7JZ41__CCY17_00135
ERR1912976.1934123__1.1934123	33038__A0A2N5P0D0__CDL18_07990
ERR1912976.1934287__1.1934287	33038__A0A396G4S6__CDL21_13680
ERR1912976.1934422__1.1934422	28052__A0A174MLS2__ERS852451_02445
ERR1912976.1934512__1.1934512	292800__A0A174WWS5__leuB_2
ERR1912976.1934525__1.1934525	821__A0A174NM17__lacZ_6
ERR1912976.1934645__1.1934645	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1912976.1934602__1.1934602	552398__T5S086__HMPREF0866_01580
ERR1912976.1934766__1.1934766	329854__B3CDQ4__BACINT_02322
ERR1912976.1934848__1.1934848	165179__A0A3E5A5E5__DXC61_13965
ERR1912976.1934925__1.1934925	28118__F9ZCA9__NCTC10826_03259
ERR1912976.1934949__1.1934949	487174__K0X694__DIT83_09060
ERR1912976.1935019__1.1935019	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1912976.1935024__1.1935024	39485__C4Z1Y9__EUBELI_00143
ERR1912976.1935238__1.1935238	33038__F7JTF2__CDL22_02335
ERR1912976.1935330__1.1935330	1608898__E1W467__HMPREF3279_07320
ERR1912976.1935358__1.1935358	821__A0A396F598__CUU_3259
ERR1912976.1935414__1.1935414	487174__R5EP60__DIT83_09045
ERR1912976.1935565__1.1935565	329854__A0A3E4IPS4__DXD57_02175
ERR1912976.1935572__1.1935572	562__P23837__phoQ
ERR1912976.1935645__1.1935645	329854__R7DRH1__DXD27_19880
ERR1912976.1935831__1.1935831	357276__B6W1J2__BACDOR_03380
ERR1912976.1935838__1.1935838	292800__G9YUV1__A4U99_06820
ERR1912976.1935897__1.1935897	2173__A0A1D2WSL0__METSMIF1_03725
ERR1912976.1935935__1.1935935	487174__K0XES7__HMPREF9448_00566
ERR1912976.1935914__1.1935914	246787__A0A0P0FV02__AA416_03728
ERR1912976.1935986__1.1935986	823__A0A073I9P2__CF162_18000
ERR1912976.1936105__1.1936105	33038__F7JZ41__CCY17_00135
ERR1912976.1936110__1.1936110	821__A0A0P0L8F8__ERS852509_03705
ERR1912976.1936088__1.1936088	1262988__R7N8H1__BN816_00011
ERR1912976.1936265__1.1936265	165179__D1PHC0__PREVCOP_06640
ERR1912976.1936266__1.1936266	821__U6RDC2__DXD46_15675
ERR1912976.1936493__1.1936493	1263000__R5EAZ0__BN466_00537
ERR1912976.1936519__1.1936519	28116__A0A1G6G9R4__CUY_0131
ERR1912976.1936480__1.1936480	329854__R5LT64__BACINT_03703
ERR1912976.1936579__1.1936579	301301__A0A395V8G6__RHOM_11005
ERR1912976.1936619__1.1936619	261299__R5XMX6__SAMN02745147_0509
ERR1912976.1936738__1.1936738	33038__A0A2N5P0D0__CDL18_07990
ERR1912976.1936813__1.1936813	106588__A6NUL8__BACCAP_01900
ERR1912976.1936784__1.1936784	338188__R6RT73__HMPREF1057_02828
ERR1912976.1937011__1.1937011	33038__A0A2N5PIX3__CDL26_14635
ERR1912976.1937073__1.1937073	544644__GCA_001915615.1_01913
ERR1912976.1937335__1.1937335	2292352__A0A374UL63__DXC23_08410
ERR1912976.1937343__1.1937343	239935__A0A139TSG7__CXU17_09600
ERR1912976.1937429__1.1937429	1160721__W0U7A0__parB2
ERR1912976.1937431__1.1937431	39488__A0A285PP79__murD
ERR1912976.1937729__1.1937729	823__A0A395YQ63__B5F32_15335
ERR1912976.1937761__1.1937761	28052__A0A174M4Z9__blaR1
ERR1912976.1937887__1.1937887	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.1937919__1.1937919	818__E5C5U7__SAMN05216253_101163
ERR1912976.1938066__1.1938066	823__D7IT19__DHP27_03495
ERR1912976.1938125__1.1938125	35833__E5Y720__HMPREF0179_01984
ERR1912976.1938180__1.1938180	328814__GCA_004558275.1_00296
ERR1912976.1938257__1.1938257	39485__A0A174YMC1__recN
ERR1912976.1938272__1.1938272	1263000__R5EK86__BN466_02022
ERR1912976.1938291__1.1938291	556259__E5C445__BSGG_0931
ERR1912976.1938642__1.1938642	821__A0A174NVL6__NCTC10583_01782
ERR1912976.1938810__1.1938810	329854__R5LY77__DXD27_05730
ERR1912976.1938811__1.1938811	1262824__R6RM58__BN719_02447
ERR1912976.1939201__1.1939201	1262824__R6RMI0__BN719_02556
ERR1912976.1939347__1.1939347	446660__GCA_003428235.1_00842
ERR1912976.1939375__1.1939375	1628085__A0A374VPA3__C7386_11438
ERR1912976.1939496__1.1939496	239935__A0A2N8HB50__CXU17_02615
ERR1912976.1939603__1.1939603	821__A0A174K302__CUU_3129
ERR1912976.1939758__1.1939758	28052__A0A174I2V6__ERS852499_00643
ERR1912976.1939759__1.1939759	487174__K0WVG2__DDY40_00285
ERR1912976.1939740__1.1939740	821__I9R3W6__DXC16_12455
ERR1912976.1940179__1.1940179	817__A0A149N485__HMPREF1056_02940
ERR1912976.1940759__1.1940759	239935__A0A3F3K9J9__DEF40_00940
ERR1912976.1940847__1.1940847	39485__A0A175A2T1__EUBELI_02034
ERR1912976.1940897__1.1940897	487174__K0WV19__HMPREF9448_01820
ERR1912976.1941075__1.1941075	39485__C4Z355__ERS852490_01971
ERR1912976.1941166__1.1941166	239935__A0A2N8HT18__CXT93_06135
ERR1912976.1941174__1.1941174	1150298__A0A174DQT6__ERS852498_00506
ERR1912976.1941193__1.1941193	165179__R6C330__DXC61_04975
ERR1912976.1941344__1.1941344	33038__A0A2N5PDA1__C5Y99_06180
ERR1912976.1941394__1.1941394	2292352__A0A374UKA6__DXC23_10805
ERR1912976.1941477__1.1941477	1262743__R5C054__BN727_01980
ERR1912976.1941489__1.1941489	357276__I8VN48__ABI39_07855
ERR1912976.1941642__1.1941642	1160721__R6TGH1__BHW50_05060
ERR1912976.1941723__1.1941723	40519__U2MCQ8__RUMCAL_00556
ERR1912976.1941790__1.1941790	1897011__A0A1Q6REW8__BHW41_04435
ERR1912976.1941870__1.1941870	371601__D6D1F8__BN891_3980
ERR1912976.1941912__1.1941912	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912976.1941997__1.1941997	1297617__A0A0S2W3V6__C7373_102343
ERR1912976.1942000__1.1942000	820__A0A139K4W1__M093_0353
ERR1912976.1942004__1.1942004	33038__A0A396G851__tig
ERR1912976.1942100__1.1942100	33038__A0A2N5P3F0__CDL20_09435
ERR1912976.1942107__1.1942107	1720294__U2C8H9__DXC51_03220
ERR1912976.1942311__1.1942311	239935__A0A2N8HBM4__CXT85_06270
ERR1912976.1942548__1.1942548	39496__A5Z5I2__EUBVEN_00963
ERR1912976.1942667__1.1942667	28116__A0A3E5HUC8__DHW41_21025
ERR1912976.1942858__1.1942858	33038__A0A396G387__HMPREF1201_01180
ERR1912976.1942950__1.1942950	33038__A0A396G387__HMPREF1201_01180
ERR1912976.1943168__1.1943168	1297617__A0A0S2W6L4__BIV19_07985
ERR1912976.1943171__1.1943171	33038__A0A396GES8__CDL19_08885
ERR1912976.1943228__1.1943228	1263000__R5EMC1__BN466_00539
ERR1912976.1943277__1.1943277	329854__R5MCJ1__DXD57_00165
ERR1912976.1943368__1.1943368	487174__K0XQM6__HMPREF9448_00330
ERR1912976.1943481__1.1943481	371601__R6JE01__SAMN05216250_10396
ERR1912976.1943574__1.1943574	239935__A0A2N8I368__CXT95_04550
ERR1912976.1943633__1.1943633	301301__A0A395VFD3__ERS852391_02492
ERR1912976.1943662__1.1943662	329854__A0A3E4KZ82__DXD27_06595
ERR1912976.1943692__1.1943692	821__A0A0P0LKG6__HMPREF1058_02188
ERR1912976.1943840__1.1943840	328814__GCA_004558275.1_01621
ERR1912976.1943874__1.1943874	39491__A0A0M6WWT1__dus_2
ERR1912976.1943875__1.1943875	821__A0A173WG51__BVU_2549
ERR1912976.1943890__1.1943890	28118__A0A1Q6IM78__B5F99_09295
ERR1912976.1943998__1.1943998	28052__R7N6Q7__rafA
ERR1912976.1943986__1.1943986	239935__R6K0V8__CXT94_02055
ERR1912976.1944051__1.1944051	821__I9R3W6__DXC16_12455
ERR1912976.1944105__1.1944105	301301__A0A173ZW33__RHOM_02600
ERR1912976.1944137__1.1944137	418240__A0A174DNS5__ERS852478_02290
ERR1912976.1944204__1.1944204	39485__R5ZVC3__ERS852490_00250
ERR1912976.1944398__1.1944398	39491__C4Z8S1__DXB76_06750
ERR1912976.1944475__1.1944475	301301__G2SYD2__RHOM_13880
ERR1912976.1944485__1.1944485	821__A0A173XDD3__DXB82_17180
ERR1912976.1944500__1.1944500	706562__GCA_900112995.1_01625
ERR1912976.1944516__1.1944516	821__A0A0P0L8F8__ERS852509_03705
ERR1912976.1944610__1.1944610	328814__GCA_004558275.1_01743
ERR1912976.1944627__1.1944627	328814__GCA_004558275.1_00288
ERR1912976.1944639__1.1944639	61171__B9YA29__HOLDEFILI_02686
ERR1912976.1944704__1.1944704	818__Q8A3I3__HMPREF2534_00068
ERR1912976.1944715__1.1944715	1262824__R6SVG8__BN719_00661
ERR1912976.1944795__1.1944795	360807__A0A1Q6TCY9__ERS852444_01883
ERR1912976.1944814__1.1944814	28052__A0A174KGM3__ERS852451_01819
ERR1912976.1944817__1.1944817	1105031__J1H3W2__HMPREF1141_2783
ERR1912976.1944836__1.1944836	33038__A0A2N5NNN0__HMPREF1201_02166
ERR1912976.1944892__1.1944892	552398__F4XCR9__HMPREF0866_01636
ERR1912976.1944995__1.1944995	39485__A0A174YTF7__ERS852490_01271
ERR1912976.1944997__1.1944997	487174__K0WTV8__DIT83_04385
ERR1912976.1945013__1.1945013	33038__A7B0X0__CDL26_06830
ERR1912976.1945014__1.1945014	28116__A0A1Y4Q112__evgS_13
ERR1912976.1945056__1.1945056	1547__B0N2S0__CLORAM_00809
ERR1912976.1945297__1.1945297	39488__A0A173UQ83__mutY
ERR1912976.1945323__1.1945323	33038__A0A2N5NYI5__C5Y99_09140
ERR1912976.1945331__1.1945331	33038__A0A2N5NRJ3__CDL20_13245
ERR1912976.1945573__1.1945573	357276__A0A076INK2__BSEG_04225
ERR1912976.1945646__1.1945646	39485__A0A1Q6PHM3__ERS852490_03067
ERR1912976.1945788__1.1945788	821__D4VD59__BHV80_04260
ERR1912976.1945789__1.1945789	28117__B0MTI4__ALIPUT_00084
ERR1912976.1945914__1.1945914	39485__A0A174ZBJ8__speA_2
ERR1912976.1945928__1.1945928	39485__A0A174ZBJ8__speA_2
ERR1912976.1946109__1.1946109	1263000__R5EQL2__BN466_00892
ERR1912976.1946122__1.1946122	821__A6L0C7__ERS852556_03520
ERR1912976.1946143__1.1946143	165179__D1PES9__DXB80_11585
ERR1912976.1946345__1.1946345	458033__GCA_001482755.1_02203
ERR1912976.1946398__1.1946398	821__A6L0C7__ERS852556_03520
ERR1912976.1946535__1.1946535	821__A0A0P0LKG6__HMPREF1058_02188
ERR1912976.1946503__1.1946503	2173__A0A1D2WT18__METSMIALI_00395
ERR1912976.1946580__1.1946580	1263000__R5EWA6__BN466_02021
ERR1912976.1946657__1.1946657	360807__A0A1Q6TAV1__ROSEINA2194_00431
ERR1912976.1946681__1.1946681	33038__A7AZT7__RUMGNA_00811
ERR1912976.1946875__1.1946875	28052__A0A174KNE1__ptsI_2
ERR1912976.1946897__1.1946897	329854__A0A3E4KRT8__BACINT_02510
ERR1912976.1947006__1.1947006	360807__C0FR49__ROSEINA2194_01203
ERR1912976.1947161__1.1947161	360807__A0A173SE91__murR
ERR1912976.1947431__1.1947431	820__A7V092__hldE
ERR1912976.1947485__1.1947485	33038__A0A2N5NXH5__CDL27_14300
ERR1912976.1947699__1.1947699	487174__K0X7X4__DIT83_09125
ERR1912976.1947852__1.1947852	360807__A0A173WJE3__mcp4_4
ERR1912976.1948190__1.1948190	360807__A0A0M6X0N3__ROSEINA2194_03482
ERR1912976.1948727__1.1948727	820__R9I324__HMPREF2141_02414
ERR1912976.1948772__1.1948772	371601__D0TLK9__BN890_11250
ERR1912976.1948824__1.1948824	1263076__GCA_000437615.1_00017
ERR1912976.1948859__1.1948859	1796652__rpsA
ERR1912976.1948950__1.1948950	2292352__A0A374UNQ1__DXC23_00970
ERR1912976.1948944__1.1948944	329854__A0A139KUJ8__BACINT_00723
ERR1912976.1949199__1.1949199	329854__A0A3E4IQD7__BACINT_01717
ERR1912976.1949295__1.1949295	821__A0A396F1N0__M099_1553
ERR1912976.1949658__1.1949658	33038__A7B3I2__DXD36_11565
ERR1912976.1949933__1.1949933	28052__A0A174P635__ERS852499_02418
ERR1912976.1949970__1.1949970	28052__R7N9Y1__spoIIE
ERR1912976.1950005__1.1950005	39485__A0A174YVB5__lyc
ERR1912976.1950036__1.1950036	820__A7UYX8__DXD40_11635
ERR1912976.1950041__1.1950041	39485__C4Z6F3__EUBELI_20400
ERR1912976.1950136__1.1950136	239935__A0A139TPU7__CXT91_06575
ERR1912976.1950151__1.1950151	28116__A0A078Q626__HMPREF1070_02735
ERR1912976.1950218__1.1950218	2292352__A0A374UJE7__DXC23_11305
ERR1912976.1950249__1.1950249	39488__A0A374NVL2__EHLA_3034
ERR1912976.1950349__1.1950349	487174__K0X773__DIT83_07170
ERR1912976.1950361__1.1950361	46503__B7B776__DXB85_00355
ERR1912976.1950463__1.1950463	28118__R6F633__speG
ERR1912976.1950581__1.1950581	301301__A0A395V4S5__RHOM_15770
ERR1912976.1950739__1.1950739	33038__A0A2N5NWJ7__CDL25_16350
ERR1912976.1950751__1.1950751	821__A0A0P0LKG6__HMPREF1058_02188
ERR1912976.1950752__1.1950752	33038__A0A2N5NWJ7__CDL25_16350
ERR1912976.1950929__1.1950929	360807__A0A396AF38__RIL183_00781
ERR1912976.1950973__1.1950973	1160721__R6TH97__BHW50_04165
ERR1912976.1951032__1.1951032	28052__A0A174KNE1__ptsI_2
ERR1912976.1951099__1.1951099	329854__R5M7D4__DXD27_21610
ERR1912976.1951306__1.1951306	33038__A0A2N5NNJ7__CDL26_12635
ERR1912976.1951338__1.1951338	301301__A0A395V7G5__RHOM_16755
ERR1912976.1951632__1.1951632	820__A0A374QGD2__ERS852421_02382
ERR1912976.1951690__1.1951690	33038__A0A2N5P3F0__CDL20_09435
ERR1912976.1951721__1.1951721	165179__A0A3E5A554__DXB80_13805
ERR1912976.1951782__1.1951782	821__A0A174K302__CUU_3129
ERR1912976.1951900__1.1951900	853__A0A2A7B9I6__DW855_13690
ERR1912976.1952036__1.1952036	165179__A0A3E5A5E5__DXC61_13965
ERR1912976.1952263__1.1952263	384639__GCA_003096855.1_01210
ERR1912976.1952306__1.1952306	360807__A0A1Q6SWU5__ERS852444_03068
ERR1912976.1952309__1.1952309	329854__R5LXT8__DXD57_15625
ERR1912976.1952393__1.1952393	1262948__R7EDK5__BN671_00579
ERR1912976.1952743__1.1952743	329854__R5MRQ0__BACINT_04048
ERR1912976.1952785__1.1952785	33038__A0A2N5P3M1__DXD36_15590
ERR1912976.1952797__1.1952797	165179__R6XLJ7__CFT61_06250
ERR1912976.1952957__1.1952957	28052__A0A174NHE1__spoIIIE
ERR1912976.1953066__1.1953066	28116__A0A139LL51__B5F02_01570
ERR1912976.1953166__1.1953166	1263000__R5EKY5__BN466_02100
ERR1912976.1953169__1.1953169	2292352__A0A374UKZ5__DXC23_11285
ERR1912976.1953207__1.1953207	487174__K0XRP0__DDY40_09260
ERR1912976.1953213__1.1953213	39491__A0A396FSK3__ERS852417_00383
ERR1912976.1953215__1.1953215	821__A0A395VIK7__BVU_1225
ERR1912976.1953238__1.1953238	328814__GCA_004558275.1_00296
ERR1912976.1953340__1.1953340	28052__A0A174I0A5__ERS852499_00618
ERR1912976.1953467__1.1953467	821__A0A396EVC9__DXB90_03525
ERR1912976.1953506__1.1953506	239935__B2URG9__CXU00_11290
ERR1912976.1953795__1.1953795	301301__G2T207__cph2_5
ERR1912976.1953832__1.1953832	821__A0A0P0M2J4__DXD46_10295
ERR1912976.1953899__1.1953899	1262988__R7N3B2__BN816_01997
ERR1912976.1954221__1.1954221	39485__A0A174Z1T6__sfp
ERR1912976.1954345__1.1954345	487174__K0WRZ5__HMPREF9448_02826
ERR1912976.1954431__1.1954431	360807__C0FNK4__ERS852444_02115
ERR1912976.1954469__1.1954469	246787__A0A0P0FSC0__cytR_2
ERR1912976.1954598__1.1954598	301301__A0A395VA65__eutA
ERR1912976.1954616__1.1954616	39485__A0A1Q6PHM3__ERS852490_03067
ERR1912976.1954837__1.1954837	328814__GCA_004558275.1_00078
ERR1912976.1954881__1.1954881	821__A0A396F598__CUU_3259
ERR1912976.1954977__1.1954977	649756__A0A173TPW3__atpF_2
ERR1912976.1955154__1.1955154	329854__R5M2W2__DXD57_07845
ERR1912976.1955205__1.1955205	357276__B6VYT9__HMPREF1063_05030
ERR1912976.1955244__1.1955244	28116__A0A139KS89__HMPREF2532_04387
ERR1912976.1955368__1.1955368	328814__GCA_004558275.1_00835
ERR1912976.1955498__1.1955498	853__A0A2A7A4A9__C4N21_14870
ERR1912976.1955540__1.1955540	77095__D8DTW0__SAMN05444375_11339
ERR1912976.1955795__1.1955795	821__A0A0P0M2J4__DXD46_10295
ERR1912976.1955903__1.1955903	28052__A0A174MI15__pleD
ERR1912976.1955927__1.1955927	446660__GCA_003428235.1_01100
ERR1912976.1956007__1.1956007	1262921__R5LMK9__BN473_01331
ERR1912976.1956017__1.1956017	671267__R9IB12__C802_00696
ERR1912976.1956157__1.1956157	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.1956461__1.1956461	1897011__A0A1Q6RDW7__BHW41_05280
ERR1912976.1956484__1.1956484	33038__A7AYC4__CDL21_13075
ERR1912976.1956522__1.1956522	1160721__R6T8U0__atpF
ERR1912976.1956640__1.1956640	33038__A7B8H2__CDL21_04845
ERR1912976.1956749__1.1956749	40519__U2MCQ8__RUMCAL_00556
ERR1912976.1956799__1.1956799	33038__A7B8N9__CDL21_10000
ERR1912976.1956802__1.1956802	239935__A0A139TPU7__CXT91_06575
ERR1912976.1957100__1.1957100	1776045__A0A0U5J7K7__BN3456_00132
ERR1912976.1957103__1.1957103	28116__A0A3A9HTT7__BACOVA_05446
ERR1912976.1957205__1.1957205	28052__R7NA73__ERS852451_00115
ERR1912976.1957217__1.1957217	292800__A0A1C7FN63__ERS852544_00989
ERR1912976.1957231__1.1957231	28118__F9Z923__B5F93_10455
ERR1912976.1957258__1.1957258	821__I9R3W6__DXC16_12455
ERR1912976.1957318__1.1957318	239935__A0A2N8HEH9__CXU07_11710
ERR1912976.1957387__1.1957387	821__A0A0N7J7X2__SAMN04487923_101621
ERR1912976.1957516__1.1957516	216816__Q8G464__BFS25_05925
ERR1912976.1957935__1.1957935	39485__R5ZSH7__EUBELI_00953
ERR1912976.1957943__1.1957943	33038__A0A2N5P678__CDL25_02225
ERR1912976.1957965__1.1957965	39491__A0A395ZDC6__addB
ERR1912976.1957988__1.1957988	33038__A0A2N5NVA1__DXD36_11535
ERR1912976.1958322__1.1958322	1720294__U2B2F8__DWY69_07720
ERR1912976.1958327__1.1958327	821__A6L0C7__ERS852556_03520
ERR1912976.1958328__1.1958328	410072__A0A174DJM1__DXD67_05275
ERR1912976.1958430__1.1958430	338188__A0A174ETX3__ERS852397_01955
ERR1912976.1958470__1.1958470	1262824__R6RH64__BN719_00226
ERR1912976.1958785__1.1958785	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1912976.1958906__1.1958906	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.1958982__1.1958982	329854__R5LW55__DXD57_21020
ERR1912976.1959125__1.1959125	357276__I8VQA2__HMPREF1065_04183
ERR1912976.1959439__1.1959439	214856__A0A173YDP1__ERS852559_00120
ERR1912976.1959702__1.1959702	301302__R5UMB9__M72_25011
ERR1912976.1959703__1.1959703	39485__C4Z538__EUBELI_00734
ERR1912976.1959905__1.1959905	1897011__A0A1Q6RD70__BHW41_05845
ERR1912976.1959961__1.1959961	239935__B2UQP8__CXU15_01110
ERR1912976.1959988__1.1959988	671267__R9IB12__C802_00696
ERR1912976.1960047__1.1960047	563769__GeneID:6972918
ERR1912976.1960087__1.1960087	360807__A0A0M6X0S9__RIL183_10591
ERR1912976.1960188__1.1960188	1628085__A0A1C6ALV9__C7386_101366
ERR1912976.1960309__1.1960309	28116__A0A078Q626__HMPREF1070_02735
ERR1912976.1960390__1.1960390	821__A0A174NM17__lacZ_6
ERR1912976.1960425__1.1960425	487174__K0XLV6__DIT83_00940
ERR1912976.1960433__1.1960433	88431__A0A174EMW0__thiD_1
ERR1912976.1960472__1.1960472	29361__B6FQ81__CLONEX_02300
ERR1912976.1960766__1.1960766	39485__A0A174Z501__EUBELI_00678
ERR1912976.1960837__1.1960837	106588__A6NUL8__BACCAP_01900
ERR1912976.1960841__1.1960841	1897011__A0A1Q6RH97__BHW41_01945
ERR1912976.1960948__1.1960948	1160721__A0A1C6CMR2__BHW50_00085
ERR1912976.1960957__1.1960957	418240__A0A174R660__rluD_1
ERR1912976.1960959__1.1960959	544644__GCA_001915615.1_01046
ERR1912976.1960972__1.1960972	1147151__GeneID:14182074
ERR1912976.1961220__1.1961220	33038__A0A2N5PXI0__C5Y99_10810
ERR1912976.1961241__1.1961241	329854__R5LZK1__DXD27_00590
ERR1912976.1961375__1.1961375	33038__F7JZ41__CCY17_00135
ERR1912976.1961853__1.1961853	33038__A0A2N5NRJ3__CDL20_13245
ERR1912976.1961941__1.1961941	216816__D6DBD5__DXC32_04335
ERR1912976.1961998__1.1961998	501571__R8VXU9__B5F17_05370
ERR1912976.1962088__1.1962088	329854__A0A3E4IFR4__DXD27_22685
ERR1912976.1962158__1.1962158	410072__C0B9G1__ERS852525_01203
ERR1912976.1962310__1.1962310	29361__B6FVU9__CLONEX_04296
ERR1912976.1962393__1.1962393	246787__A0A3D6B2C7__BcellWH2_03259
ERR1912976.1962370__1.1962370	150055__A0A1H9DEJ2__KE3_1937
ERR1912976.1962452__1.1962452	487174__K0WUJ8__DIT83_08050
ERR1912976.1962497__1.1962497	821__A6L0C7__ERS852556_03520
ERR1912976.1962581__1.1962581	360807__C0FQD4__codY
ERR1912976.1962594__1.1962594	360807__A0A0M6X184__ERS852392_03203
ERR1912976.1962642__1.1962642	360807__A0A173T4V2__ROSEINA2194_02477
ERR1912976.1962770__1.1962770	1262824__R6S4J6__BN719_00365
ERR1912976.1963006__1.1963006	487174__K0WXI9__HMPREF9448_02340
ERR1912976.1963040__1.1963040	1720294__U2B100__DWY69_07330
ERR1912976.1963135__1.1963135	39492__D4JR31__EUBSIR_00106
ERR1912976.1963150__1.1963150	820__R9I3Q7__HMPREF1072_01668
ERR1912976.1963355__1.1963355	487174__W0ES49__HMPREF9448_00709
ERR1912976.1963402__1.1963402	10868__GeneID:1261859
ERR1912976.1963434__1.1963434	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.1963463__1.1963463	33038__A0A2N5PRF0__CDL25_01605
ERR1912976.1963661__1.1963661	1550024__A0A0W7TTP8__TQ39_06385
ERR1912976.1963669__1.1963669	28116__A0A3E5HUC8__DHW41_21025
ERR1912976.1963638__1.1963638	33038__A0A3E4K696__HMPREF1201_01836
ERR1912976.1963851__1.1963851	33038__A7AYC4__CDL21_13075
ERR1912976.1963900__1.1963900	33038__A0A2N5Q375__RUMGNA_00645
ERR1912976.1964004__1.1964004	239935__R7E524__CXT91_06180
ERR1912976.1963987__1.1963987	39492__D4JQS7__ERS852540_01645
ERR1912976.1964196__1.1964196	33038__A7AZT7__RUMGNA_00811
ERR1912976.1964338__1.1964338	33038__A0A2N5NXH5__CDL27_14300
ERR1912976.1964379__1.1964379	165179__A0A3E5ED28__PREVCOP_06655
ERR1912976.1964407__1.1964407	33038__A0A396G7U5__CDL21_03845
ERR1912976.1964514__1.1964514	329854__R5MCT6__BACINT_04189
ERR1912976.1964515__1.1964515	33038__A0A2N5NXH5__CDL27_14300
ERR1912976.1964653__1.1964653	821__A0A174NM17__lacZ_6
ERR1912976.1964600__1.1964600	33038__F7JZ41__CCY17_00135
ERR1912976.1964670__1.1964670	357276__B6W1J2__BACDOR_03380
ERR1912976.1964712__1.1964712	360807__A0A174C9G9__ERS852392_02115
ERR1912976.1964738__1.1964738	1262911__R6GTZ4__BN557_01440
ERR1912976.1964781__1.1964781	28052__A0A174GFL5__ERS852451_00478
ERR1912976.1964784__1.1964784	384639__GCA_003096855.1_01191
ERR1912976.1964799__1.1964799	106588__A6NUL8__BACCAP_01900
