ERR1913297.53__1.53	820__A0A139K5A6__DXB48_12175
ERR1913297.526329__1.526329	39492__D4JRR5__ERS852540_02089
ERR1913297.526412__1.526412	820__A0A139KA34__B5G17_05520
ERR1913297.526451__1.526451	357276__I9FRW5__B5F95_21685
ERR1913297.526513__1.526513	853__A0A3E2V168__FAEPRAM212_00929
ERR1913297.526480__1.526480	166486__D4KU79__ROSINTL182_06970
ERR1913297.526486__1.526486	39491__A0A396FEV5__EUR_24750
ERR1913297.526595__1.526595	649756__A0A173SZT1__ftsW_3
ERR1913297.526635__1.526635	47678__A5ZJ80__BACCAC_02965
ERR1913297.526774__1.526774	39492__D4JUD7__EUBSIR_01877
ERR1913297.526784__1.526784	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913297.526944__1.526944	39492__D4JQL8__ywpJ
ERR1913297.526907__1.526907	28111__E5WVG5__pspE
ERR1913297.526978__1.526978	39485__C4Z685__EUBELI_20332
ERR1913297.527032__1.527032	39492__D4JWI6__EUBSIR_01073
ERR1913297.527058__1.527058	39492__D4JRV7__EUBSIR_01513
ERR1913297.527167__1.527167	357276__I8VN48__ABI39_07855
ERR1913297.527193__1.527193	820__A0A174B4N2__M093_2531
ERR1913297.527381__1.527381	1150298__A0A174I2L4__ERS852535_01377
ERR1913297.527385__1.527385	706562__GCA_900112995.1_01625
ERR1913297.527492__1.527492	1099853__G9S0M0__NSB1T_05160
ERR1913297.527585__1.527585	28052__A0A174KGM3__ERS852451_01819
ERR1913297.527655__1.527655	820__A0A3E4G493__ERS417307_00253
ERR1913297.527660__1.527660	357276__A0A076INK2__BSEG_04225
ERR1913297.527740__1.527740	39492__D4MMN2__EUBSIR_00964
ERR1913297.527766__1.527766	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913297.527810__1.527810	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913297.527821__1.527821	39492__A0A174ZL16__EUBSIR_01269
ERR1913297.527995__1.527995	39492__D4JVN3__spsA
ERR1913297.527951__1.527951	39492__D4JWD3__EUBSIR_00151
ERR1913297.528076__1.528076	166486__A0A173RAP7__ROSINTL182_07969
ERR1913297.528078__1.528078	39492__A0A174ZP27__EUBSIR_00033
ERR1913297.528136__1.528136	853__A0A3E2U7E6__ERS852582_01640
ERR1913297.528221__1.528221	39491__A0A174LTW7__DXD13_08720
ERR1913297.528262__1.528262	357276__A0A076IKP2__HMPREF1063_00218
ERR1913297.528324__1.528324	39491__A0A395UZZ5__htpG_1
ERR1913297.528417__1.528417	357276__I9QDB8__B5F95_08105
ERR1913297.528427__1.528427	823__K6AS99__ERS852429_01856
ERR1913297.528428__1.528428	39491__A0A395UWA3__DXB69_11805
ERR1913297.528448__1.528448	1150298__A0A174PXR1__ERS852406_02747
ERR1913297.528487__1.528487	39492__D4JT68__spoIIIE
ERR1913297.528666__1.528666	28052__R7N8I1__pimB_4
ERR1913297.528601__1.528601	39491__A0A396FMT0__EUBREC_3020
ERR1913297.528703__1.528703	166486__D4KYB5__mcp3_2
ERR1913297.528886__1.528886	204516__U6RPN2__HMPREF1534_00368
ERR1913297.528949__1.528949	357276__I9QWD4__DXD47_15075
ERR1913297.529067__1.529067	39491__A0A395ZDC6__addB
ERR1913297.529120__1.529120	820__A7V092__hldE
ERR1913297.529124__1.529124	357276__A0A076IXE0__HMPREF1064_04364
ERR1913297.529183__1.529183	853__A0A173XRA8__CGS56_09290
ERR1913297.529218__1.529218	39492__A0A174Z2N0__EUBSIR_01615
ERR1913297.529231__1.529231	28117__R7JJM9__ALIPUT_00662
ERR1913297.529347__1.529347	166486__D4KVI9__comEA
ERR1913297.529318__1.529318	28052__A0A174KGM3__ERS852451_01819
ERR1913297.529394__1.529394	28052__A0A174M9U3__ERS852451_02548
ERR1913297.529395__1.529395	1099853__G9S6N8__NSB1T_13280
ERR1913297.529456__1.529456	820__A0A3E4HWJ4__DXD40_05945
ERR1913297.529436__1.529436	39492__D4JTJ1__EUBSIR_01453
ERR1913297.529449__1.529449	39491__A0A173VH71__ERS852497_01827
ERR1913297.529529__1.529529	853__A0A174C5M1__CGS58_04460
ERR1913297.529532__1.529532	28052__R7NB18__tcrY_2
ERR1913297.529648__1.529648	820__A0A173YYG4__evgS_3
ERR1913297.529796__1.529796	357276__U6R8F9__DXD47_04035
ERR1913297.529827__1.529827	39491__C4ZC33__DXC13_11585
ERR1913297.529964__1.529964	40518__R5DWP7__ansA
ERR1913297.529984__1.529984	239935__A0A2N8HUU6__CXT90_06150
ERR1913297.530068__1.530068	39492__D4JU81__xseA
ERR1913297.530050__1.530050	39492__D4JQX3__EUBSIR_01310
ERR1913297.530111__1.530111	39491__A0A395ZG74__licR
ERR1913297.530180__1.530180	39492__D4JVC7__yfgF
ERR1913297.530222__1.530222	820__A7UYX8__DXD40_11635
ERR1913297.530349__1.530349	39485__A0A174Z851__cdaR_1
ERR1913297.530447__1.530447	39485__C4Z5L9__ERS852490_00668
ERR1913297.530457__1.530457	28111__E5WZR2__HMPREF1016_02168
ERR1913297.530514__1.530514	28116__A7M344__BACOV975_04644
ERR1913297.530598__1.530598	39485__A0A175A273__plsX_2
ERR1913297.530742__1.530742	1262743__R5C054__BN727_01980
ERR1913297.530732__1.530732	820__A0A3E4FWC8__DXC91_14635
ERR1913297.530913__1.530913	1150298__A0A174APS6__kinA
ERR1913297.530989__1.530989	166486__D4L2T9__lytM
ERR1913297.531127__1.531127	166486__D4L2Y9__ROSINTL182_06221
ERR1913297.531406__1.531406	301302__A0A173UN42__lytR_3
ERR1913297.531459__1.531459	853__A0A173YYY4__DWZ04_09420
ERR1913297.531470__1.531470	39492__D4JTL0__EUBSIR_01428
ERR1913297.531471__1.531471	820__A0A139K024__B5G17_02060
ERR1913297.531515__1.531515	1625__G2KUI8__BGL38_05765
ERR1913297.531637__1.531637	28116__A0A1G8H1M8__DXF98_11065
ERR1913297.531872__1.531872	166486__D4KRN2__ERS852572_01816
ERR1913297.531875__1.531875	39492__D4JTG7__EUBSIR_00572
ERR1913297.531825__1.531825	28052__A0A174IJM6__cph2_4
ERR1913297.531902__1.531902	820__A0A3E4G3J9__ERS852459_02265
ERR1913297.532010__1.532010	39492__D4JTG7__EUBSIR_00572
ERR1913297.532016__1.532016	39492__D4JRZ7__smc
ERR1913297.532084__1.532084	823__A0A355XJ56__DDY96_07685
ERR1913297.532224__1.532224	357276__A0A0K2HFA1__HMPREF1065_02962
ERR1913297.532264__1.532264	823__A0A355XP97__M092_2525
ERR1913297.532275__1.532275	1262992__R5CXM7__BN795_01016
ERR1913297.532403__1.532403	39491__A0A396FI89__DXD95_01300
ERR1913297.532406__1.532406	820__A0A3E4VZY4__ERS852554_01211
ERR1913297.532447__1.532447	204516__U6RFU0__HMPREF1534_02545
ERR1913297.532538__1.532538	39492__D4JSU6__dacB_3
ERR1913297.532582__1.532582	39492__D4JT75__EUBSIR_01776
ERR1913297.532607__1.532607	820__A0A174B4N2__M093_2531
ERR1913297.532691__1.532691	39492__D4JSS2__EUBSIR_00553
ERR1913297.532775__1.532775	1262743__R5C7B5__BN727_00586
ERR1913297.532836__1.532836	39491__A0A395UYA6__EUBREC_0408
ERR1913297.532895__1.532895	39492__D4JU79__EUBSIR_01975
ERR1913297.532903__1.532903	47678__R5U558__ERS852558_02232
ERR1913297.532979__1.532979	39492__D4JR08__ERS852540_02467
ERR1913297.533055__1.533055	28052__A0A174KNE1__ptsI_2
ERR1913297.533098__1.533098	820__A0A174TRB5__DXD40_11305
ERR1913297.533148__1.533148	39492__D4JX40__EUBSIR_00020
ERR1913297.533213__1.533213	39492__D4JTG7__EUBSIR_00572
ERR1913297.533223__1.533223	39491__D6E555__DXB99_06765
ERR1913297.533239__1.533239	357276__A0A076IYE6__IY41_04275
ERR1913297.533242__1.533242	39491__C4ZAT2__ERE_28440
ERR1913297.533305__1.533305	39492__R6RYB8__ERS852540_00322
ERR1913297.533416__1.533416	338188__K5CK57__ERS852397_02236
ERR1913297.533394__1.533394	820__A0A139K5A6__DXB48_12175
ERR1913297.533401__1.533401	820__A0A3E4W4Y7__B5G17_02055
ERR1913297.533519__1.533519	239935__R6JAS2__CXU02_10725
ERR1913297.533581__1.533581	28116__D4WPD7__HMPREF1069_02183
ERR1913297.533617__1.533617	39492__D4JW10__pppA
ERR1913297.533682__1.533682	47678__R5UAY9__DW706_07200
ERR1913297.533807__1.533807	1262911__R6GZX7__BN557_00838
ERR1913297.534141__1.534141	418240__T5LWD7__ERS852478_00191
ERR1913297.534195__1.534195	823__D0T9E4__DHW69_09115
ERR1913297.534327__1.534327	820__R9HXK9__DXB62_08265
ERR1913297.534335__1.534335	820__A7V092__hldE
ERR1913297.534459__1.534459	39492__D4JTH4__ERS852540_00702
ERR1913297.534506__1.534506	39491__D4JMW8__ERS852497_01971
ERR1913297.534641__1.534641	39492__D4JQS6__ykoD
ERR1913297.534791__1.534791	820__R9HP61__DXC91_01090
ERR1913297.534897__1.534897	39492__D4JT67__EUBSIR_01784
ERR1913297.534932__1.534932	28052__A0A174I2V6__ERS852499_00643
ERR1913297.534942__1.534942	820__A0A3E4G3J9__ERS852459_02265
ERR1913297.534959__1.534959	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913297.534965__1.534965	39492__D4JQU6__ERS852540_02194
ERR1913297.535015__1.535015	39492__B0MM26__ERS852540_00640
ERR1913297.535048__1.535048	820__A0A139KJ23__celCCA
ERR1913297.535052__1.535052	357276__I8WPR6__EL88_06675
ERR1913297.535057__1.535057	820__A0A3E4WCC2__lptB_1
ERR1913297.535125__1.535125	39492__A0A174ZP27__EUBSIR_00033
ERR1913297.535351__1.535351	39492__D4JX50__EUBSIR_00410
ERR1913297.535419__1.535419	820__A0A374QGD2__ERS852421_02382
ERR1913297.535425__1.535425	820__A0A174LJB2__HMPREF1072_04112
ERR1913297.535526__1.535526	357276__A0A0K2HG61__BACDOR_02028
ERR1913297.535527__1.535527	820__A0A3E4WA06__ERS852554_03404
ERR1913297.535609__1.535609	28117__B0MXU0__BHV66_07550
ERR1913297.535744__1.535744	39492__D4JQS6__ykoD
ERR1913297.535745__1.535745	166486__D4KVZ2__cbiT
ERR1913297.535833__1.535833	39492__D4JXA0__ERS852540_02538
ERR1913297.535871__1.535871	301302__A0A173RMN7__ERS852420_00721
ERR1913297.535984__1.535984	39491__A0A395ZF49__DXB69_05290
ERR1913297.535947__1.535947	39492__D4MIK7__EUBSIR_00676
ERR1913297.536049__1.536049	1262915__R6I9M7__BN574_00854
ERR1913297.536154__1.536154	39491__A0A395ZGU6__ERS852417_01456
ERR1913297.536144__1.536144	1262915__R6HCJ7__BN574_00649
ERR1913297.536146__1.536146	39491__C4ZAT2__ERE_28440
ERR1913297.536363__1.536363	39492__D4JRS7__ERS852540_02076
ERR1913297.536393__1.536393	39491__A0A174EQV2__DXB69_10230
ERR1913297.536453__1.536453	39491__A0A395ZBW8__DXC13_08840
ERR1913297.536574__1.536574	39491__A0A396FRE7__EUR_27520
ERR1913297.536557__1.536557	39492__D4MJF3__EUBSIR_02248
ERR1913297.536646__1.536646	28111__E5WUE9__NCTC11155_01729
ERR1913297.536676__1.536676	39492__B0MLV5__EUBSIR_00804
ERR1913297.536718__1.536718	1263006__R6LRF6__BN515_00540
ERR1913297.536756__1.536756	39491__C4Z8S1__DXB76_06750
ERR1913297.536778__1.536778	39492__D4JRV7__EUBSIR_01513
ERR1913297.536867__1.536867	39491__D6DXZ8__DXB72_15035
ERR1913297.536896__1.536896	39491__A0A174A751__DXB69_15525
ERR1913297.536979__1.536979	39492__D4JRX7__EUBSIR_01480
ERR1913297.536913__1.536913	28052__A0A174M373__speA_2
ERR1913297.536917__1.536917	357276__A0A076IXE0__HMPREF1064_04364
ERR1913297.536995__1.536995	291645__I8XPK0__HMPREF1068_01554
ERR1913297.537015__1.537015	821__A0A173XDD3__DXB82_17180
ERR1913297.537041__1.537041	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913297.537155__1.537155	39491__A0A2U2EED4__ERS852580_01584
ERR1913297.537302__1.537302	1262911__R6HHR1__BN557_01622
ERR1913297.537317__1.537317	40518__R5DLU0__fmt
ERR1913297.537419__1.537419	357276__A6L053__ABI39_04450
ERR1913297.537487__1.537487	168384__C6LDD4__BRYFOR_06543
ERR1913297.537629__1.537629	823__A0A174U5E4__BDI_3390
ERR1913297.537774__1.537774	39492__D4JUR4__ERS852540_01427
ERR1913297.537804__1.537804	28111__E5WYC3__NCTC11155_03517
ERR1913297.537866__1.537866	1150298__A0A174SLE6__mlc_1
ERR1913297.537867__1.537867	239935__A0A2N8HHB6__B5G29_11500
ERR1913297.537958__1.537958	821__A0A3E4WAR6__DXD64_10735
ERR1913297.537983__1.537983	39492__D4JU94__ispE
ERR1913297.537994__1.537994	39491__A0A173TAZ5__DXB99_09520
ERR1913297.538034__1.538034	39491__A0A396FMF1__EUR_28700
ERR1913297.538147__1.538147	301302__A0A0M6W9I4__M72_19871
ERR1913297.538161__1.538161	204516__U6RDD8__HMPREF1534_02559
ERR1913297.538171__1.538171	1535__A7VXT7__CLOLEP_03413
ERR1913297.538376__1.538376	39492__D4JUD9__EUBSIR_01875
ERR1913297.538377__1.538377	1262886__R6Q805__BN563_00926
ERR1913297.538450__1.538450	28052__A0A174MLS2__ERS852451_02445
ERR1913297.538460__1.538460	1262886__R6RCC6__BN563_00331
ERR1913297.538493__1.538493	820__R9HUV5__HMPREF2141_02582
ERR1913297.538545__1.538545	39492__D4JRZ7__smc
ERR1913297.538602__1.538602	28052__A0A174P635__ERS852499_02418
ERR1913297.538643__1.538643	820__A0A174A6K0__M093_0079
ERR1913297.538657__1.538657	39492__B0MP07__ERS852540_02083
ERR1913297.538679__1.538679	357276__A0A076IXE0__HMPREF1064_04364
ERR1913297.538737__1.538737	301302__R5USI9__prsA3
ERR1913297.538801__1.538801	39492__D4MIX3__ERS852540_01230
ERR1913297.538949__1.538949	166486__D4KZ04__ERS852572_01569
ERR1913297.539051__1.539051	28052__A0A174KY39__ERS852451_01894
ERR1913297.539179__1.539179	28052__R7N6Q7__rafA
ERR1913297.539220__1.539220	39492__A0A174ZG93__EUBSIR_00254
ERR1913297.539338__1.539338	371601__E5CE41__ERS852396_04351
ERR1913297.539489__1.539489	39492__D4JWD3__EUBSIR_00151
ERR1913297.539484__1.539484	40518__R5DX93__DXD93_03055
ERR1913297.539536__1.539536	357276__A0A076INK2__BSEG_04225
ERR1913297.539543__1.539543	204516__U6RH18__HMPREF1534_01847
ERR1913297.539577__1.539577	39492__D4JTF2__mutS2
ERR1913297.539579__1.539579	39485__C4Z069__EUBELI_00981
ERR1913297.539680__1.539680	39491__A0A173VYV1__DXC13_02710
ERR1913297.539692__1.539692	39492__D4JSS2__EUBSIR_00553
ERR1913297.539735__1.539735	39492__D4JRZ7__smc
ERR1913297.539799__1.539799	28052__R6KXH8__ERS852451_00168
ERR1913297.539935__1.539935	360807__C0FSM3__ROSEINA2194_01739
ERR1913297.540021__1.540021	39491__D6E4H2__DXB99_00485
ERR1913297.540103__1.540103	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913297.540219__1.540219	166486__R6AY46__ROSINTL182_06128
ERR1913297.540356__1.540356	39492__D4JRZ7__smc
ERR1913297.540366__1.540366	1262911__R6H212__BN557_01031
ERR1913297.540389__1.540389	39492__D4JT67__EUBSIR_01784
ERR1913297.540682__1.540682	1150298__A0A174QSP7__ERS852406_03088
ERR1913297.540855__1.540855	39492__B0MNU1__ERS852540_02349
ERR1913297.541159__1.541159	39492__D4JSA4__ERS852540_00596
ERR1913297.541220__1.541220	626929__F3PIZ0__SAMN05444376_2114
ERR1913297.541230__1.541230	39492__B0MM26__ERS852540_00640
ERR1913297.541269__1.541269	39492__D4JVT0__EUBSIR_00059
ERR1913297.541272__1.541272	39492__D4JQU6__ERS852540_02194
ERR1913297.541330__1.541330	853__E2ZGD9__C7J97_11715
ERR1913297.541600__1.541600	39491__A0A174LTW7__DXD13_08720
ERR1913297.541610__1.541610	357276__A0A076IS46__BACDOR_03265
ERR1913297.541698__1.541698	291644__I9TLE2__HMPREF1071_00556
ERR1913297.541772__1.541772	823__A0A173VS36__M091_4727
ERR1913297.541893__1.541893	1262746__R5SS80__BN750_02125
ERR1913297.541973__1.541973	1381__group_451
ERR1913297.542033__1.542033	820__A0A3E4VXP2__yesR
ERR1913297.542110__1.542110	35833__S2KT88__HMPREF0179_05280
ERR1913297.542115__1.542115	556259__E5CG85__BSGG_4458
ERR1913297.542236__1.542236	820__A0A396EUU8__luxQ_3
ERR1913297.542257__1.542257	357276__I9FTR0__HMPREF1065_02861
ERR1913297.542294__1.542294	39492__D4JX50__EUBSIR_00410
ERR1913297.542355__1.542355	820__A0A139K4T0__ERS852510_03146
ERR1913297.542415__1.542415	820__A0A139KJR5__M093_4469
ERR1913297.542367__1.542367	1150298__A0A174BE63__ERS852406_01048
ERR1913297.542504__1.542504	357276__B6W5Q7__DXD47_13945
ERR1913297.542525__1.542525	823__A6LH14__B5F32_11640
ERR1913297.542652__1.542652	820__A0A174TRB5__DXD40_11305
ERR1913297.542660__1.542660	39491__A0A396FP46__cobD_2
ERR1913297.542678__1.542678	39492__D4MJF3__EUBSIR_02248
ERR1913297.542683__1.542683	1262743__R5C7B5__BN727_00586
ERR1913297.542792__1.542792	39491__A0A395ZGU6__ERS852417_01456
ERR1913297.542916__1.542916	291644__R5JAW4__HMPREF1071_01744
ERR1913297.542938__1.542938	39492__D4JRM9__bglB_2
ERR1913297.542939__1.542939	1262886__R6QP39__BN563_00737
ERR1913297.542957__1.542957	39492__D4JU57__EUBSIR_00802
ERR1913297.543084__1.543084	39492__D4MMN2__EUBSIR_00964
ERR1913297.543164__1.543164	166486__D4KJ71__ERS852572_03479
ERR1913297.543199__1.543199	292800__A0A174NR23__ADH75_11365
ERR1913297.543266__1.543266	39492__D4JVG1__ERS852540_00951
ERR1913297.543335__1.543335	39492__D4JX34__ERS852540_00411
ERR1913297.543459__1.543459	39492__D4JSG7__EUBSIR_01006
ERR1913297.543467__1.543467	39491__A0A395ZJZ1__LD38_01870
ERR1913297.543522__1.543522	39491__A0A396FSR4__ERS852580_02287
ERR1913297.543535__1.543535	291644__R5JS80__HMPREF1532_00848
ERR1913297.543681__1.543681	820__A7V092__hldE
ERR1913297.543648__1.543648	357276__A0A076INK2__BSEG_04225
ERR1913297.543716__1.543716	39488__A0A173SCK5__ERS852578_00832
ERR1913297.543816__1.543816	39491__A0A396FIZ8__ERE_20410
ERR1913297.543863__1.543863	239935__A0A2N8IQU3__CXU22_05890
ERR1913297.543938__1.543938	39492__A0A174ZYY6__EUBSIR_02510
ERR1913297.544062__1.544062	39492__D4JX87__EUBSIR_00361
ERR1913297.544120__1.544120	357276__I9QWD4__DXD47_15075
ERR1913297.544140__1.544140	39491__A0A395V5R3__EUBREC_1883
ERR1913297.544145__1.544145	39492__D4JWY5__rpe
ERR1913297.544146__1.544146	166486__D4L082__yicI_5
ERR1913297.544154__1.544154	39491__A0A174K265__DXB76_05915
ERR1913297.544282__1.544282	39491__A0A396FPV7__ERS852580_01177
ERR1913297.544340__1.544340	357276__I9R994__BACDOR_04044
ERR1913297.544419__1.544419	357276__E5UTL1__HMPREF1065_03551
ERR1913297.544474__1.544474	820__A0A3E4WA06__ERS852554_03404
ERR1913297.544489__1.544489	322505__xre_3
ERR1913297.544506__1.544506	39492__D4JUL3__nreC_2
ERR1913297.544511__1.544511	820__A0A3E4VZY4__ERS852554_01211
ERR1913297.544549__1.544549	39492__D4JRV7__EUBSIR_01513
ERR1913297.544586__1.544586	39492__D4JWL2__ERS852540_01201
ERR1913297.544624__1.544624	39492__D4JT90__coaE
ERR1913297.544751__1.544751	823__A0A174EFT7__luxQ_5
ERR1913297.544729__1.544729	39492__D4JWL2__ERS852540_01201
ERR1913297.544901__1.544901	301302__R5VFU2__xynA1
ERR1913297.544913__1.544913	823__D7IV95__DXC05_09565
ERR1913297.545002__1.545002	1262746__R5SS80__BN750_02125
ERR1913297.545107__1.545107	823__D0TGE9__ERS852429_03294
ERR1913297.545215__1.545215	39492__D4JVC7__yfgF
ERR1913297.545224__1.545224	39492__D4JQS6__ykoD
ERR1913297.545253__1.545253	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913297.545323__1.545323	39492__D4JVC7__yfgF
ERR1913297.545373__1.545373	706562__GCA_900112995.1_02238
ERR1913297.545377__1.545377	39491__A0A395ZBW8__DXC13_08840
ERR1913297.545412__1.545412	626929__R5K4I0__B5F24_03615
ERR1913297.545452__1.545452	1262886__R6QMR0__BN563_00320
ERR1913297.545564__1.545564	39492__D4JW10__pppA
ERR1913297.545643__1.545643	357276__B6VT86__IY41_22515
ERR1913297.545775__1.545775	39492__D4JR31__EUBSIR_00106
ERR1913297.546220__1.546220	39492__D4JT68__spoIIIE
ERR1913297.546284__1.546284	166486__D4KNM9__ERS852572_00072
ERR1913297.546304__1.546304	28052__A0A174NCW7__ERS852499_02172
ERR1913297.546334__1.546334	39492__D4JTG7__EUBSIR_00572
ERR1913297.546343__1.546343	649756__B0P3X0__DCR88_11535
ERR1913297.546419__1.546419	823__A0A174KUS4__araC_7
ERR1913297.546427__1.546427	357276__A0A0K2HKT7__B5F95_21090
ERR1913297.546578__1.546578	33025__A0A395JEW1__C8D73_101668
ERR1913297.546563__1.546563	28052__R6JVH3__ERS852499_00454
ERR1913297.546609__1.546609	39491__A0A395UWZ1__DXC13_02175
ERR1913297.546798__1.546798	39492__D4JQU2__EUBSIR_01294
ERR1913297.546881__1.546881	28052__R7N7F2__ERS852499_01211
ERR1913297.546941__1.546941	28052__A0A174NCW7__ERS852499_02172
ERR1913297.546969__1.546969	384639__GCA_003096855.1_00972
ERR1913297.547117__1.547117	39492__D4JWG6__EUBSIR_00253
ERR1913297.547185__1.547185	28052__A0A174PNN9__ERS852451_02058
ERR1913297.547240__1.547240	28117__B0MUB4__BHV66_01895
ERR1913297.547246__1.547246	820__A0A139K5A6__DXB48_12175
ERR1913297.547401__1.547401	40518__R5DU92__DXD93_03170
ERR1913297.547476__1.547476	39491__A0A395ZG74__licR
ERR1913297.547599__1.547599	357276__B6VYT9__HMPREF1063_05030
ERR1913297.547628__1.547628	820__A0A3E4W4Y7__B5G17_02055
ERR1913297.547638__1.547638	357276__D1K3K9__EL88_23995
ERR1913297.547697__1.547697	39491__A0A396FP46__cobD_2
ERR1913297.547717__1.547717	39492__D4JVW2__EUBSIR_02285
ERR1913297.547758__1.547758	239935__A0A139TVJ4__CXT86_02020
ERR1913297.547812__1.547812	39492__D4JV38__EUBSIR_01205
ERR1913297.547910__1.547910	39492__D4JQS7__ERS852540_01645
ERR1913297.547954__1.547954	39492__D4JQL8__ywpJ
ERR1913297.547958__1.547958	39492__D4JWL2__ERS852540_01201
ERR1913297.547978__1.547978	39492__B0MM84__lgt
ERR1913297.548060__1.548060	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913297.548072__1.548072	39491__C4Z9E9__T1815_12341
ERR1913297.548143__1.548143	820__R7E9Z4__DXC68_06065
ERR1913297.548195__1.548195	28117__B0MXX2__ALIPUT_01984
ERR1913297.548251__1.548251	39491__A0A395ZG74__licR
ERR1913297.548405__1.548405	1099853__U5CNF1__NSB1T_01130
ERR1913297.548413__1.548413	39492__D4JV70__EUBSIR_01253
ERR1913297.548601__1.548601	39491__A0A396FRE7__EUR_27520
ERR1913297.548690__1.548690	28116__A0A1Y4PUF8__DXF98_07610
ERR1913297.548695__1.548695	626929__R5JTP9__HMPREF9445_01944
ERR1913297.548777__1.548777	39492__D4JR20__trmD
ERR1913297.548873__1.548873	39492__D4JTI1__EUBSIR_01463
ERR1913297.548896__1.548896	39491__C4ZCH3__EUR_17560
ERR1913297.548923__1.548923	39491__A0A174LTW7__DXD13_08720
ERR1913297.548940__1.548940	853__A8S882__C4N23_07600
ERR1913297.549025__1.549025	384639__GCA_003096855.1_01180
ERR1913297.549079__1.549079	39491__A0A173SH34__EUR_24920
ERR1913297.549084__1.549084	28111__E5WXT0__BACEGG_00796
ERR1913297.549097__1.549097	39492__D4JX34__ERS852540_00411
ERR1913297.549161__1.549161	39492__D4JUJ6__ssuB_2
ERR1913297.549109__1.549109	39492__D4JVC7__yfgF
ERR1913297.549233__1.549233	39492__D4JV86__spoIIE
ERR1913297.549296__1.549296	28052__R7NA42__ERS852451_01495
ERR1913297.549432__1.549432	818__A0A0N7I9M6__Btheta7330_00939
ERR1913297.549448__1.549448	821__A0A3E4WAR6__DXD64_10735
ERR1913297.549581__1.549581	39492__D4JSU6__dacB_3
ERR1913297.549712__1.549712	40518__R5E6K4__RB5AMG_02070
ERR1913297.549768__1.549768	1262743__R5C7B5__BN727_00586
ERR1913297.549847__1.549847	204516__U6RFB2__HMPREF1534_01733
ERR1913297.549859__1.549859	39492__D4MIK7__EUBSIR_00676
ERR1913297.549926__1.549926	239935__A0A2N8I5A2__DEF40_08455
ERR1913297.549965__1.549965	820__A7V9F9__B5G17_14640
ERR1913297.550044__1.550044	357276__I8WBQ9__HMPREF1065_03212
ERR1913297.550139__1.550139	357276__I9FRW5__B5F95_21685
ERR1913297.550172__1.550172	39492__D4JRX7__EUBSIR_01480
ERR1913297.550187__1.550187	166486__C7GAX1__ERS852572_03188
ERR1913297.550242__1.550242	40518__R5DUJ5__DXD83_01635
ERR1913297.550249__1.550249	39492__D4MMN2__EUBSIR_00964
ERR1913297.550304__1.550304	1262743__R5C7D3__BN727_00606
ERR1913297.550329__1.550329	39492__D4JRZ7__smc
ERR1913297.550333__1.550333	39491__C4ZAT2__ERE_28440
