ERR1913043.66__1.66	39491__C4ZF05__vpr
ERR1913043.761331__1.761331	165179__A0A3E5A554__DXB80_13805
ERR1913043.761391__1.761391	165179__A0A3E5EB26__CFT61_02800
ERR1913043.761407__1.761407	39491__A0A395V0H3__ERS852417_01192
ERR1913043.761500__1.761500	216816__B3DQ11__APC1466_1528
ERR1913043.761517__1.761517	165179__A0A229I6N7__DXC61_06720
ERR1913043.761650__1.761650	204516__U6RFB2__HMPREF1534_01733
ERR1913043.761654__1.761654	69974__A0A090FEL8__MPL3365_630008
ERR1913043.761679__1.761679	40518__R5DYU1__DXD86_01160
ERR1913043.761748__1.761748	214856__A0A174ZEF7__mboIIM_1
ERR1913043.761810__1.761810	626933__H1DGX0__HMPREF9449_01506
ERR1913043.761836__1.761836	69974__A0A090FEL8__MPL3365_630008
ERR1913043.761861__1.761861	39485__C4Z2S3__EUBELI_00292
ERR1913043.761984__1.761984	40518__R5DR72__RBL236_02110
ERR1913043.762001__1.762001	1262924__R7HQ14__BN585_00419
ERR1913043.762008__1.762008	28118__F9ZAK8__NCTC10826_02458
ERR1913043.762093__1.762093	69974__A0A090FEL8__MPL3365_630008
ERR1913043.762065__1.762065	28117__R7JIJ8__BHV66_01635
ERR1913043.762191__1.762191	69974__A0A090FEL8__MPL3365_630008
ERR1913043.762194__1.762194	39485__A0A174ZNZ2__ERS852492_02345
ERR1913043.762224__1.762224	310298__B3JNH3__BACCOP_03486
ERR1913043.762253__1.762253	1262929__R6EYU3__BN691_00676
ERR1913043.762363__1.762363	165179__A0A3E5AGH1__DXB80_05820
ERR1913043.762379__1.762379	1302__A8AVM2__NCTC3165_00504
ERR1913043.762468__1.762468	1263107__GCA_000436995.1_00070
ERR1913043.762637__1.762637	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913043.762645__1.762645	165179__A0A229I7F5__DXB80_02650
ERR1913043.762708__1.762708	1262924__R7HSM4__BN585_00913
ERR1913043.762769__1.762769	69974__A0A090FEL8__MPL3365_630008
ERR1913043.762872__1.762872	1262924__R7HNT3__BN585_00018
ERR1913043.762936__1.762936	853__A0A173YYY4__DWZ04_09420
ERR1913043.763019__1.763019	853__A0A2A7B9I6__DW855_13690
ERR1913043.763132__1.763132	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913043.763113__1.763113	39491__R6TNE2__LD38_07270
ERR1913043.763211__1.763211	310298__B3JEE8__BACCOP_00239
ERR1913043.763365__1.763365	1262743__R5C3A8__BN727_00457
ERR1913043.763373__1.763373	2293125__A0A374CIC9__DW917_02045
ERR1913043.763507__1.763507	1680__A0A3E4SB79__BAD_1517
ERR1913043.763524__1.763524	204516__U6RG10__HMPREF1534_02094
ERR1913043.763530__1.763530	39485__A0A174YMC1__recN
ERR1913043.763671__1.763671	204516__U6RDD8__HMPREF1534_02559
ERR1913043.763682__1.763682	821__A0A396F1N0__M099_1553
ERR1913043.763796__1.763796	165179__A0A229I7F5__DXB80_02650
ERR1913043.763877__1.763877	1262924__R7HL71__BN585_01341
ERR1913043.763885__1.763885	39485__C4Z5L9__ERS852490_00668
ERR1913043.763928__1.763928	1735__B7CD72__EUBIFOR_02151
ERR1913043.763987__1.763987	820__A0A3E4W7J3__DXC07_00330
ERR1913043.764015__1.764015	626933__H1DGX0__HMPREF9449_01506
ERR1913043.764024__1.764024	69974__A0A090FEL8__MPL3365_630008
ERR1913043.764030__1.764030	28117__B0MU76__ALIPUT_00202
ERR1913043.764124__1.764124	410072__A0A173ZG02__ERS852574_01061
ERR1913043.764130__1.764130	165179__A0A3E5E8N5__DXC61_13460
ERR1913043.764150__1.764150	1262924__R7HPU8__BN585_00010
ERR1913043.764244__1.764244	820__A0A3E4FWC8__DXC91_14635
ERR1913043.764261__1.764261	39485__C4Z028__ERS852492_00100
ERR1913043.764303__1.764303	204516__U6RR05__HMPREF1534_00736
ERR1913043.764356__1.764356	1262911__R6H1P0__BN557_00940
ERR1913043.764465__1.764465	626933__H1DGX0__HMPREF9449_01506
ERR1913043.764609__1.764609	165179__A0A3E5AAM8__DXB80_10240
ERR1913043.764781__1.764781	100884__E7G626__DXB26_02605
ERR1913043.764848__1.764848	28117__B0MY40__BHV66_05170
ERR1913043.764877__1.764877	40518__R5DS23__DXD86_01715
ERR1913043.764880__1.764880	1262924__R7HTK4__BN585_00496
ERR1913043.765133__1.765133	69974__A0A090FEL8__MPL3365_630008
ERR1913043.765159__1.765159	39485__A0A174YTF8__EUBELI_20448
ERR1913043.765210__1.765210	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913043.765225__1.765225	39491__C4ZCH3__EUR_17560
ERR1913043.765236__1.765236	28116__A7M019__HMPREF1070_01109
ERR1913043.765238__1.765238	1160721__A0A1C6DCM8__RBI_I01997
ERR1913043.765335__1.765335	853__D4JY61__C4N21_10560
ERR1913043.765400__1.765400	1262924__R7HQD9__BN585_00129
ERR1913043.765446__1.765446	69974__A0A090FEL8__MPL3365_630008
ERR1913043.765504__1.765504	204516__U6R921__HMPREF1534_03932
ERR1913043.765663__1.765663	626933__H1DGX0__HMPREF9449_01506
ERR1913043.765709__1.765709	69974__A0A090FEL8__MPL3365_630008
ERR1913043.765737__1.765737	69974__A0A090FEL8__MPL3365_630008
ERR1913043.765804__1.765804	165179__A0A229I4J4__proA
ERR1913043.765920__1.765920	28116__E5C3L0__B5F02_21065
ERR1913043.765948__1.765948	165179__A0A3E5E4T9__DXB80_08030
ERR1913043.765988__1.765988	820__A0A174GYA8__DXB64_07370
ERR1913043.765959__1.765959	360807__A0A173VUT6__RIL183_10071
ERR1913043.766019__1.766019	69974__A0A090FEL8__MPL3365_630008
ERR1913043.766121__1.766121	371601__I9UPW7__BN890_25900
ERR1913043.766178__1.766178	853__A0A329UEG4__CHR60_00585
ERR1913043.766240__1.766240	39491__A0A396FRE7__EUR_27520
ERR1913043.766360__1.766360	310298__B3JK99__BACCOP_02328
ERR1913043.766364__1.766364	1501392__A0A0B2JMG8__PU94_07475
ERR1913043.766380__1.766380	357276__A0A076IS46__BACDOR_03265
ERR1913043.766454__1.766454	165179__A0A3E5A554__DXB80_13805
ERR1913043.766455__1.766455	310298__B3JMZ2__BACCOP_03297
ERR1913043.766565__1.766565	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913043.766693__1.766693	1263107__GCA_000436995.1_00137
ERR1913043.766758__1.766758	310298__B3JNG7__BACCOP_03480
ERR1913043.766799__1.766799	310298__B3JMG0__BACCOP_03099
ERR1913043.766808__1.766808	39491__A0A396FPV7__ERS852580_01177
ERR1913043.766953__1.766953	204516__U6R7Y8__HMPREF1534_03942
ERR1913043.766984__1.766984	165179__A0A229I1J2__DXB80_03950
ERR1913043.767019__1.767019	69974__A0A090FEL8__MPL3365_630008
ERR1913043.767082__1.767082	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913043.767173__1.767173	165179__A0A3E5EAM5__DXC61_07785
ERR1913043.767380__1.767380	39492__D4JU49__ERS852540_00175
ERR1913043.767496__1.767496	40518__R5DX31__DXD86_09775
ERR1913043.767577__1.767577	820__A0A174DZ97__SAMN05444418_101240
ERR1913043.767602__1.767602	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913043.767633__1.767633	47678__A5ZBL9__C5Z00_18710
ERR1913043.767905__1.767905	69974__A0A090FEL8__MPL3365_630008
ERR1913043.767973__1.767973	1262924__R7HQD9__BN585_00129
ERR1913043.768015__1.768015	410072__C0B8P8__ERS852525_00683
ERR1913043.768093__1.768093	39491__A0A396FBR6__DXC13_08575
ERR1913043.768224__1.768224	376805__F0R8H8__Bacsa_0435
ERR1913043.768199__1.768199	310298__B3JNG7__BACCOP_03480
ERR1913043.768326__1.768326	204516__U6R9V8__HMPREF1534_03108
ERR1913043.768382__1.768382	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.768385__1.768385	310298__B3JQR0__BACCOP_04272
ERR1913043.768414__1.768414	39491__A0A395ZBW8__DXC13_08840
ERR1913043.768502__1.768502	69974__A0A090FEL8__MPL3365_630008
ERR1913043.768549__1.768549	39485__A0A174ZBK4__ERS852490_01585
ERR1913043.768607__1.768607	1262924__R7HUJ5__BN585_00830
ERR1913043.768571__1.768571	69974__A0A090FEL8__MPL3365_630008
ERR1913043.768717__1.768717	165179__A0A3E5E8N5__DXC61_13460
ERR1913043.768720__1.768720	1262924__R7HQ14__BN585_00419
ERR1913043.768800__1.768800	384639__GCA_003096855.1_00971
ERR1913043.768961__1.768961	556259__I0PXW0__BSGG_5187
ERR1913043.769004__1.769004	487173__H1D187__HMPREF9453_01375
ERR1913043.769031__1.769031	410072__C0BC88__DXD67_11180
ERR1913043.769101__1.769101	820__A0A139JY23__B5G17_06330
ERR1913043.769157__1.769157	39485__A0A174Z9M2__yhbU_1
ERR1913043.769213__1.769213	310298__B3JMG0__BACCOP_03099
ERR1913043.769245__1.769245	39491__A0A395V5R3__EUBREC_1883
ERR1913043.769269__1.769269	69974__A0A090FEL8__MPL3365_630008
ERR1913043.769427__1.769427	853__D4KAK8__C4N21_13380
ERR1913043.769428__1.769428	69974__A0A090FEL8__MPL3365_630008
ERR1913043.769499__1.769499	39491__A0A174K9A3__DXB69_07785
ERR1913043.769503__1.769503	853__D4K7X0__DW905_09540
ERR1913043.769542__1.769542	1735__B7CAW8__EUBIFOR_01339
ERR1913043.769545__1.769545	310298__B3JNG7__BACCOP_03480
ERR1913043.769558__1.769558	39485__A0A174YKY3__EUBELI_00877
ERR1913043.769561__1.769561	28117__B0MUR5__BHV66_03900
ERR1913043.769577__1.769577	310298__B3JNH3__BACCOP_03486
ERR1913043.769606__1.769606	487174__K0XES7__HMPREF9448_00566
ERR1913043.769697__1.769697	165179__A0A229I4J4__proA
ERR1913043.769679__1.769679	165179__A0A3E5AFJ9__CFT61_15180
ERR1913043.769781__1.769781	39485__A0A174Z851__cdaR_1
ERR1913043.769945__1.769945	69974__A0A090FEL8__MPL3365_630008
ERR1913043.769988__1.769988	1262924__R7HTA4__BN585_00391
ERR1913043.770164__1.770164	487173__H1D082__HMPREF9453_01020
ERR1913043.770180__1.770180	28117__B0MZ50__ALIPUT_02424
ERR1913043.770242__1.770242	39485__A0A174Z2N7__EUBELI_02062
ERR1913043.770264__1.770264	204516__U6RJY4__HMPREF1534_01494
ERR1913043.770269__1.770269	1680__A1A132__B0703_0684
ERR1913043.770352__1.770352	40518__R5DU52__RB5AMG_02245
ERR1913043.770398__1.770398	69974__A0A090FEL8__MPL3365_630008
ERR1913043.770416__1.770416	39491__A0A395ZJZ1__LD38_01870
ERR1913043.770440__1.770440	204516__U6RFU0__HMPREF1534_02545
ERR1913043.770539__1.770539	69974__A0A090FEL8__MPL3365_630008
ERR1913043.770579__1.770579	853__A0A2A7B9I6__DW855_13690
ERR1913043.770722__1.770722	487173__H1D1M0__HMPREF9453_01508
ERR1913043.770870__1.770870	626933__H1DGX0__HMPREF9449_01506
ERR1913043.770901__1.770901	47678__R5UUQ0__C5Z00_15605
ERR1913043.770924__1.770924	216816__C2GTV6__AS143_01355
ERR1913043.771080__1.771080	69974__A0A090FEL8__MPL3365_630008
ERR1913043.771088__1.771088	39488__C0F0P8__EUBHAL_03272
ERR1913043.771200__1.771200	39485__A0A174YVS4__EUBELI_00620
ERR1913043.771204__1.771204	1796613__A0A1C7GYD6__A4V03_03700
ERR1913043.771222__1.771222	651822__GCA_000210715.1_00753
ERR1913043.771240__1.771240	165179__A0A3E5A554__DXB80_13805
ERR1913043.771326__1.771326	69974__A0A090FEL8__MPL3365_630008
ERR1913043.771394__1.771394	1262924__R7HNL2__BN585_01068
ERR1913043.771484__1.771484	69974__A0A090FEL8__MPL3365_630008
ERR1913043.771518__1.771518	1262924__R7HMF7__BN585_01507
ERR1913043.771658__1.771658	820__A0A374Q351__DXD40_05850
ERR1913043.771902__1.771902	74426__purL
ERR1913043.772148__1.772148	165179__A0A3E5EA43__DXC61_07775
ERR1913043.772315__1.772315	371601__F7LYR1__DXD03_13150
ERR1913043.772373__1.772373	310298__B3JK97__BACCOP_02326
ERR1913043.772561__1.772561	28117__R7JIY2__BHV66_06465
ERR1913043.772654__1.772654	1262924__R7HPG6__BN585_00099
ERR1913043.772665__1.772665	69974__A0A090FEL8__MPL3365_630008
ERR1913043.772724__1.772724	1160721__W0U532__RBI_I00944
ERR1913043.772733__1.772733	487173__H1D3F9__HMPREF9453_02142
ERR1913043.772737__1.772737	1262924__R7HKX0__BN585_01279
ERR1913043.772760__1.772760	69974__A0A090FEL8__MPL3365_630008
ERR1913043.772872__1.772872	371601__A0A0J9FJQ6__HMPREF1074_04066
ERR1913043.773125__1.773125	69974__A0A090FEL8__MPL3365_630008
ERR1913043.773196__1.773196	820__A0A174CG08__DXB62_13215
ERR1913043.773227__1.773227	165179__D1PGU8__PREVCOP_06463
ERR1913043.773274__1.773274	69974__A0A090FEL8__MPL3365_630008
ERR1913043.773451__1.773451	28117__B0MTW8__ALIPUT_00502
ERR1913043.773516__1.773516	39491__A0A396FFW0__ERE_10580
ERR1913043.773536__1.773536	310298__B3JMG0__BACCOP_03099
ERR1913043.773596__1.773596	69974__A0A090FEL8__MPL3365_630008
ERR1913043.773650__1.773650	818__A0A1H7S810__BJP75_003270
ERR1913043.773955__1.773955	28117__R7JIJ8__BHV66_01635
ERR1913043.773958__1.773958	823__A6LC27__DXB14_11470
ERR1913043.773961__1.773961	1262911__R6GKS1__BN557_00184
ERR1913043.774003__1.774003	1501392__A0A0B2JKG8__PU94_04780
ERR1913043.774131__1.774131	165179__A0A229I443__DXB80_10950
ERR1913043.774185__1.774185	310297__B5D370__DXC17_06570
ERR1913043.774188__1.774188	147206__GCF_000156215.1_01777
ERR1913043.774190__1.774190	216816__B7GQM4__BLIC_f01073
ERR1913043.774288__1.774288	1262911__R6GPM2__BN557_00937
ERR1913043.774457__1.774457	165179__A0A3E5EA43__DXC61_07775
ERR1913043.774519__1.774519	853__A0A174BA00__DW905_01145
ERR1913043.774535__1.774535	1796652__ltrA_3
ERR1913043.774541__1.774541	820__A0A3E4W4Y7__B5G17_02055
ERR1913043.774760__1.774760	1262924__R7HMZ0__BN585_01986
ERR1913043.774878__1.774878	165179__A0A3E5ED28__PREVCOP_06655
ERR1913043.774923__1.774923	1262948__R7E9L8__BN671_01965
ERR1913043.775260__1.775260	69974__A0A090FEL8__MPL3365_630008
ERR1913043.775300__1.775300	165179__D1PGU8__PREVCOP_06463
ERR1913043.775306__1.775306	69974__A0A090FEL8__MPL3365_630008
ERR1913043.775395__1.775395	69974__A0A090FEL8__MPL3365_630008
ERR1913043.775455__1.775455	165179__A0A3E5A5E5__DXC61_13965
ERR1913043.775493__1.775493	165179__A0A3E5AHY4__CFT61_07675
ERR1913043.775579__1.775579	40518__R5E550__aroK
ERR1913043.775623__1.775623	165179__D1PHD6__DXC61_03380
ERR1913043.775749__1.775749	820__R9I2U8__DXC68_09590
ERR1913043.775900__1.775900	40518__R5DYU1__DXD86_01160
ERR1913043.775939__1.775939	301302__A0A0M6WWE7__ERS852420_01309
ERR1913043.775959__1.775959	116085__D4J7I3__DW747_10245
ERR1913043.775984__1.775984	1262924__R7HMN2__BN585_01573
ERR1913043.775996__1.775996	28117__R7JIJ8__BHV66_01635
ERR1913043.776032__1.776032	1965604__A0A1Y4ETM2__B5F54_06560
ERR1913043.776035__1.776035	1262924__R7HQB7__BN585_02057
ERR1913043.776037__1.776037	204516__U6RN30__HMPREF1534_00370
ERR1913043.776070__1.776070	69974__A0A090FEL8__MPL3365_630008
ERR1913043.776138__1.776138	39491__C4Z875__T1815_09771
ERR1913043.776153__1.776153	853__A0A173TAZ8__DWZ46_14590
ERR1913043.776343__1.776343	39485__A0A174ZPH7__ERS852490_01992
ERR1913043.776345__1.776345	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913043.776420__1.776420	310298__B3JK49__BACCOP_02273
ERR1913043.776501__1.776501	69974__A0A090FEL8__MPL3365_630008
ERR1913043.776576__1.776576	29347__B0NJX6__CLOSCI_03817
ERR1913043.776630__1.776630	706562__GCA_900112995.1_01884
ERR1913043.776643__1.776643	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.776734__1.776734	165179__A0A3E5EA43__DXC61_07775
ERR1913043.776821__1.776821	204516__U6RH18__HMPREF1534_01847
ERR1913043.776903__1.776903	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.776963__1.776963	69974__A0A090FEL8__MPL3365_630008
ERR1913043.776979__1.776979	820__A0A3E4VZF8__C801_00319
ERR1913043.777053__1.777053	165179__A0A3E5EB26__CFT61_02800
ERR1913043.777108__1.777108	40518__R5DY98__mepA_5
ERR1913043.777145__1.777145	35833__E5Y1J0__HMPREF0179_00049
ERR1913043.777165__1.777165	165179__A0A3E5A554__DXB80_13805
ERR1913043.777175__1.777175	40518__R5DMZ0__DXD83_05610
ERR1913043.777421__1.777421	626933__H1DGX0__HMPREF9449_01506
ERR1913043.777436__1.777436	1262924__R7HQX0__BN585_00307
ERR1913043.777486__1.777486	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.777617__1.777617	820__A0A1T4IY71__HMPREF2141_02402
ERR1913043.777721__1.777721	39491__A0A396FIZ8__ERE_20410
ERR1913043.777736__1.777736	820__R9I3N4__M093_0061
ERR1913043.777959__1.777959	261299__B0ACR6__senX3
ERR1913043.777999__1.777999	165179__A0A174IPI3__CFT61_10940
ERR1913043.778156__1.778156	410072__A0A3E4GQ67__sigV_1
ERR1913043.778211__1.778211	165179__A0A3E4SID1__DXB80_01945
ERR1913043.778476__1.778476	33039__A0A3D0EY88__ERS852390_03120
ERR1913043.778496__1.778496	39485__A0A175A2T1__EUBELI_02034
ERR1913043.778605__1.778605	1343__E8KX07__DXC09_05210
ERR1913043.778606__1.778606	1343__E8KX07__DXC09_05210
ERR1913043.778843__1.778843	165179__A0A3E5E189__PREVCOP_06699
ERR1913043.778892__1.778892	371601__D7K8P3__SAMN05216250_10395
ERR1913043.778995__1.778995	39485__C4Z1Y6__EUBELI_00140
ERR1913043.779026__1.779026	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913043.779140__1.779140	69974__A0A090FEL8__MPL3365_630008
ERR1913043.779151__1.779151	1262924__R7HKZ9__BN585_01304
ERR1913043.779369__1.779369	28118__F9ZC62__DF785_13495
ERR1913043.779420__1.779420	165179__A0A229I3Z6__PREVCOP_03666
ERR1913043.779421__1.779421	69974__A0A090FEL8__MPL3365_630008
ERR1913043.779538__1.779538	39492__B0MPL6__EUBSIR_01779
ERR1913043.779520__1.779520	40518__R5DY98__mepA_5
ERR1913043.779606__1.779606	28118__R6FI30__NCTC10826_00479
ERR1913043.779584__1.779584	69974__A0A090FEL8__MPL3365_630008
ERR1913043.779717__1.779717	40518__R5E6K4__RB5AMG_02070
ERR1913043.779864__1.779864	310298__B3JLT9__BACCOP_02886
ERR1913043.779866__1.779866	39485__A0A174YSS6__trxB_2
ERR1913043.779941__1.779941	69974__A0A090FEL8__MPL3365_630008
ERR1913043.780012__1.780012	487173__H1CYC1__HMPREF9453_00359
ERR1913043.780016__1.780016	39485__C4Z355__ERS852490_01971
ERR1913043.780090__1.780090	310298__B3JPY4__BACCOP_04016
ERR1913043.780154__1.780154	69974__A0A090FEL8__MPL3365_630008
ERR1913043.780221__1.780221	165179__A0A3E5E8M8__DXB80_11580
ERR1913043.780379__1.780379	818__A0A0P0F2P7__BT_1771
ERR1913043.780407__1.780407	39485__A0A175A403__EUBELI_20577
ERR1913043.780435__1.780435	69974__A0A090FEL8__MPL3365_630008
ERR1913043.780531__1.780531	853__A0A2A7B9I6__DW855_13690
ERR1913043.780543__1.780543	40518__R5DY98__mepA_5
ERR1913043.780639__1.780639	165179__A0A3E5AFJ9__CFT61_15180
ERR1913043.780654__1.780654	69974__A0A090FEL8__MPL3365_630008
ERR1913043.780770__1.780770	310298__B3JNH4__BACCOP_03487
ERR1913043.780783__1.780783	649756__B0NZZ8__DO83_09740
ERR1913043.780829__1.780829	69974__A0A090FEL8__MPL3365_630008
ERR1913043.780858__1.780858	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913043.780895__1.780895	39488__A0A174B7Y0__ERS852450_00913
ERR1913043.780924__1.780924	28117__B0MWX3__BHV66_03010
ERR1913043.780935__1.780935	40518__R5E5W1__RBL263_01034
ERR1913043.781084__1.781084	820__A0A374Q854__HMPREF1073_03281
ERR1913043.781129__1.781129	28117__B0MT73__ALIPUT_00412
ERR1913043.781145__1.781145	626933__H1DGX0__HMPREF9449_01506
ERR1913043.781157__1.781157	28117__B0MST8__ALIPUT_00310
ERR1913043.781200__1.781200	69974__A0A090FEL8__MPL3365_630008
ERR1913043.781212__1.781212	69974__A0A090FEL8__MPL3365_630008
ERR1913043.781272__1.781272	28117__B0MTI4__ALIPUT_00084
ERR1913043.781309__1.781309	204516__U6RGN8__HMPREF1534_01465
ERR1913043.781328__1.781328	165179__A0A3E5AAM8__DXB80_10240
ERR1913043.781428__1.781428	853__A0A2A7B9I6__DW855_13690
ERR1913043.781465__1.781465	39491__A0A395ZHW3__ERS852417_01359
ERR1913043.781487__1.781487	39491__C4Z9D4__DXD95_00055
ERR1913043.781669__1.781669	310298__B3JED9__BACCOP_00230
ERR1913043.781793__1.781793	821__D4VC51__M099_1508
ERR1913043.781822__1.781822	204516__U6RJY4__HMPREF1534_01494
ERR1913043.781870__1.781870	204516__U6RJY4__HMPREF1534_01494
ERR1913043.782004__1.782004	28117__R7JJM9__ALIPUT_00662
ERR1913043.782110__1.782110	821__E5UY21__C800_02204
ERR1913043.782123__1.782123	2293125__A0A374CIC9__DW917_02045
ERR1913043.782166__1.782166	626933__H1DGX0__HMPREF9449_01506
ERR1913043.782301__1.782301	39491__A0A395ZEN3__DXD95_12655
ERR1913043.782474__1.782474	820__R9I2U8__DXC68_09590
ERR1913043.782559__1.782559	69974__A0A090FEL8__MPL3365_630008
ERR1913043.782701__1.782701	1262913__R7J4R5__BN646_00631
ERR1913043.782734__1.782734	820__A0A374Q854__HMPREF1073_03281
ERR1913043.782788__1.782788	165179__A0A3E5EAM5__DXC61_07785
ERR1913043.782769__1.782769	820__A0A139KG04__ERS852459_01249
ERR1913043.782748__1.782748	1262924__R7HQ03__BN585_01295
ERR1913043.782957__1.782957	310298__B3JQL6__BACCOP_04252
ERR1913043.783034__1.783034	165179__A0A3E5AFJ9__CFT61_15180
ERR1913043.783103__1.783103	47678__R5U7A9__C5Z00_03635
ERR1913043.783288__1.783288	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913043.783387__1.783387	884684__GCA_002892425.1_01408
ERR1913043.783355__1.783355	853__A0A173YYY4__DWZ04_09420
ERR1913043.783414__1.783414	821__A0A0P0M2J4__DXD46_10295
ERR1913043.783460__1.783460	33038__A0A2N5NWR8__CDL18_14140
ERR1913043.783603__1.783603	1262924__R7HKZ9__BN585_01304
ERR1913043.783625__1.783625	165179__A0A3E5EAM5__DXC61_07785
ERR1913043.783963__1.783963	1262924__R7HTW9__BN585_00609
ERR1913043.783991__1.783991	69974__A0A090FEL8__MPL3365_630008
ERR1913043.784022__1.784022	165179__A0A3E5DR10__DXC61_03505
ERR1913043.784065__1.784065	69974__A0A090FEL8__MPL3365_630008
ERR1913043.784198__1.784198	165179__A0A3E5DY64__CFT61_10025
ERR1913043.784209__1.784209	28117__B0MTV0__BHV66_06395
ERR1913043.784244__1.784244	69974__A0A090FEL8__MPL3365_630008
ERR1913043.784290__1.784290	853__A0A173T8T3__DW882_06555
ERR1913043.784398__1.784398	626933__H1DGX0__HMPREF9449_01506
ERR1913043.784449__1.784449	626933__H1DGX0__HMPREF9449_01506
ERR1913043.784455__1.784455	69974__A0A090FEL8__MPL3365_630008
ERR1913043.784498__1.784498	301301__A0A395V944__ERS852391_00514
ERR1913043.784664__1.784664	28117__B0MWC6__BHV66_00965
ERR1913043.784735__1.784735	301302__A0A0M6WTN6__ERS852420_01659
ERR1913043.784846__1.784846	28117__R7JN92__BHV66_00550
ERR1913043.784914__1.784914	116085__D4JBM5__DW747_01240
ERR1913043.785105__1.785105	39485__A0A174ZKZ4__spoIIQ_1
ERR1913043.785111__1.785111	626933__H1DGX0__HMPREF9449_01506
ERR1913043.785131__1.785131	69974__A0A090FEL8__MPL3365_630008
ERR1913043.785230__1.785230	310298__B3JH76__BACCOP_01230
ERR1913043.785219__1.785219	457421__C5ERC0__CBFG_04276
ERR1913043.785266__1.785266	40518__R5DP61__DXD86_06345
ERR1913043.785362__1.785362	823__A6LEF3__ERS852560_01356
ERR1913043.785464__1.785464	40518__R5DWP7__ansA
ERR1913043.785523__1.785523	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913043.785613__1.785613	821__C3RB94__DXC03_15585
ERR1913043.785702__1.785702	74426__purL
ERR1913043.785832__1.785832	1262924__R7HUJ5__BN585_00830
ERR1913043.785795__1.785795	2293125__A0A374CIC9__DW917_02045
ERR1913043.785844__1.785844	33043__A0A173WWJ5__ERS852386_00339
ERR1913043.785888__1.785888	165179__A0A174IPI3__CFT61_10940
ERR1913043.786002__1.786002	649756__D4MTY0__ERS852425_01535
ERR1913043.786072__1.786072	1680__A0A1X2ZKM8__B5789_0981
ERR1913043.786144__1.786144	626933__H1DGX0__HMPREF9449_01506
