ERR1913203.14__1.14	239935__A0A2N8IEP3__CXT84_03735
ERR1913203.655976__1.655976	1262882__R5MKU2__BN519_01271
ERR1913203.656021__1.656021	214856__I3YPQ0__ERS852447_01379
ERR1913203.656052__1.656052	328814__GCA_004558275.1_01003
ERR1913203.656070__1.656070	214856__R6Z590__ERS852447_01059
ERR1913203.656124__1.656124	328814__GCA_004558275.1_00035
ERR1913203.656129__1.656129	821__A0A174NSU0__BVU_3144
ERR1913203.656140__1.656140	214856__R5UN64__ERS852447_02669
ERR1913203.656142__1.656142	328813__A0A1Y3QZ64__B5G41_14235
ERR1913203.656237__1.656237	214856__R6Y6H8__ERS852447_01719
ERR1913203.656197__1.656197	821__A0A173XDD3__DXB82_17180
ERR1913203.656278__1.656278	39492__D4JSU6__dacB_3
ERR1913203.656448__1.656448	214856__I3YPP0__ERS852447_01388
ERR1913203.656471__1.656471	328814__GCA_004558275.1_00036
ERR1913203.656481__1.656481	39492__D4JW25__EUBSIR_02203
ERR1913203.656512__1.656512	47678__R5U8Y1__BACCAC_02615
ERR1913203.656628__1.656628	214856__I3YPI7__pepD_1
ERR1913203.656635__1.656635	47678__R5UZR6__HMPREF1061_03971
ERR1913203.656651__1.656651	214856__I3YPR5__ERS852447_01364
ERR1913203.656759__1.656759	301302__A0A0M6WWK6__M72_13961
ERR1913203.656761__1.656761	487174__K0WTQ3__HMPREF9448_02140
ERR1913203.656818__1.656818	47678__R5U9Z0__HMPREF1061_03210
ERR1913203.656820__1.656820	1262882__R5MEK3__BN519_00296
ERR1913203.656897__1.656897	47678__R5U8Y1__BACCAC_02615
ERR1913203.656941__1.656941	487174__K0XA48__DDY40_03955
ERR1913203.657019__1.657019	328814__GCA_004558275.1_01570
ERR1913203.656997__1.656997	214856__R6YBX3__msbA_2
ERR1913203.657025__1.657025	214856__I3YPQ3__Alfi_2711
ERR1913203.657253__1.657253	214856__R6Z590__ERS852447_01059
ERR1913203.657221__1.657221	1263005__R6EPW2__BN497_01384
ERR1913203.657290__1.657290	214856__I3YMN6__Alfi_1938
ERR1913203.657452__1.657452	239935__A0A2N8I9P4__CXT85_05050
ERR1913203.657498__1.657498	818__A0A174TT69__SAMN02910322_02680
ERR1913203.657608__1.657608	214856__A0A174EQR4__rsmA
ERR1913203.657567__1.657567	214856__I3YPQ6__Alfi_2714
ERR1913203.657657__1.657657	239935__A0A2N8ILG3__CXT93_10135
ERR1913203.657640__1.657640	214856__A0A174EQR4__rsmA
ERR1913203.657713__1.657713	214856__R6XP73__ERS852447_00886
ERR1913203.657825__1.657825	214856__R6XRA1__vatD_3
ERR1913203.657860__1.657860	1262911__R6GS52__BN557_00834
ERR1913203.658210__1.658210	818__A0A0P0F7K1__ERS852461_02719
ERR1913203.658347__1.658347	1262882__R5MSI5__BN519_01596
ERR1913203.658426__1.658426	239935__B2UL21__CXT98_03395
ERR1913203.658454__1.658454	1262882__R5N532__BN519_01420
ERR1913203.658502__1.658502	214856__R6Z5D0__resA_4
ERR1913203.658543__1.658543	214856__R6XKW1__ERS852559_01141
ERR1913203.658584__1.658584	214856__R6Y9P5__ERS852559_01811
ERR1913203.658672__1.658672	214856__A0A174ZLW6__ERS852559_01424
ERR1913203.658680__1.658680	487174__K0WZA7__DDY40_11890
ERR1913203.658891__1.658891	214856__R6Z288__ERS852447_00734
ERR1913203.659249__1.659249	239935__R6IZU4__CXT87_08085
ERR1913203.659408__1.659408	410072__A0A174DFS8__ERS852574_01251
ERR1913203.659536__1.659536	214856__R5UN64__ERS852447_02669
ERR1913203.659576__1.659576	47678__A5ZF31__DXB67_11050
ERR1913203.659680__1.659680	214856__R6XS46__ERS852559_00812
ERR1913203.659710__1.659710	214856__R6Z590__ERS852447_01059
ERR1913203.659753__1.659753	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913203.659783__1.659783	214856__R6Z7Q9__ERS852447_02172
ERR1913203.659848__1.659848	1262882__R5N1M9__BN519_00768
ERR1913203.659868__1.659868	214856__R5UN64__ERS852447_02669
ERR1913203.659900__1.659900	214856__R6Y8K1__ERS852447_02509
ERR1913203.659933__1.659933	214856__I3YPN9__ERS852447_01389
ERR1913203.660080__1.660080	214856__A0A174EQR4__rsmA
ERR1913203.660092__1.660092	214856__I3YPQ3__Alfi_2711
ERR1913203.660094__1.660094	214856__I3YPP0__ERS852447_01388
ERR1913203.660116__1.660116	29361__B6FRT6__CLONEX_02860
ERR1913203.660141__1.660141	214856__I3YPQ4__Alfi_2712
ERR1913203.660175__1.660175	214856__I3YMN6__Alfi_1938
ERR1913203.660229__1.660229	214856__R6XKW1__ERS852559_01141
ERR1913203.660278__1.660278	328814__GCA_004558275.1_00078
ERR1913203.660390__1.660390	1550024__A0A3B9WKM9__ASJ35_18565
ERR1913203.660550__1.660550	214856__R5UN64__ERS852447_02669
ERR1913203.660575__1.660575	301302__R5UMB9__M72_25011
ERR1913203.660587__1.660587	214856__A0A173ZZ16__umuC_2
ERR1913203.660818__1.660818	214856__A0A173Z1B0__ERS852447_00765
ERR1913203.660872__1.660872	239935__R6JAS2__CXU02_10725
ERR1913203.660957__1.660957	1501391__GCA_000786575.1_00083
ERR1913203.661046__1.661046	1262882__R5MJJ9__BN519_01035
ERR1913203.661116__1.661116	39492__D4JU30__EUBSIR_00838
ERR1913203.661144__1.661144	214856__A0A173YXX1__ERS852559_01651
ERR1913203.661161__1.661161	1262882__R5MYI1__BN519_00416
ERR1913203.661461__1.661461	214856__I3YMB7__Alfi_1811
ERR1913203.661516__1.661516	214856__I3YMC8__ERS852447_02666
ERR1913203.661524__1.661524	1160721__W0U3Z9__RBI_I00543
ERR1913203.661653__1.661653	301302__R5V631__ERS852420_03369
ERR1913203.661715__1.661715	1262882__R5MYS0__BN519_00284
ERR1913203.661746__1.661746	818__A0A396E023__ERS852430_02808
ERR1913203.661999__1.661999	47678__A5ZI88__BACCAC_02617
ERR1913203.661952__1.661952	410072__A0A3E4GP91__COPCOM_03835
ERR1913203.661967__1.661967	1262911__R6GPX9__BN557_00406
ERR1913203.662081__1.662081	214856__R6Y0B9__ERS852559_00164
ERR1913203.662186__1.662186	358743__G5HST5__HMPREF9469_05647
ERR1913203.662224__1.662224	214856__R6Z288__ERS852447_00734
ERR1913203.662365__1.662365	214856__A0A174ZLW6__ERS852559_01424
ERR1913203.662501__1.662501	39492__B0MNU1__ERS852540_02349
ERR1913203.662744__1.662744	821__I9R3W6__DXC16_12455
ERR1913203.662796__1.662796	1262882__R5MYI1__BN519_00416
ERR1913203.663113__1.663113	214856__I3YPP0__ERS852447_01388
ERR1913203.663117__1.663117	1262882__R5MXW3__BN519_00319
ERR1913203.663361__1.663361	1262882__R5N1T9__BN519_00804
ERR1913203.663404__1.663404	1262882__R5N0F4__BN519_00593
ERR1913203.663675__1.663675	1262882__R5N1Z9__BN519_01020
ERR1913203.663769__1.663769	487174__K0XLC3__HMPREF9448_01065
ERR1913203.663888__1.663888	214856__I3YPP0__ERS852447_01388
ERR1913203.663950__1.663950	214856__R6YC22__ERS852447_01215
ERR1913203.664065__1.664065	301302__R5UL57__ERS852420_00622
ERR1913203.664082__1.664082	216816__A0A0A6VPB9__B624_1780
ERR1913203.664119__1.664119	214856__I3YPQ4__Alfi_2712
ERR1913203.664155__1.664155	1550024__A0A0D8IYY8__TQ39_09180
ERR1913203.664253__1.664253	1262882__R5MZ41__BN519_00356
ERR1913203.664268__1.664268	328814__GCA_004558275.1_00034
ERR1913203.664375__1.664375	328814__GCA_004558275.1_00035
ERR1913203.664421__1.664421	214856__I3YPR6__Alfi_2724
ERR1913203.664428__1.664428	39492__A0A174ZP27__EUBSIR_00033
ERR1913203.664892__1.664892	487174__K0X9T7__HMPREF9448_00996
ERR1913203.664921__1.664921	1262882__R5MGJ7__BN519_00652
ERR1913203.664957__1.664957	39485__C4Z6R3__mcp2_1
ERR1913203.664978__1.664978	1501391__GCA_000786575.1_00080
ERR1913203.664994__1.664994	214856__R6Y7P0__ERS852447_00307
ERR1913203.665073__1.665073	214856__A0A174ZJU0__ERS852559_00619
ERR1913203.665138__1.665138	1262882__R5MLA4__BN519_01536
ERR1913203.665201__1.665201	214856__A0A173YXX1__ERS852559_01651
ERR1913203.665229__1.665229	214856__I3YMC8__ERS852447_02666
ERR1913203.665251__1.665251	214856__R6XUN2__rcsC_1
ERR1913203.665277__1.665277	1262736__R5Y3T9__BN496_01881
ERR1913203.665346__1.665346	1262882__R5N4F5__BN519_01266
ERR1913203.665391__1.665391	1262882__R5N004__BN519_00490
ERR1913203.665511__1.665511	1965576__A0A1Y4L4P7__B5F19_14170
ERR1913203.665565__1.665565	1897011__A0A1Q6REX7__BHW41_04490
ERR1913203.665596__1.665596	214856__R6Y2Y4__ERS852447_01086
ERR1913203.665718__1.665718	239935__A0A2N8IRW0__A4V05_11620
ERR1913203.665723__1.665723	1262882__R5N678__BN519_01604
ERR1913203.665745__1.665745	487174__K0WT65__HMPREF9448_02407
ERR1913203.665820__1.665820	214856__R5UN64__ERS852447_02669
ERR1913203.665858__1.665858	214856__R6Y2Y4__ERS852447_01086
ERR1913203.665917__1.665917	214856__R6Y6H8__ERS852447_01719
ERR1913203.666269__1.666269	39492__A0A174Z2N0__EUBSIR_01615
ERR1913203.666758__1.666758	214856__R6Y6H8__ERS852447_01719
ERR1913203.666825__1.666825	214856__A0A174EJT5__mnmA
ERR1913203.666954__1.666954	1262882__R5N1T9__BN519_00804
ERR1913203.666983__1.666983	214856__A0A174CRY5__ERS852559_01060
ERR1913203.667030__1.667030	214856__I3YMC8__ERS852447_02666
ERR1913203.667068__1.667068	1262882__R5MYP8__BN519_00439
ERR1913203.667222__1.667222	239935__A0A2N8IXN0__CXT95_01765
ERR1913203.667235__1.667235	1262882__R5MLT4__BN519_01496
ERR1913203.667388__1.667388	460384__A0A2T3FDA9__SAMN05216313_1418
ERR1913203.667519__1.667519	1262882__R5MLA4__BN519_01536
ERR1913203.667712__1.667712	214856__I3YPN3__ERS852447_01395
ERR1913203.667776__1.667776	214856__R6Y8K1__ERS852447_02509
ERR1913203.667862__1.667862	328813__A0A1Y3QZ64__B5G41_14235
ERR1913203.667998__1.667998	214856__I3YPQ4__Alfi_2712
ERR1913203.668052__1.668052	214856__I3YPN0__ERS852447_01398
ERR1913203.668059__1.668059	418240__C6J8A2__ERS852478_02512
ERR1913203.668106__1.668106	214856__A0A173YXX1__ERS852559_01651
ERR1913203.668069__1.668069	1262911__R6GKS1__BN557_00184
ERR1913203.668212__1.668212	1262882__R5MH62__BN519_00734
ERR1913203.668278__1.668278	1262882__R5MKU2__BN519_01271
ERR1913203.668371__1.668371	1262882__R5MT42__BN519_01729
ERR1913203.668792__1.668792	214856__I3YPQ4__Alfi_2712
ERR1913203.668793__1.668793	1262882__R5N4D8__BN519_01497
ERR1913203.668889__1.668889	394340__dmdA
ERR1913203.668979__1.668979	291645__I8WZT8__HMPREF1068_04327
ERR1913203.669025__1.669025	214856__A0A174A1J3__ERS852447_01000
ERR1913203.669085__1.669085	649756__A0A173S8W9__DCR88_01065
ERR1913203.669116__1.669116	214856__I3YPN3__ERS852447_01395
ERR1913203.669321__1.669321	28118__F9ZAB2__SAMEA44545918_01079
ERR1913203.669302__1.669302	1262882__R5MYS0__BN519_00284
ERR1913203.669451__1.669451	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913203.669553__1.669553	1262882__R5N532__BN519_01420
ERR1913203.669556__1.669556	328814__GCA_004558275.1_02167
ERR1913203.669678__1.669678	39492__D4JSB6__ERS852540_00627
ERR1913203.669837__1.669837	239935__A0A139TPU7__CXT91_06575
ERR1913203.670134__1.670134	239935__A0A2N8I3G2__CXT89_00720
ERR1913203.670152__1.670152	487174__K0XER9__DDY40_08885
ERR1913203.670222__1.670222	214856__R6YC22__ERS852447_01215
ERR1913203.670296__1.670296	214856__A0A174ZZS1__ERS852559_01484
ERR1913203.670345__1.670345	214856__A0A173YXX1__ERS852559_01651
ERR1913203.670472__1.670472	328814__GCA_004558275.1_00033
ERR1913203.670762__1.670762	301302__A0A173S436__M72_16191
ERR1913203.670763__1.670763	214856__I3YPN5__Alfi_2693
ERR1913203.670936__1.670936	214856__A0A174C683__ERS852559_00523
ERR1913203.670970__1.670970	214856__I3YPP0__ERS852447_01388
ERR1913203.671086__1.671086	28118__F9Z750__Odosp_3044
ERR1913203.671146__1.671146	239935__A0A2N8IMC9__CXU09_02095
ERR1913203.671330__1.671330	214856__R5UN64__ERS852447_02669
ERR1913203.671267__1.671267	651822__GCA_000210715.1_00753
ERR1913203.671440__1.671440	214856__A0A173YXX1__ERS852559_01651
ERR1913203.671736__1.671736	301302__R5UJW6__ERS852420_01698
ERR1913203.671863__1.671863	1262882__R5MKL9__BN519_00353
ERR1913203.671881__1.671881	745368__A0A1T4XZ39__SAMN02745178_02502
ERR1913203.671894__1.671894	239935__A0A2N8HUU6__CXT90_06150
ERR1913203.672441__1.672441	214856__R6XP73__ERS852447_00886
ERR1913203.672451__1.672451	214856__R5UN64__ERS852447_02669
ERR1913203.672592__1.672592	214856__R6XUN2__rcsC_1
ERR1913203.672623__1.672623	214856__I3YPQ3__Alfi_2711
ERR1913203.672678__1.672678	214856__A0A174ZLW6__ERS852559_01424
ERR1913203.672854__1.672854	214856__I3YMC8__ERS852447_02666
ERR1913203.673027__1.673027	1262882__R5N3H1__BN519_01121
ERR1913203.673034__1.673034	328814__GCA_004558275.1_00999
ERR1913203.673141__1.673141	1262882__R5MEW7__BN519_00010
ERR1913203.673181__1.673181	1262882__R5MM90__BN519_01721
ERR1913203.673366__1.673366	214856__R6XUN2__rcsC_1
ERR1913203.673605__1.673605	214856__I3YPQ4__Alfi_2712
ERR1913203.673643__1.673643	214856__R6XNE7__ERS852447_02267
ERR1913203.673645__1.673645	301302__A0A0M6WKN8__M72_27741
ERR1913203.673738__1.673738	39491__A0A396FPV7__ERS852580_01177
ERR1913203.673816__1.673816	39486__G1WPN2__DORFOR_01095
ERR1913203.673799__1.673799	214856__R6XUN2__rcsC_1
ERR1913203.674239__1.674239	214856__R6YD52__ERS852447_02171
ERR1913203.674306__1.674306	47678__R5UER2__CGC64_00710
ERR1913203.674404__1.674404	39492__B0MNU1__ERS852540_02349
ERR1913203.674447__1.674447	1262882__R5MND9__BN519_00831
ERR1913203.674529__1.674529	214856__I3YMN6__Alfi_1938
ERR1913203.674755__1.674755	1262911__R6H174__BN557_01246
ERR1913203.674781__1.674781	214856__I3YPI7__pepD_1
ERR1913203.674788__1.674788	1262882__R5MHZ2__BN519_00742
ERR1913203.674966__1.674966	214856__R6YBX3__msbA_2
ERR1913203.675049__1.675049	1262882__R5MKV8__BN519_01281
ERR1913203.675081__1.675081	214856__R6Z5D0__resA_4
ERR1913203.675169__1.675169	214856__R6Z186__ERS852447_00718
ERR1913203.675234__1.675234	649756__A0A173ZZA2__ERS852571_01882
ERR1913203.675242__1.675242	214856__I3YMN6__Alfi_1938
ERR1913203.675279__1.675279	214856__I3YPN9__ERS852447_01389
ERR1913203.675373__1.675373	239935__A0A2N8IF99__lpdA
ERR1913203.675501__1.675501	487174__K0XRP0__DDY40_09260
ERR1913203.675575__1.675575	1262882__R5MKI3__BN519_00334
ERR1913203.675776__1.675776	214856__R6XTZ7__ERS852447_02314
ERR1913203.675902__1.675902	214856__I3YPP0__ERS852447_01388
ERR1913203.675976__1.675976	1262882__R5MFN3__BN519_00392
ERR1913203.675980__1.675980	239935__A0A2N8HEH9__CXU07_11710
ERR1913203.676069__1.676069	1262882__R5N1H7__BN519_00735
ERR1913203.676290__1.676290	214856__R6Y9P5__ERS852559_01811
ERR1913203.676320__1.676320	214856__R5UN64__ERS852447_02669
ERR1913203.676344__1.676344	1262882__R5MMP8__BN519_01654
ERR1913203.676424__1.676424	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913203.676444__1.676444	818__R6VB25__BSIG_5053
ERR1913203.676595__1.676595	214856__I3YPI7__pepD_1
ERR1913203.676751__1.676751	214856__R6Z7Q9__ERS852447_02172
ERR1913203.677057__1.677057	1501391__GCA_000786575.1_00032
ERR1913203.677095__1.677095	1235835__R9LCU2__C814_02677
ERR1913203.677279__1.677279	1262882__R5MF43__BN519_00282
ERR1913203.677280__1.677280	1262882__R5MF43__BN519_00282
ERR1913203.677456__1.677456	39496__A5Z5I2__EUBVEN_00963
ERR1913203.678003__1.678003	487174__K0XKB7__DDY40_03475
ERR1913203.678185__1.678185	214856__R5UN64__ERS852447_02669
ERR1913203.678283__1.678283	301302__R5UJW6__ERS852420_01698
ERR1913203.678317__1.678317	214856__I3YMB7__Alfi_1811
ERR1913203.678706__1.678706	1262882__R5N0M6__BN519_00794
ERR1913203.678626__1.678626	1262911__R6H2J2__BN557_01228
ERR1913203.678644__1.678644	47678__R5U3U1__BACCAC_03593
ERR1913203.678734__1.678734	1897011__A0A1Q6RIA0__BHW41_01275
ERR1913203.678764__1.678764	1262882__R5MHX6__BN519_00733
ERR1913203.678771__1.678771	487174__K0X4F7__DDY40_08055
ERR1913203.678829__1.678829	301302__A0A173TWC1__phoR_7
ERR1913203.678833__1.678833	1262882__R5MH82__BN519_00752
ERR1913203.678940__1.678940	821__A0A0P0L952__M097_4235
ERR1913203.679052__1.679052	1262882__R5MPY4__BN519_01128
ERR1913203.679016__1.679016	239935__A0A139TPG3__CXT86_08810
ERR1913203.679109__1.679109	214856__A0A173W3Y5__ERS852559_02032
ERR1913203.679219__1.679219	821__A6L0C7__ERS852556_03520
ERR1913203.679326__1.679326	487174__K0WY34__DDY40_07435
ERR1913203.679391__1.679391	39492__D4JWX2__accB
ERR1913203.679421__1.679421	214856__R6XS46__ERS852559_00812
ERR1913203.679442__1.679442	1262882__R5N211__BN519_01033
ERR1913203.679593__1.679593	1262882__R5MKX3__BN519_00395
ERR1913203.679643__1.679643	47678__R5USR9__HMPREF1061_01404
ERR1913203.679679__1.679679	239935__A0A2N8HUU6__CXT90_06150
ERR1913203.679728__1.679728	214856__R6Y6H8__ERS852447_01719
ERR1913203.679729__1.679729	1262882__R5MJM8__BN519_01064
ERR1913203.680014__1.680014	457421__C5ERC0__CBFG_04276
ERR1913203.680170__1.680170	1262882__R5MPY4__BN519_01128
ERR1913203.680226__1.680226	39492__D4JUT9__ERS852540_01449
ERR1913203.680238__1.680238	214856__I3YPN0__ERS852447_01398
ERR1913203.680273__1.680273	214856__A0A173Z1B0__ERS852447_00765
ERR1913203.680334__1.680334	214856__I3YPR5__ERS852447_01364
ERR1913203.680448__1.680448	29361__B6FRT6__CLONEX_02860
ERR1913203.680652__1.680652	239935__A0A2N8IUW6__Amuc_1525
ERR1913203.680849__1.680849	1262911__R6GLA5__BN557_01456
ERR1913203.680972__1.680972	818__A0A173T914__ERS852430_01841
ERR1913203.681037__1.681037	239935__A0A2N8HB50__CXU17_02615
ERR1913203.681296__1.681296	1501391__GCA_000786575.1_00115
ERR1913203.681404__1.681404	39485__A0A174ZTY8__ycfH
ERR1913203.681482__1.681482	818__D7IK38__ERS852430_03017
ERR1913203.681580__1.681580	189722__E0NQU7__HMPREF0658_0548
ERR1913203.681671__1.681671	239935__A0A2N8HAQ1__DEF40_05290
ERR1913203.681906__1.681906	1501391__GCA_000786575.1_00002
ERR1913203.681923__1.681923	1262743__R5C054__BN727_01980
ERR1913203.681978__1.681978	487174__K0X3L3__DDY40_11345
ERR1913203.682273__1.682273	301302__R5UKP4__cbiT
ERR1913203.682343__1.682343	818__Q8A0V7__BSIG_2755
ERR1913203.682382__1.682382	214856__I3YPR6__Alfi_2724
ERR1913203.682446__1.682446	214856__I3YPR5__ERS852447_01364
ERR1913203.682504__1.682504	214856__R6Z288__ERS852447_00734
ERR1913203.682510__1.682510	1262882__R5MFM2__BN519_00460
ERR1913203.682602__1.682602	328814__GCA_004558275.1_02167
ERR1913203.682729__1.682729	820__A0A3E4WCX3__C801_02709
ERR1913203.682807__1.682807	239935__R6JD78__CXU05_09250
ERR1913203.682813__1.682813	39492__D4JWD3__EUBSIR_00151
ERR1913203.683041__1.683041	1262882__R5N0J9__BN519_00773
ERR1913203.683106__1.683106	328813__A0A1Y3QQ66__B5G41_14240
ERR1913203.683123__1.683123	214856__A0A174A1J3__ERS852447_01000
ERR1913203.683272__1.683272	1235835__R9LCU2__C814_02677
ERR1913203.683281__1.683281	239935__A0A2N8HW65__CXU09_08515
ERR1913203.683624__1.683624	47678__R5UAF6__ERS852494_02966
ERR1913203.683861__1.683861	214856__I3YPP0__ERS852447_01388
ERR1913203.683938__1.683938	1897011__A0A1Q6RE56__BHW41_04765
ERR1913203.683969__1.683969	214856__R6XKT4__ERS852559_01719
ERR1913203.683972__1.683972	47678__A5ZBL9__C5Z00_18710
ERR1913203.684035__1.684035	214856__R6XUN2__rcsC_1
ERR1913203.684363__1.684363	39485__C4Z355__ERS852490_01971
ERR1913203.684758__1.684758	214856__A0A175A6T5__ERS852447_02658
ERR1913203.685000__1.685000	214856__A0A174C683__ERS852559_00523
ERR1913203.685330__1.685330	487174__K0X524__DDY40_09270
ERR1913203.685546__1.685546	649756__L1PU84__ERS852571_01295
ERR1913203.685670__1.685670	649756__D4MUH8__tufA
ERR1913203.685695__1.685695	239935__A0A2N8HT18__CXT93_06135
ERR1913203.685728__1.685728	214856__R6XUN2__rcsC_1
ERR1913203.685757__1.685757	1501391__GCA_000786575.1_00069
ERR1913203.685811__1.685811	328814__GCA_004558275.1_00992
ERR1913203.685870__1.685870	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913203.686044__1.686044	1262882__R5N526__BN519_01603
ERR1913203.686175__1.686175	214856__I3YPP3__Alfi_2701
ERR1913203.686257__1.686257	39492__D4JRM9__bglB_2
ERR1913203.686504__1.686504	1262911__R6GMZ7__BN557_01741
ERR1913203.686508__1.686508	1262882__R5N1T9__BN519_00804
ERR1913203.686601__1.686601	214856__R5UN64__ERS852447_02669
ERR1913203.686614__1.686614	328813__A0A1Y3QZ64__B5G41_14235
ERR1913203.686564__1.686564	214856__I3YPQ4__Alfi_2712
ERR1913203.686584__1.686584	1262882__R5MEK3__BN519_00296
ERR1913203.686676__1.686676	214856__I3YK71__ERS852559_02472
ERR1913203.686739__1.686739	214856__I3YMC8__ERS852447_02666
ERR1913203.686745__1.686745	1262882__R5MS31__BN519_01529
ERR1913203.686916__1.686916	1262882__R5MS31__BN519_01529
ERR1913203.686919__1.686919	1501391__GCA_000786575.1_00076
ERR1913203.687087__1.687087	1262882__R5N0F4__BN519_00593
ERR1913203.687123__1.687123	1262882__R5N4I5__BN519_01288
ERR1913203.687286__1.687286	214856__R6Y1K2__ERS852447_02306
ERR1913203.687360__1.687360	1262882__R5MQ68__BN519_01178
ERR1913203.687553__1.687553	649756__A0A173S8W9__DCR88_01065
ERR1913203.687519__1.687519	239935__A0A139TT05__CXU09_03335
ERR1913203.687661__1.687661	214856__A0A175A6T5__ERS852447_02658
ERR1913203.687753__1.687753	1262744__R6FST0__BN744_00381
ERR1913203.687779__1.687779	1235835__R9LCU2__C814_02677
ERR1913203.687900__1.687900	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913203.688043__1.688043	1501391__GCA_000786575.1_00150
ERR1913203.688064__1.688064	1262882__R5N3T7__BN519_01188
ERR1913203.688078__1.688078	214856__A0A174EJT5__mnmA
ERR1913203.688163__1.688163	1262744__R6FST0__BN744_00381
ERR1913203.688427__1.688427	214856__R6Y7P0__ERS852447_00307
ERR1913203.688568__1.688568	214856__R6Y9P5__ERS852559_01811
ERR1913203.688845__1.688845	214856__I3YMN6__Alfi_1938
ERR1913203.688889__1.688889	328813__A0A1Y3QZ64__B5G41_14235
ERR1913203.688943__1.688943	214856__I3YPI7__pepD_1
ERR1913203.689058__1.689058	1262882__R5MF58__BN519_00393
ERR1913203.689232__1.689232	214856__A0A175A6T5__ERS852447_02658
ERR1913203.689350__1.689350	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913203.689361__1.689361	818__A0A139KY34__ERS852461_03898
ERR1913203.689545__1.689545	239935__A0A2N8I3Z7__CXU05_10555
ERR1913203.689664__1.689664	214856__R6Z3P8__ERS852559_01737
ERR1913203.689877__1.689877	214856__R6Z288__ERS852447_00734
ERR1913203.689988__1.689988	1262911__R6HJS5__BN557_00288
ERR1913203.689958__1.689958	1262882__R5MIQ8__BN519_01036
ERR1913203.690034__1.690034	214856__A0A174AYS4__ERS852447_01192
ERR1913203.690064__1.690064	28117__B0N007__BHV66_10275
ERR1913203.690254__1.690254	1965588__A0A1Y4HBG5__B5F36_00785
ERR1913203.690386__1.690386	214856__I3YPN0__ERS852447_01398
