ERR1913220.32__1.32	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913220.433607__1.433607	1309__Q93D92__SMU26_04177
ERR1913220.433618__1.433618	1262911__R6HN81__BN557_00921
ERR1913220.433683__1.433683	1262882__R5MIY9__BN519_01097
ERR1913220.433710__1.433710	301302__R5V7D6__tagA
ERR1913220.433802__1.433802	301301__A0A395V8F3__ERS852391_01776
ERR1913220.433989__1.433989	100886__E2NR54__ERS852383_03478
ERR1913220.434108__1.434108	39492__D4JT90__coaE
ERR1913220.434128__1.434128	39491__A0A395V5R3__EUBREC_1883
ERR1913220.434207__1.434207	239935__A0A3F3K985__CXT98_05805
ERR1913220.434480__1.434480	853__A0A173YYY4__DWZ04_09420
ERR1913220.434489__1.434489	1680__A0A087DLC6__C8077_00815
ERR1913220.434509__1.434509	357276__B6W1Y1__BSEG_03960
ERR1913220.434584__1.434584	40518__R5DLU0__fmt
ERR1913220.434667__1.434667	1624__A0A385XM87__B6U56_08985
ERR1913220.434750__1.434750	301301__A0A395V8E1__RHOM_11160
ERR1913220.435104__1.435104	1262911__R6H1M1__BN557_00925
ERR1913220.435163__1.435163	1263006__R6LVB9__BN515_01765
ERR1913220.435183__1.435183	40518__R5DZ88__DXD93_06320
ERR1913220.435193__1.435193	357276__A0A0K2HJA6__DXD47_07320
ERR1913220.435272__1.435272	239935__A0A2N8IEP3__CXT84_03735
ERR1913220.435284__1.435284	357276__I9QBT7__BSEG_03340
ERR1913220.435385__1.435385	1624__A0A2A2X0Z9__B6U57_01585
ERR1913220.435527__1.435527	1262882__R5MSX6__BN519_01697
ERR1913220.435539__1.435539	1099853__U5C500__NSB1T_05700
ERR1913220.435592__1.435592	151538__GeneID:920449
ERR1913220.435629__1.435629	116085__D4JC63__DW747_00205
ERR1913220.435690__1.435690	1263006__R6LSL5__BN515_00102
ERR1913220.435848__1.435848	1584__Q1GAA9__addA
ERR1913220.435963__1.435963	820__A0A3E4VXP2__yesR
ERR1913220.436046__1.436046	823__A0A174LWY0__lepB
ERR1913220.436221__1.436221	853__D4JY61__C4N21_10560
ERR1913220.436299__1.436299	1550024__A0A3B9WI73__ASJ35_03410
ERR1913220.436305__1.436305	1263006__R6MR77__BN515_00434
ERR1913220.436704__1.436704	39485__R5ZRT8__gmr_6
ERR1913220.436769__1.436769	1262992__R5DEQ5__BN795_00722
ERR1913220.437048__1.437048	1681__E4VB35__BIFI_0413
ERR1913220.437188__1.437188	820__A7VAR9__ERS852421_00197
ERR1913220.437135__1.437135	74426__purL
ERR1913220.437282__1.437282	1263006__R6LT73__BN515_01094
ERR1913220.437622__1.437622	1263006__R6LWF1__BN515_02111
ERR1913220.437659__1.437659	357276__A0A0M1W4C0__DXD47_07095
ERR1913220.437695__1.437695	357276__C3R9Y0__HMPREF1064_01889
ERR1913220.437662__1.437662	1624__Q1WRR9__A8C45_02380
ERR1913220.437806__1.437806	1262882__R5MEI8__BN519_00283
ERR1913220.437931__1.437931	1681__A0A0H3E849__BBJK_01758
ERR1913220.438014__1.438014	239935__A0A2N8IRW0__A4V05_11620
ERR1913220.438210__1.438210	2107999__A0A2Z6PLM4__lacA
ERR1913220.438253__1.438253	253839__D9VQ27__SSNG_03091
ERR1913220.438595__1.438595	820__A7V470__HMPREF1072_02076
ERR1913220.438644__1.438644	1681__E4V8F2__DXC37_01270
ERR1913220.438915__1.438915	357276__I8VQA2__HMPREF1065_04183
ERR1913220.438985__1.438985	552398__F4XCR9__HMPREF0866_01636
ERR1913220.439225__1.439225	1262911__R6H2J2__BN557_01228
ERR1913220.439422__1.439422	1680__A0A0C2YPV2__AL0462_1474
ERR1913220.439509__1.439509	1680__A0A1X2ZFB6__AD0028_0856
ERR1913220.439687__1.439687	1550024__A0A3B9WH35__TQ39_04960
ERR1913220.439734__1.439734	1263006__R6LRT3__BN515_00657
ERR1913220.439764__1.439764	853__E2ZJT1__C4N23_03535
ERR1913220.439828__1.439828	1624__A0A2A2X0P2__SMXD51_02933
ERR1913220.439836__1.439836	1624__C2EH71__B6U57_06835
ERR1913220.439883__1.439883	820__A0A173YYG4__evgS_3
ERR1913220.439868__1.439868	208479__R5FCH8__CGC65_29215
ERR1913220.440307__1.440307	97478__A0A0R1P689__LBLM1_05020
ERR1913220.440554__1.440554	820__A0A173WUD7__DXB48_08055
ERR1913220.440670__1.440670	853__C7H7F8__yccM_1
ERR1913220.441164__1.441164	165179__R6C3K4__PREVCOP_05795
ERR1913220.441080__1.441080	820__A0A139K5E7__DXC68_09550
ERR1913220.441092__1.441092	1550024__G9RX51__TQ39_04720
ERR1913220.441096__1.441096	74426__rpoB
ERR1913220.441258__1.441258	357276__A0A0M1W657__HMPREF1064_04629
ERR1913220.441295__1.441295	301302__R5UU15__ERS852420_02998
ERR1913220.441353__1.441353	1263000__R5EGY6__BN466_00973
ERR1913220.441612__1.441612	357276__B6W5Q7__DXD47_13945
ERR1913220.441817__1.441817	1262882__R5N1T9__BN519_00804
ERR1913220.441841__1.441841	820__A0A139K4W1__M093_0353
ERR1913220.441927__1.441927	820__A0A374Q351__DXD40_05850
ERR1913220.442068__1.442068	239935__A0A2N8IKW7__pstA
ERR1913220.442085__1.442085	2173__A0A1D2WUJ0__Msm_1370
ERR1913220.442184__1.442184	1318__E8K5V4__HMPREF0833_10868
ERR1913220.442190__1.442190	1262992__R5DCV6__BN795_00412
ERR1913220.442422__1.442422	820__A0A396EXA7__DXB37_15530
ERR1913220.442428__1.442428	291645__I9SGK8__HMPREF1068_00004
ERR1913220.442465__1.442465	39492__D4JSA4__ERS852540_00596
ERR1913220.442449__1.442449	40518__R5DMZ0__DXD83_05610
ERR1913220.442521__1.442521	151536__GeneID:920309
ERR1913220.442526__1.442526	1624__A0A385XQY9__DBP87_04400
ERR1913220.442550__1.442550	158787__A0A087DIL2__BBSC_1000
ERR1913220.442554__1.442554	1680__A7A7Z9__AAX71_05385
ERR1913220.442592__1.442592	821__A0A173XDD3__DXB82_17180
ERR1913220.442687__1.442687	1681__A0A0E2ZBA9__DXC56_02195
ERR1913220.442699__1.442699	1160721__W0U330__BHW50_08125
ERR1913220.442773__1.442773	1262911__R6H1B2__BN557_00840
ERR1913220.442866__1.442866	301301__A0A395VAZ8__RHOM_11660
ERR1913220.442903__1.442903	1681__E4V837__BBNG_00326
ERR1913220.442968__1.442968	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913220.443124__1.443124	357276__A0A076IXE0__HMPREF1064_04364
ERR1913220.443227__1.443227	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913220.443319__1.443319	671232__A0A398C8N2__CYK12_06720
ERR1913220.443524__1.443524	820__A0A174RFI5__SAMN05444418_12240
ERR1913220.443607__1.443607	1550024__G9RNX0__ASJ35_11770
ERR1913220.443879__1.443879	1262911__R6GR13__BN557_00618
ERR1913220.443902__1.443902	1358__P0A4N7__CRM88_09405
ERR1913220.444019__1.444019	100884__E7G7H4__DXB26_01505
ERR1913220.444203__1.444203	820__A0A173WZS4__DXD90_10250
ERR1913220.444361__1.444361	1262911__R6GSH0__BN557_00934
ERR1913220.444376__1.444376	1263006__R6LWP7__BN515_00823
ERR1913220.444395__1.444395	88431__A0A3D0EYA4__atpH
ERR1913220.444441__1.444441	227942__H4GJ23__PS3_9993
ERR1913220.444483__1.444483	1262924__R7HM72__BN585_01169
ERR1913220.444584__1.444584	1263006__R6MLA8__BN515_00853
ERR1913220.444672__1.444672	1263006__R6LPZ5__BN515_02090
ERR1913220.444704__1.444704	357276__A0A0K2HDP3__IY41_00705
ERR1913220.444805__1.444805	384638__B7APR1__BACPEC_00667
ERR1913220.444930__1.444930	1099853__R7DEQ7__NSB1T_12415
ERR1913220.445207__1.445207	39485__C4Z1S0__ERS852492_00886
ERR1913220.445341__1.445341	1263006__R6ML09__BN515_00769
ERR1913220.445443__1.445443	821__A0A0P0LFP6__C5Z04_13890
ERR1913220.445646__1.445646	46503__R6X5E7__PARMER_00245
ERR1913220.446010__1.446010	40518__R5DVL2__penA
ERR1913220.446032__1.446032	1624__A0A385XMD6__DBP87_06675
ERR1913220.446171__1.446171	564886__GeneID:6973115
ERR1913220.446272__1.446272	1262911__R6GPB5__BN557_00842
ERR1913220.446458__1.446458	1624__A0A385XM87__B6U56_08985
ERR1913220.446459__1.446459	78535__A0A2T0G519__NCTC1080_01349
ERR1913220.446468__1.446468	1263107__GCA_000436995.1_00201
ERR1913220.446548__1.446548	1624__A0A385XMZ3__BUE87_01600
ERR1913220.446644__1.446644	357276__A0A076IN21__BSEG_03078
ERR1913220.446754__1.446754	39492__D4JVN3__spsA
ERR1913220.446763__1.446763	1624__A0A385XP74__LSGJ_01132
ERR1913220.447038__1.447038	357276__A0A076J8D4__HMPREF1064_00553
ERR1913220.447164__1.447164	1262992__R5DDW9__BN795_00572
ERR1913220.447551__1.447551	301301__A0A395VAD5__RHOM_06975
ERR1913220.447565__1.447565	239935__A0A2N8HSC0__CXU06_05505
ERR1913220.447566__1.447566	1680__A0A174BEE7__BSTER_1311
ERR1913220.447621__1.447621	1680__R5GR82__AD0028_0014
ERR1913220.447713__1.447713	301302__A0A173TSN3__ERS852420_02365
ERR1913220.447836__1.447836	1624__Q1WRD0__B6U45_09410
ERR1913220.447805__1.447805	35833__E5Y2V2__HMPREF0179_00466
ERR1913220.447953__1.447953	1262882__R5N345__BN519_01034
ERR1913220.447973__1.447973	1550024__G9RNN4__ASJ35_08335
ERR1913220.448131__1.448131	1624__A0A385XNP0__A8C54_05230
ERR1913220.448327__1.448327	1262882__R5MHZ2__BN519_00742
ERR1913220.448420__1.448420	2173__A0A1D2WT64__METSMIALI_01143
ERR1913220.448529__1.448529	1358__A0A1V0PEQ7__BW151_11105
ERR1913220.448541__1.448541	379329__GeneID:4397434
ERR1913220.448476__1.448476	820__A0A3E4G8F8__ERS852421_01645
ERR1913220.448487__1.448487	1147149__GeneID:14183014
ERR1913220.448815__1.448815	820__A0A3E4W4Y7__B5G17_02055
ERR1913220.448865__1.448865	1099853__G9S0K9__NSB1T_05085
ERR1913220.448867__1.448867	1624__A0A2A2X109__B5G36_07945
ERR1913220.448880__1.448880	1262882__R5MEN9__BN519_00201
ERR1913220.449075__1.449075	301302__A0A0M6WMV7__M72_28281
ERR1913220.449161__1.449161	1550024__A0A3B9WG56__TQ39_01145
ERR1913220.449248__1.449248	556259__I0PXW0__BSGG_5187
ERR1913220.449212__1.449212	28118__F9Z7P4__B5F99_17665
ERR1913220.449273__1.449273	100886__E2NR09__CATMIT_01012
ERR1913220.449285__1.449285	139871__GeneID:5839515
ERR1913220.449372__1.449372	1263044__GCA_000433375.1_00023
ERR1913220.449383__1.449383	39492__D4JUS6__accD5
ERR1913220.449597__1.449597	301301__A0A395V654__RHOM_11910
ERR1913220.449755__1.449755	357276__C3RA36__HMPREF1065_03270
ERR1913220.450016__1.450016	78258__E6K1W9__PSDT_0234
ERR1913220.450023__1.450023	40518__R5DZB3__RB5AMG_01719
ERR1913220.450056__1.450056	357276__A0A076IS46__BACDOR_03265
ERR1913220.450092__1.450092	246787__A0A108T429__BACCELL_00192
ERR1913220.450159__1.450159	116085__D4JBB3__DW747_02145
ERR1913220.450169__1.450169	820__A7V9F9__B5G17_14640
ERR1913220.450178__1.450178	239935__A0A2N8IMC3__CXT96_03840
ERR1913220.450259__1.450259	671232__I0SK89__ANG4_0955
ERR1913220.450749__1.450749	1596__A0A0R2D7Q3__BXT97_00195
ERR1913220.451013__1.451013	820__I9TWZ7__DXC80_10550
ERR1913220.451076__1.451076	239935__A0A139TLF5__CXU18_06685
ERR1913220.451139__1.451139	820__A0A139KEW8__DXB64_06405
ERR1913220.451199__1.451199	626933__H1DGX0__HMPREF9449_01506
ERR1913220.451302__1.451302	562__P23837__phoQ
ERR1913220.451419__1.451419	820__A7V092__hldE
ERR1913220.451797__1.451797	1263006__R6LKC6__BN515_02058
ERR1913220.451823__1.451823	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913220.451828__1.451828	1680__A0A087DHN0__AL0462_1532
ERR1913220.452258__1.452258	301301__A0A395V6S0__dosP
ERR1913220.452346__1.452346	239935__A0A2N8IFA0__CXT92_02050
ERR1913220.452470__1.452470	88431__A0A3E5GJ50__DORLON_02273
ERR1913220.452540__1.452540	1262882__R5MIY9__BN519_01097
ERR1913220.452677__1.452677	1263006__R6LUH1__BN515_01483
ERR1913220.452783__1.452783	1262882__R5N3T7__BN519_01188
ERR1913220.452862__1.452862	820__A0A3E4G8F8__ERS852421_01645
ERR1913220.453019__1.453019	1550024__A0A3B9WIA4__TQ39_14495
ERR1913220.453477__1.453477	1624__A0A1V9T2E5__CYR84_04340
ERR1913220.453873__1.453873	1309__A0A0E2EPU8__pnuC
ERR1913220.453890__1.453890	78345__A0A087BJK9__BMERY_1562
ERR1913220.454306__1.454306	1099853__U5CA60__NSB1T_01535
ERR1913220.454411__1.454411	357276__A0A0K2HP62__HMPREF1063_01560
ERR1913220.454644__1.454644	246787__A0A3D6ARC7__BACCELL_03328
ERR1913220.454711__1.454711	556499__U2R5Y3__HMPREF0682_1645
ERR1913220.454664__1.454664	1358__T0VND1__BN927_00201
ERR1913220.454792__1.454792	40518__R5E2R8__nnr_2
ERR1913220.455042__1.455042	1099853__G9S5B5__NSB1T_00810
ERR1913220.455068__1.455068	820__A0A3E4GE89__DXB48_02565
ERR1913220.455134__1.455134	39488__C0ES56__DXD91_10565
ERR1913220.455168__1.455168	1262911__R6HJV5__BN557_00309
ERR1913220.455296__1.455296	40518__R5DS37__DXD93_01965
ERR1913220.455310__1.455310	357276__A0A0K2HI25__DXD47_04465
ERR1913220.455597__1.455597	239935__A0A2N8HT44__CXT84_11035
ERR1913220.455543__1.455543	1680__A0A0C2VBJ4__birA
ERR1913220.455658__1.455658	820__A0A3E4G493__ERS417307_00253
ERR1913220.455733__1.455733	1624__A0A385XMY0__HN6_01367
ERR1913220.455844__1.455844	1263006__R6LZM6__BN515_01762
ERR1913220.456049__1.456049	239935__A0A2N8IVK9__CXU08_03750
ERR1913220.456054__1.456054	1681__E3EQA8__LMG11582_0199
ERR1913220.456352__1.456352	88431__A0A3D0F1X8__ERS852408_00673
ERR1913220.456491__1.456491	74426__purL
ERR1913220.456587__1.456587	1263006__R6LUH1__BN515_01483
ERR1913220.456589__1.456589	1624__A0A385XLC5__NIAS840_00266
ERR1913220.456712__1.456712	1624__A0A385XP74__LSGJ_01132
ERR1913220.456756__1.456756	1624__F7QVE1__B6U64_05115
ERR1913220.456757__1.456757	552398__F4XCR9__HMPREF0866_01636
ERR1913220.456785__1.456785	820__R9I3N4__M093_0061
ERR1913220.456831__1.456831	1263006__R6MMN2__BN515_01202
ERR1913220.457060__1.457060	1550024__A0A0W7TRR8__TQ39_03380
ERR1913220.457156__1.457156	40518__R5DZB1__DXD83_08840
ERR1913220.457256__1.457256	78258__E6JZB9__PSDT_1437
ERR1913220.457293__1.457293	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913220.457295__1.457295	357276__C3R5A0__B5F00_02960
ERR1913220.457226__1.457226	2173__A5UK90__BK798_02015
ERR1913220.457227__1.457227	1263006__R6MLU5__BN515_01014
ERR1913220.457340__1.457340	29347__B0NJX6__CLOSCI_03817
ERR1913220.457390__1.457390	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913220.457541__1.457541	1680__A0A3E4SB79__BAD_1517
ERR1913220.457806__1.457806	820__A0A139JRS5__HMPREF1073_04025
ERR1913220.458035__1.458035	1262882__R5MKV8__BN519_01281
ERR1913220.458081__1.458081	1680__A7A7Z9__AAX71_05385
ERR1913220.458251__1.458251	357276__A0A076IS73__GV66_00410
ERR1913220.458323__1.458323	239935__A0A139TMG9__CXU07_10650
ERR1913220.458370__1.458370	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913220.458500__1.458500	1262911__R6H1J5__BN557_00905
ERR1913220.458573__1.458573	1624__A0A385XNZ4__B6U53_05125
ERR1913220.458648__1.458648	820__A0A139KJR5__M093_4469
ERR1913220.458762__1.458762	357276__A0A076IYG1__B5F95_22465
ERR1913220.458900__1.458900	301301__G2SZZ9__RHOM_02605
ERR1913220.459078__1.459078	78535__A0A380M958__NCTC1080_01999
ERR1913220.459103__1.459103	394340__nifJ
ERR1913220.459104__1.459104	1550024__G9RPI3__ASJ35_09180
ERR1913220.459115__1.459115	820__A0A173YYG4__evgS_3
ERR1913220.459188__1.459188	1550024__A0A0D8IUW2__TQ39_17855
ERR1913220.459281__1.459281	301301__G2SX14__RHOM_09085
ERR1913220.459403__1.459403	357276__I8WPR6__EL88_06675
ERR1913220.459460__1.459460	357276__A0A076IN21__BSEG_03078
ERR1913220.459573__1.459573	40518__R5E6K4__RB5AMG_02070
ERR1913220.459642__1.459642	1550024__A0A3B9WIB6__TQ39_08435
ERR1913220.459853__1.459853	820__A0A374Q351__DXD40_05850
ERR1913220.459885__1.459885	357276__A0A076INR8__EL88_12300
ERR1913220.459952__1.459952	301301__A0A395V8G6__RHOM_11005
ERR1913220.460229__1.460229	1624__A0A385XM57__B6U56_08480
ERR1913220.460488__1.460488	301301__G2T5V7__RHOM_15795
ERR1913220.460489__1.460489	820__A0A396EWL3__ERS417307_03868
ERR1913220.460590__1.460590	1263006__R6LXD5__BN515_00461
ERR1913220.460601__1.460601	1262882__R5N2U9__BN519_01221
ERR1913220.460968__1.460968	301301__A0A395VAM3__yfiN_2
ERR1913220.460973__1.460973	1262882__R5N5D7__BN519_01676
ERR1913220.461432__1.461432	823__A0A395YSW8__CF162_05645
ERR1913220.461802__1.461802	1263006__R6MLA8__BN515_00853
ERR1913220.461991__1.461991	100886__A0A174K0P2__cysA_2
ERR1913220.461920__1.461920	1262911__R6GTZ4__BN557_01440
ERR1913220.462225__1.462225	823__D0TDY6__DHP27_09090
ERR1913220.462461__1.462461	1550024__A0A3B9WIW5__TQ39_04755
ERR1913220.462562__1.462562	1550024__A0A0D8J136__TQ39_12150
ERR1913220.462634__1.462634	1624__F7QST0__A8C46_07655
ERR1913220.462653__1.462653	1550024__G9RWE0__TQ39_04155
ERR1913220.462782__1.462782	1304__J7TGU8__Ssal_02017
ERR1913220.462817__1.462817	28118__F9ZCH4__kfoC_2
ERR1913220.462938__1.462938	1263000__R5ES99__BN466_01121
ERR1913220.462885__1.462885	166486__D4KZ24__ROSINTL182_05766
ERR1913220.462950__1.462950	357276__C3RA36__HMPREF1065_03270
ERR1913220.463111__1.463111	1680__A0A0C2YPV2__AL0462_1474
ERR1913220.463265__1.463265	649756__D4MZ50__CL2_08760
ERR1913220.463340__1.463340	357276__I9QWD4__DXD47_15075
ERR1913220.463361__1.463361	1550024__G9RT56__TQ39_09200
ERR1913220.464067__1.464067	820__A0A3E4IGA7__DXD40_07110
ERR1913220.464120__1.464120	40520__R7D341__RUMOBE_03081
ERR1913220.464144__1.464144	40518__R5E0F2__RBATCC27255_01890
ERR1913220.464202__1.464202	239935__A0A2N8HL50__CXT98_09135
ERR1913220.464329__1.464329	239935__A0A2N8IFA0__CXT92_02050
ERR1913220.464357__1.464357	357276__I9R4T1__IY41_06800
ERR1913220.464494__1.464494	357276__C3R5C9__HMPREF1063_00213
ERR1913220.464580__1.464580	301302__A0A0M6WWC3__M72_11371
ERR1913220.464633__1.464633	2173__A0A1D2WTT4__BK798_05110
ERR1913220.464735__1.464735	33039__D4M1A7__RTO_02350
ERR1913220.464798__1.464798	1624__A0A089QDW1__CR249_02860
ERR1913220.464898__1.464898	40518__R5E1X3__clcA
ERR1913220.464907__1.464907	1765219__A0A261GCU6__BEUL_0658
ERR1913220.464915__1.464915	1262911__R6H174__BN557_01246
ERR1913220.465140__1.465140	239935__R6JCH3__CXT95_08205
ERR1913220.465151__1.465151	40518__R5E1J7__RBL236_02062
ERR1913220.465273__1.465273	1263006__R6LRT3__BN515_00657
ERR1913220.465764__1.465764	712117__F3P5L3__HMPREF9056_00318
ERR1913220.465834__1.465834	301301__A0A395VG51__RHOM_05870
ERR1913220.465936__1.465936	544580__A0A1Q8WAV5__BKH17_07880
ERR1913220.465987__1.465987	1680__R5GZJ8__BSTER_1195
ERR1913220.465999__1.465999	116085__D4J5G5__DW747_05425
ERR1913220.466220__1.466220	820__A0A174LJB2__HMPREF1072_04112
ERR1913220.466313__1.466313	1550024__A0A0D8J1Q0__ASJ35_04495
ERR1913220.466273__1.466273	1550024__G9RT56__TQ39_09200
ERR1913220.466456__1.466456	1262911__R6GS52__BN557_00834
ERR1913220.466556__1.466556	820__A0A1Q6IDS8__chtA
ERR1913220.466605__1.466605	1262882__R5MMY3__BN519_00724
ERR1913220.466671__1.466671	820__A0A139K4T0__ERS852510_03146
ERR1913220.466701__1.466701	239935__A0A2N8IIB9__CXU04_01970
ERR1913220.466713__1.466713	1514105__GCA_001545095.1_01348
ERR1913220.466744__1.466744	1681__K2H7F8__A0008_1255
ERR1913220.466758__1.466758	301301__G2SZJ7__RHOM_00620
ERR1913220.466792__1.466792	46503__K5ZKR1__dnaB
ERR1913220.466912__1.466912	151538__GeneID:920450
ERR1913220.466932__1.466932	1680__R5GZJ8__BSTER_1195
ERR1913220.467039__1.467039	1263006__R6LLP6__BN515_01041
ERR1913220.467056__1.467056	1160721__A0A1C6DCM8__RBI_I01997
ERR1913220.467080__1.467080	1099853__R7DMW0__NSB1T_11540
ERR1913220.467630__1.467630	1263006__R6LUX0__BN515_01610
ERR1913220.467776__1.467776	1263000__R5EHB0__BN466_01647
ERR1913220.467865__1.467865	39492__D4JUJ6__ssuB_2
ERR1913220.467963__1.467963	46503__K5ZV67__PARMER_03859
ERR1913220.467977__1.467977	1262911__R6GPI7__BN557_00907
ERR1913220.468255__1.468255	1262911__R6H1P0__BN557_00940
ERR1913220.468335__1.468335	1624__A0A385XL34__B6U37_06400
ERR1913220.468370__1.468370	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913220.468487__1.468487	671232__E6J1X6__SanJ4206_1245c
ERR1913220.468451__1.468451	1262911__R6GPG6__BN557_00329
ERR1913220.468734__1.468734	820__A0A174CK74__DXB48_07060
ERR1913220.468737__1.468737	1680__A0A2R4G1K8__BBMN23_0315
ERR1913220.468802__1.468802	1262992__R5DCV6__BN795_00412
ERR1913220.468895__1.468895	853__A0A2A7B1Y7__C7K05_11930
ERR1913220.468970__1.468970	239935__R6JAS2__CXU02_10725
ERR1913220.469277__1.469277	820__A0A139JRS5__HMPREF1073_04025
ERR1913220.469341__1.469341	1263006__R6LTP2__BN515_01199
ERR1913220.469420__1.469420	1680__A0A076JM61__DXD63_05245
ERR1913220.469466__1.469466	239935__A0A2N8HUU6__CXT90_06150
ERR1913220.469766__1.469766	1262911__R6GPM2__BN557_00937
ERR1913220.469791__1.469791	1262882__R5MND9__BN519_00831
ERR1913220.469857__1.469857	39492__D4JWI6__EUBSIR_01073
ERR1913220.469889__1.469889	301302__R5UKE6__M72_05651
ERR1913220.469904__1.469904	1550024__A0A0D8J259__TQ39_04100
ERR1913220.469988__1.469988	239935__A0A2N8IYM5__CXT84_05130
ERR1913220.470060__1.470060	46503__R6X5E7__PARMER_00245
ERR1913220.470189__1.470189	47770__A0A120DN43__AYP87_02645
ERR1913220.470280__1.470280	1681__A0A133KQP1__B5784_0880
ERR1913220.470260__1.470260	394340__clpB_1
ERR1913220.470414__1.470414	1262911__R6H2J2__BN557_01228
ERR1913220.470634__1.470634	1550024__G9RWG1__ASJ35_03770
ERR1913220.470713__1.470713	357276__A0A076J8M3__ABI39_13695
ERR1913220.470857__1.470857	39488__A0A173SKK4__ERS852578_01024
ERR1913220.470820__1.470820	1262911__R6H2J2__BN557_01228
ERR1913220.470951__1.470951	31754__GeneID:921298
ERR1913220.471012__1.471012	1262911__R6HN81__BN557_00921
ERR1913220.471051__1.471051	239935__A0A2N8ITW6__CXT91_06265
ERR1913220.471186__1.471186	40518__R5DUG7__sbcC
ERR1913220.471146__1.471146	1263006__R6LT09__BN515_01035
ERR1913220.471207__1.471207	1099853__U5CKR3__NSB1T_08705
ERR1913220.471296__1.471296	820__A0A078S4C2__ERS417307_00828
ERR1913220.471456__1.471456	1628085__A0A3E2Y1Z4__C7386_12230
ERR1913220.471408__1.471408	1262911__R6GPI7__BN557_00907
ERR1913220.471489__1.471489	1624__C2EJK1__B6U53_05845
ERR1913220.471902__1.471902	820__R9HP61__DXC91_01090
ERR1913220.471941__1.471941	301302__A0A173TWC1__phoR_7
ERR1913220.472227__1.472227	40518__R5DZ88__DXD93_06320
ERR1913220.472189__1.472189	820__A0A174NUS8__DXC80_12885
ERR1913220.472551__1.472551	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913220.472644__1.472644	1262911__R6GSH8__BN557_00939
ERR1913220.472763__1.472763	239935__A0A2N8J1K0__CXT97_05765
ERR1913220.472828__1.472828	239935__A0A2N8HAQ1__DEF40_05290
ERR1913220.472851__1.472851	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913220.472893__1.472893	29361__B6FKH5__CLONEX_00621
ERR1913220.472907__1.472907	1263006__R6LPA6__BN515_01864
ERR1913220.473069__1.473069	357276__D1JYA3__BSEG_00395
ERR1913220.473268__1.473268	1263006__R6LYA7__BN515_01307
ERR1913220.473419__1.473419	147206__GCF_000156215.1_00198
ERR1913220.473487__1.473487	1160721__W0U2W0__BHW50_02075
ERR1913220.473562__1.473562	1263006__R6LQ17__BN515_02097
ERR1913220.473726__1.473726	1624__A0A1V9QL31__DB322_00535
ERR1913220.473886__1.473886	357276__A0A076IRV2__BACDOR_02822
ERR1913220.473923__1.473923	1262924__R7HNZ2__BN585_02017
ERR1913220.473962__1.473962	216816__A0A396FVC5__BL71B_00290
