ERR1913201.51__1.51	39488__A0A174DGL6__EUBHAL_03262
ERR1913201.1195319__1.1195319	820__E5VA63__DXC80_01025
ERR1913201.1195354__1.1195354	853__A0A3E2U7E6__ERS852582_01640
ERR1913201.1195414__1.1195414	147206__GCF_000156215.1_00920
ERR1913201.1195433__1.1195433	387090__S0F9K2__BACCOPRO_02271
ERR1913201.1195518__1.1195518	823__E1YRQ7__M095_0737
ERR1913201.1195482__1.1195482	821__A0A174JYD3__ERS852457_02610
ERR1913201.1195497__1.1195497	820__A0A173YYG4__evgS_3
ERR1913201.1195673__1.1195673	823__A0A395Z0N9__DHW69_05890
ERR1913201.1195768__1.1195768	818__Q8A3A6__Btheta7330_00071
ERR1913201.1195832__1.1195832	47678__A5ZBL9__C5Z00_18710
ERR1913201.1195846__1.1195846	357276__A0A076IS26__EL88_15950
ERR1913201.1195930__1.1195930	357276__A0A076ISJ4__B5F95_19420
ERR1913201.1196017__1.1196017	1628085__A0A2U1BEZ3__C7386_103130
ERR1913201.1195999__1.1195999	216816__A0A1S2VTC3__BLIC_e00847
ERR1913201.1196040__1.1196040	214856__R6XUN2__rcsC_1
ERR1913201.1196061__1.1196061	166486__D4KWT3__ROSINTL182_05973
ERR1913201.1196239__1.1196239	853__A0A173YYY4__DWZ04_09420
ERR1913201.1196292__1.1196292	1680__A0A0B5BKZ3__DXD60_01450
ERR1913201.1196383__1.1196383	1735__A0A395WAL9__EUBIFOR_01618
ERR1913201.1196416__1.1196416	936548__J0SVW1__HMPREF1136_1615
ERR1913201.1196496__1.1196496	357276__B6W5Q7__DXD47_13945
ERR1913201.1196542__1.1196542	357276__A0A076IXE0__HMPREF1064_04364
ERR1913201.1196543__1.1196543	47678__R5U332__C5Z00_16810
ERR1913201.1196546__1.1196546	357276__C3R9Y0__HMPREF1064_01889
ERR1913201.1196737__1.1196737	74426__rpoB
ERR1913201.1196849__1.1196849	357276__B6W1Y5__IY41_11405
ERR1913201.1197066__1.1197066	357276__A0A076INK2__BSEG_04225
ERR1913201.1197080__1.1197080	853__A8SB03__C4Q21_07960
ERR1913201.1197263__1.1197263	821__E5UY21__C800_02204
ERR1913201.1197274__1.1197274	853__A0A2J4JL53__CRH10_10795
ERR1913201.1197599__1.1197599	821__I9R3W6__DXC16_12455
ERR1913201.1197631__1.1197631	820__A0A3E4IGA7__DXD40_07110
ERR1913201.1197677__1.1197677	47678__A5ZEP5__CGC64_03450
ERR1913201.1197774__1.1197774	821__A0A0P0LFP6__C5Z04_13890
ERR1913201.1197791__1.1197791	39496__A5Z612__EUBVEN_01144
ERR1913201.1197792__1.1197792	1262743__R5C054__BN727_01980
ERR1913201.1197938__1.1197938	46503__R6Y9P8__evgS_3
ERR1913201.1197981__1.1197981	28026__A0A3E5AT00__DXC75_06645
ERR1913201.1198089__1.1198089	301302__A0A0M6WB53__mcp4_4
ERR1913201.1198116__1.1198116	147206__GCF_000156215.1_01773
ERR1913201.1198167__1.1198167	820__A0A139K8N1__ERS852554_00951
ERR1913201.1198184__1.1198184	291645__I8XPK0__HMPREF1068_01554
ERR1913201.1198300__1.1198300	166486__D4KNM9__ERS852572_00072
ERR1913201.1198429__1.1198429	357276__D1K3K9__EL88_23995
ERR1913201.1198438__1.1198438	28026__R6P0Q2__DXD35_08075
ERR1913201.1198523__1.1198523	39496__A5Z8N1__EUBVEN_02073
ERR1913201.1198504__1.1198504	33039__A0A174XML0__RTO_02290
ERR1913201.1198539__1.1198539	454154__G5SQ59__HMPREF9441_01496
ERR1913201.1198565__1.1198565	410072__A0A3E4GP91__COPCOM_03835
ERR1913201.1198667__1.1198667	357276__A0A0M1W4C0__DXD47_07095
ERR1913201.1198769__1.1198769	820__R9HP61__DXC91_01090
ERR1913201.1198914__1.1198914	39491__A0A173TFQ1__rsmF
ERR1913201.1198971__1.1198971	301302__A0A173TWC1__phoR_7
ERR1913201.1199037__1.1199037	46503__A7AG59__ERS852463_00349
ERR1913201.1199087__1.1199087	39485__R5ZRT8__gmr_6
ERR1913201.1199110__1.1199110	166486__D4KWT3__ROSINTL182_05973
ERR1913201.1199138__1.1199138	821__A0A174K302__CUU_3129
ERR1913201.1199585__1.1199585	360807__A0A174C9G9__ERS852392_02115
ERR1913201.1199632__1.1199632	821__A0A396F598__CUU_3259
ERR1913201.1199634__1.1199634	74426__group_4823
ERR1913201.1199635__1.1199635	47678__R5U7A9__C5Z00_03635
ERR1913201.1199681__1.1199681	357276__I8WPR6__EL88_06675
ERR1913201.1199833__1.1199833	820__A0A1T4IYF4__mprA_1
ERR1913201.1200055__1.1200055	821__R9HFW2__DXD01_00365
ERR1913201.1200225__1.1200225	39491__A0A396FSR4__ERS852580_02287
ERR1913201.1200345__1.1200345	823__D0TCC2__HMPREF1075_01590
ERR1913201.1200364__1.1200364	821__A0A0P0L8F8__ERS852509_03705
ERR1913201.1200419__1.1200419	33039__A0A174ZIS2__RTO_10090
ERR1913201.1200521__1.1200521	820__A7V9F9__B5G17_14640
ERR1913201.1200671__1.1200671	166486__D4L0E1__ypdA_4
ERR1913201.1200709__1.1200709	357276__D1JY58__BACDOR_04277
ERR1913201.1200756__1.1200756	820__A0A3E4G826__C801_01612
ERR1913201.1200787__1.1200787	360807__A0A173WJE3__mcp4_4
ERR1913201.1201095__1.1201095	301302__A0A0M6W9I4__M72_19871
ERR1913201.1201097__1.1201097	47678__A5ZBL9__C5Z00_18710
ERR1913201.1201114__1.1201114	216816__A0A0M0VLZ8__BLIC_h02110
ERR1913201.1201155__1.1201155	39488__C0EX25__DXD91_11965
ERR1913201.1201362__1.1201362	47678__R5U7L8__DXB67_16595
ERR1913201.1201460__1.1201460	47678__R5U9Z6__HMPREF1061_03205
ERR1913201.1201472__1.1201472	823__A0A355XLQ9__DXC05_02185
ERR1913201.1201766__1.1201766	823__A0A174U5E4__BDI_3390
ERR1913201.1201896__1.1201896	1262948__R7EGL5__BN671_00676
ERR1913201.1201939__1.1201939	357276__U6R8F9__DXD47_04035
ERR1913201.1202014__1.1202014	301302__A0A0M6WWE7__ERS852420_01309
ERR1913201.1202021__1.1202021	39491__C4ZGN3__DXB99_14175
ERR1913201.1202063__1.1202063	216816__B3DNW2__BL171B_07980
ERR1913201.1202158__1.1202158	216816__D6ZXY6__BL105A_0298
ERR1913201.1202193__1.1202193	821__A0A396F9T7__M097_3427
ERR1913201.1202412__1.1202412	1262980__R5BZ40__BN814_00028
ERR1913201.1202455__1.1202455	387090__S0FDW2__BACCOPRO_02252
ERR1913201.1202570__1.1202570	853__A0A2A7B9I6__DW855_13690
ERR1913201.1202591__1.1202591	821__A0A395UNT8__DXD64_15275
ERR1913201.1202605__1.1202605	357276__I8WBQ9__HMPREF1065_03212
ERR1913201.1202653__1.1202653	1628085__A0A374VQ80__C7386_10352
ERR1913201.1202738__1.1202738	454155__F3QUJ2__HMPREF9442_01865
ERR1913201.1202747__1.1202747	821__A0A0P0LH09__ERS852457_03390
ERR1913201.1202777__1.1202777	820__A7V092__hldE
ERR1913201.1202789__1.1202789	328813__A0A1Y3QWI2__B5G41_09460
ERR1913201.1202802__1.1202802	821__A0A0P0LJ37__DXB82_14270
ERR1913201.1202874__1.1202874	820__R9I3N4__M093_0061
ERR1913201.1202924__1.1202924	821__A0A174T998__DXB82_10860
ERR1913201.1202931__1.1202931	821__A0A396F9T7__M097_3427
ERR1913201.1203027__1.1203027	853__D4JY61__C4N21_10560
ERR1913201.1203107__1.1203107	47678__R5UWN2__BACCAC_01649
ERR1913201.1203118__1.1203118	820__A0A173YYG4__evgS_3
ERR1913201.1203232__1.1203232	820__A0A1T4IYF4__mprA_1
ERR1913201.1203245__1.1203245	821__A0A3E4WAR6__DXD64_10735
ERR1913201.1203302__1.1203302	1262743__R5C054__BN727_01980
ERR1913201.1203335__1.1203335	820__A0A139K4T0__ERS852510_03146
ERR1913201.1203402__1.1203402	384638__B7ARU3__BACPEC_01797
ERR1913201.1203556__1.1203556	47678__R5U3U1__BACCAC_03593
ERR1913201.1203590__1.1203590	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913201.1203726__1.1203726	47678__R5U332__C5Z00_16810
ERR1913201.1203806__1.1203806	47678__R5UST1__ERS852558_03505
ERR1913201.1203869__1.1203869	28116__A7M0W7__SAMN05444282_11172
ERR1913201.1203871__1.1203871	329854__B3CIE6__DXD27_22690
ERR1913201.1203952__1.1203952	630129__A0A087B916__BKAS_0818
ERR1913201.1204040__1.1204040	821__A6L0C7__ERS852556_03520
ERR1913201.1204113__1.1204113	357276__A0A076IS26__EL88_15950
ERR1913201.1204182__1.1204182	649756__D4MZ50__CL2_08760
ERR1913201.1204210__1.1204210	166486__D4KXJ6__ERS852572_00336
ERR1913201.1204302__1.1204302	216816__A0A0M0VLZ8__BLIC_h02110
ERR1913201.1204342__1.1204342	823__A0A355XKQ8__DHP27_04010
ERR1913201.1204415__1.1204415	387090__S0F587__BACCOPRO_00096
ERR1913201.1204448__1.1204448	216816__B7GTR6__BLD_0992
ERR1913201.1204518__1.1204518	357276__B6VUQ5__B5F00_10940
ERR1913201.1204635__1.1204635	1150298__R7JRK4__ERS852406_01648
ERR1913201.1204774__1.1204774	33039__D4M398__ERS852530_00575
ERR1913201.1204791__1.1204791	357276__C3R9Y0__HMPREF1064_01889
ERR1913201.1204828__1.1204828	821__A0A0P0LFP6__C5Z04_13890
ERR1913201.1204800__1.1204800	166486__D4KVI9__comEA
ERR1913201.1204948__1.1204948	46503__R6X0L4__DXB61_05325
ERR1913201.1204953__1.1204953	818__A0A3E5HK02__BSIG_1732
ERR1913201.1205073__1.1205073	1680__R5GZJ8__BSTER_1195
ERR1913201.1205052__1.1205052	47678__R5U7X5__ERS852558_01354
ERR1913201.1205142__1.1205142	39491__A0A395ZDC6__addB
ERR1913201.1205253__1.1205253	357276__C3RDQ5__HMPREF1065_03827
ERR1913201.1205221__1.1205221	310298__B3JQJ5__BACCOP_04231
ERR1913201.1205261__1.1205261	853__A0A3E2U7E6__ERS852582_01640
ERR1913201.1205271__1.1205271	821__C3RB94__DXC03_15585
ERR1913201.1205354__1.1205354	357276__G5SMD3__BSEG_02959
ERR1913201.1205317__1.1205317	821__A0A396F598__CUU_3259
ERR1913201.1205458__1.1205458	487174__K0WX28__HMPREF9448_02178
ERR1913201.1205617__1.1205617	166486__C7GCP5__ROSINTL182_07683
ERR1913201.1205657__1.1205657	823__A0A355XF06__B5F32_11480
ERR1913201.1205760__1.1205760	820__A0A139K5A6__DXB48_12175
ERR1913201.1205849__1.1205849	821__R7P1Q7__M099_2990
ERR1913201.1205858__1.1205858	165179__A0A174W369__PREVCOP_04548
ERR1913201.1205869__1.1205869	1680__A0A087DLC6__C8077_00815
ERR1913201.1205875__1.1205875	1628085__A0A1C6GCK4__C7386_10336
ERR1913201.1205883__1.1205883	216816__R5MZK3__DPC6320_1630
ERR1913201.1205958__1.1205958	46503__R6X0L4__DXB61_05325
ERR1913201.1205970__1.1205970	1263109__GCA_000438135.1_00299
ERR1913201.1205997__1.1205997	820__A0A139K5E7__DXC68_09550
ERR1913201.1206032__1.1206032	358743__A0A0F0CF06__HMPREF9470_01858
ERR1913201.1206061__1.1206061	1628085__A0A1C5ZCR8__C7386_10447
ERR1913201.1206094__1.1206094	1150298__A0A174R4D7__tmpC_2
ERR1913201.1206102__1.1206102	820__A0A139KHX1__HMPREF2141_00289
ERR1913201.1206182__1.1206182	301302__R5UTG6__M72_25801
ERR1913201.1206248__1.1206248	357276__A0A0M1VZP2__IY41_00605
ERR1913201.1206256__1.1206256	387090__S0F470__BACCOPRO_00167
ERR1913201.1206424__1.1206424	166486__D4L255__mcp4_5
ERR1913201.1206482__1.1206482	821__D4VD59__BHV80_04260
ERR1913201.1206501__1.1206501	820__A0A174I980__gldH
ERR1913201.1206533__1.1206533	46503__R6X6L7__HMPREF1060_00291
ERR1913201.1206768__1.1206768	820__A0A3E4VZS7__DXC07_14435
ERR1913201.1206745__1.1206745	216816__B7GQM4__BLIC_f01073
ERR1913201.1206847__1.1206847	33039__D4M6E9__ERS852390_02866
ERR1913201.1206859__1.1206859	626929__F3PKM1__B5F24_11225
ERR1913201.1206938__1.1206938	823__A6LC27__DXB14_11470
ERR1913201.1207047__1.1207047	47678__A5ZEA3__ERS852558_00257
ERR1913201.1207113__1.1207113	165179__D1PES9__DXB80_11585
ERR1913201.1207097__1.1207097	820__A0A174CG08__DXB62_13215
ERR1913201.1207216__1.1207216	301302__A0A173SCU7__M72_12871
ERR1913201.1207276__1.1207276	166486__D4L457__ROSINTL182_07087
ERR1913201.1207312__1.1207312	28026__A0A174BM23__DXD87_08160
ERR1913201.1207410__1.1207410	818__A0A0P0FC49__C799_02008
ERR1913201.1207402__1.1207402	28026__A0A3E5HSU4__DXD71_06220
ERR1913201.1207513__1.1207513	360807__A0A396A9J5__ROSEINA2194_00828
ERR1913201.1207492__1.1207492	74426__group_4823
ERR1913201.1207527__1.1207527	40518__R5DU52__RB5AMG_02245
ERR1913201.1207543__1.1207543	1262743__R5C054__BN727_01980
ERR1913201.1207618__1.1207618	821__I9R3W6__DXC16_12455
ERR1913201.1207648__1.1207648	39491__A0A395ZG74__licR
ERR1913201.1207683__1.1207683	371601__D0TLK9__BN890_11250
ERR1913201.1207718__1.1207718	821__A0A3E4WAR6__DXD64_10735
ERR1913201.1207803__1.1207803	821__E5UMZ6__BVU_1450
ERR1913201.1207884__1.1207884	357276__I9FRW5__B5F95_21685
ERR1913201.1207919__1.1207919	821__A6KZK3__ERS852457_04265
ERR1913201.1208147__1.1208147	216816__B3DPC3__CE169_06855
ERR1913201.1208157__1.1208157	357276__I8VLL2__HMPREF1065_03395
ERR1913201.1208243__1.1208243	823__A0A174W1A8__panE
ERR1913201.1208255__1.1208255	33039__D4M4Y2__ERS852390_00147
ERR1913201.1208265__1.1208265	357276__A0A076IRZ5__BACDOR_00630
ERR1913201.1208290__1.1208290	1680__A0A3E4SB79__BAD_1517
ERR1913201.1208313__1.1208313	360807__A0A1Q6SXK5__RIL183_06541
ERR1913201.1208528__1.1208528	823__A0A173TL14__M095_0764
ERR1913201.1208550__1.1208550	823__A0A174KUS4__araC_7
ERR1913201.1208634__1.1208634	46228__V8BYC1__RUMLAC_00426
ERR1913201.1208635__1.1208635	39486__G1WNZ7__DXB36_05440
ERR1913201.1208694__1.1208694	410072__A0A174A5E2__dtpT
ERR1913201.1208674__1.1208674	47678__R5U9Z6__HMPREF1061_03205
ERR1913201.1208774__1.1208774	820__A0A174M9V5__M093_0237
ERR1913201.1208853__1.1208853	47678__R5UU25__DXB67_16190
ERR1913201.1208917__1.1208917	371601__A0A078QBF2__HMPREF1074_01001
ERR1913201.1208938__1.1208938	357276__I9R002__HMPREF1064_01826
ERR1913201.1209000__1.1209000	47678__R5UBT0__CGC64_12195
ERR1913201.1209139__1.1209139	47678__R5U2F6__HMPREF1061_00767
ERR1913201.1209097__1.1209097	821__A0A174NM17__lacZ_6
ERR1913201.1209098__1.1209098	310298__B3JQJ5__BACCOP_04231
ERR1913201.1209170__1.1209170	853__A0A2A7B1Y7__C7K05_11930
ERR1913201.1209199__1.1209199	649756__A0A173SZT9__ptsG_1
ERR1913201.1209298__1.1209298	301302__A0A173SJJ1__ERS852420_01411
ERR1913201.1209394__1.1209394	821__A0A0P0LQT3__DXC03_05050
ERR1913201.1209445__1.1209445	216816__C2GTV6__AS143_01355
ERR1913201.1209500__1.1209500	28116__E5C458__BACOV975_02730
ERR1913201.1209581__1.1209581	820__A7V470__HMPREF1072_02076
ERR1913201.1209604__1.1209604	853__A0A3E2U7E6__ERS852582_01640
ERR1913201.1209816__1.1209816	410072__A0A173WD04__penA_2
ERR1913201.1209902__1.1209902	357276__I8VN30__HMPREF1065_03051
ERR1913201.1209939__1.1209939	39496__A5Z7Y0__EUBVEN_01820
ERR1913201.1209947__1.1209947	823__A0A174U5E4__BDI_3390
ERR1913201.1209975__1.1209975	820__A0A3E4VZT7__DXB48_16145
ERR1913201.1209995__1.1209995	821__C6ZAA5__ERS852556_00403
ERR1913201.1210039__1.1210039	1628085__A0A2U1BDY5__C7386_104102
ERR1913201.1210189__1.1210189	820__A0A3E4GE89__DXB48_02565
ERR1913201.1210267__1.1210267	357276__A0A0K2HHN3__GV66_08845
ERR1913201.1210277__1.1210277	410072__A0A3E4GPD6__DXD67_10205
ERR1913201.1210416__1.1210416	357276__A0A0M1W657__HMPREF1064_04629
ERR1913201.1210544__1.1210544	301302__R5UTG6__M72_25801
ERR1913201.1210656__1.1210656	821__A0A3E4XY72__NCTC10583_01067
ERR1913201.1210736__1.1210736	74426__purC
ERR1913201.1210960__1.1210960	821__A6L0C7__ERS852556_03520
ERR1913201.1211062__1.1211062	1680__R5GZJ8__BSTER_1195
ERR1913201.1211063__1.1211063	357276__A0A0K2HI25__DXD47_04465
ERR1913201.1211199__1.1211199	820__A7UYX8__DXD40_11635
ERR1913201.1211368__1.1211368	1680__R5GKP2__DXD60_06200
ERR1913201.1211436__1.1211436	39492__D4JTF2__mutS2
ERR1913201.1211600__1.1211600	821__E5UY21__C800_02204
ERR1913201.1211619__1.1211619	820__A0A3E4G493__ERS417307_00253
ERR1913201.1211633__1.1211633	818__A0A139JW76__BJP75_002555
ERR1913201.1211634__1.1211634	216816__B7GTR6__BLD_0992
ERR1913201.1211672__1.1211672	410072__A0A173R660__ERS852389_00536
ERR1913201.1211689__1.1211689	357276__A0A0M1W4C0__DXD47_07095
ERR1913201.1211823__1.1211823	216816__C2GUV2__APC1478_0430
ERR1913201.1211828__1.1211828	853__A0A173TAZ8__DWZ46_14590
ERR1913201.1211839__1.1211839	74426__rpoC
ERR1913201.1211889__1.1211889	387090__S0FE91__BACCOPRO_02759
ERR1913201.1211930__1.1211930	357276__A0A076IXE0__HMPREF1064_04364
ERR1913201.1211906__1.1211906	853__A0A174C5M1__CGS58_04460
ERR1913201.1211966__1.1211966	74426__yccM
ERR1913201.1212051__1.1212051	357276__I9R994__BACDOR_04044
ERR1913201.1212081__1.1212081	310298__B3JQJ5__BACCOP_04231
ERR1913201.1212116__1.1212116	821__A0A0P0LH09__ERS852457_03390
ERR1913201.1212141__1.1212141	821__E5UY21__C800_02204
ERR1913201.1212172__1.1212172	74426__thrZ
ERR1913201.1212238__1.1212238	853__A0A2A7B1Y7__C7K05_11930
ERR1913201.1212277__1.1212277	28118__R6F3B7__B5F93_04425
ERR1913201.1212319__1.1212319	74426__group_4823
ERR1913201.1212343__1.1212343	47678__R5UG30__ERS852558_03525
ERR1913201.1212352__1.1212352	820__A0A374MMF0__HMPREF1073_03811
ERR1913201.1212355__1.1212355	1262746__R5SS80__BN750_02125
ERR1913201.1212408__1.1212408	823__A0A174U5E4__BDI_3390
ERR1913201.1212432__1.1212432	46503__R6X275__DD461_10840
ERR1913201.1212448__1.1212448	820__A0A174GYA8__DXB64_07370
ERR1913201.1212483__1.1212483	820__A0A174CK74__DXB48_07060
ERR1913201.1212549__1.1212549	1628085__A0A374VS54__C7386_101156
ERR1913201.1212815__1.1212815	47678__R5U332__C5Z00_16810
ERR1913201.1212830__1.1212830	821__A0A396F9T7__M097_3427
ERR1913201.1213059__1.1213059	820__A7V8C2__ERS852554_01338
ERR1913201.1213100__1.1213100	823__D7IT19__DHP27_03495
ERR1913201.1213108__1.1213108	39496__A5Z3N0__EUBVEN_00276
ERR1913201.1213196__1.1213196	1262743__R5C054__BN727_01980
ERR1913201.1213648__1.1213648	821__A0A174NVL6__NCTC10583_01782
ERR1913201.1213650__1.1213650	821__A0A396F9T7__M097_3427
ERR1913201.1213690__1.1213690	821__A0A173XDD3__DXB82_17180
ERR1913201.1213701__1.1213701	166486__A0A173T114__ROSINTL182_05085
ERR1913201.1213702__1.1213702	745368__A0A1T4Y1B7__SAMN02745178_02639
ERR1913201.1213867__1.1213867	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913201.1213851__1.1213851	33039__A0A173VSH9__ERS852530_05439
ERR1913201.1213898__1.1213898	46503__R6X0L4__DXB61_05325
ERR1913201.1213901__1.1213901	47678__A5ZB44__C5Z00_17730
ERR1913201.1213991__1.1213991	47678__R5UXY0__CGC64_03535
ERR1913201.1214223__1.1214223	46503__R6Y4M7__HMPREF1078_03269
ERR1913201.1214224__1.1214224	820__A0A396EXA7__DXB37_15530
ERR1913201.1214192__1.1214192	39488__C0F0P8__EUBHAL_03272
ERR1913201.1214333__1.1214333	357276__B6VT86__IY41_22515
ERR1913201.1214335__1.1214335	823__A6LHK0__M090_1297
ERR1913201.1214508__1.1214508	1680__A0A087DLC6__C8077_00815
ERR1913201.1214488__1.1214488	33039__D4M340__sleB_2
ERR1913201.1214522__1.1214522	166486__D4KXJ6__ERS852572_00336
ERR1913201.1214583__1.1214583	357276__I8WPR6__EL88_06675
ERR1913201.1214646__1.1214646	626929__F3PIV6__B5F24_03810
ERR1913201.1214674__1.1214674	818__C6IJ09__SAMN05216253_102150
ERR1913201.1214778__1.1214778	102148__E7MMA3__HMPREF9430_00703
ERR1913201.1214818__1.1214818	821__A0A395VIK7__BVU_1225
ERR1913201.1214859__1.1214859	301302__A0A173TNM6__luxQ
ERR1913201.1214910__1.1214910	387090__S0F668__BACCOPRO_01215
ERR1913201.1214963__1.1214963	216816__A0A133LQN7__BL15B_00780
ERR1913201.1215001__1.1215001	39496__A5Z7Y8__EUBVEN_01828
ERR1913201.1215004__1.1215004	47678__A5ZB44__C5Z00_17730
ERR1913201.1215011__1.1215011	39491__C4ZD70__LD38_03510
ERR1913201.1215059__1.1215059	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913201.1215134__1.1215134	820__A0A139KJR5__M093_4469
ERR1913201.1215252__1.1215252	1680__A0A3E4SB79__BAD_1517
ERR1913201.1215362__1.1215362	301302__R5V6L8__M72_16121
ERR1913201.1215370__1.1215370	823__A6LEP0__M091_1976
ERR1913201.1215498__1.1215498	28118__F9Z4U0__B5F99_17595
ERR1913201.1215584__1.1215584	1965646__A0A1Y3WG78__B5G10_10525
ERR1913201.1215854__1.1215854	47678__R5U8Y1__BACCAC_02615
ERR1913201.1215971__1.1215971	1735__B7CC21__EUBIFOR_01746
ERR1913201.1216004__1.1216004	821__A0A0P0M4G3__M099_3092
ERR1913201.1216105__1.1216105	384638__B7AVU0__BACPEC_02840
ERR1913201.1216110__1.1216110	821__A0A395UNT8__DXD64_15275
ERR1913201.1216152__1.1216152	292800__G9YPX7__ERS852518_06690
ERR1913201.1216174__1.1216174	39491__A0A396FKG5__DXB76_07455
ERR1913201.1216212__1.1216212	166486__D4KYW5__ROSINTL182_05595
ERR1913201.1216342__1.1216342	1308__A0A2S4DY03__DV947_07865
ERR1913201.1216350__1.1216350	46503__R6WTW1__NCTC13052_03440
ERR1913201.1216425__1.1216425	74426__rpoC
ERR1913201.1216491__1.1216491	1628085__A0A374VUI1__C7386_11920
ERR1913201.1216510__1.1216510	1628085__A0A2U1BCE2__C7386_10711
ERR1913201.1216685__1.1216685	39488__A0A174JUI0__EUBHAL_01212
ERR1913201.1216839__1.1216839	28118__F9Z3G8__B5F99_01835
ERR1913201.1216866__1.1216866	39492__D4JR31__EUBSIR_00106
ERR1913201.1216951__1.1216951	357276__B6W1J2__BACDOR_03380
ERR1913201.1216958__1.1216958	329854__A0A3E4KPG4__DXD27_21195
ERR1913201.1217040__1.1217040	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913201.1217046__1.1217046	47678__R5UET0__BACCAC_02656
ERR1913201.1217229__1.1217229	301302__A0A173T010__M72_26571
ERR1913201.1217295__1.1217295	166486__D4L402__ROSINTL182_05182
ERR1913201.1217324__1.1217324	823__A0A174UR44__M095_2641
ERR1913201.1217389__1.1217389	1262743__R5C054__BN727_01980
ERR1913201.1217431__1.1217431	418240__C6JFD7__ERS852523_02475
ERR1913201.1217651__1.1217651	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913201.1217652__1.1217652	216816__B3DNW2__BL171B_07980
ERR1913201.1217709__1.1217709	33039__D4M1A4__ERS852502_00742
ERR1913201.1217724__1.1217724	821__A0A0P0LFP6__C5Z04_13890
ERR1913201.1217760__1.1217760	357276__C3R9Y0__HMPREF1064_01889
ERR1913201.1217969__1.1217969	39485__A0A174YYW2__benM
ERR1913201.1218064__1.1218064	39486__B0G973__atpH
ERR1913201.1218256__1.1218256	823__A0A174EFT7__luxQ_5
ERR1913201.1218335__1.1218335	1628085__A0A1C6CLW0__C7386_11453
ERR1913201.1218446__1.1218446	166486__D4KVY5__ERS852572_03136
ERR1913201.1218502__1.1218502	47678__R5UAY9__DW706_07200
ERR1913201.1218515__1.1218515	821__E5UY21__C800_02204
ERR1913201.1218587__1.1218587	820__E5VA63__DXC80_01025
ERR1913201.1218707__1.1218707	310298__B3JQJ5__BACCOP_04231
ERR1913201.1218709__1.1218709	853__A0A173SUU8__CGS54_06840
ERR1913201.1218734__1.1218734	39491__A0A396FMF1__EUR_28700
ERR1913201.1218943__1.1218943	1735__B7CEC3__EUBIFOR_02567
ERR1913201.1218967__1.1218967	39492__D4MJF3__EUBSIR_02248
ERR1913201.1219025__1.1219025	1686__B6XUW3__BIFCAT_00676
ERR1913201.1219126__1.1219126	74426__rpoC
ERR1913201.1219171__1.1219171	166486__D4L402__ROSINTL182_05182
ERR1913201.1219261__1.1219261	301302__A0A0M6WWC3__M72_11371
ERR1913201.1219343__1.1219343	1680__A0A087CWH8__ERS852382_00646
ERR1913201.1219397__1.1219397	821__A0A0P0LNX8__ERS852509_03015
ERR1913201.1219421__1.1219421	357276__I8WEY2__ABI39_04185
ERR1913201.1219537__1.1219537	216816__V6XWW6__RY67_1738
ERR1913201.1219515__1.1219515	47678__R5UWN2__BACCAC_01649
ERR1913201.1219670__1.1219670	47678__R5U7P3__DXB67_08985
ERR1913201.1219679__1.1219679	28026__A0A396B960__DXC71_09530
ERR1913201.1219772__1.1219772	47678__A5ZG68__ERS852494_02968
ERR1913201.1219850__1.1219850	46503__A7AFM3__HMPREF1078_00209
ERR1913201.1219902__1.1219902	820__A7V049__DXB48_04755
ERR1913201.1219942__1.1219942	818__A0A3E5H319__SAMN02910322_03382
ERR1913201.1220001__1.1220001	820__A0A3E4W4Y7__B5G17_02055
ERR1913201.1219957__1.1219957	357276__B6W1Y1__BSEG_03960
ERR1913201.1220033__1.1220033	328813__A0A1Y3QT24__B5G41_09455
ERR1913201.1220229__1.1220229	116085__D4J4G2__DW747_15550
ERR1913201.1220262__1.1220262	166486__R6AY46__ROSINTL182_06128
ERR1913201.1220310__1.1220310	823__A0A173W1W2__M095_4076
ERR1913201.1220364__1.1220364	820__A7V8C2__ERS852554_01338
ERR1913201.1220381__1.1220381	47678__A0A174TQR6__CGC64_14735
