ERR1913218.204__1.204	357276__I9FTR0__HMPREF1065_02861
ERR1913218.479430__1.479430	1263006__R6MLL2__BN515_00946
ERR1913218.479404__1.479404	1624__A0A089QHX5__B6U57_03750
ERR1913218.479451__1.479451	301301__G2T5Z5__RHOM_15985
ERR1913218.479583__1.479583	820__A7V859__ERS852462_00341
ERR1913218.479538__1.479538	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913218.480073__1.480073	40518__R5E426__DXD93_04485
ERR1913218.480111__1.480111	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913218.480199__1.480199	1624__A0A385XMI9__A8C42_01405
ERR1913218.480218__1.480218	357276__D1JY58__BACDOR_04277
ERR1913218.480508__1.480508	820__A0A174P0L5__glcK_3
ERR1913218.480541__1.480541	820__A0A3E5BMG9__DXD40_05130
ERR1913218.480595__1.480595	1550024__A0A0D8IZK1__TQ39_08190
ERR1913218.480687__1.480687	1262911__R6H174__BN557_01246
ERR1913218.480701__1.480701	1263006__R6LR21__BN515_00462
ERR1913218.480857__1.480857	357276__C3RDQ5__HMPREF1065_03827
ERR1913218.481017__1.481017	357276__A0A076IXE0__HMPREF1064_04364
ERR1913218.481051__1.481051	2107999__A0A366KJ86__rpiR
ERR1913218.481068__1.481068	1624__A0A385XNI5__B6U38_01935
ERR1913218.481222__1.481222	1624__A0A0F7PSL0__CR531_04965
ERR1913218.481542__1.481542	28025__D3R3B1__BAAM0483_03040
ERR1913218.482034__1.482034	357276__A0A076IN21__BSEG_03078
ERR1913218.482133__1.482133	1624__A0A089QBF7__A8C46_08780
ERR1913218.482229__1.482229	239935__R6JD78__CXU05_09250
ERR1913218.482517__1.482517	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913218.482581__1.482581	1624__A0A385XQT6__B6U46_02745
ERR1913218.482608__1.482608	1263006__R6LKF3__BN515_02083
ERR1913218.482630__1.482630	1262911__R6H1B2__BN557_00840
ERR1913218.482783__1.482783	239935__A0A2N8J2P6__ADH72_06730
ERR1913218.482829__1.482829	357276__A0A1Y4PPG2__B5F95_02305
ERR1913218.483015__1.483015	1584__Q1GC42__LDBND_0002
ERR1913218.483062__1.483062	1681__A0A292G6V6__BBB_1561
ERR1913218.483162__1.483162	853__A0A174BZY1__xerD_1
ERR1913218.483319__1.483319	40518__R5DYP7__envC
ERR1913218.483593__1.483593	239935__A0A139TT05__CXU09_03335
ERR1913218.483665__1.483665	357276__I8W1E1__B5F00_10785
ERR1913218.483633__1.483633	2173__R7PYR7__BK798_01375
ERR1913218.484132__1.484132	239935__A0A3F3K9J9__DEF40_00940
ERR1913218.484517__1.484517	239935__A0A2N8IMC9__CXU09_02095
ERR1913218.484919__1.484919	28118__F9Z4U0__B5F99_17595
ERR1913218.484892__1.484892	1263006__R6LKA3__BN515_00205
ERR1913218.484977__1.484977	253839__D9VQ27__SSNG_03091
ERR1913218.485171__1.485171	357276__I9QBT7__BSEG_03340
ERR1913218.485318__1.485318	357276__A0A0M1W1I8__ABI39_13620
ERR1913218.485312__1.485312	820__A0A174Q0F0__DXB48_08080
ERR1913218.485404__1.485404	40518__R5DV58__htrA
ERR1913218.485462__1.485462	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913218.485510__1.485510	301302__R5UKF2__M72_19701
ERR1913218.485780__1.485780	1262882__R5N1Z9__BN519_01020
ERR1913218.485819__1.485819	1263011__R6DQD4__BN553_01090
ERR1913218.486064__1.486064	1550024__A0A0W7TRR8__TQ39_03380
ERR1913218.486172__1.486172	2108523__A0A2P2F214__LAWASA_27
ERR1913218.486090__1.486090	1262911__R6GTZ0__BN557_01437
ERR1913218.486216__1.486216	818__A0A3E5HDU6__C799_04515
ERR1913218.486324__1.486324	100886__E2NS88__ERS852383_05128
ERR1913218.486402__1.486402	820__A0A139KEW8__DXB64_06405
ERR1913218.486808__1.486808	1263000__R5EJ27__BN466_01916
ERR1913218.486864__1.486864	1624__A0A385XNA7__FC55_GL001200
ERR1913218.486870__1.486870	820__A0A139K1Y6__DXB48_02610
ERR1913218.486876__1.486876	1680__A0A3E4SB79__BAD_1517
ERR1913218.486912__1.486912	1262911__R6H0U7__BN557_01104
ERR1913218.487156__1.487156	239935__A0A2N8I1R3__CXU05_06075
ERR1913218.487363__1.487363	1680__A0A0B5BKZ3__DXD60_01450
ERR1913218.487487__1.487487	820__A0A139K1Y6__DXB48_02610
ERR1913218.487502__1.487502	1550024__A0A3B9WGK5__TQ39_08450
ERR1913218.487562__1.487562	1262911__R6H1M1__BN557_00925
ERR1913218.487702__1.487702	1263006__R6M0F1__BN515_00198
ERR1913218.487794__1.487794	39492__D4JV86__spoIIE
ERR1913218.487884__1.487884	1263006__R6M2H0__BN515_00628
ERR1913218.488054__1.488054	552398__F4XCQ4__HMPREF0866_01621
ERR1913218.488124__1.488124	820__A0A174R952__DXB48_02570
ERR1913218.488257__1.488257	151538__GeneID:920450
ERR1913218.488258__1.488258	820__A0A174CK74__DXB48_07060
ERR1913218.488349__1.488349	820__A0A3E4VZT7__DXB48_16145
ERR1913218.488507__1.488507	1550024__A0A0D8IYY8__TQ39_09180
ERR1913218.488511__1.488511	1263006__R6LLP6__BN515_01041
ERR1913218.488632__1.488632	39488__A0A374NU89__ERS852578_02475
ERR1913218.488610__1.488610	1160721__R6U7U7__cheW1
ERR1913218.488562__1.488562	1263006__R6LI44__BN515_01329
ERR1913218.488903__1.488903	239935__R6K0V8__CXT94_02055
ERR1913218.488823__1.488823	820__A0A1T4IY71__HMPREF2141_02402
ERR1913218.488919__1.488919	1262882__R5MIW5__BN519_00945
ERR1913218.489037__1.489037	1680__A0A3E4SB79__BAD_1517
ERR1913218.489130__1.489130	1550024__G9RPG8__TQ39_05515
ERR1913218.489223__1.489223	1262882__R5MXW0__BN519_00317
ERR1913218.489287__1.489287	39492__D4JUD7__EUBSIR_01877
ERR1913218.489305__1.489305	1263006__R6LZ17__BN515_01569
ERR1913218.489408__1.489408	552398__F4XCR9__HMPREF0866_01636
ERR1913218.489462__1.489462	1550024__G9RPI3__ASJ35_09180
ERR1913218.489514__1.489514	820__A0A374QGD2__ERS852421_02382
ERR1913218.489771__1.489771	100886__E2NVF2__CATMIT_02583
ERR1913218.489774__1.489774	239935__A0A2N8IJI1__B5G29_04615
ERR1913218.489864__1.489864	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913218.489882__1.489882	820__A0A3E4VZT7__DXB48_16145
ERR1913218.489902__1.489902	357276__I8VLL2__HMPREF1065_03395
ERR1913218.490170__1.490170	1262882__R5MGI7__BN519_00643
ERR1913218.490201__1.490201	1680__A0A1X3AAI9__BADO_1163
ERR1913218.490228__1.490228	1680__A1A0V3__C8077_03025
ERR1913218.490383__1.490383	1263006__R6LPZ5__BN515_02090
ERR1913218.490435__1.490435	1680__R5GKP2__DXD60_06200
ERR1913218.490561__1.490561	1263006__R6LLP6__BN515_01041
ERR1913218.490553__1.490553	458033__GCA_001482755.1_02203
ERR1913218.490830__1.490830	39485__R5ZQJ7__yniC
ERR1913218.491026__1.491026	1262882__R5N1N6__BN519_00968
ERR1913218.491374__1.491374	1262911__R6GPL1__BN557_00927
ERR1913218.491566__1.491566	1550024__A0A0D8J3J4__TQ39_01275
ERR1913218.491661__1.491661	1262911__R6GN99__BN557_01784
ERR1913218.491697__1.491697	1262882__R5MM69__BN519_00075
ERR1913218.491939__1.491939	820__A0A173W419__DXC68_17760
ERR1913218.492135__1.492135	158787__A0A087DEG0__BSCA_2286
ERR1913218.492179__1.492179	1624__A0A1V9SGL8__NIAS840_01496
ERR1913218.492259__1.492259	1263000__R5EMZ8__BN466_00707
ERR1913218.492545__1.492545	151538__GeneID:920438
ERR1913218.492574__1.492574	357276__B6VW91__BACDOR_01584
ERR1913218.492579__1.492579	820__A0A3E4IGA7__DXD40_07110
ERR1913218.492685__1.492685	820__A7V470__HMPREF1072_02076
ERR1913218.492797__1.492797	40518__R5DYU1__DXD86_01160
ERR1913218.492774__1.492774	357276__C3RA36__HMPREF1065_03270
ERR1913218.492778__1.492778	40518__R5DZC6__mreC
ERR1913218.492848__1.492848	820__A0A139K4W5__HMPREF2141_02394
ERR1913218.492847__1.492847	1263006__R6LK25__BN515_01963
ERR1913218.493181__1.493181	40518__R5DXI4__DXD86_07420
ERR1913218.493267__1.493267	820__A0A3E4W984__pssA
ERR1913218.493296__1.493296	2173__A0A1D2WWE0__METSMIF1_03349
ERR1913218.493606__1.493606	1262882__R5N3T7__BN519_01188
ERR1913218.493651__1.493651	626933__H1DGX0__HMPREF9449_01506
ERR1913218.493693__1.493693	1262911__R6GS70__BN557_00854
ERR1913218.494135__1.494135	820__A0A174A6K0__M093_0079
ERR1913218.494365__1.494365	820__A0A3E4W9D9__B5G17_12400
ERR1913218.494438__1.494438	1263006__R6LSL5__BN515_00102
ERR1913218.494584__1.494584	818__A0A0P0FWH4__Btheta7330_05099
ERR1913218.494657__1.494657	172901__A0A2U1AJG6__C8D82_13519
ERR1913218.494757__1.494757	357276__A0A076IS26__EL88_15950
ERR1913218.494936__1.494936	33039__D4M1V4__RTO_04530
ERR1913218.495030__1.495030	1550024__G9RPC6__TQ39_05630
ERR1913218.495004__1.495004	820__A0A174M9V5__M093_0237
ERR1913218.495083__1.495083	88431__A0A174RXE9__ERS852526_02186
ERR1913218.495132__1.495132	357276__B6W5Q7__DXD47_13945
ERR1913218.495256__1.495256	1263006__R6M2F7__BN515_00608
ERR1913218.495384__1.495384	1262924__R7HPB3__BN585_00488
ERR1913218.495361__1.495361	552398__T5S086__HMPREF0866_01580
ERR1913218.495505__1.495505	820__R9HP61__DXC91_01090
ERR1913218.495653__1.495653	97478__A0A315ZKJ6__BV56_0726
ERR1913218.495805__1.495805	820__A0A173YYG4__evgS_3
ERR1913218.495843__1.495843	1550024__G9RXV5__TQ39_13455
ERR1913218.495844__1.495844	2173__A0A1D2WW40__BK798_07930
ERR1913218.495915__1.495915	39486__B0G2J6__DXB12_13190
ERR1913218.496031__1.496031	1550024__A0A0D8J3P2__TQ39_00965
ERR1913218.496107__1.496107	1263006__R6MPG9__BN515_01866
ERR1913218.496149__1.496149	1550024__G9RZN9__ASJ35_05735
ERR1913218.496152__1.496152	820__A0A139K8N1__ERS852554_00951
ERR1913218.496175__1.496175	1680__R5GRA4__ERS852382_01548
ERR1913218.496252__1.496252	1263006__R6LT09__BN515_01035
ERR1913218.496276__1.496276	1263006__R6M1L5__BN515_00413
ERR1913218.496350__1.496350	1628085__A0A396MQV4__C7386_1213
ERR1913218.496383__1.496383	820__A0A139K4W5__HMPREF2141_02394
ERR1913218.496468__1.496468	1628085__A0A2U1B3Y8__C7386_12130
ERR1913218.496627__1.496627	1263006__R6LTK0__BN515_01174
ERR1913218.496596__1.496596	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913218.496729__1.496729	1681__A0A0H3EB88__DD698_09115
ERR1913218.496872__1.496872	1624__C2EFN7__B5E73_08575
ERR1913218.497104__1.497104	40518__R5DUJ5__DXD83_01635
ERR1913218.497278__1.497278	1262882__R5N511__BN519_01592
ERR1913218.497369__1.497369	40518__A0A373KL92__RBATCC27255_01378
ERR1913218.497438__1.497438	1681__I3WGI8__DD715_03705
ERR1913218.497705__1.497705	1262911__R6GPI7__BN557_00907
ERR1913218.497748__1.497748	1262911__R6H1B2__BN557_00840
ERR1913218.497766__1.497766	1680__A7A7Z9__AAX71_05385
ERR1913218.497814__1.497814	239935__R7E524__CXT91_06180
ERR1913218.498007__1.498007	1263000__R5EEL2__BN466_01100
ERR1913218.498067__1.498067	357276__I8W1E1__B5F00_10785
ERR1913218.498219__1.498219	1263044__GCA_000433375.1_00023
ERR1913218.498228__1.498228	1550024__A0A0D8J3P2__TQ39_00965
ERR1913218.498710__1.498710	39488__A0A374NJP4__DXD91_10845
ERR1913218.498852__1.498852	1550024__A0A3B9WI73__ASJ35_03410
ERR1913218.499145__1.499145	100886__A0A174GT42__ERS852383_03762
ERR1913218.499191__1.499191	40520__R7D749__ERS852533_00635
ERR1913218.499321__1.499321	1263006__R6LWF1__BN515_02111
ERR1913218.499567__1.499567	1263006__R6LYR2__BN515_01475
ERR1913218.499511__1.499511	1681__E4V7X5__BBNG_00264
ERR1913218.499970__1.499970	1262882__R5MKI3__BN519_00334
ERR1913218.500000__1.500000	227942__H4GIQ1__PS3_5750
ERR1913218.500078__1.500078	556499__U2QBH7__HMPREF0682_1572
ERR1913218.500333__1.500333	239935__A0A2N8IVR0__CXT87_07115
ERR1913218.500352__1.500352	239935__A0A2N8IMC9__CXU09_02095
ERR1913218.500418__1.500418	820__A0A139K8X8__DXC80_17665
ERR1913218.500452__1.500452	552398__F4XCQ4__HMPREF0866_01621
ERR1913218.500637__1.500637	1263006__R6MPG9__BN515_01866
ERR1913218.500922__1.500922	820__A0A3E4VZY4__ERS852554_01211
ERR1913218.501057__1.501057	116085__D4J6V9__DW747_08450
ERR1913218.501196__1.501196	239935__A0A2N8J2P6__ADH72_06730
ERR1913218.501201__1.501201	1550024__A0A3B9WG46__ASJ35_14590
ERR1913218.501291__1.501291	239935__A0A139TPG3__CXT86_08810
ERR1913218.501465__1.501465	1262882__R5MND9__BN519_00831
ERR1913218.501472__1.501472	1262911__R6GPM2__BN557_00937
ERR1913218.501564__1.501564	357276__D1K3K9__EL88_23995
ERR1913218.501707__1.501707	820__A0A139K2N9__DXB62_12420
ERR1913218.501766__1.501766	357276__B6W1Y1__BSEG_03960
ERR1913218.501828__1.501828	1160721__R6TH82__BHW50_00835
ERR1913218.501822__1.501822	40518__R5DQJ0__DXD93_03790
ERR1913218.501887__1.501887	301301__A0A395V407__ERS852391_02230
ERR1913218.502239__1.502239	626940__E8LGA6__BHW43_03960
ERR1913218.502342__1.502342	165179__D1PAN5__PREVCOP_04260
ERR1913218.502395__1.502395	1624__A0A385XPF6__DXC22_01600
ERR1913218.502682__1.502682	301302__A0A173S3L8__vpr
ERR1913218.502690__1.502690	820__A0A078S4C2__ERS417307_00828
ERR1913218.502883__1.502883	40518__R5E6X5__sbcD
ERR1913218.503143__1.503143	40518__R5DZ88__DXD93_06320
ERR1913218.503225__1.503225	33039__R6P9Z4__ERS852502_00114
ERR1913218.503346__1.503346	239935__A0A2N8HT44__CXT84_11035
ERR1913218.503359__1.503359	1680__A1A0V3__C8077_03025
ERR1913218.503417__1.503417	1262882__R5MHX6__BN519_00733
ERR1913218.503428__1.503428	39492__D4JRL2__ERS852540_01608
ERR1913218.503476__1.503476	1262911__R6H092__BN557_00938
ERR1913218.503658__1.503658	357276__D1K3K9__EL88_23995
ERR1913218.503832__1.503832	1624__F7QS05__CR531_04355
ERR1913218.503883__1.503883	552398__T5S086__HMPREF0866_01580
ERR1913218.503990__1.503990	1550024__A0A0W7TR16__TQ39_07995
ERR1913218.504198__1.504198	1263006__R6LKC6__BN515_02058
ERR1913218.504361__1.504361	1263006__R6LKC6__BN515_02058
ERR1913218.504400__1.504400	1681__U2BXF8__DXC70_05435
ERR1913218.504535__1.504535	1262882__R5N211__BN519_01033
ERR1913218.504640__1.504640	40518__R5E5I9__yvhJ_2
ERR1913218.504586__1.504586	239935__A0A2N8HCF5__CXU15_05660
ERR1913218.504697__1.504697	1681__A0A286T9U4__DD698_01470
ERR1913218.504683__1.504683	357276__I9QBT7__BSEG_03340
ERR1913218.504794__1.504794	1099853__G9S8I7__NSB1T_12985
ERR1913218.505044__1.505044	1263006__R6LZ17__BN515_01569
ERR1913218.505052__1.505052	1262911__R6HN81__BN557_00921
ERR1913218.505212__1.505212	301301__A0A395V8E1__RHOM_11160
ERR1913218.505353__1.505353	1358__A0A3B0GF98__BW152_07280
ERR1913218.505433__1.505433	357276__C3RA36__HMPREF1065_03270
ERR1913218.505465__1.505465	1550024__G9RPG8__TQ39_05515
ERR1913218.505532__1.505532	1680__R5GPK0__B0487_0620
ERR1913218.505570__1.505570	1262911__R6H174__BN557_01246
ERR1913218.505915__1.505915	706562__GCA_900112995.1_01883
ERR1913218.505983__1.505983	1656__F2UXA9__HMPREF0059_01455
ERR1913218.506205__1.506205	1262882__R5MLT4__BN519_01496
ERR1913218.506278__1.506278	1263006__R6LRT3__BN515_00657
ERR1913218.506388__1.506388	74426__rpoC
ERR1913218.506439__1.506439	28118__R6FH70__NCTC10826_02742
ERR1913218.506458__1.506458	1550024__G9RPP6__ASJ35_08860
ERR1913218.506699__1.506699	1262882__R5MEN2__BN519_00200
ERR1913218.506739__1.506739	820__A0A3E4VXP2__yesR
ERR1913218.506985__1.506985	1318__K8MWD6__CYK20_04200
ERR1913218.507047__1.507047	1262911__R6HN87__BN557_00926
ERR1913218.507061__1.507061	239935__A0A2N8I8X8__B5G29_00185
ERR1913218.507065__1.507065	239935__A0A2N8HPX2__CXT90_09930
ERR1913218.507175__1.507175	1263107__GCA_000436995.1_00134
ERR1913218.507199__1.507199	40520__R7D6X9__DXB81_05355
ERR1913218.507254__1.507254	214856__I3YPP9__Alfi_2707
ERR1913218.507312__1.507312	154046__A0A174GL73__DXB08_29205
ERR1913218.507489__1.507489	239935__A0A2N8IV82__CXT99_06735
ERR1913218.507636__1.507636	1680__A0A1V8QAM8__BIFADO_02272
ERR1913218.507710__1.507710	133926__X8HVB0__Olsu_1341
ERR1913218.507759__1.507759	562__A0A376L0A6__CQA14_19985
ERR1913218.507778__1.507778	1550024__G9RTW4__TQ39_08265
ERR1913218.507798__1.507798	1550024__A0A3B9WDR6__TQ39_19225
ERR1913218.507892__1.507892	40518__R5DYU1__DXD86_01160
ERR1913218.508536__1.508536	357276__A0A0M1W1I8__ABI39_13620
ERR1913218.508606__1.508606	239935__A0A2N8IVR0__CXT87_07115
ERR1913218.508755__1.508755	820__A0A139K5A6__DXB48_12175
ERR1913218.508937__1.508937	1550024__A0A3B9WFS7__ASJ35_05525
ERR1913218.508947__1.508947	820__A0A174QLF0__SAMN05444418_109151
ERR1913218.508986__1.508986	818__C6IIW4__dapH_1
ERR1913218.509061__1.509061	823__D7IKW8__DXD05_10310
ERR1913218.509216__1.509216	820__A0A3E4G8F8__ERS852421_01645
ERR1913218.509277__1.509277	1263006__R6LM98__BN515_00610
ERR1913218.509366__1.509366	88431__A0A3D0EYE9__rafA
ERR1913218.509527__1.509527	820__A7V9F9__B5G17_14640
ERR1913218.509694__1.509694	1624__A0A2A2XAQ8__A8C54_00025
ERR1913218.509984__1.509984	357276__C3R9Y0__HMPREF1064_01889
ERR1913218.509992__1.509992	357276__I9R2M6__BSEG_03499
ERR1913218.510223__1.510223	357276__I8W1E1__B5F00_10785
ERR1913218.510335__1.510335	270498__A0A0M2NA94__CHK_2992
ERR1913218.510593__1.510593	1263006__R6MPG9__BN515_01866
ERR1913218.510598__1.510598	1262911__R6GPM2__BN557_00937
ERR1913218.511002__1.511002	357276__B6W1Y1__BSEG_03960
ERR1913218.511055__1.511055	39486__R6STY4__DXB36_12980
ERR1913218.511139__1.511139	357276__C3R9Y0__HMPREF1064_01889
ERR1913218.511175__1.511175	1263000__R5EF36__BN466_01303
ERR1913218.511269__1.511269	239935__A0A2N8HCF5__CXU15_05660
ERR1913218.511356__1.511356	823__A0A174LDE8__M096_3277
ERR1913218.511433__1.511433	88431__A0A3D0EYE9__rafA
ERR1913218.511562__1.511562	820__A0A174G065__DXB62_08975
ERR1913218.511864__1.511864	147206__GCF_000156215.1_01773
ERR1913218.512056__1.512056	1681__E3EQA8__LMG11582_0199
ERR1913218.512057__1.512057	301301__G2T4K1__RHOM_14310
ERR1913218.512164__1.512164	357276__A0A076IYG1__B5F95_22465
ERR1913218.512310__1.512310	1550024__A0A3B9WEL2__TQ39_11090
ERR1913218.512375__1.512375	1383__GCA_001438885.1_00780
ERR1913218.512469__1.512469	1262882__R5N3H1__BN519_01121
ERR1913218.512479__1.512479	1550024__G9RPC6__TQ39_05630
ERR1913218.512496__1.512496	1262882__R5MLA4__BN519_01536
ERR1913218.512503__1.512503	544580__F9PM19__BKH24_04675
ERR1913218.512627__1.512627	1263006__R6LI44__BN515_01329
ERR1913218.512774__1.512774	1262911__R6GQ41__BN557_00435
ERR1913218.512836__1.512836	1624__A0A089QF62__B6U51_07730
ERR1913218.512931__1.512931	40518__R5DT93__DXD86_08730
ERR1913218.512946__1.512946	1160721__W0U5Q5__RBI_I01425
ERR1913218.513077__1.513077	1358__T0VT85__LLUC063_1594
ERR1913218.513195__1.513195	1263006__R6LR21__BN515_00462
ERR1913218.513140__1.513140	1624__A0A385XKA7__A8C38_03140
ERR1913218.513376__1.513376	78342__D1NWQ4__BGLCM_0636
ERR1913218.513436__1.513436	46503__R6XAG6__DXB85_14995
ERR1913218.513402__1.513402	1262924__R7HRI6__BN585_00824
ERR1913218.513480__1.513480	239935__R6JCH3__CXT95_08205
ERR1913218.513417__1.513417	35833__S2KWP6__HMPREF0179_05248
ERR1913218.513559__1.513559	820__A0A139KH21__DXC80_01780
ERR1913218.513509__1.513509	39488__A0A374NVL2__EHLA_3034
ERR1913218.513602__1.513602	1550024__G9RW43__TQ39_06925
ERR1913218.513702__1.513702	820__A0A139KEW8__DXB64_06405
ERR1913218.513852__1.513852	1262911__R6H1J5__BN557_00905
ERR1913218.514096__1.514096	458033__GCA_001482755.1_02203
ERR1913218.514160__1.514160	820__A0A374Q1D8__SAMN05444418_112114
ERR1913218.514341__1.514341	1550024__G9RVU1__TQ39_06560
ERR1913218.514345__1.514345	1263006__R6LKA3__BN515_00205
ERR1913218.514354__1.514354	239935__R6JAS2__CXU02_10725
ERR1913218.514440__1.514440	100884__E7G6R6__DXB30_05610
ERR1913218.514466__1.514466	357276__I9RAC4__BSEG_00561
ERR1913218.514493__1.514493	1263006__R6LG93__BN515_00770
ERR1913218.514723__1.514723	1628085__A0A2U1AX94__C7386_1283
ERR1913218.514845__1.514845	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913218.514930__1.514930	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913218.515044__1.515044	301301__A0A395V714__evgS
ERR1913218.515348__1.515348	69974__A0A090FEL8__MPL3365_630008
ERR1913218.515540__1.515540	1160721__R6SUP4__vanY3
ERR1913218.515557__1.515557	1099853__G9S433__NSB1T_07535
ERR1913218.515627__1.515627	563769__GeneID:6973158
ERR1913218.515608__1.515608	1263006__R6LL18__BN515_02215
ERR1913218.515751__1.515751	1263006__R6LT09__BN515_01035
ERR1913218.515834__1.515834	820__A0A139K8N1__ERS852554_00951
ERR1913218.515863__1.515863	1624__A0A385XP74__LSGJ_01132
ERR1913218.515865__1.515865	39488__A0A174B7Y0__ERS852450_00913
ERR1913218.515907__1.515907	357276__C3RA36__HMPREF1065_03270
ERR1913218.515964__1.515964	1263006__R6LZ17__BN515_01569
ERR1913218.515994__1.515994	1263006__R6LLP6__BN515_01041
ERR1913218.516058__1.516058	1263000__R5EH44__BN466_01492
ERR1913218.516160__1.516160	1263107__GCA_000436995.1_00229
ERR1913218.516376__1.516376	820__A0A3E4G2R7__DXC07_00510
ERR1913218.516519__1.516519	1686__B6XTQ5__B5782_1168
ERR1913218.516521__1.516521	820__A0A139KIL9__DXC68_05945
ERR1913218.516746__1.516746	239935__A0A2N8IVR0__CXT87_07115
ERR1913218.516782__1.516782	2173__A0A1D2WSZ3__Msm_1724
ERR1913218.516791__1.516791	1262911__R6HHR1__BN557_01622
ERR1913218.516815__1.516815	1681__K2IQY4__RY70_39
ERR1913218.517043__1.517043	1550024__G9RZ38__ASJ35_12765
ERR1913218.517045__1.517045	1680__A0A173Y6N7__yhaH
ERR1913218.517079__1.517079	40518__R5DR72__RBL236_02110
ERR1913218.517211__1.517211	1262882__R5MM69__BN519_00075
ERR1913218.517173__1.517173	552398__F4XCQ4__HMPREF0866_01621
ERR1913218.517399__1.517399	1099853__G9S4Z9__NSB1T_00210
ERR1913218.517689__1.517689	552398__F4XCQ4__HMPREF0866_01621
ERR1913218.517769__1.517769	239935__A0A2N8IJI1__B5G29_04615
ERR1913218.517800__1.517800	1263006__R6LPZ5__BN515_02090
ERR1913218.517822__1.517822	820__A0A173WUD7__DXB48_08055
ERR1913218.517837__1.517837	820__A0A374Q854__HMPREF1073_03281
ERR1913218.518010__1.518010	357276__I8W1E1__B5F00_10785
ERR1913218.518431__1.518431	301301__G2SZM9__ERS852391_00601
ERR1913218.518452__1.518452	1550024__G9RX78__TQ39_04855
ERR1913218.518481__1.518481	1624__A0A385XLX3__LsR_01407
ERR1913218.518835__1.518835	357276__A0A076IS26__EL88_15950
ERR1913218.519004__1.519004	301301__G2SXB0__RHOM_09565
ERR1913218.518959__1.518959	357276__I9QWD4__DXD47_15075
ERR1913218.518962__1.518962	1262911__R6H074__BN557_00923
ERR1913218.519230__1.519230	823__A6LDT7__CEQ22_002595
ERR1913218.519632__1.519632	239935__A0A139TMY7__CXU13_02020
ERR1913218.519744__1.519744	820__A0A3E4W084__BACUNI_04042
ERR1913218.519798__1.519798	1624__A0A0F7PRZ8__BHF65_02010
ERR1913218.519860__1.519860	820__A0A3E4W9D9__B5G17_12400
ERR1913218.520071__1.520071	239935__A0A2N8INK7__Amuc_0521
ERR1913218.520119__1.520119	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913218.520198__1.520198	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913218.520228__1.520228	100884__E7GFB7__DXB30_01080
ERR1913218.520387__1.520387	239935__A0A2N8IMD6__CXU03_05585
ERR1913218.520480__1.520480	2173__A0A1D2WW38__METSMIF1_03111
ERR1913218.520537__1.520537	1261__A0A135YTZ5__HMPREF3183_00253
