ERR1913226.15__1.15	46228__V8BM45__DXD17_14355
ERR1913226.594331__1.594331	1150298__A0A174LTU2__recX
ERR1913226.594487__1.594487	1501391__GCA_000786575.1_00060
ERR1913226.594590__1.594590	1501391__GCA_000786575.1_00145
ERR1913226.594605__1.594605	1735__A0A374QY76__EUBIFOR_00627
ERR1913226.594609__1.594609	47678__R5UZM4__DW706_15680
ERR1913226.594773__1.594773	820__A7V9F9__B5G17_14640
ERR1913226.594751__1.594751	820__A0A173YYG4__evgS_3
ERR1913226.594885__1.594885	2293125__A0A374BSW4__DW917_13420
ERR1913226.594893__1.594893	1262761__R6R4K8__BN606_01919
ERR1913226.595007__1.595007	1262911__R6HHR1__BN557_01622
ERR1913226.595201__1.595201	165179__A0A174W369__PREVCOP_04548
ERR1913226.595365__1.595365	458033__GCA_001482755.1_02203
ERR1913226.595481__1.595481	1262761__R6QW09__BN606_00873
ERR1913226.595499__1.595499	820__A0A139KHD8__ERS417307_00569
ERR1913226.595860__1.595860	39485__A0A174Z2N7__EUBELI_02062
ERR1913226.596256__1.596256	2293125__A0A374BQ34__DW917_14250
ERR1913226.596351__1.596351	1263000__R5ESM1__BN466_01440
ERR1913226.596480__1.596480	165179__R6C330__DXC61_04975
ERR1913226.596524__1.596524	821__A0A174NSU0__BVU_3144
ERR1913226.596528__1.596528	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913226.596466__1.596466	2293125__A0A374CFT0__DW917_03440
ERR1913226.596698__1.596698	33039__D4M0U9__mucD
ERR1913226.596706__1.596706	1501391__GCA_000786575.1_00059
ERR1913226.596736__1.596736	40520__A0A3E4FDF5__DXD81_16960
ERR1913226.597068__1.597068	1262761__R6R380__BN606_01693
ERR1913226.597031__1.597031	165179__A0A229I7F5__DXB80_02650
ERR1913226.597643__1.597643	820__A7V092__hldE
ERR1913226.597670__1.597670	2293125__A0A374CJ13__DW917_03145
ERR1913226.597768__1.597768	1160721__R6T157__BHW50_04000
ERR1913226.597779__1.597779	820__A0A174B4N2__M093_2531
ERR1913226.597804__1.597804	301301__A0A395VG51__RHOM_05870
ERR1913226.597845__1.597845	1262761__R6RNL8__BN606_00387
ERR1913226.597886__1.597886	1262911__R6GR13__BN557_00618
ERR1913226.598204__1.598204	1299998__GCA_001494635.1_00422
ERR1913226.598275__1.598275	1262911__R6H2J2__BN557_01228
ERR1913226.598464__1.598464	1501391__GCA_000786575.1_00082
ERR1913226.598546__1.598546	820__A0A139K4T0__ERS852510_03146
ERR1913226.599089__1.599089	1262942__R7QVK2__BN520_01389
ERR1913226.599119__1.599119	1263107__GCA_000436995.1_00032
ERR1913226.599161__1.599161	820__A0A3E4G826__C801_01612
ERR1913226.599609__1.599609	39485__C4Z6R3__mcp2_1
ERR1913226.599848__1.599848	853__A0A3E2U7E6__ERS852582_01640
ERR1913226.599957__1.599957	1501391__GCA_000786575.1_00076
ERR1913226.600122__1.600122	28116__A0A1Y4PWN5__M088_3731
ERR1913226.600279__1.600279	360807__A0A0M6WBB8__ROSEINA2194_00909
ERR1913226.600479__1.600479	2293125__A0A374BTY6__DW917_13780
ERR1913226.601407__1.601407	1262911__R6H1A6__BN557_01286
ERR1913226.601534__1.601534	46228__B5CQB7__DXD17_07960
ERR1913226.601786__1.601786	165179__R6PU83__CFT61_14275
ERR1913226.601852__1.601852	820__A7VAS1__HMPREF2141_03259
ERR1913226.601815__1.601815	853__A8S882__C4N23_07600
ERR1913226.602054__1.602054	820__A0A3E4PYB0__yejM
ERR1913226.602238__1.602238	39485__A0A174ZBK4__ERS852490_01585
ERR1913226.602318__1.602318	1501392__A0A0B2JHP5__PU94_05020
ERR1913226.602341__1.602341	10680__GeneID:1261099
ERR1913226.602451__1.602451	820__A0A139KG04__ERS852459_01249
ERR1913226.602779__1.602779	1262911__R6GTZ0__BN557_01437
ERR1913226.602851__1.602851	1262761__R6R5Y6__BN606_00217
ERR1913226.602919__1.602919	2293125__A0A374CHQ0__DW917_02295
ERR1913226.602961__1.602961	2293125__A0A374CHQ0__DW917_02295
ERR1913226.603122__1.603122	1160721__R6U304__BHW50_05725
ERR1913226.603326__1.603326	820__R9I2U8__DXC68_09590
ERR1913226.603490__1.603490	2293125__A0A374CCM7__DW917_05375
ERR1913226.603406__1.603406	2293125__A0A374C8E6__DW917_07195
ERR1913226.603924__1.603924	2293125__A0A374CII6__DW917_03460
ERR1913226.603960__1.603960	820__A0A3E4W9D9__B5G17_12400
ERR1913226.604497__1.604497	1150298__A0A174MSM0__toxA_2
ERR1913226.604773__1.604773	28118__R6FC01__fepE
ERR1913226.604994__1.604994	820__A0A3E4WCX3__C801_02709
ERR1913226.605016__1.605016	1262889__R7HFS7__BN634_01527
ERR1913226.605286__1.605286	1262761__R6R2J2__BN606_00943
ERR1913226.605294__1.605294	1262911__R6GP58__BN557_00798
ERR1913226.605322__1.605322	2293125__A0A374BUM7__DW917_12980
ERR1913226.605573__1.605573	820__A0A174M9V5__M093_0237
ERR1913226.605844__1.605844	165179__A0A3E5EB26__CFT61_02800
ERR1913226.606068__1.606068	33043__A0A173WWJ5__ERS852386_00339
ERR1913226.606081__1.606081	1262761__R6RZF9__BN606_01803
ERR1913226.606168__1.606168	820__A0A3E4GE89__DXB48_02565
ERR1913226.606017__1.606017	2293125__A0A374BVX3__DW917_12740
ERR1913226.606355__1.606355	2293125__A0A374BVX3__DW917_12740
ERR1913226.606466__1.606466	1501391__GCA_000786575.1_00152
ERR1913226.606424__1.606424	820__A0A174M9V5__M093_0237
ERR1913226.606436__1.606436	2293125__A0A374CHT4__DW917_03485
ERR1913226.606513__1.606513	820__A0A174TRB5__DXD40_11305
ERR1913226.606535__1.606535	1262988__R7N0Q0__BN816_00945
ERR1913226.606654__1.606654	820__A0A374MMF0__HMPREF1073_03811
ERR1913226.606714__1.606714	823__A0A395YQ63__B5F32_15335
ERR1913226.606907__1.606907	706562__GCA_900112995.1_01428
ERR1913226.606930__1.606930	2293125__A0A374C9M9__DW917_08170
ERR1913226.607096__1.607096	821__R6F3Y1__SAMN04487923_104318
ERR1913226.607435__1.607435	1897011__A0A1Q6RD70__BHW41_05845
ERR1913226.607528__1.607528	410072__A0A174QHJ5__COPCOM_03116
ERR1913226.607897__1.607897	853__A0A173YYY4__DWZ04_09420
ERR1913226.607977__1.607977	820__R9I324__HMPREF2141_02414
ERR1913226.608079__1.608079	1501391__GCA_000786575.1_00036
ERR1913226.608092__1.608092	1501391__GCA_000786575.1_00110
ERR1913226.608357__1.608357	2293125__A0A374BRB6__DW917_13815
ERR1913226.608447__1.608447	2293125__A0A374BV30__DW917_13395
ERR1913226.608420__1.608420	1262761__R6QR72__BN606_01181
ERR1913226.608619__1.608619	820__A0A3E4WCX3__C801_02709
ERR1913226.608759__1.608759	820__A0A3E4HWJ4__DXD40_05945
ERR1913226.608976__1.608976	239935__B2UPZ6__CXU03_03800
ERR1913226.609005__1.609005	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913226.609011__1.609011	820__A0A174CG08__DXB62_13215
ERR1913226.609081__1.609081	1501391__GCA_000786575.1_00022
ERR1913226.609354__1.609354	1262761__R6QVL2__BN606_00807
ERR1913226.609376__1.609376	2293125__A0A374CII0__DW917_03470
ERR1913226.609472__1.609472	28118__F9Z750__Odosp_3044
ERR1913226.609793__1.609793	301301__A0A395V7C8__RHOM_02390
ERR1913226.609977__1.609977	384639__GCA_003096855.1_00995
ERR1913226.610057__1.610057	1262942__R7QZ48__BN520_01869
ERR1913226.610129__1.610129	46228__V8BSF5__RUMLAC_01949
ERR1913226.610188__1.610188	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913226.610535__1.610535	820__A0A3E4W084__BACUNI_04042
ERR1913226.610605__1.610605	820__A0A3E4WCX3__C801_02709
ERR1913226.610703__1.610703	1262783__R6CU25__BN558_00282
ERR1913226.611004__1.611004	39485__R5ZNS8__rsmG
ERR1913226.611013__1.611013	2293125__A0A374CHT4__DW917_03485
ERR1913226.611064__1.611064	2293125__A0A374CFZ2__DW917_03445
ERR1913226.611291__1.611291	39485__C4Z0R8__EUBELI_01181
ERR1913226.611345__1.611345	1262761__R6QW09__BN606_00873
ERR1913226.611920__1.611920	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913226.611991__1.611991	1262761__R6QR72__BN606_01181
ERR1913226.612033__1.612033	2293125__A0A374CHQ0__DW917_02295
ERR1913226.612144__1.612144	1378168__V2YA11__N510_02528
ERR1913226.612431__1.612431	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913226.612368__1.612368	820__A0A374Q8T2__DXB64_16190
ERR1913226.612656__1.612656	1262761__R6QW09__BN606_00873
ERR1913226.612671__1.612671	47678__R5U325__HMPREF1061_03209
ERR1913226.612795__1.612795	2293125__A0A374CHQ0__DW917_02295
ERR1913226.612802__1.612802	487174__K0X3E9__DDY40_04905
ERR1913226.612876__1.612876	35833__S2KT27__HMPREF0179_05324
ERR1913226.612961__1.612961	820__A0A374QGD2__ERS852421_02382
ERR1913226.612965__1.612965	820__A0A3E4XM43__DXC91_13960
ERR1913226.613070__1.613070	301301__A0A395V714__evgS
ERR1913226.613525__1.613525	1735__B7CCF3__EUBIFOR_01880
ERR1913226.613569__1.613569	1262942__R7QZ48__BN520_01869
ERR1913226.613862__1.613862	1501391__GCA_000786575.1_00027
ERR1913226.614027__1.614027	1501391__GCA_000786575.1_00056
ERR1913226.614039__1.614039	1160721__R6U5L6__RBI_I01802
ERR1913226.614079__1.614079	1160721__W0U6I8__BHW50_06355
ERR1913226.614115__1.614115	820__R9I2U8__DXC68_09590
ERR1913226.614507__1.614507	1262736__R5YX38__BN496_01145
ERR1913226.614632__1.614632	33043__A0A173WWJ5__ERS852386_00339
ERR1913226.614691__1.614691	1501391__GCA_000786575.1_00133
ERR1913226.614846__1.614846	821__A0A0P0M3U7__DXB90_14325
ERR1913226.614882__1.614882	2293125__A0A374BR61__DW917_14880
ERR1913226.614907__1.614907	39492__D4JUD7__EUBSIR_01877
ERR1913226.614989__1.614989	33043__A0A174GPT0__plsC_2
ERR1913226.615171__1.615171	2293125__A0A374C955__DW917_08135
ERR1913226.615173__1.615173	1262944__R7IMJ7__BN596_01173
ERR1913226.615274__1.615274	1262761__R6RZ48__BN606_01724
ERR1913226.615301__1.615301	820__A0A139KH21__DXC80_01780
ERR1913226.615331__1.615331	394340__acrC
ERR1913226.615333__1.615333	165179__D1PGU8__PREVCOP_06463
ERR1913226.615609__1.615609	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913226.615973__1.615973	820__A7V9F9__B5G17_14640
ERR1913226.616021__1.616021	39485__C4Z6J7__ERS852492_02047
ERR1913226.616207__1.616207	820__A0A396EWL3__ERS417307_03868
ERR1913226.616349__1.616349	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913226.616476__1.616476	853__A0A2A7B1Y7__C7K05_11930
ERR1913226.616492__1.616492	544644__GCA_001915615.1_01170
ERR1913226.616572__1.616572	46228__V8C7Q2__RUMLAC_01460
ERR1913226.616891__1.616891	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913226.617208__1.617208	1262988__R7N4A0__BN816_02360
ERR1913226.617659__1.617659	2293125__A0A374CCM7__DW917_05375
ERR1913226.617710__1.617710	387090__S0FDJ4__BACCOPRO_03775
ERR1913226.618116__1.618116	1262761__R6QH71__BN606_00371
ERR1913226.618273__1.618273	1735__B7CDA5__EUBIFOR_02186
ERR1913226.618296__1.618296	1262889__R7HBH6__BN634_02400
ERR1913226.618302__1.618302	2293125__A0A374CIC9__DW917_02045
ERR1913226.618435__1.618435	2293125__A0A374C9I8__DW917_06795
ERR1913226.618674__1.618674	165179__D1PGU8__PREVCOP_06463
ERR1913226.619421__1.619421	820__A0A3E4GE89__DXB48_02565
ERR1913226.619605__1.619605	820__A0A3E5E9Y8__DXD90_09110
ERR1913226.619813__1.619813	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913226.619771__1.619771	394340__group_866
ERR1913226.619943__1.619943	1501391__GCA_000786575.1_00035
ERR1913226.620104__1.620104	47678__R5U2W6__CGC64_03455
ERR1913226.620409__1.620409	2293125__A0A374C7Q7__DW917_07770
ERR1913226.620540__1.620540	2293125__A0A374BZ50__DW917_11090
ERR1913226.620616__1.620616	1262889__R7HAP4__BN634_00533
ERR1913226.620842__1.620842	1262761__R6QWI4__BN606_00934
ERR1913226.620993__1.620993	1262942__R7QYF2__BN520_00014
ERR1913226.621045__1.621045	820__A7V092__hldE
ERR1913226.621468__1.621468	820__A0A174G065__DXB62_08975
ERR1913226.621599__1.621599	1501391__GCA_000786575.1_00156
ERR1913226.621636__1.621636	39485__C4Z6J7__ERS852492_02047
ERR1913226.622088__1.622088	2293125__A0A374CJ42__DW917_03305
ERR1913226.622782__1.622782	2293125__A0A374C9M9__DW917_08170
ERR1913226.623206__1.623206	1262761__R6QWS5__BN606_02019
ERR1913226.623397__1.623397	46228__B5CPV4__DXD17_07415
ERR1913226.623438__1.623438	39488__A0A285PT16__EHLA_2140
ERR1913226.623452__1.623452	2293125__A0A374BSW4__DW917_13420
ERR1913226.623952__1.623952	387090__S0FDJ4__BACCOPRO_03775
ERR1913226.624149__1.624149	39485__C4Z2X2__ERS852492_01808
ERR1913226.624230__1.624230	2293125__A0A374CII0__DW917_03470
ERR1913226.624329__1.624329	218538__C9LL79__GCWU000321_00015
ERR1913226.624342__1.624342	165179__A0A3E5AHY4__CFT61_07675
ERR1913226.624440__1.624440	820__R9HVB9__DXC68_17285
ERR1913226.624467__1.624467	39485__A0A174YMI9__cph2_5
ERR1913226.624739__1.624739	1501391__GCA_000786575.1_00040
ERR1913226.624766__1.624766	820__A0A374Q854__HMPREF1073_03281
ERR1913226.624937__1.624937	820__A0A139K2N9__DXB62_12420
ERR1913226.624976__1.624976	2293125__A0A374BQ34__DW917_14250
ERR1913226.624909__1.624909	39485__A0A174ZPH7__ERS852490_01992
ERR1913226.625014__1.625014	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913226.625102__1.625102	39485__C4Z0G6__spoIVB
ERR1913226.625167__1.625167	28118__F9Z9X9__DF785_11470
ERR1913226.625418__1.625418	820__A0A374Q854__HMPREF1073_03281
ERR1913226.625511__1.625511	2293125__A0A374C7Q4__DW917_07745
ERR1913226.625684__1.625684	820__A0A139KHD8__ERS417307_00569
ERR1913226.625994__1.625994	1262736__R5Y4N0__BN496_00283
ERR1913226.626005__1.626005	820__R7E9Z4__DXC68_06065
ERR1913226.626382__1.626382	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913226.626494__1.626494	1160721__W0U4N8__RBI_I00805
ERR1913226.626554__1.626554	47678__R5UER2__CGC64_00710
ERR1913226.626511__1.626511	1735__B7C934__EUBIFOR_00691
ERR1913226.626856__1.626856	2293125__A0A374C9I8__DW917_06795
ERR1913226.626938__1.626938	1262911__R6GI18__BN557_01377
ERR1913226.627095__1.627095	820__A0A173YYG4__evgS_3
ERR1913226.627273__1.627273	1262911__R6GT12__BN557_01070
ERR1913226.627416__1.627416	2293125__A0A374BSW4__DW917_13420
ERR1913226.627464__1.627464	165179__A0A229I7F5__DXB80_02650
ERR1913226.627508__1.627508	2293125__A0A374C8A8__DW917_07550
ERR1913226.628048__1.628048	2293125__A0A374BIB7__DW917_16550
ERR1913226.628195__1.628195	820__A0A3E4W7J3__DXC07_00330
ERR1913226.628448__1.628448	39485__C4Z1J7__ERS852490_01574
ERR1913226.628507__1.628507	1501391__GCA_000786575.1_00037
ERR1913226.628589__1.628589	1262761__R6QJJ2__BN606_00358
ERR1913226.628661__1.628661	2293125__A0A374BSW4__DW917_13420
ERR1913226.628782__1.628782	1262944__R7IVZ5__BN596_00460
ERR1913226.628941__1.628941	33043__D5HIV9__pstS_2
ERR1913226.628990__1.628990	46228__V8BMA2__DXD17_11785
ERR1913226.629147__1.629147	2293125__A0A374CFW0__DW917_03450
ERR1913226.629238__1.629238	33039__A0A173U9Q3__ERS852390_00518
ERR1913226.629372__1.629372	853__A0A3E2U7E6__ERS852582_01640
ERR1913226.629484__1.629484	1262911__R6GZW9__BN557_00833
ERR1913226.629821__1.629821	2293125__A0A374C955__DW917_08135
ERR1913226.630404__1.630404	239935__A0A2N8IRL2__CXU06_01170
ERR1913226.630731__1.630731	39485__C4Z0G6__spoIVB
ERR1913226.630732__1.630732	239935__A0A2N8IUU3__CXU18_08060
ERR1913226.630758__1.630758	1501391__GCA_000786575.1_00052
ERR1913226.630834__1.630834	39485__C4Z685__EUBELI_20332
ERR1913226.630951__1.630951	39485__A0A174Z9M2__yhbU_1
ERR1913226.631080__1.631080	1262761__R6R804__BN606_01411
ERR1913226.631227__1.631227	165179__D1P8V8__DXC61_01940
ERR1913226.631679__1.631679	39485__C4Z467__ERS852490_01684
ERR1913226.631744__1.631744	1262944__R7IPD8__BN596_01608
ERR1913226.631770__1.631770	820__A0A139JRS5__HMPREF1073_04025
ERR1913226.632201__1.632201	2293125__A0A374BR61__DW917_14880
ERR1913226.632271__1.632271	1262911__R6GMD8__BN557_01647
ERR1913226.632339__1.632339	1262944__R7IQ28__BN596_01581
ERR1913226.632528__1.632528	102148__E7MM98__HMPREF9430_00698
ERR1913226.632557__1.632557	2293125__A0A374CKY3__DW917_01805
ERR1913226.632635__1.632635	218538__C9LL79__GCWU000321_00015
ERR1913226.632600__1.632600	1262911__R6GR13__BN557_00618
ERR1913226.632796__1.632796	1262944__R7IT10__BN596_02285
ERR1913226.632951__1.632951	1262911__R6GQM3__BN557_01245
ERR1913226.633016__1.633016	166486__D4KVZ4__sleB_3
ERR1913226.633006__1.633006	47678__R5UPZ8__ERS852494_01752
ERR1913226.633083__1.633083	39485__R5ZRT8__gmr_6
ERR1913226.633137__1.633137	1262761__R6R744__BN606_01303
ERR1913226.633232__1.633232	1262783__R6CG56__BN558_00941
ERR1913226.633339__1.633339	357276__A0A076IS46__BACDOR_03265
ERR1913226.633408__1.633408	165179__A0A3E5AAM8__DXB80_10240
ERR1913226.633482__1.633482	1263006__R6LL73__BN515_00292
ERR1913226.633485__1.633485	820__A0A396EUV1__B5G17_06465
ERR1913226.633825__1.633825	239935__A0A2N8IMD6__CXU03_05585
ERR1913226.633946__1.633946	39485__C4Z684__ERS852492_01895
ERR1913226.634011__1.634011	1262889__R7H801__BN634_02373
ERR1913226.634027__1.634027	820__A0A3E4PYB0__yejM
ERR1913226.634232__1.634232	33043__D5HDY1__cdd
ERR1913226.634269__1.634269	1262988__R7N4U5__BN816_00495
ERR1913226.634413__1.634413	1262536__GeneID:16385454
ERR1913226.634365__1.634365	410072__A0A174ASR3__DXD67_15560
ERR1913226.634605__1.634605	1263107__GCA_000436995.1_00020
ERR1913226.635197__1.635197	1150298__A0A174QSN4__rpoD
ERR1913226.635675__1.635675	1262988__R7N521__BN816_01886
ERR1913226.635822__1.635822	1262911__R6GR13__BN557_00618
ERR1913226.635871__1.635871	1262988__R7N1E2__BN816_00832
ERR1913226.635968__1.635968	1262743__R5C054__BN727_01980
ERR1913226.635984__1.635984	820__A0A374Q854__HMPREF1073_03281
ERR1913226.636268__1.636268	1262761__R6QUP0__BN606_01674
ERR1913226.636608__1.636608	2108523__A0A2P2FC18__LAWASA_3564
ERR1913226.637036__1.637036	820__A0A374Q1D8__SAMN05444418_112114
ERR1913226.637149__1.637149	1262824__R6SU72__BN719_02581
ERR1913226.637879__1.637879	820__A7V470__HMPREF1072_02076
ERR1913226.637989__1.637989	1262911__R6GT12__BN557_01070
ERR1913226.638314__1.638314	116085__D4J8Q6__DW747_08735
ERR1913226.638588__1.638588	820__A0A374Q854__HMPREF1073_03281
ERR1913226.638619__1.638619	820__A0A3E4G8F8__ERS852421_01645
ERR1913226.638664__1.638664	820__A0A3E4QZJ7__C801_01798
ERR1913226.638890__1.638890	1501391__GCA_000786575.1_00060
ERR1913226.638882__1.638882	820__A0A173W419__DXC68_17760
ERR1913226.638946__1.638946	1262777__R5VKL1__BN512_01959
ERR1913226.638980__1.638980	1262889__R7H960__BN634_00690
ERR1913226.639013__1.639013	1262761__R6RU22__BN606_01110
ERR1913226.639086__1.639086	1262761__R6QVL2__BN606_00807
ERR1913226.639092__1.639092	1262911__R6GPI7__BN557_00907
ERR1913226.639443__1.639443	1262944__R7IWA6__BN596_02382
ERR1913226.639448__1.639448	39485__R5ZQJ7__yniC
ERR1913226.639460__1.639460	544644__GCA_001915615.1_01953
ERR1913226.639659__1.639659	820__A0A139KIL9__DXC68_05945
ERR1913226.639890__1.639890	40518__R5DY98__mepA_5
ERR1913226.640170__1.640170	1262942__R7QW45__BN520_01921
ERR1913226.640466__1.640466	820__A0A174DZ97__SAMN05444418_101240
ERR1913226.640586__1.640586	1262942__R7QUX7__BN520_00660
ERR1913226.640605__1.640605	47678__A5ZHJ2__DXB67_12405
ERR1913226.640651__1.640651	40518__R5E6K5__speA
ERR1913226.640656__1.640656	853__A0A2A7B9I6__DW855_13690
ERR1913226.640729__1.640729	39485__A0A175A273__plsX_2
ERR1913226.640737__1.640737	1150298__R7JNU0__nagK
ERR1913226.640754__1.640754	820__A7VAS1__HMPREF2141_03259
ERR1913226.640773__1.640773	820__A7UYG6__M094_0070
ERR1913226.640774__1.640774	820__A7UYG6__M094_0070
ERR1913226.640885__1.640885	40520__A0A174M3Q7__DXD81_08640
ERR1913226.641083__1.641083	2293125__A0A374CFU2__DW917_03475
ERR1913226.641193__1.641193	1263107__GCA_000436995.1_00130
ERR1913226.641424__1.641424	2293125__A0A374CC93__DW917_06625
ERR1913226.641395__1.641395	214856__A0A174AYS4__ERS852447_01192
ERR1913226.641430__1.641430	39486__A0A3E4M8R7__mobB
ERR1913226.641592__1.641592	556259__E5C614__BSGG_0177
ERR1913226.641645__1.641645	46228__B5CLQ5__RUMLAC_00379
ERR1913226.641674__1.641674	820__A0A174G065__DXB62_08975
ERR1913226.641692__1.641692	39485__C4Z058__ERS852492_00130
ERR1913226.641731__1.641731	1150298__A0A174BP05__murAA
ERR1913226.641770__1.641770	39485__A0A174ZNW9__luxQ_1
ERR1913226.641967__1.641967	820__A0A173XIP7__B5G17_16050
ERR1913226.642070__1.642070	39485__A0A174ZPJ9__tig_2
ERR1913226.642112__1.642112	2293125__A0A374C9M9__DW917_08170
ERR1913226.642285__1.642285	165179__A0A3E5EB26__CFT61_02800
ERR1913226.642334__1.642334	1262988__R7N521__BN816_01886
ERR1913226.642449__1.642449	39485__R5ZT06__EUBELI_20526
ERR1913226.642526__1.642526	820__A0A3E4G826__C801_01612
ERR1913226.642596__1.642596	2293125__A0A374C8A8__DW917_07550
ERR1913226.642652__1.642652	2293125__A0A374BR61__DW917_14880
ERR1913226.642729__1.642729	745368__A0A1T4Y8U9__SAMN02745178_02851
ERR1913226.642757__1.642757	1262761__R6QJJ2__BN606_00358
ERR1913226.642788__1.642788	39488__A0A285PQE3__DXD91_00180
ERR1913226.642891__1.642891	820__A0A3E4VXP2__yesR
ERR1913226.643093__1.643093	47678__A5ZB44__C5Z00_17730
ERR1913226.643186__1.643186	1501391__GCA_000786575.1_00055
ERR1913226.643270__1.643270	1262988__R7N1P1__BN816_02071
ERR1913226.643326__1.643326	1262761__R6QN56__BN606_00886
ERR1913226.643397__1.643397	820__A0A174B4N2__M093_2531
ERR1913226.643417__1.643417	165179__A0A3E5DZA5__DXB80_12550
ERR1913226.643430__1.643430	2293125__A0A374C955__DW917_08135
ERR1913226.643517__1.643517	2293125__A0A374CIX5__DW917_01125
ERR1913226.643572__1.643572	1308__R5ZXP1__Y016_06445
ERR1913226.643696__1.643696	218538__C9LM16__csm1
ERR1913226.643775__1.643775	28116__A0A1G6G9R4__CUY_0131
ERR1913226.643911__1.643911	28116__A0A395W017__HMPREF1017_03721
ERR1913226.643957__1.643957	1262736__R5YZ74__BN496_01798
ERR1913226.644236__1.644236	853__A0A174UDE9__C4N25_12775
ERR1913226.644272__1.644272	1262911__R6GR13__BN557_00618
ERR1913226.644554__1.644554	2293125__A0A374BRB6__DW917_13815
ERR1913226.644634__1.644634	1262761__R6RZF9__BN606_01803
ERR1913226.644651__1.644651	820__A7UYX8__DXD40_11635
ERR1913226.644717__1.644717	853__A8SB03__C4Q21_07960
ERR1913226.644892__1.644892	820__A0A1T4IY71__HMPREF2141_02402
ERR1913226.644961__1.644961	1965650__A0A1Y3VBL3__B5G16_10325
ERR1913226.645002__1.645002	165179__A0A3E5E5L1__DXB80_05980
ERR1913226.645028__1.645028	1262761__R6RZF9__BN606_01803
ERR1913226.645230__1.645230	156456__G9YIG0__HMPREF0080_01452
ERR1913226.645287__1.645287	40520__R7DEU2__ERS852394_00085
ERR1913226.645319__1.645319	1501391__GCA_000786575.1_00152
