ERR1913286.212__1.212	33043__A0A173WWJ5__ERS852386_00339
ERR1913286.480334__1.480334	360807__A0A0M6WHB7__ERS852444_00092
ERR1913286.480905__1.480905	853__A0A2A7B1Y7__C7K05_11930
ERR1913286.480909__1.480909	39491__A0A3E4E7C5__DXB69_03255
ERR1913286.480910__1.480910	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913286.480994__1.480994	1262924__R7HNA9__BN585_00137
ERR1913286.481004__1.481004	165179__A0A3E5DY64__CFT61_10025
ERR1913286.481087__1.481087	338188__A0A173XHS4__BACFIN_08438
ERR1913286.481145__1.481145	33043__D5HHF5__ERS852386_00025
ERR1913286.481336__1.481336	39491__C4ZCH3__EUR_17560
ERR1913286.481339__1.481339	1262743__R5C534__BN727_01046
ERR1913286.481535__1.481535	39492__A0A174ZG93__EUBSIR_00254
ERR1913286.481683__1.481683	28117__B0MXD0__ALIPUT_01669
ERR1913286.481913__1.481913	39491__A0A396FRE7__EUR_27520
ERR1913286.481922__1.481922	165179__A0A3E4SEG4__DXC61_11235
ERR1913286.481940__1.481940	100886__E2NP62__nagE
ERR1913286.482025__1.482025	39492__R6RYB8__ERS852540_00322
ERR1913286.482040__1.482040	165179__A0A3E5AE59__DXC61_12885
ERR1913286.482013__1.482013	1262803__R6NJW3__BN649_01091
ERR1913286.482069__1.482069	33043__A0A173X7L1__ERS852400_00423
ERR1913286.482115__1.482115	40518__R5DQL2__RBATCC27255_00937
ERR1913286.482075__1.482075	239935__A0A2N8HSC0__CXU06_05505
ERR1913286.482165__1.482165	165179__A0A3E5E2S3__DXB80_03455
ERR1913286.482312__1.482312	39491__A0A395V0H6__ERS852580_02570
ERR1913286.482327__1.482327	239935__A0A2N8IVR0__CXT87_07115
ERR1913286.482436__1.482436	936548__J1LN07__HMPREF1136_1625
ERR1913286.482612__1.482612	626940__E8LCM1__HMPREF9443_00590
ERR1913286.482682__1.482682	28117__B0MXR1__BHV66_08035
ERR1913286.482693__1.482693	165179__A0A229I7F5__DXB80_02650
ERR1913286.482721__1.482721	39491__C4ZF05__vpr
ERR1913286.482775__1.482775	165179__A0A3E5ED28__PREVCOP_06655
ERR1913286.482836__1.482836	360807__A0A173WJE3__mcp4_4
ERR1913286.482903__1.482903	1262924__R7HM17__BN585_01318
ERR1913286.482951__1.482951	39491__A0A0M6WLC7__ERS852497_00640
ERR1913286.482953__1.482953	1262746__R5SL43__BN750_00182
ERR1913286.483032__1.483032	33043__A0A173X520__ERS852575_01617
ERR1913286.482981__1.482981	33043__A0A174CV49__ERS852386_02395
ERR1913286.483145__1.483145	39491__A0A396FUZ3__phoR_1
ERR1913286.483118__1.483118	239935__A0A139TT05__CXU09_03335
ERR1913286.483202__1.483202	39486__R6SMK6__DXD82_09730
ERR1913286.483263__1.483263	165179__A0A229I6N7__DXC61_06720
ERR1913286.483330__1.483330	39485__A0A174YVS4__EUBELI_00620
ERR1913286.483358__1.483358	28052__A0A174MSU9__ERS852499_02010
ERR1913286.483411__1.483411	357276__A0A076IN30__DXD47_09350
ERR1913286.483439__1.483439	165179__A0A3E5EBM5__DXC61_02170
ERR1913286.483496__1.483496	165179__A0A3E5EBM5__DXC61_02170
ERR1913286.483604__1.483604	47678__R5U2F6__HMPREF1061_00767
ERR1913286.483663__1.483663	28117__B0MSQ3__ALIPUT_00347
ERR1913286.483758__1.483758	239935__A0A2N8I3G2__CXT89_00720
ERR1913286.483768__1.483768	239935__A0A2N8IIB9__CXU04_01970
ERR1913286.483924__1.483924	1262743__R5C1N5__BN727_02492
ERR1913286.484028__1.484028	39492__D4JWB3__EUBSIR_00040
ERR1913286.484154__1.484154	39491__A0A0M6WNS5__DXC13_02015
ERR1913286.484235__1.484235	47678__A5ZL09__BACCAC_03608
ERR1913286.484317__1.484317	165179__D1PHV2__PREVCOP_06822
ERR1913286.484453__1.484453	820__A0A139K8N1__ERS852554_00951
ERR1913286.484488__1.484488	487175__R5E7M6__HMPREF9439_02807
ERR1913286.484610__1.484610	1263109__GCA_000438135.1_00036
ERR1913286.484784__1.484784	28117__B0MT86__BHV66_02450
ERR1913286.484982__1.484982	853__A0A173XRA8__CGS56_09290
ERR1913286.485093__1.485093	165179__D1PE06__DXC61_05975
ERR1913286.485294__1.485294	165179__D1PCU4__PREVCOP_05029
ERR1913286.485302__1.485302	301302__A0A0M6WB53__mcp4_4
ERR1913286.485400__1.485400	39490__U2Q402__ERS852448_02488
ERR1913286.485414__1.485414	165179__D1PE06__DXC61_05975
ERR1913286.485499__1.485499	39491__D4JMW8__ERS852497_01971
ERR1913286.485534__1.485534	40518__R5DTG5__RBATCC27255_00890
ERR1913286.485546__1.485546	394340__metG_1
ERR1913286.485547__1.485547	165179__D1PAN5__PREVCOP_04260
ERR1913286.485754__1.485754	1262803__R6NKT8__BN649_00709
ERR1913286.485762__1.485762	165179__A0A3E5A5E5__DXC61_13965
ERR1913286.485768__1.485768	165179__A0A174IHQ2__PREVCOP_05478
ERR1913286.485995__1.485995	1160721__W0U2W0__BHW50_02075
ERR1913286.486076__1.486076	239935__A0A2N8I3G2__CXT89_00720
ERR1913286.486101__1.486101	39491__A0A395ZL98__DXB99_00620
ERR1913286.486474__1.486474	165179__A0A174UTZ7__DXC61_06705
ERR1913286.486557__1.486557	165179__D1PAJ7__PREVCOP_04222
ERR1913286.486628__1.486628	165179__D1PDG7__DXB80_11180
ERR1913286.486651__1.486651	39491__A0A174K9A3__DXB69_07785
ERR1913286.486657__1.486657	40518__R5DP21__RBATCC27255_00348
ERR1913286.486678__1.486678	165179__D1PHM6__DXC61_06700
ERR1913286.487017__1.487017	39496__A5Z7Y0__EUBVEN_01820
ERR1913286.486983__1.486983	239935__A0A2N8HPS5__Amuc_0950
ERR1913286.487278__1.487278	46503__A7AG59__ERS852463_00349
ERR1913286.487617__1.487617	165179__D1PDJ4__DXB80_08505
ERR1913286.487697__1.487697	39491__A0A395V0E5__ERE_31370
ERR1913286.487797__1.487797	33043__D5HEY0__ERS852386_01426
ERR1913286.487803__1.487803	165179__D1PEW8__DXB80_13775
ERR1913286.487853__1.487853	40518__R5DVL2__penA
ERR1913286.488005__1.488005	360807__A0A1Q6T4B4__ROSEINA2194_04053
ERR1913286.488249__1.488249	1308__A0A2X3V4X8__Y016_09410
ERR1913286.488341__1.488341	823__E1YRQ7__M095_0737
ERR1913286.488426__1.488426	39491__C4ZCV5__DXB99_11855
ERR1913286.488431__1.488431	39491__A0A395ZHW9__DXC13_02590
ERR1913286.488585__1.488585	338188__R6S6X5__BACFIN_08521
ERR1913286.488897__1.488897	1262803__R6NF94__BN649_01522
ERR1913286.488875__1.488875	239935__A0A2N8IMD6__CXU03_05585
ERR1913286.488880__1.488880	239935__A0A2N8HAQ1__DEF40_05290
ERR1913286.488939__1.488939	165179__A0A3E5E3D6__DXC61_05750
ERR1913286.488997__1.488997	1262945__R6YJW5__BN600_00526
ERR1913286.489083__1.489083	853__A0A2A7B9I6__DW855_13690
ERR1913286.489086__1.489086	39491__A0A173QT73__alaS_2
ERR1913286.489183__1.489183	239935__A0A139TMD2__CXU18_02250
ERR1913286.489392__1.489392	100886__A0A174MFT0__CATMIT_01349
ERR1913286.489502__1.489502	28052__A0A174M4Z9__blaR1
ERR1913286.489515__1.489515	28052__R7NAP6__ERS852499_01969
ERR1913286.489610__1.489610	39492__R6RYB8__ERS852540_00322
ERR1913286.489635__1.489635	165179__A0A3E5EBM5__DXC61_02170
ERR1913286.489655__1.489655	853__D4JY61__C4N21_10560
ERR1913286.489891__1.489891	28117__B0MTW8__ALIPUT_00502
ERR1913286.489892__1.489892	28117__B0MTW8__ALIPUT_00502
ERR1913286.489949__1.489949	165179__A0A3E5E189__PREVCOP_06699
ERR1913286.490103__1.490103	28052__R7NA90__tcyB
ERR1913286.490134__1.490134	853__E2ZJT1__C4N23_03535
ERR1913286.490319__1.490319	33043__A0A173XM20__ERS852445_01573
ERR1913286.490378__1.490378	40520__A0A174IJ62__DXC87_06795
ERR1913286.490452__1.490452	1262803__R6NL95__BN649_00814
ERR1913286.490642__1.490642	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913286.490809__1.490809	1628085__A0A1C6D825__C7386_1061
ERR1913286.490934__1.490934	165179__R6BQP4__DXC61_02015
ERR1913286.491065__1.491065	239935__A0A2N8I390__CXU16_10675
ERR1913286.491066__1.491066	1262746__R5SUJ9__BN750_00526
ERR1913286.491123__1.491123	853__A0A174AML0__FPR_08640
ERR1913286.491157__1.491157	39491__D4JMW8__ERS852497_01971
ERR1913286.491226__1.491226	165179__A0A3E5A832__DXC61_13685
ERR1913286.491247__1.491247	39492__D4MMZ8__ERS852540_01407
ERR1913286.491458__1.491458	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913286.491541__1.491541	46228__V8CE19__DXD17_01950
ERR1913286.491634__1.491634	39491__R6TQ09__DXC13_03010
ERR1913286.491686__1.491686	28052__A0A174HUY2__ERS852451_01601
ERR1913286.491820__1.491820	649756__A0A174F5S4__ecfA2
ERR1913286.491828__1.491828	1897011__A0A1Q6RI70__BHW41_00995
ERR1913286.491854__1.491854	28117__B0MU57__ALIPUT_00175
ERR1913286.491978__1.491978	28052__A0A174MH21__ERS852499_01905
ERR1913286.492305__1.492305	165179__A0A174SA26__PREVCOP_05758
ERR1913286.492345__1.492345	33043__A0A173XL07__nadD
ERR1913286.492400__1.492400	33043__A0A173X520__ERS852575_01617
ERR1913286.492566__1.492566	39491__A0A2U2EKL1__ERS852580_00911
ERR1913286.492652__1.492652	239935__A0A2N8I8X8__B5G29_00185
ERR1913286.492749__1.492749	39491__A0A395ZL98__DXB99_00620
ERR1913286.493328__1.493328	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913286.493403__1.493403	165179__A0A229I6N7__DXC61_06720
ERR1913286.493428__1.493428	357276__B6VW91__BACDOR_01584
ERR1913286.493565__1.493565	1628085__A0A2U1BCH3__C7386_10746
ERR1913286.493615__1.493615	165179__D1P8K1__DXB80_06045
ERR1913286.493747__1.493747	40518__R5E1J7__RBL236_02062
ERR1913286.494023__1.494023	1150298__A0A174U7I9__ERS852406_02991
ERR1913286.494034__1.494034	649756__B0P1H0__DO83_13870
ERR1913286.494088__1.494088	821__A0A396F9T7__M097_3427
ERR1913286.494191__1.494191	1262803__R6NKT8__BN649_00709
ERR1913286.494297__1.494297	33043__D5HHE4__ERS852445_02332
ERR1913286.494373__1.494373	1308__A0A1J0HRS7__SMQ301_1679
ERR1913286.494413__1.494413	214856__A0A174G1M7__ERS852559_00594
ERR1913286.494516__1.494516	28132__D9RV83__HMPREF0660_00835
ERR1913286.494528__1.494528	820__A0A3E4RU03__M093_0563
ERR1913286.494557__1.494557	853__A0A173SUU8__CGS54_06840
ERR1913286.494632__1.494632	39491__A0A395ZG74__licR
ERR1913286.494747__1.494747	46228__V8C4S2__HMPREF1202_01829
ERR1913286.494865__1.494865	39491__A0A174EQV2__DXB69_10230
ERR1913286.494972__1.494972	47678__R5UUS9__ERS852558_01432
ERR1913286.495089__1.495089	46228__V8BSG0__RUMLAC_01955
ERR1913286.495192__1.495192	28052__A0A174M373__speA_2
ERR1913286.495212__1.495212	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913286.495223__1.495223	1262924__R7HMZ4__BN585_01629
ERR1913286.495335__1.495335	39492__D4JSS2__EUBSIR_00553
ERR1913286.495410__1.495410	1472761__GCA_002159295.1_00744
ERR1913286.495489__1.495489	239935__B2URG9__CXU00_11290
ERR1913286.495510__1.495510	1262924__R7HMZ0__BN585_01986
ERR1913286.495551__1.495551	1263000__R5EKG2__BN466_02040
ERR1913286.495555__1.495555	853__A8S882__C4N23_07600
ERR1913286.495743__1.495743	33043__A0A173XX37__ERS852445_02100
ERR1913286.495757__1.495757	1263109__GCA_000438135.1_01189
ERR1913286.495907__1.495907	706562__GCA_900112995.1_01883
ERR1913286.495921__1.495921	165179__D1PGU8__PREVCOP_06463
ERR1913286.496537__1.496537	360807__A0A1Q6TAH8__RIL183_11271
ERR1913286.496925__1.496925	853__A0A173T6P2__DWZ46_14595
ERR1913286.496931__1.496931	39485__A0A174YVS4__EUBELI_00620
ERR1913286.497066__1.497066	33043__D5HHT0__ERS852445_02798
ERR1913286.497613__1.497613	1262924__R7HRR0__BN585_00872
ERR1913286.497712__1.497712	821__A0A174NM17__lacZ_6
ERR1913286.497810__1.497810	165179__D1P9T6__PREVCOP_04016
ERR1913286.497923__1.497923	33043__D5HHF5__ERS852386_00025
ERR1913286.498141__1.498141	338188__A0A174K390__pnuC
ERR1913286.498165__1.498165	165179__A0A3E5E8N5__DXC61_13460
ERR1913286.498261__1.498261	1263107__GCA_000436995.1_00059
ERR1913286.498364__1.498364	33043__A0A173W9Y8__ERS852575_00062
ERR1913286.498384__1.498384	1263011__R6EM33__BN553_01830
ERR1913286.498433__1.498433	1299998__GCA_001494635.1_00296
ERR1913286.498407__1.498407	1780376__A0A143XQT4__BN3659_01658
ERR1913286.498603__1.498603	165179__A0A174SA26__PREVCOP_05758
ERR1913286.498669__1.498669	626940__E8LDB8__BHW43_09995
ERR1913286.498805__1.498805	33043__D5HJC5__ERS852386_02144
ERR1913286.498781__1.498781	853__D4KAK8__C4N21_13380
ERR1913286.498882__1.498882	47678__A5ZI88__BACCAC_02617
ERR1913286.498924__1.498924	165179__A0A174W369__PREVCOP_04548
ERR1913286.499299__1.499299	357276__A0A076IS26__EL88_15950
ERR1913286.499388__1.499388	165179__D1PCU4__PREVCOP_05029
ERR1913286.499400__1.499400	165179__D1PCL6__DXB80_13435
ERR1913286.499688__1.499688	1262911__R6HN87__BN557_00926
ERR1913286.499814__1.499814	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913286.499903__1.499903	28052__R6KXH8__ERS852451_00168
ERR1913286.499924__1.499924	28117__R7JN92__BHV66_00550
ERR1913286.500197__1.500197	74426__group_4823
ERR1913286.500425__1.500425	165179__D1PEZ7__DXC61_06515
ERR1913286.500623__1.500623	357276__I9F327__DXD47_22495
ERR1913286.500724__1.500724	165179__D1P9T6__PREVCOP_04016
ERR1913286.500752__1.500752	33043__A0A173ZZ54__ERS852400_00193
ERR1913286.500811__1.500811	165179__A0A174WRI9__DXB80_04870
ERR1913286.501128__1.501128	239935__A0A2N8J2P6__ADH72_06730
ERR1913286.501237__1.501237	1780376__A0A143XQT4__BN3659_01658
ERR1913286.501301__1.501301	165179__A0A229I1J2__DXB80_03950
ERR1913286.501308__1.501308	165179__A0A3E5DRF6__DXC61_00200
ERR1913286.501346__1.501346	28052__R7NCE0__ERS852499_00449
ERR1913286.501378__1.501378	552398__F4XCR9__HMPREF0866_01636
ERR1913286.501427__1.501427	239935__A0A2N8J2P6__ADH72_06730
ERR1913286.501469__1.501469	33043__D5HI39__baeS_1
ERR1913286.501536__1.501536	46228__V8C4V0__HMPREF1202_01552
ERR1913286.501558__1.501558	301301__A0A395VCJ3__cbiT
ERR1913286.501666__1.501666	1262911__R6HHR1__BN557_01622
ERR1913286.502023__1.502023	165179__A0A3E5A554__DXB80_13805
ERR1913286.502067__1.502067	706562__GCA_900112995.1_02103
ERR1913286.502269__1.502269	47678__A5ZEA3__ERS852558_00257
ERR1913286.502375__1.502375	239935__A0A3F3K9J9__DEF40_00940
ERR1913286.502436__1.502436	40518__R5DS23__DXD86_01715
ERR1913286.502612__1.502612	360807__A0A0M6X0M8__ERS852444_00740
ERR1913286.502671__1.502671	46228__V8CB83__RUMLAC_02479
ERR1913286.502713__1.502713	884684__GCA_002892425.1_00913
ERR1913286.502784__1.502784	74426__pta
ERR1913286.502859__1.502859	165179__D1PEQ5__PREVCOP_05711
ERR1913286.502923__1.502923	39492__D4JRV7__EUBSIR_01513
ERR1913286.502976__1.502976	33043__D5HJ96__ERS852386_02112
ERR1913286.502991__1.502991	33043__A0A173WT47__ERS852400_02101
ERR1913286.503076__1.503076	818__A0A3E5HXH0__NCTC13706_02166
ERR1913286.503176__1.503176	239935__R6IZT7__CXU18_11710
ERR1913286.503430__1.503430	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913286.503480__1.503480	1150298__A0A174SLE6__mlc_1
ERR1913286.503547__1.503547	39491__A0A396FPV7__ERS852580_01177
ERR1913286.503534__1.503534	40519__U2KKG4__RUMCAL_02379
ERR1913286.503570__1.503570	39492__R6RYB8__ERS852540_00322
ERR1913286.503604__1.503604	1965569__A0A1Y4NK94__B5F07_19320
ERR1913286.503622__1.503622	818__E5C5U7__SAMN05216253_101163
ERR1913286.503797__1.503797	33043__A0A374K1H3__ykoD_2
ERR1913286.503806__1.503806	39491__A0A396FF17__EUR_31400
ERR1913286.503818__1.503818	33043__A0A174BPV6__ERS852445_01773
ERR1913286.503896__1.503896	338188__A0A174ADB6__rfbE
ERR1913286.503939__1.503939	165179__R6B8D8__DXC61_09245
ERR1913286.503946__1.503946	165179__A0A3E5DN34__DXC61_07865
ERR1913286.504001__1.504001	165179__A0A3E5DX15__DXC61_00345
ERR1913286.504020__1.504020	39491__C4Z8B6__ERE_17960
ERR1913286.504264__1.504264	360807__A0A1Q6SXK5__RIL183_06541
ERR1913286.504274__1.504274	33043__D5HGR0__rpfC_2
ERR1913286.504340__1.504340	853__A0A2A7AXC8__C4N21_14120
ERR1913286.504463__1.504463	39491__A0A395V2Y7__DXB72_13970
ERR1913286.504588__1.504588	1262911__R6GT76__BN557_01150
ERR1913286.504660__1.504660	239935__A0A2N8HPS5__Amuc_0950
ERR1913286.504670__1.504670	1628085__A0A396MQV4__C7386_1213
ERR1913286.504707__1.504707	165179__D1PEW8__DXB80_13775
ERR1913286.505230__1.505230	100886__A0A174K7J5__ybbH_3
ERR1913286.505183__1.505183	1150298__A0A174GQV8__ERS852406_02454
ERR1913286.505325__1.505325	74426__pdxS
ERR1913286.505343__1.505343	853__A0A3E2U7E6__ERS852582_01640
ERR1913286.505510__1.505510	46503__R6Y4W3__DXB85_01650
ERR1913286.505618__1.505618	1308__A0A0P6UXB9__str1900
ERR1913286.505638__1.505638	39492__D4JTF2__mutS2
ERR1913286.505728__1.505728	39491__A0A396FKI0__DXC13_11560
ERR1913286.505750__1.505750	39491__A0A395ZHV7__ykvU
ERR1913286.505800__1.505800	1263000__R5EET9__BN466_01245
ERR1913286.505784__1.505784	165179__R6CJG8__DXC61_09290
ERR1913286.505871__1.505871	28052__R7NB38__ERS852499_00438
ERR1913286.506021__1.506021	39491__A0A395V1R3__T1815_08181
ERR1913286.506060__1.506060	39488__A0A173YJL3__EUBHAL_01681
ERR1913286.506166__1.506166	1262743__R5CB38__BN727_01708
ERR1913286.506330__1.506330	357276__A0A0K2HKT7__B5F95_21090
ERR1913286.506360__1.506360	165179__W1I4H6__DXB80_13655
ERR1913286.506376__1.506376	1262803__R6NIA1__BN649_01934
ERR1913286.506400__1.506400	820__A0A174GK47__ERS852421_00200
ERR1913286.506423__1.506423	360807__A0A0M6X184__ERS852392_03203
ERR1913286.506530__1.506530	74426__rpoC
ERR1913286.506733__1.506733	165179__A0A3E5E3D6__DXC61_05750
ERR1913286.506888__1.506888	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913286.506997__1.506997	1897011__A0A1Q6RFC7__BHW41_03540
ERR1913286.507051__1.507051	33043__D5HIE6__ERS852445_01796
ERR1913286.507183__1.507183	239935__B2UL21__CXT98_03395
ERR1913286.507294__1.507294	165179__A0A3E5E7J5__DXC61_10360
ERR1913286.507351__1.507351	28052__R7NAP6__ERS852499_01969
ERR1913286.507579__1.507579	2293125__A0A374CA90__DW917_07695
ERR1913286.507611__1.507611	1628085__A0A374VPA3__C7386_11438
ERR1913286.507819__1.507819	823__D7IT19__DHP27_03495
ERR1913286.507905__1.507905	46503__R6Y2Q2__DCY29_15375
ERR1913286.507926__1.507926	165179__A0A3E5DZA5__DXB80_12550
ERR1913286.508160__1.508160	165179__A0A229I9X5__CFT61_01205
ERR1913286.508319__1.508319	1262924__R7HLJ5__BN585_01491
ERR1913286.508384__1.508384	39491__A0A395V0E5__ERE_31370
ERR1913286.508455__1.508455	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913286.508607__1.508607	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913286.508708__1.508708	853__E2ZJT1__C4N23_03535
ERR1913286.508755__1.508755	39491__A0A395V0H6__ERS852580_02570
ERR1913286.508770__1.508770	357276__E5UTL1__HMPREF1065_03551
ERR1913286.508774__1.508774	1262743__R5BZ85__BN727_01705
ERR1913286.508958__1.508958	1897011__A0A1Q6RE56__BHW41_04765
ERR1913286.509039__1.509039	301302__A0A173T7E8__M72_26791
ERR1913286.509364__1.509364	706562__GCA_900112995.1_01297
ERR1913286.509556__1.509556	239935__A0A139TQT9__Amuc_1197
ERR1913286.509587__1.509587	39485__R5ZQJ7__yniC
ERR1913286.509534__1.509534	46228__V8C6B2__DXD17_09805
ERR1913286.509666__1.509666	1150298__A0A174HYM9__ERS852406_01664
ERR1913286.509711__1.509711	165179__A0A3E5EAT2__DXC61_07585
ERR1913286.509835__1.509835	39491__A0A395V0X2__EUBREC_3007
ERR1913286.509901__1.509901	39491__A0A396FMF1__EUR_28700
ERR1913286.510009__1.510009	33043__A0A173YYE7__ERS852445_00670
ERR1913286.510030__1.510030	165179__D1PE06__DXC61_05975
ERR1913286.510223__1.510223	28052__A0A174YGN0__mcp4_2
ERR1913286.510255__1.510255	33043__A0A174EI47__inlJ
ERR1913286.510258__1.510258	33043__D5HIS6__ERS852575_02019
ERR1913286.510323__1.510323	360807__A0A173SPW8__ERS852444_01048
ERR1913286.510375__1.510375	165179__A0A3E5E8N5__DXC61_13460
ERR1913286.510601__1.510601	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913286.510643__1.510643	649756__B0NYW1__DCR88_01045
ERR1913286.510657__1.510657	1263000__R5EBF6__BN466_00505
ERR1913286.510699__1.510699	165179__D1P8K1__DXB80_06045
ERR1913286.510753__1.510753	33043__A0A173WPI1__ERS852400_02100
ERR1913286.510909__1.510909	40518__R5DMC7__blaR1
ERR1913286.510994__1.510994	853__A0A173YYY4__DWZ04_09420
ERR1913286.511079__1.511079	33043__D5HIL8__ERS852386_02009
ERR1913286.511095__1.511095	39491__A0A396FBR6__DXC13_08575
ERR1913286.511171__1.511171	165179__A0A3E5A832__DXC61_13685
ERR1913286.511179__1.511179	1262746__R5SBF1__BN750_02442
ERR1913286.511187__1.511187	39491__A0A396FRE7__EUR_27520
ERR1913286.511604__1.511604	823__A0A395Z0N9__DHW69_05890
ERR1913286.511581__1.511581	1262911__R6H174__BN557_01246
ERR1913286.511741__1.511741	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913286.511749__1.511749	820__A0A139KHD8__ERS417307_00569
ERR1913286.511787__1.511787	40518__R5DVL2__penA
ERR1913286.512233__1.512233	39491__D4JMW8__ERS852497_01971
ERR1913286.512250__1.512250	1308__A0A1J0HRS7__SMQ301_1679
ERR1913286.512297__1.512297	1262924__R7HP98__BN585_02065
ERR1913286.512444__1.512444	360807__A0A173SE91__murR
ERR1913286.512527__1.512527	487174__K0WTQ3__HMPREF9448_02140
ERR1913286.512533__1.512533	33043__A0A173WPI1__ERS852400_02100
ERR1913286.512564__1.512564	165179__A0A174W369__PREVCOP_04548
ERR1913286.512603__1.512603	823__A0A173V751__DXD05_02690
ERR1913286.512749__1.512749	165179__A0A3E5EDS1__DXC61_03115
ERR1913286.512827__1.512827	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913286.512916__1.512916	46503__K5ZKR1__dnaB
ERR1913286.513023__1.513023	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913286.513001__1.513001	446660__GCA_003428235.1_01544
ERR1913286.513191__1.513191	360807__C0FVL1__ERS852392_00394
ERR1913286.513279__1.513279	40518__R5DUU2__yvhJ_2
ERR1913286.513280__1.513280	40518__R5DUU2__yvhJ_2
ERR1913286.513332__1.513332	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913286.513377__1.513377	165179__A0A3E5A832__DXC61_13685
ERR1913286.513470__1.513470	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913286.513547__1.513547	33043__A0A374K1H3__ykoD_2
ERR1913286.513561__1.513561	1262929__R6FTR6__BN691_00242
ERR1913286.513578__1.513578	853__A0A173T6P2__DWZ46_14595
ERR1913286.513697__1.513697	853__E2ZJT1__C4N23_03535
ERR1913286.513716__1.513716	28117__B0MXJ1__BHV66_08445
ERR1913286.513836__1.513836	28117__B0MY40__BHV66_05170
ERR1913286.513844__1.513844	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913286.513994__1.513994	165179__A0A3E5E643__DXB80_06030
ERR1913286.514065__1.514065	818__Q8A3R2__C799_03293
ERR1913286.514287__1.514287	820__A0A174CK74__DXB48_07060
ERR1913286.514234__1.514234	40518__R5DW64__RBL236_01394
ERR1913286.514409__1.514409	39491__A0A395UVM9__DXB76_04540
ERR1913286.514419__1.514419	33043__A8SWL7__ERS852386_02506
ERR1913286.514570__1.514570	1262746__R5S3L1__BN750_00228
ERR1913286.514939__1.514939	293939__A0A0S7DXK2__ALT_7486
ERR1913286.514964__1.514964	165179__R6C3K4__PREVCOP_05795
ERR1913286.515051__1.515051	39491__C4ZHS4__EUR_24420
ERR1913286.515175__1.515175	338188__A0A174ETX3__ERS852397_01955
ERR1913286.515323__1.515323	39491__A0A395UZZ5__htpG_1
ERR1913286.515576__1.515576	1628085__A0A1C6D825__C7386_1061
ERR1913286.515685__1.515685	33043__D5HDF1__ERS852386_02231
ERR1913286.515725__1.515725	165179__A0A174UTZ7__DXC61_06705
