ERR1912966.46__1.46	1161942__argD
ERR1912966.3401371__1.3401371	28116__A0A1Y4PWZ5__DXF98_14885
ERR1912966.3401525__1.3401525	78346__A0A087CU22__BRUM_1686
ERR1912966.3402078__1.3402078	301301__A0A395VA49__RHOM_13895
ERR1912966.3402056__1.3402056	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912966.3402389__1.3402389	1262761__R6RZF9__BN606_01803
ERR1912966.3402400__1.3402400	1262761__R6QND7__BN606_00927
ERR1912966.3402496__1.3402496	1263027__R6ZXA4__BN699_00085
ERR1912966.3402547__1.3402547	1680__A0A174BEE7__BSTER_1311
ERR1912966.3402559__1.3402559	1263000__R5ES99__BN466_01121
ERR1912966.3402588__1.3402588	1262945__R6YN47__BN600_01557
ERR1912966.3403282__1.3403282	165179__D1PEZ7__DXC61_06515
ERR1912966.3403406__1.3403406	165179__D1PGJ6__DXC61_07300
ERR1912966.3403800__1.3403800	239935__A0A2N8IF99__lpdA
ERR1912966.3403837__1.3403837	239935__A0A2N8IRH4__CXT92_05605
ERR1912966.3403946__1.3403946	1262986__R5EI06__BN492_00739
ERR1912966.3404049__1.3404049	165179__D1PCL6__DXB80_13435
ERR1912966.3404051__1.3404051	853__A0A174C5M1__CGS58_04460
ERR1912966.3404088__1.3404088	572010__pnp
ERR1912966.3404089__1.3404089	1161942__bglY
ERR1912966.3404255__1.3404255	239935__A0A2N8IZ16__CXT84_05850
ERR1912966.3404278__1.3404278	239935__A0A139TVJ4__CXT86_02020
ERR1912966.3404413__1.3404413	1161942__atpA_1
ERR1912966.3404659__1.3404659	239935__A0A2N8HT18__CXT93_06135
ERR1912966.3404701__1.3404701	1897011__A0A1Q6RG59__BHW41_02475
ERR1912966.3404939__1.3404939	239935__A0A2N8HH03__CXU09_08875
ERR1912966.3405264__1.3405264	944036__A0A196S4S6__AV274_6233
ERR1912966.3405288__1.3405288	360807__A0A1Q6TCY9__ERS852444_01883
ERR1912966.3405364__1.3405364	239935__R6JAS2__CXU02_10725
ERR1912966.3405323__1.3405323	239935__R6K0V8__CXT94_02055
ERR1912966.3405329__1.3405329	239935__A0A2N8IRH4__CXT92_05605
ERR1912966.3405415__1.3405415	33043__D5HDL8__ERS852575_02529
ERR1912966.3405470__1.3405470	820__A0A139KHD8__ERS417307_00569
ERR1912966.3405505__1.3405505	165179__A0A3E5DZ45__DXC61_02820
ERR1912966.3405510__1.3405510	33043__D5HIK4__ERS852400_01112
ERR1912966.3405605__1.3405605	901__B6WYA8__DESPIGER_1386
ERR1912966.3405614__1.3405614	33043__A0A173W4M0__dnaD
ERR1912966.3405807__1.3405807	1262761__R6QU78__BN606_01972
ERR1912966.3405899__1.3405899	39488__C0EX85__ERS852578_02315
ERR1912966.3405919__1.3405919	1161942__arlR_1
ERR1912966.3405976__1.3405976	33043__A0A174AEP1__apr
ERR1912966.3405994__1.3405994	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1912966.3406325__1.3406325	823__A0A355XF06__B5F32_11480
ERR1912966.3406415__1.3406415	33043__D5HFA0__glfT2
ERR1912966.3406436__1.3406436	1262761__R6R1H3__BN606_00786
ERR1912966.3406475__1.3406475	270498__A0A0M2NPJ8__AR437_11780
ERR1912966.3406710__1.3406710	239935__R6J9Y2__CXT85_07000
ERR1912966.3406849__1.3406849	1681__A0A286TED3__CJD48_07450
ERR1912966.3406936__1.3406936	1681__A0A1V8QZE2__B216_08176
ERR1912966.3407158__1.3407158	33043__A0A374K1H3__ykoD_2
ERR1912966.3407459__1.3407459	28118__R6F4F9__Odosp_1027
ERR1912966.3407675__1.3407675	853__D4JY61__C4N21_10560
ERR1912966.3407751__1.3407751	1263027__R7AUR2__BN699_00086
ERR1912966.3407934__1.3407934	1262761__R6QU78__BN606_01972
ERR1912966.3408101__1.3408101	165179__A0A174WRI9__DXB80_04870
ERR1912966.3408217__1.3408217	33043__A0A174CPX4__ERS852386_02360
ERR1912966.3408181__1.3408181	33043__A0A174B7D6__ERS852400_01331
ERR1912966.3408339__1.3408339	820__A0A174Q0F0__DXB48_08080
ERR1912966.3408349__1.3408349	1262761__R6QIT0__BN606_00225
ERR1912966.3408368__1.3408368	1262869__R7CQL0__BN625_01594
ERR1912966.3408375__1.3408375	33043__A0A174GAW5__ydcV_2
ERR1912966.3408509__1.3408509	310297__B5D2V1__DXC17_04215
ERR1912966.3408646__1.3408646	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1912966.3408784__1.3408784	1161942__csd_2
ERR1912966.3408859__1.3408859	487174__K0WV13__DIT83_10890
ERR1912966.3408926__1.3408926	1680__A0A173YLK6__BAD_0868
ERR1912966.3408978__1.3408978	239935__A0A2N8IRL2__CXU06_01170
ERR1912966.3409288__1.3409288	33043__D5HJC5__ERS852386_02144
ERR1912966.3409366__1.3409366	28117__B0MYW5__ALIPUT_02334
ERR1912966.3409395__1.3409395	1262988__R7N4U5__BN816_00495
ERR1912966.3409647__1.3409647	74426__pflB_2
ERR1912966.3409691__1.3409691	33043__A0A173WU55__ganB_2
ERR1912966.3409751__1.3409751	487174__K0X4L2__pgl
ERR1912966.3410289__1.3410289	33043__A8SWM2__ERS852575_01910
ERR1912966.3410362__1.3410362	239935__A0A2N8I368__CXT95_04550
ERR1912966.3410411__1.3410411	1897011__A0A1Q6RDX0__BHW41_05325
ERR1912966.3410521__1.3410521	1262911__R6H0U7__BN557_01104
ERR1912966.3410666__1.3410666	1262761__R6RNL8__BN606_00387
ERR1912966.3411035__1.3411035	165179__A0A3E5AGH1__DXB80_05820
ERR1912966.3411065__1.3411065	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1912966.3411080__1.3411080	33043__A0A173YPE0__thiD
ERR1912966.3411138__1.3411138	1161942__celI_5
ERR1912966.3411297__1.3411297	28118__F9ZCN2__DF785_09230
ERR1912966.3411635__1.3411635	1262988__R7N458__BN816_01558
ERR1912966.3411721__1.3411721	147206__GCF_000156215.1_01776
ERR1912966.3411756__1.3411756	1262761__R6RU22__BN606_01110
ERR1912966.3411757__1.3411757	33043__A0A174DAG8__dapF
ERR1912966.3411855__1.3411855	1262961__R6EQW1__BN710_01616
ERR1912966.3412049__1.3412049	239935__A0A2N8IFA0__CXT92_02050
ERR1912966.3412064__1.3412064	1263000__R5EHB0__BN466_01647
ERR1912966.3412068__1.3412068	216816__Q8G4X6__DXD52_09895
ERR1912966.3412158__1.3412158	39488__C0EVS1__ERS852450_02297
ERR1912966.3412211__1.3412211	1262961__R6E0C8__BN710_00049
ERR1912966.3412305__1.3412305	239935__A0A139TMY7__CXU13_02020
ERR1912966.3412482__1.3412482	39492__D4JU94__ispE
ERR1912966.3412484__1.3412484	165179__A0A229I2W6__PREVCOP_04332
ERR1912966.3412927__1.3412927	944036__A0A196SFH8__AV274_3411
ERR1912966.3413486__1.3413486	239935__A0A2N8I3G2__CXT89_00720
ERR1912966.3413718__1.3413718	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1912966.3413845__1.3413845	1263000__R5EXT3__BN466_02213
ERR1912966.3413975__1.3413975	239935__R7E524__CXT91_06180
ERR1912966.3414021__1.3414021	901__B6WVR4__DESPIGER_2125
ERR1912966.3414123__1.3414123	239935__A0A2N8IU45__DEF40_02365
ERR1912966.3414137__1.3414137	823__A0A395YQ63__B5F32_15335
ERR1912966.3414785__1.3414785	239935__A0A2N8IRL2__CXU06_01170
ERR1912966.3414867__1.3414867	239935__A0A2N8IMD6__CXU03_05585
ERR1912966.3415028__1.3415028	239935__A0A139TQT9__Amuc_1197
ERR1912966.3415198__1.3415198	33043__A0A173X520__ERS852575_01617
ERR1912966.3415208__1.3415208	33043__D5HIK4__ERS852400_01112
ERR1912966.3415362__1.3415362	1262869__R7CTW3__BN625_00722
ERR1912966.3415372__1.3415372	853__A0A174BZY1__xerD_1
ERR1912966.3415456__1.3415456	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912966.3416104__1.3416104	1681__I3WJE2__DXC50_07465
ERR1912966.3416135__1.3416135	33043__D5HI50__smf
ERR1912966.3416359__1.3416359	487175__A0A3D3SF86__HMPREF9439_02735
ERR1912966.3416482__1.3416482	239935__A0A2N8IL82__CXU02_11740
ERR1912966.3416777__1.3416777	33043__D5HIK4__ERS852400_01112
ERR1912966.3416851__1.3416851	1262915__R6HGG0__BN574_00378
ERR1912966.3416887__1.3416887	1262761__R6QWI4__BN606_00934
ERR1912966.3417094__1.3417094	820__A0A396EUU8__luxQ_3
ERR1912966.3417139__1.3417139	239935__A0A139TT05__CXU09_03335
ERR1912966.3417397__1.3417397	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1912966.3417399__1.3417399	292800__A0A174RE33__HMPREF0372_03363
ERR1912966.3417404__1.3417404	138595__GCF_000468755.1_01252
ERR1912966.3417678__1.3417678	1680__R5GZF2__DXC60_01925
ERR1912966.3417705__1.3417705	39491__C4Z9D4__DXD95_00055
ERR1912966.3417855__1.3417855	944036__A0A196S587__AV274_6063
ERR1912966.3417881__1.3417881	1235835__R9LCU2__C814_02677
ERR1912966.3418029__1.3418029	1161942__csd_2
ERR1912966.3418060__1.3418060	116085__D4J6X1__DW747_08515
ERR1912966.3418065__1.3418065	1161942__csd_2
ERR1912966.3418113__1.3418113	1263000__R5EEL2__BN466_01100
ERR1912966.3418213__1.3418213	239935__A0A2N8IVR0__CXT87_07115
ERR1912966.3418229__1.3418229	239935__A0A2N8IRW0__A4V05_11620
ERR1912966.3418469__1.3418469	853__A8SB03__C4Q21_07960
ERR1912966.3418584__1.3418584	1262761__R6QZS1__BN606_01236
ERR1912966.3418746__1.3418746	1680__A0A374QDL4__LMG18897_0432
ERR1912966.3418867__1.3418867	1161942__carA
ERR1912966.3419488__1.3419488	33043__D5HIK4__ERS852400_01112
ERR1912966.3419597__1.3419597	1897011__A0A1Q6RE52__BHW41_04690
ERR1912966.3419757__1.3419757	944036__A0A196SFU8__AV274_2407
ERR1912966.3419761__1.3419761	239935__A0A2N8I5H6__CXT92_05565
ERR1912966.3419867__1.3419867	1262761__R6RP35__BN606_00461
ERR1912966.3419885__1.3419885	1681__A0A0H2Q3M0__B0085_1011
ERR1912966.3419898__1.3419898	33043__A8SPT5__yfiN_2
ERR1912966.3420135__1.3420135	239935__A0A2N8J1K0__CXT97_05765
ERR1912966.3420431__1.3420431	1262915__R6HEL0__BN574_00515
ERR1912966.3421244__1.3421244	1262761__R6RZ48__BN606_01724
ERR1912966.3421328__1.3421328	28117__B0MVL2__BHV66_01645
ERR1912966.3421448__1.3421448	216816__R5MZK3__DPC6320_1630
ERR1912966.3421602__1.3421602	1680__A0A0B5BIU5__BSTER_0145
ERR1912966.3421612__1.3421612	78346__A0A087D3Y1__BRUM_1576
ERR1912966.3421580__1.3421580	165179__A0A3E5AER8__DXB80_07075
ERR1912966.3421668__1.3421668	239935__A0A2N8HT44__CXT84_11035
ERR1912966.3421726__1.3421726	239935__B2UQP8__CXU15_01110
ERR1912966.3421729__1.3421729	1262986__R5EI06__BN492_00739
ERR1912966.3421888__1.3421888	239935__A0A2N8IVR0__CXT87_07115
ERR1912966.3421914__1.3421914	33043__D5HI36__ERS852400_02168
ERR1912966.3422040__1.3422040	239935__R6IZT7__CXU18_11710
ERR1912966.3422141__1.3422141	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1912966.3422275__1.3422275	1262992__R5CXL2__BN795_00996
ERR1912966.3422249__1.3422249	40518__R5DS23__DXD86_01715
ERR1912966.3422297__1.3422297	944036__A0A196S8T6__AV274_5857
ERR1912966.3422298__1.3422298	384638__B7APN3__BACPEC_00639
ERR1912966.3422412__1.3422412	165179__A0A174SA26__PREVCOP_05758
ERR1912966.3422460__1.3422460	46503__R6Y0Q3__DCY29_15880
ERR1912966.3422544__1.3422544	239935__A0A2N8HB50__CXU17_02615
ERR1912966.3422929__1.3422929	820__A0A174G065__DXB62_08975
ERR1912966.3423129__1.3423129	853__A0A173YYY4__DWZ04_09420
ERR1912966.3423424__1.3423424	357276__B6VYT9__HMPREF1063_05030
ERR1912966.3423489__1.3423489	1897011__A0A1Q6RJV2__BHW41_00030
ERR1912966.3423469__1.3423469	301302__A0A0M6W9I4__M72_19871
ERR1912966.3423669__1.3423669	1262761__R6RBJ5__BN606_02022
ERR1912966.3423681__1.3423681	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1912966.3423726__1.3423726	1262915__R6IC49__BN574_01666
ERR1912966.3423792__1.3423792	239935__A0A2N8IRW0__A4V05_11620
ERR1912966.3424424__1.3424424	74426__groL
ERR1912966.3424425__1.3424425	74426__groL
ERR1912966.3424703__1.3424703	1262761__R6QU78__BN606_01972
ERR1912966.3425065__1.3425065	1262869__R7CU80__BN625_00417
ERR1912966.3425118__1.3425118	165179__A0A3E4SB95__DXC61_13455
ERR1912966.3425439__1.3425439	165179__D1PDJ4__DXB80_08505
ERR1912966.3425451__1.3425451	1262992__R5CXM7__BN795_01016
ERR1912966.3425552__1.3425552	28117__R7JH62__BHV66_05735
ERR1912966.3425626__1.3425626	1161942__argS
ERR1912966.3425813__1.3425813	239935__A0A2N8I5A2__DEF40_08455
ERR1912966.3425888__1.3425888	33043__A0A173WPI1__ERS852400_02100
ERR1912966.3426021__1.3426021	165179__D1PDF6__DXB80_12430
ERR1912966.3426288__1.3426288	1262986__R6AR20__BN492_01540
ERR1912966.3426269__1.3426269	1161942__celK_1
ERR1912966.3426357__1.3426357	33043__A0A174BZH6__ERS852400_01477
ERR1912966.3426913__1.3426913	1680__R5GSL8__DXD60_03315
ERR1912966.3427089__1.3427089	239935__A0A2N8I1R3__CXU05_06075
ERR1912966.3427235__1.3427235	1262825__R5EKX2__BN724_00503
ERR1912966.3427529__1.3427529	944036__A0A196S8K3__AV274_6041
ERR1912966.3427860__1.3427860	1897011__A0A1Q6RC19__BHW41_06415
ERR1912966.3427877__1.3427877	165179__D1PHM6__DXC61_06700
ERR1912966.3428097__1.3428097	239935__A0A2N8HT44__CXT84_11035
ERR1912966.3428154__1.3428154	28117__B0MXW9__ALIPUT_01981
ERR1912966.3428332__1.3428332	33043__D5HIS6__ERS852575_02019
ERR1912966.3428359__1.3428359	39496__A5Z5I2__EUBVEN_00963
ERR1912966.3428573__1.3428573	1263027__R7AUY9__BN699_02011
ERR1912966.3428717__1.3428717	853__A0A2A7B9I6__DW855_13690
ERR1912966.3428722__1.3428722	1262911__R6GPC5__BN557_00852
ERR1912966.3428916__1.3428916	74426__nifJ
ERR1912966.3428942__1.3428942	853__A0A173YYY4__DWZ04_09420
ERR1912966.3428957__1.3428957	1262961__R6E3R5__BN710_01440
ERR1912966.3429248__1.3429248	28116__D6D0T8__DXA80_14760
ERR1912966.3429249__1.3429249	33043__A0A173YUV6__ERS852386_00507
ERR1912966.3429470__1.3429470	39491__A0A395ZDC6__addB
ERR1912966.3429591__1.3429591	239935__A0A2N8HT18__CXT93_06135
ERR1912966.3429601__1.3429601	292800__A0A096B6V4__tap_3
ERR1912966.3429729__1.3429729	239935__R7E524__CXT91_06180
ERR1912966.3430202__1.3430202	1161942__comM
ERR1912966.3430347__1.3430347	1161942__aspS_5
ERR1912966.3430553__1.3430553	165179__A0A174MTF2__DXC61_13200
ERR1912966.3430577__1.3430577	39496__A5Z5I2__EUBVEN_00963
ERR1912966.3430562__1.3430562	1262915__R6HDY7__BN574_00301
ERR1912966.3430626__1.3430626	33043__A0A173QUA9__ERS852400_01795
ERR1912966.3430722__1.3430722	239935__R6J776__CXU07_02355
ERR1912966.3431056__1.3431056	853__A0A2J4JL53__CRH10_10795
ERR1912966.3431198__1.3431198	552398__F4XCR9__HMPREF0866_01636
ERR1912966.3431551__1.3431551	901__B6WV59__feoB
ERR1912966.3431676__1.3431676	1161942__axeA1
ERR1912966.3431719__1.3431719	1680__R5GR82__AD0028_0014
ERR1912966.3431724__1.3431724	944036__A0A196SDL3__AV274_3886
ERR1912966.3431855__1.3431855	216816__B3DNW2__BL171B_07980
ERR1912966.3432348__1.3432348	853__A0A173RZ39__C4N22_01650
ERR1912966.3432408__1.3432408	33043__A0A174E9K7__sigF_1
ERR1912966.3432474__1.3432474	853__A0A174C5M1__CGS58_04460
ERR1912966.3432523__1.3432523	216816__A0A395XZB7__DXD37_04075
ERR1912966.3432583__1.3432583	1897011__A0A1Q6RIC6__BHW41_01345
ERR1912966.3432587__1.3432587	853__A0A173YYY4__DWZ04_09420
ERR1912966.3432757__1.3432757	1161942__comM
ERR1912966.3432828__1.3432828	165179__A0A229I1J2__DXB80_03950
ERR1912966.3432874__1.3432874	239935__A0A2N8HPS5__Amuc_0950
ERR1912966.3432941__1.3432941	1262761__R6R840__BN606_01433
ERR1912966.3433094__1.3433094	239935__R7DVL7__CXT93_01180
ERR1912966.3433302__1.3433302	853__A0A173RZ39__C4N22_01650
ERR1912966.3433355__1.3433355	1262959__R5YCR5__BN680_01967
ERR1912966.3433428__1.3433428	1262761__R6QJJ2__BN606_00358
ERR1912966.3433679__1.3433679	165179__A0A3E5DZA5__DXB80_12550
ERR1912966.3433935__1.3433935	239935__R7DVL7__CXT93_01180
ERR1912966.3434002__1.3434002	239935__A0A2N8IMC9__CXU09_02095
ERR1912966.3434016__1.3434016	1150298__A0A174BC67__ERS852498_00837
ERR1912966.3434247__1.3434247	944036__A0A196SCB7__AV274_3601
ERR1912966.3434232__1.3434232	28117__B0MUT8__ALIPUT_00879
ERR1912966.3434393__1.3434393	33043__A0A174AEP1__apr
ERR1912966.3434447__1.3434447	384638__B7AS68__BACPEC_01923
ERR1912966.3434610__1.3434610	239935__A0A2N8I791__CXT99_09415
ERR1912966.3434768__1.3434768	239935__A0A139TPU7__CXT91_06575
ERR1912966.3434820__1.3434820	165179__A0A3E5EBM5__DXC61_02170
ERR1912966.3435056__1.3435056	1262915__R6HFW1__BN574_00201
ERR1912966.3435189__1.3435189	1297617__A0A0S2W0W8__BIV19_14460
ERR1912966.3435234__1.3435234	214856__I3YMC8__ERS852447_02666
ERR1912966.3435373__1.3435373	28026__C0BRQ1__BPS1E_0883
ERR1912966.3435470__1.3435470	239935__A0A2N8IMC9__CXU09_02095
ERR1912966.3435599__1.3435599	239935__A0A139TVJ4__CXT86_02020
ERR1912966.3435602__1.3435602	116085__D4J9Q0__DW747_03420
ERR1912966.3435614__1.3435614	944036__A0A196SM42__AV274_1323
ERR1912966.3435716__1.3435716	292800__A0A174XBF3__ERS852504_03492
ERR1912966.3435765__1.3435765	165179__A0A3E5EBM5__DXC61_02170
ERR1912966.3435773__1.3435773	384638__B7AVU0__BACPEC_02840
ERR1912966.3435820__1.3435820	239935__A0A2N8HUU6__CXT90_06150
ERR1912966.3435863__1.3435863	310297__R5VVK0__BACPLE_02007
ERR1912966.3435885__1.3435885	901__B6WXK9__DESPIG_02836
ERR1912966.3435936__1.3435936	328814__GCA_004558275.1_00076
ERR1912966.3435911__1.3435911	1262761__R6R2J2__BN606_00943
ERR1912966.3436055__1.3436055	46503__K5ZAK9__NCTC13052_03308
ERR1912966.3436036__1.3436036	239935__R7E524__CXT91_06180
ERR1912966.3436109__1.3436109	33043__A0A173YLD4__ERS852575_00535
ERR1912966.3436227__1.3436227	1262761__R6R804__BN606_01411
ERR1912966.3436254__1.3436254	239935__B2UQP8__CXU15_01110
ERR1912966.3436416__1.3436416	745368__A0A1T4XS74__SAMN02745178_02179
ERR1912966.3436418__1.3436418	292800__A0A1C7FMP9__ADH75_14350
ERR1912966.3436609__1.3436609	1965604__A0A1Y4EN92__B5F54_13235
ERR1912966.3436683__1.3436683	310297__B5CXG7__DXD04_11450
ERR1912966.3436759__1.3436759	74426__rpoC
ERR1912966.3437045__1.3437045	106588__A6NUL8__BACCAP_01900
ERR1912966.3437108__1.3437108	1161942__colA
ERR1912966.3437435__1.3437435	239935__A0A2N8INZ4__CXU08_03560
ERR1912966.3437547__1.3437547	1161942__araQ_1
ERR1912966.3437625__1.3437625	1262761__R6QZS1__BN606_01236
ERR1912966.3437785__1.3437785	74426__sufB
ERR1912966.3437788__1.3437788	901__B6WR27__lnt
ERR1912966.3437904__1.3437904	239935__A0A139TPD4__CXT86_06450
ERR1912966.3437974__1.3437974	1263000__R5EGY6__BN466_00973
ERR1912966.3438073__1.3438073	33043__A0A173RQ80__ERS852445_02211
ERR1912966.3438120__1.3438120	1262869__R7CV70__BN625_00699
ERR1912966.3438156__1.3438156	239935__A0A2N8IRH4__CXT92_05605
ERR1912966.3438347__1.3438347	292800__A0A174GSG7__glcK
ERR1912966.3438348__1.3438348	944036__A0A196S587__AV274_6063
ERR1912966.3438423__1.3438423	239935__A0A139TMZ5__CXU00_03150
ERR1912966.3438658__1.3438658	239935__A0A139TPU7__CXT91_06575
ERR1912966.3438783__1.3438783	165179__A0A229I4J4__proA
ERR1912966.3438805__1.3438805	1297617__A0A0S2W6C8__IB211_02510
ERR1912966.3438980__1.3438980	239935__A0A2N8I3G2__CXT89_00720
ERR1912966.3438981__1.3438981	33043__D5HFE5__ERS852445_00644
ERR1912966.3439029__1.3439029	239935__A0A2N8ILG3__CXT93_10135
ERR1912966.3439033__1.3439033	1262761__R6QU88__BN606_01983
ERR1912966.3439171__1.3439171	1680__A0A087DLC6__C8077_00815
ERR1912966.3439288__1.3439288	239935__A0A139TVJ4__CXT86_02020
ERR1912966.3439735__1.3439735	239935__A0A2N8IF99__lpdA
ERR1912966.3439907__1.3439907	216816__B7GTR6__BLD_0992
ERR1912966.3439914__1.3439914	28117__B0MTV5__BHV66_06415
ERR1912966.3439947__1.3439947	239935__A0A2N8I7W6__CXT90_04245
ERR1912966.3440561__1.3440561	165179__A0A229I1J2__DXB80_03950
ERR1912966.3440674__1.3440674	853__A0A173YYY4__DWZ04_09420
ERR1912966.3440695__1.3440695	1263027__R6ZJK9__BN699_01859
ERR1912966.3440849__1.3440849	1520815__A0A1I3RCJ8__SAMN02910435_02067
ERR1912966.3440861__1.3440861	1262761__R6QZS1__BN606_01236
ERR1912966.3440889__1.3440889	55565__G9PFP8__HMPREF0045_01072
ERR1912966.3441023__1.3441023	1263027__R6ZID1__BN699_01444
ERR1912966.3441121__1.3441121	165179__A0A229I443__DXB80_10950
ERR1912966.3441175__1.3441175	328814__GCA_004558275.1_00073
ERR1912966.3441203__1.3441203	239935__A0A139TMG9__CXU07_10650
ERR1912966.3441332__1.3441332	292800__A0A174B4M5__ERS852544_02169
ERR1912966.3441661__1.3441661	74426__pdxS
ERR1912966.3441688__1.3441688	944036__A0A196S587__AV274_6063
ERR1912966.3441827__1.3441827	1235835__R9LCU2__C814_02677
ERR1912966.3442135__1.3442135	33043__D5HGR0__rpfC_2
ERR1912966.3442268__1.3442268	165179__A0A174IYW3__DXC61_01235
ERR1912966.3442295__1.3442295	239935__A0A2N8IZ16__CXT84_05850
ERR1912966.3442363__1.3442363	901__B6WVE0__DESPIG_02056
ERR1912966.3442595__1.3442595	1680__R5GKP2__DXD60_06200
ERR1912966.3442720__1.3442720	165179__A0A3E5EAM5__DXC61_07785
ERR1912966.3442997__1.3442997	239935__A0A2N8J2P6__ADH72_06730
ERR1912966.3443100__1.3443100	239935__A0A2N8HH03__CXU09_08875
ERR1912966.3443134__1.3443134	1897011__A0A1Q6RI77__BHW41_01180
ERR1912966.3443254__1.3443254	74426__pflB_2
ERR1912966.3443300__1.3443300	239935__A0A2N8I1R3__CXU05_06075
ERR1912966.3443359__1.3443359	310297__B5CZI0__BACPLE_02145
ERR1912966.3443499__1.3443499	239935__R6JWJ7__CXT94_02580
ERR1912966.3443628__1.3443628	239935__A0A2N8HUU6__CXT90_06150
ERR1912966.3443725__1.3443725	1263000__R5EHB0__BN466_01647
ERR1912966.3443751__1.3443751	239935__A0A2N8HT18__CXT93_06135
ERR1912966.3443815__1.3443815	239935__A0A2N8I8X8__B5G29_00185
ERR1912966.3444295__1.3444295	1262869__R7CPP0__BN625_01332
ERR1912966.3444298__1.3444298	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.3444412__1.3444412	165179__A0A3E5EDS1__DXC61_03115
ERR1912966.3444444__1.3444444	1897011__A0A1Q6RIA0__BHW41_01275
ERR1912966.3444602__1.3444602	1262761__R6QWS5__BN606_02019
ERR1912966.3444822__1.3444822	39486__G1WN53__DXD84_08255
ERR1912966.3444850__1.3444850	216816__A0A133LQN7__BL15B_00780
ERR1912966.3445075__1.3445075	853__A0A2A7B9I6__DW855_13690
ERR1912966.3445232__1.3445232	1897011__A0A1Q6RDU0__BHW41_05265
ERR1912966.3445244__1.3445244	33043__A0A173W4M0__dnaD
ERR1912966.3445247__1.3445247	1262761__R6QS88__BN606_01626
ERR1912966.3445328__1.3445328	172901__A0A2U1AEB1__C8D82_1471
ERR1912966.3445755__1.3445755	239935__A0A2N8HUU6__CXT90_06150
ERR1912966.3446221__1.3446221	239935__A0A139TPG3__CXT86_08810
ERR1912966.3446380__1.3446380	1897011__A0A1Q6REZ1__BHW41_04525
ERR1912966.3446565__1.3446565	360807__A0A1Q6SXK5__RIL183_06541
ERR1912966.3446580__1.3446580	28117__B0MXG8__ALIPUT_01814
ERR1912966.3446874__1.3446874	1550024__A0A0D8IZ03__ASJ35_10695
ERR1912966.3446988__1.3446988	944036__A0A196SJU2__AV274_1746
ERR1912966.3447114__1.3447114	33043__A0A174DAG8__dapF
ERR1912966.3447248__1.3447248	1680__A0A087DLC6__C8077_00815
ERR1912966.3447355__1.3447355	1262986__R5ZXJ8__BN492_01438
ERR1912966.3447468__1.3447468	239935__A0A139TVJ4__CXT86_02020
ERR1912966.3447521__1.3447521	33043__D5HIL8__ERS852386_02009
ERR1912966.3447734__1.3447734	552398__F4XCR9__HMPREF0866_01636
ERR1912966.3447782__1.3447782	165179__A0A174W369__PREVCOP_04548
ERR1912966.3448077__1.3448077	371601__F7M833__BN891_26560
ERR1912966.3448201__1.3448201	1263000__R5EMU9__BN466_00667
ERR1912966.3448233__1.3448233	853__A8SCP3__C4N26_07960
ERR1912966.3448309__1.3448309	1965631__A0A1Y4AIV0__B5F90_04660
ERR1912966.3448265__1.3448265	239935__A0A2N8IHY1__CXU06_00035
ERR1912966.3448380__1.3448380	165179__A0A3E5DR10__DXC61_03505
ERR1912966.3448455__1.3448455	39485__C4Z069__EUBELI_00981
ERR1912966.3448700__1.3448700	33043__A0A174B7D6__ERS852400_01331
ERR1912966.3448733__1.3448733	1262761__R6QYZ5__BN606_00402
ERR1912966.3449041__1.3449041	1262959__R5YTY1__BN680_00047
ERR1912966.3449286__1.3449286	1520815__A0A1I3LQX1__SAMN02910435_00934
