ERR1913239.775__1.775	39485__A0A174Z2K9__ERS852490_02052
ERR1913239.1429304__1.1429304	901__B6WV45__DESPIGER_1962
ERR1913239.1429307__1.1429307	166486__R6AY46__ROSINTL182_06128
ERR1913239.1429392__1.1429392	446660__GCA_003428235.1_02156
ERR1913239.1429542__1.1429542	28117__B0MVL5__BHV66_01660
ERR1913239.1429659__1.1429659	853__A0A2A7B9I6__DW855_13690
ERR1913239.1430034__1.1430034	853__D4JY61__C4N21_10560
ERR1913239.1430096__1.1430096	28117__B0MXL6__ALIPUT_01851
ERR1913239.1430461__1.1430461	1262927__R7EX56__BN677_00089
ERR1913239.1430520__1.1430520	74426__nifJ
ERR1913239.1430834__1.1430834	74426__pta
ERR1913239.1430842__1.1430842	1262911__R6GKS1__BN557_00184
ERR1913239.1431515__1.1431515	1262989__R6YJH8__BN815_00928
ERR1913239.1431544__1.1431544	1150298__A0A173YHI7__ERS852406_00466
ERR1913239.1431539__1.1431539	39491__A0A395V5R3__EUBREC_1883
ERR1913239.1431749__1.1431749	28117__B0MXL6__ALIPUT_01851
ERR1913239.1432232__1.1432232	28052__R7NB47__msbA_2
ERR1913239.1432375__1.1432375	487174__K0X694__DIT83_09060
ERR1913239.1432433__1.1432433	901__B6WSB2__DESPIGER_0802
ERR1913239.1432647__1.1432647	1263000__R5EKR4__BN466_01609
ERR1913239.1433114__1.1433114	1160721__W0U2H8__BHW50_07775
ERR1913239.1433463__1.1433463	901__B6WVR4__DESPIGER_2125
ERR1913239.1433502__1.1433502	28117__B0MY40__BHV66_05170
ERR1913239.1433532__1.1433532	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.1433816__1.1433816	1263000__R5EFA7__BN466_01197
ERR1913239.1433820__1.1433820	301301__G2T4K1__RHOM_14310
ERR1913239.1434481__1.1434481	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913239.1434654__1.1434654	1262889__R7HDI0__BN634_01483
ERR1913239.1434674__1.1434674	166486__D4L457__ROSINTL182_07087
ERR1913239.1435216__1.1435216	572010__ydhV
ERR1913239.1435462__1.1435462	823__A0A355XJT5__ERS852429_03504
ERR1913239.1435465__1.1435465	853__A0A174C5M1__CGS58_04460
ERR1913239.1436062__1.1436062	1897011__A0A1Q6RG85__BHW41_02670
ERR1913239.1436296__1.1436296	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.1436465__1.1436465	853__A8SGX8__C4N21_08625
ERR1913239.1436536__1.1436536	166486__D4KYB5__mcp3_2
ERR1913239.1436628__1.1436628	1262886__R6QAI4__BN563_00898
ERR1913239.1436768__1.1436768	33025__A0A395J8M7__C8D73_11411
ERR1913239.1436983__1.1436983	214856__R6Y1K2__ERS852447_02306
ERR1913239.1437064__1.1437064	214856__R5UN64__ERS852447_02669
ERR1913239.1437402__1.1437402	28117__R7JN92__BHV66_00550
ERR1913239.1437454__1.1437454	1262911__R6GHG8__BN557_01301
ERR1913239.1437612__1.1437612	1299998__GCA_001494635.1_00176
ERR1913239.1437909__1.1437909	487174__R5FJH0__DDY40_07055
ERR1913239.1438096__1.1438096	901__B6WQM5__cobM
ERR1913239.1438124__1.1438124	901__B6WR31__DESPIG_00511
ERR1913239.1438261__1.1438261	1628085__A0A374VRN8__C7386_10280
ERR1913239.1438426__1.1438426	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913239.1438510__1.1438510	1262927__R7EX56__BN677_00089
ERR1913239.1438672__1.1438672	901__B6WXF1__DESPIGER_1660
ERR1913239.1438890__1.1438890	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.1439780__1.1439780	745368__A0A1T4X705__SAMN02745178_01472
ERR1913239.1439883__1.1439883	214856__R6Y1K2__ERS852447_02306
ERR1913239.1439993__1.1439993	1897011__A0A1Q6RH85__BHW41_01750
ERR1913239.1440098__1.1440098	216816__A0A133LQN7__BL15B_00780
ERR1913239.1440171__1.1440171	1262927__R7EX56__BN677_00089
ERR1913239.1440232__1.1440232	1262927__R7EX56__BN677_00089
ERR1913239.1440660__1.1440660	552398__F4XHL2__HMPREF0866_03116
ERR1913239.1440738__1.1440738	901__A0A1K1LI09__BHW59_05710
ERR1913239.1440826__1.1440826	214856__A0A173YE57__ERS852559_00126
ERR1913239.1441024__1.1441024	901__B6WUH5__DESPIGER_1779
ERR1913239.1441059__1.1441059	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.1441211__1.1441211	853__A0A173T0Y8__CGS54_07215
ERR1913239.1441265__1.1441265	1263000__R5EKR3__BN466_00099
ERR1913239.1442067__1.1442067	33025__A0A395J9R3__C8D73_10817
ERR1913239.1442464__1.1442464	901__B6WUI5__DESPIGER_1817
ERR1913239.1442719__1.1442719	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.1442734__1.1442734	901__B6WSK7__DESPIGER_0721
ERR1913239.1443145__1.1443145	853__A0A174C5M1__CGS58_04460
ERR1913239.1443079__1.1443079	487174__K0WZN5__HMPREF9448_01108
ERR1913239.1443605__1.1443605	901__B6WUI5__DESPIGER_1817
ERR1913239.1444435__1.1444435	116085__D4J7F7__DW747_10380
ERR1913239.1444461__1.1444461	821__A0A3E4WAR6__DXD64_10735
ERR1913239.1444488__1.1444488	74426__asnS
ERR1913239.1445114__1.1445114	360807__C0G0B4__ERS852444_02399
ERR1913239.1445365__1.1445365	28117__B0MY40__BHV66_05170
ERR1913239.1445669__1.1445669	28117__B0MU57__ALIPUT_00175
ERR1913239.1446020__1.1446020	901__B6WUN6__DHV46_11020
ERR1913239.1446228__1.1446228	901__B6WSB2__DESPIGER_0802
ERR1913239.1446491__1.1446491	28117__B0MY40__BHV66_05170
ERR1913239.1446554__1.1446554	165179__D1PER3__DXB80_11525
ERR1913239.1446773__1.1446773	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913239.1446889__1.1446889	166486__D4KXZ7__ROSINTL182_05052
ERR1913239.1447237__1.1447237	1897011__A0A1Q6RFG3__BHW41_03700
ERR1913239.1447593__1.1447593	357276__I9F3U2__B5F00_20845
ERR1913239.1447912__1.1447912	216816__B3DPC3__CE169_06855
ERR1913239.1448151__1.1448151	1263000__R5EGY6__BN466_00973
ERR1913239.1448341__1.1448341	1660__J3J5H4__CYJ22_07000
ERR1913239.1448634__1.1448634	1897011__A0A1Q6RH97__BHW41_01945
ERR1913239.1449113__1.1449113	853__A0A174C5M1__CGS58_04460
ERR1913239.1449228__1.1449228	214856__I3YMN6__Alfi_1938
ERR1913239.1449454__1.1449454	74426__rpoB
ERR1913239.1449489__1.1449489	901__B6WTR4__DESPIGER_1248
ERR1913239.1449691__1.1449691	360807__A0A174CZ42__RIL183_11251
ERR1913239.1450038__1.1450038	1263000__R5EQI3__BN466_00125
ERR1913239.1450084__1.1450084	901__B6WTQ4__DESPIGER_1255
ERR1913239.1450208__1.1450208	1262911__R6H2B5__BN557_01151
ERR1913239.1450430__1.1450430	28117__B0MY40__BHV66_05170
ERR1913239.1450666__1.1450666	572010__hgdC_1
ERR1913239.1450866__1.1450866	1263000__R5ES99__BN466_01121
ERR1913239.1450910__1.1450910	1262927__R7EX56__BN677_00089
ERR1913239.1450915__1.1450915	214856__R6Y7P0__ERS852447_00307
ERR1913239.1451164__1.1451164	46228__V8CE24__thiD
ERR1913239.1451357__1.1451357	28117__B0MTH2__ALIPUT_00061
ERR1913239.1451639__1.1451639	47678__R5UER2__CGC64_00710
ERR1913239.1451854__1.1451854	1262927__R7EX56__BN677_00089
ERR1913239.1451864__1.1451864	487174__K0WTW4__DDY40_12630
ERR1913239.1451954__1.1451954	166486__A0A1Q6S852__ERS852572_03466
ERR1913239.1452032__1.1452032	1628085__A0A3E2XTK8__C7386_10217
ERR1913239.1452148__1.1452148	40520__A0A3E5EGR0__DXC87_08980
ERR1913239.1452184__1.1452184	853__A0A174BZY1__xerD_1
ERR1913239.1452296__1.1452296	901__B6WXF1__DESPIGER_1660
ERR1913239.1452307__1.1452307	28117__B0MVL5__BHV66_01660
ERR1913239.1452487__1.1452487	74426__rpoB
ERR1913239.1452491__1.1452491	671266__GCA_004801615.1_02076
ERR1913239.1452775__1.1452775	572010__rpsR
ERR1913239.1452961__1.1452961	1465754__A0A1H4EWY7__SAMN05444145_108126
ERR1913239.1453059__1.1453059	216816__C5E9N8__DD678_02795
ERR1913239.1453276__1.1453276	1262927__R7EX56__BN677_00089
ERR1913239.1453290__1.1453290	1262927__R7EX56__BN677_00089
ERR1913239.1453255__1.1453255	1262911__R6HHR1__BN557_01622
ERR1913239.1453599__1.1453599	214856__A0A174EJT5__mnmA
ERR1913239.1453916__1.1453916	901__B6WRH4__DESPIGER_0368
ERR1913239.1453926__1.1453926	901__B6WTQ4__DESPIGER_1255
ERR1913239.1454215__1.1454215	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.1454308__1.1454308	394340__carB
ERR1913239.1454329__1.1454329	901__B6WYA8__DESPIGER_1386
ERR1913239.1454475__1.1454475	649756__L1PU84__ERS852571_01295
ERR1913239.1454509__1.1454509	853__A8SCP3__C4N26_07960
ERR1913239.1454720__1.1454720	821__A0A174TD86__C800_00949
ERR1913239.1454998__1.1454998	29361__B6FKH5__CLONEX_00621
ERR1913239.1455210__1.1455210	1262911__R6GZX7__BN557_00838
ERR1913239.1455620__1.1455620	1262886__R6QAU3__BN563_00998
ERR1913239.1455829__1.1455829	39496__A5Z5I2__EUBVEN_00963
ERR1913239.1456249__1.1456249	214856__A0A174EQR4__rsmA
ERR1913239.1456257__1.1456257	1263000__R5EGY6__BN466_00973
ERR1913239.1456372__1.1456372	821__A0A395VIK7__BVU_1225
ERR1913239.1456588__1.1456588	1378168__V2YA11__N510_02528
ERR1913239.1456680__1.1456680	901__B6WWW2__DESPIG_02583
ERR1913239.1456839__1.1456839	1262886__R6RDI4__BN563_00643
ERR1913239.1457673__1.1457673	28117__B0MVL5__BHV66_01660
ERR1913239.1458073__1.1458073	55565__G9PFL2__HMPREF1978_01058
ERR1913239.1458034__1.1458034	901__A0A1K1LGQ2__DESPIG_02072
ERR1913239.1458045__1.1458045	1150298__A0A174EM68__ERS852406_01867
ERR1913239.1458242__1.1458242	33039__D4M6R8__bglB_8
ERR1913239.1458934__1.1458934	214856__I3YMN6__Alfi_1938
ERR1913239.1458941__1.1458941	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1913239.1459041__1.1459041	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913239.1459075__1.1459075	901__B6WY50__DESPIGER_1446
ERR1913239.1459089__1.1459089	552398__F4XCQ4__HMPREF0866_01621
ERR1913239.1459158__1.1459158	901__B6WUH5__DESPIGER_1779
ERR1913239.1459405__1.1459405	1262992__R5D2Z2__BN795_00316
ERR1913239.1459543__1.1459543	901__A0A1K1LGQ2__DESPIG_02072
ERR1913239.1459900__1.1459900	853__C7H7F8__yccM_1
ERR1913239.1460203__1.1460203	166486__D4KVY5__ERS852572_03136
ERR1913239.1460426__1.1460426	487175__R5EH93__HMPREF9439_01617
ERR1913239.1460603__1.1460603	487174__K0WRR5__DDY40_06130
ERR1913239.1460782__1.1460782	1262927__R7EX56__BN677_00089
ERR1913239.1460898__1.1460898	901__B6WUN6__DHV46_11020
ERR1913239.1461460__1.1461460	1897011__A0A1Q6RIF1__BHW41_00635
ERR1913239.1461605__1.1461605	487174__K0X250__DDY40_03675
ERR1913239.1462018__1.1462018	39496__A5Z5I2__EUBVEN_00963
ERR1913239.1462203__1.1462203	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913239.1462204__1.1462204	1262927__R7EX56__BN677_00089
ERR1913239.1462223__1.1462223	28117__R7JIY2__BHV66_06465
ERR1913239.1462422__1.1462422	901__B6WQT6__DESPIG_00415
ERR1913239.1462578__1.1462578	292800__A0A174IG67__A4U99_10595
ERR1913239.1462722__1.1462722	901__B6WWE5__DHV46_10030
ERR1913239.1463196__1.1463196	410072__A0A174K1D5__hscC
ERR1913239.1463274__1.1463274	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913239.1463456__1.1463456	901__A0A1K1LF78__DESPIGER_1556
ERR1913239.1463525__1.1463525	74426__rpoC
ERR1913239.1463681__1.1463681	166486__D4KZP0__ERS852572_00486
ERR1913239.1463612__1.1463612	610243__A0A060QJF7__ASAP_2763
ERR1913239.1463623__1.1463623	39491__A0A0M6WLC7__ERS852497_00640
ERR1913239.1463925__1.1463925	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913239.1464112__1.1464112	28117__B0MWC6__BHV66_00965
ERR1913239.1464259__1.1464259	821__A0A396F9T7__M097_3427
ERR1913239.1465007__1.1465007	1263000__R5EGY6__BN466_00973
ERR1913239.1465129__1.1465129	394340__eno
ERR1913239.1465223__1.1465223	1262927__R7EX56__BN677_00089
ERR1913239.1465362__1.1465362	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913239.1465820__1.1465820	1262927__R7EX56__BN677_00089
ERR1913239.1465920__1.1465920	853__C7H7F8__yccM_1
ERR1913239.1466004__1.1466004	35833__E5Y6S3__HMPREF0179_01886
ERR1913239.1466047__1.1466047	1262888__R6P674__BN582_01989
ERR1913239.1466107__1.1466107	1263000__R5ES99__BN466_01121
ERR1913239.1466234__1.1466234	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.1466290__1.1466290	28118__R6FBE6__DHW44_11635
ERR1913239.1466307__1.1466307	28117__B0MVL5__BHV66_01660
ERR1913239.1466680__1.1466680	214856__R5UN64__ERS852447_02669
ERR1913239.1466857__1.1466857	1262927__R7EX56__BN677_00089
ERR1913239.1466947__1.1466947	39491__A0A2U2EK03__ERE_28780
ERR1913239.1466960__1.1466960	33039__R6PZ42__mprA_2
ERR1913239.1467198__1.1467198	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.1467252__1.1467252	487174__K0X1V7__DIT83_03020
ERR1913239.1467411__1.1467411	39491__A0A396FI89__DXD95_01300
ERR1913239.1467618__1.1467618	1263000__R5EI35__BN466_01649
ERR1913239.1467693__1.1467693	28117__B0MVL2__BHV66_01645
ERR1913239.1467813__1.1467813	901__B6WR60__DESPIGER_0223
ERR1913239.1468070__1.1468070	853__A0A174UDE9__C4N25_12775
ERR1913239.1468122__1.1468122	1235835__R9LCU2__C814_02677
ERR1913239.1468332__1.1468332	1262989__R6YRK6__BN815_02370
ERR1913239.1468730__1.1468730	649756__A0A173S591__CL2_28060
ERR1913239.1469306__1.1469306	674529__A0A174PUY5__SAMN05444400_103201
ERR1913239.1469750__1.1469750	853__A0A174C5M1__CGS58_04460
ERR1913239.1470112__1.1470112	214856__A0A174ZZS1__ERS852559_01484
ERR1913239.1470418__1.1470418	1262927__R7EX56__BN677_00089
ERR1913239.1470538__1.1470538	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.1470604__1.1470604	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.1470719__1.1470719	821__A0A3E4XY72__NCTC10583_01067
ERR1913239.1470897__1.1470897	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913239.1471194__1.1471194	821__C6ZAA5__ERS852556_00403
ERR1913239.1471277__1.1471277	166486__D4KWX0__ERS852572_01785
ERR1913239.1471759__1.1471759	28118__F9Z7M2__B5F99_10065
ERR1913239.1472171__1.1472171	28117__R7JG17__ALIPUT_01859
ERR1913239.1472981__1.1472981	901__B6WUI5__DESPIGER_1817
ERR1913239.1472986__1.1472986	166486__D4L334__mcp3_1
ERR1913239.1473324__1.1473324	446660__GCA_003428235.1_01009
ERR1913239.1473834__1.1473834	2108523__A0A2P2F504__LAWASA_1087
ERR1913239.1474025__1.1474025	1263000__R5EQI3__BN466_00125
ERR1913239.1474327__1.1474327	214856__R5UN64__ERS852447_02669
ERR1913239.1474322__1.1474322	246787__I9QX02__HMPREF1062_01641
ERR1913239.1474433__1.1474433	1262913__R7J944__BN646_00827
ERR1913239.1474854__1.1474854	301301__A0A395V700__RHOM_03405
ERR1913239.1475044__1.1475044	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913239.1475467__1.1475467	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913239.1475840__1.1475840	216816__C5E9N8__DD678_02795
ERR1913239.1475927__1.1475927	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913239.1476040__1.1476040	1299998__GCA_001494635.1_01530
ERR1913239.1476131__1.1476131	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.1476159__1.1476159	28117__B0MTS2__ALIPUT_00159
ERR1913239.1476170__1.1476170	328814__GCA_004558275.1_00290
ERR1913239.1476214__1.1476214	166486__D4KYD7__ERS852572_03817
ERR1913239.1476231__1.1476231	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.1476438__1.1476438	853__A0A173SUU8__CGS54_06840
ERR1913239.1476571__1.1476571	853__A8SCP3__C4N26_07960
ERR1913239.1476548__1.1476548	1897011__A0A1Q6RI77__BHW41_01180
ERR1913239.1476957__1.1476957	28117__B0MTV5__BHV66_06415
ERR1913239.1477925__1.1477925	1235835__R9LCU2__C814_02677
ERR1913239.1477986__1.1477986	853__A0A174C5M1__CGS58_04460
ERR1913239.1478031__1.1478031	214856__A0A174EJT5__mnmA
ERR1913239.1478135__1.1478135	166486__D4L1P2__ROSINTL182_05240
ERR1913239.1478171__1.1478171	823__A0A355XF06__B5F32_11480
ERR1913239.1478936__1.1478936	328814__GCA_004558275.1_00999
ERR1913239.1479013__1.1479013	901__B6WVR4__DESPIGER_2125
ERR1913239.1479018__1.1479018	28117__B0MXU0__BHV66_07550
ERR1913239.1479350__1.1479350	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913239.1479869__1.1479869	39492__D4JUD7__EUBSIR_01877
ERR1913239.1479908__1.1479908	28117__B0MYI9__BHV66_05415
ERR1913239.1480020__1.1480020	1262825__R5ECH5__BN724_02253
ERR1913239.1480153__1.1480153	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.1480289__1.1480289	1262911__R6H2J2__BN557_01228
ERR1913239.1480645__1.1480645	28117__B0MY34__BHV66_05195
ERR1913239.1480680__1.1480680	28117__R7JJM9__ALIPUT_00662
ERR1913239.1480682__1.1480682	28117__B0MWX3__BHV66_03010
ERR1913239.1480819__1.1480819	1262927__R7EX56__BN677_00089
ERR1913239.1481566__1.1481566	884684__GCA_002892425.1_01417
ERR1913239.1481927__1.1481927	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.1481991__1.1481991	821__A0A174WBC9__ERS852556_03145
ERR1913239.1482344__1.1482344	853__A8SB03__C4Q21_07960
ERR1913239.1482627__1.1482627	820__A0A173XIP7__B5G17_16050
ERR1913239.1482728__1.1482728	214856__A0A173YXX1__ERS852559_01651
ERR1913239.1482748__1.1482748	821__A0A174NM17__lacZ_6
ERR1913239.1483645__1.1483645	1262927__R7EX56__BN677_00089
ERR1913239.1483836__1.1483836	357276__A0A0K2HKT7__B5F95_21090
ERR1913239.1483993__1.1483993	214856__R6Y1K2__ERS852447_02306
ERR1913239.1484051__1.1484051	357276__B6VYT9__HMPREF1063_05030
ERR1913239.1484279__1.1484279	487174__K0XH97__HMPREF9448_01909
ERR1913239.1484800__1.1484800	33043__A0A173WWJ5__ERS852386_00339
ERR1913239.1485034__1.1485034	28117__B0MTV5__BHV66_06415
ERR1913239.1485512__1.1485512	1262911__R6GN99__BN557_01784
ERR1913239.1485606__1.1485606	1262911__R6GY78__BN557_00532
ERR1913239.1485628__1.1485628	671266__GCA_004801615.1_01784
ERR1913239.1485824__1.1485824	301302__A0A0M6WIX9__ERS852420_01972
ERR1913239.1486122__1.1486122	853__D4JY61__C4N21_10560
ERR1913239.1486601__1.1486601	28117__B0MTH2__ALIPUT_00061
ERR1913239.1486645__1.1486645	572010__tgt
ERR1913239.1486763__1.1486763	823__E1YR62__HMPREF1059_02331
ERR1913239.1486865__1.1486865	46228__V8BYC1__RUMLAC_00426
ERR1913239.1487278__1.1487278	1896974__A0A1Q6H018__BHV77_13175
ERR1913239.1487325__1.1487325	28117__B0MY34__BHV66_05195
ERR1913239.1487468__1.1487468	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913239.1487884__1.1487884	39491__A0A395ZEN3__DXD95_12655
ERR1913239.1488580__1.1488580	166486__R6B4E4__sinR_2
ERR1913239.1488638__1.1488638	1262927__R7EX56__BN677_00089
ERR1913239.1488903__1.1488903	1263000__R5F0H8__BN466_00254
ERR1913239.1489171__1.1489171	216816__A0A3D8U0T6__BN57_1990
ERR1913239.1489228__1.1489228	1262911__R6GN99__BN557_01784
ERR1913239.1489583__1.1489583	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.1490196__1.1490196	1262927__R7EX56__BN677_00089
ERR1913239.1490312__1.1490312	853__D4K7X0__DW905_09540
ERR1913239.1490738__1.1490738	214856__R6XS46__ERS852559_00812
ERR1913239.1490823__1.1490823	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913239.1491354__1.1491354	214856__R6Y1K2__ERS852447_02306
ERR1913239.1491825__1.1491825	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913239.1492246__1.1492246	1262911__R6GN99__BN557_01784
ERR1913239.1492305__1.1492305	46228__V8CE19__DXD17_01950
ERR1913239.1492490__1.1492490	853__A8SCP3__C4N26_07960
ERR1913239.1492694__1.1492694	214856__A0A174FWM7__ERS852559_00590
ERR1913239.1492851__1.1492851	39485__A0A174YMP3__ERS852490_01032
ERR1913239.1492926__1.1492926	301302__R5ULT1__ERS852420_02174
ERR1913239.1493200__1.1493200	246787__A0A0P0FW66__sigW_7
ERR1913239.1493455__1.1493455	39485__A0A174ZNW9__luxQ_1
ERR1913239.1493478__1.1493478	28117__B0MSS1__ALIPUT_00273
ERR1913239.1493814__1.1493814	1897011__A0A1Q6RH29__BHW41_01570
ERR1913239.1494225__1.1494225	39485__C4Z0B2__EUBELI_01024
ERR1913239.1494328__1.1494328	821__A0A0P0L8F8__ERS852509_03705
ERR1913239.1494473__1.1494473	1262992__R5D1K9__BN795_01025
ERR1913239.1494588__1.1494588	166486__D4KXZ7__ROSINTL182_05052
ERR1913239.1494625__1.1494625	28117__B0MY40__BHV66_05170
ERR1913239.1495220__1.1495220	28117__B0MUR5__BHV66_03900
ERR1913239.1495390__1.1495390	1550024__G9RNN4__ASJ35_08335
ERR1913239.1495548__1.1495548	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.1495610__1.1495610	1501391__GCA_000786575.1_00101
ERR1913239.1495804__1.1495804	901__A0A1K1LF78__DESPIGER_1556
ERR1913239.1495992__1.1495992	216816__A0A0S2ML20__B5780_2007
ERR1913239.1496351__1.1496351	901__B6WR00__DESPIGER_0128
ERR1913239.1496362__1.1496362	214856__I3YMC8__ERS852447_02666
ERR1913239.1497433__1.1497433	46228__B5CQI6__RUMLAC_01732
ERR1913239.1497665__1.1497665	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913239.1497730__1.1497730	214856__R6XTZ7__ERS852447_02314
ERR1913239.1498059__1.1498059	1263000__R5ER71__BN466_00316
ERR1913239.1498171__1.1498171	1897011__A0A1Q6RG59__BHW41_02475
ERR1913239.1498619__1.1498619	901__B6WWY3__DESPIG_02606
ERR1913239.1498918__1.1498918	901__B6WVD2__DESPIGER_2029
ERR1913239.1499723__1.1499723	360807__C0FVL1__ERS852392_00394
ERR1913239.1499761__1.1499761	853__A0A173YYY4__DWZ04_09420
ERR1913239.1500472__1.1500472	28117__B0MTH2__ALIPUT_00061
ERR1913239.1501169__1.1501169	853__C7H1R8__DW905_06675
ERR1913239.1501355__1.1501355	674529__R6V0M0__DXB21_05925
ERR1913239.1501447__1.1501447	853__A8SCP3__C4N26_07960
ERR1913239.1501637__1.1501637	487174__K0XBH1__DIT83_01445
ERR1913239.1501818__1.1501818	28117__B0MWZ9__ALIPUT_01735
ERR1913239.1502371__1.1502371	901__B6WVS1__DESPIG_02189
ERR1913239.1502519__1.1502519	1263000__R5EKR4__BN466_01609
ERR1913239.1502872__1.1502872	1262927__R7EX56__BN677_00089
ERR1913239.1503383__1.1503383	1262911__R6GTZ0__BN557_01437
ERR1913239.1503426__1.1503426	1897011__A0A1Q6RFA6__BHW41_03080
ERR1913239.1503440__1.1503440	410072__A0A174JCL9__tee6
ERR1913239.1503979__1.1503979	1628085__A0A3E2XXM5__C7386_10955
ERR1913239.1504034__1.1504034	292800__A0A174IVN3__B5F52_08105
ERR1913239.1504541__1.1504541	166486__A0A173VSA0__ROSINTL182_06124
ERR1913239.1504745__1.1504745	74426__purL
ERR1913239.1504807__1.1504807	216816__E8MVM4__APC1480_1562
ERR1913239.1504908__1.1504908	901__B6WXI1__DESPIGER_1636
ERR1913239.1505449__1.1505449	214856__A0A175A6T5__ERS852447_02658
ERR1913239.1505907__1.1505907	1501391__GCA_000786575.1_00052
ERR1913239.1505914__1.1505914	1263000__R5EGY6__BN466_00973
ERR1913239.1506164__1.1506164	853__A0A174C5M1__CGS58_04460
ERR1913239.1506240__1.1506240	376805__F0R8B1__Bacsa_3573
ERR1913239.1506224__1.1506224	204516__U6R838__HMPREF1534_03867
ERR1913239.1506379__1.1506379	39491__A0A2U2EED4__ERS852580_01584
ERR1913239.1506380__1.1506380	820__A0A173YYG4__evgS_3
ERR1913239.1506407__1.1506407	1263000__R5EQI3__BN466_00125
ERR1913239.1506417__1.1506417	1262911__R6GP42__BN557_00222
ERR1913239.1506765__1.1506765	39491__A0A395V0H3__ERS852417_01192
ERR1913239.1506920__1.1506920	1501391__GCA_000786575.1_00146
ERR1913239.1507003__1.1507003	28117__B0MY40__BHV66_05170
ERR1913239.1507116__1.1507116	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913239.1507043__1.1507043	28117__B0MXG8__ALIPUT_01814
ERR1913239.1507588__1.1507588	39485__C4Z467__ERS852490_01684
ERR1913239.1507639__1.1507639	166486__D4KZ14__inlA_1
ERR1913239.1508057__1.1508057	1263000__R5EMZ8__BN466_00707
ERR1913239.1508171__1.1508171	853__A0A173T0Y8__CGS54_07215
ERR1913239.1508376__1.1508376	901__B6WXH2__DESPIGER_1643
ERR1913239.1508589__1.1508589	901__B6WXF1__DESPIGER_1660
ERR1913239.1508629__1.1508629	1263000__R5EEL2__BN466_01100
ERR1913239.1508780__1.1508780	884684__GCA_002892425.1_00913
ERR1913239.1508923__1.1508923	371601__F7M833__BN891_26560
ERR1913239.1508929__1.1508929	1262927__R7EX56__BN677_00089
