ERR1913141.6__1.6	1681__A0A0E2ZCN8__DXD31_01560
ERR1913141.435716__1.435716	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913141.435796__1.435796	322505__group_1006
ERR1913141.435801__1.435801	74426__rpoC
ERR1913141.435956__1.435956	1263000__R5EXT3__BN466_02213
ERR1913141.436062__1.436062	1432052__F7KHI2__BEI60_05085
ERR1913141.436138__1.436138	1262882__R5MT08__BN519_01706
ERR1913141.436182__1.436182	1550024__G9RQ35__ASJ35_06570
ERR1913141.436255__1.436255	1262911__R6GT99__BN557_01335
ERR1913141.436306__1.436306	40518__R5DXP6__DXD83_06110
ERR1913141.436404__1.436404	39488__C0EWW6__mreD
ERR1913141.436619__1.436619	239935__B2UNF6__CXU17_03450
ERR1913141.436578__1.436578	394340__purL
ERR1913141.436707__1.436707	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913141.436694__1.436694	328814__GCA_004558275.1_00999
ERR1913141.437011__1.437011	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913141.437378__1.437378	1262882__R5MLA4__BN519_01536
ERR1913141.437478__1.437478	818__A0A0P0FSA3__ERS852557_00283
ERR1913141.437513__1.437513	239935__A0A139TSG7__CXU17_09600
ERR1913141.437638__1.437638	116085__D4J8F8__DW747_09060
ERR1913141.437711__1.437711	1263000__R5EEL2__BN466_01100
ERR1913141.437783__1.437783	820__A0A3E4VZT7__DXB48_16145
ERR1913141.437789__1.437789	239935__A0A2N8I791__CXT99_09415
ERR1913141.437803__1.437803	1262882__R5MHZ2__BN519_00742
ERR1913141.437915__1.437915	820__A0A3E4IGA7__DXD40_07110
ERR1913141.437980__1.437980	1965604__A0A1Y4EU20__B5F54_04675
ERR1913141.438240__1.438240	47678__R5UES3__CGC64_00760
ERR1913141.438537__1.438537	357276__U6R8F9__DXD47_04035
ERR1913141.438590__1.438590	1304__Q55242__V471_04485
ERR1913141.438567__1.438567	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.438616__1.438616	820__A0A174CG08__DXB62_13215
ERR1913141.438736__1.438736	338188__A0A173ZJ94__BACFIN_06122
ERR1913141.438740__1.438740	40520__A0A174I8K5__ERS852394_02169
ERR1913141.438810__1.438810	823__D7ILK2__ERS852380_00031
ERR1913141.438928__1.438928	1262882__R5MK82__BN519_00260
ERR1913141.439056__1.439056	818__A0A0P0FT56__BSIG_1453
ERR1913141.439568__1.439568	40518__R5DP61__DXD86_06345
ERR1913141.439627__1.439627	820__A0A139K5A6__DXB48_12175
ERR1913141.439696__1.439696	1262882__R5N3H1__BN519_01121
ERR1913141.439816__1.439816	1550024__A0A0W7TU47__TQ39_07155
ERR1913141.439812__1.439812	1263000__R5EK86__BN466_02022
ERR1913141.440323__1.440323	820__A0A139KHX1__HMPREF2141_00289
ERR1913141.440604__1.440604	410072__A0A174EHQ6__ERS852481_02629
ERR1913141.440658__1.440658	1501391__GCA_000786575.1_00156
ERR1913141.440721__1.440721	239935__A0A2N8ITG2__Amuc_0335
ERR1913141.440748__1.440748	820__A0A139KHX1__HMPREF2141_00289
ERR1913141.440778__1.440778	328814__GCA_004558275.1_00036
ERR1913141.440791__1.440791	1501391__GCA_000786575.1_00055
ERR1913141.440887__1.440887	239935__A0A2N8IUK0__CXU01_07370
ERR1913141.440933__1.440933	357276__A0A076IYG1__B5F95_22465
ERR1913141.440972__1.440972	239935__A0A2N8I9P4__CXT85_05050
ERR1913141.441043__1.441043	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.441134__1.441134	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913141.441149__1.441149	1501391__GCA_000786575.1_00055
ERR1913141.441302__1.441302	1262882__R5MEK3__BN519_00296
ERR1913141.441375__1.441375	40520__R7D610__ERS852533_02951
ERR1913141.441430__1.441430	74426__nifJ
ERR1913141.441444__1.441444	820__A0A3E4W4Y7__B5G17_02055
ERR1913141.441610__1.441610	46506__B0NUC8__DXC34_03410
ERR1913141.441915__1.441915	239935__A0A2N8HHY4__DEF40_10850
ERR1913141.441970__1.441970	818__Q8A3I3__HMPREF2534_00068
ERR1913141.442213__1.442213	1501391__GCA_000786575.1_00036
ERR1913141.442291__1.442291	1262882__R5MSX6__BN519_01697
ERR1913141.442389__1.442389	239935__A0A2N8HZW2__A4V05_11120
ERR1913141.442441__1.442441	651822__GCA_000210715.1_00753
ERR1913141.442469__1.442469	239935__A0A2N8I8X8__B5G29_00185
ERR1913141.442476__1.442476	371601__A0A3E4NKK5__B5E52_17685
ERR1913141.442606__1.442606	820__A0A174CG08__DXB62_13215
ERR1913141.442721__1.442721	471189__GCA_003340385.1_00576
ERR1913141.442792__1.442792	820__A0A174G065__DXB62_08975
ERR1913141.442973__1.442973	47678__R5U6B9__BACCAC_01372
ERR1913141.443243__1.443243	820__R9I3Q7__HMPREF1072_01668
ERR1913141.443308__1.443308	39496__A5Z5I2__EUBVEN_00963
ERR1913141.443309__1.443309	328814__GCA_004558275.1_00994
ERR1913141.443391__1.443391	239935__A0A2N8J1K0__CXT97_05765
ERR1913141.443368__1.443368	46506__R6B8Z4__SAMN05444283_11711
ERR1913141.443604__1.443604	239935__A0A139TT05__CXU09_03335
ERR1913141.443628__1.443628	1501391__GCA_000786575.1_00041
ERR1913141.443882__1.443882	1501391__GCA_000786575.1_00055
ERR1913141.443905__1.443905	818__A0A0P0FI06__BJP75_017205
ERR1913141.443971__1.443971	239935__A0A2N8IMC9__CXU09_02095
ERR1913141.444009__1.444009	239935__A0A139TPG3__CXT86_08810
ERR1913141.444231__1.444231	1897011__A0A1Q6REX0__BHW41_04225
ERR1913141.444350__1.444350	820__I9J701__ERS852510_01809
ERR1913141.444407__1.444407	39496__A5Z5I2__EUBVEN_00963
ERR1913141.444410__1.444410	818__A0A3E5H650__C799_01514
ERR1913141.444514__1.444514	239935__A0A139TPU7__CXT91_06575
ERR1913141.444526__1.444526	1262882__R5MND9__BN519_00831
ERR1913141.444564__1.444564	820__A0A374Q1D8__SAMN05444418_112114
ERR1913141.444679__1.444679	1501391__GCA_000786575.1_00059
ERR1913141.444722__1.444722	1550024__G9RPS1__TQ39_05000
ERR1913141.444841__1.444841	40518__R5DTJ1__DXD86_03635
ERR1913141.444857__1.444857	410072__C0B8P8__ERS852525_00683
ERR1913141.445318__1.445318	357276__I8WDF1__B5F00_02455
ERR1913141.445413__1.445413	1550024__A0A3B9WIB6__TQ39_08435
ERR1913141.445420__1.445420	820__A0A174CG08__DXB62_13215
ERR1913141.445520__1.445520	39492__D4JUN0__EUBSIR_02705
ERR1913141.445669__1.445669	1262882__R5MFA5__BN519_00331
ERR1913141.446122__1.446122	40518__R5E2F3__artQ
ERR1913141.446139__1.446139	1262882__R5MIQ8__BN519_01036
ERR1913141.446280__1.446280	820__A0A3E4IBC1__M094_0628
ERR1913141.446454__1.446454	1550024__A0A0D8J296__ASJ35_12655
ERR1913141.446585__1.446585	1262882__R5N4P6__BN519_01346
ERR1913141.446643__1.446643	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913141.446752__1.446752	239935__R6JD78__CXU05_09250
ERR1913141.447048__1.447048	39492__D4JTK2__EUBSIR_01439
ERR1913141.447176__1.447176	218538__C9LNQ3__GCWU000321_01176
ERR1913141.447373__1.447373	239935__A0A2N8HAQ1__DEF40_05290
ERR1913141.447400__1.447400	239935__A0A2N8IEP3__CXT84_03735
ERR1913141.447551__1.447551	39491__A0A173TAZ5__DXB99_09520
ERR1913141.447711__1.447711	239935__R6J776__CXU07_02355
ERR1913141.447797__1.447797	2137880__A0A316NPY5__DBY21_08940
ERR1913141.447784__1.447784	106588__A6NUL8__BACCAP_01900
ERR1913141.448025__1.448025	47678__R5UXY0__CGC64_03535
ERR1913141.448327__1.448327	1262882__R5MEW7__BN519_00010
ERR1913141.448315__1.448315	820__A0A139K4W1__M093_0353
ERR1913141.448500__1.448500	40518__R5DS23__DXD86_01715
ERR1913141.448505__1.448505	1262882__R5MEI8__BN519_00283
ERR1913141.448539__1.448539	338188__R6S6W9__ERS852397_03172
ERR1913141.448701__1.448701	853__A0A2A7B9I6__DW855_13690
ERR1913141.448736__1.448736	1262980__R5BM32__BN814_00274
ERR1913141.449089__1.449089	1965604__A0A1Y4EPS9__B5F54_11500
ERR1913141.449175__1.449175	239935__A0A139TQT9__Amuc_1197
ERR1913141.449276__1.449276	239935__A0A2N8IRH4__CXT92_05605
ERR1913141.449396__1.449396	40518__R5DU92__DXD93_03170
ERR1913141.449444__1.449444	357276__A0A076IRZ5__BACDOR_00630
ERR1913141.449448__1.449448	820__A0A3E4G826__C801_01612
ERR1913141.449500__1.449500	47678__R5U3A7__ERS852494_02965
ERR1913141.449513__1.449513	820__R9I2U8__DXC68_09590
ERR1913141.449548__1.449548	239935__A0A2N8IUQ8__CXU09_01665
ERR1913141.449564__1.449564	1262882__R5MYX5__BN519_00333
ERR1913141.449573__1.449573	1501391__GCA_000786575.1_00031
ERR1913141.449611__1.449611	357276__A0A076IRV2__BACDOR_02822
ERR1913141.449683__1.449683	47678__R5U2W6__CGC64_03455
ERR1913141.449829__1.449829	1501391__GCA_000786575.1_00145
ERR1913141.449908__1.449908	47678__R5UUD7__bga_1
ERR1913141.450098__1.450098	39490__U2QQS7__HMPREF0373_02347
ERR1913141.450104__1.450104	239935__A0A2N8IMC3__CXT96_03840
ERR1913141.450260__1.450260	1262911__R6GZW9__BN557_00833
ERR1913141.450317__1.450317	820__R9HP61__DXC91_01090
ERR1913141.450415__1.450415	239935__A0A139TM51__CXT91_12120
ERR1913141.450422__1.450422	1501391__GCA_000786575.1_00020
ERR1913141.450526__1.450526	239935__A0A2N8HZW2__A4V05_11120
ERR1913141.450531__1.450531	239935__R6IZU4__CXT87_08085
ERR1913141.450666__1.450666	239935__A0A2N8HT44__CXT84_11035
ERR1913141.450789__1.450789	239935__A0A2N8IL82__CXU02_11740
ERR1913141.450877__1.450877	1262882__R5MKX1__BN519_01297
ERR1913141.451065__1.451065	239935__A0A2N8IVK9__CXU08_03750
ERR1913141.451115__1.451115	820__A0A3E4GA19__SAMN05444418_10562
ERR1913141.451243__1.451243	820__A0A3E4G3J9__ERS852459_02265
ERR1913141.451504__1.451504	823__A0A395YZG9__M092_4358
ERR1913141.451560__1.451560	1550024__G9RTW5__TQ39_08270
ERR1913141.451634__1.451634	1501391__GCA_000786575.1_00001
ERR1913141.451656__1.451656	1262882__R5N3T7__BN519_01188
ERR1913141.451766__1.451766	820__A0A174B4N2__M093_2531
ERR1913141.451814__1.451814	357276__I9F327__DXD47_22495
ERR1913141.451785__1.451785	820__A0A3E4IGA7__DXD40_07110
ERR1913141.451796__1.451796	328814__GCA_004558275.1_01976
ERR1913141.451841__1.451841	357276__I8VQA2__HMPREF1065_04183
ERR1913141.452264__1.452264	239935__A0A2N8HB50__CXU17_02615
ERR1913141.452762__1.452762	239935__A0A2N8IRL2__CXU06_01170
ERR1913141.452800__1.452800	853__A0A173RZ39__C4N22_01650
ERR1913141.452956__1.452956	239935__A0A2N8I9I3__CXU19_12035
ERR1913141.453004__1.453004	214856__A0A174FWM7__ERS852559_00590
ERR1913141.453016__1.453016	1262882__R5MT42__BN519_01729
ERR1913141.453384__1.453384	820__A0A374Q4X1__HMPREF2141_02370
ERR1913141.453707__1.453707	1263000__R5EXT3__BN466_02213
ERR1913141.453898__1.453898	239935__B2UPZ6__CXU03_03800
ERR1913141.453999__1.453999	1262882__R5N3H1__BN519_01121
ERR1913141.454040__1.454040	357276__I9QBT7__BSEG_03340
ERR1913141.454322__1.454322	820__A0A174G065__DXB62_08975
ERR1913141.454478__1.454478	239935__A0A139TPD8__CXU12_11015
ERR1913141.454564__1.454564	818__Q8A3A6__Btheta7330_00071
ERR1913141.455003__1.455003	39496__A5Z8A3__EUBVEN_01944
ERR1913141.454970__1.454970	328814__GCA_004558275.1_00288
ERR1913141.455186__1.455186	239935__A0A2N8I791__CXT99_09415
ERR1913141.455210__1.455210	357276__I9QDB8__B5F95_08105
ERR1913141.455258__1.455258	239935__A0A2N8HW65__CXU09_08515
ERR1913141.455318__1.455318	820__A0A139JV05__B5G17_18125
ERR1913141.455471__1.455471	328814__GCA_004558275.1_01977
ERR1913141.455687__1.455687	239935__A0A2N8ITG2__Amuc_0335
ERR1913141.455881__1.455881	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913141.455935__1.455935	239935__A0A2N8I5A2__DEF40_08455
ERR1913141.456375__1.456375	820__A0A139KJR5__M093_4469
ERR1913141.456532__1.456532	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.456626__1.456626	1550024__G9RZN9__ASJ35_05735
ERR1913141.456576__1.456576	39490__U2P932__ERS852448_00304
ERR1913141.456699__1.456699	40518__R5DU74__RBATCC27255_00707
ERR1913141.456715__1.456715	239935__A0A139TPG3__CXT86_08810
ERR1913141.456781__1.456781	818__Q8A5L6__BT_2223
ERR1913141.457003__1.457003	239935__A0A2N8IU14__ADH72_05655
ERR1913141.457058__1.457058	1681__A0A1V8QZE2__B216_08176
ERR1913141.457345__1.457345	39492__D4JUN0__EUBSIR_02705
ERR1913141.457430__1.457430	820__A0A174Q0F0__DXB48_08080
ERR1913141.457469__1.457469	357276__E5UTL1__HMPREF1065_03551
ERR1913141.457506__1.457506	1897011__A0A1Q6RFC7__BHW41_03540
ERR1913141.457911__1.457911	310298__B3JH49__BACCOP_01205
ERR1913141.458255__1.458255	394340__atpD
ERR1913141.458236__1.458236	74426__sufB
ERR1913141.458345__1.458345	1263000__R5EXT3__BN466_02213
ERR1913141.458312__1.458312	46503__K5ZX50__dnaG_1
ERR1913141.458468__1.458468	357276__E5UTL1__HMPREF1065_03551
ERR1913141.458511__1.458511	820__A0A174CG08__DXB62_13215
ERR1913141.458652__1.458652	239935__A0A2N8IKW7__pstA
ERR1913141.458757__1.458757	1501391__GCA_000786575.1_00070
ERR1913141.458942__1.458942	40518__R5E2Z2__DXD93_09295
ERR1913141.459113__1.459113	214856__A0A174FY71__ERS852559_01033
ERR1913141.459376__1.459376	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913141.459443__1.459443	1262882__R5MZZ3__BN519_00482
ERR1913141.459463__1.459463	239935__R6JFR5__CXT84_04850
ERR1913141.459707__1.459707	823__A0A395YZ10__NCTC11152_02955
ERR1913141.459709__1.459709	239935__A0A2N8IU45__DEF40_02365
ERR1913141.459687__1.459687	1262882__R5MND9__BN519_00831
ERR1913141.459645__1.459645	47678__R5UU99__C5Z00_11925
ERR1913141.459793__1.459793	74426__thrZ
ERR1913141.459843__1.459843	239935__A0A2N8I7W6__CXT90_04245
ERR1913141.459852__1.459852	39488__A0A285PT25__EUBHAL_01908
ERR1913141.460088__1.460088	239935__B2UQB8__CXT86_01740
ERR1913141.460096__1.460096	239935__A0A2N8I694__CXU04_06245
ERR1913141.460163__1.460163	1262882__R5MZ41__BN519_00356
ERR1913141.460282__1.460282	239935__A0A3F3KBB8__CXU16_06755
ERR1913141.460431__1.460431	821__I9R3W6__DXC16_12455
ERR1913141.460517__1.460517	820__A0A3E4G826__C801_01612
ERR1913141.460559__1.460559	39485__C4Z6J7__ERS852492_02047
ERR1913141.460574__1.460574	820__A0A174CG08__DXB62_13215
ERR1913141.460790__1.460790	1262911__R6H2J2__BN557_01228
ERR1913141.460754__1.460754	820__A0A374Q351__DXD40_05850
ERR1913141.460893__1.460893	239935__A0A2N8IUK0__CXU01_07370
ERR1913141.461037__1.461037	1262882__A0A356PSJ4__BN519_01180
ERR1913141.461137__1.461137	1501391__GCA_000786575.1_00115
ERR1913141.461336__1.461336	39492__D4JWX2__accB
ERR1913141.461420__1.461420	823__A0A3E4PAQ2__DDY96_18275
ERR1913141.461681__1.461681	1262882__R5MGI7__BN519_00643
ERR1913141.461817__1.461817	239935__A0A2N8I1R3__CXU05_06075
ERR1913141.461788__1.461788	820__A0A174B4N2__M093_2531
ERR1913141.461791__1.461791	552398__F4XCR9__HMPREF0866_01636
ERR1913141.461903__1.461903	820__A0A3E4VXP2__yesR
ERR1913141.461946__1.461946	47678__A5ZBD0__ERS852494_02920
ERR1913141.462019__1.462019	820__A7V8C2__ERS852554_01338
ERR1913141.462022__1.462022	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.462145__1.462145	40520__A0A174GNL5__DXD81_10555
ERR1913141.462518__1.462518	218538__C9LPD3__GCWU000321_01411
ERR1913141.462967__1.462967	394340__uvrA_2
ERR1913141.463117__1.463117	239935__A0A2N8I5A2__DEF40_08455
ERR1913141.463346__1.463346	371601__F7M1V2__DXD80_13245
ERR1913141.463349__1.463349	1263000__R5EDV4__BN466_01097
ERR1913141.463601__1.463601	214856__I3YMN6__Alfi_1938
ERR1913141.463700__1.463700	239935__A0A2N8IL82__CXU02_11740
ERR1913141.463733__1.463733	1501391__GCA_000786575.1_00080
ERR1913141.463887__1.463887	820__A0A396EUU8__luxQ_3
ERR1913141.463921__1.463921	446660__GCA_003428235.1_01424
ERR1913141.464468__1.464468	1628085__A0A3E2XSL7__C7386_12131
ERR1913141.464513__1.464513	1681__E4VBF7__DD684_05570
ERR1913141.465428__1.465428	239935__A0A2N8IRL2__CXU06_01170
ERR1913141.465520__1.465520	357276__A0A174L570__GV66_05720
ERR1913141.465532__1.465532	1501391__GCA_000786575.1_00018
ERR1913141.465607__1.465607	1501391__GCA_000786575.1_00094
ERR1913141.465713__1.465713	820__I9TWZ7__DXC80_10550
ERR1913141.465758__1.465758	818__A0A139KY34__ERS852461_03898
ERR1913141.465864__1.465864	818__A0A396EA53__ERS852557_04332
ERR1913141.465972__1.465972	1501391__GCA_000786575.1_00066
ERR1913141.466314__1.466314	214856__R6XNE7__ERS852447_02267
ERR1913141.466457__1.466457	40518__R5DT93__DXD86_08730
ERR1913141.466506__1.466506	239935__A0A2N8HW65__CXU09_08515
ERR1913141.466689__1.466689	1262882__R5MHZ2__BN519_00742
ERR1913141.466754__1.466754	239935__A0A139TM51__CXT91_12120
ERR1913141.466766__1.466766	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913141.466721__1.466721	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913141.466936__1.466936	818__A0A1H7L4U6__BSIG_3287
ERR1913141.466836__1.466836	371601__D7J175__DXD03_05675
ERR1913141.466861__1.466861	239935__R6JCH3__CXT95_08205
ERR1913141.466973__1.466973	74426__rpoB
ERR1913141.466993__1.466993	357276__I9FU68__HMPREF1063_00557
ERR1913141.467270__1.467270	239935__B2UPZ6__CXU03_03800
ERR1913141.467323__1.467323	39491__A0A395UVM9__DXB76_04540
ERR1913141.467301__1.467301	820__A0A174B4N2__M093_2531
ERR1913141.467318__1.467318	820__A0A139KIL9__DXC68_05945
ERR1913141.467373__1.467373	820__A0A174B4N2__M093_2531
ERR1913141.467435__1.467435	1262882__R5N1Z9__BN519_01020
ERR1913141.467704__1.467704	239935__A0A2N8IVR0__CXT87_07115
ERR1913141.467738__1.467738	820__A0A174M9V5__M093_0237
ERR1913141.467859__1.467859	239935__A0A2N8HPX2__CXT90_09930
ERR1913141.468001__1.468001	820__A0A173WUD7__DXB48_08055
ERR1913141.468086__1.468086	820__R9I2U8__DXC68_09590
ERR1913141.468327__1.468327	100884__E7GAR2__HMPREF9488_01852
ERR1913141.468433__1.468433	338188__R6RSY7__ERS852397_02418
ERR1913141.468597__1.468597	40518__R5DUG7__sbcC
ERR1913141.468728__1.468728	239935__A0A2N8IRW0__A4V05_11620
ERR1913141.468747__1.468747	239935__A0A2N8I3Z7__CXU05_10555
ERR1913141.468843__1.468843	40520__A0A396G1I4__DXB81_08365
ERR1913141.468926__1.468926	239935__A0A2N8I5A2__DEF40_08455
ERR1913141.468983__1.468983	820__A0A396EUU8__luxQ_3
ERR1913141.469108__1.469108	1262882__R5MFM2__BN519_00460
ERR1913141.469571__1.469571	818__Q8A3A6__Btheta7330_00071
ERR1913141.469674__1.469674	46506__R6B8Z4__SAMN05444283_11711
ERR1913141.469755__1.469755	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913141.469956__1.469956	46506__B0NU77__AA415_02810
ERR1913141.470145__1.470145	239935__A0A139TVJ4__CXT86_02020
ERR1913141.470302__1.470302	239935__A0A2N8HBM4__CXT85_06270
ERR1913141.470388__1.470388	46506__A0A108TCU0__etk
ERR1913141.470662__1.470662	357276__I9G0T7__BACDOR_04266
ERR1913141.470678__1.470678	820__A0A3E4G8F8__ERS852421_01645
ERR1913141.470741__1.470741	820__A0A174F0C1__nreB
ERR1913141.470769__1.470769	1501391__GCA_000786575.1_00147
ERR1913141.470939__1.470939	239935__R7DVL7__CXT93_01180
ERR1913141.471020__1.471020	371601__A0A1C7H1B8__BN890_22320
ERR1913141.471239__1.471239	116085__D4J6M6__DW747_08075
ERR1913141.471283__1.471283	820__A0A3E4W984__pssA
ERR1913141.471469__1.471469	39496__A5Z5Q0__EUBVEN_01033
ERR1913141.471513__1.471513	40518__R5DNY7__RBATCC27255_00367
ERR1913141.471841__1.471841	820__A0A174CK74__DXB48_07060
ERR1913141.472061__1.472061	33039__A0A173V4G5__ERS852577_02906
ERR1913141.472094__1.472094	820__A0A3E4WA06__ERS852554_03404
ERR1913141.472250__1.472250	239935__A0A2N8IMC9__CXU09_02095
ERR1913141.472367__1.472367	39492__D4JVG7__ERS852540_00946
ERR1913141.472618__1.472618	1501391__GCA_000786575.1_00074
ERR1913141.472624__1.472624	239935__A0A2N8I1R3__CXU05_06075
ERR1913141.472820__1.472820	820__A0A174F0C1__nreB
ERR1913141.472878__1.472878	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913141.473090__1.473090	239935__R6JWJ7__CXT94_02580
ERR1913141.473348__1.473348	1501391__GCA_000786575.1_00061
ERR1913141.473395__1.473395	47678__R5UU25__DXB67_16190
ERR1913141.473764__1.473764	239935__A0A2N8IU45__DEF40_02365
ERR1913141.473865__1.473865	39486__B0G8H8__DXD10_14350
ERR1913141.473788__1.473788	820__A0A174B4N2__M093_2531
ERR1913141.473792__1.473792	239935__B2UQP8__CXU15_01110
ERR1913141.473807__1.473807	88431__A0A174UTT9__clcA
ERR1913141.474019__1.474019	39491__A0A395UZ82__EUR_31520
ERR1913141.473964__1.473964	74426__pflB_2
ERR1913141.474105__1.474105	820__A0A1T4IY80__ERS852554_01621
ERR1913141.474235__1.474235	1262882__R5N3H1__BN519_01121
ERR1913141.474245__1.474245	239935__A0A2N8HEH9__CXU07_11710
ERR1913141.474303__1.474303	818__A0A0P0FC49__C799_02008
ERR1913141.474316__1.474316	46503__R6Y9P8__evgS_3
ERR1913141.474376__1.474376	239935__A0A2N8HH03__CXU09_08875
ERR1913141.474390__1.474390	46506__B0NPY3__BACSTE_02000
ERR1913141.474443__1.474443	820__A0A139K5A6__DXB48_12175
ERR1913141.474498__1.474498	1262911__R6H2J2__BN557_01228
ERR1913141.474519__1.474519	818__Q8A0V7__BSIG_2755
ERR1913141.474593__1.474593	338188__R6RPM1__BACFIN_05401
ERR1913141.474919__1.474919	1501391__GCA_000786575.1_00115
ERR1913141.475084__1.475084	818__A0A139JW76__BJP75_002555
ERR1913141.475138__1.475138	820__A0A174NUS8__DXC80_12885
ERR1913141.475208__1.475208	239935__A0A139TMG9__CXU07_10650
ERR1913141.475268__1.475268	239935__R6JCH3__CXT95_08205
ERR1913141.475344__1.475344	46506__R6AEZ1__BACSTE_01801
ERR1913141.476104__1.476104	239935__A0A2N8I6R6__CXU04_04335
ERR1913141.476254__1.476254	338188__R6RWE8__BACFIN_08980
ERR1913141.476304__1.476304	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913141.476376__1.476376	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913141.476421__1.476421	47678__R5U8S9__DW706_06260
ERR1913141.476422__1.476422	820__A7V470__HMPREF1072_02076
ERR1913141.476488__1.476488	47678__R5UU25__DXB67_16190
ERR1913141.476498__1.476498	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913141.476555__1.476555	823__A0A395YSW8__CF162_05645
ERR1913141.476670__1.476670	357276__I9R994__BACDOR_04044
ERR1913141.476689__1.476689	239935__A0A2N8I8X8__B5G29_00185
ERR1913141.476888__1.476888	239935__A0A2N8IVR0__CXT87_07115
ERR1913141.477010__1.477010	823__A6LH14__B5F32_11640
ERR1913141.477042__1.477042	239935__A0A2N8IV82__CXT99_06735
ERR1913141.477386__1.477386	1263044__GCA_000433375.1_01134
ERR1913141.477693__1.477693	1262882__R5N3H1__BN519_01121
ERR1913141.477784__1.477784	47678__A5ZF31__DXB67_11050
ERR1913141.477820__1.477820	239935__A0A2N8IV82__CXT99_06735
ERR1913141.478084__1.478084	853__A0A2A7B1Y7__C7K05_11930
ERR1913141.478259__1.478259	1262882__R5MJZ4__BN519_01269
ERR1913141.478278__1.478278	239935__A0A2N8HQR1__Amuc_0287
ERR1913141.478362__1.478362	1472761__GCA_002159295.1_00660
ERR1913141.478693__1.478693	214856__A0A174EJT5__mnmA
ERR1913141.478671__1.478671	239935__A0A2N8HTZ8__CXU09_01270
ERR1913141.478816__1.478816	820__A7V092__hldE
ERR1913141.478914__1.478914	1263000__R5EUG9__BN466_01476
ERR1913141.479017__1.479017	820__A0A139K4W5__HMPREF2141_02394
ERR1913141.479244__1.479244	40518__R5DLM5__RB5AMG_00422
