ERR1913223.13__1.13	28111__E5WZR2__HMPREF1016_02168
ERR1913223.2020416__1.2020416	2173__A5UK74__pyrP
ERR1913223.2020661__1.2020661	246787__A0A0P0GCR8__xynD_3
ERR1913223.2020808__1.2020808	821__E5UY21__C800_02204
ERR1913223.2020822__1.2020822	2173__A0A1D2WTP5__BK798_02785
ERR1913223.2020857__1.2020857	1262761__R6QW09__BN606_00873
ERR1913223.2020859__1.2020859	39485__A0A174ZAI7__outO
ERR1913223.2020944__1.2020944	216816__A0A395XZB7__DXD37_04075
ERR1913223.2021172__1.2021172	165179__D1PCT4__DXB80_09470
ERR1913223.2021327__1.2021327	1262886__R6QQZ3__BN563_01270
ERR1913223.2021255__1.2021255	1150298__A0A174GQV8__ERS852406_02454
ERR1913223.2021362__1.2021362	172901__A0A2U1AT14__C8D82_12016
ERR1913223.2021673__1.2021673	853__D4K7X0__DW905_09540
ERR1913223.2022168__1.2022168	45851__D4RW43__BUTYVIB_00173
ERR1913223.2022104__1.2022104	45851__D4RYR7__BHV86_05495
ERR1913223.2022466__1.2022466	901__B6WXK9__DESPIG_02836
ERR1913223.2022690__1.2022690	45851__D4RYU0__BHV86_05340
ERR1913223.2023149__1.2023149	1262761__R6R8K0__BN606_01521
ERR1913223.2023228__1.2023228	39486__A0A3E4M8R7__mobB
ERR1913223.2023344__1.2023344	39485__A0A175A273__plsX_2
ERR1913223.2023349__1.2023349	1262761__R6QYZ5__BN606_00402
ERR1913223.2023746__1.2023746	1262761__R6R5E1__BN606_01164
ERR1913223.2023718__1.2023718	1262886__R6QCG3__BN563_00145
ERR1913223.2024138__1.2024138	33043__A0A174GGF8__dcuS_1
ERR1913223.2024075__1.2024075	1262882__R5MKV8__BN519_01281
ERR1913223.2024082__1.2024082	853__A0A2A7B9I6__DW855_13690
ERR1913223.2024186__1.2024186	1262761__R6QND7__BN606_00927
ERR1913223.2024625__1.2024625	45851__D4S1J6__BHV86_08535
ERR1913223.2025021__1.2025021	357276__A0A076ITU4__EL88_22160
ERR1913223.2025361__1.2025361	165179__A0A3E5DN34__DXC61_07865
ERR1913223.2025324__1.2025324	853__E2ZGD9__C7J97_11715
ERR1913223.2025486__1.2025486	165179__A0A174W369__PREVCOP_04548
ERR1913223.2025590__1.2025590	45851__D4RZ40__BHV86_03390
ERR1913223.2025623__1.2025623	1262886__R6QML7__BN563_00260
ERR1913223.2025903__1.2025903	45851__D4RYZ4__BHV86_03155
ERR1913223.2026065__1.2026065	1262929__R6F825__BN691_00333
ERR1913223.2026070__1.2026070	39491__A0A395UWA3__DXB69_11805
ERR1913223.2026239__1.2026239	2173__P22350__Msm_0089
ERR1913223.2026447__1.2026447	45851__D4RZA1__rimI
ERR1913223.2026753__1.2026753	2173__A0A1D2WRI1__BK798_01230
ERR1913223.2027010__1.2027010	1262825__R5ECD5__BN724_02213
ERR1913223.2027144__1.2027144	338188__K5CB50__BACFIN_05402
ERR1913223.2027375__1.2027375	39485__A0A174YNW2__cph2_3
ERR1913223.2027336__1.2027336	1262760__R5LWF0__BN758_02075
ERR1913223.2027468__1.2027468	45851__D4S141__BHV86_05760
ERR1913223.2027506__1.2027506	74426__argF
ERR1913223.2027695__1.2027695	39485__A0A174ZQ05__EUBELI_01606
ERR1913223.2027805__1.2027805	45851__D4S1B2__BHV86_08920
ERR1913223.2028093__1.2028093	33043__A0A173WWJ5__ERS852386_00339
ERR1913223.2028282__1.2028282	39485__R5ZNG4__yerB
ERR1913223.2028473__1.2028473	39491__C4ZCV7__ERE_23110
ERR1913223.2028556__1.2028556	45851__D4RZ84__BUTYVIB_01149
ERR1913223.2028547__1.2028547	45851__D4S0T7__BHV86_09275
ERR1913223.2028602__1.2028602	74426__pta
ERR1913223.2028782__1.2028782	45851__D4RZ17__BUTYVIB_01081
ERR1913223.2028755__1.2028755	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913223.2028889__1.2028889	45851__D4RWJ0__BHV86_05915
ERR1913223.2028952__1.2028952	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913223.2029092__1.2029092	1262882__R5N1R4__BN519_00788
ERR1913223.2029211__1.2029211	1262882__R5MM69__BN519_00075
ERR1913223.2029240__1.2029240	45851__R5LVD9__BHV86_05140
ERR1913223.2029618__1.2029618	1262761__R6RZ48__BN606_01724
ERR1913223.2029599__1.2029599	39485__A0A174YYW2__benM
ERR1913223.2029730__1.2029730	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913223.2029941__1.2029941	45851__D4RWR5__BHV86_06295
ERR1913223.2030176__1.2030176	39491__A0A395ZGU6__ERS852417_01456
ERR1913223.2030117__1.2030117	39491__A0A396FE96__EUR_00280
ERR1913223.2030205__1.2030205	2173__A0A1D2WRY2__Msm_1736
ERR1913223.2030248__1.2030248	165179__D1PCL6__DXB80_13435
ERR1913223.2030311__1.2030311	45851__D4S366__BUTYVIB_02552
ERR1913223.2030619__1.2030619	39485__A0A174Z1T6__sfp
ERR1913223.2030684__1.2030684	28118__F9Z695__DER54_04745
ERR1913223.2031012__1.2031012	853__C7H7F5__DWZ46_01780
ERR1913223.2031182__1.2031182	1262961__R6E1C5__BN710_01058
ERR1913223.2031255__1.2031255	165179__D1PHC0__PREVCOP_06640
ERR1913223.2031408__1.2031408	301301__A0A174AM08__gluP_1
ERR1913223.2031555__1.2031555	1262761__R6QW09__BN606_00873
ERR1913223.2031611__1.2031611	45851__D4S330__BHV86_03650
ERR1913223.2031681__1.2031681	2173__A0A1D2WU78__METSMIF1_03075
ERR1913223.2031834__1.2031834	61171__B9Y5T8__HOLDEFILI_01170
ERR1913223.2032246__1.2032246	165179__D1P9T6__PREVCOP_04016
ERR1913223.2033018__1.2033018	1262825__R5EGM6__BN724_01636
ERR1913223.2033075__1.2033075	1297617__A0A0S2W3V6__C7373_102343
ERR1913223.2033202__1.2033202	45851__D4RYC4__BHV86_01935
ERR1913223.2033290__1.2033290	1150298__A0A174TF64__ERS852406_00108
ERR1913223.2033375__1.2033375	28118__F9Z6F1__DER54_08365
ERR1913223.2033352__1.2033352	1297617__A0A0S2W507__C7373_104145
ERR1913223.2033562__1.2033562	1262760__R5LQQ5__BN758_01244
ERR1913223.2033618__1.2033618	1262760__R5LWH5__BN758_00129
ERR1913223.2033636__1.2033636	1262886__R6Q901__BN563_01213
ERR1913223.2033638__1.2033638	1262911__R6GPB5__BN557_00842
ERR1913223.2033784__1.2033784	45851__D4S283__BUTYVIB_02205
ERR1913223.2033910__1.2033910	39488__A0A173SK21__EUBHAL_00799
ERR1913223.2033946__1.2033946	88431__A0A3D0EYV0__DXB16_09650
ERR1913223.2034048__1.2034048	853__A0A2A7B1Y7__C7K05_11930
ERR1913223.2034095__1.2034095	410072__C0BEV2__ERS852525_03010
ERR1913223.2034249__1.2034249	165179__D1PHV2__PREVCOP_06822
ERR1913223.2034831__1.2034831	39485__A0A174YVB5__lyc
ERR1913223.2034982__1.2034982	33043__A0A174BPV6__ERS852445_01773
ERR1913223.2035078__1.2035078	45851__D4RWN6__BUTYVIB_00072
ERR1913223.2035035__1.2035035	45851__D4S1B2__BHV86_08920
ERR1913223.2035422__1.2035422	131111__K0YU56__HMPREF9241_00720
ERR1913223.2035590__1.2035590	45851__D4RY62__BHV86_05035
ERR1913223.2035626__1.2035626	821__C3RB94__DXC03_15585
ERR1913223.2035673__1.2035673	165179__A0A3E5EDS1__DXC61_03115
ERR1913223.2035721__1.2035721	1150298__R7JT16__ERS852498_00500
ERR1913223.2035775__1.2035775	310298__B3JGH4__BACCOP_00976
ERR1913223.2035817__1.2035817	39485__A0A174YMC1__recN
ERR1913223.2036070__1.2036070	39485__R5ZVC3__ERS852490_00250
ERR1913223.2036163__1.2036163	821__D4VC51__M099_1508
ERR1913223.2036191__1.2036191	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913223.2036201__1.2036201	1735__B7C8J4__EUBIFOR_00498
ERR1913223.2036483__1.2036483	301302__R5UH47__M72_02301
ERR1913223.2036892__1.2036892	100886__E2NNQ5__CATMIT_00187
ERR1913223.2037020__1.2037020	39485__A0A174YNW2__cph2_3
ERR1913223.2037040__1.2037040	1262959__R5XXM4__BN680_00922
ERR1913223.2037123__1.2037123	2173__A0A1D2WRQ8__METSMIALI_00487
ERR1913223.2037318__1.2037318	1262760__R5LFS9__BN758_01687
ERR1913223.2037410__1.2037410	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913223.2037694__1.2037694	45851__D4RYC4__BHV86_01935
ERR1913223.2037746__1.2037746	45851__D4RYC5__BHV86_01930
ERR1913223.2037646__1.2037646	853__A0A173TAZ8__DWZ46_14590
ERR1913223.2037779__1.2037779	39491__A0A396FKG5__DXB76_07455
ERR1913223.2038007__1.2038007	88431__A0A174EMW0__thiD_1
ERR1913223.2038116__1.2038116	45851__D4RYQ0__BUTYVIB_00958
ERR1913223.2038504__1.2038504	2173__A5ULL1__Msm_0884
ERR1913223.2038595__1.2038595	1262911__R6GN99__BN557_01784
ERR1913223.2038629__1.2038629	1262825__R5E978__BN724_00307
ERR1913223.2038648__1.2038648	39491__A0A396FMF1__EUR_28700
ERR1913223.2038756__1.2038756	1262961__R6EP07__BN710_01333
ERR1913223.2038807__1.2038807	39485__A0A174YSS6__trxB_2
ERR1913223.2039331__1.2039331	28111__E5X1H4__HMPREF1016_02781
ERR1913223.2039735__1.2039735	47678__R5UAF6__ERS852494_02966
ERR1913223.2039764__1.2039764	165179__A0A3E5E7J5__DXC61_10360
ERR1913223.2039716__1.2039716	1262825__R5E978__BN724_00307
ERR1913223.2040028__1.2040028	1262882__R5MFM2__BN519_00460
ERR1913223.2040132__1.2040132	853__A0A173T8T3__DW882_06555
ERR1913223.2040175__1.2040175	1262930__R5ZVQ3__BN693_01357
ERR1913223.2040202__1.2040202	165179__D1P9T6__PREVCOP_04016
ERR1913223.2040468__1.2040468	1262992__R5D719__BN795_01028
ERR1913223.2040441__1.2040441	45851__D4S1N9__BHV86_08300
ERR1913223.2040679__1.2040679	745368__A0A1T4WBZ5__SAMN02745178_00335
ERR1913223.2040711__1.2040711	165179__R6B8D8__DXC61_09245
ERR1913223.2040906__1.2040906	821__A6L0C7__ERS852556_03520
ERR1913223.2040910__1.2040910	165179__D1PGU8__PREVCOP_06463
ERR1913223.2040941__1.2040941	39485__A0A174YMD0__EUBELI_01093
ERR1913223.2041148__1.2041148	165179__D1PDG7__DXB80_11180
ERR1913223.2041267__1.2041267	418240__A0A173XT66__ERS852478_00742
ERR1913223.2041280__1.2041280	33039__A0A174ZCB2__ERS852577_04014
ERR1913223.2041440__1.2041440	1262761__R6RZ48__BN606_01724
ERR1913223.2041543__1.2041543	1628085__A0A2U1BEZ3__C7386_103130
ERR1913223.2041773__1.2041773	45851__D4RW69__BUTYVIB_00200
ERR1913223.2041915__1.2041915	45851__D4RZ84__BUTYVIB_01149
ERR1913223.2042047__1.2042047	820__A0A139K4T0__ERS852510_03146
ERR1913223.2042309__1.2042309	418240__A0A174EIE7__pknG
ERR1913223.2042346__1.2042346	45851__D4S184__BUTYVIB_01854
ERR1913223.2042470__1.2042470	544644__GCA_001915615.1_00029
ERR1913223.2042595__1.2042595	39485__A0A174YNW2__cph2_3
ERR1913223.2042679__1.2042679	45851__R5LL35__BUTYVIB_01928
ERR1913223.2042786__1.2042786	39485__C4Z6Z5__EUBELI_20593
ERR1913223.2042982__1.2042982	45851__D4RWG7__BUTYVIB_00298
ERR1913223.2043024__1.2043024	1735__B7CEC3__EUBIFOR_02567
ERR1913223.2043096__1.2043096	39485__C4Z0T2__ykvU
ERR1913223.2043037__1.2043037	39485__A0A174ZQ05__EUBELI_01606
ERR1913223.2043497__1.2043497	45851__D4RYQ0__BUTYVIB_00958
ERR1913223.2043547__1.2043547	100886__A0A174HQD3__araC_3
ERR1913223.2043603__1.2043603	821__A0A0P0M2J4__DXD46_10295
ERR1913223.2043746__1.2043746	46503__R6WQ01__PARMER_03826
ERR1913223.2043847__1.2043847	1150298__R7JRC9__ERS852535_00719
ERR1913223.2043902__1.2043902	45851__R5LJL1__BHV86_09305
ERR1913223.2044306__1.2044306	45851__A0A3C0J7S9__BUTYVIB_01423
ERR1913223.2044534__1.2044534	853__A0A174BA00__DW905_01145
ERR1913223.2044672__1.2044672	33043__A8SPT5__yfiN_2
ERR1913223.2044816__1.2044816	1262760__R5LC36__BN758_01814
ERR1913223.2044851__1.2044851	1358__A0A3B0GGE6__NCDO895_0848
ERR1913223.2044916__1.2044916	45851__D4RYK6__BHV86_00465
ERR1913223.2044935__1.2044935	165179__D1PDG7__DXB80_11180
ERR1913223.2044967__1.2044967	45851__D4RWC1__BHV86_06985
ERR1913223.2044981__1.2044981	1263006__R6LR21__BN515_00462
ERR1913223.2045081__1.2045081	45851__D4RWR5__BHV86_06295
ERR1913223.2045154__1.2045154	165179__D1PE06__DXC61_05975
ERR1913223.2045155__1.2045155	45851__D4S200__BHV86_07815
ERR1913223.2045354__1.2045354	1262959__R5YE35__BN680_00548
ERR1913223.2045627__1.2045627	39491__A0A395V0X2__EUBREC_3007
ERR1913223.2046001__1.2046001	745368__A0A1T4Y6A2__SAMN02745178_02743
ERR1913223.2046299__1.2046299	131111__K0YU39__CYJ25_04485
ERR1913223.2046323__1.2046323	45851__D4S0P1__BUTYVIB_01660
ERR1913223.2046535__1.2046535	821__A0A174WBC9__ERS852556_03145
ERR1913223.2046869__1.2046869	1262761__R6QJJ2__BN606_00358
ERR1913223.2047075__1.2047075	1262882__R5MHZ2__BN519_00742
ERR1913223.2047130__1.2047130	39485__C4Z390__EUBELI_01689
ERR1913223.2047636__1.2047636	572010__srrA
ERR1913223.2047700__1.2047700	1262945__R6YT88__BN600_00074
ERR1913223.2047968__1.2047968	39491__A0A396FQ67__DXB99_07505
ERR1913223.2048003__1.2048003	39485__A0A1Q6PGI7__pehX_3
ERR1913223.2048132__1.2048132	1262777__R5WGS1__BN512_00528
ERR1913223.2048204__1.2048204	853__A0A174C5M1__CGS58_04460
ERR1913223.2048276__1.2048276	40520__R7DAY0__RUMOBE_02674
ERR1913223.2048670__1.2048670	1150298__A0A174HB98__ERS852406_02617
ERR1913223.2048753__1.2048753	853__A0A2A7B9I6__DW855_13690
ERR1913223.2048973__1.2048973	45851__D4S141__BHV86_05760
ERR1913223.2048976__1.2048976	1262958__R7H3E3__BN645_00026
ERR1913223.2049114__1.2049114	39485__C4Z028__ERS852492_00100
ERR1913223.2049205__1.2049205	47678__R5UWN2__BACCAC_01649
ERR1913223.2049396__1.2049396	165179__R6C5D6__PREVCOP_04658
ERR1913223.2049389__1.2049389	1262961__R6DVK7__BN710_01288
ERR1913223.2049390__1.2049390	33039__A0A174YCL2__ERS852424_00029
ERR1913223.2049453__1.2049453	88431__A0A174EDE9__yxeP_2
ERR1913223.2049908__1.2049908	165179__R6CJG8__DXC61_09290
ERR1913223.2050157__1.2050157	39492__D4JT75__EUBSIR_01776
ERR1913223.2050330__1.2050330	487174__R5F2W8__HMPREF9448_01730
ERR1913223.2050364__1.2050364	45851__D4RWC5__BHV86_07005
ERR1913223.2050667__1.2050667	45851__D4RZ69__BUTYVIB_01134
ERR1913223.2051066__1.2051066	1262911__R6GYW1__BN557_00629
ERR1913223.2051174__1.2051174	1262760__R5L619__BN758_00730
ERR1913223.2051239__1.2051239	33043__D5HFE5__ERS852445_00644
ERR1913223.2051704__1.2051704	1262761__R6QJJ2__BN606_00358
ERR1913223.2051784__1.2051784	45851__D4RYS4__BHV86_05460
ERR1913223.2051847__1.2051847	39485__A0A174Z1T6__sfp
ERR1913223.2052076__1.2052076	1735__B7C7X9__EUBIFOR_00280
ERR1913223.2052119__1.2052119	45851__D4S0P6__BUTYVIB_01665
ERR1913223.2052180__1.2052180	165179__A0A174SR12__DXB80_04410
ERR1913223.2052297__1.2052297	45851__D4RWC3__BUTYVIB_00254
ERR1913223.2052308__1.2052308	45851__D4RZ17__BUTYVIB_01081
ERR1913223.2052325__1.2052325	357276__B6VT86__IY41_22515
ERR1913223.2052345__1.2052345	45851__D4S1J6__BHV86_08535
ERR1913223.2052413__1.2052413	39485__R5ZT06__EUBELI_20526
ERR1913223.2052542__1.2052542	39486__R6TCA8__DXB36_11850
ERR1913223.2052579__1.2052579	33043__D5HIC8__vspIM
ERR1913223.2052673__1.2052673	172901__A0A2U1AQH1__C8D82_12561
ERR1913223.2052947__1.2052947	45851__D4S1A8__BHV86_08940
ERR1913223.2052960__1.2052960	165179__D1PHV2__PREVCOP_06822
ERR1913223.2053178__1.2053178	1262825__R5E7C9__BN724_01626
ERR1913223.2053232__1.2053232	45851__R5LTE7__BHV86_04805
ERR1913223.2053314__1.2053314	901__B6WTW8__DESPIGER_1202
ERR1913223.2053624__1.2053624	853__A0A174CVG7__CGS58_09335
ERR1913223.2053715__1.2053715	39485__C4Z0G6__spoIVB
ERR1913223.2053745__1.2053745	1262761__R6QU78__BN606_01972
ERR1913223.2053861__1.2053861	45851__D4RYS4__BHV86_05460
ERR1913223.2054130__1.2054130	39485__R5ZVC3__ERS852490_00250
ERR1913223.2054541__1.2054541	46503__R5DLM3__HMPREF1078_03417
ERR1913223.2054877__1.2054877	39485__A0A174ZKZ4__spoIIQ_1
ERR1913223.2054903__1.2054903	1297617__A0A0S2W283__C7373_10345
ERR1913223.2055029__1.2055029	1262743__R5C054__BN727_01980
ERR1913223.2055235__1.2055235	165179__D1PEQ5__PREVCOP_05711
ERR1913223.2055389__1.2055389	1262825__R5EKX2__BN724_00503
ERR1913223.2055476__1.2055476	1262761__R6QXV6__BN606_00004
ERR1913223.2055579__1.2055579	39485__A0A174YTX0__mro
ERR1913223.2055733__1.2055733	165179__A0A3E5DV57__DXB80_11400
ERR1913223.2055938__1.2055938	1262886__R6Q6Q1__BN563_00546
ERR1913223.2056079__1.2056079	165179__D1PGU8__PREVCOP_06463
ERR1913223.2056347__1.2056347	45851__D4S2F3__BUTYVIB_02275
ERR1913223.2056603__1.2056603	45851__D4RYC4__BHV86_01935
ERR1913223.2056718__1.2056718	45851__D4S141__BHV86_05760
ERR1913223.2056791__1.2056791	172901__A0A2U1AI06__C8D82_13813
ERR1913223.2056965__1.2056965	165179__A0A229I9X5__CFT61_01205
ERR1913223.2057379__1.2057379	1262761__R6QS33__BN606_00308
ERR1913223.2057449__1.2057449	1297617__A0A0S2W326__IB211_01371c
ERR1913223.2057458__1.2057458	1965639__A0A1Y3XW93__B5G03_08025
ERR1913223.2057567__1.2057567	45851__D4S1P1__BHV86_08290
ERR1913223.2057917__1.2057917	821__A6L0C7__ERS852556_03520
ERR1913223.2058168__1.2058168	39485__A0A174ZA72__glgB_1
ERR1913223.2058278__1.2058278	165179__A0A3E5A5E5__DXC61_13965
ERR1913223.2058471__1.2058471	45851__D4S317__BUTYVIB_02469
ERR1913223.2058516__1.2058516	853__A0A329UEG4__CHR60_00585
ERR1913223.2058558__1.2058558	165179__R6CNX7__DXB80_02200
ERR1913223.2058592__1.2058592	33043__A0A173WWJ5__ERS852386_00339
ERR1913223.2058610__1.2058610	39485__A0A174YVS4__EUBELI_00620
ERR1913223.2059551__1.2059551	39485__A0A174ZA08__EUBELI_01019
ERR1913223.2059659__1.2059659	45851__D4RYQ1__BHV86_00310
ERR1913223.2059783__1.2059783	1262911__R6H212__BN557_01031
ERR1913223.2059857__1.2059857	1262911__R6GKX4__BN557_01388
ERR1913223.2059990__1.2059990	45851__D4S013__BHV86_10590
ERR1913223.2059967__1.2059967	1262958__R7H622__BN645_00771
ERR1913223.2060141__1.2060141	45851__D4RXM8__BHV86_03015
ERR1913223.2060229__1.2060229	39491__A0A173SH34__EUR_24920
ERR1913223.2060377__1.2060377	165179__A0A3E5DWQ1__DXB80_06635
ERR1913223.2060411__1.2060411	1262760__R5LA92__BN758_01569
ERR1913223.2060877__1.2060877	1263011__R6E1I7__BN553_01465
ERR1913223.2060979__1.2060979	301302__A0A0M6WF57__M72_22681
ERR1913223.2061228__1.2061228	39485__C4Z6U7__EUBELI_20545
ERR1913223.2061229__1.2061229	1263030__R5CUH1__BN705_00716
ERR1913223.2061298__1.2061298	1262825__R5ED15__BN724_00006
ERR1913223.2061483__1.2061483	1262911__R6H2J2__BN557_01228
ERR1913223.2061604__1.2061604	1262760__R5L825__BN758_01252
ERR1913223.2061849__1.2061849	239935__A0A2N8I9N0__CXT97_09915
ERR1913223.2061922__1.2061922	310298__B3JFI7__BACCOP_00636
ERR1913223.2062005__1.2062005	100886__E2NRR0__CATMIT_01266
ERR1913223.2062087__1.2062087	45851__D4S140__BUTYVIB_01810
ERR1913223.2062298__1.2062298	1262924__R7HQB3__BN585_00435
ERR1913223.2062587__1.2062587	45851__D4S141__BHV86_05760
ERR1913223.2062799__1.2062799	45851__D4RWS3__BUTYVIB_00110
ERR1913223.2063075__1.2063075	1628085__A0A374VR48__C7386_10754
ERR1913223.2063438__1.2063438	821__A0A0P0M2J4__DXD46_10295
ERR1913223.2063667__1.2063667	165179__D1PC26__PREVCOP_04756
ERR1913223.2063743__1.2063743	1262785__R6LTJ1__BN565_00449
ERR1913223.2063961__1.2063961	1262929__R6F594__BN691_01450
ERR1913223.2064121__1.2064121	45851__D4RWN6__BUTYVIB_00072
ERR1913223.2064198__1.2064198	76489__A0A1E8EUC5__CLOACE_23150
ERR1913223.2064275__1.2064275	418240__C6JFD7__ERS852523_02475
ERR1913223.2064986__1.2064986	151539__GeneID:920471
ERR1913223.2065082__1.2065082	74426__purL
ERR1913223.2065287__1.2065287	39485__A0A174YZZ2__ERS852492_00215
ERR1913223.2065363__1.2065363	1262760__R5L6D9__BN758_00849
ERR1913223.2065572__1.2065572	1262911__R6GS70__BN557_00854
ERR1913223.2065781__1.2065781	45851__D4RWC3__BUTYVIB_00254
ERR1913223.2066123__1.2066123	45851__D4RYI3__BHV86_01630
ERR1913223.2066261__1.2066261	552398__F4XCQ4__HMPREF0866_01621
ERR1913223.2066390__1.2066390	1263000__R5EKG2__BN466_02040
ERR1913223.2066591__1.2066591	165179__D1PEQ5__PREVCOP_05711
ERR1913223.2067477__1.2067477	821__A0A396F598__CUU_3259
ERR1913223.2067578__1.2067578	28130__U2KK66__HMPREF0653_01951
ERR1913223.2068080__1.2068080	45851__R5LVD9__BHV86_05140
ERR1913223.2068166__1.2068166	45851__D4RYG8__BUTYVIB_00874
ERR1913223.2068711__1.2068711	39485__C4Z2S3__EUBELI_00292
ERR1913223.2068777__1.2068777	905__D2RLF2__Acfer_1546
ERR1913223.2068883__1.2068883	2173__A0A1D2WTP5__BK798_02785
ERR1913223.2068956__1.2068956	45851__D4S1P8__BUTYVIB_02020
ERR1913223.2068922__1.2068922	45851__D4S0P6__BUTYVIB_01665
ERR1913223.2069157__1.2069157	45851__D4S1J6__BHV86_08535
ERR1913223.2069107__1.2069107	45851__D4RYS4__BHV86_05460
ERR1913223.2069219__1.2069219	39486__G1WS03__DXD50_12470
ERR1913223.2069412__1.2069412	394340__ilvC
ERR1913223.2069557__1.2069557	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913223.2069581__1.2069581	45851__D4RWC5__BHV86_07005
ERR1913223.2069688__1.2069688	165179__A0A3E5AER8__DXB80_07075
ERR1913223.2069717__1.2069717	45851__D4RWR5__BHV86_06295
ERR1913223.2069729__1.2069729	28111__E5WUX1__HMPREF1016_00548
ERR1913223.2069773__1.2069773	853__A8S882__C4N23_07600
ERR1913223.2069864__1.2069864	552398__F4XCR9__HMPREF0866_01636
ERR1913223.2070222__1.2070222	2022527__A0A264Y7D2__CHL74_07285
ERR1913223.2070330__1.2070330	116085__D4J546__DW747_07135
ERR1913223.2070441__1.2070441	45851__D4RWN6__BUTYVIB_00072
ERR1913223.2070612__1.2070612	165179__A0A3E5A832__DXC61_13685
ERR1913223.2070616__1.2070616	45851__D4S1R9__BHV86_08150
ERR1913223.2070648__1.2070648	1262761__R6QR25__BN606_01386
ERR1913223.2070790__1.2070790	45851__D4RYA4__BHV86_02030
ERR1913223.2070762__1.2070762	1262816__R6C5C2__BN687_00312
ERR1913223.2070742__1.2070742	39485__A0A174YR79__EUBELI_20418
ERR1913223.2070833__1.2070833	1262760__R5LVR1__BN758_01966
ERR1913223.2070897__1.2070897	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913223.2071079__1.2071079	1262924__R7HQB3__BN585_00435
ERR1913223.2071167__1.2071167	2293125__A0A374CKY3__DW917_01805
ERR1913223.2071383__1.2071383	1262886__R6QNJ6__BN563_00594
ERR1913223.2071520__1.2071520	1550024__G9RYR1__TQ39_01725
ERR1913223.2071833__1.2071833	45851__D4RWJ0__BHV86_05915
ERR1913223.2072007__1.2072007	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913223.2072188__1.2072188	1262825__R5E9N9__BN724_00335
ERR1913223.2072172__1.2072172	45851__D4S1P1__BHV86_08290
ERR1913223.2072498__1.2072498	165179__D1PEW8__DXB80_13775
ERR1913223.2072794__1.2072794	39485__C4Z1J7__ERS852490_01574
ERR1913223.2072993__1.2072993	1262911__R6H1B2__BN557_00840
ERR1913223.2073108__1.2073108	39485__R6AKA4__rssA
ERR1913223.2073647__1.2073647	39485__A0A174ZA72__glgB_1
ERR1913223.2073696__1.2073696	418240__A0A173ZAZ4__ERS852478_00637
ERR1913223.2074236__1.2074236	165179__A0A229I740__DXC61_10430
ERR1913223.2074347__1.2074347	39485__R6AJT3__EUBELI_01178
ERR1913223.2074480__1.2074480	1262785__R6LYK5__BN565_00780
ERR1913223.2074570__1.2074570	100886__A0A174IUT3__CATMIT_01308
ERR1913223.2074654__1.2074654	45851__D4S1J6__BHV86_08535
ERR1913223.2074875__1.2074875	45851__D4RYC5__BHV86_01930
ERR1913223.2074920__1.2074920	165179__D1PEW8__DXB80_13775
ERR1913223.2074983__1.2074983	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913223.2075182__1.2075182	39485__A0A174YTW2__EUBELI_20520
ERR1913223.2075274__1.2075274	1262882__R5MZZ3__BN519_00482
ERR1913223.2075352__1.2075352	45851__D4RWN7__BHV86_06150
ERR1913223.2075774__1.2075774	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913223.2075788__1.2075788	45851__D4RWN6__BUTYVIB_00072
ERR1913223.2077074__1.2077074	45851__D4RXA4__BUTYVIB_00455
ERR1913223.2077092__1.2077092	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913223.2077157__1.2077157	39485__C4Z538__EUBELI_00734
ERR1913223.2077166__1.2077166	45851__R5LHE7__BUTYVIB_00061
ERR1913223.2077177__1.2077177	1263000__R5EMC8__BN466_00317
ERR1913223.2077290__1.2077290	165179__R6C3K4__PREVCOP_05795
ERR1913223.2077355__1.2077355	2173__R7PS55__BK798_05180
ERR1913223.2077460__1.2077460	165179__A0A3E5E920__DXB80_11625
ERR1913223.2077686__1.2077686	45851__D4RWG7__BUTYVIB_00298
