ERR1913299.35__1.35	28052__A0A174HF53__ERS852499_00436
ERR1913299.427036__1.427036	39491__A0A174LTW7__DXD13_08720
ERR1913299.427052__1.427052	39496__A5Z5I2__EUBVEN_00963
ERR1913299.427225__1.427225	328814__GCA_004558275.1_00007
ERR1913299.427237__1.427237	28111__E5WUH3__BACEGG_02112
ERR1913299.427261__1.427261	246787__A0A0P0FYF1__HMPREF1062_05374
ERR1913299.427395__1.427395	820__A0A173W419__DXC68_17760
ERR1913299.427529__1.427529	39491__D4JMW8__ERS852497_01971
ERR1913299.427614__1.427614	820__A0A173WZS4__DXD90_10250
ERR1913299.427676__1.427676	394340__group_3034
ERR1913299.427707__1.427707	823__D7IXG8__ERS852560_01232
ERR1913299.427781__1.427781	28116__R6JIR4__DXA80_14190
ERR1913299.427749__1.427749	823__C7XA51__BDI_0499
ERR1913299.427876__1.427876	39492__D4JWD3__EUBSIR_00151
ERR1913299.427888__1.427888	239935__A0A2N8IF99__lpdA
ERR1913299.427926__1.427926	706562__GCA_900112995.1_01415
ERR1913299.427960__1.427960	1150298__A0A174U8I6__ERS852535_02809
ERR1913299.427988__1.427988	28052__R7NFJ0__lytR_8
ERR1913299.428006__1.428006	39491__A0A396FSK3__ERS852417_00383
ERR1913299.428007__1.428007	1262911__R6GN33__BN557_00616
ERR1913299.428068__1.428068	239935__A0A2N8HTZ8__CXU09_01270
ERR1913299.428087__1.428087	820__A0A396EUU8__luxQ_3
ERR1913299.428291__1.428291	160404__A0A1Y4F405__B5G26_06625
ERR1913299.428365__1.428365	357276__A0A076IS73__GV66_00410
ERR1913299.428380__1.428380	39492__D4JTW7__EUBSIR_00859
ERR1913299.428407__1.428407	649756__D4MWI5__ERS852571_00908
ERR1913299.428482__1.428482	166486__A0A173VSA0__ROSINTL182_06124
ERR1913299.428574__1.428574	39492__D4JUL4__ERS852540_01381
ERR1913299.428530__1.428530	39492__D4JRX7__EUBSIR_01480
ERR1913299.428598__1.428598	29361__B6FKH5__CLONEX_00621
ERR1913299.428734__1.428734	39491__A0A173U130__ERE_16110
ERR1913299.428785__1.428785	820__A0A3E4RUC4__DHU98_02635
ERR1913299.428791__1.428791	39492__D4MIY5__EUBSIR_00233
ERR1913299.428908__1.428908	39492__D4JU81__xseA
ERR1913299.428933__1.428933	1150298__A0A174CCD5__ERS852406_01310
ERR1913299.429114__1.429114	39492__B0MPL6__EUBSIR_01779
ERR1913299.429154__1.429154	78535__E6J2B6__hsdS1
ERR1913299.429288__1.429288	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913299.429318__1.429318	28052__R7NCE8__cph2_1
ERR1913299.429421__1.429421	28052__R7NB47__msbA_2
ERR1913299.429487__1.429487	28052__R7N6Q7__rafA
ERR1913299.429541__1.429541	39492__D4JR31__EUBSIR_00106
ERR1913299.429523__1.429523	301302__R5UTG6__M72_25801
ERR1913299.429524__1.429524	1150298__R7JRK4__ERS852406_01648
ERR1913299.429578__1.429578	28111__R5K5Y0__NCTC11155_03071
ERR1913299.429586__1.429586	357276__A0A1Y3ZD00__B5F00_16730
ERR1913299.429605__1.429605	39492__D4JUD7__EUBSIR_01877
ERR1913299.429610__1.429610	39492__D4JTG7__EUBSIR_00572
ERR1913299.429663__1.429663	39492__D4JSU6__dacB_3
ERR1913299.429702__1.429702	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913299.430015__1.430015	626929__F3PIZ0__SAMN05444376_2114
ERR1913299.430090__1.430090	28052__A0A174YNL0__ERS852499_00232
ERR1913299.430170__1.430170	39492__D4JVC7__yfgF
ERR1913299.430198__1.430198	823__A0A355XKQ8__DHP27_04010
ERR1913299.430374__1.430374	820__A0A3E4WCX3__C801_02709
ERR1913299.430331__1.430331	357276__D1K3K9__EL88_23995
ERR1913299.430578__1.430578	28052__R5HJU0__ERS852451_00148
ERR1913299.430605__1.430605	301302__R5VGE0__ERS852420_00121
ERR1913299.430620__1.430620	39496__A5Z5I2__EUBVEN_00963
ERR1913299.430630__1.430630	39492__D4JTF2__mutS2
ERR1913299.430651__1.430651	357276__B6W5Q9__HMPREF1063_03125
ERR1913299.430669__1.430669	39492__R6RT40__prkC_3
ERR1913299.430800__1.430800	39491__A0A396FRE7__EUR_27520
ERR1913299.430868__1.430868	214856__A0A174FWM7__ERS852559_00590
ERR1913299.430938__1.430938	39492__D4JTB5__EUBSIR_01720
ERR1913299.431285__1.431285	823__A6L930__DDY96_14995
ERR1913299.431322__1.431322	820__A0A139JRH8__HMPREF2141_04326
ERR1913299.431375__1.431375	39492__D4MIK7__EUBSIR_00676
ERR1913299.431566__1.431566	39492__D4JTG7__EUBSIR_00572
ERR1913299.431637__1.431637	39491__C4ZAT2__ERE_28440
ERR1913299.431621__1.431621	357276__I9FU68__HMPREF1063_00557
ERR1913299.431810__1.431810	2173__A0A1D2WT86__METSMIF1_02584
ERR1913299.431919__1.431919	823__D7IUM6__M091_1082
ERR1913299.432177__1.432177	39492__D4JRV7__EUBSIR_01513
ERR1913299.432267__1.432267	357276__A0A076IXE0__HMPREF1064_04364
ERR1913299.432284__1.432284	357276__I8WBQ9__HMPREF1065_03212
ERR1913299.432375__1.432375	39492__D4JUJ6__ssuB_2
ERR1913299.432429__1.432429	28052__A0A174KKX6__ERS852499_01429
ERR1913299.432435__1.432435	357276__A0A076J4B1__DXD47_03445
ERR1913299.432458__1.432458	39492__D4JTF2__mutS2
ERR1913299.432466__1.432466	301302__A0A0M6WBZ5__spr
ERR1913299.432500__1.432500	39491__A0A174K1W6__DXB99_15020
ERR1913299.432526__1.432526	39492__D4JQM9__EUBSIR_00669
ERR1913299.432645__1.432645	820__A0A174CK74__DXB48_07060
ERR1913299.432743__1.432743	28117__B0MTS2__ALIPUT_00159
ERR1913299.432824__1.432824	166486__D4KUE6__ROSINTL182_08604
ERR1913299.432826__1.432826	28052__A0A174KLS3__ERS852451_01864
ERR1913299.432844__1.432844	39492__D4JQS6__ykoD
ERR1913299.432862__1.432862	357276__A0A076IXE0__HMPREF1064_04364
ERR1913299.432915__1.432915	1550024__A0A0D8IZ03__ASJ35_10695
ERR1913299.432933__1.432933	39492__D4JQU6__ERS852540_02194
ERR1913299.433035__1.433035	823__A0A174PDQ0__DXC05_08200
ERR1913299.433091__1.433091	39488__A0A174CJ01__DXD91_03830
ERR1913299.433060__1.433060	357276__B6W1Y1__BSEG_03960
ERR1913299.433160__1.433160	39492__A0A174Z2N0__EUBSIR_01615
ERR1913299.433248__1.433248	410072__A0A173Y8R3__rng
ERR1913299.433351__1.433351	39496__A5Z5I2__EUBVEN_00963
ERR1913299.433682__1.433682	39492__D4JRV7__EUBSIR_01513
ERR1913299.433864__1.433864	39491__A0A396FSK3__ERS852417_00383
ERR1913299.433993__1.433993	39492__D4JQU6__ERS852540_02194
ERR1913299.433968__1.433968	166486__D4KZH8__ERS852572_00419
ERR1913299.433976__1.433976	28111__E5WVZ4__NCTC11155_02635
ERR1913299.434051__1.434051	39492__D4JRM9__bglB_2
ERR1913299.434106__1.434106	357276__I8WPR6__EL88_06675
ERR1913299.434076__1.434076	39492__D4JQY4__EUBSIR_01325
ERR1913299.434166__1.434166	544645__A0A1Y3VP90__DXC42_05845
ERR1913299.434191__1.434191	39492__D4JWI6__EUBSIR_01073
ERR1913299.434267__1.434267	853__A0A2A7B9I6__DW855_13690
ERR1913299.434418__1.434418	39491__A0A174K1W6__DXB99_15020
ERR1913299.434455__1.434455	39491__A0A396FEV5__EUR_24750
ERR1913299.434493__1.434493	39491__R6TQ09__DXC13_03010
ERR1913299.434550__1.434550	39492__B0MPL6__EUBSIR_01779
ERR1913299.434599__1.434599	39491__A0A396FIU1__DXC13_07905
ERR1913299.434700__1.434700	39492__D4JWP8__EUBSIR_00699
ERR1913299.434712__1.434712	820__A0A174CG08__DXB62_13215
ERR1913299.434659__1.434659	28052__A0A174MH21__ERS852499_01905
ERR1913299.434756__1.434756	357276__I9G0T7__BACDOR_04266
ERR1913299.434762__1.434762	39492__D4JUD7__EUBSIR_01877
ERR1913299.434813__1.434813	168384__C6LDD4__BRYFOR_06543
ERR1913299.434883__1.434883	291644__R5JDI4__ERS852428_02393
ERR1913299.435020__1.435020	357276__A0A0K2HF54__HMPREF1063_03537
ERR1913299.435037__1.435037	292800__A0A174P338__HMPREF0372_00533
ERR1913299.435132__1.435132	1099853__U5CH64__NSB1T_03100
ERR1913299.435139__1.435139	166486__A0A173T114__ROSINTL182_05085
ERR1913299.435166__1.435166	1150298__A0A174N5I7__ERS852498_01953
ERR1913299.435169__1.435169	39491__R6TQ09__DXC13_03010
ERR1913299.435173__1.435173	39492__D4JSD3__EUBSIR_00131
ERR1913299.435253__1.435253	2173__A5UKK6__BK798_01380
ERR1913299.435365__1.435365	39492__D4JSS2__EUBSIR_00553
ERR1913299.435400__1.435400	39492__D4JVC7__yfgF
ERR1913299.435487__1.435487	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913299.435520__1.435520	39491__C4ZCV7__ERE_23110
ERR1913299.435645__1.435645	1262886__R6QNU9__BN563_00617
ERR1913299.435646__1.435646	39492__D4JX50__EUBSIR_00410
ERR1913299.435653__1.435653	39491__A0A3E4YFT8__DXB69_10940
ERR1913299.435700__1.435700	40520__A0A174JSI5__ERS852394_00345
ERR1913299.435720__1.435720	39492__D4JUS6__accD5
ERR1913299.435755__1.435755	820__A0A3E4PYB0__yejM
ERR1913299.435782__1.435782	28117__B0MVL5__BHV66_01660
ERR1913299.436006__1.436006	28052__R7NEG2__yihY
ERR1913299.436038__1.436038	39492__D4JT68__spoIIIE
ERR1913299.436175__1.436175	39492__D4JVG7__ERS852540_00946
ERR1913299.436234__1.436234	39492__D4MJF3__EUBSIR_02248
ERR1913299.436242__1.436242	39492__D4JV70__EUBSIR_01253
ERR1913299.436310__1.436310	384639__GCA_003096855.1_01188
ERR1913299.436313__1.436313	1262911__R6GYU2__BN557_00621
ERR1913299.436409__1.436409	820__A0A174CG08__DXB62_13215
ERR1913299.436482__1.436482	239935__A0A2N8I6R6__CXU04_04335
ERR1913299.436496__1.436496	39492__D4MIX3__ERS852540_01230
ERR1913299.436599__1.436599	28116__E5CCI2__M089_3437
ERR1913299.436656__1.436656	820__A0A3E4G2R7__DXC07_00510
ERR1913299.436783__1.436783	853__A0A2A7B9I6__DW855_13690
ERR1913299.436839__1.436839	39492__D4JVN3__spsA
ERR1913299.436807__1.436807	39491__A0A395ZHW9__DXC13_02590
ERR1913299.436809__1.436809	204516__U6RA51__HMPREF1534_03959
ERR1913299.436880__1.436880	853__A0A2A7B1Y7__C7K05_11930
ERR1913299.437017__1.437017	820__A0A174LJB2__HMPREF1072_04112
ERR1913299.437043__1.437043	39492__D4JR04__phoU
ERR1913299.437261__1.437261	39492__D4JX87__EUBSIR_00361
ERR1913299.437268__1.437268	823__A0A073I9P2__CF162_18000
ERR1913299.437290__1.437290	39492__D4JTL0__EUBSIR_01428
ERR1913299.437307__1.437307	39492__D4JR58__EUBSIR_02090
ERR1913299.437368__1.437368	39492__A0A174ZYY6__EUBSIR_02510
ERR1913299.437393__1.437393	166486__D4L1D8__ROSINTL182_06455
ERR1913299.437403__1.437403	166486__D4L0J8__ROSINTL182_08089
ERR1913299.437458__1.437458	39491__A0A395ZDC6__addB
ERR1913299.437559__1.437559	1262911__R6GUQ1__BN557_01356
ERR1913299.437714__1.437714	39492__D4JWJ4__EUBSIR_01090
ERR1913299.437947__1.437947	39492__D4JVW2__EUBSIR_02285
ERR1913299.438118__1.438118	39492__D4JR08__ERS852540_02467
ERR1913299.438174__1.438174	28052__A0A174IP79__gmr_4
ERR1913299.438223__1.438223	39492__D4JRR5__ERS852540_02089
ERR1913299.438207__1.438207	39492__B0MM26__ERS852540_00640
ERR1913299.438355__1.438355	853__A0A2A7B1Y7__C7K05_11930
ERR1913299.438393__1.438393	1297617__A0A2U1C1M6__IB211_02642c
ERR1913299.438408__1.438408	39492__D4JVG7__ERS852540_00946
ERR1913299.438438__1.438438	28052__A0A174YNE8__ERS852451_00845
ERR1913299.438723__1.438723	28117__B0MWZ3__BHV66_03240
ERR1913299.439025__1.439025	39492__R6RT40__prkC_3
ERR1913299.439083__1.439083	28052__R7N8X2__ERS852451_01586
ERR1913299.439099__1.439099	853__A0A2J4JL53__CRH10_10795
ERR1913299.439132__1.439132	39491__C4Z8S1__DXB76_06750
ERR1913299.439269__1.439269	28111__R5K5X6__NCTC11155_02508
ERR1913299.439270__1.439270	820__A0A139KHX1__HMPREF2141_00289
ERR1913299.439403__1.439403	35833__E5Y2V2__HMPREF0179_00466
ERR1913299.439406__1.439406	28111__E5WYP5__BACEGG_00185
ERR1913299.439462__1.439462	626929__F3PIZ9__B5F24_03600
ERR1913299.439466__1.439466	301302__A0A173TWC1__phoR_7
ERR1913299.439586__1.439586	1262911__R6HIV6__BN557_01807
ERR1913299.439596__1.439596	40518__R5E6G1__DXD83_06815
ERR1913299.439673__1.439673	39491__D4JIB6__ERS852417_01685
ERR1913299.439688__1.439688	2173__A0A1D2WUJ0__Msm_1370
ERR1913299.439817__1.439817	820__A0A174DZ97__SAMN05444418_101240
ERR1913299.439870__1.439870	39492__D4JTF2__mutS2
ERR1913299.439853__1.439853	39492__D4JRZ7__smc
ERR1913299.439893__1.439893	166486__D4L1H3__sacC
ERR1913299.439905__1.439905	823__D0T9Q9__M095_2648
ERR1913299.439921__1.439921	39492__D4JUR4__ERS852540_01427
ERR1913299.439961__1.439961	39492__D4JUT9__ERS852540_01449
ERR1913299.440002__1.440002	166486__D4KJ71__ERS852572_03479
ERR1913299.440012__1.440012	39492__D4JX34__ERS852540_00411
ERR1913299.440118__1.440118	239935__A0A139TT05__CXU09_03335
ERR1913299.440129__1.440129	820__A0A3E5BMG9__DXD40_05130
ERR1913299.440289__1.440289	820__A0A139KJR5__M093_4469
ERR1913299.440350__1.440350	39491__D6DXZ8__DXB72_15035
ERR1913299.440531__1.440531	39492__D4JU56__hemZ
ERR1913299.440620__1.440620	649756__D4MW63__DCR88_07570
ERR1913299.440615__1.440615	820__A0A173YYG4__evgS_3
ERR1913299.440721__1.440721	1262915__R6HQV2__BN574_01665
ERR1913299.440732__1.440732	818__A0A3E5HHL6__C799_04659
ERR1913299.440748__1.440748	384638__B7ANI2__BACPEC_00236
ERR1913299.440758__1.440758	28116__A0A1Y4Q374__ERS852555_04681
ERR1913299.440898__1.440898	39492__D4JVZ6__truB
ERR1913299.440916__1.440916	39492__D4JRM9__bglB_2
ERR1913299.440926__1.440926	820__A0A374Q854__HMPREF1073_03281
ERR1913299.440962__1.440962	47678__R5U332__C5Z00_16810
ERR1913299.441064__1.441064	39485__A0A174YYW2__benM
ERR1913299.441076__1.441076	39492__D4JRV7__EUBSIR_01513
ERR1913299.441226__1.441226	301302__R5UK77__M72_08681
ERR1913299.441251__1.441251	39492__D4JWB3__EUBSIR_00040
ERR1913299.441320__1.441320	821__D4VD59__BHV80_04260
ERR1913299.441330__1.441330	39491__A0A0M6WLC7__ERS852497_00640
ERR1913299.441337__1.441337	357276__I8VN48__ABI39_07855
ERR1913299.441343__1.441343	39492__D4JUD7__EUBSIR_01877
ERR1913299.441465__1.441465	39492__D4JVC7__yfgF
ERR1913299.441449__1.441449	28111__E5WUH3__BACEGG_02112
ERR1913299.441536__1.441536	39492__D4JRM9__bglB_2
ERR1913299.441611__1.441611	820__A0A173YYG4__evgS_3
ERR1913299.441554__1.441554	360807__A0A1Q6T8A0__mepA_13
ERR1913299.441704__1.441704	28116__A0A395W0G7__NCTC11153_02716
ERR1913299.441697__1.441697	1150298__R7JNU0__nagK
ERR1913299.441725__1.441725	39485__C4Z637__ERS852490_00218
ERR1913299.441792__1.441792	39492__D4JVC7__yfgF
ERR1913299.441920__1.441920	39492__D4JRM4__tap_5
ERR1913299.441927__1.441927	39485__A0A174ZAI7__outO
ERR1913299.441931__1.441931	357276__B6VT86__IY41_22515
ERR1913299.441958__1.441958	39492__D4JSD3__EUBSIR_00131
ERR1913299.441975__1.441975	39492__R6RT40__prkC_3
ERR1913299.442106__1.442106	820__A0A139KJ23__celCCA
ERR1913299.442190__1.442190	745368__A0A1T4Y8U9__SAMN02745178_02851
ERR1913299.442236__1.442236	28118__R6F891__NCTC10826_02656
ERR1913299.442237__1.442237	204516__U6R8I1__HMPREF1534_03341
ERR1913299.442285__1.442285	239935__A0A2N8IUU3__CXU18_08060
ERR1913299.442323__1.442323	88431__A0A174G8Q6__ERS852526_02711
ERR1913299.442367__1.442367	40518__R5DUG7__sbcC
ERR1913299.442390__1.442390	357276__A0A076INK2__BSEG_04225
ERR1913299.442316__1.442316	28052__R7NAJ8__ERS852451_02374
ERR1913299.442365__1.442365	820__A0A174CK74__DXB48_07060
ERR1913299.442391__1.442391	853__A0A2A7B1Y7__C7K05_11930
ERR1913299.442401__1.442401	39492__D4JUJ6__ssuB_2
ERR1913299.442544__1.442544	820__A0A3E4QZJ7__C801_01798
ERR1913299.442582__1.442582	28116__A0A078QF71__HMPREF1070_01231
ERR1913299.442558__1.442558	39492__A0A174ZG93__EUBSIR_00254
ERR1913299.442571__1.442571	820__A0A174TRB5__DXD40_11305
ERR1913299.442572__1.442572	39492__D4JRZ7__smc
ERR1913299.442810__1.442810	1262886__R6QKS8__BN563_01572
ERR1913299.442927__1.442927	820__R9I2U8__DXC68_09590
ERR1913299.442955__1.442955	357276__A0A076ISD9__EL88_07480
ERR1913299.443048__1.443048	39491__A0A396FFW0__ERE_10580
ERR1913299.443062__1.443062	239935__A0A2N8IMD6__CXU03_05585
ERR1913299.442994__1.442994	39491__R6TQ09__DXC13_03010
ERR1913299.443083__1.443083	820__A0A3E4FZM1__adaA_2
ERR1913299.443120__1.443120	357276__I8WBQ9__HMPREF1065_03212
ERR1913299.443319__1.443319	39492__A0A174Z2N0__EUBSIR_01615
ERR1913299.443423__1.443423	39485__C4Z355__ERS852490_01971
ERR1913299.443595__1.443595	2173__A0A1D2WST6__METSMIALI_00213
ERR1913299.443680__1.443680	357276__A0A0M1W1I8__ABI39_13620
ERR1913299.443787__1.443787	189722__E0NQU7__HMPREF0658_0548
ERR1913299.443849__1.443849	39491__A0A396FMF1__EUR_28700
ERR1913299.443898__1.443898	823__A0A174U5E4__BDI_3390
ERR1913299.444018__1.444018	820__A7UYX8__DXD40_11635
ERR1913299.443983__1.443983	418240__A0A173XQF2__ERS852523_01592
ERR1913299.444024__1.444024	39492__D4JV86__spoIIE
ERR1913299.444035__1.444035	823__A0A355XJ56__DDY96_07685
ERR1913299.444213__1.444213	39492__D4JRR5__ERS852540_02089
ERR1913299.444194__1.444194	820__A0A174LJB2__HMPREF1072_04112
ERR1913299.444234__1.444234	39491__A0A395ZG74__licR
ERR1913299.444236__1.444236	40518__R5DS68__hcpC
ERR1913299.444248__1.444248	384639__GCA_003096855.1_01171
ERR1913299.444276__1.444276	39492__B0MN61__epsF_2
ERR1913299.444539__1.444539	39492__D4JX40__EUBSIR_00020
ERR1913299.444633__1.444633	357276__I9FRW5__B5F95_21685
ERR1913299.444662__1.444662	39491__A0A396FEW6__T1815_18721
ERR1913299.444741__1.444741	823__A6LBY1__ERS852380_00510
ERR1913299.444821__1.444821	649756__A0A174FRG0__blaR1_3
ERR1913299.444856__1.444856	166486__D4L2T9__lytM
ERR1913299.444922__1.444922	166486__D4KZP0__ERS852572_00486
ERR1913299.444956__1.444956	39491__A0A174K9A3__DXB69_07785
ERR1913299.444987__1.444987	357276__I9R1V6__DXD47_04125
ERR1913299.445000__1.445000	1262911__R6H174__BN557_01246
ERR1913299.445143__1.445143	39492__B0MN61__epsF_2
ERR1913299.445193__1.445193	820__A7V8C2__ERS852554_01338
ERR1913299.445360__1.445360	544644__GCA_001915615.1_00365
ERR1913299.445335__1.445335	1381__group_451
ERR1913299.445300__1.445300	884684__GCA_002892425.1_01408
ERR1913299.445634__1.445634	39491__A0A395ZG74__licR
ERR1913299.445640__1.445640	1150298__R7JU23__ERS852498_02342
ERR1913299.445757__1.445757	39492__D4JRR5__ERS852540_02089
ERR1913299.445785__1.445785	40518__R5DVR2__RBL236_00303
ERR1913299.445720__1.445720	166486__A0A173V5I7__ERS852572_02640
ERR1913299.445841__1.445841	40518__R5DVV1__RBATCC27255_00999
ERR1913299.445867__1.445867	28111__R5JN40__HMPREF1016_01803
ERR1913299.446143__1.446143	28052__A0A174I9N3__ERS852499_00684
ERR1913299.446115__1.446115	706562__GCA_900112995.1_01625
ERR1913299.446176__1.446176	818__A0A3E5HXH0__NCTC13706_02166
ERR1913299.446200__1.446200	360807__C0G083__ROSEINA2194_04432
ERR1913299.446291__1.446291	39492__D4JWY0__EUBSIR_01648
ERR1913299.446373__1.446373	39492__D4JXA0__ERS852540_02538
ERR1913299.446568__1.446568	39491__A0A395ZHW3__ERS852417_01359
ERR1913299.446608__1.446608	39492__D4JSS4__ERS852540_02517
ERR1913299.446718__1.446718	1262915__R6HE17__BN574_00326
ERR1913299.446742__1.446742	39491__C4Z9K7__EUBREC_0050
ERR1913299.446791__1.446791	820__A0A174TRB5__DXD40_11305
ERR1913299.446798__1.446798	39491__D6DXZ8__DXB72_15035
ERR1913299.446823__1.446823	39492__D4MMZ8__ERS852540_01407
ERR1913299.446883__1.446883	28052__R7N7E0__cynR_4
ERR1913299.447155__1.447155	39492__D4JVC7__yfgF
ERR1913299.447367__1.447367	39492__D4JRM9__bglB_2
ERR1913299.447383__1.447383	40518__R5DV66__DXD83_04215
ERR1913299.447595__1.447595	39491__A0A395ZG74__licR
ERR1913299.447632__1.447632	357276__B6VW91__BACDOR_01584
ERR1913299.447658__1.447658	28117__R7JPX7__BHV66_00900
ERR1913299.447701__1.447701	39492__D4JRV7__EUBSIR_01513
ERR1913299.447745__1.447745	820__A0A173YYG4__evgS_3
ERR1913299.447748__1.447748	357276__B6VVS0__HMPREF1064_03951
ERR1913299.447761__1.447761	1262915__R6HPP4__BN574_00486
ERR1913299.447769__1.447769	40518__R5DTJ1__DXD86_03635
ERR1913299.447788__1.447788	39492__D4JQS7__ERS852540_01645
ERR1913299.447791__1.447791	820__A0A374MMF0__HMPREF1073_03811
ERR1913299.447829__1.447829	40518__R5DNI6__RBATCC27255_00844
ERR1913299.447910__1.447910	2108523__A0A2P2F7Y8__LAWASA_2127
ERR1913299.447973__1.447973	820__A0A174FUF0__HMPREF1073_03308
ERR1913299.448135__1.448135	39492__D4JSB6__ERS852540_00627
ERR1913299.448248__1.448248	39488__A0A285PT56__ERS852450_02640
ERR1913299.448333__1.448333	39492__D4MJF3__EUBSIR_02248
ERR1913299.448344__1.448344	821__I9R3W6__DXC16_12455
ERR1913299.448380__1.448380	39492__D4JV86__spoIIE
ERR1913299.448386__1.448386	301302__R5UUM8__ganB_1
ERR1913299.448449__1.448449	40518__A0A1C6H844__DXD93_02510
ERR1913299.448459__1.448459	322505__group_105
ERR1913299.448508__1.448508	820__A0A3E4RUC4__DHU98_02635
ERR1913299.448555__1.448555	39492__D4JSG7__EUBSIR_01006
ERR1913299.448601__1.448601	39491__A0A395ZG74__licR
ERR1913299.448637__1.448637	1150298__A0A174R4D7__tmpC_2
ERR1913299.448649__1.448649	397288__R9II90__C806_04292
ERR1913299.448762__1.448762	166486__D4KX83__ERS852572_01103
ERR1913299.448758__1.448758	820__A0A174G065__DXB62_08975
ERR1913299.448866__1.448866	39491__A0A174LTW7__DXD13_08720
ERR1913299.448903__1.448903	214856__A0A174H3U9__ERS852559_00612
ERR1913299.448906__1.448906	239935__A0A2N8I7W6__CXT90_04245
ERR1913299.448915__1.448915	39491__A0A3E4E7C5__DXB69_03255
ERR1913299.448937__1.448937	33039__A0A174YIE5__soxS_4
ERR1913299.448975__1.448975	1262911__R6H072__BN557_00615
ERR1913299.449095__1.449095	28052__A0A174JNK0__ERS852451_01116
ERR1913299.449108__1.449108	39492__D4JV86__spoIIE
ERR1913299.449222__1.449222	39492__A0A3D4MN89__nadD
ERR1913299.449282__1.449282	39492__D4JVG1__ERS852540_00951
ERR1913299.449350__1.449350	649756__A0A173T0Q8__DCR88_01335
ERR1913299.449396__1.449396	357276__A0A0K2HKT7__B5F95_21090
ERR1913299.449362__1.449362	823__A0A395YSW8__CF162_05645
ERR1913299.449429__1.449429	39492__D4MIX3__ERS852540_01230
ERR1913299.449542__1.449542	384638__B7APR0__BACPEC_00666
ERR1913299.449580__1.449580	39492__D4JRZ7__smc
ERR1913299.449647__1.449647	28052__R7NCE8__cph2_1
ERR1913299.449653__1.449653	1381__group_451
ERR1913299.449762__1.449762	820__A0A3E4GE89__DXB48_02565
ERR1913299.449857__1.449857	1262911__R6H174__BN557_01246
ERR1913299.449865__1.449865	292800__A0A174S8Y1__A4U99_06200
ERR1913299.449870__1.449870	189722__E0NQU7__HMPREF0658_0548
ERR1913299.449908__1.449908	168384__C6LDD4__BRYFOR_06543
ERR1913299.449925__1.449925	28117__B0MTY2__BHV66_06485
ERR1913299.450003__1.450003	39492__D4JX05__EUBSIR_01678
ERR1913299.450211__1.450211	28111__E5WZI1__BACEGG_01444
ERR1913299.450282__1.450282	39491__C4ZCV5__DXB99_11855
ERR1913299.450426__1.450426	823__A0A174UI22__CF162_13840
ERR1913299.450558__1.450558	39492__D4MMN2__EUBSIR_00964
ERR1913299.450598__1.450598	1262911__R6GR13__BN557_00618
ERR1913299.450723__1.450723	39492__D4JTG7__EUBSIR_00572
ERR1913299.450761__1.450761	189722__E0NQU7__HMPREF0658_0548
ERR1913299.450816__1.450816	357276__A0A1Y4PPG2__B5F95_02305
ERR1913299.450878__1.450878	33039__D4M244__ERS852424_01686
ERR1913299.451017__1.451017	39491__R6TQ09__DXC13_03010
ERR1913299.451283__1.451283	40518__R5DSI5__fieF
