ERR1913204.80__1.80	1262882__R5ML49__BN519_01361
ERR1913204.756461__1.756461	214856__I3YPR6__Alfi_2724
ERR1913204.756630__1.756630	1262882__R5MGK3__BN519_00655
ERR1913204.756663__1.756663	487174__K0WXB5__DIT83_09520
ERR1913204.756724__1.756724	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913204.756798__1.756798	1501391__GCA_000786575.1_00149
ERR1913204.756927__1.756927	47678__R5U2H9__DXB67_10685
ERR1913204.756947__1.756947	328814__GCA_004558275.1_00996
ERR1913204.756959__1.756959	47678__R5UWN2__BACCAC_01649
ERR1913204.757010__1.757010	214856__R6Z186__ERS852447_00718
ERR1913204.757068__1.757068	821__D4VD59__BHV80_04260
ERR1913204.757072__1.757072	39485__A0A174Z7G5__EUBELI_01168
ERR1913204.757077__1.757077	214856__I3YPP3__Alfi_2701
ERR1913204.757278__1.757278	1262882__R5N1T9__BN519_00804
ERR1913204.757448__1.757448	1262882__R5MM25__BN519_00600
ERR1913204.757621__1.757621	649756__D4MXW9__ERS852520_02286
ERR1913204.757693__1.757693	47678__A5ZBM1__pknD_1
ERR1913204.757819__1.757819	214856__R6XUN2__rcsC_1
ERR1913204.757833__1.757833	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913204.757852__1.757852	214856__A0A175A6T5__ERS852447_02658
ERR1913204.757858__1.757858	47678__A5ZB44__C5Z00_17730
ERR1913204.757894__1.757894	204516__U6RAM4__HMPREF1534_03439
ERR1913204.757961__1.757961	649756__D4MUH8__tufA
ERR1913204.758001__1.758001	214856__I3YMC8__ERS852447_02666
ERR1913204.758089__1.758089	239935__A0A139TVJ4__CXT86_02020
ERR1913204.758099__1.758099	1262882__R5MYX5__BN519_00333
ERR1913204.758272__1.758272	214856__R5UN64__ERS852447_02669
ERR1913204.758324__1.758324	1262882__R5MDR8__BN519_00124
ERR1913204.758597__1.758597	47678__R5U7A9__C5Z00_03635
ERR1913204.758747__1.758747	214856__I3YPP0__ERS852447_01388
ERR1913204.758783__1.758783	214856__I3YMC8__ERS852447_02666
ERR1913204.758883__1.758883	301302__A0A173R1Q9__M72_20711
ERR1913204.759027__1.759027	487174__K0WZ94__HMPREF9448_00984
ERR1913204.759147__1.759147	214856__R5UN64__ERS852447_02669
ERR1913204.759309__1.759309	239935__R6J9Y2__CXT85_07000
ERR1913204.759321__1.759321	1262882__R5MFR3__BN519_00473
ERR1913204.759592__1.759592	28116__A0A395VSP8__ERS852555_02642
ERR1913204.759688__1.759688	1501391__GCA_000786575.1_00139
ERR1913204.759762__1.759762	1262882__R5N5D7__BN519_01676
ERR1913204.759837__1.759837	214856__I3YPQ4__Alfi_2712
ERR1913204.759850__1.759850	328814__GCA_004558275.1_00043
ERR1913204.759860__1.759860	1262882__R5N4I8__BN519_01293
ERR1913204.759861__1.759861	47678__R5U9X5__BACCAC_01339
ERR1913204.759920__1.759920	214856__A0A173W3Y5__ERS852559_02032
ERR1913204.759959__1.759959	487174__K0X665__DIT83_12000
ERR1913204.760019__1.760019	818__D7IK38__ERS852430_03017
ERR1913204.760273__1.760273	301302__A0A0M6WV71__ERS852420_01279
ERR1913204.760350__1.760350	214856__A0A174EQR4__rsmA
ERR1913204.760471__1.760471	1235835__R9LCU2__C814_02677
ERR1913204.760695__1.760695	1262882__R5MJJ9__BN519_01035
ERR1913204.760854__1.760854	1261634__A0A1Q9JDJ8__BIV20_13605
ERR1913204.760973__1.760973	216816__A0A374SVM3__BLSL_0492
ERR1913204.761133__1.761133	301302__A0A0M6WMV7__M72_28281
ERR1913204.761211__1.761211	818__A0A174P8N7__BSIG_4141
ERR1913204.761269__1.761269	1262882__R5MYP8__BN519_00439
ERR1913204.761346__1.761346	214856__R6XYY8__ERS852447_01722
ERR1913204.761364__1.761364	39492__D4JRZ7__smc
ERR1913204.761375__1.761375	214856__R6XKT4__ERS852559_01719
ERR1913204.761764__1.761764	214856__I3YPP9__Alfi_2707
ERR1913204.761814__1.761814	214856__I3YPQ4__Alfi_2712
ERR1913204.761998__1.761998	1262882__R5MKI3__BN519_00334
ERR1913204.762075__1.762075	84026__C0EB63__CLOSTMETH_01080
ERR1913204.762082__1.762082	487174__K0X694__DIT83_09060
ERR1913204.762094__1.762094	214856__I3YPQ0__ERS852447_01379
ERR1913204.762381__1.762381	47678__R5UUB5__ERS852558_00247
ERR1913204.762485__1.762485	1965569__A0A1Y4NK94__B5F07_19320
ERR1913204.762841__1.762841	487174__K0X3H8__HMPREF9448_02822
ERR1913204.762842__1.762842	214856__I3YPR6__Alfi_2724
ERR1913204.762848__1.762848	1262882__R5MQ68__BN519_01178
ERR1913204.762856__1.762856	214856__I3YMB7__Alfi_1811
ERR1913204.763158__1.763158	214856__D4IMT6__Alfi_1830
ERR1913204.763271__1.763271	214856__R6XYY8__ERS852447_01722
ERR1913204.763406__1.763406	239935__A0A2N8HDT1__CXT94_05270
ERR1913204.763448__1.763448	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913204.763518__1.763518	1262882__R5MMD8__BN519_01576
ERR1913204.763670__1.763670	214856__R6XP73__ERS852447_00886
ERR1913204.763759__1.763759	214856__I3YMN6__Alfi_1938
ERR1913204.763779__1.763779	214856__R6XKW1__ERS852559_01141
ERR1913204.763793__1.763793	328813__A0A1Y3QZ64__B5G41_14235
ERR1913204.763931__1.763931	214856__R6XQX8__ERS852559_02550
ERR1913204.764125__1.764125	239935__A0A2N8I9P4__CXT85_05050
ERR1913204.764173__1.764173	214856__R6Z288__ERS852447_00734
ERR1913204.764177__1.764177	214856__I3YPI7__pepD_1
ERR1913204.764230__1.764230	214856__I3YMB7__Alfi_1811
ERR1913204.764247__1.764247	239935__A0A2N8I3Z7__CXU05_10555
ERR1913204.764485__1.764485	214856__I3YPP0__ERS852447_01388
ERR1913204.764698__1.764698	1262882__R5MM69__BN519_00075
ERR1913204.764720__1.764720	39492__D4JSD3__EUBSIR_00131
ERR1913204.764760__1.764760	214856__A0A174EQR4__rsmA
ERR1913204.764796__1.764796	214856__I3YMC8__ERS852447_02666
ERR1913204.764836__1.764836	239935__A0A2N8HZW2__A4V05_11120
ERR1913204.764971__1.764971	487174__K0WX28__HMPREF9448_02178
ERR1913204.764975__1.764975	214856__R6YC22__ERS852447_01215
ERR1913204.764981__1.764981	1262882__R5MHX6__BN519_00733
ERR1913204.765033__1.765033	214856__I3YPP3__Alfi_2701
ERR1913204.765051__1.765051	301302__R5V7G4__ywtF
ERR1913204.765083__1.765083	1262882__R5MPY4__BN519_01128
ERR1913204.765156__1.765156	214856__R6XP73__ERS852447_00886
ERR1913204.765269__1.765269	214856__R6Z7Q9__ERS852447_02172
ERR1913204.765364__1.765364	214856__R6XNE7__ERS852447_02267
ERR1913204.765587__1.765587	1262911__R6H0U7__BN557_01104
ERR1913204.765601__1.765601	214856__R6XUN2__rcsC_1
ERR1913204.765957__1.765957	301302__A0A173T1J1__M72_18951
ERR1913204.765979__1.765979	487174__K0WVG2__DDY40_00285
ERR1913204.766074__1.766074	1965604__A0A1Y4EWN6__B5F54_02865
ERR1913204.766147__1.766147	165179__A0A3E5DY64__CFT61_10025
ERR1913204.766218__1.766218	239935__R6K0V8__CXT94_02055
ERR1913204.766238__1.766238	487174__K0WV96__HMPREF9448_01901
ERR1913204.766306__1.766306	214856__R6Y2Y4__ERS852447_01086
ERR1913204.766374__1.766374	214856__I3YPI7__pepD_1
ERR1913204.766375__1.766375	214856__R6Z186__ERS852447_00718
ERR1913204.766383__1.766383	239935__B2UPZ6__CXU03_03800
ERR1913204.766574__1.766574	410072__A0A174HCW3__ERS852574_00529
ERR1913204.766711__1.766711	214856__R6Y7P0__ERS852447_00307
ERR1913204.766736__1.766736	214856__R6Z288__ERS852447_00734
ERR1913204.766750__1.766750	39492__D4JX50__EUBSIR_00410
ERR1913204.766911__1.766911	820__A0A139KJR5__M093_4469
ERR1913204.766973__1.766973	214856__R6XUN2__rcsC_1
ERR1913204.766982__1.766982	1897011__A0A1Q6RE22__BHW41_04590
ERR1913204.766984__1.766984	487174__K0X773__DIT83_07170
ERR1913204.767027__1.767027	214856__I3YPQ4__Alfi_2712
ERR1913204.767037__1.767037	649756__A0A173UBD8__ytpA
ERR1913204.767231__1.767231	214856__I3YMB7__Alfi_1811
ERR1913204.767217__1.767217	357276__I9QBT7__BSEG_03340
ERR1913204.767548__1.767548	47678__A0A3E5BQM1__DXB67_08970
ERR1913204.767567__1.767567	487174__K0X0F6__HMPREF9448_01444
ERR1913204.767676__1.767676	1262882__R5MF58__BN519_00393
ERR1913204.767696__1.767696	214856__R6Z320__ERS852447_02148
ERR1913204.767798__1.767798	214856__I3YPP1__Alfi_2699
ERR1913204.767937__1.767937	239935__A0A2N8I694__CXU04_06245
ERR1913204.767969__1.767969	651822__GCA_000210715.1_00753
ERR1913204.767984__1.767984	1262882__R5MM96__BN519_01545
ERR1913204.768260__1.768260	1160721__W0U4D5__RBI_I01230
ERR1913204.768265__1.768265	328814__GCA_004558275.1_00018
ERR1913204.768220__1.768220	239935__A0A2N8IVR0__CXT87_07115
ERR1913204.768233__1.768233	1501391__GCA_000786575.1_00029
ERR1913204.768292__1.768292	214856__I3YPQ0__ERS852447_01379
ERR1913204.768327__1.768327	328814__GCA_004558275.1_00079
ERR1913204.768406__1.768406	47678__R5UST1__ERS852558_03505
ERR1913204.768501__1.768501	1262882__R5MY46__BN519_00355
ERR1913204.768583__1.768583	1150298__A0A174SLE6__mlc_1
ERR1913204.768715__1.768715	214856__R6YD52__ERS852447_02171
ERR1913204.768761__1.768761	1262882__R5MGJ7__BN519_00652
ERR1913204.768911__1.768911	214856__R6Y2Y4__ERS852447_01086
ERR1913204.768949__1.768949	487174__K0XRP0__DDY40_09260
ERR1913204.769196__1.769196	47678__R5V127__HMPREF1061_04334
ERR1913204.769264__1.769264	214856__I3YMC8__ERS852447_02666
ERR1913204.769399__1.769399	214856__I3YPQ9__ERS852447_01370
ERR1913204.769428__1.769428	214856__R6Z3P8__ERS852559_01737
ERR1913204.769492__1.769492	239935__A0A2N8HBM4__CXT85_06270
ERR1913204.769617__1.769617	214856__I3YPQ0__ERS852447_01379
ERR1913204.769679__1.769679	301302__A0A0M6WYL6__ERS852420_02628
ERR1913204.769762__1.769762	214856__A0A174EJT5__mnmA
ERR1913204.769784__1.769784	214856__I3YPP1__Alfi_2699
ERR1913204.769795__1.769795	47678__R5USS6__C5Z00_03300
ERR1913204.769993__1.769993	214856__R5UN64__ERS852447_02669
ERR1913204.770071__1.770071	214856__I3YPR5__ERS852447_01364
ERR1913204.770158__1.770158	214856__I3YPP3__Alfi_2701
ERR1913204.770148__1.770148	28118__R6FBL5__B5F93_09165
ERR1913204.770208__1.770208	47678__A5ZG68__ERS852494_02968
ERR1913204.770484__1.770484	214856__I3YPP1__Alfi_2699
ERR1913204.770607__1.770607	214856__I3YPP0__ERS852447_01388
ERR1913204.770652__1.770652	214856__I3YPP0__ERS852447_01388
ERR1913204.770737__1.770737	47678__A5ZGW9__HMPREF1061_01068
ERR1913204.770744__1.770744	239935__B2UQP8__CXU15_01110
ERR1913204.770894__1.770894	239935__R6JAS2__CXU02_10725
ERR1913204.770924__1.770924	328814__GCA_004558275.1_01002
ERR1913204.771034__1.771034	1660__S2Z6V4__hrpB
ERR1913204.771011__1.771011	487174__K0XER9__DDY40_08885
ERR1913204.771017__1.771017	214856__R6Z288__ERS852447_00734
ERR1913204.771106__1.771106	1262882__R5N678__BN519_01604
ERR1913204.771119__1.771119	214856__R6Z5D0__resA_4
ERR1913204.771282__1.771282	1262882__R5N089__BN519_00546
ERR1913204.771317__1.771317	214856__R6Y2Y4__ERS852447_01086
ERR1913204.771481__1.771481	214856__R6YD52__ERS852447_02171
ERR1913204.771494__1.771494	1262988__R7N218__BN816_01556
ERR1913204.771567__1.771567	214856__A0A174ZZS1__ERS852559_01484
ERR1913204.771818__1.771818	487174__K0XG34__HMPREF9448_02234
ERR1913204.771905__1.771905	1262743__R5C054__BN727_01980
ERR1913204.771952__1.771952	1501391__GCA_000786575.1_00068
ERR1913204.772026__1.772026	214856__R5UN64__ERS852447_02669
ERR1913204.772083__1.772083	214856__I3YPQ4__Alfi_2712
ERR1913204.772091__1.772091	214856__A0A174EQR4__rsmA
ERR1913204.772099__1.772099	214856__R6XUN2__rcsC_1
ERR1913204.772153__1.772153	214856__A0A173YXX1__ERS852559_01651
ERR1913204.772246__1.772246	214856__R6Z288__ERS852447_00734
ERR1913204.772309__1.772309	214856__R6YD52__ERS852447_02171
ERR1913204.772360__1.772360	1262911__R6HHR1__BN557_01622
ERR1913204.772518__1.772518	1501391__GCA_000786575.1_00040
ERR1913204.772618__1.772618	1262882__R5MRS7__BN519_01490
ERR1913204.772660__1.772660	301302__A0A173R048__M72_22311
ERR1913204.772783__1.772783	239935__A0A2N8IV82__CXT99_06735
ERR1913204.772814__1.772814	821__A0A0P0M2J4__DXD46_10295
ERR1913204.773071__1.773071	1501391__GCA_000786575.1_00128
ERR1913204.773078__1.773078	214856__R6Z186__ERS852447_00718
ERR1913204.773194__1.773194	214856__A0A175A6T5__ERS852447_02658
ERR1913204.773529__1.773529	214856__A0A173YXX1__ERS852559_01651
ERR1913204.773720__1.773720	47678__R5UT79__ERS852558_03890
ERR1913204.773772__1.773772	214856__I3YPR5__ERS852447_01364
ERR1913204.773839__1.773839	214856__R6Z288__ERS852447_00734
ERR1913204.773947__1.773947	214856__A0A174AYS4__ERS852447_01192
ERR1913204.773997__1.773997	1263005__R6FJE0__BN497_01606
ERR1913204.774041__1.774041	39486__G1WLK1__DXD50_02145
ERR1913204.774104__1.774104	214856__A0A175A1F5__ERS852559_01764
ERR1913204.774121__1.774121	239935__R6J5N6__CXT99_10770
ERR1913204.774203__1.774203	1262911__R6HI44__BN557_01691
ERR1913204.774608__1.774608	410072__A0A174DIZ5__ERS852574_01258
ERR1913204.774669__1.774669	1262746__R5SLP4__BN750_01973
ERR1913204.774676__1.774676	1501391__GCA_000786575.1_00057
ERR1913204.774886__1.774886	214856__A0A173Z1B0__ERS852447_00765
ERR1913204.775132__1.775132	818__A0A174LFW3__C5Z03_04710
ERR1913204.775167__1.775167	1262882__R5MGX3__BN519_00046
ERR1913204.775302__1.775302	1262882__R5MFY4__BN519_00529
ERR1913204.775331__1.775331	239935__A0A2N8HH03__CXU09_08875
ERR1913204.775341__1.775341	214856__R6XS02__ERS852447_01685
ERR1913204.775538__1.775538	214856__I3YPN9__ERS852447_01389
ERR1913204.775586__1.775586	1262882__R5ML49__BN519_01361
ERR1913204.775801__1.775801	214856__R6Z590__ERS852447_01059
ERR1913204.775870__1.775870	487174__K0WRI1__DIT83_06780
ERR1913204.776068__1.776068	214856__I3YPP9__Alfi_2707
ERR1913204.776101__1.776101	39490__A0A173UKU1__ERS852448_02086
ERR1913204.776231__1.776231	214856__I3YPQ4__Alfi_2712
ERR1913204.776255__1.776255	214856__R6Z5D0__resA_4
ERR1913204.776256__1.776256	1262882__R5N5W2__BN519_00074
ERR1913204.776414__1.776414	487174__K0XLC3__HMPREF9448_01065
ERR1913204.776743__1.776743	487174__K0WTV8__DIT83_04385
ERR1913204.777122__1.777122	214856__R6XKT4__ERS852559_01719
ERR1913204.777211__1.777211	239935__A0A2N8HAQ1__DEF40_05290
ERR1913204.777284__1.777284	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913204.777396__1.777396	214856__A0A174CRY5__ERS852559_01060
ERR1913204.777557__1.777557	2108523__A0A2P2F2M4__LAWASA_205
ERR1913204.777810__1.777810	821__A0A174V2F3__NCTC10583_01474
ERR1913204.777835__1.777835	821__A6L0C7__ERS852556_03520
ERR1913204.778089__1.778089	39492__D4JS46__EUBSIR_02553
ERR1913204.778092__1.778092	301302__R5VE56__M72_25941
ERR1913204.778365__1.778365	214856__R6XUN2__rcsC_1
ERR1913204.778424__1.778424	818__A0A3E5HDU6__C799_04515
ERR1913204.778432__1.778432	487174__R5FN40__HMPREF9448_01366
ERR1913204.778507__1.778507	328813__A0A1Y3QZ64__B5G41_14235
ERR1913204.778546__1.778546	214856__D4IMT6__Alfi_1830
ERR1913204.778645__1.778645	214856__I3YPR5__ERS852447_01364
ERR1913204.778660__1.778660	47678__R5UAF6__ERS852494_02966
ERR1913204.778941__1.778941	39492__D4JU81__xseA
ERR1913204.778971__1.778971	239935__A0A2N8IEP3__CXT84_03735
ERR1913204.779072__1.779072	328814__GCA_004558275.1_00991
ERR1913204.779233__1.779233	214856__I3YPR5__ERS852447_01364
ERR1913204.779519__1.779519	214856__R5UN64__ERS852447_02669
ERR1913204.779619__1.779619	487174__K0WZU9__HMPREF9448_01159
ERR1913204.779744__1.779744	214856__A0A174CRY5__ERS852559_01060
ERR1913204.779791__1.779791	239935__A0A2N8IKW7__pstA
ERR1913204.779805__1.779805	1897011__A0A1Q6RF49__BHW41_03110
ERR1913204.779943__1.779943	214856__R6YC22__ERS852447_01215
ERR1913204.780075__1.780075	1262911__R6GI18__BN557_01377
ERR1913204.780211__1.780211	301302__R5UK77__M72_08681
ERR1913204.780263__1.780263	1262882__R5N4G2__BN519_01273
ERR1913204.780291__1.780291	487174__K0WRZ5__HMPREF9448_02826
ERR1913204.780348__1.780348	154046__A0A3E4UF62__DWX31_00950
ERR1913204.780570__1.780570	1262882__R5MFY4__BN519_00529
ERR1913204.780572__1.780572	1262911__R6H174__BN557_01246
ERR1913204.780489__1.780489	1262882__R5N0Q5__BN519_00642
ERR1913204.780581__1.780581	818__A0A0P0FPQ9__BT_4391
ERR1913204.780834__1.780834	214856__A0A174CRY5__ERS852559_01060
ERR1913204.780845__1.780845	214856__I3YMN6__Alfi_1938
ERR1913204.780874__1.780874	214856__R6XS46__ERS852559_00812
ERR1913204.781003__1.781003	214856__R5UN64__ERS852447_02669
ERR1913204.781301__1.781301	328813__A0A1Y3QQ66__B5G41_14240
ERR1913204.781312__1.781312	214856__R6XNE7__ERS852447_02267
ERR1913204.781322__1.781322	239935__A0A139TTZ7__CXU14_07900
ERR1913204.781326__1.781326	1262882__R5MIQ8__BN519_01036
ERR1913204.781379__1.781379	214856__I3YPP2__Alfi_2700
ERR1913204.781523__1.781523	214856__R6XP73__ERS852447_00886
ERR1913204.781630__1.781630	1897011__A0A1Q6RG59__BHW41_02475
ERR1913204.781659__1.781659	1262882__R5MGK3__BN519_00655
ERR1913204.781717__1.781717	1262882__R5N3H1__BN519_01121
ERR1913204.781735__1.781735	1501391__GCA_000786575.1_00029
ERR1913204.781765__1.781765	214856__I3YPQ4__Alfi_2712
ERR1913204.781912__1.781912	214856__A0A174AYS4__ERS852447_01192
ERR1913204.781977__1.781977	214856__I3YPN0__ERS852447_01398
ERR1913204.782211__1.782211	487174__K0WRI1__DIT83_06780
ERR1913204.782292__1.782292	214856__I3YPN5__Alfi_2693
ERR1913204.782382__1.782382	214856__A0A174EQR4__rsmA
ERR1913204.782415__1.782415	214856__R6XNE7__ERS852447_02267
ERR1913204.782461__1.782461	239935__A0A2N8I3Z7__CXU05_10555
ERR1913204.782591__1.782591	1501391__GCA_000786575.1_00113
ERR1913204.782621__1.782621	214856__I3YMB7__Alfi_1811
ERR1913204.782803__1.782803	1897011__A0A1Q6RDN9__BHW41_05070
ERR1913204.783010__1.783010	239935__A0A2N8HMQ8__pgsA
ERR1913204.783187__1.783187	328814__GCA_004558275.1_00036
ERR1913204.783427__1.783427	552398__F4XHL3__HMPREF0866_03117
ERR1913204.783512__1.783512	214856__A0A173YXX1__ERS852559_01651
ERR1913204.783588__1.783588	1501391__GCA_000786575.1_00035
ERR1913204.783614__1.783614	328814__GCA_004558275.1_00072
ERR1913204.783642__1.783642	1262882__R5MSS9__BN519_01662
ERR1913204.783654__1.783654	1262882__R5N4D8__BN519_01497
ERR1913204.783661__1.783661	239935__A0A139TVJ4__CXT86_02020
ERR1913204.783692__1.783692	214856__R6Y6H8__ERS852447_01719
ERR1913204.783664__1.783664	301302__A0A0M6WI31__znuC_2
ERR1913204.783673__1.783673	214856__I3YPN9__ERS852447_01389
ERR1913204.783790__1.783790	1262882__R5MSX6__BN519_01697
ERR1913204.783797__1.783797	214856__R6YC22__ERS852447_01215
ERR1913204.783843__1.783843	47678__R5UER2__CGC64_00710
ERR1913204.783869__1.783869	214856__I3YMC8__ERS852447_02666
ERR1913204.783944__1.783944	214856__R5UN64__ERS852447_02669
ERR1913204.784136__1.784136	1235835__R9LCU2__C814_02677
ERR1913204.784157__1.784157	239935__B2UNC5__B5G29_07685
ERR1913204.784240__1.784240	821__A0A173XDD3__DXB82_17180
ERR1913204.784300__1.784300	292800__G9YLB2__HMPREF0372_00277
ERR1913204.784326__1.784326	39496__A5Z5I2__EUBVEN_00963
ERR1913204.784351__1.784351	214856__A0A173YDP1__ERS852559_00120
ERR1913204.784400__1.784400	214856__R6Y7P0__ERS852447_00307
ERR1913204.784532__1.784532	1262882__R5N4D8__BN519_01497
ERR1913204.784668__1.784668	1262882__R5MLT4__BN519_01496
ERR1913204.784900__1.784900	214856__I3YPQ8__ERS852447_01371
ERR1913204.784911__1.784911	1235835__R9LCU2__C814_02677
ERR1913204.785093__1.785093	1262882__R5N3T7__BN519_01188
ERR1913204.785218__1.785218	1897011__A0A1Q6RE54__BHW41_04745
ERR1913204.785292__1.785292	214856__I3YMB7__Alfi_1811
ERR1913204.785386__1.785386	214856__I3YPR5__ERS852447_01364
ERR1913204.785652__1.785652	214856__I3YMB7__Alfi_1811
ERR1913204.786111__1.786111	1262882__R5MYP8__BN519_00439
ERR1913204.786534__1.786534	214856__A0A174C683__ERS852559_00523
ERR1913204.786483__1.786483	487174__K0X694__DIT83_09060
ERR1913204.786569__1.786569	1897011__A0A1Q6RH12__BHW41_01505
ERR1913204.786654__1.786654	1262882__R5MM96__BN519_01545
ERR1913204.786905__1.786905	818__R9HBA6__HMPREF2534_04317
ERR1913204.786966__1.786966	239935__A0A2N8HAQ1__DEF40_05290
ERR1913204.787051__1.787051	239935__A0A2N8I694__CXU04_06245
ERR1913204.787295__1.787295	1262882__R5N587__BN519_01643
ERR1913204.787391__1.787391	1501391__GCA_000786575.1_00028
ERR1913204.787473__1.787473	47678__A5ZEP5__CGC64_03450
ERR1913204.787658__1.787658	1262882__R5MYG7__BN519_00405
ERR1913204.787870__1.787870	74426__thrZ
ERR1913204.787922__1.787922	1501391__GCA_000786575.1_00092
ERR1913204.788056__1.788056	214856__R6XQX8__ERS852559_02550
ERR1913204.788178__1.788178	410072__A0A174ASR3__DXD67_15560
ERR1913204.788352__1.788352	214856__I3YPI7__pepD_1
ERR1913204.788415__1.788415	214856__A0A175A6T5__ERS852447_02658
ERR1913204.788430__1.788430	239935__A0A2N8HBM4__CXT85_06270
ERR1913204.788492__1.788492	214856__I3YPN5__Alfi_2693
ERR1913204.788538__1.788538	47678__A5ZLX1__C5Z00_04825
ERR1913204.788672__1.788672	239935__A0A2N8HPS5__Amuc_0950
ERR1913204.788778__1.788778	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913204.789001__1.789001	1262882__R5N5S3__BN519_00085
ERR1913204.789483__1.789483	214856__R6Y6H8__ERS852447_01719
ERR1913204.789769__1.789769	214856__R6Y2Y4__ERS852447_01086
ERR1913204.789693__1.789693	1262882__R5MKX3__BN519_00395
ERR1913204.789786__1.789786	214856__I3YMB7__Alfi_1811
ERR1913204.789830__1.789830	214856__I3YPN0__ERS852447_01398
ERR1913204.790064__1.790064	214856__I3YMB7__Alfi_1811
ERR1913204.790187__1.790187	1262882__R5MKX1__BN519_01297
ERR1913204.790215__1.790215	214856__I3YMC8__ERS852447_02666
ERR1913204.790157__1.790157	1262882__R5N1L4__BN519_00757
ERR1913204.790253__1.790253	214856__R6YC22__ERS852447_01215
ERR1913204.790522__1.790522	147207__dnaK2
ERR1913204.790539__1.790539	214856__A0A174EJT5__mnmA
ERR1913204.790674__1.790674	47678__R5UXJ2__DW706_08325
ERR1913204.790961__1.790961	487174__K0X429__HMPREF9448_00932
ERR1913204.791020__1.791020	214856__R6Z590__ERS852447_01059
ERR1913204.791137__1.791137	487174__K0XDZ0__HMPREF9448_02863
ERR1913204.791225__1.791225	214856__A0A173YXX1__ERS852559_01651
ERR1913204.791258__1.791258	239935__R7E524__CXT91_06180
ERR1913204.791352__1.791352	239935__A0A2N8IJI1__B5G29_04615
ERR1913204.791359__1.791359	214856__I3YPP1__Alfi_2699
ERR1913204.791549__1.791549	1501391__GCA_000786575.1_00068
ERR1913204.791741__1.791741	214856__A0A174FY71__ERS852559_01033
ERR1913204.791810__1.791810	239935__A0A2N8I8X8__B5G29_00185
ERR1913204.792135__1.792135	214856__A0A174CRY5__ERS852559_01060
ERR1913204.792314__1.792314	214856__A0A174C683__ERS852559_00523
